game,2018,2,20180916,201809160ram,crd,"Arizona Cardinals",0,ram,"Los Angeles Rams",34
team,201809160ram,crd,First Downs,5,,,,,,
team,201809160ram,ram,First Downs,24,,,,,,
team,201809160ram,crd,Rush-Yds-TDs,15-54-0,,,,,,
team,201809160ram,ram,Rush-Yds-TDs,33-90-3,,,,,,
team,201809160ram,crd,Cmp-Att-Yd-TD-INT,17-27-90-0-1,,,,,,
team,201809160ram,ram,Cmp-Att-Yd-TD-INT,24-32-354-1-1,,,,,,
team,201809160ram,crd,Sacked-Yards,1-7,,,,,,
team,201809160ram,ram,Sacked-Yards,2-12,,,,,,
team,201809160ram,crd,Net Pass Yards,83,,,,,,
team,201809160ram,ram,Net Pass Yards,342,,,,,,
team,201809160ram,crd,Total Yards,137,,,,,,
team,201809160ram,ram,Total Yards,432,,,,,,
team,201809160ram,crd,Fumbles-Lost,0-0,,,,,,
team,201809160ram,ram,Fumbles-Lost,0-0,,,,,,
team,201809160ram,crd,Turnovers,1,,,,,,
team,201809160ram,ram,Turnovers,1,,,,,,
team,201809160ram,crd,Penalties-Yards,9-47,,,,,,
team,201809160ram,ram,Penalties-Yards,5-49,,,,,,
team,201809160ram,crd,Third Down Conv.,3-12,,,,,,
team,201809160ram,ram,Third Down Conv.,8-15,,,,,,
team,201809160ram,crd,Fourth Down Conv.,1-1,,,,,,
team,201809160ram,ram,Fourth Down Conv.,1-3,,,,,,
team,201809160ram,crd,Time of Possession,25:52,,,,,,
team,201809160ram,ram,Time of Possession,34:08,,,,,,
player,201809160ram,crd,BradSa00,pass_cmp,17,,,,,
player,201809160ram,crd,BradSa00,pass_att,27,,,,,
player,201809160ram,crd,BradSa00,pass_yds,90,,,,,
player,201809160ram,crd,BradSa00,pass_td,0,,,,,
player,201809160ram,crd,BradSa00,pass_int,1,,,,,
player,201809160ram,crd,BradSa00,pass_sacked,1,,,,,
player,201809160ram,crd,BradSa00,pass_sacked_yds,7,,,,,
player,201809160ram,crd,BradSa00,pass_long,15,,,,,
player,201809160ram,crd,BradSa00,pass_rating,53.0,,,,,
player,201809160ram,crd,BradSa00,rush_att,0,,,,,
player,201809160ram,crd,BradSa00,rush_yds,0,,,,,
player,201809160ram,crd,BradSa00,rush_td,0,,,,,
player,201809160ram,crd,BradSa00,rush_long,0,,,,,
player,201809160ram,crd,BradSa00,targets,0,,,,,
player,201809160ram,crd,BradSa00,rec,0,,,,,
player,201809160ram,crd,BradSa00,rec_yds,0,,,,,
player,201809160ram,crd,BradSa00,rec_td,0,,,,,
player,201809160ram,crd,BradSa00,rec_long,0,,,,,
player,201809160ram,crd,BradSa00,fumbles,0,,,,,
player,201809160ram,crd,BradSa00,fumbles_lost,0,,,,,
player,201809160ram,crd,JohnDa08,pass_cmp,0,,,,,
player,201809160ram,crd,JohnDa08,pass_att,0,,,,,
player,201809160ram,crd,JohnDa08,pass_yds,0,,,,,
player,201809160ram,crd,JohnDa08,pass_td,0,,,,,
player,201809160ram,crd,JohnDa08,pass_int,0,,,,,
player,201809160ram,crd,JohnDa08,pass_sacked,0,,,,,
player,201809160ram,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201809160ram,crd,JohnDa08,pass_long,0,,,,,
player,201809160ram,crd,JohnDa08,pass_rating,,,,,,
player,201809160ram,crd,JohnDa08,rush_att,13,,,,,
player,201809160ram,crd,JohnDa08,rush_yds,48,,,,,
