game,2018,11,20181118,201811180clt,oti,"Tennessee Titans",10,clt,"Indianapolis Colts",38
team,201811180clt,oti,First Downs,16,,,,,,
team,201811180clt,clt,First Downs,26,,,,,,
team,201811180clt,oti,Rush-Yds-TDs,27-91-0,,,,,,
team,201811180clt,clt,Rush-Yds-TDs,28-102-2,,,,,,
team,201811180clt,oti,Cmp-Att-Yd-TD-INT,21-29-203-1-2,,,,,,
team,201811180clt,clt,Cmp-Att-Yd-TD-INT,24-32-295-3-0,,,,,,
team,201811180clt,oti,Sacked-Yards,5-27,,,,,,
team,201811180clt,clt,Sacked-Yards,0-0,,,,,,
team,201811180clt,oti,Net Pass Yards,176,,,,,,
team,201811180clt,clt,Net Pass Yards,295,,,,,,
team,201811180clt,oti,Total Yards,267,,,,,,
team,201811180clt,clt,Total Yards,397,,,,,,
team,201811180clt,oti,Fumbles-Lost,1-0,,,,,,
team,201811180clt,clt,Fumbles-Lost,2-0,,,,,,
team,201811180clt,oti,Turnovers,2,,,,,,
team,201811180clt,clt,Turnovers,0,,,,,,
team,201811180clt,oti,Penalties-Yards,8-112,,,,,,
team,201811180clt,clt,Penalties-Yards,7-60,,,,,,
team,201811180clt,oti,Third Down Conv.,6-14,,,,,,
team,201811180clt,clt,Third Down Conv.,5-10,,,,,,
team,201811180clt,oti,Fourth Down Conv.,0-0,,,,,,
team,201811180clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201811180clt,oti,Time of Possession,28:44,,,,,,
team,201811180clt,clt,Time of Possession,31:16,,,,,,
player,201811180clt,oti,GabbBl00,pass_cmp,11,,,,,
player,201811180clt,oti,GabbBl00,pass_att,16,,,,,
player,201811180clt,oti,GabbBl00,pass_yds,118,,,,,
player,201811180clt,oti,GabbBl00,pass_td,1,,,,,
player,201811180clt,oti,GabbBl00,pass_int,1,,,,,
player,201811180clt,oti,GabbBl00,pass_sacked,1,,,,,
player,201811180clt,oti,GabbBl00,pass_sacked_yds,8,,,,,
player,201811180clt,oti,GabbBl00,pass_long,28,,,,,
player,201811180clt,oti,GabbBl00,pass_rating,84.9,,,,,
player,201811180clt,oti,GabbBl00,rush_att,0,,,,,
player,201811180clt,oti,GabbBl00,rush_yds,0,,,,,
player,201811180clt,oti,GabbBl00,rush_td,0,,,,,
player,201811180clt,oti,GabbBl00,rush_long,0,,,,,
player,201811180clt,oti,GabbBl00,targets,0,,,,,
player,201811180clt,oti,GabbBl00,rec,0,,,,,
player,201811180clt,oti,GabbBl00,rec_yds,0,,,,,
player,201811180clt,oti,GabbBl00,rec_td,0,,,,,
player,201811180clt,oti,GabbBl00,rec_long,0,,,,,
player,201811180clt,oti,GabbBl00,fumbles,0,,,,,
player,201811180clt,oti,GabbBl00,fumbles_lost,0,,,,,
player,201811180clt,oti,MariMa01,pass_cmp,10,,,,,
player,201811180clt,oti,MariMa01,pass_att,13,,,,,
player,201811180clt,oti,MariMa01,pass_yds,85,,,,,
player,201811180clt,oti,MariMa01,pass_td,0,,,,,
player,201811180clt,oti,MariMa01,pass_int,1,,,,,
player,201811180clt,oti,MariMa01,pass_sacked,4,,,,,
player,201811180clt,oti,MariMa01,pass_sacked_yds,19,,,,,
player,201811180clt,oti,MariMa01,pass_long,23,,,,,
player,201811180clt,oti,MariMa01,pass_rating,61.4,,,,,
player,201811180clt,oti,MariMa01,rush_att,4,,,,,
player,201811180clt,oti,MariMa01,rush_yds,17,,,,,
player,201811180clt,oti,MariMa01,rush_td,0,,,,,
player,201811180clt,oti,MariMa01,rush_long,9,,,,,
player,201811180clt,oti,MariMa01,targets,0,,,,,
player,201811180clt,oti,MariMa01,rec,0,,,,,
player,201811180clt,oti,MariMa01,rec_yds,0,,,,,
player,201811180clt,oti,MariMa01,rec_td,0,,,,,
player,201811180clt,oti,MariMa01,rec_long,0,,,,,
player,201811180clt,oti,MariMa01,fumbles,1,,,,,
player,201811180clt,oti,MariMa01,fumbles_lost,0,,,,,
player,201811180clt,oti,HenrDe00,pass_cmp,0,,,,,
player,201811180clt,oti,HenrDe00,pass_att,0,,,,,
player,201811180clt,oti,HenrDe00,pass_yds,0,,,,,
player,201811180clt,oti,HenrDe00,pass_td,0,,,,,
player,201811180clt,oti,HenrDe00,pass_int,0,,,,,
player,201811180clt,oti,HenrDe00,pass_sacked,0,,,,,
player,201811180clt,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201811180clt,oti,HenrDe00,pass_long,0,,,,,
player,201811180clt,oti,HenrDe00,pass_rating,,,,,,
player,201811180clt,oti,HenrDe00,rush_att,9,,,,,
player,201811180clt,oti,HenrDe00,rush_yds,46,,,,,
player,201811180clt,oti,HenrDe00,rush_td,0,,,,,
player,201811180clt,oti,HenrDe00,rush_long,16,,,,,
player,201811180clt,oti,HenrDe00,targets,0,,,,,
player,201811180clt,oti,HenrDe00,rec,0,,,,,
player,201811180clt,oti,HenrDe00,rec_yds,0,,,,,
player,201811180clt,oti,HenrDe00,rec_td,0,,,,,
player,201811180clt,oti,HenrDe00,rec_long,0,,,,,
player,201811180clt,oti,HenrDe00,fumbles,0,,,,,
player,201811180clt,oti,HenrDe00,fumbles_lost,0,,,,,
player,201811180clt,oti,LewiDi00,pass_cmp,0,,,,,
player,201811180clt,oti,LewiDi00,pass_att,0,,,,,
player,201811180clt,oti,LewiDi00,pass_yds,0,,,,,
player,201811180clt,oti,LewiDi00,pass_td,0,,,,,
player,201811180clt,oti,LewiDi00,pass_int,0,,,,,
player,201811180clt,oti,LewiDi00,pass_sacked,0,,,,,
player,201811180clt,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201811180clt,oti,LewiDi00,pass_long,0,,,,,
player,201811180clt,oti,LewiDi00,pass_rating,,,,,,
player,201811180clt,oti,LewiDi00,rush_att,10,,,,,
player,201811180clt,oti,LewiDi00,rush_yds,24,,,,,
player,201811180clt,oti,LewiDi00,rush_td,0,,,,,
player,201811180clt,oti,LewiDi00,rush_long,11,,,,,
player,201811180clt,oti,LewiDi00,targets,2,,,,,
player,201811180clt,oti,LewiDi00,rec,1,,,,,
player,201811180clt,oti,LewiDi00,rec_yds,8,,,,,
player,201811180clt,oti,LewiDi00,rec_td,0,,,,,
player,201811180clt,oti,LewiDi00,rec_long,8,,,,,
player,201811180clt,oti,LewiDi00,fumbles,0,,,,,
player,201811180clt,oti,LewiDi00,fumbles_lost,0,,,,,
player,201811180clt,oti,BatsCa00,pass_cmp,0,,,,,
player,201811180clt,oti,BatsCa00,pass_att,0,,,,,
player,201811180clt,oti,BatsCa00,pass_yds,0,,,,,
player,201811180clt,oti,BatsCa00,pass_td,0,,,,,
player,201811180clt,oti,BatsCa00,pass_int,0,,,,,
player,201811180clt,oti,BatsCa00,pass_sacked,0,,,,,
player,201811180clt,oti,BatsCa00,pass_sacked_yds,0,,,,,
player,201811180clt,oti,BatsCa00,pass_long,0,,,,,
player,201811180clt,oti,BatsCa00,pass_rating,,,,,,
player,201811180clt,oti,BatsCa00,rush_att,1,,,,,
player,201811180clt,oti,BatsCa00,rush_yds,1,,,,,
player,201811180clt,oti,BatsCa00,rush_td,0,,,,,
player,201811180clt,oti,BatsCa00,rush_long,1,,,,,
player,201811180clt,oti,BatsCa00,targets,1,,,,,
player,201811180clt,oti,BatsCa00,rec,1,,,,,
player,201811180clt,oti,BatsCa00,rec_yds,5,,,,,
player,201811180clt,oti,BatsCa00,rec_td,0,,,,,
player,201811180clt,oti,BatsCa00,rec_long,5,,,,,
player,201811180clt,oti,BatsCa00,fumbles,0,,,,,
player,201811180clt,oti,BatsCa00,fumbles_lost,0,,,,,
player,201811180clt,oti,SmitJo01,pass_cmp,0,,,,,
player,201811180clt,oti,SmitJo01,pass_att,0,,,,,
player,201811180clt,oti,SmitJo01,pass_yds,0,,,,,
player,201811180clt,oti,SmitJo01,pass_td,0,,,,,
player,201811180clt,oti,SmitJo01,pass_int,0,,,,,
player,201811180clt,oti,SmitJo01,pass_sacked,0,,,,,
player,201811180clt,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201811180clt,oti,SmitJo01,pass_long,0,,,,,
player,201811180clt,oti,SmitJo01,pass_rating,,,,,,
player,201811180clt,oti,SmitJo01,rush_att,0,,,,,
player,201811180clt,oti,SmitJo01,rush_yds,0,,,,,
player,201811180clt,oti,SmitJo01,rush_td,0,,,,,
player,201811180clt,oti,SmitJo01,rush_long,0,,,,,
player,201811180clt,oti,SmitJo01,targets,8,,,,,
player,201811180clt,oti,SmitJo01,rec,6,,,,,
player,201811180clt,oti,SmitJo01,rec_yds,44,,,,,
player,201811180clt,oti,SmitJo01,rec_td,0,,,,,
player,201811180clt,oti,SmitJo01,rec_long,9,,,,,
player,201811180clt,oti,SmitJo01,fumbles,0,,,,,
player,201811180clt,oti,SmitJo01,fumbles_lost,0,,,,,
player,201811180clt,oti,FirkAn00,pass_cmp,0,,,,,
player,201811180clt,oti,FirkAn00,pass_att,0,,,,,
player,201811180clt,oti,FirkAn00,pass_yds,0,,,,,
player,201811180clt,oti,FirkAn00,pass_td,0,,,,,
player,201811180clt,oti,FirkAn00,pass_int,0,,,,,
player,201811180clt,oti,FirkAn00,pass_sacked,0,,,,,
player,201811180clt,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201811180clt,oti,FirkAn00,pass_long,0,,,,,
player,201811180clt,oti,FirkAn00,pass_rating,,,,,,
player,201811180clt,oti,FirkAn00,rush_att,0,,,,,
player,201811180clt,oti,FirkAn00,rush_yds,0,,,,,
player,201811180clt,oti,FirkAn00,rush_td,0,,,,,
player,201811180clt,oti,FirkAn00,rush_long,0,,,,,
player,201811180clt,oti,FirkAn00,targets,3,,,,,
player,201811180clt,oti,FirkAn00,rec,3,,,,,
player,201811180clt,oti,FirkAn00,rec_yds,44,,,,,
player,201811180clt,oti,FirkAn00,rec_td,0,,,,,
player,201811180clt,oti,FirkAn00,rec_long,28,,,,,
player,201811180clt,oti,FirkAn00,fumbles,0,,,,,
player,201811180clt,oti,FirkAn00,fumbles_lost,0,,,,,
player,201811180clt,oti,SharTa00,pass_cmp,0,,,,,
player,201811180clt,oti,SharTa00,pass_att,0,,,,,
player,201811180clt,oti,SharTa00,pass_yds,0,,,,,
player,201811180clt,oti,SharTa00,pass_td,0,,,,,
player,201811180clt,oti,SharTa00,pass_int,0,,,,,
player,201811180clt,oti,SharTa00,pass_sacked,0,,,,,
player,201811180clt,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201811180clt,oti,SharTa00,pass_long,0,,,,,
player,201811180clt,oti,SharTa00,pass_rating,,,,,,
player,201811180clt,oti,SharTa00,rush_att,0,,,,,
player,201811180clt,oti,SharTa00,rush_yds,0,,,,,
player,201811180clt,oti,SharTa00,rush_td,0,,,,,
player,201811180clt,oti,SharTa00,rush_long,0,,,,,
player,201811180clt,oti,SharTa00,targets,7,,,,,
player,201811180clt,oti,SharTa00,rec,5,,,,,
player,201811180clt,oti,SharTa00,rec_yds,37,,,,,
player,201811180clt,oti,SharTa00,rec_td,1,,,,,
player,201811180clt,oti,SharTa00,rec_long,19,,,,,
