game,2018,1,20180909,201809090nor,tam,"Tampa Bay Buccaneers",48,nor,"New Orleans Saints",40
team,201809090nor,tam,First Downs,26,,,,,,
team,201809090nor,nor,First Downs,26,,,,,,
team,201809090nor,tam,Rush-Yds-TDs,34-112-1,,,,,,
team,201809090nor,nor,Rush-Yds-TDs,13-43-2,,,,,,
team,201809090nor,tam,Cmp-Att-Yd-TD-INT,21-28-417-4-0,,,,,,
team,201809090nor,nor,Cmp-Att-Yd-TD-INT,37-45-439-3-0,,,,,,
team,201809090nor,tam,Sacked-Yards,0-0,,,,,,
team,201809090nor,nor,Sacked-Yards,1-7,,,,,,
team,201809090nor,tam,Net Pass Yards,417,,,,,,
team,201809090nor,nor,Net Pass Yards,432,,,,,,
team,201809090nor,tam,Total Yards,529,,,,,,
team,201809090nor,nor,Total Yards,475,,,,,,
team,201809090nor,tam,Fumbles-Lost,1-0,,,,,,
team,201809090nor,nor,Fumbles-Lost,2-2,,,,,,
team,201809090nor,tam,Turnovers,0,,,,,,
team,201809090nor,nor,Turnovers,2,,,,,,
team,201809090nor,tam,Penalties-Yards,7-70,,,,,,
team,201809090nor,nor,Penalties-Yards,8-77,,,,,,
team,201809090nor,tam,Third Down Conv.,8-13,,,,,,
team,201809090nor,nor,Third Down Conv.,4-9,,,,,,
team,201809090nor,tam,Fourth Down Conv.,0-0,,,,,,
team,201809090nor,nor,Fourth Down Conv.,1-1,,,,,,
team,201809090nor,tam,Time of Possession,32:09,,,,,,
team,201809090nor,nor,Time of Possession,27:51,,,,,,
player,201809090nor,tam,FitzRy00,pass_cmp,21,,,,,
player,201809090nor,tam,FitzRy00,pass_att,28,,,,,
player,201809090nor,tam,FitzRy00,pass_yds,417,,,,,
player,201809090nor,tam,FitzRy00,pass_td,4,,,,,
player,201809090nor,tam,FitzRy00,pass_int,0,,,,,
player,201809090nor,tam,FitzRy00,pass_sacked,0,,,,,
player,201809090nor,tam,FitzRy00,pass_sacked_yds,0,,,,,
player,201809090nor,tam,FitzRy00,pass_long,58,,,,,
player,201809090nor,tam,FitzRy00,pass_rating,156.2,,,,,
player,201809090nor,tam,FitzRy00,rush_att,12,,,,,
player,201809090nor,tam,FitzRy00,rush_yds,36,,,,,
player,201809090nor,tam,FitzRy00,rush_td,1,,,,,
player,201809090nor,tam,FitzRy00,rush_long,12,,,,,
player,201809090nor,tam,FitzRy00,targets,0,,,,,
player,201809090nor,tam,FitzRy00,rec,0,,,,,
player,201809090nor,tam,FitzRy00,rec_yds,0,,,,,
player,201809090nor,tam,FitzRy00,rec_td,0,,,,,
player,201809090nor,tam,FitzRy00,rec_long,0,,,,,
player,201809090nor,tam,FitzRy00,fumbles,0,,,,,
player,201809090nor,tam,FitzRy00,fumbles_lost,0,,,,,
player,201809090nor,tam,BarbPe01,pass_cmp,0,,,,,
player,201809090nor,tam,BarbPe01,pass_att,0,,,,,
player,201809090nor,tam,BarbPe01,pass_yds,0,,,,,
player,201809090nor,tam,BarbPe01,pass_td,0,,,,,
player,201809090nor,tam,BarbPe01,pass_int,0,,,,,
player,201809090nor,tam,BarbPe01,pass_sacked,0,,,,,
player,201809090nor,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201809090nor,tam,BarbPe01,pass_long,0,,,,,
player,201809090nor,tam,BarbPe01,pass_rating,,,,,,
player,201809090nor,tam,BarbPe01,rush_att,19,,,,,
player,201809090nor,tam,BarbPe01,rush_yds,69,,,,,
player,201809090nor,tam,BarbPe01,rush_td,0,,,,,
player,201809090nor,tam,BarbPe01,rush_long,23,,,,,
player,201809090nor,tam,BarbPe01,targets,0,,,,,
player,201809090nor,tam,BarbPe01,rec,0,,,,,
player,201809090nor,tam,BarbPe01,rec_yds,0,,,,,
player,201809090nor,tam,BarbPe01,rec_td,0,,,,,
player,201809090nor,tam,BarbPe01,rec_long,0,,,,,
player,201809090nor,tam,BarbPe01,fumbles,0,,,,,
player,201809090nor,tam,BarbPe01,fumbles_lost,0,,,,,
player,201809090nor,tam,WilsSh01,pass_cmp,0,,,,,
player,201809090nor,tam,WilsSh01,pass_att,0,,,,,
player,201809090nor,tam,WilsSh01,pass_yds,0,,,,,
player,201809090nor,tam,WilsSh01,pass_td,0,,,,,
player,201809090nor,tam,WilsSh01,pass_int,0,,,,,
player,201809090nor,tam,WilsSh01,pass_sacked,0,,,,,
player,201809090nor,tam,WilsSh01,pass_sacked_yds,0,,,,,
player,201809090nor,tam,WilsSh01,pass_long,0,,,,,
player,201809090nor,tam,WilsSh01,pass_rating,,,,,,
player,201809090nor,tam,WilsSh01,rush_att,1,,,,,
player,201809090nor,tam,WilsSh01,rush_yds,6,,,,,
player,201809090nor,tam,WilsSh01,rush_td,0,,,,,
player,201809090nor,tam,WilsSh01,rush_long,6,,,,,
player,201809090nor,tam,WilsSh01,targets,0,,,,,
player,201809090nor,tam,WilsSh01,rec,0,,,,,
player,201809090nor,tam,WilsSh01,rec_yds,0,,,,,
player,201809090nor,tam,WilsSh01,rec_td,0,,,,,
player,201809090nor,tam,WilsSh01,rec_long,0,,,,,
player,201809090nor,tam,WilsSh01,fumbles,0,,,,,
player,201809090nor,tam,WilsSh01,fumbles_lost,0,,,,,
player,201809090nor,tam,RodgJa00,pass_cmp,0,,,,,
player,201809090nor,tam,RodgJa00,pass_att,0,,,,,
player,201809090nor,tam,RodgJa00,pass_yds,0,,,,,
player,201809090nor,tam,RodgJa00,pass_td,0,,,,,
player,201809090nor,tam,RodgJa00,pass_int,0,,,,,
player,201809090nor,tam,RodgJa00,pass_sacked,0,,,,,
player,201809090nor,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201809090nor,tam,RodgJa00,pass_long,0,,,,,
player,201809090nor,tam,RodgJa00,pass_rating,,,,,,
player,201809090nor,tam,RodgJa00,rush_att,2,,,,,
player,201809090nor,tam,RodgJa00,rush_yds,1,,,,,
player,201809090nor,tam,RodgJa00,rush_td,0,,,,,
player,201809090nor,tam,RodgJa00,rush_long,3,,,,,
player,201809090nor,tam,RodgJa00,targets,1,,,,,
player,201809090nor,tam,RodgJa00,rec,1,,,,,
player,201809090nor,tam,RodgJa00,rec_yds,2,,,,,
player,201809090nor,tam,RodgJa00,rec_td,0,,,,,
player,201809090nor,tam,RodgJa00,rec_long,2,,,,,
player,201809090nor,tam,RodgJa00,fumbles,0,,,,,
player,201809090nor,tam,RodgJa00,fumbles_lost,0,,,,,
player,201809090nor,tam,EvanMi00,pass_cmp,0,,,,,
player,201809090nor,tam,EvanMi00,pass_att,0,,,,,
player,201809090nor,tam,EvanMi00,pass_yds,0,,,,,
player,201809090nor,tam,EvanMi00,pass_td,0,,,,,
player,201809090nor,tam,EvanMi00,pass_int,0,,,,,
player,201809090nor,tam,EvanMi00,pass_sacked,0,,,,,
player,201809090nor,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201809090nor,tam,EvanMi00,pass_long,0,,,,,
player,201809090nor,tam,EvanMi00,pass_rating,,,,,,
player,201809090nor,tam,EvanMi00,rush_att,0,,,,,
player,201809090nor,tam,EvanMi00,rush_yds,0,,,,,
player,201809090nor,tam,EvanMi00,rush_td,0,,,,,
player,201809090nor,tam,EvanMi00,rush_long,0,,,,,
player,201809090nor,tam,EvanMi00,targets,7,,,,,
player,201809090nor,tam,EvanMi00,rec,7,,,,,
player,201809090nor,tam,EvanMi00,rec_yds,147,,,,,
player,201809090nor,tam,EvanMi00,rec_td,1,,,,,
player,201809090nor,tam,EvanMi00,rec_long,50,,,,,
player,201809090nor,tam,EvanMi00,fumbles,0,,,,,
player,201809090nor,tam,EvanMi00,fumbles_lost,0,,,,,
player,201809090nor,tam,JackDe00,pass_cmp,0,,,,,
player,201809090nor,tam,JackDe00,pass_att,0,,,,,
player,201809090nor,tam,JackDe00,pass_yds,0,,,,,
player,201809090nor,tam,JackDe00,pass_td,0,,,,,
player,201809090nor,tam,JackDe00,pass_int,0,,,,,
player,201809090nor,tam,JackDe00,pass_sacked,0,,,,,
player,201809090nor,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201809090nor,tam,JackDe00,pass_long,0,,,,,
player,201809090nor,tam,JackDe00,pass_rating,,,,,,
player,201809090nor,tam,JackDe00,rush_att,0,,,,,
player,201809090nor,tam,JackDe00,rush_yds,0,,,,,
player,201809090nor,tam,JackDe00,rush_td,0,,,,,
player,201809090nor,tam,JackDe00,rush_long,0,,,,,
player,201809090nor,tam,JackDe00,targets,5,,,,,
player,201809090nor,tam,JackDe00,rec,5,,,,,
player,201809090nor,tam,JackDe00,rec_yds,146,,,,,
player,201809090nor,tam,JackDe00,rec_td,2,,,,,
player,201809090nor,tam,JackDe00,rec_long,58,,,,,
player,201809090nor,tam,JackDe00,fumbles,0,,,,,
player,201809090nor,tam,JackDe00,fumbles_lost,0,,,,,
player,201809090nor,tam,HowaO.00,pass_cmp,0,,,,,
player,201809090nor,tam,HowaO.00,pass_att,0,,,,,
player,201809090nor,tam,HowaO.00,pass_yds,0,,,,,
player,201809090nor,tam,HowaO.00,pass_td,0,,,,,
player,201809090nor,tam,HowaO.00,pass_int,0,,,,,
player,201809090nor,tam,HowaO.00,pass_sacked,0,,,,,
player,201809090nor,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201809090nor,tam,HowaO.00,pass_long,0,,,,,
player,201809090nor,tam,HowaO.00,pass_rating,,,,,,
player,201809090nor,tam,HowaO.00,rush_att,0,,,,,
player,201809090nor,tam,HowaO.00,rush_yds,0,,,,,
player,201809090nor,tam,HowaO.00,rush_td,0,,,,,
player,201809090nor,tam,HowaO.00,rush_long,0,,,,,
player,201809090nor,tam,HowaO.00,targets,2,,,,,
player,201809090nor,tam,HowaO.00,rec,2,,,,,
player,201809090nor,tam,HowaO.00,rec_yds,54,,,,,
player,201809090nor,tam,HowaO.00,rec_td,0,,,,,
player,201809090nor,tam,HowaO.00,rec_long,35,,,,,
player,201809090nor,tam,HowaO.00,fumbles,0,,,,,
player,201809090nor,tam,HowaO.00,fumbles_lost,0,,,,,
player,201809090nor,tam,GodwCh00,pass_cmp,0,,,,,
player,201809090nor,tam,GodwCh00,pass_att,0,,,,,
player,201809090nor,tam,GodwCh00,pass_yds,0,,,,,
player,201809090nor,tam,GodwCh00,pass_td,0,,,,,
player,201809090nor,tam,GodwCh00,pass_int,0,,,,,
player,201809090nor,tam,GodwCh00,pass_sacked,0,,,,,
player,201809090nor,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201809090nor,tam,GodwCh00,pass_long,0,,,,,
player,201809090nor,tam,GodwCh00,pass_rating,,,,,,
player,201809090nor,tam,GodwCh00,rush_att,0,,,,,
player,201809090nor,tam,GodwCh00,rush_yds,0,,,,,
player,201809090nor,tam,GodwCh00,rush_td,0,,,,,
player,201809090nor,tam,GodwCh00,rush_long,0,,,,,
player,201809090nor,tam,GodwCh00,targets,4,,,,,
player,201809090nor,tam,GodwCh00,rec,3,,,,,
player,201809090nor,tam,GodwCh00,rec_yds,41,,,,,
player,201809090nor,tam,GodwCh00,rec_td,1,,,,,
player,201809090nor,tam,GodwCh00,rec_long,16,,,,,
player,201809090nor,tam,GodwCh00,fumbles,1,,,,,
player,201809090nor,tam,GodwCh00,fumbles_lost,0,,,,,
player,201809090nor,tam,HumpAd00,pass_cmp,0,,,,,
player,201809090nor,tam,HumpAd00,pass_att,0,,,,,
player,201809090nor,tam,HumpAd00,pass_yds,0,,,,,
