game,2018,4,20180930,201809300chi,tam,"Tampa Bay Buccaneers",10,chi,"Chicago Bears",48
player,201809300chi,tam,HumpAd00,pass_int,0,,,,,
player,201809300chi,tam,HumpAd00,pass_sacked,0,,,,,
player,201809300chi,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201809300chi,tam,HumpAd00,pass_long,0,,,,,
player,201809300chi,tam,HumpAd00,pass_rating,,,,,,
player,201809300chi,tam,HumpAd00,rush_att,0,,,,,
player,201809300chi,tam,HumpAd00,rush_yds,0,,,,,
player,201809300chi,tam,HumpAd00,rush_td,0,,,,,
player,201809300chi,tam,HumpAd00,rush_long,0,,,,,
player,201809300chi,tam,HumpAd00,targets,7,,,,,
player,201809300chi,tam,HumpAd00,rec,6,,,,,
player,201809300chi,tam,HumpAd00,rec_yds,36,,,,,
player,201809300chi,tam,HumpAd00,rec_td,0,,,,,
player,201809300chi,tam,HumpAd00,rec_long,11,,,,,
player,201809300chi,tam,HumpAd00,fumbles,0,,,,,
player,201809300chi,tam,HumpAd00,fumbles_lost,0,,,,,
player,201809300chi,tam,BratCa00,pass_cmp,0,,,,,
player,201809300chi,tam,BratCa00,pass_att,0,,,,,
player,201809300chi,tam,BratCa00,pass_yds,0,,,,,
player,201809300chi,tam,BratCa00,pass_td,0,,,,,
player,201809300chi,tam,BratCa00,pass_int,0,,,,,
player,201809300chi,tam,BratCa00,pass_sacked,0,,,,,
player,201809300chi,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201809300chi,tam,BratCa00,pass_long,0,,,,,
player,201809300chi,tam,BratCa00,pass_rating,,,,,,
player,201809300chi,tam,BratCa00,rush_att,0,,,,,
player,201809300chi,tam,BratCa00,rush_yds,0,,,,,
player,201809300chi,tam,BratCa00,rush_td,0,,,,,
player,201809300chi,tam,BratCa00,rush_long,0,,,,,
player,201809300chi,tam,BratCa00,targets,4,,,,,
player,201809300chi,tam,BratCa00,rec,3,,,,,
player,201809300chi,tam,BratCa00,rec_yds,29,,,,,
player,201809300chi,tam,BratCa00,rec_td,1,,,,,
player,201809300chi,tam,BratCa00,rec_long,16,,,,,
player,201809300chi,tam,BratCa00,fumbles,0,,,,,
player,201809300chi,tam,BratCa00,fumbles_lost,0,,,,,
player,201809300chi,tam,GodwCh00,pass_cmp,0,,,,,
player,201809300chi,tam,GodwCh00,pass_att,0,,,,,
player,201809300chi,tam,GodwCh00,pass_yds,0,,,,,
player,201809300chi,tam,GodwCh00,pass_td,0,,,,,
player,201809300chi,tam,GodwCh00,pass_int,0,,,,,
player,201809300chi,tam,GodwCh00,pass_sacked,0,,,,,
player,201809300chi,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201809300chi,tam,GodwCh00,pass_long,0,,,,,
player,201809300chi,tam,GodwCh00,pass_rating,,,,,,
player,201809300chi,tam,GodwCh00,rush_att,0,,,,,
player,201809300chi,tam,GodwCh00,rush_yds,0,,,,,
player,201809300chi,tam,GodwCh00,rush_td,0,,,,,
player,201809300chi,tam,GodwCh00,rush_long,0,,,,,
player,201809300chi,tam,GodwCh00,targets,2,,,,,
player,201809300chi,tam,GodwCh00,rec,2,,,,,
player,201809300chi,tam,GodwCh00,rec_yds,22,,,,,
player,201809300chi,tam,GodwCh00,rec_td,0,,,,,
player,201809300chi,tam,GodwCh00,rec_long,11,,,,,
player,201809300chi,tam,GodwCh00,fumbles,0,,,,,
player,201809300chi,tam,GodwCh00,fumbles_lost,0,,,,,
player,201809300chi,tam,AuclAn00,pass_cmp,0,,,,,
player,201809300chi,tam,AuclAn00,pass_att,0,,,,,
player,201809300chi,tam,AuclAn00,pass_yds,0,,,,,
player,201809300chi,tam,AuclAn00,pass_td,0,,,,,
player,201809300chi,tam,AuclAn00,pass_int,0,,,,,
player,201809300chi,tam,AuclAn00,pass_sacked,0,,,,,
player,201809300chi,tam,AuclAn00,pass_sacked_yds,0,,,,,
player,201809300chi,tam,AuclAn00,pass_long,0,,,,,
player,201809300chi,tam,AuclAn00,pass_rating,,,,,,
player,201809300chi,tam,AuclAn00,rush_att,0,,,,,
player,201809300chi,tam,AuclAn00,rush_yds,0,,,,,
player,201809300chi,tam,AuclAn00,rush_td,0,,,,,
player,201809300chi,tam,AuclAn00,rush_long,0,,,,,
player,201809300chi,tam,AuclAn00,targets,1,,,,,
player,201809300chi,tam,AuclAn00,rec,1,,,,,
player,201809300chi,tam,AuclAn00,rec_yds,8,,,,,
player,201809300chi,tam,AuclAn00,rec_td,0,,,,,
player,201809300chi,tam,AuclAn00,rec_long,8,,,,,
player,201809300chi,tam,AuclAn00,fumbles,0,,,,,
player,201809300chi,tam,AuclAn00,fumbles_lost,0,,,,,
player,201809300chi,tam,HowaO.00,pass_cmp,0,,,,,
player,201809300chi,tam,HowaO.00,pass_att,0,,,,,
player,201809300chi,tam,HowaO.00,pass_yds,0,,,,,
player,201809300chi,tam,HowaO.00,pass_td,0,,,,,
player,201809300chi,tam,HowaO.00,pass_int,0,,,,,
player,201809300chi,tam,HowaO.00,pass_sacked,0,,,,,
player,201809300chi,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201809300chi,tam,HowaO.00,pass_long,0,,,,,
player,201809300chi,tam,HowaO.00,pass_rating,,,,,,
player,201809300chi,tam,HowaO.00,rush_att,0,,,,,
player,201809300chi,tam,HowaO.00,rush_yds,0,,,,,
player,201809300chi,tam,HowaO.00,rush_td,0,,,,,
player,201809300chi,tam,HowaO.00,rush_long,0,,,,,
player,201809300chi,tam,HowaO.00,targets,3,,,,,
player,201809300chi,tam,HowaO.00,rec,0,,,,,
player,201809300chi,tam,HowaO.00,rec_yds,0,,,,,
player,201809300chi,tam,HowaO.00,rec_td,0,,,,,
player,201809300chi,tam,HowaO.00,rec_long,0,,,,,
player,201809300chi,tam,HowaO.00,fumbles,0,,,,,
player,201809300chi,tam,HowaO.00,fumbles_lost,0,,,,,
player,201809300chi,chi,TrubMi00,pass_cmp,19,,,,,
player,201809300chi,chi,TrubMi00,pass_att,26,,,,,
player,201809300chi,chi,TrubMi00,pass_yds,354,,,,,
player,201809300chi,chi,TrubMi00,pass_td,6,,,,,
player,201809300chi,chi,TrubMi00,pass_int,0,,,,,
player,201809300chi,chi,TrubMi00,pass_sacked,1,,,,,
player,201809300chi,chi,TrubMi00,pass_sacked_yds,10,,,,,
player,201809300chi,chi,TrubMi00,pass_long,47,,,,,
player,201809300chi,chi,TrubMi00,pass_rating,154.6,,,,,
player,201809300chi,chi,TrubMi00,rush_att,3,,,,,
player,201809300chi,chi,TrubMi00,rush_yds,53,,,,,
player,201809300chi,chi,TrubMi00,rush_td,0,,,,,
player,201809300chi,chi,TrubMi00,rush_long,26,,,,,
player,201809300chi,chi,TrubMi00,targets,0,,,,,
player,201809300chi,chi,TrubMi00,rec,0,,,,,
player,201809300chi,chi,TrubMi00,rec_yds,0,,,,,
player,201809300chi,chi,TrubMi00,rec_td,0,,,,,
player,201809300chi,chi,TrubMi00,rec_long,0,,,,,
player,201809300chi,chi,TrubMi00,fumbles,0,,,,,
player,201809300chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201809300chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201809300chi,chi,CoheTa00,pass_att,0,,,,,
player,201809300chi,chi,CoheTa00,pass_yds,0,,,,,
player,201809300chi,chi,CoheTa00,pass_td,0,,,,,
player,201809300chi,chi,CoheTa00,pass_int,0,,,,,
player,201809300chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201809300chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201809300chi,chi,CoheTa00,pass_long,0,,,,,
player,201809300chi,chi,CoheTa00,pass_rating,,,,,,
player,201809300chi,chi,CoheTa00,rush_att,13,,,,,
player,201809300chi,chi,CoheTa00,rush_yds,53,,,,,
player,201809300chi,chi,CoheTa00,rush_td,0,,,,,
player,201809300chi,chi,CoheTa00,rush_long,19,,,,,
player,201809300chi,chi,CoheTa00,targets,8,,,,,
player,201809300chi,chi,CoheTa00,rec,7,,,,,
player,201809300chi,chi,CoheTa00,rec_yds,121,,,,,
player,201809300chi,chi,CoheTa00,rec_td,1,,,,,
player,201809300chi,chi,CoheTa00,rec_long,35,,,,,
player,201809300chi,chi,CoheTa00,fumbles,0,,,,,
player,201809300chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201809300chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201809300chi,chi,HowaJo00,pass_att,0,,,,,
player,201809300chi,chi,HowaJo00,pass_yds,0,,,,,
player,201809300chi,chi,HowaJo00,pass_td,0,,,,,
player,201809300chi,chi,HowaJo00,pass_int,0,,,,,
player,201809300chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201809300chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201809300chi,chi,HowaJo00,pass_long,0,,,,,
player,201809300chi,chi,HowaJo00,pass_rating,,,,,,
player,201809300chi,chi,HowaJo00,rush_att,11,,,,,
player,201809300chi,chi,HowaJo00,rush_yds,25,,,,,
player,201809300chi,chi,HowaJo00,rush_td,0,,,,,
player,201809300chi,chi,HowaJo00,rush_long,11,,,,,
player,201809300chi,chi,HowaJo00,targets,1,,,,,
player,201809300chi,chi,HowaJo00,rec,0,,,,,
player,201809300chi,chi,HowaJo00,rec_yds,0,,,,,
player,201809300chi,chi,HowaJo00,rec_td,0,,,,,
player,201809300chi,chi,HowaJo00,rec_long,0,,,,,
player,201809300chi,chi,HowaJo00,fumbles,0,,,,,
player,201809300chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201809300chi,chi,GabrTa00,pass_cmp,0,,,,,
player,201809300chi,chi,GabrTa00,pass_att,0,,,,,
player,201809300chi,chi,GabrTa00,pass_yds,0,,,,,
player,201809300chi,chi,GabrTa00,pass_td,0,,,,,
player,201809300chi,chi,GabrTa00,pass_int,0,,,,,
player,201809300chi,chi,GabrTa00,pass_sacked,0,,,,,
player,201809300chi,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201809300chi,chi,GabrTa00,pass_long,0,,,,,
player,201809300chi,chi,GabrTa00,pass_rating,,,,,,
player,201809300chi,chi,GabrTa00,rush_att,1,,,,,
player,201809300chi,chi,GabrTa00,rush_yds,10,,,,,
player,201809300chi,chi,GabrTa00,rush_td,0,,,,,
player,201809300chi,chi,GabrTa00,rush_long,10,,,,,
player,201809300chi,chi,GabrTa00,targets,7,,,,,
player,201809300chi,chi,GabrTa00,rec,7,,,,,
player,201809300chi,chi,GabrTa00,rec_yds,104,,,,,
player,201809300chi,chi,GabrTa00,rec_td,2,,,,,
player,201809300chi,chi,GabrTa00,rec_long,33,,,,,
player,201809300chi,chi,GabrTa00,fumbles,0,,,,,
player,201809300chi,chi,GabrTa00,fumbles_lost,0,,,,,
player,201809300chi,chi,BurtTr01,pass_cmp,0,,,,,
player,201809300chi,chi,BurtTr01,pass_att,0,,,,,
player,201809300chi,chi,BurtTr01,pass_yds,0,,,,,
player,201809300chi,chi,BurtTr01,pass_td,0,,,,,
player,201809300chi,chi,BurtTr01,pass_int,0,,,,,
player,201809300chi,chi,BurtTr01,pass_sacked,0,,,,,
player,201809300chi,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201809300chi,chi,BurtTr01,pass_long,0,,,,,
player,201809300chi,chi,BurtTr01,pass_rating,,,,,,
player,201809300chi,chi,BurtTr01,rush_att,0,,,,,
player,201809300chi,chi,BurtTr01,rush_yds,0,,,,,
player,201809300chi,chi,BurtTr01,rush_td,0,,,,,
player,201809300chi,chi,BurtTr01,rush_long,0,,,,,
player,201809300chi,chi,BurtTr01,targets,4,,,,,
player,201809300chi,chi,BurtTr01,rec,2,,,,,
player,201809300chi,chi,BurtTr01,rec_yds,86,,,,,
player,201809300chi,chi,BurtTr01,rec_td,1,,,,,
player,201809300chi,chi,BurtTr01,rec_long,47,,,,,
player,201809300chi,chi,BurtTr01,fumbles,0,,,,,
player,201809300chi,chi,BurtTr01,fumbles_lost,0,,,,,
player,201809300chi,chi,RobiAl02,pass_cmp,0,,,,,
player,201809300chi,chi,RobiAl02,pass_att,0,,,,,
player,201809300chi,chi,RobiAl02,pass_yds,0,,,,,
player,201809300chi,chi,RobiAl02,pass_td,0,,,,,
player,201809300chi,chi,RobiAl02,pass_int,0,,,,,
player,201809300chi,chi,RobiAl02,pass_sacked,0,,,,,
player,201809300chi,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201809300chi,chi,RobiAl02,pass_long,0,,,,,
player,201809300chi,chi,RobiAl02,pass_rating,,,,,,
player,201809300chi,chi,RobiAl02,rush_att,0,,,,,
player,201809300chi,chi,RobiAl02,rush_yds,0,,,,,
player,201809300chi,chi,RobiAl02,rush_td,0,,,,,
player,201809300chi,chi,RobiAl02,rush_long,0,,,,,
player,201809300chi,chi,RobiAl02,targets,4,,,,,
player,201809300chi,chi,RobiAl02,rec,2,,,,,
player,201809300chi,chi,RobiAl02,rec_yds,23,,,,,
player,201809300chi,chi,RobiAl02,rec_td,1,,,,,
player,201809300chi,chi,RobiAl02,rec_long,14,,,,,
player,201809300chi,chi,RobiAl02,fumbles,0,,,,,
player,201809300chi,chi,RobiAl02,fumbles_lost,0,,,,,
player,201809300chi,chi,BellJo02,pass_cmp,0,,,,,
player,201809300chi,chi,BellJo02,pass_att,0,,,,,
player,201809300chi,chi,BellJo02,pass_yds,0,,,,,
player,201809300chi,chi,BellJo02,pass_td,0,,,,,
player,201809300chi,chi,BellJo02,pass_int,0,,,,,
player,201809300chi,chi,BellJo02,pass_sacked,0,,,,,
player,201809300chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201809300chi,chi,BellJo02,pass_long,0,,,,,
player,201809300chi,chi,BellJo02,pass_rating,,,,,,
player,201809300chi,chi,BellJo02,rush_att,0,,,,,
player,201809300chi,chi,BellJo02,rush_yds,0,,,,,
player,201809300chi,chi,BellJo02,rush_td,0,,,,,
player,201809300chi,chi,BellJo02,rush_long,0,,,,,
player,201809300chi,chi,BellJo02,targets,1,,,,,
player,201809300chi,chi,BellJo02,rec,1,,,,,
player,201809300chi,chi,BellJo02,rec_yds,20,,,,,
player,201809300chi,chi,BellJo02,rec_td,1,,,,,
player,201809300chi,chi,BellJo02,rec_long,20,,,,,
player,201809300chi,chi,BellJo02,fumbles,0,,,,,
player,201809300chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201809300chi,chi,CunnBe01,pass_cmp,0,,,,,
player,201809300chi,chi,CunnBe01,pass_att,0,,,,,
player,201809300chi,chi,CunnBe01,pass_yds,0,,,,,
player,201809300chi,chi,CunnBe01,pass_td,0,,,,,
player,201809300chi,chi,CunnBe01,pass_int,0,,,,,
player,201809300chi,chi,CunnBe01,pass_sacked,0,,,,,
player,201809300chi,chi,CunnBe01,pass_sacked_yds,0,,,,,
player,201809300chi,chi,CunnBe01,pass_long,0,,,,,
player,201809300chi,chi,CunnBe01,pass_rating,,,,,,
player,201809300chi,chi,CunnBe01,rush_att,1,,,,,
player,201809300chi,chi,CunnBe01,rush_yds,0,,,,,
player,201809300chi,chi,CunnBe01,rush_td,0,,,,,
player,201809300chi,chi,CunnBe01,rush_long,0,,,,,
player,201809300chi,chi,CunnBe01,targets,0,,,,,
player,201809300chi,chi,CunnBe01,rec,0,,,,,
player,201809300chi,chi,CunnBe01,rec_yds,0,,,,,
player,201809300chi,chi,CunnBe01,rec_td,0,,,,,
player,201809300chi,chi,CunnBe01,rec_long,0,,,,,
player,201809300chi,chi,CunnBe01,fumbles,0,,,,,
player,201809300chi,chi,CunnBe01,fumbles_lost,0,,,,,
player,201809300chi,chi,WimsJa00,pass_cmp,0,,,,,
player,201809300chi,chi,WimsJa00,pass_att,0,,,,,
player,201809300chi,chi,WimsJa00,pass_yds,0,,,,,
player,201809300chi,chi,WimsJa00,pass_td,0,,,,,
player,201809300chi,chi,WimsJa00,pass_int,0,,,,,
player,201809300chi,chi,WimsJa00,pass_sacked,0,,,,,
player,201809300chi,chi,WimsJa00,pass_sacked_yds,0,,,,,
player,201809300chi,chi,WimsJa00,pass_long,0,,,,,
player,201809300chi,chi,WimsJa00,pass_rating,,,,,,
player,201809300chi,chi,WimsJa00,rush_att,0,,,,,
player,201809300chi,chi,WimsJa00,rush_yds,0,,,,,
player,201809300chi,chi,WimsJa00,rush_td,0,,,,,
player,201809300chi,chi,WimsJa00,rush_long,0,,,,,
player,201809300chi,chi,WimsJa00,targets,1,,,,,
player,201809300chi,chi,WimsJa00,rec,0,,,,,
player,201809300chi,chi,WimsJa00,rec_yds,0,,,,,
player,201809300chi,chi,WimsJa00,rec_td,0,,,,,
player,201809300chi,chi,WimsJa00,rec_long,0,,,,,
player,201809300chi,chi,WimsJa00,fumbles,0,,,,,
player,201809300chi,chi,WimsJa00,fumbles_lost,0,,,,,
player,201809300chi,chi,DaniCh00,pass_cmp,0,,,,,
player,201809300chi,chi,DaniCh00,pass_att,0,,,,,
player,201809300chi,chi,DaniCh00,pass_yds,0,,,,,
player,201809300chi,chi,DaniCh00,pass_td,0,,,,,
player,201809300chi,chi,DaniCh00,pass_int,0,,,,,
player,201809300chi,chi,DaniCh00,pass_sacked,0,,,,,
player,201809300chi,chi,DaniCh00,pass_sacked_yds,0,,,,,
player,201809300chi,chi,DaniCh00,pass_long,0,,,,,
player,201809300chi,chi,DaniCh00,pass_rating,,,,,,
player,201809300chi,chi,DaniCh00,rush_att,2,,,,,
player,201809300chi,chi,DaniCh00,rush_yds,-2,,,,,
player,201809300chi,chi,DaniCh00,rush_td,0,,,,,
player,201809300chi,chi,DaniCh00,rush_long,-1,,,,,
player,201809300chi,chi,DaniCh00,targets,0,,,,,
player,201809300chi,chi,DaniCh00,rec,0,,,,,
player,201809300chi,chi,DaniCh00,rec_yds,0,,,,,
player,201809300chi,chi,DaniCh00,rec_td,0,,,,,
player,201809300chi,chi,DaniCh00,rec_long,0,,,,,
player,201809300chi,chi,DaniCh00,fumbles,0,,,,,
player,201809300chi,chi,DaniCh00,fumbles_lost,0,,,,,
player,201809300chi,tam,PierJa99,def_int,0,,,,,
player,201809300chi,tam,PierJa99,def_int_yds,0,,,,,
player,201809300chi,tam,PierJa99,def_int_td,0,,,,,
player,201809300chi,tam,PierJa99,def_int_long,0,,,,,
player,201809300chi,tam,PierJa99,pass_defended,0,,,,,
player,201809300chi,tam,PierJa99,sacks,1.0,,,,,
player,201809300chi,tam,PierJa99,tackles_combined,7,,,,,
player,201809300chi,tam,PierJa99,tackles_solo,6,,,,,
player,201809300chi,tam,PierJa99,tackles_assists,1,,,,,
player,201809300chi,tam,PierJa99,tackles_loss,2,,,,,
player,201809300chi,tam,PierJa99,qb_hits,1,,,,,
player,201809300chi,tam,PierJa99,fumbles_rec,0,,,,,
