game,2018,14,20181209,201812090mia,nwe,"New England Patriots",33,mia,"Miami Dolphins",34
player,201812090mia,nwe,MichSo00,rush_att,20,,,,,
player,201812090mia,nwe,MichSo00,rush_yds,57,,,,,
player,201812090mia,nwe,MichSo00,rush_td,0,,,,,
player,201812090mia,nwe,MichSo00,rush_long,9,,,,,
player,201812090mia,nwe,MichSo00,targets,0,,,,,
player,201812090mia,nwe,MichSo00,rec,0,,,,,
player,201812090mia,nwe,MichSo00,rec_yds,0,,,,,
player,201812090mia,nwe,MichSo00,rec_td,0,,,,,
player,201812090mia,nwe,MichSo00,rec_long,0,,,,,
player,201812090mia,nwe,MichSo00,fumbles,0,,,,,
player,201812090mia,nwe,MichSo00,fumbles_lost,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_cmp,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_att,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_yds,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_td,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_int,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_sacked,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_long,0,,,,,
player,201812090mia,nwe,WhitJa02,pass_rating,,,,,,
player,201812090mia,nwe,WhitJa02,rush_att,4,,,,,
player,201812090mia,nwe,WhitJa02,rush_yds,13,,,,,
player,201812090mia,nwe,WhitJa02,rush_td,0,,,,,
player,201812090mia,nwe,WhitJa02,rush_long,11,,,,,
player,201812090mia,nwe,WhitJa02,targets,4,,,,,
player,201812090mia,nwe,WhitJa02,rec,2,,,,,
player,201812090mia,nwe,WhitJa02,rec_yds,15,,,,,
player,201812090mia,nwe,WhitJa02,rec_td,0,,,,,
player,201812090mia,nwe,WhitJa02,rec_long,9,,,,,
player,201812090mia,nwe,WhitJa02,fumbles,0,,,,,
player,201812090mia,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_cmp,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_att,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_yds,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_td,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_int,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_sacked,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_long,0,,,,,
player,201812090mia,nwe,BurkRe00,pass_rating,,,,,,
player,201812090mia,nwe,BurkRe00,rush_att,4,,,,,
player,201812090mia,nwe,BurkRe00,rush_yds,2,,,,,
player,201812090mia,nwe,BurkRe00,rush_td,0,,,,,
player,201812090mia,nwe,BurkRe00,rush_long,3,,,,,
player,201812090mia,nwe,BurkRe00,targets,2,,,,,
player,201812090mia,nwe,BurkRe00,rec,1,,,,,
player,201812090mia,nwe,BurkRe00,rec_yds,3,,,,,
player,201812090mia,nwe,BurkRe00,rec_td,0,,,,,
player,201812090mia,nwe,BurkRe00,rec_long,3,,,,,
player,201812090mia,nwe,BurkRe00,fumbles,0,,,,,
player,201812090mia,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_cmp,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_att,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_yds,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_td,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_int,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_sacked,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_long,0,,,,,
player,201812090mia,nwe,DeveJa00,pass_rating,,,,,,
player,201812090mia,nwe,DeveJa00,rush_att,1,,,,,
player,201812090mia,nwe,DeveJa00,rush_yds,2,,,,,
player,201812090mia,nwe,DeveJa00,rush_td,1,,,,,
player,201812090mia,nwe,DeveJa00,rush_long,2,,,,,
player,201812090mia,nwe,DeveJa00,targets,0,,,,,
player,201812090mia,nwe,DeveJa00,rec,0,,,,,
player,201812090mia,nwe,DeveJa00,rec_yds,0,,,,,
player,201812090mia,nwe,DeveJa00,rec_td,0,,,,,
player,201812090mia,nwe,DeveJa00,rec_long,0,,,,,
player,201812090mia,nwe,DeveJa00,fumbles,0,,,,,
player,201812090mia,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201812090mia,nwe,GronRo00,pass_cmp,0,,,,,
player,201812090mia,nwe,GronRo00,pass_att,0,,,,,
player,201812090mia,nwe,GronRo00,pass_yds,0,,,,,
player,201812090mia,nwe,GronRo00,pass_td,0,,,,,
player,201812090mia,nwe,GronRo00,pass_int,0,,,,,
player,201812090mia,nwe,GronRo00,pass_sacked,0,,,,,
player,201812090mia,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,GronRo00,pass_long,0,,,,,
player,201812090mia,nwe,GronRo00,pass_rating,,,,,,
player,201812090mia,nwe,GronRo00,rush_att,0,,,,,
player,201812090mia,nwe,GronRo00,rush_yds,0,,,,,
player,201812090mia,nwe,GronRo00,rush_td,0,,,,,
player,201812090mia,nwe,GronRo00,rush_long,0,,,,,
player,201812090mia,nwe,GronRo00,targets,8,,,,,
player,201812090mia,nwe,GronRo00,rec,8,,,,,
player,201812090mia,nwe,GronRo00,rec_yds,107,,,,,
player,201812090mia,nwe,GronRo00,rec_td,1,,,,,
player,201812090mia,nwe,GronRo00,rec_long,17,,,,,
player,201812090mia,nwe,GronRo00,fumbles,0,,,,,
player,201812090mia,nwe,GronRo00,fumbles_lost,0,,,,,
player,201812090mia,nwe,GordJo02,pass_cmp,0,,,,,
player,201812090mia,nwe,GordJo02,pass_att,0,,,,,
player,201812090mia,nwe,GordJo02,pass_yds,0,,,,,
player,201812090mia,nwe,GordJo02,pass_td,0,,,,,
player,201812090mia,nwe,GordJo02,pass_int,0,,,,,
player,201812090mia,nwe,GordJo02,pass_sacked,0,,,,,
player,201812090mia,nwe,GordJo02,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,GordJo02,pass_long,0,,,,,
player,201812090mia,nwe,GordJo02,pass_rating,,,,,,
player,201812090mia,nwe,GordJo02,rush_att,0,,,,,
player,201812090mia,nwe,GordJo02,rush_yds,0,,,,,
player,201812090mia,nwe,GordJo02,rush_td,0,,,,,
player,201812090mia,nwe,GordJo02,rush_long,0,,,,,
player,201812090mia,nwe,GordJo02,targets,9,,,,,
player,201812090mia,nwe,GordJo02,rec,5,,,,,
player,201812090mia,nwe,GordJo02,rec_yds,96,,,,,
player,201812090mia,nwe,GordJo02,rec_td,0,,,,,
player,201812090mia,nwe,GordJo02,rec_long,29,,,,,
player,201812090mia,nwe,GordJo02,fumbles,0,,,,,
player,201812090mia,nwe,GordJo02,fumbles_lost,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_cmp,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_att,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_yds,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_td,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_int,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_sacked,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_long,0,,,,,
player,201812090mia,nwe,EdelJu00,pass_rating,,,,,,
player,201812090mia,nwe,EdelJu00,rush_att,0,,,,,
player,201812090mia,nwe,EdelJu00,rush_yds,0,,,,,
player,201812090mia,nwe,EdelJu00,rush_td,0,,,,,
player,201812090mia,nwe,EdelJu00,rush_long,0,,,,,
player,201812090mia,nwe,EdelJu00,targets,12,,,,,
player,201812090mia,nwe,EdelJu00,rec,9,,,,,
player,201812090mia,nwe,EdelJu00,rec_yds,86,,,,,
player,201812090mia,nwe,EdelJu00,rec_td,1,,,,,
player,201812090mia,nwe,EdelJu00,rec_long,20,,,,,
player,201812090mia,nwe,EdelJu00,fumbles,0,,,,,
player,201812090mia,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201812090mia,nwe,PattCo00,pass_cmp,0,,,,,
player,201812090mia,nwe,PattCo00,pass_att,0,,,,,
player,201812090mia,nwe,PattCo00,pass_yds,0,,,,,
player,201812090mia,nwe,PattCo00,pass_td,0,,,,,
player,201812090mia,nwe,PattCo00,pass_int,0,,,,,
player,201812090mia,nwe,PattCo00,pass_sacked,0,,,,,
player,201812090mia,nwe,PattCo00,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,PattCo00,pass_long,0,,,,,
player,201812090mia,nwe,PattCo00,pass_rating,,,,,,
player,201812090mia,nwe,PattCo00,rush_att,0,,,,,
player,201812090mia,nwe,PattCo00,rush_yds,0,,,,,
player,201812090mia,nwe,PattCo00,rush_td,0,,,,,
player,201812090mia,nwe,PattCo00,rush_long,0,,,,,
player,201812090mia,nwe,PattCo00,targets,3,,,,,
player,201812090mia,nwe,PattCo00,rec,2,,,,,
player,201812090mia,nwe,PattCo00,rec_yds,51,,,,,
player,201812090mia,nwe,PattCo00,rec_td,1,,,,,
player,201812090mia,nwe,PattCo00,rec_long,37,,,,,
player,201812090mia,nwe,PattCo00,fumbles,0,,,,,
player,201812090mia,nwe,PattCo00,fumbles_lost,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_cmp,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_att,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_yds,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_td,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_int,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_sacked,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_long,0,,,,,
player,201812090mia,nwe,HogaCh00,pass_rating,,,,,,
player,201812090mia,nwe,HogaCh00,rush_att,0,,,,,
player,201812090mia,nwe,HogaCh00,rush_yds,0,,,,,
player,201812090mia,nwe,HogaCh00,rush_td,0,,,,,
player,201812090mia,nwe,HogaCh00,rush_long,0,,,,,
player,201812090mia,nwe,HogaCh00,targets,1,,,,,
player,201812090mia,nwe,HogaCh00,rec,0,,,,,
player,201812090mia,nwe,HogaCh00,rec_yds,0,,,,,
player,201812090mia,nwe,HogaCh00,rec_td,0,,,,,
player,201812090mia,nwe,HogaCh00,rec_long,0,,,,,
player,201812090mia,nwe,HogaCh00,fumbles,0,,,,,
player,201812090mia,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201812090mia,mia,TannRy00,pass_cmp,14,,,,,
player,201812090mia,mia,TannRy00,pass_att,19,,,,,
player,201812090mia,mia,TannRy00,pass_yds,265,,,,,
player,201812090mia,mia,TannRy00,pass_td,3,,,,,
player,201812090mia,mia,TannRy00,pass_int,0,,,,,
player,201812090mia,mia,TannRy00,pass_sacked,4,,,,,
player,201812090mia,mia,TannRy00,pass_sacked_yds,36,,,,,
player,201812090mia,mia,TannRy00,pass_long,69,,,,,
player,201812090mia,mia,TannRy00,pass_rating,155.2,,,,,
player,201812090mia,mia,TannRy00,rush_att,1,,,,,
player,201812090mia,mia,TannRy00,rush_yds,13,,,,,
player,201812090mia,mia,TannRy00,rush_td,0,,,,,
player,201812090mia,mia,TannRy00,rush_long,13,,,,,
player,201812090mia,mia,TannRy00,targets,0,,,,,
player,201812090mia,mia,TannRy00,rec,0,,,,,
player,201812090mia,mia,TannRy00,rec_yds,0,,,,,
player,201812090mia,mia,TannRy00,rec_td,0,,,,,
player,201812090mia,mia,TannRy00,rec_long,0,,,,,
player,201812090mia,mia,TannRy00,fumbles,0,,,,,
player,201812090mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201812090mia,mia,GoreFr00,pass_cmp,0,,,,,
player,201812090mia,mia,GoreFr00,pass_att,0,,,,,
player,201812090mia,mia,GoreFr00,pass_yds,0,,,,,
player,201812090mia,mia,GoreFr00,pass_td,0,,,,,
player,201812090mia,mia,GoreFr00,pass_int,0,,,,,
player,201812090mia,mia,GoreFr00,pass_sacked,0,,,,,
player,201812090mia,mia,GoreFr00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,GoreFr00,pass_long,0,,,,,
player,201812090mia,mia,GoreFr00,pass_rating,,,,,,
player,201812090mia,mia,GoreFr00,rush_att,12,,,,,
player,201812090mia,mia,GoreFr00,rush_yds,92,,,,,
player,201812090mia,mia,GoreFr00,rush_td,0,,,,,
player,201812090mia,mia,GoreFr00,rush_long,36,,,,,
player,201812090mia,mia,GoreFr00,targets,1,,,,,
player,201812090mia,mia,GoreFr00,rec,1,,,,,
player,201812090mia,mia,GoreFr00,rec_yds,24,,,,,
player,201812090mia,mia,GoreFr00,rec_td,0,,,,,
player,201812090mia,mia,GoreFr00,rec_long,24,,,,,
player,201812090mia,mia,GoreFr00,fumbles,1,,,,,
player,201812090mia,mia,GoreFr00,fumbles_lost,0,,,,,
player,201812090mia,mia,BoldBr00,pass_cmp,0,,,,,
player,201812090mia,mia,BoldBr00,pass_att,0,,,,,
player,201812090mia,mia,BoldBr00,pass_yds,0,,,,,
player,201812090mia,mia,BoldBr00,pass_td,0,,,,,
player,201812090mia,mia,BoldBr00,pass_int,0,,,,,
player,201812090mia,mia,BoldBr00,pass_sacked,0,,,,,
player,201812090mia,mia,BoldBr00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,BoldBr00,pass_long,0,,,,,
player,201812090mia,mia,BoldBr00,pass_rating,,,,,,
player,201812090mia,mia,BoldBr00,rush_att,2,,,,,
player,201812090mia,mia,BoldBr00,rush_yds,60,,,,,
player,201812090mia,mia,BoldBr00,rush_td,2,,,,,
player,201812090mia,mia,BoldBr00,rush_long,54,,,,,
player,201812090mia,mia,BoldBr00,targets,1,,,,,
player,201812090mia,mia,BoldBr00,rec,1,,,,,
player,201812090mia,mia,BoldBr00,rec_yds,0,,,,,
player,201812090mia,mia,BoldBr00,rec_td,0,,,,,
player,201812090mia,mia,BoldBr00,rec_long,0,,,,,
player,201812090mia,mia,BoldBr00,fumbles,0,,,,,
player,201812090mia,mia,BoldBr00,fumbles_lost,0,,,,,
player,201812090mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201812090mia,mia,DrakKe00,pass_att,0,,,,,
player,201812090mia,mia,DrakKe00,pass_yds,0,,,,,
player,201812090mia,mia,DrakKe00,pass_td,0,,,,,
player,201812090mia,mia,DrakKe00,pass_int,0,,,,,
player,201812090mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201812090mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,DrakKe00,pass_long,0,,,,,
player,201812090mia,mia,DrakKe00,pass_rating,,,,,,
player,201812090mia,mia,DrakKe00,rush_att,6,,,,,
player,201812090mia,mia,DrakKe00,rush_yds,24,,,,,
player,201812090mia,mia,DrakKe00,rush_td,0,,,,,
player,201812090mia,mia,DrakKe00,rush_long,11,,,,,
player,201812090mia,mia,DrakKe00,targets,1,,,,,
player,201812090mia,mia,DrakKe00,rec,1,,,,,
player,201812090mia,mia,DrakKe00,rec_yds,55,,,,,
player,201812090mia,mia,DrakKe00,rec_td,1,,,,,
player,201812090mia,mia,DrakKe00,rec_long,52,,,,,
player,201812090mia,mia,DrakKe00,fumbles,0,,,,,
player,201812090mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201812090mia,mia,StilKe00,pass_cmp,0,,,,,
player,201812090mia,mia,StilKe00,pass_att,0,,,,,
player,201812090mia,mia,StilKe00,pass_yds,0,,,,,
player,201812090mia,mia,StilKe00,pass_td,0,,,,,
player,201812090mia,mia,StilKe00,pass_int,0,,,,,
player,201812090mia,mia,StilKe00,pass_sacked,0,,,,,
player,201812090mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,StilKe00,pass_long,0,,,,,
player,201812090mia,mia,StilKe00,pass_rating,,,,,,
player,201812090mia,mia,StilKe00,rush_att,0,,,,,
player,201812090mia,mia,StilKe00,rush_yds,0,,,,,
player,201812090mia,mia,StilKe00,rush_td,0,,,,,
player,201812090mia,mia,StilKe00,rush_long,0,,,,,
player,201812090mia,mia,StilKe00,targets,9,,,,,
player,201812090mia,mia,StilKe00,rec,8,,,,,
player,201812090mia,mia,StilKe00,rec_yds,135,,,,,
player,201812090mia,mia,StilKe00,rec_td,1,,,,,
player,201812090mia,mia,StilKe00,rec_long,43,,,,,
player,201812090mia,mia,StilKe00,fumbles,0,,,,,
player,201812090mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201812090mia,mia,ButlBr00,pass_cmp,0,,,,,
player,201812090mia,mia,ButlBr00,pass_att,0,,,,,
player,201812090mia,mia,ButlBr00,pass_yds,0,,,,,
player,201812090mia,mia,ButlBr00,pass_td,0,,,,,
player,201812090mia,mia,ButlBr00,pass_int,0,,,,,
player,201812090mia,mia,ButlBr00,pass_sacked,0,,,,,
player,201812090mia,mia,ButlBr00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,ButlBr00,pass_long,0,,,,,
player,201812090mia,mia,ButlBr00,pass_rating,,,,,,
player,201812090mia,mia,ButlBr00,rush_att,0,,,,,
player,201812090mia,mia,ButlBr00,rush_yds,0,,,,,
player,201812090mia,mia,ButlBr00,rush_td,0,,,,,
player,201812090mia,mia,ButlBr00,rush_long,0,,,,,
player,201812090mia,mia,ButlBr00,targets,1,,,,,
player,201812090mia,mia,ButlBr00,rec,1,,,,,
player,201812090mia,mia,ButlBr00,rec_yds,23,,,,,
player,201812090mia,mia,ButlBr00,rec_td,1,,,,,
player,201812090mia,mia,ButlBr00,rec_long,23,,,,,
player,201812090mia,mia,ButlBr00,fumbles,0,,,,,
player,201812090mia,mia,ButlBr00,fumbles_lost,0,,,,,
player,201812090mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201812090mia,mia,ParkDe01,pass_att,0,,,,,
player,201812090mia,mia,ParkDe01,pass_yds,0,,,,,
player,201812090mia,mia,ParkDe01,pass_td,0,,,,,
player,201812090mia,mia,ParkDe01,pass_int,0,,,,,
player,201812090mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201812090mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201812090mia,mia,ParkDe01,pass_long,0,,,,,
player,201812090mia,mia,ParkDe01,pass_rating,,,,,,
player,201812090mia,mia,ParkDe01,rush_att,0,,,,,
player,201812090mia,mia,ParkDe01,rush_yds,0,,,,,
player,201812090mia,mia,ParkDe01,rush_td,0,,,,,
player,201812090mia,mia,ParkDe01,rush_long,0,,,,,
player,201812090mia,mia,ParkDe01,targets,4,,,,,
player,201812090mia,mia,ParkDe01,rec,1,,,,,
player,201812090mia,mia,ParkDe01,rec_yds,18,,,,,
player,201812090mia,mia,ParkDe01,rec_td,0,,,,,
player,201812090mia,mia,ParkDe01,rec_long,15,,,,,
player,201812090mia,mia,ParkDe01,fumbles,0,,,,,
player,201812090mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201812090mia,mia,AmenDa00,pass_cmp,0,,,,,
player,201812090mia,mia,AmenDa00,pass_att,0,,,,,
player,201812090mia,mia,AmenDa00,pass_yds,0,,,,,
player,201812090mia,mia,AmenDa00,pass_td,0,,,,,
player,201812090mia,mia,AmenDa00,pass_int,0,,,,,
player,201812090mia,mia,AmenDa00,pass_sacked,0,,,,,
player,201812090mia,mia,AmenDa00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,AmenDa00,pass_long,0,,,,,
player,201812090mia,mia,AmenDa00,pass_rating,,,,,,
player,201812090mia,mia,AmenDa00,rush_att,0,,,,,
player,201812090mia,mia,AmenDa00,rush_yds,0,,,,,
player,201812090mia,mia,AmenDa00,rush_td,0,,,,,
player,201812090mia,mia,AmenDa00,rush_long,0,,,,,
player,201812090mia,mia,AmenDa00,targets,1,,,,,
player,201812090mia,mia,AmenDa00,rec,1,,,,,
player,201812090mia,mia,AmenDa00,rec_yds,10,,,,,
player,201812090mia,mia,AmenDa00,rec_td,0,,,,,
player,201812090mia,mia,AmenDa00,rec_long,10,,,,,
player,201812090mia,mia,AmenDa00,fumbles,1,,,,,
player,201812090mia,mia,AmenDa00,fumbles_lost,0,,,,,
player,201812090mia,mia,GesiMi00,pass_cmp,0,,,,,
player,201812090mia,mia,GesiMi00,pass_att,0,,,,,
player,201812090mia,mia,GesiMi00,pass_yds,0,,,,,
player,201812090mia,mia,GesiMi00,pass_td,0,,,,,
player,201812090mia,mia,GesiMi00,pass_int,0,,,,,
player,201812090mia,mia,GesiMi00,pass_sacked,0,,,,,
player,201812090mia,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201812090mia,mia,GesiMi00,pass_long,0,,,,,
player,201812090mia,mia,GesiMi00,pass_rating,,,,,,
player,201812090mia,mia,GesiMi00,rush_att,0,,,,,
player,201812090mia,mia,GesiMi00,rush_yds,0,,,,,
player,201812090mia,mia,GesiMi00,rush_td,0,,,,,
player,201812090mia,mia,GesiMi00,rush_long,0,,,,,
player,201812090mia,mia,GesiMi00,targets,1,,,,,
player,201812090mia,mia,GesiMi00,rec,0,,,,,
player,201812090mia,mia,GesiMi00,rec_yds,0,,,,,
player,201812090mia,mia,GesiMi00,rec_td,0,,,,,
player,201812090mia,mia,GesiMi00,rec_long,0,,,,,
player,201812090mia,mia,GesiMi00,fumbles,0,,,,,
player,201812090mia,mia,GesiMi00,fumbles_lost,0,,,,,
player,201812090mia,nwe,FlowTr00,def_int,0,,,,,
player,201812090mia,nwe,FlowTr00,def_int_yds,0,,,,,
player,201812090mia,nwe,FlowTr00,def_int_td,0,,,,,
player,201812090mia,nwe,FlowTr00,def_int_long,0,,,,,
player,201812090mia,nwe,FlowTr00,pass_defended,0,,,,,
player,201812090mia,nwe,FlowTr00,sacks,2.0,,,,,
player,201812090mia,nwe,FlowTr00,tackles_combined,4,,,,,
player,201812090mia,nwe,FlowTr00,tackles_solo,4,,,,,
player,201812090mia,nwe,FlowTr00,tackles_assists,0,,,,,
player,201812090mia,nwe,FlowTr00,tackles_loss,2,,,,,
player,201812090mia,nwe,FlowTr00,qb_hits,4,,,,,
player,201812090mia,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201812090mia,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201812090mia,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201812090mia,nwe,FlowTr00,fumbles_forced,1,,,,,
player,201812090mia,nwe,HighDo01,def_int,0,,,,,
player,201812090mia,nwe,HighDo01,def_int_yds,0,,,,,
player,201812090mia,nwe,HighDo01,def_int_td,0,,,,,
player,201812090mia,nwe,HighDo01,def_int_long,0,,,,,
player,201812090mia,nwe,HighDo01,pass_defended,0,,,,,
player,201812090mia,nwe,HighDo01,sacks,1.0,,,,,
player,201812090mia,nwe,HighDo01,tackles_combined,2,,,,,
player,201812090mia,nwe,HighDo01,tackles_solo,2,,,,,
player,201812090mia,nwe,HighDo01,tackles_assists,0,,,,,
player,201812090mia,nwe,HighDo01,tackles_loss,1,,,,,
player,201812090mia,nwe,HighDo01,qb_hits,1,,,,,
player,201812090mia,nwe,HighDo01,fumbles_rec,0,,,,,
player,201812090mia,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201812090mia,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201812090mia,nwe,HighDo01,fumbles_forced,0,,,,,
player,201812090mia,nwe,SimoJo01,def_int,0,,,,,
player,201812090mia,nwe,SimoJo01,def_int_yds,0,,,,,
player,201812090mia,nwe,SimoJo01,def_int_td,0,,,,,
player,201812090mia,nwe,SimoJo01,def_int_long,0,,,,,
player,201812090mia,nwe,SimoJo01,pass_defended,0,,,,,
player,201812090mia,nwe,SimoJo01,sacks,1.0,,,,,
player,201812090mia,nwe,SimoJo01,tackles_combined,1,,,,,
player,201812090mia,nwe,SimoJo01,tackles_solo,1,,,,,
player,201812090mia,nwe,SimoJo01,tackles_assists,0,,,,,
player,201812090mia,nwe,SimoJo01,tackles_loss,1,,,,,
player,201812090mia,nwe,SimoJo01,qb_hits,1,,,,,
player,201812090mia,nwe,SimoJo01,fumbles_rec,0,,,,,
player,201812090mia,nwe,SimoJo01,fumbles_rec_yds,0,,,,,
player,201812090mia,nwe,SimoJo01,fumbles_rec_td,0,,,,,
player,201812090mia,nwe,SimoJo01,fumbles_forced,0,,,,,
