game,2018,9,20181104,201811040was,atl,"Atlanta Falcons",38,was,"Washington Redskins",14
player,201811040was,atl,CampDe00,def_int_yds,0,,,,,
player,201811040was,atl,CampDe00,def_int_td,0,,,,,
player,201811040was,atl,CampDe00,def_int_long,0,,,,,
player,201811040was,atl,CampDe00,pass_defended,0,,,,,
player,201811040was,atl,CampDe00,sacks,0.0,,,,,
player,201811040was,atl,CampDe00,tackles_combined,4,,,,,
player,201811040was,atl,CampDe00,tackles_solo,3,,,,,
player,201811040was,atl,CampDe00,tackles_assists,1,,,,,
player,201811040was,atl,CampDe00,tackles_loss,0,,,,,
player,201811040was,atl,CampDe00,qb_hits,0,,,,,
player,201811040was,atl,CampDe00,fumbles_rec,0,,,,,
player,201811040was,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201811040was,atl,CampDe00,fumbles_forced,0,,,,,
player,201811040was,atl,NeasSh00,def_int,0,,,,,
player,201811040was,atl,NeasSh00,def_int_yds,0,,,,,
player,201811040was,atl,NeasSh00,def_int_td,0,,,,,
player,201811040was,atl,NeasSh00,def_int_long,0,,,,,
player,201811040was,atl,NeasSh00,pass_defended,2,,,,,
player,201811040was,atl,NeasSh00,sacks,0.0,,,,,
player,201811040was,atl,NeasSh00,tackles_combined,4,,,,,
player,201811040was,atl,NeasSh00,tackles_solo,3,,,,,
player,201811040was,atl,NeasSh00,tackles_assists,1,,,,,
player,201811040was,atl,NeasSh00,tackles_loss,0,,,,,
player,201811040was,atl,NeasSh00,qb_hits,0,,,,,
player,201811040was,atl,NeasSh00,fumbles_rec,0,,,,,
player,201811040was,atl,NeasSh00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,NeasSh00,fumbles_rec_td,0,,,,,
player,201811040was,atl,NeasSh00,fumbles_forced,0,,,,,
player,201811040was,atl,OlivIs00,def_int,0,,,,,
player,201811040was,atl,OlivIs00,def_int_yds,0,,,,,
player,201811040was,atl,OlivIs00,def_int_td,0,,,,,
player,201811040was,atl,OlivIs00,def_int_long,0,,,,,
player,201811040was,atl,OlivIs00,pass_defended,2,,,,,
player,201811040was,atl,OlivIs00,sacks,0.0,,,,,
player,201811040was,atl,OlivIs00,tackles_combined,4,,,,,
player,201811040was,atl,OlivIs00,tackles_solo,3,,,,,
player,201811040was,atl,OlivIs00,tackles_assists,1,,,,,
player,201811040was,atl,OlivIs00,tackles_loss,0,,,,,
player,201811040was,atl,OlivIs00,qb_hits,0,,,,,
player,201811040was,atl,OlivIs00,fumbles_rec,0,,,,,
player,201811040was,atl,OlivIs00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,OlivIs00,fumbles_rec_td,0,,,,,
player,201811040was,atl,OlivIs00,fumbles_forced,0,,,,,
player,201811040was,atl,RileDu00,def_int,0,,,,,
player,201811040was,atl,RileDu00,def_int_yds,0,,,,,
player,201811040was,atl,RileDu00,def_int_td,0,,,,,
player,201811040was,atl,RileDu00,def_int_long,0,,,,,
player,201811040was,atl,RileDu00,pass_defended,0,,,,,
player,201811040was,atl,RileDu00,sacks,0.0,,,,,
player,201811040was,atl,RileDu00,tackles_combined,4,,,,,
player,201811040was,atl,RileDu00,tackles_solo,2,,,,,
player,201811040was,atl,RileDu00,tackles_assists,2,,,,,
player,201811040was,atl,RileDu00,tackles_loss,0,,,,,
player,201811040was,atl,RileDu00,qb_hits,0,,,,,
player,201811040was,atl,RileDu00,fumbles_rec,0,,,,,
player,201811040was,atl,RileDu00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,RileDu00,fumbles_rec_td,0,,,,,
player,201811040was,atl,RileDu00,fumbles_forced,0,,,,,
player,201811040was,atl,BethJu00,def_int,0,,,,,
player,201811040was,atl,BethJu00,def_int_yds,0,,,,,
player,201811040was,atl,BethJu00,def_int_td,0,,,,,
player,201811040was,atl,BethJu00,def_int_long,0,,,,,
player,201811040was,atl,BethJu00,pass_defended,0,,,,,
player,201811040was,atl,BethJu00,sacks,0.0,,,,,
player,201811040was,atl,BethJu00,tackles_combined,3,,,,,
player,201811040was,atl,BethJu00,tackles_solo,2,,,,,
player,201811040was,atl,BethJu00,tackles_assists,1,,,,,
player,201811040was,atl,BethJu00,tackles_loss,0,,,,,
player,201811040was,atl,BethJu00,qb_hits,0,,,,,
player,201811040was,atl,BethJu00,fumbles_rec,0,,,,,
player,201811040was,atl,BethJu00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,BethJu00,fumbles_rec_td,0,,,,,
player,201811040was,atl,BethJu00,fumbles_forced,0,,,,,
player,201811040was,atl,RichJo00,def_int,0,,,,,
player,201811040was,atl,RichJo00,def_int_yds,0,,,,,
player,201811040was,atl,RichJo00,def_int_td,0,,,,,
player,201811040was,atl,RichJo00,def_int_long,0,,,,,
player,201811040was,atl,RichJo00,pass_defended,0,,,,,
player,201811040was,atl,RichJo00,sacks,0.0,,,,,
player,201811040was,atl,RichJo00,tackles_combined,2,,,,,
player,201811040was,atl,RichJo00,tackles_solo,2,,,,,
player,201811040was,atl,RichJo00,tackles_assists,0,,,,,
player,201811040was,atl,RichJo00,tackles_loss,0,,,,,
player,201811040was,atl,RichJo00,qb_hits,0,,,,,
player,201811040was,atl,RichJo00,fumbles_rec,0,,,,,
player,201811040was,atl,RichJo00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,RichJo00,fumbles_rec_td,0,,,,,
player,201811040was,atl,RichJo00,fumbles_forced,0,,,,,
player,201811040was,atl,TandKe00,def_int,0,,,,,
player,201811040was,atl,TandKe00,def_int_yds,0,,,,,
player,201811040was,atl,TandKe00,def_int_td,0,,,,,
player,201811040was,atl,TandKe00,def_int_long,0,,,,,
player,201811040was,atl,TandKe00,pass_defended,0,,,,,
player,201811040was,atl,TandKe00,sacks,0.0,,,,,
player,201811040was,atl,TandKe00,tackles_combined,2,,,,,
player,201811040was,atl,TandKe00,tackles_solo,0,,,,,
player,201811040was,atl,TandKe00,tackles_assists,2,,,,,
player,201811040was,atl,TandKe00,tackles_loss,0,,,,,
player,201811040was,atl,TandKe00,qb_hits,0,,,,,
player,201811040was,atl,TandKe00,fumbles_rec,0,,,,,
player,201811040was,atl,TandKe00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,TandKe00,fumbles_rec_td,0,,,,,
player,201811040was,atl,TandKe00,fumbles_forced,0,,,,,
player,201811040was,atl,TrufDe00,def_int,0,,,,,
player,201811040was,atl,TrufDe00,def_int_yds,0,,,,,
player,201811040was,atl,TrufDe00,def_int_td,0,,,,,
player,201811040was,atl,TrufDe00,def_int_long,0,,,,,
player,201811040was,atl,TrufDe00,pass_defended,1,,,,,
player,201811040was,atl,TrufDe00,sacks,0.0,,,,,
player,201811040was,atl,TrufDe00,tackles_combined,2,,,,,
player,201811040was,atl,TrufDe00,tackles_solo,2,,,,,
player,201811040was,atl,TrufDe00,tackles_assists,0,,,,,
player,201811040was,atl,TrufDe00,tackles_loss,0,,,,,
player,201811040was,atl,TrufDe00,qb_hits,0,,,,,
player,201811040was,atl,TrufDe00,fumbles_rec,0,,,,,
player,201811040was,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201811040was,atl,TrufDe00,fumbles_forced,0,,,,,
player,201811040was,atl,GageRu00,def_int,0,,,,,
player,201811040was,atl,GageRu00,def_int_yds,0,,,,,
player,201811040was,atl,GageRu00,def_int_td,0,,,,,
player,201811040was,atl,GageRu00,def_int_long,0,,,,,
player,201811040was,atl,GageRu00,pass_defended,0,,,,,
player,201811040was,atl,GageRu00,sacks,0.0,,,,,
player,201811040was,atl,GageRu00,tackles_combined,1,,,,,
player,201811040was,atl,GageRu00,tackles_solo,1,,,,,
player,201811040was,atl,GageRu00,tackles_assists,0,,,,,
player,201811040was,atl,GageRu00,tackles_loss,0,,,,,
player,201811040was,atl,GageRu00,qb_hits,0,,,,,
player,201811040was,atl,GageRu00,fumbles_rec,0,,,,,
player,201811040was,atl,GageRu00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,GageRu00,fumbles_rec_td,0,,,,,
player,201811040was,atl,GageRu00,fumbles_forced,0,,,,,
player,201811040was,atl,IshmKe00,def_int,0,,,,,
player,201811040was,atl,IshmKe00,def_int_yds,0,,,,,
player,201811040was,atl,IshmKe00,def_int_td,0,,,,,
player,201811040was,atl,IshmKe00,def_int_long,0,,,,,
player,201811040was,atl,IshmKe00,pass_defended,1,,,,,
player,201811040was,atl,IshmKe00,sacks,0.0,,,,,
player,201811040was,atl,IshmKe00,tackles_combined,1,,,,,
player,201811040was,atl,IshmKe00,tackles_solo,1,,,,,
player,201811040was,atl,IshmKe00,tackles_assists,0,,,,,
player,201811040was,atl,IshmKe00,tackles_loss,0,,,,,
player,201811040was,atl,IshmKe00,qb_hits,0,,,,,
player,201811040was,atl,IshmKe00,fumbles_rec,0,,,,,
player,201811040was,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201811040was,atl,IshmKe00,fumbles_forced,0,,,,,
player,201811040was,atl,McKiTa00,def_int,0,,,,,
player,201811040was,atl,McKiTa00,def_int_yds,0,,,,,
player,201811040was,atl,McKiTa00,def_int_td,0,,,,,
player,201811040was,atl,McKiTa00,def_int_long,0,,,,,
player,201811040was,atl,McKiTa00,pass_defended,0,,,,,
player,201811040was,atl,McKiTa00,sacks,0.0,,,,,
player,201811040was,atl,McKiTa00,tackles_combined,1,,,,,
player,201811040was,atl,McKiTa00,tackles_solo,1,,,,,
player,201811040was,atl,McKiTa00,tackles_assists,0,,,,,
player,201811040was,atl,McKiTa00,tackles_loss,0,,,,,
player,201811040was,atl,McKiTa00,qb_hits,0,,,,,
player,201811040was,atl,McKiTa00,fumbles_rec,0,,,,,
player,201811040was,atl,McKiTa00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,McKiTa00,fumbles_rec_td,0,,,,,
player,201811040was,atl,McKiTa00,fumbles_forced,0,,,,,
player,201811040was,atl,SaubEr00,def_int,0,,,,,
player,201811040was,atl,SaubEr00,def_int_yds,0,,,,,
player,201811040was,atl,SaubEr00,def_int_td,0,,,,,
player,201811040was,atl,SaubEr00,def_int_long,0,,,,,
player,201811040was,atl,SaubEr00,pass_defended,0,,,,,
player,201811040was,atl,SaubEr00,sacks,0.0,,,,,
player,201811040was,atl,SaubEr00,tackles_combined,1,,,,,
player,201811040was,atl,SaubEr00,tackles_solo,0,,,,,
player,201811040was,atl,SaubEr00,tackles_assists,1,,,,,
player,201811040was,atl,SaubEr00,tackles_loss,0,,,,,
player,201811040was,atl,SaubEr00,qb_hits,0,,,,,
player,201811040was,atl,SaubEr00,fumbles_rec,0,,,,,
player,201811040was,atl,SaubEr00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,SaubEr00,fumbles_rec_td,0,,,,,
player,201811040was,atl,SaubEr00,fumbles_forced,0,,,,,
player,201811040was,atl,SenaDe00,def_int,0,,,,,
player,201811040was,atl,SenaDe00,def_int_yds,0,,,,,
player,201811040was,atl,SenaDe00,def_int_td,0,,,,,
player,201811040was,atl,SenaDe00,def_int_long,0,,,,,
player,201811040was,atl,SenaDe00,pass_defended,0,,,,,
player,201811040was,atl,SenaDe00,sacks,0.0,,,,,
player,201811040was,atl,SenaDe00,tackles_combined,1,,,,,
player,201811040was,atl,SenaDe00,tackles_solo,1,,,,,
player,201811040was,atl,SenaDe00,tackles_assists,0,,,,,
player,201811040was,atl,SenaDe00,tackles_loss,0,,,,,
player,201811040was,atl,SenaDe00,qb_hits,0,,,,,
player,201811040was,atl,SenaDe00,fumbles_rec,0,,,,,
player,201811040was,atl,SenaDe00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,SenaDe00,fumbles_rec_td,0,,,,,
player,201811040was,atl,SenaDe00,fumbles_forced,0,,,,,
player,201811040was,atl,ShelDe00,def_int,0,,,,,
player,201811040was,atl,ShelDe00,def_int_yds,0,,,,,
player,201811040was,atl,ShelDe00,def_int_td,0,,,,,
player,201811040was,atl,ShelDe00,def_int_long,0,,,,,
player,201811040was,atl,ShelDe00,pass_defended,0,,,,,
player,201811040was,atl,ShelDe00,sacks,0.0,,,,,
player,201811040was,atl,ShelDe00,tackles_combined,1,,,,,
player,201811040was,atl,ShelDe00,tackles_solo,1,,,,,
player,201811040was,atl,ShelDe00,tackles_assists,0,,,,,
player,201811040was,atl,ShelDe00,tackles_loss,1,,,,,
player,201811040was,atl,ShelDe00,qb_hits,0,,,,,
player,201811040was,atl,ShelDe00,fumbles_rec,0,,,,,
player,201811040was,atl,ShelDe00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,ShelDe00,fumbles_rec_td,0,,,,,
player,201811040was,atl,ShelDe00,fumbles_forced,0,,,,,
player,201811040was,atl,BeasVi00,def_int,0,,,,,
player,201811040was,atl,BeasVi00,def_int_yds,0,,,,,
player,201811040was,atl,BeasVi00,def_int_td,0,,,,,
player,201811040was,atl,BeasVi00,def_int_long,0,,,,,
player,201811040was,atl,BeasVi00,pass_defended,0,,,,,
player,201811040was,atl,BeasVi00,sacks,0.0,,,,,
player,201811040was,atl,BeasVi00,tackles_combined,0,,,,,
player,201811040was,atl,BeasVi00,tackles_solo,0,,,,,
player,201811040was,atl,BeasVi00,tackles_assists,0,,,,,
player,201811040was,atl,BeasVi00,tackles_loss,0,,,,,
player,201811040was,atl,BeasVi00,qb_hits,1,,,,,
player,201811040was,atl,BeasVi00,fumbles_rec,0,,,,,
player,201811040was,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201811040was,atl,BeasVi00,fumbles_forced,0,,,,,
player,201811040was,atl,ReedBr00,def_int,0,,,,,
player,201811040was,atl,ReedBr00,def_int_yds,0,,,,,
player,201811040was,atl,ReedBr00,def_int_td,0,,,,,
player,201811040was,atl,ReedBr00,def_int_long,0,,,,,
player,201811040was,atl,ReedBr00,pass_defended,0,,,,,
player,201811040was,atl,ReedBr00,sacks,0.0,,,,,
player,201811040was,atl,ReedBr00,tackles_combined,0,,,,,
player,201811040was,atl,ReedBr00,tackles_solo,0,,,,,
player,201811040was,atl,ReedBr00,tackles_assists,0,,,,,
player,201811040was,atl,ReedBr00,tackles_loss,0,,,,,
player,201811040was,atl,ReedBr00,qb_hits,1,,,,,
player,201811040was,atl,ReedBr00,fumbles_rec,0,,,,,
player,201811040was,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201811040was,atl,ReedBr00,fumbles_forced,0,,,,,
player,201811040was,atl,WrehBl00,def_int,0,,,,,
player,201811040was,atl,WrehBl00,def_int_yds,0,,,,,
player,201811040was,atl,WrehBl00,def_int_td,0,,,,,
player,201811040was,atl,WrehBl00,def_int_long,0,,,,,
player,201811040was,atl,WrehBl00,pass_defended,1,,,,,
player,201811040was,atl,WrehBl00,sacks,0.0,,,,,
player,201811040was,atl,WrehBl00,tackles_combined,0,,,,,
player,201811040was,atl,WrehBl00,tackles_solo,0,,,,,
player,201811040was,atl,WrehBl00,tackles_assists,0,,,,,
player,201811040was,atl,WrehBl00,tackles_loss,0,,,,,
player,201811040was,atl,WrehBl00,qb_hits,0,,,,,
player,201811040was,atl,WrehBl00,fumbles_rec,0,,,,,
player,201811040was,atl,WrehBl00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,WrehBl00,fumbles_rec_td,0,,,,,
player,201811040was,atl,WrehBl00,fumbles_forced,0,,,,,
player,201811040was,was,DunbQu00,def_int,1,,,,,
player,201811040was,was,DunbQu00,def_int_yds,24,,,,,
player,201811040was,was,DunbQu00,def_int_td,0,,,,,
player,201811040was,was,DunbQu00,def_int_long,24,,,,,
player,201811040was,was,DunbQu00,pass_defended,3,,,,,
player,201811040was,was,DunbQu00,sacks,0.0,,,,,
player,201811040was,was,DunbQu00,tackles_combined,6,,,,,
player,201811040was,was,DunbQu00,tackles_solo,5,,,,,
player,201811040was,was,DunbQu00,tackles_assists,1,,,,,
player,201811040was,was,DunbQu00,tackles_loss,0,,,,,
player,201811040was,was,DunbQu00,qb_hits,0,,,,,
player,201811040was,was,DunbQu00,fumbles_rec,0,,,,,
player,201811040was,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201811040was,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201811040was,was,DunbQu00,fumbles_forced,0,,,,,
player,201811040was,was,IoanMa01,def_int,0,,,,,
player,201811040was,was,IoanMa01,def_int_yds,0,,,,,
player,201811040was,was,IoanMa01,def_int_td,0,,,,,
player,201811040was,was,IoanMa01,def_int_long,0,,,,,
player,201811040was,was,IoanMa01,pass_defended,0,,,,,
player,201811040was,was,IoanMa01,sacks,1.0,,,,,
player,201811040was,was,IoanMa01,tackles_combined,7,,,,,
player,201811040was,was,IoanMa01,tackles_solo,6,,,,,
player,201811040was,was,IoanMa01,tackles_assists,1,,,,,
player,201811040was,was,IoanMa01,tackles_loss,1,,,,,
player,201811040was,was,IoanMa01,qb_hits,1,,,,,
player,201811040was,was,IoanMa01,fumbles_rec,0,,,,,
player,201811040was,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201811040was,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201811040was,was,IoanMa01,fumbles_forced,0,,,,,
player,201811040was,was,KerrRy00,def_int,0,,,,,
player,201811040was,was,KerrRy00,def_int_yds,0,,,,,
player,201811040was,was,KerrRy00,def_int_td,0,,,,,
player,201811040was,was,KerrRy00,def_int_long,0,,,,,
player,201811040was,was,KerrRy00,pass_defended,0,,,,,
player,201811040was,was,KerrRy00,sacks,1.0,,,,,
player,201811040was,was,KerrRy00,tackles_combined,2,,,,,
player,201811040was,was,KerrRy00,tackles_solo,2,,,,,
player,201811040was,was,KerrRy00,tackles_assists,0,,,,,
player,201811040was,was,KerrRy00,tackles_loss,1,,,,,
player,201811040was,was,KerrRy00,qb_hits,2,,,,,
player,201811040was,was,KerrRy00,fumbles_rec,0,,,,,
player,201811040was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201811040was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201811040was,was,KerrRy00,fumbles_forced,0,,,,,
player,201811040was,was,ClinHa00,def_int,0,,,,,
player,201811040was,was,ClinHa00,def_int_yds,0,,,,,
player,201811040was,was,ClinHa00,def_int_td,0,,,,,
player,201811040was,was,ClinHa00,def_int_long,0,,,,,
player,201811040was,was,ClinHa00,pass_defended,0,,,,,
player,201811040was,was,ClinHa00,sacks,0.0,,,,,
player,201811040was,was,ClinHa00,tackles_combined,7,,,,,
player,201811040was,was,ClinHa00,tackles_solo,5,,,,,
player,201811040was,was,ClinHa00,tackles_assists,2,,,,,
player,201811040was,was,ClinHa00,tackles_loss,0,,,,,
player,201811040was,was,ClinHa00,qb_hits,0,,,,,
player,201811040was,was,ClinHa00,fumbles_rec,0,,,,,
player,201811040was,was,ClinHa00,fumbles_rec_yds,0,,,,,
player,201811040was,was,ClinHa00,fumbles_rec_td,0,,,,,
player,201811040was,was,ClinHa00,fumbles_forced,0,,,,,
player,201811040was,was,NormJo01,def_int,0,,,,,
player,201811040was,was,NormJo01,def_int_yds,0,,,,,
player,201811040was,was,NormJo01,def_int_td,0,,,,,
player,201811040was,was,NormJo01,def_int_long,0,,,,,
player,201811040was,was,NormJo01,pass_defended,2,,,,,
player,201811040was,was,NormJo01,sacks,0.0,,,,,
player,201811040was,was,NormJo01,tackles_combined,6,,,,,
player,201811040was,was,NormJo01,tackles_solo,3,,,,,
player,201811040was,was,NormJo01,tackles_assists,3,,,,,
player,201811040was,was,NormJo01,tackles_loss,0,,,,,
player,201811040was,was,NormJo01,qb_hits,0,,,,,
player,201811040was,was,NormJo01,fumbles_rec,0,,,,,
player,201811040was,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201811040was,was,NormJo01,fumbles_rec_td,0,,,,,
player,201811040was,was,NormJo01,fumbles_forced,0,,,,,
player,201811040was,was,FostMa00,def_int,0,,,,,
player,201811040was,was,FostMa00,def_int_yds,0,,,,,
player,201811040was,was,FostMa00,def_int_td,0,,,,,
player,201811040was,was,FostMa00,def_int_long,0,,,,,
player,201811040was,was,FostMa00,pass_defended,0,,,,,
player,201811040was,was,FostMa00,sacks,0.0,,,,,
player,201811040was,was,FostMa00,tackles_combined,5,,,,,
player,201811040was,was,FostMa00,tackles_solo,3,,,,,
player,201811040was,was,FostMa00,tackles_assists,2,,,,,
player,201811040was,was,FostMa00,tackles_loss,0,,,,,
player,201811040was,was,FostMa00,qb_hits,0,,,,,
player,201811040was,was,FostMa00,fumbles_rec,0,,,,,
player,201811040was,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201811040was,was,FostMa00,fumbles_rec_td,0,,,,,
player,201811040was,was,FostMa00,fumbles_forced,0,,,,,
player,201811040was,was,MoreFa00,def_int,0,,,,,
player,201811040was,was,MoreFa00,def_int_yds,0,,,,,
player,201811040was,was,MoreFa00,def_int_td,0,,,,,
player,201811040was,was,MoreFa00,def_int_long,0,,,,,
player,201811040was,was,MoreFa00,pass_defended,1,,,,,
player,201811040was,was,MoreFa00,sacks,0.0,,,,,
player,201811040was,was,MoreFa00,tackles_combined,4,,,,,
player,201811040was,was,MoreFa00,tackles_solo,1,,,,,
player,201811040was,was,MoreFa00,tackles_assists,3,,,,,
player,201811040was,was,MoreFa00,tackles_loss,0,,,,,
player,201811040was,was,MoreFa00,qb_hits,0,,,,,
player,201811040was,was,MoreFa00,fumbles_rec,0,,,,,
player,201811040was,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201811040was,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201811040was,was,MoreFa00,fumbles_forced,0,,,,,
player,201811040was,was,NichMo00,def_int,0,,,,,
player,201811040was,was,NichMo00,def_int_yds,0,,,,,
player,201811040was,was,NichMo00,def_int_td,0,,,,,
player,201811040was,was,NichMo00,def_int_long,0,,,,,
player,201811040was,was,NichMo00,pass_defended,0,,,,,
player,201811040was,was,NichMo00,sacks,0.0,,,,,
player,201811040was,was,NichMo00,tackles_combined,4,,,,,
player,201811040was,was,NichMo00,tackles_solo,3,,,,,
player,201811040was,was,NichMo00,tackles_assists,1,,,,,
player,201811040was,was,NichMo00,tackles_loss,0,,,,,
player,201811040was,was,NichMo00,qb_hits,0,,,,,
player,201811040was,was,NichMo00,fumbles_rec,0,,,,,
player,201811040was,was,NichMo00,fumbles_rec_yds,0,,,,,
player,201811040was,was,NichMo00,fumbles_rec_td,0,,,,,
player,201811040was,was,NichMo00,fumbles_forced,0,,,,,
player,201811040was,was,AlleJo01,def_int,0,,,,,
player,201811040was,was,AlleJo01,def_int_yds,0,,,,,
player,201811040was,was,AlleJo01,def_int_td,0,,,,,
player,201811040was,was,AlleJo01,def_int_long,0,,,,,
player,201811040was,was,AlleJo01,pass_defended,0,,,,,
player,201811040was,was,AlleJo01,sacks,0.0,,,,,
player,201811040was,was,AlleJo01,tackles_combined,3,,,,,
player,201811040was,was,AlleJo01,tackles_solo,3,,,,,
player,201811040was,was,AlleJo01,tackles_assists,0,,,,,
player,201811040was,was,AlleJo01,tackles_loss,0,,,,,
player,201811040was,was,AlleJo01,qb_hits,0,,,,,
player,201811040was,was,AlleJo01,fumbles_rec,0,,,,,
player,201811040was,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201811040was,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201811040was,was,AlleJo01,fumbles_forced,0,,,,,
player,201811040was,was,BrowZa00,def_int,0,,,,,
player,201811040was,was,BrowZa00,def_int_yds,0,,,,,
player,201811040was,was,BrowZa00,def_int_td,0,,,,,
player,201811040was,was,BrowZa00,def_int_long,0,,,,,
player,201811040was,was,BrowZa00,pass_defended,0,,,,,
player,201811040was,was,BrowZa00,sacks,0.0,,,,,
player,201811040was,was,BrowZa00,tackles_combined,3,,,,,
player,201811040was,was,BrowZa00,tackles_solo,3,,,,,
player,201811040was,was,BrowZa00,tackles_assists,0,,,,,
player,201811040was,was,BrowZa00,tackles_loss,1,,,,,
player,201811040was,was,BrowZa00,qb_hits,0,,,,,
player,201811040was,was,BrowZa00,fumbles_rec,0,,,,,
player,201811040was,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201811040was,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201811040was,was,BrowZa00,fumbles_forced,0,,,,,
player,201811040was,was,HarvJo01,def_int,0,,,,,
player,201811040was,was,HarvJo01,def_int_yds,0,,,,,
player,201811040was,was,HarvJo01,def_int_td,0,,,,,
player,201811040was,was,HarvJo01,def_int_long,0,,,,,
player,201811040was,was,HarvJo01,pass_defended,0,,,,,
player,201811040was,was,HarvJo01,sacks,0.0,,,,,
player,201811040was,was,HarvJo01,tackles_combined,3,,,,,
player,201811040was,was,HarvJo01,tackles_solo,2,,,,,
player,201811040was,was,HarvJo01,tackles_assists,1,,,,,
player,201811040was,was,HarvJo01,tackles_loss,0,,,,,
player,201811040was,was,HarvJo01,qb_hits,1,,,,,
player,201811040was,was,HarvJo01,fumbles_rec,0,,,,,
player,201811040was,was,HarvJo01,fumbles_rec_yds,0,,,,,
player,201811040was,was,HarvJo01,fumbles_rec_td,0,,,,,
player,201811040was,was,HarvJo01,fumbles_forced,0,,,,,
player,201811040was,was,JohnDa09,def_int,0,,,,,
player,201811040was,was,JohnDa09,def_int_yds,0,,,,,
player,201811040was,was,JohnDa09,def_int_td,0,,,,,
player,201811040was,was,JohnDa09,def_int_long,0,,,,,
player,201811040was,was,JohnDa09,pass_defended,0,,,,,
player,201811040was,was,JohnDa09,sacks,0.0,,,,,
player,201811040was,was,JohnDa09,tackles_combined,3,,,,,
player,201811040was,was,JohnDa09,tackles_solo,2,,,,,
player,201811040was,was,JohnDa09,tackles_assists,1,,,,,
player,201811040was,was,JohnDa09,tackles_loss,1,,,,,
player,201811040was,was,JohnDa09,qb_hits,0,,,,,
player,201811040was,was,JohnDa09,fumbles_rec,0,,,,,
player,201811040was,was,JohnDa09,fumbles_rec_yds,0,,,,,
player,201811040was,was,JohnDa09,fumbles_rec_td,0,,,,,
player,201811040was,was,JohnDa09,fumbles_forced,0,,,,,
player,201811040was,was,AndeRy00,def_int,0,,,,,
player,201811040was,was,AndeRy00,def_int_yds,0,,,,,
player,201811040was,was,AndeRy00,def_int_td,0,,,,,
player,201811040was,was,AndeRy00,def_int_long,0,,,,,
player,201811040was,was,AndeRy00,pass_defended,0,,,,,
player,201811040was,was,AndeRy00,sacks,0.0,,,,,
player,201811040was,was,AndeRy00,tackles_combined,1,,,,,
player,201811040was,was,AndeRy00,tackles_solo,1,,,,,
player,201811040was,was,AndeRy00,tackles_assists,0,,,,,
player,201811040was,was,AndeRy00,tackles_loss,0,,,,,
player,201811040was,was,AndeRy00,qb_hits,0,,,,,
player,201811040was,was,AndeRy00,fumbles_rec,0,,,,,
player,201811040was,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201811040was,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201811040was,was,AndeRy00,fumbles_forced,0,,,,,
player,201811040was,was,ChesJe00,def_int,0,,,,,
player,201811040was,was,ChesJe00,def_int_yds,0,,,,,
player,201811040was,was,ChesJe00,def_int_td,0,,,,,
player,201811040was,was,ChesJe00,def_int_long,0,,,,,
player,201811040was,was,ChesJe00,pass_defended,0,,,,,
player,201811040was,was,ChesJe00,sacks,0.0,,,,,
player,201811040was,was,ChesJe00,tackles_combined,1,,,,,
player,201811040was,was,ChesJe00,tackles_solo,0,,,,,
player,201811040was,was,ChesJe00,tackles_assists,1,,,,,
player,201811040was,was,ChesJe00,tackles_loss,0,,,,,
player,201811040was,was,ChesJe00,qb_hits,0,,,,,
