game,2018,12,20181125,201811250clt,mia,"Miami Dolphins",24,clt,"Indianapolis Colts",27
team,201811250clt,mia,First Downs,14,,,,,,
team,201811250clt,clt,First Downs,26,,,,,,
team,201811250clt,mia,Rush-Yds-TDs,25-113-1,,,,,,
team,201811250clt,clt,Rush-Yds-TDs,26-118-0,,,,,,
team,201811250clt,mia,Cmp-Att-Yd-TD-INT,17-25-204-2-0,,,,,,
team,201811250clt,clt,Cmp-Att-Yd-TD-INT,31-38-347-3-2,,,,,,
team,201811250clt,mia,Sacked-Yards,1-3,,,,,,
team,201811250clt,clt,Sacked-Yards,1-10,,,,,,
team,201811250clt,mia,Net Pass Yards,201,,,,,,
team,201811250clt,clt,Net Pass Yards,337,,,,,,
team,201811250clt,mia,Total Yards,314,,,,,,
team,201811250clt,clt,Total Yards,455,,,,,,
team,201811250clt,mia,Fumbles-Lost,2-1,,,,,,
team,201811250clt,clt,Fumbles-Lost,2-1,,,,,,
team,201811250clt,mia,Turnovers,1,,,,,,
team,201811250clt,clt,Turnovers,3,,,,,,
team,201811250clt,mia,Penalties-Yards,10-75,,,,,,
team,201811250clt,clt,Penalties-Yards,7-52,,,,,,
team,201811250clt,mia,Third Down Conv.,4-11,,,,,,
team,201811250clt,clt,Third Down Conv.,4-12,,,,,,
team,201811250clt,mia,Fourth Down Conv.,0-0,,,,,,
team,201811250clt,clt,Fourth Down Conv.,2-2,,,,,,
team,201811250clt,mia,Time of Possession,28:06,,,,,,
team,201811250clt,clt,Time of Possession,31:54,,,,,,
player,201811250clt,mia,TannRy00,pass_cmp,17,,,,,
player,201811250clt,mia,TannRy00,pass_att,25,,,,,
player,201811250clt,mia,TannRy00,pass_yds,204,,,,,
player,201811250clt,mia,TannRy00,pass_td,2,,,,,
player,201811250clt,mia,TannRy00,pass_int,0,,,,,
player,201811250clt,mia,TannRy00,pass_sacked,1,,,,,
player,201811250clt,mia,TannRy00,pass_sacked_yds,3,,,,,
player,201811250clt,mia,TannRy00,pass_long,74,,,,,
player,201811250clt,mia,TannRy00,pass_rating,119.4,,,,,
player,201811250clt,mia,TannRy00,rush_att,3,,,,,
player,201811250clt,mia,TannRy00,rush_yds,14,,,,,
player,201811250clt,mia,TannRy00,rush_td,0,,,,,
player,201811250clt,mia,TannRy00,rush_long,9,,,,,
player,201811250clt,mia,TannRy00,targets,0,,,,,
player,201811250clt,mia,TannRy00,rec,0,,,,,
player,201811250clt,mia,TannRy00,rec_yds,0,,,,,
player,201811250clt,mia,TannRy00,rec_td,0,,,,,
player,201811250clt,mia,TannRy00,rec_long,0,,,,,
player,201811250clt,mia,TannRy00,fumbles,0,,,,,
player,201811250clt,mia,TannRy00,fumbles_lost,0,,,,,
player,201811250clt,mia,GoreFr00,pass_cmp,0,,,,,
player,201811250clt,mia,GoreFr00,pass_att,0,,,,,
player,201811250clt,mia,GoreFr00,pass_yds,0,,,,,
player,201811250clt,mia,GoreFr00,pass_td,0,,,,,
player,201811250clt,mia,GoreFr00,pass_int,0,,,,,
player,201811250clt,mia,GoreFr00,pass_sacked,0,,,,,
player,201811250clt,mia,GoreFr00,pass_sacked_yds,0,,,,,
player,201811250clt,mia,GoreFr00,pass_long,0,,,,,
player,201811250clt,mia,GoreFr00,pass_rating,,,,,,
player,201811250clt,mia,GoreFr00,rush_att,14,,,,,
player,201811250clt,mia,GoreFr00,rush_yds,67,,,,,
player,201811250clt,mia,GoreFr00,rush_td,0,,,,,
player,201811250clt,mia,GoreFr00,rush_long,23,,,,,
player,201811250clt,mia,GoreFr00,targets,2,,,,,
player,201811250clt,mia,GoreFr00,rec,1,,,,,
player,201811250clt,mia,GoreFr00,rec_yds,10,,,,,
player,201811250clt,mia,GoreFr00,rec_td,0,,,,,
player,201811250clt,mia,GoreFr00,rec_long,10,,,,,
player,201811250clt,mia,GoreFr00,fumbles,0,,,,,
player,201811250clt,mia,GoreFr00,fumbles_lost,0,,,,,
player,201811250clt,mia,DrakKe00,pass_cmp,0,,,,,
player,201811250clt,mia,DrakKe00,pass_att,0,,,,,
player,201811250clt,mia,DrakKe00,pass_yds,0,,,,,
player,201811250clt,mia,DrakKe00,pass_td,0,,,,,
player,201811250clt,mia,DrakKe00,pass_int,0,,,,,
player,201811250clt,mia,DrakKe00,pass_sacked,0,,,,,
player,201811250clt,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201811250clt,mia,DrakKe00,pass_long,0,,,,,
player,201811250clt,mia,DrakKe00,pass_rating,,,,,,
player,201811250clt,mia,DrakKe00,rush_att,8,,,,,
player,201811250clt,mia,DrakKe00,rush_yds,32,,,,,
player,201811250clt,mia,DrakKe00,rush_td,1,,,,,
player,201811250clt,mia,DrakKe00,rush_long,14,,,,,
player,201811250clt,mia,DrakKe00,targets,6,,,,,
player,201811250clt,mia,DrakKe00,rec,5,,,,,
player,201811250clt,mia,DrakKe00,rec_yds,64,,,,,
player,201811250clt,mia,DrakKe00,rec_td,1,,,,,
player,201811250clt,mia,DrakKe00,rec_long,33,,,,,
player,201811250clt,mia,DrakKe00,fumbles,0,,,,,
