game,2018,4,20180930,201809300oti,phi,"Philadelphia Eagles",23,oti,"Tennessee Titans",26
player,201809300oti,oti,MariMa01,pass_long,51,,,,,
player,201809300oti,oti,MariMa01,pass_rating,99.4,,,,,
player,201809300oti,oti,MariMa01,rush_att,10,,,,,
player,201809300oti,oti,MariMa01,rush_yds,46,,,,,
player,201809300oti,oti,MariMa01,rush_td,1,,,,,
player,201809300oti,oti,MariMa01,rush_long,17,,,,,
player,201809300oti,oti,MariMa01,targets,0,,,,,
player,201809300oti,oti,MariMa01,rec,0,,,,,
player,201809300oti,oti,MariMa01,rec_yds,0,,,,,
player,201809300oti,oti,MariMa01,rec_td,0,,,,,
player,201809300oti,oti,MariMa01,rec_long,0,,,,,
player,201809300oti,oti,MariMa01,fumbles,1,,,,,
player,201809300oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201809300oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201809300oti,oti,HenrDe00,pass_att,0,,,,,
player,201809300oti,oti,HenrDe00,pass_yds,0,,,,,
player,201809300oti,oti,HenrDe00,pass_td,0,,,,,
player,201809300oti,oti,HenrDe00,pass_int,0,,,,,
player,201809300oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201809300oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201809300oti,oti,HenrDe00,pass_long,0,,,,,
player,201809300oti,oti,HenrDe00,pass_rating,,,,,,
player,201809300oti,oti,HenrDe00,rush_att,8,,,,,
player,201809300oti,oti,HenrDe00,rush_yds,24,,,,,
player,201809300oti,oti,HenrDe00,rush_td,0,,,,,
player,201809300oti,oti,HenrDe00,rush_long,14,,,,,
player,201809300oti,oti,HenrDe00,targets,2,,,,,
player,201809300oti,oti,HenrDe00,rec,2,,,,,
player,201809300oti,oti,HenrDe00,rec_yds,7,,,,,
player,201809300oti,oti,HenrDe00,rec_td,0,,,,,
player,201809300oti,oti,HenrDe00,rec_long,13,,,,,
player,201809300oti,oti,HenrDe00,fumbles,0,,,,,
player,201809300oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201809300oti,oti,DaviCo03,pass_cmp,0,,,,,
player,201809300oti,oti,DaviCo03,pass_att,0,,,,,
player,201809300oti,oti,DaviCo03,pass_yds,0,,,,,
player,201809300oti,oti,DaviCo03,pass_td,0,,,,,
player,201809300oti,oti,DaviCo03,pass_int,0,,,,,
player,201809300oti,oti,DaviCo03,pass_sacked,0,,,,,
player,201809300oti,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201809300oti,oti,DaviCo03,pass_long,0,,,,,
player,201809300oti,oti,DaviCo03,pass_rating,,,,,,
player,201809300oti,oti,DaviCo03,rush_att,0,,,,,
player,201809300oti,oti,DaviCo03,rush_yds,0,,,,,
player,201809300oti,oti,DaviCo03,rush_td,0,,,,,
player,201809300oti,oti,DaviCo03,rush_long,0,,,,,
player,201809300oti,oti,DaviCo03,targets,15,,,,,
player,201809300oti,oti,DaviCo03,rec,9,,,,,
player,201809300oti,oti,DaviCo03,rec_yds,161,,,,,
player,201809300oti,oti,DaviCo03,rec_td,1,,,,,
player,201809300oti,oti,DaviCo03,rec_long,51,,,,,
player,201809300oti,oti,DaviCo03,fumbles,0,,,,,
player,201809300oti,oti,DaviCo03,fumbles_lost,0,,,,,
player,201809300oti,oti,TaylTa00,pass_cmp,0,,,,,
player,201809300oti,oti,TaylTa00,pass_att,0,,,,,
player,201809300oti,oti,TaylTa00,pass_yds,0,,,,,
player,201809300oti,oti,TaylTa00,pass_td,0,,,,,
player,201809300oti,oti,TaylTa00,pass_int,0,,,,,
player,201809300oti,oti,TaylTa00,pass_sacked,0,,,,,
player,201809300oti,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201809300oti,oti,TaylTa00,pass_long,0,,,,,
player,201809300oti,oti,TaylTa00,pass_rating,,,,,,
player,201809300oti,oti,TaylTa00,rush_att,0,,,,,
player,201809300oti,oti,TaylTa00,rush_yds,0,,,,,
player,201809300oti,oti,TaylTa00,rush_td,0,,,,,
player,201809300oti,oti,TaylTa00,rush_long,0,,,,,
player,201809300oti,oti,TaylTa00,targets,9,,,,,
player,201809300oti,oti,TaylTa00,rec,7,,,,,
player,201809300oti,oti,TaylTa00,rec_yds,77,,,,,
player,201809300oti,oti,TaylTa00,rec_td,0,,,,,
player,201809300oti,oti,TaylTa00,rec_long,19,,,,,
player,201809300oti,oti,TaylTa00,fumbles,0,,,,,
player,201809300oti,oti,TaylTa00,fumbles_lost,0,,,,,
player,201809300oti,oti,LewiDi00,pass_cmp,0,,,,,
player,201809300oti,oti,LewiDi00,pass_att,0,,,,,
player,201809300oti,oti,LewiDi00,pass_yds,0,,,,,
player,201809300oti,oti,LewiDi00,pass_td,0,,,,,
player,201809300oti,oti,LewiDi00,pass_int,0,,,,,
player,201809300oti,oti,LewiDi00,pass_sacked,0,,,,,
player,201809300oti,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201809300oti,oti,LewiDi00,pass_long,0,,,,,
player,201809300oti,oti,LewiDi00,pass_rating,,,,,,
player,201809300oti,oti,LewiDi00,rush_att,4,,,,,
player,201809300oti,oti,LewiDi00,rush_yds,0,,,,,
player,201809300oti,oti,LewiDi00,rush_td,0,,,,,
player,201809300oti,oti,LewiDi00,rush_long,2,,,,,
player,201809300oti,oti,LewiDi00,targets,9,,,,,
player,201809300oti,oti,LewiDi00,rec,9,,,,,
player,201809300oti,oti,LewiDi00,rec_yds,66,,,,,
player,201809300oti,oti,LewiDi00,rec_td,0,,,,,
player,201809300oti,oti,LewiDi00,rec_long,17,,,,,
player,201809300oti,oti,LewiDi00,fumbles,0,,,,,
player,201809300oti,oti,LewiDi00,fumbles_lost,0,,,,,
player,201809300oti,oti,SharTa00,pass_cmp,0,,,,,
player,201809300oti,oti,SharTa00,pass_att,0,,,,,
player,201809300oti,oti,SharTa00,pass_yds,0,,,,,
player,201809300oti,oti,SharTa00,pass_td,0,,,,,
player,201809300oti,oti,SharTa00,pass_int,0,,,,,
player,201809300oti,oti,SharTa00,pass_sacked,0,,,,,
player,201809300oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201809300oti,oti,SharTa00,pass_long,0,,,,,
player,201809300oti,oti,SharTa00,pass_rating,,,,,,
player,201809300oti,oti,SharTa00,rush_att,0,,,,,
player,201809300oti,oti,SharTa00,rush_yds,0,,,,,
player,201809300oti,oti,SharTa00,rush_td,0,,,,,
player,201809300oti,oti,SharTa00,rush_long,0,,,,,
player,201809300oti,oti,SharTa00,targets,3,,,,,
player,201809300oti,oti,SharTa00,rec,2,,,,,
player,201809300oti,oti,SharTa00,rec_yds,27,,,,,
player,201809300oti,oti,SharTa00,rec_td,1,,,,,
player,201809300oti,oti,SharTa00,rec_long,16,,,,,
player,201809300oti,oti,SharTa00,fumbles,0,,,,,
player,201809300oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201809300oti,oti,JennDa00,pass_cmp,0,,,,,
player,201809300oti,oti,JennDa00,pass_att,0,,,,,
player,201809300oti,oti,JennDa00,pass_yds,0,,,,,
player,201809300oti,oti,JennDa00,pass_td,0,,,,,
player,201809300oti,oti,JennDa00,pass_int,0,,,,,
player,201809300oti,oti,JennDa00,pass_sacked,0,,,,,
player,201809300oti,oti,JennDa00,pass_sacked_yds,0,,,,,
player,201809300oti,oti,JennDa00,pass_long,0,,,,,
player,201809300oti,oti,JennDa00,pass_rating,,,,,,
player,201809300oti,oti,JennDa00,rush_att,0,,,,,
player,201809300oti,oti,JennDa00,rush_yds,0,,,,,
player,201809300oti,oti,JennDa00,rush_td,0,,,,,
player,201809300oti,oti,JennDa00,rush_long,0,,,,,
player,201809300oti,oti,JennDa00,targets,2,,,,,
player,201809300oti,oti,JennDa00,rec,1,,,,,
player,201809300oti,oti,JennDa00,rec_yds,6,,,,,
player,201809300oti,oti,JennDa00,rec_td,0,,,,,
player,201809300oti,oti,JennDa00,rec_long,6,,,,,
player,201809300oti,oti,JennDa00,fumbles,0,,,,,
player,201809300oti,oti,JennDa00,fumbles_lost,0,,,,,
player,201809300oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201809300oti,oti,SmitJo01,pass_att,0,,,,,
player,201809300oti,oti,SmitJo01,pass_yds,0,,,,,
player,201809300oti,oti,SmitJo01,pass_td,0,,,,,
player,201809300oti,oti,SmitJo01,pass_int,0,,,,,
player,201809300oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201809300oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201809300oti,oti,SmitJo01,pass_long,0,,,,,
player,201809300oti,oti,SmitJo01,pass_rating,,,,,,
player,201809300oti,oti,SmitJo01,rush_att,0,,,,,
player,201809300oti,oti,SmitJo01,rush_yds,0,,,,,
player,201809300oti,oti,SmitJo01,rush_td,0,,,,,
player,201809300oti,oti,SmitJo01,rush_long,0,,,,,
player,201809300oti,oti,SmitJo01,targets,2,,,,,
player,201809300oti,oti,SmitJo01,rec,0,,,,,
player,201809300oti,oti,SmitJo01,rec_yds,0,,,,,
player,201809300oti,oti,SmitJo01,rec_td,0,,,,,
player,201809300oti,oti,SmitJo01,rec_long,0,,,,,
player,201809300oti,oti,SmitJo01,fumbles,0,,,,,
player,201809300oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201809300oti,phi,MaddAv00,def_int,1,,,,,
player,201809300oti,phi,MaddAv00,def_int_yds,23,,,,,
player,201809300oti,phi,MaddAv00,def_int_td,0,,,,,
player,201809300oti,phi,MaddAv00,def_int_long,23,,,,,
player,201809300oti,phi,MaddAv00,pass_defended,1,,,,,
player,201809300oti,phi,MaddAv00,sacks,0.0,,,,,
player,201809300oti,phi,MaddAv00,tackles_combined,0,,,,,
player,201809300oti,phi,MaddAv00,tackles_solo,0,,,,,
player,201809300oti,phi,MaddAv00,tackles_assists,0,,,,,
player,201809300oti,phi,MaddAv00,tackles_loss,0,,,,,
player,201809300oti,phi,MaddAv00,qb_hits,0,,,,,
player,201809300oti,phi,MaddAv00,fumbles_rec,0,,,,,
player,201809300oti,phi,MaddAv00,fumbles_rec_yds,0,,,,,
player,201809300oti,phi,MaddAv00,fumbles_rec_td,0,,,,,
player,201809300oti,phi,MaddAv00,fumbles_forced,0,,,,,
player,201809300oti,phi,NgatHa20,def_int,0,,,,,
player,201809300oti,phi,NgatHa20,def_int_yds,0,,,,,
player,201809300oti,phi,NgatHa20,def_int_td,0,,,,,
player,201809300oti,phi,NgatHa20,def_int_long,0,,,,,
player,201809300oti,phi,NgatHa20,pass_defended,0,,,,,
player,201809300oti,phi,NgatHa20,sacks,1.0,,,,,
player,201809300oti,phi,NgatHa20,tackles_combined,4,,,,,
player,201809300oti,phi,NgatHa20,tackles_solo,3,,,,,
player,201809300oti,phi,NgatHa20,tackles_assists,1,,,,,
player,201809300oti,phi,NgatHa20,tackles_loss,2,,,,,
player,201809300oti,phi,NgatHa20,qb_hits,2,,,,,
player,201809300oti,phi,NgatHa20,fumbles_rec,0,,,,,
player,201809300oti,phi,NgatHa20,fumbles_rec_yds,0,,,,,
player,201809300oti,phi,NgatHa20,fumbles_rec_td,0,,,,,
player,201809300oti,phi,NgatHa20,fumbles_forced,0,,,,,
player,201809300oti,phi,BarnDe01,def_int,0,,,,,
player,201809300oti,phi,BarnDe01,def_int_yds,0,,,,,
player,201809300oti,phi,BarnDe01,def_int_td,0,,,,,
player,201809300oti,phi,BarnDe01,def_int_long,0,,,,,
player,201809300oti,phi,BarnDe01,pass_defended,0,,,,,
player,201809300oti,phi,BarnDe01,sacks,1.0,,,,,
player,201809300oti,phi,BarnDe01,tackles_combined,3,,,,,
player,201809300oti,phi,BarnDe01,tackles_solo,2,,,,,
player,201809300oti,phi,BarnDe01,tackles_assists,1,,,,,
player,201809300oti,phi,BarnDe01,tackles_loss,1,,,,,
player,201809300oti,phi,BarnDe01,qb_hits,2,,,,,
player,201809300oti,phi,BarnDe01,fumbles_rec,0,,,,,
player,201809300oti,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201809300oti,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201809300oti,phi,BarnDe01,fumbles_forced,0,,,,,
player,201809300oti,phi,BennMi99,def_int,0,,,,,
player,201809300oti,phi,BennMi99,def_int_yds,0,,,,,
player,201809300oti,phi,BennMi99,def_int_td,0,,,,,
player,201809300oti,phi,BennMi99,def_int_long,0,,,,,
player,201809300oti,phi,BennMi99,pass_defended,0,,,,,
player,201809300oti,phi,BennMi99,sacks,1.0,,,,,
player,201809300oti,phi,BennMi99,tackles_combined,1,,,,,
player,201809300oti,phi,BennMi99,tackles_solo,1,,,,,
player,201809300oti,phi,BennMi99,tackles_assists,0,,,,,
player,201809300oti,phi,BennMi99,tackles_loss,1,,,,,
player,201809300oti,phi,BennMi99,qb_hits,2,,,,,
player,201809300oti,phi,BennMi99,fumbles_rec,0,,,,,
player,201809300oti,phi,BennMi99,fumbles_rec_yds,0,,,,,
player,201809300oti,phi,BennMi99,fumbles_rec_td,0,,,,,
player,201809300oti,phi,BennMi99,fumbles_forced,0,,,,,
player,201809300oti,phi,GrahCo99,def_int,0,,,,,
player,201809300oti,phi,GrahCo99,def_int_yds,0,,,,,
player,201809300oti,phi,GrahCo99,def_int_td,0,,,,,
player,201809300oti,phi,GrahCo99,def_int_long,0,,,,,
player,201809300oti,phi,GrahCo99,pass_defended,0,,,,,
player,201809300oti,phi,GrahCo99,sacks,0.0,,,,,
player,201809300oti,phi,GrahCo99,tackles_combined,9,,,,,
player,201809300oti,phi,GrahCo99,tackles_solo,8,,,,,
player,201809300oti,phi,GrahCo99,tackles_assists,1,,,,,
player,201809300oti,phi,GrahCo99,tackles_loss,1,,,,,
player,201809300oti,phi,GrahCo99,qb_hits,0,,,,,
player,201809300oti,phi,GrahCo99,fumbles_rec,0,,,,,
player,201809300oti,phi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201809300oti,phi,GrahCo99,fumbles_rec_td,0,,,,,
player,201809300oti,phi,GrahCo99,fumbles_forced,0,,,,,
player,201809300oti,phi,DarbRo00,def_int,0,,,,,
player,201809300oti,phi,DarbRo00,def_int_yds,0,,,,,
player,201809300oti,phi,DarbRo00,def_int_td,0,,,,,
player,201809300oti,phi,DarbRo00,def_int_long,0,,,,,
player,201809300oti,phi,DarbRo00,pass_defended,1,,,,,
player,201809300oti,phi,DarbRo00,sacks,0.0,,,,,
player,201809300oti,phi,DarbRo00,tackles_combined,8,,,,,
player,201809300oti,phi,DarbRo00,tackles_solo,8,,,,,
player,201809300oti,phi,DarbRo00,tackles_assists,0,,,,,
player,201809300oti,phi,DarbRo00,tackles_loss,0,,,,,
player,201809300oti,phi,DarbRo00,qb_hits,0,,,,,
player,201809300oti,phi,DarbRo00,fumbles_rec,0,,,,,
player,201809300oti,phi,DarbRo00,fumbles_rec_yds,0,,,,,
player,201809300oti,phi,DarbRo00,fumbles_rec_td,0,,,,,
