game,2018,12,20181125,201811250den,pit,"Pittsburgh Steelers",17,den,"Denver Broncos",24
team,201811250den,pit,First Downs,25,,,,,,
team,201811250den,den,First Downs,17,,,,,,
team,201811250den,pit,Rush-Yds-TDs,16-75-0,,,,,,
team,201811250den,den,Rush-Yds-TDs,23-124-1,,,,,,
team,201811250den,pit,Cmp-Att-Yd-TD-INT,42-58-464-2-2,,,,,,
team,201811250den,den,Cmp-Att-Yd-TD-INT,15-28-197-2-0,,,,,,
team,201811250den,pit,Sacked-Yards,2-12,,,,,,
team,201811250den,den,Sacked-Yards,2-13,,,,,,
team,201811250den,pit,Net Pass Yards,452,,,,,,
team,201811250den,den,Net Pass Yards,184,,,,,,
team,201811250den,pit,Total Yards,527,,,,,,
team,201811250den,den,Total Yards,308,,,,,,
team,201811250den,pit,Fumbles-Lost,4-2,,,,,,
team,201811250den,den,Fumbles-Lost,0-0,,,,,,
team,201811250den,pit,Turnovers,4,,,,,,
team,201811250den,den,Turnovers,0,,,,,,
team,201811250den,pit,Penalties-Yards,5-34,,,,,,
team,201811250den,den,Penalties-Yards,6-50,,,,,,
team,201811250den,pit,Third Down Conv.,5-14,,,,,,
team,201811250den,den,Third Down Conv.,3-11,,,,,,
team,201811250den,pit,Fourth Down Conv.,1-1,,,,,,
team,201811250den,den,Fourth Down Conv.,0-0,,,,,,
team,201811250den,pit,Time of Possession,35:00,,,,,,
team,201811250den,den,Time of Possession,25:00,,,,,,
player,201811250den,pit,RoetBe00,pass_cmp,41,,,,,
player,201811250den,pit,RoetBe00,pass_att,56,,,,,
player,201811250den,pit,RoetBe00,pass_yds,462,,,,,
player,201811250den,pit,RoetBe00,pass_td,1,,,,,
player,201811250den,pit,RoetBe00,pass_int,2,,,,,
player,201811250den,pit,RoetBe00,pass_sacked,2,,,,,
player,201811250den,pit,RoetBe00,pass_sacked_yds,12,,,,,
player,201811250den,pit,RoetBe00,pass_long,97,,,,,
player,201811250den,pit,RoetBe00,pass_rating,88.5,,,,,
player,201811250den,pit,RoetBe00,rush_att,2,,,,,
player,201811250den,pit,RoetBe00,rush_yds,18,,,,,
player,201811250den,pit,RoetBe00,rush_td,0,,,,,
player,201811250den,pit,RoetBe00,rush_long,12,,,,,
player,201811250den,pit,RoetBe00,targets,0,,,,,
player,201811250den,pit,RoetBe00,rec,0,,,,,
player,201811250den,pit,RoetBe00,rec_yds,0,,,,,
player,201811250den,pit,RoetBe00,rec_td,0,,,,,
player,201811250den,pit,RoetBe00,rec_long,0,,,,,
player,201811250den,pit,RoetBe00,fumbles,0,,,,,
player,201811250den,pit,RoetBe00,fumbles_lost,0,,,,,
player,201811250den,pit,BrowAn04,pass_cmp,0,,,,,
player,201811250den,pit,BrowAn04,pass_att,1,,,,,
player,201811250den,pit,BrowAn04,pass_yds,0,,,,,
player,201811250den,pit,BrowAn04,pass_td,0,,,,,
player,201811250den,pit,BrowAn04,pass_int,0,,,,,
player,201811250den,pit,BrowAn04,pass_sacked,0,,,,,
player,201811250den,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201811250den,pit,BrowAn04,pass_long,0,,,,,
player,201811250den,pit,BrowAn04,pass_rating,39.6,,,,,
player,201811250den,pit,BrowAn04,rush_att,0,,,,,
player,201811250den,pit,BrowAn04,rush_yds,0,,,,,
player,201811250den,pit,BrowAn04,rush_td,0,,,,,
player,201811250den,pit,BrowAn04,rush_long,0,,,,,
player,201811250den,pit,BrowAn04,targets,13,,,,,
player,201811250den,pit,BrowAn04,rec,9,,,,,
player,201811250den,pit,BrowAn04,rec_yds,67,,,,,
player,201811250den,pit,BrowAn04,rec_td,0,,,,,
player,201811250den,pit,BrowAn04,rec_long,14,,,,,
player,201811250den,pit,BrowAn04,fumbles,0,,,,,
player,201811250den,pit,BrowAn04,fumbles_lost,0,,,,,
player,201811250den,pit,BoswCh00,pass_cmp,1,,,,,
player,201811250den,pit,BoswCh00,pass_att,1,,,,,
player,201811250den,pit,BoswCh00,pass_yds,2,,,,,
player,201811250den,pit,BoswCh00,pass_td,1,,,,,
player,201811250den,pit,BoswCh00,pass_int,0,,,,,
player,201811250den,pit,BoswCh00,pass_sacked,0,,,,,
player,201811250den,pit,BoswCh00,pass_sacked_yds,0,,,,,
player,201811250den,pit,BoswCh00,pass_long,2,,,,,
player,201811250den,pit,BoswCh00,pass_rating,118.7,,,,,
player,201811250den,pit,BoswCh00,rush_att,0,,,,,
player,201811250den,pit,BoswCh00,rush_yds,0,,,,,
player,201811250den,pit,BoswCh00,rush_td,0,,,,,
player,201811250den,pit,BoswCh00,rush_long,0,,,,,
player,201811250den,pit,BoswCh00,targets,0,,,,,
player,201811250den,pit,BoswCh00,rec,0,,,,,
player,201811250den,pit,BoswCh00,rec_yds,0,,,,,
player,201811250den,pit,BoswCh00,rec_td,0,,,,,
player,201811250den,pit,BoswCh00,rec_long,0,,,,,
player,201811250den,pit,BoswCh00,fumbles,0,,,,,
player,201811250den,pit,BoswCh00,fumbles_lost,0,,,,,
player,201811250den,pit,ConnJa00,pass_cmp,0,,,,,
player,201811250den,pit,ConnJa00,pass_att,0,,,,,
player,201811250den,pit,ConnJa00,pass_yds,0,,,,,
player,201811250den,pit,ConnJa00,pass_td,0,,,,,
player,201811250den,pit,ConnJa00,pass_int,0,,,,,
player,201811250den,pit,ConnJa00,pass_sacked,0,,,,,
player,201811250den,pit,ConnJa00,pass_sacked_yds,0,,,,,
player,201811250den,pit,ConnJa00,pass_long,0,,,,,
player,201811250den,pit,ConnJa00,pass_rating,,,,,,
player,201811250den,pit,ConnJa00,rush_att,13,,,,,
player,201811250den,pit,ConnJa00,rush_yds,53,,,,,
player,201811250den,pit,ConnJa00,rush_td,0,,,,,
player,201811250den,pit,ConnJa00,rush_long,11,,,,,
player,201811250den,pit,ConnJa00,targets,4,,,,,
player,201811250den,pit,ConnJa00,rec,4,,,,,
player,201811250den,pit,ConnJa00,rec_yds,42,,,,,
player,201811250den,pit,ConnJa00,rec_td,0,,,,,
player,201811250den,pit,ConnJa00,rec_long,23,,,,,
player,201811250den,pit,ConnJa00,fumbles,1,,,,,
player,201811250den,pit,ConnJa00,fumbles_lost,1,,,,,
player,201811250den,pit,SwitRy00,pass_cmp,0,,,,,
player,201811250den,pit,SwitRy00,pass_att,0,,,,,
player,201811250den,pit,SwitRy00,pass_yds,0,,,,,
player,201811250den,pit,SwitRy00,pass_td,0,,,,,
player,201811250den,pit,SwitRy00,pass_int,0,,,,,
player,201811250den,pit,SwitRy00,pass_sacked,0,,,,,
player,201811250den,pit,SwitRy00,pass_sacked_yds,0,,,,,
player,201811250den,pit,SwitRy00,pass_long,0,,,,,
player,201811250den,pit,SwitRy00,pass_rating,,,,,,
player,201811250den,pit,SwitRy00,rush_att,1,,,,,
player,201811250den,pit,SwitRy00,rush_yds,4,,,,,
player,201811250den,pit,SwitRy00,rush_td,0,,,,,
player,201811250den,pit,SwitRy00,rush_long,4,,,,,
player,201811250den,pit,SwitRy00,targets,8,,,,,
player,201811250den,pit,SwitRy00,rec,6,,,,,
player,201811250den,pit,SwitRy00,rec_yds,67,,,,,
player,201811250den,pit,SwitRy00,rec_td,0,,,,,
player,201811250den,pit,SwitRy00,rec_long,24,,,,,
player,201811250den,pit,SwitRy00,fumbles,2,,,,,
player,201811250den,pit,SwitRy00,fumbles_lost,0,,,,,
player,201811250den,pit,SmitJu00,pass_cmp,0,,,,,
player,201811250den,pit,SmitJu00,pass_att,0,,,,,
player,201811250den,pit,SmitJu00,pass_yds,0,,,,,
player,201811250den,pit,SmitJu00,pass_td,0,,,,,
player,201811250den,pit,SmitJu00,pass_int,0,,,,,
player,201811250den,pit,SmitJu00,pass_sacked,0,,,,,
player,201811250den,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201811250den,pit,SmitJu00,pass_long,0,,,,,
player,201811250den,pit,SmitJu00,pass_rating,,,,,,
player,201811250den,pit,SmitJu00,rush_att,0,,,,,
player,201811250den,pit,SmitJu00,rush_yds,0,,,,,
player,201811250den,pit,SmitJu00,rush_td,0,,,,,
player,201811250den,pit,SmitJu00,rush_long,0,,,,,
player,201811250den,pit,SmitJu00,targets,17,,,,,
player,201811250den,pit,SmitJu00,rec,13,,,,,
player,201811250den,pit,SmitJu00,rec_yds,189,,,,,
player,201811250den,pit,SmitJu00,rec_td,1,,,,,
player,201811250den,pit,SmitJu00,rec_long,97,,,,,
player,201811250den,pit,SmitJu00,fumbles,0,,,,,
player,201811250den,pit,SmitJu00,fumbles_lost,0,,,,,
player,201811250den,pit,JameJe00,pass_cmp,0,,,,,
player,201811250den,pit,JameJe00,pass_att,0,,,,,
player,201811250den,pit,JameJe00,pass_yds,0,,,,,
player,201811250den,pit,JameJe00,pass_td,0,,,,,
player,201811250den,pit,JameJe00,pass_int,0,,,,,
player,201811250den,pit,JameJe00,pass_sacked,0,,,,,
player,201811250den,pit,JameJe00,pass_sacked_yds,0,,,,,
player,201811250den,pit,JameJe00,pass_long,0,,,,,
player,201811250den,pit,JameJe00,pass_rating,,,,,,
player,201811250den,pit,JameJe00,rush_att,0,,,,,
player,201811250den,pit,JameJe00,rush_yds,0,,,,,
player,201811250den,pit,JameJe00,rush_td,0,,,,,
player,201811250den,pit,JameJe00,rush_long,0,,,,,
player,201811250den,pit,JameJe00,targets,4,,,,,
