game,2018,1,20180909,201809090gnb,chi,"Chicago Bears",23,gnb,"Green Bay Packers",24
team,201809090gnb,chi,First Downs,18,,,,,,
team,201809090gnb,gnb,First Downs,16,,,,,,
team,201809090gnb,chi,Rush-Yds-TDs,27-139-1,,,,,,
team,201809090gnb,gnb,Rush-Yds-TDs,18-69-0,,,,,,
team,201809090gnb,chi,Cmp-Att-Yd-TD-INT,23-35-171-0-0,,,,,,
team,201809090gnb,gnb,Cmp-Att-Yd-TD-INT,24-37-341-3-1,,,,,,
team,201809090gnb,chi,Sacked-Yards,4-16,,,,,,
team,201809090gnb,gnb,Sacked-Yards,4-40,,,,,,
team,201809090gnb,chi,Net Pass Yards,155,,,,,,
team,201809090gnb,gnb,Net Pass Yards,301,,,,,,
team,201809090gnb,chi,Total Yards,294,,,,,,
team,201809090gnb,gnb,Total Yards,370,,,,,,
team,201809090gnb,chi,Fumbles-Lost,2-1,,,,,,
team,201809090gnb,gnb,Fumbles-Lost,2-1,,,,,,
team,201809090gnb,chi,Turnovers,1,,,,,,
team,201809090gnb,gnb,Turnovers,2,,,,,,
team,201809090gnb,chi,Penalties-Yards,5-35,,,,,,
team,201809090gnb,gnb,Penalties-Yards,8-72,,,,,,
team,201809090gnb,chi,Third Down Conv.,7-17,,,,,,
team,201809090gnb,gnb,Third Down Conv.,5-13,,,,,,
team,201809090gnb,chi,Fourth Down Conv.,0-2,,,,,,
team,201809090gnb,gnb,Fourth Down Conv.,0-1,,,,,,
team,201809090gnb,chi,Time of Possession,33:22,,,,,,
team,201809090gnb,gnb,Time of Possession,26:38,,,,,,
player,201809090gnb,chi,TrubMi00,pass_cmp,23,,,,,
player,201809090gnb,chi,TrubMi00,pass_att,35,,,,,
player,201809090gnb,chi,TrubMi00,pass_yds,171,,,,,
player,201809090gnb,chi,TrubMi00,pass_td,0,,,,,
player,201809090gnb,chi,TrubMi00,pass_int,0,,,,,
player,201809090gnb,chi,TrubMi00,pass_sacked,4,,,,,
player,201809090gnb,chi,TrubMi00,pass_sacked_yds,16,,,,,
player,201809090gnb,chi,TrubMi00,pass_long,33,,,,,
player,201809090gnb,chi,TrubMi00,pass_rating,77.2,,,,,
player,201809090gnb,chi,TrubMi00,rush_att,7,,,,,
player,201809090gnb,chi,TrubMi00,rush_yds,32,,,,,
player,201809090gnb,chi,TrubMi00,rush_td,1,,,,,
player,201809090gnb,chi,TrubMi00,rush_long,9,,,,,
player,201809090gnb,chi,TrubMi00,targets,0,,,,,
player,201809090gnb,chi,TrubMi00,rec,0,,,,,
player,201809090gnb,chi,TrubMi00,rec_yds,0,,,,,
player,201809090gnb,chi,TrubMi00,rec_td,0,,,,,
player,201809090gnb,chi,TrubMi00,rec_long,0,,,,,
player,201809090gnb,chi,TrubMi00,fumbles,2,,,,,
player,201809090gnb,chi,TrubMi00,fumbles_lost,1,,,,,
player,201809090gnb,chi,HowaJo00,pass_cmp,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_att,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_yds,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_td,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_int,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_sacked,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_long,0,,,,,
player,201809090gnb,chi,HowaJo00,pass_rating,,,,,,
player,201809090gnb,chi,HowaJo00,rush_att,15,,,,,
player,201809090gnb,chi,HowaJo00,rush_yds,82,,,,,
player,201809090gnb,chi,HowaJo00,rush_td,0,,,,,
player,201809090gnb,chi,HowaJo00,rush_long,16,,,,,
player,201809090gnb,chi,HowaJo00,targets,5,,,,,
player,201809090gnb,chi,HowaJo00,rec,5,,,,,
player,201809090gnb,chi,HowaJo00,rec_yds,25,,,,,
player,201809090gnb,chi,HowaJo00,rec_td,0,,,,,
player,201809090gnb,chi,HowaJo00,rec_long,7,,,,,
player,201809090gnb,chi,HowaJo00,fumbles,0,,,,,
player,201809090gnb,chi,HowaJo00,fumbles_lost,0,,,,,
player,201809090gnb,chi,CoheTa00,pass_cmp,0,,,,,
player,201809090gnb,chi,CoheTa00,pass_att,0,,,,,
player,201809090gnb,chi,CoheTa00,pass_yds,0,,,,,
