game,2018,11,20181115,201811150sea,gnb,"Green Bay Packers",24,sea,"Seattle Seahawks",27
player,201811150sea,gnb,MartBl01,def_int_yds,0,,,,,
player,201811150sea,gnb,MartBl01,def_int_td,0,,,,,
player,201811150sea,gnb,MartBl01,def_int_long,0,,,,,
player,201811150sea,gnb,MartBl01,pass_defended,0,,,,,
player,201811150sea,gnb,MartBl01,sacks,0.0,,,,,
player,201811150sea,gnb,MartBl01,tackles_combined,6,,,,,
player,201811150sea,gnb,MartBl01,tackles_solo,2,,,,,
player,201811150sea,gnb,MartBl01,tackles_assists,4,,,,,
player,201811150sea,gnb,MartBl01,tackles_loss,1,,,,,
player,201811150sea,gnb,MartBl01,qb_hits,0,,,,,
player,201811150sea,gnb,MartBl01,fumbles_rec,0,,,,,
player,201811150sea,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,MartBl01,fumbles_forced,0,,,,,
player,201811150sea,gnb,MattCl99,def_int,0,,,,,
player,201811150sea,gnb,MattCl99,def_int_yds,0,,,,,
player,201811150sea,gnb,MattCl99,def_int_td,0,,,,,
player,201811150sea,gnb,MattCl99,def_int_long,0,,,,,
player,201811150sea,gnb,MattCl99,pass_defended,0,,,,,
player,201811150sea,gnb,MattCl99,sacks,0.0,,,,,
player,201811150sea,gnb,MattCl99,tackles_combined,5,,,,,
player,201811150sea,gnb,MattCl99,tackles_solo,3,,,,,
player,201811150sea,gnb,MattCl99,tackles_assists,2,,,,,
player,201811150sea,gnb,MattCl99,tackles_loss,1,,,,,
player,201811150sea,gnb,MattCl99,qb_hits,1,,,,,
player,201811150sea,gnb,MattCl99,fumbles_rec,0,,,,,
player,201811150sea,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,MattCl99,fumbles_forced,1,,,,,
player,201811150sea,gnb,ClarKe01,def_int,0,,,,,
player,201811150sea,gnb,ClarKe01,def_int_yds,0,,,,,
player,201811150sea,gnb,ClarKe01,def_int_td,0,,,,,
player,201811150sea,gnb,ClarKe01,def_int_long,0,,,,,
player,201811150sea,gnb,ClarKe01,pass_defended,0,,,,,
player,201811150sea,gnb,ClarKe01,sacks,0.0,,,,,
player,201811150sea,gnb,ClarKe01,tackles_combined,4,,,,,
player,201811150sea,gnb,ClarKe01,tackles_solo,2,,,,,
player,201811150sea,gnb,ClarKe01,tackles_assists,2,,,,,
player,201811150sea,gnb,ClarKe01,tackles_loss,1,,,,,
player,201811150sea,gnb,ClarKe01,qb_hits,0,,,,,
player,201811150sea,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201811150sea,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201811150sea,gnb,MorrAn01,def_int,0,,,,,
player,201811150sea,gnb,MorrAn01,def_int_yds,0,,,,,
player,201811150sea,gnb,MorrAn01,def_int_td,0,,,,,
player,201811150sea,gnb,MorrAn01,def_int_long,0,,,,,
player,201811150sea,gnb,MorrAn01,pass_defended,0,,,,,
player,201811150sea,gnb,MorrAn01,sacks,0.0,,,,,
player,201811150sea,gnb,MorrAn01,tackles_combined,4,,,,,
player,201811150sea,gnb,MorrAn01,tackles_solo,1,,,,,
player,201811150sea,gnb,MorrAn01,tackles_assists,3,,,,,
player,201811150sea,gnb,MorrAn01,tackles_loss,0,,,,,
player,201811150sea,gnb,MorrAn01,qb_hits,0,,,,,
player,201811150sea,gnb,MorrAn01,fumbles_rec,0,,,,,
player,201811150sea,gnb,MorrAn01,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,MorrAn01,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,MorrAn01,fumbles_forced,0,,,,,
player,201811150sea,gnb,BreeBa00,def_int,0,,,,,
player,201811150sea,gnb,BreeBa00,def_int_yds,0,,,,,
player,201811150sea,gnb,BreeBa00,def_int_td,0,,,,,
player,201811150sea,gnb,BreeBa00,def_int_long,0,,,,,
player,201811150sea,gnb,BreeBa00,pass_defended,1,,,,,
player,201811150sea,gnb,BreeBa00,sacks,0.0,,,,,
player,201811150sea,gnb,BreeBa00,tackles_combined,3,,,,,
player,201811150sea,gnb,BreeBa00,tackles_solo,3,,,,,
player,201811150sea,gnb,BreeBa00,tackles_assists,0,,,,,
player,201811150sea,gnb,BreeBa00,tackles_loss,0,,,,,
player,201811150sea,gnb,BreeBa00,qb_hits,0,,,,,
player,201811150sea,gnb,BreeBa00,fumbles_rec,0,,,,,
player,201811150sea,gnb,BreeBa00,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,BreeBa00,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,BreeBa00,fumbles_forced,0,,,,,
player,201811150sea,gnb,BrowTo01,def_int,0,,,,,
player,201811150sea,gnb,BrowTo01,def_int_yds,0,,,,,
player,201811150sea,gnb,BrowTo01,def_int_td,0,,,,,
player,201811150sea,gnb,BrowTo01,def_int_long,0,,,,,
player,201811150sea,gnb,BrowTo01,pass_defended,1,,,,,
player,201811150sea,gnb,BrowTo01,sacks,0.0,,,,,
player,201811150sea,gnb,BrowTo01,tackles_combined,3,,,,,
player,201811150sea,gnb,BrowTo01,tackles_solo,3,,,,,
player,201811150sea,gnb,BrowTo01,tackles_assists,0,,,,,
player,201811150sea,gnb,BrowTo01,tackles_loss,0,,,,,
player,201811150sea,gnb,BrowTo01,qb_hits,0,,,,,
player,201811150sea,gnb,BrowTo01,fumbles_rec,0,,,,,
player,201811150sea,gnb,BrowTo01,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,BrowTo01,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,BrowTo01,fumbles_forced,1,,,,,
player,201811150sea,gnb,GilbRe01,def_int,0,,,,,
player,201811150sea,gnb,GilbRe01,def_int_yds,0,,,,,
player,201811150sea,gnb,GilbRe01,def_int_td,0,,,,,
player,201811150sea,gnb,GilbRe01,def_int_long,0,,,,,
player,201811150sea,gnb,GilbRe01,pass_defended,0,,,,,
player,201811150sea,gnb,GilbRe01,sacks,0.0,,,,,
player,201811150sea,gnb,GilbRe01,tackles_combined,3,,,,,
player,201811150sea,gnb,GilbRe01,tackles_solo,3,,,,,
player,201811150sea,gnb,GilbRe01,tackles_assists,0,,,,,
player,201811150sea,gnb,GilbRe01,tackles_loss,0,,,,,
player,201811150sea,gnb,GilbRe01,qb_hits,0,,,,,
player,201811150sea,gnb,GilbRe01,fumbles_rec,0,,,,,
player,201811150sea,gnb,GilbRe01,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,GilbRe01,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,GilbRe01,fumbles_forced,0,,,,,
player,201811150sea,gnb,CampIb00,def_int,0,,,,,
player,201811150sea,gnb,CampIb00,def_int_yds,0,,,,,
player,201811150sea,gnb,CampIb00,def_int_td,0,,,,,
player,201811150sea,gnb,CampIb00,def_int_long,0,,,,,
player,201811150sea,gnb,CampIb00,pass_defended,0,,,,,
player,201811150sea,gnb,CampIb00,sacks,0.0,,,,,
player,201811150sea,gnb,CampIb00,tackles_combined,2,,,,,
player,201811150sea,gnb,CampIb00,tackles_solo,2,,,,,
player,201811150sea,gnb,CampIb00,tackles_assists,0,,,,,
player,201811150sea,gnb,CampIb00,tackles_loss,0,,,,,
player,201811150sea,gnb,CampIb00,qb_hits,0,,,,,
player,201811150sea,gnb,CampIb00,fumbles_rec,0,,,,,
player,201811150sea,gnb,CampIb00,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,CampIb00,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,CampIb00,fumbles_forced,0,,,,,
player,201811150sea,gnb,GreeRa02,def_int,0,,,,,
player,201811150sea,gnb,GreeRa02,def_int_yds,0,,,,,
player,201811150sea,gnb,GreeRa02,def_int_td,0,,,,,
player,201811150sea,gnb,GreeRa02,def_int_long,0,,,,,
player,201811150sea,gnb,GreeRa02,pass_defended,0,,,,,
player,201811150sea,gnb,GreeRa02,sacks,0.0,,,,,
player,201811150sea,gnb,GreeRa02,tackles_combined,2,,,,,
player,201811150sea,gnb,GreeRa02,tackles_solo,1,,,,,
player,201811150sea,gnb,GreeRa02,tackles_assists,1,,,,,
player,201811150sea,gnb,GreeRa02,tackles_loss,0,,,,,
player,201811150sea,gnb,GreeRa02,qb_hits,0,,,,,
player,201811150sea,gnb,GreeRa02,fumbles_rec,0,,,,,
player,201811150sea,gnb,GreeRa02,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,GreeRa02,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,GreeRa02,fumbles_forced,0,,,,,
player,201811150sea,gnb,JackJo01,def_int,0,,,,,
player,201811150sea,gnb,JackJo01,def_int_yds,0,,,,,
player,201811150sea,gnb,JackJo01,def_int_td,0,,,,,
player,201811150sea,gnb,JackJo01,def_int_long,0,,,,,
player,201811150sea,gnb,JackJo01,pass_defended,0,,,,,
player,201811150sea,gnb,JackJo01,sacks,0.0,,,,,
player,201811150sea,gnb,JackJo01,tackles_combined,2,,,,,
player,201811150sea,gnb,JackJo01,tackles_solo,2,,,,,
player,201811150sea,gnb,JackJo01,tackles_assists,0,,,,,
player,201811150sea,gnb,JackJo01,tackles_loss,0,,,,,
player,201811150sea,gnb,JackJo01,qb_hits,0,,,,,
player,201811150sea,gnb,JackJo01,fumbles_rec,0,,,,,
player,201811150sea,gnb,JackJo01,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,JackJo01,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,JackJo01,fumbles_forced,0,,,,,
player,201811150sea,gnb,LowrDe00,def_int,0,,,,,
player,201811150sea,gnb,LowrDe00,def_int_yds,0,,,,,
player,201811150sea,gnb,LowrDe00,def_int_td,0,,,,,
player,201811150sea,gnb,LowrDe00,def_int_long,0,,,,,
player,201811150sea,gnb,LowrDe00,pass_defended,0,,,,,
player,201811150sea,gnb,LowrDe00,sacks,0.0,,,,,
player,201811150sea,gnb,LowrDe00,tackles_combined,2,,,,,
player,201811150sea,gnb,LowrDe00,tackles_solo,1,,,,,
player,201811150sea,gnb,LowrDe00,tackles_assists,1,,,,,
player,201811150sea,gnb,LowrDe00,tackles_loss,0,,,,,
player,201811150sea,gnb,LowrDe00,qb_hits,0,,,,,
player,201811150sea,gnb,LowrDe00,fumbles_rec,0,,,,,
player,201811150sea,gnb,LowrDe00,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,LowrDe00,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,LowrDe00,fumbles_forced,0,,,,,
player,201811150sea,gnb,DaviTr03,def_int,0,,,,,
player,201811150sea,gnb,DaviTr03,def_int_yds,0,,,,,
player,201811150sea,gnb,DaviTr03,def_int_td,0,,,,,
player,201811150sea,gnb,DaviTr03,def_int_long,0,,,,,
player,201811150sea,gnb,DaviTr03,pass_defended,0,,,,,
player,201811150sea,gnb,DaviTr03,sacks,0.0,,,,,
player,201811150sea,gnb,DaviTr03,tackles_combined,1,,,,,
player,201811150sea,gnb,DaviTr03,tackles_solo,1,,,,,
player,201811150sea,gnb,DaviTr03,tackles_assists,0,,,,,
player,201811150sea,gnb,DaviTr03,tackles_loss,0,,,,,
player,201811150sea,gnb,DaviTr03,qb_hits,0,,,,,
player,201811150sea,gnb,DaviTr03,fumbles_rec,0,,,,,
player,201811150sea,gnb,DaviTr03,fumbles_rec_yds,0,,,,,
player,201811150sea,gnb,DaviTr03,fumbles_rec_td,0,,,,,
player,201811150sea,gnb,DaviTr03,fumbles_forced,0,,,,,
player,201811150sea,sea,ClarFr01,def_int,0,,,,,
player,201811150sea,sea,ClarFr01,def_int_yds,0,,,,,
player,201811150sea,sea,ClarFr01,def_int_td,0,,,,,
player,201811150sea,sea,ClarFr01,def_int_long,0,,,,,
player,201811150sea,sea,ClarFr01,pass_defended,0,,,,,
player,201811150sea,sea,ClarFr01,sacks,2.0,,,,,
player,201811150sea,sea,ClarFr01,tackles_combined,4,,,,,
player,201811150sea,sea,ClarFr01,tackles_solo,3,,,,,
player,201811150sea,sea,ClarFr01,tackles_assists,1,,,,,
player,201811150sea,sea,ClarFr01,tackles_loss,1,,,,,
player,201811150sea,sea,ClarFr01,qb_hits,2,,,,,
player,201811150sea,sea,ClarFr01,fumbles_rec,0,,,,,
player,201811150sea,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201811150sea,sea,ClarFr01,fumbles_forced,0,,,,,
player,201811150sea,sea,GreeRa01,def_int,0,,,,,
player,201811150sea,sea,GreeRa01,def_int_yds,0,,,,,
player,201811150sea,sea,GreeRa01,def_int_td,0,,,,,
player,201811150sea,sea,GreeRa01,def_int_long,0,,,,,
player,201811150sea,sea,GreeRa01,pass_defended,0,,,,,
player,201811150sea,sea,GreeRa01,sacks,1.0,,,,,
player,201811150sea,sea,GreeRa01,tackles_combined,2,,,,,
player,201811150sea,sea,GreeRa01,tackles_solo,1,,,,,
player,201811150sea,sea,GreeRa01,tackles_assists,1,,,,,
player,201811150sea,sea,GreeRa01,tackles_loss,1,,,,,
player,201811150sea,sea,GreeRa01,qb_hits,1,,,,,
player,201811150sea,sea,GreeRa01,fumbles_rec,0,,,,,
player,201811150sea,sea,GreeRa01,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,GreeRa01,fumbles_rec_td,0,,,,,
player,201811150sea,sea,GreeRa01,fumbles_forced,0,,,,,
player,201811150sea,sea,MartJa02,def_int,0,,,,,
player,201811150sea,sea,MartJa02,def_int_yds,0,,,,,
player,201811150sea,sea,MartJa02,def_int_td,0,,,,,
player,201811150sea,sea,MartJa02,def_int_long,0,,,,,
player,201811150sea,sea,MartJa02,pass_defended,0,,,,,
player,201811150sea,sea,MartJa02,sacks,1.0,,,,,
player,201811150sea,sea,MartJa02,tackles_combined,1,,,,,
player,201811150sea,sea,MartJa02,tackles_solo,1,,,,,
player,201811150sea,sea,MartJa02,tackles_assists,0,,,,,
player,201811150sea,sea,MartJa02,tackles_loss,1,,,,,
player,201811150sea,sea,MartJa02,qb_hits,1,,,,,
player,201811150sea,sea,MartJa02,fumbles_rec,0,,,,,
player,201811150sea,sea,MartJa02,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,MartJa02,fumbles_rec_td,0,,,,,
player,201811150sea,sea,MartJa02,fumbles_forced,0,,,,,
player,201811150sea,sea,CaliAu00,def_int,0,,,,,
player,201811150sea,sea,CaliAu00,def_int_yds,0,,,,,
player,201811150sea,sea,CaliAu00,def_int_td,0,,,,,
player,201811150sea,sea,CaliAu00,def_int_long,0,,,,,
player,201811150sea,sea,CaliAu00,pass_defended,0,,,,,
player,201811150sea,sea,CaliAu00,sacks,0.5,,,,,
player,201811150sea,sea,CaliAu00,tackles_combined,5,,,,,
player,201811150sea,sea,CaliAu00,tackles_solo,1,,,,,
player,201811150sea,sea,CaliAu00,tackles_assists,4,,,,,
player,201811150sea,sea,CaliAu00,tackles_loss,0,,,,,
player,201811150sea,sea,CaliAu00,qb_hits,1,,,,,
player,201811150sea,sea,CaliAu00,fumbles_rec,0,,,,,
player,201811150sea,sea,CaliAu00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,CaliAu00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,CaliAu00,fumbles_forced,0,,,,,
player,201811150sea,sea,ReedJa02,def_int,0,,,,,
player,201811150sea,sea,ReedJa02,def_int_yds,0,,,,,
player,201811150sea,sea,ReedJa02,def_int_td,0,,,,,
player,201811150sea,sea,ReedJa02,def_int_long,0,,,,,
player,201811150sea,sea,ReedJa02,pass_defended,0,,,,,
player,201811150sea,sea,ReedJa02,sacks,0.5,,,,,
player,201811150sea,sea,ReedJa02,tackles_combined,2,,,,,
player,201811150sea,sea,ReedJa02,tackles_solo,0,,,,,
player,201811150sea,sea,ReedJa02,tackles_assists,2,,,,,
player,201811150sea,sea,ReedJa02,tackles_loss,0,,,,,
player,201811150sea,sea,ReedJa02,qb_hits,2,,,,,
player,201811150sea,sea,ReedJa02,fumbles_rec,0,,,,,
player,201811150sea,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201811150sea,sea,ReedJa02,fumbles_forced,0,,,,,
player,201811150sea,sea,WagnBo00,def_int,0,,,,,
player,201811150sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201811150sea,sea,WagnBo00,def_int_td,0,,,,,
player,201811150sea,sea,WagnBo00,def_int_long,0,,,,,
player,201811150sea,sea,WagnBo00,pass_defended,0,,,,,
player,201811150sea,sea,WagnBo00,sacks,0.0,,,,,
player,201811150sea,sea,WagnBo00,tackles_combined,9,,,,,
player,201811150sea,sea,WagnBo00,tackles_solo,6,,,,,
player,201811150sea,sea,WagnBo00,tackles_assists,3,,,,,
player,201811150sea,sea,WagnBo00,tackles_loss,1,,,,,
player,201811150sea,sea,WagnBo00,qb_hits,0,,,,,
player,201811150sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201811150sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201811150sea,sea,FlowTr01,def_int,0,,,,,
player,201811150sea,sea,FlowTr01,def_int_yds,0,,,,,
player,201811150sea,sea,FlowTr01,def_int_td,0,,,,,
player,201811150sea,sea,FlowTr01,def_int_long,0,,,,,
player,201811150sea,sea,FlowTr01,pass_defended,0,,,,,
player,201811150sea,sea,FlowTr01,sacks,0.0,,,,,
player,201811150sea,sea,FlowTr01,tackles_combined,6,,,,,
player,201811150sea,sea,FlowTr01,tackles_solo,3,,,,,
player,201811150sea,sea,FlowTr01,tackles_assists,3,,,,,
player,201811150sea,sea,FlowTr01,tackles_loss,0,,,,,
player,201811150sea,sea,FlowTr01,qb_hits,0,,,,,
player,201811150sea,sea,FlowTr01,fumbles_rec,0,,,,,
player,201811150sea,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201811150sea,sea,FlowTr01,fumbles_forced,0,,,,,
player,201811150sea,sea,ColeJu01,def_int,0,,,,,
player,201811150sea,sea,ColeJu01,def_int_yds,0,,,,,
player,201811150sea,sea,ColeJu01,def_int_td,0,,,,,
player,201811150sea,sea,ColeJu01,def_int_long,0,,,,,
player,201811150sea,sea,ColeJu01,pass_defended,0,,,,,
player,201811150sea,sea,ColeJu01,sacks,0.0,,,,,
player,201811150sea,sea,ColeJu01,tackles_combined,5,,,,,
player,201811150sea,sea,ColeJu01,tackles_solo,2,,,,,
player,201811150sea,sea,ColeJu01,tackles_assists,3,,,,,
player,201811150sea,sea,ColeJu01,tackles_loss,0,,,,,
player,201811150sea,sea,ColeJu01,qb_hits,0,,,,,
player,201811150sea,sea,ColeJu01,fumbles_rec,0,,,,,
player,201811150sea,sea,ColeJu01,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,ColeJu01,fumbles_rec_td,0,,,,,
player,201811150sea,sea,ColeJu01,fumbles_forced,0,,,,,
player,201811150sea,sea,GrifSh00,def_int,0,,,,,
player,201811150sea,sea,GrifSh00,def_int_yds,0,,,,,
player,201811150sea,sea,GrifSh00,def_int_td,0,,,,,
player,201811150sea,sea,GrifSh00,def_int_long,0,,,,,
player,201811150sea,sea,GrifSh00,pass_defended,0,,,,,
player,201811150sea,sea,GrifSh00,sacks,0.0,,,,,
player,201811150sea,sea,GrifSh00,tackles_combined,4,,,,,
player,201811150sea,sea,GrifSh00,tackles_solo,4,,,,,
player,201811150sea,sea,GrifSh00,tackles_assists,0,,,,,
player,201811150sea,sea,GrifSh00,tackles_loss,0,,,,,
player,201811150sea,sea,GrifSh00,qb_hits,0,,,,,
player,201811150sea,sea,GrifSh00,fumbles_rec,0,,,,,
player,201811150sea,sea,GrifSh00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,GrifSh00,fumbles_forced,0,,,,,
player,201811150sea,sea,MingBa00,def_int,0,,,,,
player,201811150sea,sea,MingBa00,def_int_yds,0,,,,,
player,201811150sea,sea,MingBa00,def_int_td,0,,,,,
player,201811150sea,sea,MingBa00,def_int_long,0,,,,,
player,201811150sea,sea,MingBa00,pass_defended,0,,,,,
player,201811150sea,sea,MingBa00,sacks,0.0,,,,,
player,201811150sea,sea,MingBa00,tackles_combined,4,,,,,
player,201811150sea,sea,MingBa00,tackles_solo,1,,,,,
player,201811150sea,sea,MingBa00,tackles_assists,3,,,,,
player,201811150sea,sea,MingBa00,tackles_loss,0,,,,,
player,201811150sea,sea,MingBa00,qb_hits,0,,,,,
player,201811150sea,sea,MingBa00,fumbles_rec,0,,,,,
player,201811150sea,sea,MingBa00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,MingBa00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,MingBa00,fumbles_forced,0,,,,,
player,201811150sea,sea,McDoBr01,def_int,0,,,,,
player,201811150sea,sea,McDoBr01,def_int_yds,0,,,,,
player,201811150sea,sea,McDoBr01,def_int_td,0,,,,,
player,201811150sea,sea,McDoBr01,def_int_long,0,,,,,
player,201811150sea,sea,McDoBr01,pass_defended,0,,,,,
player,201811150sea,sea,McDoBr01,sacks,0.0,,,,,
player,201811150sea,sea,McDoBr01,tackles_combined,3,,,,,
player,201811150sea,sea,McDoBr01,tackles_solo,2,,,,,
player,201811150sea,sea,McDoBr01,tackles_assists,1,,,,,
player,201811150sea,sea,McDoBr01,tackles_loss,0,,,,,
player,201811150sea,sea,McDoBr01,qb_hits,0,,,,,
player,201811150sea,sea,McDoBr01,fumbles_rec,0,,,,,
player,201811150sea,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201811150sea,sea,McDoBr01,fumbles_forced,0,,,,,
player,201811150sea,sea,MaddTr01,def_int,0,,,,,
player,201811150sea,sea,MaddTr01,def_int_yds,0,,,,,
player,201811150sea,sea,MaddTr01,def_int_td,0,,,,,
player,201811150sea,sea,MaddTr01,def_int_long,0,,,,,
player,201811150sea,sea,MaddTr01,pass_defended,0,,,,,
player,201811150sea,sea,MaddTr01,sacks,0.0,,,,,
player,201811150sea,sea,MaddTr01,tackles_combined,2,,,,,
player,201811150sea,sea,MaddTr01,tackles_solo,0,,,,,
player,201811150sea,sea,MaddTr01,tackles_assists,2,,,,,
player,201811150sea,sea,MaddTr01,tackles_loss,0,,,,,
player,201811150sea,sea,MaddTr01,qb_hits,0,,,,,
player,201811150sea,sea,MaddTr01,fumbles_rec,0,,,,,
player,201811150sea,sea,MaddTr01,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,MaddTr01,fumbles_rec_td,0,,,,,
player,201811150sea,sea,MaddTr01,fumbles_forced,0,,,,,
player,201811150sea,sea,ThomTe00,def_int,0,,,,,
player,201811150sea,sea,ThomTe00,def_int_yds,0,,,,,
player,201811150sea,sea,ThomTe00,def_int_td,0,,,,,
player,201811150sea,sea,ThomTe00,def_int_long,0,,,,,
player,201811150sea,sea,ThomTe00,pass_defended,0,,,,,
player,201811150sea,sea,ThomTe00,sacks,0.0,,,,,
player,201811150sea,sea,ThomTe00,tackles_combined,2,,,,,
player,201811150sea,sea,ThomTe00,tackles_solo,1,,,,,
player,201811150sea,sea,ThomTe00,tackles_assists,1,,,,,
player,201811150sea,sea,ThomTe00,tackles_loss,0,,,,,
player,201811150sea,sea,ThomTe00,qb_hits,0,,,,,
player,201811150sea,sea,ThomTe00,fumbles_rec,0,,,,,
player,201811150sea,sea,ThomTe00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,ThomTe00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,ThomTe00,fumbles_forced,0,,,,,
player,201811150sea,sea,DickEd00,def_int,0,,,,,
player,201811150sea,sea,DickEd00,def_int_yds,0,,,,,
player,201811150sea,sea,DickEd00,def_int_td,0,,,,,
player,201811150sea,sea,DickEd00,def_int_long,0,,,,,
player,201811150sea,sea,DickEd00,pass_defended,0,,,,,
player,201811150sea,sea,DickEd00,sacks,0.0,,,,,
player,201811150sea,sea,DickEd00,tackles_combined,1,,,,,
player,201811150sea,sea,DickEd00,tackles_solo,1,,,,,
player,201811150sea,sea,DickEd00,tackles_assists,0,,,,,
player,201811150sea,sea,DickEd00,tackles_loss,0,,,,,
player,201811150sea,sea,DickEd00,qb_hits,0,,,,,
player,201811150sea,sea,DickEd00,fumbles_rec,0,,,,,
player,201811150sea,sea,DickEd00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,DickEd00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,DickEd00,fumbles_forced,0,,,,,
player,201811150sea,sea,JackBr04,def_int,0,,,,,
player,201811150sea,sea,JackBr04,def_int_yds,0,,,,,
player,201811150sea,sea,JackBr04,def_int_td,0,,,,,
player,201811150sea,sea,JackBr04,def_int_long,0,,,,,
player,201811150sea,sea,JackBr04,pass_defended,0,,,,,
player,201811150sea,sea,JackBr04,sacks,0.0,,,,,
player,201811150sea,sea,JackBr04,tackles_combined,1,,,,,
player,201811150sea,sea,JackBr04,tackles_solo,1,,,,,
player,201811150sea,sea,JackBr04,tackles_assists,0,,,,,
player,201811150sea,sea,JackBr04,tackles_loss,0,,,,,
player,201811150sea,sea,JackBr04,qb_hits,0,,,,,
player,201811150sea,sea,JackBr04,fumbles_rec,0,,,,,
player,201811150sea,sea,JackBr04,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,JackBr04,fumbles_rec_td,0,,,,,
player,201811150sea,sea,JackBr04,fumbles_forced,0,,,,,
player,201811150sea,sea,JeffQu00,def_int,0,,,,,
player,201811150sea,sea,JeffQu00,def_int_yds,0,,,,,
player,201811150sea,sea,JeffQu00,def_int_td,0,,,,,
player,201811150sea,sea,JeffQu00,def_int_long,0,,,,,
player,201811150sea,sea,JeffQu00,pass_defended,0,,,,,
player,201811150sea,sea,JeffQu00,sacks,0.0,,,,,
player,201811150sea,sea,JeffQu00,tackles_combined,1,,,,,
player,201811150sea,sea,JeffQu00,tackles_solo,0,,,,,
player,201811150sea,sea,JeffQu00,tackles_assists,1,,,,,
player,201811150sea,sea,JeffQu00,tackles_loss,0,,,,,
player,201811150sea,sea,JeffQu00,qb_hits,0,,,,,
player,201811150sea,sea,JeffQu00,fumbles_rec,0,,,,,
player,201811150sea,sea,JeffQu00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,JeffQu00,fumbles_rec_td,0,,,,,
player,201811150sea,sea,JeffQu00,fumbles_forced,0,,,,,
player,201811150sea,sea,StepSh00,def_int,0,,,,,
player,201811150sea,sea,StepSh00,def_int_yds,0,,,,,
player,201811150sea,sea,StepSh00,def_int_td,0,,,,,
player,201811150sea,sea,StepSh00,def_int_long,0,,,,,
player,201811150sea,sea,StepSh00,pass_defended,0,,,,,
player,201811150sea,sea,StepSh00,sacks,0.0,,,,,
player,201811150sea,sea,StepSh00,tackles_combined,1,,,,,
player,201811150sea,sea,StepSh00,tackles_solo,0,,,,,
player,201811150sea,sea,StepSh00,tackles_assists,1,,,,,
player,201811150sea,sea,StepSh00,tackles_loss,0,,,,,
player,201811150sea,sea,StepSh00,qb_hits,0,,,,,
player,201811150sea,sea,StepSh00,fumbles_rec,0,,,,,
player,201811150sea,sea,StepSh00,fumbles_rec_yds,0,,,,,
player,201811150sea,sea,StepSh00,fumbles_rec_td,0,,,,,
