game,2018,2,20180916,201809160dal,nyg,"New York Giants",13,dal,"Dallas Cowboys",20
team,201809160dal,nyg,First Downs,17,,,,,,
team,201809160dal,dal,First Downs,16,,,,,,
team,201809160dal,nyg,Rush-Yds-TDs,17-35-0,,,,,,
team,201809160dal,dal,Rush-Yds-TDs,25-138-1,,,,,,
team,201809160dal,nyg,Cmp-Att-Yd-TD-INT,33-44-279-1-0,,,,,,
team,201809160dal,dal,Cmp-Att-Yd-TD-INT,16-25-160-1-0,,,,,,
team,201809160dal,nyg,Sacked-Yards,6-59,,,,,,
team,201809160dal,dal,Sacked-Yards,0-0,,,,,,
team,201809160dal,nyg,Net Pass Yards,220,,,,,,
team,201809160dal,dal,Net Pass Yards,160,,,,,,
team,201809160dal,nyg,Total Yards,255,,,,,,
team,201809160dal,dal,Total Yards,298,,,,,,
team,201809160dal,nyg,Fumbles-Lost,1-1,,,,,,
team,201809160dal,dal,Fumbles-Lost,1-0,,,,,,
team,201809160dal,nyg,Turnovers,1,,,,,,
team,201809160dal,dal,Turnovers,0,,,,,,
team,201809160dal,nyg,Penalties-Yards,3-24,,,,,,
team,201809160dal,dal,Penalties-Yards,6-47,,,,,,
team,201809160dal,nyg,Third Down Conv.,8-17,,,,,,
team,201809160dal,dal,Third Down Conv.,3-10,,,,,,
team,201809160dal,nyg,Fourth Down Conv.,2-2,,,,,,
team,201809160dal,dal,Fourth Down Conv.,1-1,,,,,,
team,201809160dal,nyg,Time of Possession,32:12,,,,,,
team,201809160dal,dal,Time of Possession,27:48,,,,,,
player,201809160dal,nyg,MannEl00,pass_cmp,33,,,,,
player,201809160dal,nyg,MannEl00,pass_att,44,,,,,
player,201809160dal,nyg,MannEl00,pass_yds,279,,,,,
player,201809160dal,nyg,MannEl00,pass_td,1,,,,,
player,201809160dal,nyg,MannEl00,pass_int,0,,,,,
player,201809160dal,nyg,MannEl00,pass_sacked,6,,,,,
player,201809160dal,nyg,MannEl00,pass_sacked_yds,59,,,,,
player,201809160dal,nyg,MannEl00,pass_long,37,,,,,
player,201809160dal,nyg,MannEl00,pass_rating,98.6,,,,,
player,201809160dal,nyg,MannEl00,rush_att,3,,,,,
player,201809160dal,nyg,MannEl00,rush_yds,4,,,,,
player,201809160dal,nyg,MannEl00,rush_td,0,,,,,
player,201809160dal,nyg,MannEl00,rush_long,2,,,,,
player,201809160dal,nyg,MannEl00,targets,0,,,,,
player,201809160dal,nyg,MannEl00,rec,0,,,,,
player,201809160dal,nyg,MannEl00,rec_yds,0,,,,,
player,201809160dal,nyg,MannEl00,rec_td,0,,,,,
player,201809160dal,nyg,MannEl00,rec_long,0,,,,,
player,201809160dal,nyg,MannEl00,fumbles,1,,,,,
player,201809160dal,nyg,MannEl00,fumbles_lost,1,,,,,
player,201809160dal,nyg,BarkSa00,pass_cmp,0,,,,,
player,201809160dal,nyg,BarkSa00,pass_att,0,,,,,
player,201809160dal,nyg,BarkSa00,pass_yds,0,,,,,
player,201809160dal,nyg,BarkSa00,pass_td,0,,,,,
