game,2018,12,20181125,201811250sdg,crd,"Arizona Cardinals",10,sdg,"Los Angeles Chargers",45
player,201811250sdg,crd,ColeDe00,rush_yds,0,,,,,
player,201811250sdg,crd,ColeDe00,rush_td,0,,,,,
player,201811250sdg,crd,ColeDe00,rush_long,0,,,,,
player,201811250sdg,crd,ColeDe00,targets,1,,,,,
player,201811250sdg,crd,ColeDe00,rec,0,,,,,
player,201811250sdg,crd,ColeDe00,rec_yds,0,,,,,
player,201811250sdg,crd,ColeDe00,rec_td,0,,,,,
player,201811250sdg,crd,ColeDe00,rec_long,0,,,,,
player,201811250sdg,crd,ColeDe00,fumbles,0,,,,,
player,201811250sdg,crd,ColeDe00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,RivePh00,pass_cmp,28,,,,,
player,201811250sdg,sdg,RivePh00,pass_att,29,,,,,
player,201811250sdg,sdg,RivePh00,pass_yds,259,,,,,
player,201811250sdg,sdg,RivePh00,pass_td,3,,,,,
player,201811250sdg,sdg,RivePh00,pass_int,0,,,,,
player,201811250sdg,sdg,RivePh00,pass_sacked,4,,,,,
player,201811250sdg,sdg,RivePh00,pass_sacked_yds,23,,,,,
player,201811250sdg,sdg,RivePh00,pass_long,27,,,,,
player,201811250sdg,sdg,RivePh00,pass_rating,138.4,,,,,
player,201811250sdg,sdg,RivePh00,rush_att,1,,,,,
player,201811250sdg,sdg,RivePh00,rush_yds,3,,,,,
player,201811250sdg,sdg,RivePh00,rush_td,0,,,,,
player,201811250sdg,sdg,RivePh00,rush_long,3,,,,,
player,201811250sdg,sdg,RivePh00,targets,0,,,,,
player,201811250sdg,sdg,RivePh00,rec,0,,,,,
player,201811250sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201811250sdg,sdg,RivePh00,rec_td,0,,,,,
player,201811250sdg,sdg,RivePh00,rec_long,0,,,,,
player,201811250sdg,sdg,RivePh00,fumbles,1,,,,,
player,201811250sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201811250sdg,sdg,SmitGe00,pass_cmp,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_att,3,,,,,
player,201811250sdg,sdg,SmitGe00,pass_yds,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_td,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_int,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_sacked,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_long,0,,,,,
player,201811250sdg,sdg,SmitGe00,pass_rating,39.6,,,,,
player,201811250sdg,sdg,SmitGe00,rush_att,3,,,,,
player,201811250sdg,sdg,SmitGe00,rush_yds,7,,,,,
player,201811250sdg,sdg,SmitGe00,rush_td,0,,,,,
player,201811250sdg,sdg,SmitGe00,rush_long,9,,,,,
player,201811250sdg,sdg,SmitGe00,targets,0,,,,,
player,201811250sdg,sdg,SmitGe00,rec,0,,,,,
player,201811250sdg,sdg,SmitGe00,rec_yds,0,,,,,
player,201811250sdg,sdg,SmitGe00,rec_td,0,,,,,
player,201811250sdg,sdg,SmitGe00,rec_long,0,,,,,
player,201811250sdg,sdg,SmitGe00,fumbles,0,,,,,
player,201811250sdg,sdg,SmitGe00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_att,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_td,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_int,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_long,0,,,,,
player,201811250sdg,sdg,GordMe00,pass_rating,,,,,,
player,201811250sdg,sdg,GordMe00,rush_att,10,,,,,
player,201811250sdg,sdg,GordMe00,rush_yds,61,,,,,
player,201811250sdg,sdg,GordMe00,rush_td,2,,,,,
player,201811250sdg,sdg,GordMe00,rush_long,28,,,,,
player,201811250sdg,sdg,GordMe00,targets,2,,,,,
player,201811250sdg,sdg,GordMe00,rec,2,,,,,
player,201811250sdg,sdg,GordMe00,rec_yds,5,,,,,
player,201811250sdg,sdg,GordMe00,rec_td,0,,,,,
player,201811250sdg,sdg,GordMe00,rec_long,5,,,,,
player,201811250sdg,sdg,GordMe00,fumbles,0,,,,,
player,201811250sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_cmp,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_att,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_yds,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_td,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_int,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_sacked,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_long,0,,,,,
player,201811250sdg,sdg,JackJu01,pass_rating,,,,,,
player,201811250sdg,sdg,JackJu01,rush_att,7,,,,,
player,201811250sdg,sdg,JackJu01,rush_yds,57,,,,,
player,201811250sdg,sdg,JackJu01,rush_td,0,,,,,
player,201811250sdg,sdg,JackJu01,rush_long,20,,,,,
player,201811250sdg,sdg,JackJu01,targets,0,,,,,
player,201811250sdg,sdg,JackJu01,rec,0,,,,,
player,201811250sdg,sdg,JackJu01,rec_yds,0,,,,,
player,201811250sdg,sdg,JackJu01,rec_td,0,,,,,
player,201811250sdg,sdg,JackJu01,rec_long,0,,,,,
player,201811250sdg,sdg,JackJu01,fumbles,0,,,,,
player,201811250sdg,sdg,JackJu01,fumbles_lost,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201811250sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201811250sdg,sdg,EkelAu00,rush_att,5,,,,,
player,201811250sdg,sdg,EkelAu00,rush_yds,35,,,,,
player,201811250sdg,sdg,EkelAu00,rush_td,1,,,,,
player,201811250sdg,sdg,EkelAu00,rush_long,13,,,,,
player,201811250sdg,sdg,EkelAu00,targets,11,,,,,
player,201811250sdg,sdg,EkelAu00,rec,10,,,,,
player,201811250sdg,sdg,EkelAu00,rec_yds,68,,,,,
player,201811250sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201811250sdg,sdg,EkelAu00,rec_long,15,,,,,
player,201811250sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201811250sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_cmp,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_att,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_yds,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_td,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_int,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_sacked,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_long,0,,,,,
player,201811250sdg,sdg,NewsDe00,pass_rating,,,,,,
player,201811250sdg,sdg,NewsDe00,rush_att,4,,,,,
player,201811250sdg,sdg,NewsDe00,rush_yds,15,,,,,
player,201811250sdg,sdg,NewsDe00,rush_td,0,,,,,
player,201811250sdg,sdg,NewsDe00,rush_long,6,,,,,
player,201811250sdg,sdg,NewsDe00,targets,0,,,,,
player,201811250sdg,sdg,NewsDe00,rec,0,,,,,
player,201811250sdg,sdg,NewsDe00,rec_yds,0,,,,,
player,201811250sdg,sdg,NewsDe00,rec_td,0,,,,,
player,201811250sdg,sdg,NewsDe00,rec_long,0,,,,,
player,201811250sdg,sdg,NewsDe00,fumbles,0,,,,,
player,201811250sdg,sdg,NewsDe00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201811250sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201811250sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201811250sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201811250sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201811250sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201811250sdg,sdg,AlleKe00,targets,7,,,,,
player,201811250sdg,sdg,AlleKe00,rec,7,,,,,
player,201811250sdg,sdg,AlleKe00,rec_yds,72,,,,,
player,201811250sdg,sdg,AlleKe00,rec_td,1,,,,,
player,201811250sdg,sdg,AlleKe00,rec_long,20,,,,,
player,201811250sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201811250sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201811250sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201811250sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201811250sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201811250sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201811250sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201811250sdg,sdg,BenjTr00,targets,3,,,,,
player,201811250sdg,sdg,BenjTr00,rec,3,,,,,
player,201811250sdg,sdg,BenjTr00,rec_yds,47,,,,,
player,201811250sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201811250sdg,sdg,BenjTr00,rec_long,27,,,,,
player,201811250sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201811250sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_att,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_td,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_int,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_long,0,,,,,
player,201811250sdg,sdg,WillMi07,pass_rating,,,,,,
player,201811250sdg,sdg,WillMi07,rush_att,0,,,,,
player,201811250sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201811250sdg,sdg,WillMi07,rush_td,0,,,,,
player,201811250sdg,sdg,WillMi07,rush_long,0,,,,,
player,201811250sdg,sdg,WillMi07,targets,4,,,,,
player,201811250sdg,sdg,WillMi07,rec,4,,,,,
player,201811250sdg,sdg,WillMi07,rec_yds,25,,,,,
player,201811250sdg,sdg,WillMi07,rec_td,2,,,,,
player,201811250sdg,sdg,WillMi07,rec_long,10,,,,,
player,201811250sdg,sdg,WillMi07,fumbles,0,,,,,
player,201811250sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_cmp,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_att,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_yds,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_td,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_int,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_sacked,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_long,0,,,,,
player,201811250sdg,sdg,CulkSe00,pass_rating,,,,,,
player,201811250sdg,sdg,CulkSe00,rush_att,0,,,,,
player,201811250sdg,sdg,CulkSe00,rush_yds,0,,,,,
player,201811250sdg,sdg,CulkSe00,rush_td,0,,,,,
player,201811250sdg,sdg,CulkSe00,rush_long,0,,,,,
player,201811250sdg,sdg,CulkSe00,targets,1,,,,,
player,201811250sdg,sdg,CulkSe00,rec,1,,,,,
player,201811250sdg,sdg,CulkSe00,rec_yds,24,,,,,
player,201811250sdg,sdg,CulkSe00,rec_td,0,,,,,
player,201811250sdg,sdg,CulkSe00,rec_long,24,,,,,
player,201811250sdg,sdg,CulkSe00,fumbles,0,,,,,
player,201811250sdg,sdg,CulkSe00,fumbles_lost,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_att,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_td,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_int,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_long,0,,,,,
player,201811250sdg,sdg,GateAn00,pass_rating,,,,,,
player,201811250sdg,sdg,GateAn00,rush_att,0,,,,,
player,201811250sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201811250sdg,sdg,GateAn00,rush_td,0,,,,,
player,201811250sdg,sdg,GateAn00,rush_long,0,,,,,
