game,2018,12,20181125,201811250sdg,crd,"Arizona Cardinals",10,sdg,"Los Angeles Chargers",45
team,201811250sdg,crd,First Downs,10,,,,,,
team,201811250sdg,sdg,First Downs,30,,,,,,
team,201811250sdg,crd,Rush-Yds-TDs,24-62-0,,,,,,
team,201811250sdg,sdg,Rush-Yds-TDs,30-178-3,,,,,,
team,201811250sdg,crd,Cmp-Att-Yd-TD-INT,12-19-105-1-1,,,,,,
team,201811250sdg,sdg,Cmp-Att-Yd-TD-INT,28-32-259-3-0,,,,,,
team,201811250sdg,crd,Sacked-Yards,2-18,,,,,,
team,201811250sdg,sdg,Sacked-Yards,4-23,,,,,,
team,201811250sdg,crd,Net Pass Yards,87,,,,,,
team,201811250sdg,sdg,Net Pass Yards,236,,,,,,
team,201811250sdg,crd,Total Yards,149,,,,,,
team,201811250sdg,sdg,Total Yards,414,,,,,,
team,201811250sdg,crd,Fumbles-Lost,1-0,,,,,,
team,201811250sdg,sdg,Fumbles-Lost,1-1,,,,,,
team,201811250sdg,crd,Turnovers,1,,,,,,
team,201811250sdg,sdg,Turnovers,1,,,,,,
team,201811250sdg,crd,Penalties-Yards,3-35,,,,,,
team,201811250sdg,sdg,Penalties-Yards,4-30,,,,,,
team,201811250sdg,crd,Third Down Conv.,4-12,,,,,,
team,201811250sdg,sdg,Third Down Conv.,3-7,,,,,,
team,201811250sdg,crd,Fourth Down Conv.,0-1,,,,,,
team,201811250sdg,sdg,Fourth Down Conv.,1-1,,,,,,
team,201811250sdg,crd,Time of Possession,24:42,,,,,,
team,201811250sdg,sdg,Time of Possession,35:18,,,,,,
player,201811250sdg,crd,RoseJo01,pass_cmp,12,,,,,
player,201811250sdg,crd,RoseJo01,pass_att,19,,,,,
player,201811250sdg,crd,RoseJo01,pass_yds,105,,,,,
player,201811250sdg,crd,RoseJo01,pass_td,1,,,,,
player,201811250sdg,crd,RoseJo01,pass_int,1,,,,,
player,201811250sdg,crd,RoseJo01,pass_sacked,2,,,,,
player,201811250sdg,crd,RoseJo01,pass_sacked_yds,18,,,,,
player,201811250sdg,crd,RoseJo01,pass_long,25,,,,,
player,201811250sdg,crd,RoseJo01,pass_rating,73.4,,,,,
player,201811250sdg,crd,RoseJo01,rush_att,2,,,,,
player,201811250sdg,crd,RoseJo01,rush_yds,-1,,,,,
player,201811250sdg,crd,RoseJo01,rush_td,0,,,,,
player,201811250sdg,crd,RoseJo01,rush_long,0,,,,,
player,201811250sdg,crd,RoseJo01,targets,0,,,,,
player,201811250sdg,crd,RoseJo01,rec,0,,,,,
player,201811250sdg,crd,RoseJo01,rec_yds,0,,,,,
player,201811250sdg,crd,RoseJo01,rec_td,0,,,,,
player,201811250sdg,crd,RoseJo01,rec_long,0,,,,,
player,201811250sdg,crd,RoseJo01,fumbles,1,,,,,
player,201811250sdg,crd,RoseJo01,fumbles_lost,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_cmp,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_att,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_yds,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_td,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_int,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_sacked,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_long,0,,,,,
player,201811250sdg,crd,JohnDa08,pass_rating,,,,,,
player,201811250sdg,crd,JohnDa08,rush_att,17,,,,,
player,201811250sdg,crd,JohnDa08,rush_yds,63,,,,,
player,201811250sdg,crd,JohnDa08,rush_td,0,,,,,
player,201811250sdg,crd,JohnDa08,rush_long,12,,,,,
player,201811250sdg,crd,JohnDa08,targets,3,,,,,
player,201811250sdg,crd,JohnDa08,rec,2,,,,,
player,201811250sdg,crd,JohnDa08,rec_yds,16,,,,,
player,201811250sdg,crd,JohnDa08,rec_td,0,,,,,
player,201811250sdg,crd,JohnDa08,rec_long,17,,,,,
player,201811250sdg,crd,JohnDa08,fumbles,0,,,,,
player,201811250sdg,crd,JohnDa08,fumbles_lost,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_cmp,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_att,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_yds,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_td,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_int,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_sacked,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_long,0,,,,,
player,201811250sdg,crd,KirkCh01,pass_rating,,,,,,
player,201811250sdg,crd,KirkCh01,rush_att,0,,,,,
player,201811250sdg,crd,KirkCh01,rush_yds,0,,,,,
player,201811250sdg,crd,KirkCh01,rush_td,0,,,,,
player,201811250sdg,crd,KirkCh01,rush_long,0,,,,,
player,201811250sdg,crd,KirkCh01,targets,6,,,,,
player,201811250sdg,crd,KirkCh01,rec,4,,,,,
player,201811250sdg,crd,KirkCh01,rec_yds,41,,,,,
player,201811250sdg,crd,KirkCh01,rec_td,0,,,,,
player,201811250sdg,crd,KirkCh01,rec_long,17,,,,,
player,201811250sdg,crd,KirkCh01,fumbles,0,,,,,
player,201811250sdg,crd,KirkCh01,fumbles_lost,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_cmp,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_att,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_yds,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_td,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_int,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_sacked,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_long,0,,,,,
player,201811250sdg,crd,FitzLa00,pass_rating,,,,,,
player,201811250sdg,crd,FitzLa00,rush_att,0,,,,,
player,201811250sdg,crd,FitzLa00,rush_yds,0,,,,,
player,201811250sdg,crd,FitzLa00,rush_td,0,,,,,
player,201811250sdg,crd,FitzLa00,rush_long,0,,,,,
player,201811250sdg,crd,FitzLa00,targets,2,,,,,
player,201811250sdg,crd,FitzLa00,rec,2,,,,,
player,201811250sdg,crd,FitzLa00,rec_yds,30,,,,,
player,201811250sdg,crd,FitzLa00,rec_td,1,,,,,
player,201811250sdg,crd,FitzLa00,rec_long,25,,,,,
player,201811250sdg,crd,FitzLa00,fumbles,0,,,,,
player,201811250sdg,crd,FitzLa00,fumbles_lost,0,,,,,
player,201811250sdg,crd,SherTr00,pass_cmp,0,,,,,
player,201811250sdg,crd,SherTr00,pass_att,0,,,,,
player,201811250sdg,crd,SherTr00,pass_yds,0,,,,,
player,201811250sdg,crd,SherTr00,pass_td,0,,,,,
player,201811250sdg,crd,SherTr00,pass_int,0,,,,,
player,201811250sdg,crd,SherTr00,pass_sacked,0,,,,,
player,201811250sdg,crd,SherTr00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,SherTr00,pass_long,0,,,,,
player,201811250sdg,crd,SherTr00,pass_rating,,,,,,
player,201811250sdg,crd,SherTr00,rush_att,0,,,,,
player,201811250sdg,crd,SherTr00,rush_yds,0,,,,,
player,201811250sdg,crd,SherTr00,rush_td,0,,,,,
player,201811250sdg,crd,SherTr00,rush_long,0,,,,,
player,201811250sdg,crd,SherTr00,targets,1,,,,,
player,201811250sdg,crd,SherTr00,rec,1,,,,,
player,201811250sdg,crd,SherTr00,rec_yds,6,,,,,
player,201811250sdg,crd,SherTr00,rec_td,0,,,,,
player,201811250sdg,crd,SherTr00,rec_long,6,,,,,
player,201811250sdg,crd,SherTr00,fumbles,0,,,,,
player,201811250sdg,crd,SherTr00,fumbles_lost,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_cmp,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_att,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_yds,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_td,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_int,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_sacked,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_long,0,,,,,
player,201811250sdg,crd,LogaT.00,pass_rating,,,,,,
player,201811250sdg,crd,LogaT.00,rush_att,0,,,,,
player,201811250sdg,crd,LogaT.00,rush_yds,0,,,,,
player,201811250sdg,crd,LogaT.00,rush_td,0,,,,,
player,201811250sdg,crd,LogaT.00,rush_long,0,,,,,
player,201811250sdg,crd,LogaT.00,targets,1,,,,,
player,201811250sdg,crd,LogaT.00,rec,1,,,,,
player,201811250sdg,crd,LogaT.00,rec_yds,5,,,,,
player,201811250sdg,crd,LogaT.00,rec_td,0,,,,,
player,201811250sdg,crd,LogaT.00,rec_long,5,,,,,
player,201811250sdg,crd,LogaT.00,fumbles,0,,,,,
player,201811250sdg,crd,LogaT.00,fumbles_lost,0,,,,,
player,201811250sdg,crd,SealRi00,pass_cmp,0,,,,,
player,201811250sdg,crd,SealRi00,pass_att,0,,,,,
player,201811250sdg,crd,SealRi00,pass_yds,0,,,,,
player,201811250sdg,crd,SealRi00,pass_td,0,,,,,
player,201811250sdg,crd,SealRi00,pass_int,0,,,,,
player,201811250sdg,crd,SealRi00,pass_sacked,0,,,,,
player,201811250sdg,crd,SealRi00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,SealRi00,pass_long,0,,,,,
player,201811250sdg,crd,SealRi00,pass_rating,,,,,,
player,201811250sdg,crd,SealRi00,rush_att,0,,,,,
player,201811250sdg,crd,SealRi00,rush_yds,0,,,,,
player,201811250sdg,crd,SealRi00,rush_td,0,,,,,
player,201811250sdg,crd,SealRi00,rush_long,0,,,,,
player,201811250sdg,crd,SealRi00,targets,2,,,,,
player,201811250sdg,crd,SealRi00,rec,1,,,,,
player,201811250sdg,crd,SealRi00,rec_yds,5,,,,,
player,201811250sdg,crd,SealRi00,rec_td,0,,,,,
player,201811250sdg,crd,SealRi00,rec_long,5,,,,,
player,201811250sdg,crd,SealRi00,fumbles,0,,,,,
player,201811250sdg,crd,SealRi00,fumbles_lost,0,,,,,
player,201811250sdg,crd,GresJe00,pass_cmp,0,,,,,
player,201811250sdg,crd,GresJe00,pass_att,0,,,,,
player,201811250sdg,crd,GresJe00,pass_yds,0,,,,,
player,201811250sdg,crd,GresJe00,pass_td,0,,,,,
player,201811250sdg,crd,GresJe00,pass_int,0,,,,,
player,201811250sdg,crd,GresJe00,pass_sacked,0,,,,,
player,201811250sdg,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,GresJe00,pass_long,0,,,,,
player,201811250sdg,crd,GresJe00,pass_rating,,,,,,
player,201811250sdg,crd,GresJe00,rush_att,0,,,,,
player,201811250sdg,crd,GresJe00,rush_yds,0,,,,,
player,201811250sdg,crd,GresJe00,rush_td,0,,,,,
player,201811250sdg,crd,GresJe00,rush_long,0,,,,,
player,201811250sdg,crd,GresJe00,targets,1,,,,,
player,201811250sdg,crd,GresJe00,rec,1,,,,,
player,201811250sdg,crd,GresJe00,rec_yds,2,,,,,
player,201811250sdg,crd,GresJe00,rec_td,0,,,,,
player,201811250sdg,crd,GresJe00,rec_long,2,,,,,
player,201811250sdg,crd,GresJe00,fumbles,0,,,,,
player,201811250sdg,crd,GresJe00,fumbles_lost,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_cmp,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_att,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_yds,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_td,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_int,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_sacked,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_long,0,,,,,
player,201811250sdg,crd,EdmoCh00,pass_rating,,,,,,
player,201811250sdg,crd,EdmoCh00,rush_att,5,,,,,
player,201811250sdg,crd,EdmoCh00,rush_yds,0,,,,,
player,201811250sdg,crd,EdmoCh00,rush_td,0,,,,,
player,201811250sdg,crd,EdmoCh00,rush_long,2,,,,,
player,201811250sdg,crd,EdmoCh00,targets,0,,,,,
player,201811250sdg,crd,EdmoCh00,rec,0,,,,,
player,201811250sdg,crd,EdmoCh00,rec_yds,0,,,,,
player,201811250sdg,crd,EdmoCh00,rec_td,0,,,,,
player,201811250sdg,crd,EdmoCh00,rec_long,0,,,,,
player,201811250sdg,crd,EdmoCh00,fumbles,0,,,,,
player,201811250sdg,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_cmp,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_att,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_yds,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_td,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_int,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_sacked,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_sacked_yds,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_long,0,,,,,
player,201811250sdg,crd,ColeDe00,pass_rating,,,,,,
player,201811250sdg,crd,ColeDe00,rush_att,0,,,,,
