game,2018,10,20181111,201811110rai,sdg,"Los Angeles Chargers",20,rai,"Oakland Raiders",6
player,201811110rai,sdg,WillTy00,pass_yds,0,,,,,
player,201811110rai,sdg,WillTy00,pass_td,0,,,,,
player,201811110rai,sdg,WillTy00,pass_int,0,,,,,
player,201811110rai,sdg,WillTy00,pass_sacked,0,,,,,
player,201811110rai,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201811110rai,sdg,WillTy00,pass_long,0,,,,,
player,201811110rai,sdg,WillTy00,pass_rating,,,,,,
player,201811110rai,sdg,WillTy00,rush_att,0,,,,,
player,201811110rai,sdg,WillTy00,rush_yds,0,,,,,
player,201811110rai,sdg,WillTy00,rush_td,0,,,,,
player,201811110rai,sdg,WillTy00,rush_long,0,,,,,
player,201811110rai,sdg,WillTy00,targets,6,,,,,
player,201811110rai,sdg,WillTy00,rec,4,,,,,
player,201811110rai,sdg,WillTy00,rec_yds,46,,,,,
player,201811110rai,sdg,WillTy00,rec_td,0,,,,,
player,201811110rai,sdg,WillTy00,rec_long,31,,,,,
player,201811110rai,sdg,WillTy00,fumbles,0,,,,,
player,201811110rai,sdg,WillTy00,fumbles_lost,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_cmp,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_att,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_yds,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_td,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_int,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_sacked,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_long,0,,,,,
player,201811110rai,sdg,GreeVi00,pass_rating,,,,,,
player,201811110rai,sdg,GreeVi00,rush_att,0,,,,,
player,201811110rai,sdg,GreeVi00,rush_yds,0,,,,,
player,201811110rai,sdg,GreeVi00,rush_td,0,,,,,
player,201811110rai,sdg,GreeVi00,rush_long,0,,,,,
player,201811110rai,sdg,GreeVi00,targets,3,,,,,
player,201811110rai,sdg,GreeVi00,rec,2,,,,,
player,201811110rai,sdg,GreeVi00,rec_yds,30,,,,,
player,201811110rai,sdg,GreeVi00,rec_td,0,,,,,
player,201811110rai,sdg,GreeVi00,rec_long,23,,,,,
player,201811110rai,sdg,GreeVi00,fumbles,0,,,,,
player,201811110rai,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201811110rai,sdg,GateAn00,pass_cmp,0,,,,,
player,201811110rai,sdg,GateAn00,pass_att,0,,,,,
player,201811110rai,sdg,GateAn00,pass_yds,0,,,,,
player,201811110rai,sdg,GateAn00,pass_td,0,,,,,
player,201811110rai,sdg,GateAn00,pass_int,0,,,,,
player,201811110rai,sdg,GateAn00,pass_sacked,0,,,,,
player,201811110rai,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201811110rai,sdg,GateAn00,pass_long,0,,,,,
player,201811110rai,sdg,GateAn00,pass_rating,,,,,,
player,201811110rai,sdg,GateAn00,rush_att,0,,,,,
player,201811110rai,sdg,GateAn00,rush_yds,0,,,,,
player,201811110rai,sdg,GateAn00,rush_td,0,,,,,
player,201811110rai,sdg,GateAn00,rush_long,0,,,,,
player,201811110rai,sdg,GateAn00,targets,2,,,,,
player,201811110rai,sdg,GateAn00,rec,1,,,,,
player,201811110rai,sdg,GateAn00,rec_yds,18,,,,,
player,201811110rai,sdg,GateAn00,rec_td,0,,,,,
player,201811110rai,sdg,GateAn00,rec_long,18,,,,,
player,201811110rai,sdg,GateAn00,fumbles,0,,,,,
player,201811110rai,sdg,GateAn00,fumbles_lost,0,,,,,
player,201811110rai,sdg,WillMi07,pass_cmp,0,,,,,
player,201811110rai,sdg,WillMi07,pass_att,0,,,,,
player,201811110rai,sdg,WillMi07,pass_yds,0,,,,,
player,201811110rai,sdg,WillMi07,pass_td,0,,,,,
player,201811110rai,sdg,WillMi07,pass_int,0,,,,,
player,201811110rai,sdg,WillMi07,pass_sacked,0,,,,,
player,201811110rai,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201811110rai,sdg,WillMi07,pass_long,0,,,,,
player,201811110rai,sdg,WillMi07,pass_rating,,,,,,
player,201811110rai,sdg,WillMi07,rush_att,1,,,,,
player,201811110rai,sdg,WillMi07,rush_yds,0,,,,,
player,201811110rai,sdg,WillMi07,rush_td,0,,,,,
player,201811110rai,sdg,WillMi07,rush_long,0,,,,,
player,201811110rai,sdg,WillMi07,targets,0,,,,,
player,201811110rai,sdg,WillMi07,rec,0,,,,,
player,201811110rai,sdg,WillMi07,rec_yds,0,,,,,
player,201811110rai,sdg,WillMi07,rec_td,0,,,,,
player,201811110rai,sdg,WillMi07,rec_long,0,,,,,
player,201811110rai,sdg,WillMi07,fumbles,0,,,,,
player,201811110rai,sdg,WillMi07,fumbles_lost,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_cmp,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_att,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_yds,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_td,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_int,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_sacked,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_long,0,,,,,
player,201811110rai,sdg,BenjTr00,pass_rating,,,,,,
player,201811110rai,sdg,BenjTr00,rush_att,1,,,,,
player,201811110rai,sdg,BenjTr00,rush_yds,-2,,,,,
player,201811110rai,sdg,BenjTr00,rush_td,0,,,,,
player,201811110rai,sdg,BenjTr00,rush_long,-2,,,,,
player,201811110rai,sdg,BenjTr00,targets,0,,,,,
player,201811110rai,sdg,BenjTr00,rec,0,,,,,
player,201811110rai,sdg,BenjTr00,rec_yds,0,,,,,
player,201811110rai,sdg,BenjTr00,rec_td,0,,,,,
player,201811110rai,sdg,BenjTr00,rec_long,0,,,,,
player,201811110rai,sdg,BenjTr00,fumbles,0,,,,,
player,201811110rai,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201811110rai,rai,CarrDe02,pass_cmp,24,,,,,
player,201811110rai,rai,CarrDe02,pass_att,37,,,,,
player,201811110rai,rai,CarrDe02,pass_yds,243,,,,,
player,201811110rai,rai,CarrDe02,pass_td,0,,,,,
player,201811110rai,rai,CarrDe02,pass_int,0,,,,,
player,201811110rai,rai,CarrDe02,pass_sacked,4,,,,,
player,201811110rai,rai,CarrDe02,pass_sacked_yds,40,,,,,
player,201811110rai,rai,CarrDe02,pass_long,31,,,,,
player,201811110rai,rai,CarrDe02,pass_rating,83.5,,,,,
player,201811110rai,rai,CarrDe02,rush_att,2,,,,,
player,201811110rai,rai,CarrDe02,rush_yds,2,,,,,
player,201811110rai,rai,CarrDe02,rush_td,0,,,,,
player,201811110rai,rai,CarrDe02,rush_long,3,,,,,
player,201811110rai,rai,CarrDe02,targets,0,,,,,
player,201811110rai,rai,CarrDe02,rec,0,,,,,
player,201811110rai,rai,CarrDe02,rec_yds,0,,,,,
player,201811110rai,rai,CarrDe02,rec_td,0,,,,,
player,201811110rai,rai,CarrDe02,rec_long,0,,,,,
player,201811110rai,rai,CarrDe02,fumbles,1,,,,,
player,201811110rai,rai,CarrDe02,fumbles_lost,1,,,,,
player,201811110rai,rai,MartDo00,pass_cmp,0,,,,,
player,201811110rai,rai,MartDo00,pass_att,0,,,,,
player,201811110rai,rai,MartDo00,pass_yds,0,,,,,
player,201811110rai,rai,MartDo00,pass_td,0,,,,,
player,201811110rai,rai,MartDo00,pass_int,0,,,,,
player,201811110rai,rai,MartDo00,pass_sacked,0,,,,,
player,201811110rai,rai,MartDo00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,MartDo00,pass_long,0,,,,,
player,201811110rai,rai,MartDo00,pass_rating,,,,,,
player,201811110rai,rai,MartDo00,rush_att,15,,,,,
player,201811110rai,rai,MartDo00,rush_yds,61,,,,,
player,201811110rai,rai,MartDo00,rush_td,0,,,,,
player,201811110rai,rai,MartDo00,rush_long,16,,,,,
player,201811110rai,rai,MartDo00,targets,3,,,,,
player,201811110rai,rai,MartDo00,rec,3,,,,,
player,201811110rai,rai,MartDo00,rec_yds,31,,,,,
player,201811110rai,rai,MartDo00,rec_td,0,,,,,
player,201811110rai,rai,MartDo00,rec_long,23,,,,,
player,201811110rai,rai,MartDo00,fumbles,0,,,,,
player,201811110rai,rai,MartDo00,fumbles_lost,0,,,,,
player,201811110rai,rai,TownJo01,pass_cmp,0,,,,,
player,201811110rai,rai,TownJo01,pass_att,0,,,,,
player,201811110rai,rai,TownJo01,pass_yds,0,,,,,
player,201811110rai,rai,TownJo01,pass_td,0,,,,,
player,201811110rai,rai,TownJo01,pass_int,0,,,,,
player,201811110rai,rai,TownJo01,pass_sacked,0,,,,,
player,201811110rai,rai,TownJo01,pass_sacked_yds,0,,,,,
player,201811110rai,rai,TownJo01,pass_long,0,,,,,
player,201811110rai,rai,TownJo01,pass_rating,,,,,,
player,201811110rai,rai,TownJo01,rush_att,1,,,,,
player,201811110rai,rai,TownJo01,rush_yds,42,,,,,
player,201811110rai,rai,TownJo01,rush_td,0,,,,,
player,201811110rai,rai,TownJo01,rush_long,42,,,,,
player,201811110rai,rai,TownJo01,targets,0,,,,,
player,201811110rai,rai,TownJo01,rec,0,,,,,
player,201811110rai,rai,TownJo01,rec_yds,0,,,,,
player,201811110rai,rai,TownJo01,rec_td,0,,,,,
player,201811110rai,rai,TownJo01,rec_long,0,,,,,
player,201811110rai,rai,TownJo01,fumbles,0,,,,,
player,201811110rai,rai,TownJo01,fumbles_lost,0,,,,,
player,201811110rai,rai,RichJa01,pass_cmp,0,,,,,
player,201811110rai,rai,RichJa01,pass_att,0,,,,,
player,201811110rai,rai,RichJa01,pass_yds,0,,,,,
player,201811110rai,rai,RichJa01,pass_td,0,,,,,
player,201811110rai,rai,RichJa01,pass_int,0,,,,,
player,201811110rai,rai,RichJa01,pass_sacked,0,,,,,
player,201811110rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201811110rai,rai,RichJa01,pass_long,0,,,,,
player,201811110rai,rai,RichJa01,pass_rating,,,,,,
player,201811110rai,rai,RichJa01,rush_att,3,,,,,
player,201811110rai,rai,RichJa01,rush_yds,7,,,,,
player,201811110rai,rai,RichJa01,rush_td,0,,,,,
player,201811110rai,rai,RichJa01,rush_long,6,,,,,
player,201811110rai,rai,RichJa01,targets,6,,,,,
player,201811110rai,rai,RichJa01,rec,5,,,,,
player,201811110rai,rai,RichJa01,rec_yds,52,,,,,
player,201811110rai,rai,RichJa01,rec_td,0,,,,,
player,201811110rai,rai,RichJa01,rec_long,20,,,,,
player,201811110rai,rai,RichJa01,fumbles,0,,,,,
player,201811110rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201811110rai,rai,BryaMa00,pass_cmp,0,,,,,
player,201811110rai,rai,BryaMa00,pass_att,0,,,,,
player,201811110rai,rai,BryaMa00,pass_yds,0,,,,,
player,201811110rai,rai,BryaMa00,pass_td,0,,,,,
player,201811110rai,rai,BryaMa00,pass_int,0,,,,,
player,201811110rai,rai,BryaMa00,pass_sacked,0,,,,,
player,201811110rai,rai,BryaMa00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,BryaMa00,pass_long,0,,,,,
player,201811110rai,rai,BryaMa00,pass_rating,,,,,,
player,201811110rai,rai,BryaMa00,rush_att,1,,,,,
player,201811110rai,rai,BryaMa00,rush_yds,2,,,,,
player,201811110rai,rai,BryaMa00,rush_td,0,,,,,
player,201811110rai,rai,BryaMa00,rush_long,2,,,,,
player,201811110rai,rai,BryaMa00,targets,3,,,,,
player,201811110rai,rai,BryaMa00,rec,3,,,,,
player,201811110rai,rai,BryaMa00,rec_yds,17,,,,,
player,201811110rai,rai,BryaMa00,rec_td,0,,,,,
player,201811110rai,rai,BryaMa00,rec_long,8,,,,,
player,201811110rai,rai,BryaMa00,fumbles,0,,,,,
player,201811110rai,rai,BryaMa00,fumbles_lost,0,,,,,
player,201811110rai,rai,CookJa02,pass_cmp,0,,,,,
player,201811110rai,rai,CookJa02,pass_att,0,,,,,
player,201811110rai,rai,CookJa02,pass_yds,0,,,,,
player,201811110rai,rai,CookJa02,pass_td,0,,,,,
player,201811110rai,rai,CookJa02,pass_int,0,,,,,
player,201811110rai,rai,CookJa02,pass_sacked,0,,,,,
player,201811110rai,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201811110rai,rai,CookJa02,pass_long,0,,,,,
player,201811110rai,rai,CookJa02,pass_rating,,,,,,
player,201811110rai,rai,CookJa02,rush_att,0,,,,,
player,201811110rai,rai,CookJa02,rush_yds,0,,,,,
player,201811110rai,rai,CookJa02,rush_td,0,,,,,
player,201811110rai,rai,CookJa02,rush_long,0,,,,,
player,201811110rai,rai,CookJa02,targets,9,,,,,
player,201811110rai,rai,CookJa02,rec,4,,,,,
player,201811110rai,rai,CookJa02,rec_yds,52,,,,,
player,201811110rai,rai,CookJa02,rec_td,0,,,,,
player,201811110rai,rai,CookJa02,rec_long,31,,,,,
player,201811110rai,rai,CookJa02,fumbles,0,,,,,
player,201811110rai,rai,CookJa02,fumbles_lost,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_cmp,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_att,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_yds,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_td,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_int,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_sacked,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_long,0,,,,,
player,201811110rai,rai,LaFeBr00,pass_rating,,,,,,
player,201811110rai,rai,LaFeBr00,rush_att,0,,,,,
player,201811110rai,rai,LaFeBr00,rush_yds,0,,,,,
player,201811110rai,rai,LaFeBr00,rush_td,0,,,,,
player,201811110rai,rai,LaFeBr00,rush_long,0,,,,,
player,201811110rai,rai,LaFeBr00,targets,6,,,,,
player,201811110rai,rai,LaFeBr00,rec,4,,,,,
player,201811110rai,rai,LaFeBr00,rec_yds,47,,,,,
player,201811110rai,rai,LaFeBr00,rec_td,0,,,,,
player,201811110rai,rai,LaFeBr00,rec_long,15,,,,,
player,201811110rai,rai,LaFeBr00,fumbles,0,,,,,
player,201811110rai,rai,LaFeBr00,fumbles_lost,0,,,,,
player,201811110rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201811110rai,rai,RobeSe00,pass_att,0,,,,,
player,201811110rai,rai,RobeSe00,pass_yds,0,,,,,
player,201811110rai,rai,RobeSe00,pass_td,0,,,,,
player,201811110rai,rai,RobeSe00,pass_int,0,,,,,
player,201811110rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201811110rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,RobeSe00,pass_long,0,,,,,
player,201811110rai,rai,RobeSe00,pass_rating,,,,,,
player,201811110rai,rai,RobeSe00,rush_att,0,,,,,
player,201811110rai,rai,RobeSe00,rush_yds,0,,,,,
player,201811110rai,rai,RobeSe00,rush_td,0,,,,,
player,201811110rai,rai,RobeSe00,rush_long,0,,,,,
player,201811110rai,rai,RobeSe00,targets,3,,,,,
player,201811110rai,rai,RobeSe00,rec,3,,,,,
player,201811110rai,rai,RobeSe00,rec_yds,39,,,,,
player,201811110rai,rai,RobeSe00,rec_td,0,,,,,
player,201811110rai,rai,RobeSe00,rec_long,15,,,,,
player,201811110rai,rai,RobeSe00,fumbles,0,,,,,
player,201811110rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201811110rai,rai,CarrDe00,pass_cmp,0,,,,,
player,201811110rai,rai,CarrDe00,pass_att,0,,,,,
player,201811110rai,rai,CarrDe00,pass_yds,0,,,,,
player,201811110rai,rai,CarrDe00,pass_td,0,,,,,
player,201811110rai,rai,CarrDe00,pass_int,0,,,,,
player,201811110rai,rai,CarrDe00,pass_sacked,0,,,,,
player,201811110rai,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,CarrDe00,pass_long,0,,,,,
player,201811110rai,rai,CarrDe00,pass_rating,,,,,,
player,201811110rai,rai,CarrDe00,rush_att,0,,,,,
player,201811110rai,rai,CarrDe00,rush_yds,0,,,,,
player,201811110rai,rai,CarrDe00,rush_td,0,,,,,
player,201811110rai,rai,CarrDe00,rush_long,0,,,,,
player,201811110rai,rai,CarrDe00,targets,3,,,,,
player,201811110rai,rai,CarrDe00,rec,1,,,,,
player,201811110rai,rai,CarrDe00,rec_yds,5,,,,,
player,201811110rai,rai,CarrDe00,rec_td,0,,,,,
player,201811110rai,rai,CarrDe00,rec_long,5,,,,,
player,201811110rai,rai,CarrDe00,fumbles,0,,,,,
player,201811110rai,rai,CarrDe00,fumbles_lost,0,,,,,
player,201811110rai,rai,NelsJo00,pass_cmp,0,,,,,
player,201811110rai,rai,NelsJo00,pass_att,0,,,,,
player,201811110rai,rai,NelsJo00,pass_yds,0,,,,,
player,201811110rai,rai,NelsJo00,pass_td,0,,,,,
player,201811110rai,rai,NelsJo00,pass_int,0,,,,,
player,201811110rai,rai,NelsJo00,pass_sacked,0,,,,,
player,201811110rai,rai,NelsJo00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,NelsJo00,pass_long,0,,,,,
player,201811110rai,rai,NelsJo00,pass_rating,,,,,,
player,201811110rai,rai,NelsJo00,rush_att,0,,,,,
player,201811110rai,rai,NelsJo00,rush_yds,0,,,,,
player,201811110rai,rai,NelsJo00,rush_td,0,,,,,
player,201811110rai,rai,NelsJo00,rush_long,0,,,,,
player,201811110rai,rai,NelsJo00,targets,1,,,,,
player,201811110rai,rai,NelsJo00,rec,0,,,,,
player,201811110rai,rai,NelsJo00,rec_yds,0,,,,,
player,201811110rai,rai,NelsJo00,rec_td,0,,,,,
player,201811110rai,rai,NelsJo00,rec_long,0,,,,,
player,201811110rai,rai,NelsJo00,fumbles,0,,,,,
player,201811110rai,rai,NelsJo00,fumbles_lost,0,,,,,
player,201811110rai,rai,HarrDw00,pass_cmp,0,,,,,
player,201811110rai,rai,HarrDw00,pass_att,0,,,,,
player,201811110rai,rai,HarrDw00,pass_yds,0,,,,,
player,201811110rai,rai,HarrDw00,pass_td,0,,,,,
player,201811110rai,rai,HarrDw00,pass_int,0,,,,,
player,201811110rai,rai,HarrDw00,pass_sacked,0,,,,,
player,201811110rai,rai,HarrDw00,pass_sacked_yds,0,,,,,
player,201811110rai,rai,HarrDw00,pass_long,0,,,,,
player,201811110rai,rai,HarrDw00,pass_rating,,,,,,
player,201811110rai,rai,HarrDw00,rush_att,0,,,,,
player,201811110rai,rai,HarrDw00,rush_yds,0,,,,,
player,201811110rai,rai,HarrDw00,rush_td,0,,,,,
player,201811110rai,rai,HarrDw00,rush_long,0,,,,,
player,201811110rai,rai,HarrDw00,targets,1,,,,,
player,201811110rai,rai,HarrDw00,rec,1,,,,,
player,201811110rai,rai,HarrDw00,rec_yds,0,,,,,
player,201811110rai,rai,HarrDw00,rec_td,0,,,,,
player,201811110rai,rai,HarrDw00,rec_long,0,,,,,
player,201811110rai,rai,HarrDw00,fumbles,0,,,,,
player,201811110rai,rai,HarrDw00,fumbles_lost,0,,,,,
player,201811110rai,sdg,RochIs00,def_int,0,,,,,
player,201811110rai,sdg,RochIs00,def_int_yds,0,,,,,
player,201811110rai,sdg,RochIs00,def_int_td,0,,,,,
player,201811110rai,sdg,RochIs00,def_int_long,0,,,,,
player,201811110rai,sdg,RochIs00,pass_defended,0,,,,,
player,201811110rai,sdg,RochIs00,sacks,1.5,,,,,
player,201811110rai,sdg,RochIs00,tackles_combined,2,,,,,
player,201811110rai,sdg,RochIs00,tackles_solo,1,,,,,
player,201811110rai,sdg,RochIs00,tackles_assists,1,,,,,
