game,2018,15,20181216,201812160ram,phi,"Philadelphia Eagles",30,ram,"Los Angeles Rams",23
team,201812160ram,phi,First Downs,17,,,,,,
team,201812160ram,ram,First Downs,23,,,,,,
team,201812160ram,phi,Rush-Yds-TDs,30-111-3,,,,,,
team,201812160ram,ram,Rush-Yds-TDs,18-82-2,,,,,,
team,201812160ram,phi,Cmp-Att-Yd-TD-INT,24-31-270-0-1,,,,,,
team,201812160ram,ram,Cmp-Att-Yd-TD-INT,35-54-339-0-1,,,,,,
team,201812160ram,phi,Sacked-Yards,0-0,,,,,,
team,201812160ram,ram,Sacked-Yards,2-14,,,,,,
team,201812160ram,phi,Net Pass Yards,270,,,,,,
team,201812160ram,ram,Net Pass Yards,325,,,,,,
team,201812160ram,phi,Total Yards,381,,,,,,
team,201812160ram,ram,Total Yards,407,,,,,,
team,201812160ram,phi,Fumbles-Lost,0-0,,,,,,
team,201812160ram,ram,Fumbles-Lost,3-2,,,,,,
team,201812160ram,phi,Turnovers,1,,,,,,
team,201812160ram,ram,Turnovers,3,,,,,,
team,201812160ram,phi,Penalties-Yards,6-49,,,,,,
team,201812160ram,ram,Penalties-Yards,5-50,,,,,,
team,201812160ram,phi,Third Down Conv.,4-13,,,,,,
team,201812160ram,ram,Third Down Conv.,4-12,,,,,,
team,201812160ram,phi,Fourth Down Conv.,0-1,,,,,,
team,201812160ram,ram,Fourth Down Conv.,0-1,,,,,,
team,201812160ram,phi,Time of Possession,31:36,,,,,,
team,201812160ram,ram,Time of Possession,28:24,,,,,,
player,201812160ram,phi,FoleNi00,pass_cmp,24,,,,,
player,201812160ram,phi,FoleNi00,pass_att,31,,,,,
player,201812160ram,phi,FoleNi00,pass_yds,270,,,,,
player,201812160ram,phi,FoleNi00,pass_td,0,,,,,
player,201812160ram,phi,FoleNi00,pass_int,1,,,,,
player,201812160ram,phi,FoleNi00,pass_sacked,0,,,,,
player,201812160ram,phi,FoleNi00,pass_sacked_yds,0,,,,,
player,201812160ram,phi,FoleNi00,pass_long,50,,,,,
player,201812160ram,phi,FoleNi00,pass_rating,89.4,,,,,
player,201812160ram,phi,FoleNi00,rush_att,2,,,,,
player,201812160ram,phi,FoleNi00,rush_yds,5,,,,,
player,201812160ram,phi,FoleNi00,rush_td,0,,,,,
player,201812160ram,phi,FoleNi00,rush_long,3,,,,,
player,201812160ram,phi,FoleNi00,targets,0,,,,,
player,201812160ram,phi,FoleNi00,rec,0,,,,,
player,201812160ram,phi,FoleNi00,rec_yds,0,,,,,
player,201812160ram,phi,FoleNi00,rec_td,0,,,,,
player,201812160ram,phi,FoleNi00,rec_long,0,,,,,
player,201812160ram,phi,FoleNi00,fumbles,0,,,,,
player,201812160ram,phi,FoleNi00,fumbles_lost,0,,,,,
player,201812160ram,phi,SmalWe00,pass_cmp,0,,,,,
player,201812160ram,phi,SmalWe00,pass_att,0,,,,,
player,201812160ram,phi,SmalWe00,pass_yds,0,,,,,
player,201812160ram,phi,SmalWe00,pass_td,0,,,,,
player,201812160ram,phi,SmalWe00,pass_int,0,,,,,
player,201812160ram,phi,SmalWe00,pass_sacked,0,,,,,
player,201812160ram,phi,SmalWe00,pass_sacked_yds,0,,,,,
player,201812160ram,phi,SmalWe00,pass_long,0,,,,,
player,201812160ram,phi,SmalWe00,pass_rating,,,,,,
player,201812160ram,phi,SmalWe00,rush_att,10,,,,,
player,201812160ram,phi,SmalWe00,rush_yds,48,,,,,
player,201812160ram,phi,SmalWe00,rush_td,2,,,,,
player,201812160ram,phi,SmalWe00,rush_long,11,,,,,
player,201812160ram,phi,SmalWe00,targets,2,,,,,
player,201812160ram,phi,SmalWe00,rec,2,,,,,
player,201812160ram,phi,SmalWe00,rec_yds,9,,,,,
player,201812160ram,phi,SmalWe00,rec_td,0,,,,,
player,201812160ram,phi,SmalWe00,rec_long,5,,,,,
player,201812160ram,phi,SmalWe00,fumbles,0,,,,,
player,201812160ram,phi,SmalWe00,fumbles_lost,0,,,,,
player,201812160ram,phi,SproDa00,pass_cmp,0,,,,,
player,201812160ram,phi,SproDa00,pass_att,0,,,,,
player,201812160ram,phi,SproDa00,pass_yds,0,,,,,
player,201812160ram,phi,SproDa00,pass_td,0,,,,,
player,201812160ram,phi,SproDa00,pass_int,0,,,,,
player,201812160ram,phi,SproDa00,pass_sacked,0,,,,,
player,201812160ram,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201812160ram,phi,SproDa00,pass_long,0,,,,,
player,201812160ram,phi,SproDa00,pass_rating,,,,,,
player,201812160ram,phi,SproDa00,rush_att,3,,,,,
player,201812160ram,phi,SproDa00,rush_yds,30,,,,,
player,201812160ram,phi,SproDa00,rush_td,0,,,,,
player,201812160ram,phi,SproDa00,rush_long,17,,,,,
player,201812160ram,phi,SproDa00,targets,4,,,,,
player,201812160ram,phi,SproDa00,rec,3,,,,,
player,201812160ram,phi,SproDa00,rec_yds,16,,,,,
player,201812160ram,phi,SproDa00,rec_td,0,,,,,
player,201812160ram,phi,SproDa00,rec_long,6,,,,,
player,201812160ram,phi,SproDa00,fumbles,0,,,,,
player,201812160ram,phi,SproDa00,fumbles_lost,0,,,,,
player,201812160ram,phi,AdamJo03,pass_cmp,0,,,,,
player,201812160ram,phi,AdamJo03,pass_att,0,,,,,
player,201812160ram,phi,AdamJo03,pass_yds,0,,,,,
player,201812160ram,phi,AdamJo03,pass_td,0,,,,,
player,201812160ram,phi,AdamJo03,pass_int,0,,,,,
player,201812160ram,phi,AdamJo03,pass_sacked,0,,,,,
player,201812160ram,phi,AdamJo03,pass_sacked_yds,0,,,,,
player,201812160ram,phi,AdamJo03,pass_long,0,,,,,
player,201812160ram,phi,AdamJo03,pass_rating,,,,,,
player,201812160ram,phi,AdamJo03,rush_att,15,,,,,
player,201812160ram,phi,AdamJo03,rush_yds,28,,,,,
player,201812160ram,phi,AdamJo03,rush_td,1,,,,,
player,201812160ram,phi,AdamJo03,rush_long,8,,,,,
player,201812160ram,phi,AdamJo03,targets,1,,,,,
player,201812160ram,phi,AdamJo03,rec,0,,,,,
player,201812160ram,phi,AdamJo03,rec_yds,0,,,,,
player,201812160ram,phi,AdamJo03,rec_td,0,,,,,
player,201812160ram,phi,AdamJo03,rec_long,0,,,,,
player,201812160ram,phi,AdamJo03,fumbles,0,,,,,
player,201812160ram,phi,AdamJo03,fumbles_lost,0,,,,,
player,201812160ram,phi,JeffAl00,pass_cmp,0,,,,,
player,201812160ram,phi,JeffAl00,pass_att,0,,,,,
player,201812160ram,phi,JeffAl00,pass_yds,0,,,,,
player,201812160ram,phi,JeffAl00,pass_td,0,,,,,
player,201812160ram,phi,JeffAl00,pass_int,0,,,,,
player,201812160ram,phi,JeffAl00,pass_sacked,0,,,,,
player,201812160ram,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201812160ram,phi,JeffAl00,pass_long,0,,,,,
player,201812160ram,phi,JeffAl00,pass_rating,,,,,,
player,201812160ram,phi,JeffAl00,rush_att,0,,,,,
player,201812160ram,phi,JeffAl00,rush_yds,0,,,,,
player,201812160ram,phi,JeffAl00,rush_td,0,,,,,
player,201812160ram,phi,JeffAl00,rush_long,0,,,,,
player,201812160ram,phi,JeffAl00,targets,8,,,,,
player,201812160ram,phi,JeffAl00,rec,8,,,,,
player,201812160ram,phi,JeffAl00,rec_yds,160,,,,,
player,201812160ram,phi,JeffAl00,rec_td,0,,,,,
player,201812160ram,phi,JeffAl00,rec_long,50,,,,,
player,201812160ram,phi,JeffAl00,fumbles,0,,,,,
player,201812160ram,phi,JeffAl00,fumbles_lost,0,,,,,
player,201812160ram,phi,TateGo00,pass_cmp,0,,,,,
player,201812160ram,phi,TateGo00,pass_att,0,,,,,
player,201812160ram,phi,TateGo00,pass_yds,0,,,,,
player,201812160ram,phi,TateGo00,pass_td,0,,,,,
player,201812160ram,phi,TateGo00,pass_int,0,,,,,
player,201812160ram,phi,TateGo00,pass_sacked,0,,,,,
