game,2018,11,20181118,201811180nyg,tam,"Tampa Bay Buccaneers",35,nyg,"New York Giants",38
player,201811180nyg,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,McCoGe99,fumbles_forced,0,,,,,
player,201811180nyg,tam,PierJa99,def_int,0,,,,,
player,201811180nyg,tam,PierJa99,def_int_yds,0,,,,,
player,201811180nyg,tam,PierJa99,def_int_td,0,,,,,
player,201811180nyg,tam,PierJa99,def_int_long,0,,,,,
player,201811180nyg,tam,PierJa99,pass_defended,0,,,,,
player,201811180nyg,tam,PierJa99,sacks,1.5,,,,,
player,201811180nyg,tam,PierJa99,tackles_combined,7,,,,,
player,201811180nyg,tam,PierJa99,tackles_solo,4,,,,,
player,201811180nyg,tam,PierJa99,tackles_assists,3,,,,,
player,201811180nyg,tam,PierJa99,tackles_loss,1,,,,,
player,201811180nyg,tam,PierJa99,qb_hits,2,,,,,
player,201811180nyg,tam,PierJa99,fumbles_rec,0,,,,,
player,201811180nyg,tam,PierJa99,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,PierJa99,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,PierJa99,fumbles_forced,0,,,,,
player,201811180nyg,tam,NassCa00,def_int,0,,,,,
player,201811180nyg,tam,NassCa00,def_int_yds,0,,,,,
player,201811180nyg,tam,NassCa00,def_int_td,0,,,,,
player,201811180nyg,tam,NassCa00,def_int_long,0,,,,,
player,201811180nyg,tam,NassCa00,pass_defended,0,,,,,
player,201811180nyg,tam,NassCa00,sacks,0.5,,,,,
player,201811180nyg,tam,NassCa00,tackles_combined,6,,,,,
player,201811180nyg,tam,NassCa00,tackles_solo,4,,,,,
player,201811180nyg,tam,NassCa00,tackles_assists,2,,,,,
player,201811180nyg,tam,NassCa00,tackles_loss,0,,,,,
player,201811180nyg,tam,NassCa00,qb_hits,2,,,,,
player,201811180nyg,tam,NassCa00,fumbles_rec,0,,,,,
player,201811180nyg,tam,NassCa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,NassCa00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,NassCa00,fumbles_forced,0,,,,,
player,201811180nyg,tam,JohnIs00,def_int,0,,,,,
player,201811180nyg,tam,JohnIs00,def_int_yds,0,,,,,
player,201811180nyg,tam,JohnIs00,def_int_td,0,,,,,
player,201811180nyg,tam,JohnIs00,def_int_long,0,,,,,
player,201811180nyg,tam,JohnIs00,pass_defended,0,,,,,
player,201811180nyg,tam,JohnIs00,sacks,0.0,,,,,
player,201811180nyg,tam,JohnIs00,tackles_combined,10,,,,,
player,201811180nyg,tam,JohnIs00,tackles_solo,7,,,,,
player,201811180nyg,tam,JohnIs00,tackles_assists,3,,,,,
player,201811180nyg,tam,JohnIs00,tackles_loss,0,,,,,
player,201811180nyg,tam,JohnIs00,qb_hits,0,,,,,
player,201811180nyg,tam,JohnIs00,fumbles_rec,0,,,,,
player,201811180nyg,tam,JohnIs00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,JohnIs00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,JohnIs00,fumbles_forced,0,,,,,
player,201811180nyg,tam,WhitJo03,def_int,0,,,,,
player,201811180nyg,tam,WhitJo03,def_int_yds,0,,,,,
player,201811180nyg,tam,WhitJo03,def_int_td,0,,,,,
player,201811180nyg,tam,WhitJo03,def_int_long,0,,,,,
player,201811180nyg,tam,WhitJo03,pass_defended,0,,,,,
player,201811180nyg,tam,WhitJo03,sacks,0.0,,,,,
player,201811180nyg,tam,WhitJo03,tackles_combined,8,,,,,
player,201811180nyg,tam,WhitJo03,tackles_solo,7,,,,,
player,201811180nyg,tam,WhitJo03,tackles_assists,1,,,,,
player,201811180nyg,tam,WhitJo03,tackles_loss,1,,,,,
player,201811180nyg,tam,WhitJo03,qb_hits,0,,,,,
player,201811180nyg,tam,WhitJo03,fumbles_rec,0,,,,,
player,201811180nyg,tam,WhitJo03,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,WhitJo03,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,WhitJo03,fumbles_forced,0,,,,,
player,201811180nyg,tam,GlanAd00,def_int,0,,,,,
player,201811180nyg,tam,GlanAd00,def_int_yds,0,,,,,
player,201811180nyg,tam,GlanAd00,def_int_td,0,,,,,
player,201811180nyg,tam,GlanAd00,def_int_long,0,,,,,
player,201811180nyg,tam,GlanAd00,pass_defended,0,,,,,
player,201811180nyg,tam,GlanAd00,sacks,0.0,,,,,
player,201811180nyg,tam,GlanAd00,tackles_combined,6,,,,,
player,201811180nyg,tam,GlanAd00,tackles_solo,4,,,,,
player,201811180nyg,tam,GlanAd00,tackles_assists,2,,,,,
player,201811180nyg,tam,GlanAd00,tackles_loss,0,,,,,
player,201811180nyg,tam,GlanAd00,qb_hits,0,,,,,
player,201811180nyg,tam,GlanAd00,fumbles_rec,0,,,,,
player,201811180nyg,tam,GlanAd00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,GlanAd00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,GlanAd00,fumbles_forced,1,,,,,
player,201811180nyg,tam,ElliJa01,def_int,0,,,,,
player,201811180nyg,tam,ElliJa01,def_int_yds,0,,,,,
player,201811180nyg,tam,ElliJa01,def_int_td,0,,,,,
player,201811180nyg,tam,ElliJa01,def_int_long,0,,,,,
player,201811180nyg,tam,ElliJa01,pass_defended,0,,,,,
player,201811180nyg,tam,ElliJa01,sacks,0.0,,,,,
player,201811180nyg,tam,ElliJa01,tackles_combined,4,,,,,
player,201811180nyg,tam,ElliJa01,tackles_solo,4,,,,,
player,201811180nyg,tam,ElliJa01,tackles_assists,0,,,,,
player,201811180nyg,tam,ElliJa01,tackles_loss,1,,,,,
player,201811180nyg,tam,ElliJa01,qb_hits,0,,,,,
player,201811180nyg,tam,ElliJa01,fumbles_rec,0,,,,,
player,201811180nyg,tam,ElliJa01,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,ElliJa01,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,ElliJa01,fumbles_forced,0,,,,,
player,201811180nyg,tam,AdamAn00,def_int,0,,,,,
player,201811180nyg,tam,AdamAn00,def_int_yds,0,,,,,
player,201811180nyg,tam,AdamAn00,def_int_td,0,,,,,
player,201811180nyg,tam,AdamAn00,def_int_long,0,,,,,
player,201811180nyg,tam,AdamAn00,pass_defended,0,,,,,
player,201811180nyg,tam,AdamAn00,sacks,0.0,,,,,
player,201811180nyg,tam,AdamAn00,tackles_combined,3,,,,,
player,201811180nyg,tam,AdamAn00,tackles_solo,1,,,,,
player,201811180nyg,tam,AdamAn00,tackles_assists,2,,,,,
player,201811180nyg,tam,AdamAn00,tackles_loss,0,,,,,
player,201811180nyg,tam,AdamAn00,qb_hits,0,,,,,
player,201811180nyg,tam,AdamAn00,fumbles_rec,0,,,,,
player,201811180nyg,tam,AdamAn00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,AdamAn00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,AdamAn00,fumbles_forced,0,,,,,
player,201811180nyg,tam,DaviCa02,def_int,0,,,,,
player,201811180nyg,tam,DaviCa02,def_int_yds,0,,,,,
player,201811180nyg,tam,DaviCa02,def_int_td,0,,,,,
player,201811180nyg,tam,DaviCa02,def_int_long,0,,,,,
player,201811180nyg,tam,DaviCa02,pass_defended,0,,,,,
player,201811180nyg,tam,DaviCa02,sacks,0.0,,,,,
player,201811180nyg,tam,DaviCa02,tackles_combined,3,,,,,
player,201811180nyg,tam,DaviCa02,tackles_solo,3,,,,,
player,201811180nyg,tam,DaviCa02,tackles_assists,0,,,,,
player,201811180nyg,tam,DaviCa02,tackles_loss,0,,,,,
player,201811180nyg,tam,DaviCa02,qb_hits,0,,,,,
player,201811180nyg,tam,DaviCa02,fumbles_rec,0,,,,,
player,201811180nyg,tam,DaviCa02,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,DaviCa02,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,DaviCa02,fumbles_forced,0,,,,,
player,201811180nyg,tam,AlleBe00,def_int,0,,,,,
player,201811180nyg,tam,AlleBe00,def_int_yds,0,,,,,
player,201811180nyg,tam,AlleBe00,def_int_td,0,,,,,
player,201811180nyg,tam,AlleBe00,def_int_long,0,,,,,
player,201811180nyg,tam,AlleBe00,pass_defended,0,,,,,
player,201811180nyg,tam,AlleBe00,sacks,0.0,,,,,
player,201811180nyg,tam,AlleBe00,tackles_combined,2,,,,,
player,201811180nyg,tam,AlleBe00,tackles_solo,1,,,,,
player,201811180nyg,tam,AlleBe00,tackles_assists,1,,,,,
player,201811180nyg,tam,AlleBe00,tackles_loss,0,,,,,
player,201811180nyg,tam,AlleBe00,qb_hits,0,,,,,
player,201811180nyg,tam,AlleBe00,fumbles_rec,0,,,,,
player,201811180nyg,tam,AlleBe00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,AlleBe00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,AlleBe00,fumbles_forced,0,,,,,
player,201811180nyg,tam,BondDe00,def_int,0,,,,,
player,201811180nyg,tam,BondDe00,def_int_yds,0,,,,,
player,201811180nyg,tam,BondDe00,def_int_td,0,,,,,
player,201811180nyg,tam,BondDe00,def_int_long,0,,,,,
player,201811180nyg,tam,BondDe00,pass_defended,0,,,,,
player,201811180nyg,tam,BondDe00,sacks,0.0,,,,,
player,201811180nyg,tam,BondDe00,tackles_combined,2,,,,,
player,201811180nyg,tam,BondDe00,tackles_solo,1,,,,,
player,201811180nyg,tam,BondDe00,tackles_assists,1,,,,,
player,201811180nyg,tam,BondDe00,tackles_loss,0,,,,,
player,201811180nyg,tam,BondDe00,qb_hits,0,,,,,
player,201811180nyg,tam,BondDe00,fumbles_rec,0,,,,,
player,201811180nyg,tam,BondDe00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,BondDe00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,BondDe00,fumbles_forced,0,,,,,
player,201811180nyg,tam,BullRi00,def_int,0,,,,,
player,201811180nyg,tam,BullRi00,def_int_yds,0,,,,,
player,201811180nyg,tam,BullRi00,def_int_td,0,,,,,
player,201811180nyg,tam,BullRi00,def_int_long,0,,,,,
player,201811180nyg,tam,BullRi00,pass_defended,0,,,,,
player,201811180nyg,tam,BullRi00,sacks,0.0,,,,,
player,201811180nyg,tam,BullRi00,tackles_combined,2,,,,,
player,201811180nyg,tam,BullRi00,tackles_solo,2,,,,,
player,201811180nyg,tam,BullRi00,tackles_assists,0,,,,,
player,201811180nyg,tam,BullRi00,tackles_loss,0,,,,,
player,201811180nyg,tam,BullRi00,qb_hits,0,,,,,
player,201811180nyg,tam,BullRi00,fumbles_rec,0,,,,,
player,201811180nyg,tam,BullRi00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,BullRi00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,BullRi00,fumbles_forced,0,,,,,
player,201811180nyg,tam,CrosAl00,def_int,0,,,,,
player,201811180nyg,tam,CrosAl00,def_int_yds,0,,,,,
player,201811180nyg,tam,CrosAl00,def_int_td,0,,,,,
player,201811180nyg,tam,CrosAl00,def_int_long,0,,,,,
player,201811180nyg,tam,CrosAl00,pass_defended,0,,,,,
player,201811180nyg,tam,CrosAl00,sacks,0.0,,,,,
player,201811180nyg,tam,CrosAl00,tackles_combined,2,,,,,
player,201811180nyg,tam,CrosAl00,tackles_solo,2,,,,,
player,201811180nyg,tam,CrosAl00,tackles_assists,0,,,,,
player,201811180nyg,tam,CrosAl00,tackles_loss,0,,,,,
player,201811180nyg,tam,CrosAl00,qb_hits,0,,,,,
player,201811180nyg,tam,CrosAl00,fumbles_rec,0,,,,,
player,201811180nyg,tam,CrosAl00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,CrosAl00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,CrosAl00,fumbles_forced,0,,,,,
player,201811180nyg,tam,MintKe00,def_int,0,,,,,
player,201811180nyg,tam,MintKe00,def_int_yds,0,,,,,
player,201811180nyg,tam,MintKe00,def_int_td,0,,,,,
player,201811180nyg,tam,MintKe00,def_int_long,0,,,,,
player,201811180nyg,tam,MintKe00,pass_defended,0,,,,,
player,201811180nyg,tam,MintKe00,sacks,0.0,,,,,
player,201811180nyg,tam,MintKe00,tackles_combined,2,,,,,
player,201811180nyg,tam,MintKe00,tackles_solo,1,,,,,
player,201811180nyg,tam,MintKe00,tackles_assists,1,,,,,
player,201811180nyg,tam,MintKe00,tackles_loss,0,,,,,
player,201811180nyg,tam,MintKe00,qb_hits,0,,,,,
player,201811180nyg,tam,MintKe00,fumbles_rec,0,,,,,
player,201811180nyg,tam,MintKe00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,MintKe00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,MintKe00,fumbles_forced,0,,,,,
player,201811180nyg,tam,GholWi00,def_int,0,,,,,
player,201811180nyg,tam,GholWi00,def_int_yds,0,,,,,
player,201811180nyg,tam,GholWi00,def_int_td,0,,,,,
player,201811180nyg,tam,GholWi00,def_int_long,0,,,,,
player,201811180nyg,tam,GholWi00,pass_defended,0,,,,,
player,201811180nyg,tam,GholWi00,sacks,0.0,,,,,
player,201811180nyg,tam,GholWi00,tackles_combined,1,,,,,
player,201811180nyg,tam,GholWi00,tackles_solo,1,,,,,
player,201811180nyg,tam,GholWi00,tackles_assists,0,,,,,
player,201811180nyg,tam,GholWi00,tackles_loss,0,,,,,
player,201811180nyg,tam,GholWi00,qb_hits,0,,,,,
player,201811180nyg,tam,GholWi00,fumbles_rec,0,,,,,
player,201811180nyg,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,GholWi00,fumbles_forced,0,,,,,
player,201811180nyg,tam,HarrDe04,def_int,0,,,,,
player,201811180nyg,tam,HarrDe04,def_int_yds,0,,,,,
player,201811180nyg,tam,HarrDe04,def_int_td,0,,,,,
player,201811180nyg,tam,HarrDe04,def_int_long,0,,,,,
player,201811180nyg,tam,HarrDe04,pass_defended,0,,,,,
player,201811180nyg,tam,HarrDe04,sacks,0.0,,,,,
player,201811180nyg,tam,HarrDe04,tackles_combined,1,,,,,
player,201811180nyg,tam,HarrDe04,tackles_solo,1,,,,,
player,201811180nyg,tam,HarrDe04,tackles_assists,0,,,,,
player,201811180nyg,tam,HarrDe04,tackles_loss,0,,,,,
player,201811180nyg,tam,HarrDe04,qb_hits,0,,,,,
player,201811180nyg,tam,HarrDe04,fumbles_rec,0,,,,,
player,201811180nyg,tam,HarrDe04,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,HarrDe04,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,HarrDe04,fumbles_forced,0,,,,,
player,201811180nyg,tam,IgweGo00,def_int,0,,,,,
player,201811180nyg,tam,IgweGo00,def_int_yds,0,,,,,
player,201811180nyg,tam,IgweGo00,def_int_td,0,,,,,
player,201811180nyg,tam,IgweGo00,def_int_long,0,,,,,
player,201811180nyg,tam,IgweGo00,pass_defended,0,,,,,
player,201811180nyg,tam,IgweGo00,sacks,0.0,,,,,
player,201811180nyg,tam,IgweGo00,tackles_combined,1,,,,,
player,201811180nyg,tam,IgweGo00,tackles_solo,0,,,,,
player,201811180nyg,tam,IgweGo00,tackles_assists,1,,,,,
player,201811180nyg,tam,IgweGo00,tackles_loss,0,,,,,
player,201811180nyg,tam,IgweGo00,qb_hits,0,,,,,
player,201811180nyg,tam,IgweGo00,fumbles_rec,0,,,,,
player,201811180nyg,tam,IgweGo00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,IgweGo00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,IgweGo00,fumbles_forced,0,,,,,
player,201811180nyg,tam,LyncCa00,def_int,0,,,,,
player,201811180nyg,tam,LyncCa00,def_int_yds,0,,,,,
player,201811180nyg,tam,LyncCa00,def_int_td,0,,,,,
player,201811180nyg,tam,LyncCa00,def_int_long,0,,,,,
player,201811180nyg,tam,LyncCa00,pass_defended,0,,,,,
player,201811180nyg,tam,LyncCa00,sacks,0.0,,,,,
player,201811180nyg,tam,LyncCa00,tackles_combined,1,,,,,
player,201811180nyg,tam,LyncCa00,tackles_solo,1,,,,,
player,201811180nyg,tam,LyncCa00,tackles_assists,0,,,,,
player,201811180nyg,tam,LyncCa00,tackles_loss,0,,,,,
player,201811180nyg,tam,LyncCa00,qb_hits,0,,,,,
player,201811180nyg,tam,LyncCa00,fumbles_rec,0,,,,,
player,201811180nyg,tam,LyncCa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,LyncCa00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,LyncCa00,fumbles_forced,0,,,,,
player,201811180nyg,tam,NuneRa00,def_int,0,,,,,
player,201811180nyg,tam,NuneRa00,def_int_yds,0,,,,,
player,201811180nyg,tam,NuneRa00,def_int_td,0,,,,,
player,201811180nyg,tam,NuneRa00,def_int_long,0,,,,,
player,201811180nyg,tam,NuneRa00,pass_defended,0,,,,,
player,201811180nyg,tam,NuneRa00,sacks,0.0,,,,,
player,201811180nyg,tam,NuneRa00,tackles_combined,1,,,,,
player,201811180nyg,tam,NuneRa00,tackles_solo,1,,,,,
player,201811180nyg,tam,NuneRa00,tackles_assists,0,,,,,
player,201811180nyg,tam,NuneRa00,tackles_loss,0,,,,,
player,201811180nyg,tam,NuneRa00,qb_hits,0,,,,,
player,201811180nyg,tam,NuneRa00,fumbles_rec,0,,,,,
player,201811180nyg,tam,NuneRa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,NuneRa00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,NuneRa00,fumbles_forced,0,,,,,
player,201811180nyg,tam,OgunDa00,def_int,0,,,,,
player,201811180nyg,tam,OgunDa00,def_int_yds,0,,,,,
player,201811180nyg,tam,OgunDa00,def_int_td,0,,,,,
player,201811180nyg,tam,OgunDa00,def_int_long,0,,,,,
player,201811180nyg,tam,OgunDa00,pass_defended,0,,,,,
player,201811180nyg,tam,OgunDa00,sacks,0.0,,,,,
player,201811180nyg,tam,OgunDa00,tackles_combined,1,,,,,
player,201811180nyg,tam,OgunDa00,tackles_solo,1,,,,,
player,201811180nyg,tam,OgunDa00,tackles_assists,0,,,,,
player,201811180nyg,tam,OgunDa00,tackles_loss,0,,,,,
player,201811180nyg,tam,OgunDa00,qb_hits,0,,,,,
player,201811180nyg,tam,OgunDa00,fumbles_rec,0,,,,,
player,201811180nyg,tam,OgunDa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,OgunDa00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,OgunDa00,fumbles_forced,0,,,,,
player,201811180nyg,tam,SmitRy00,def_int,0,,,,,
player,201811180nyg,tam,SmitRy00,def_int_yds,0,,,,,
player,201811180nyg,tam,SmitRy00,def_int_td,0,,,,,
player,201811180nyg,tam,SmitRy00,def_int_long,0,,,,,
player,201811180nyg,tam,SmitRy00,pass_defended,0,,,,,
player,201811180nyg,tam,SmitRy00,sacks,0.0,,,,,
player,201811180nyg,tam,SmitRy00,tackles_combined,1,,,,,
player,201811180nyg,tam,SmitRy00,tackles_solo,1,,,,,
player,201811180nyg,tam,SmitRy00,tackles_assists,0,,,,,
player,201811180nyg,tam,SmitRy00,tackles_loss,0,,,,,
player,201811180nyg,tam,SmitRy00,qb_hits,0,,,,,
player,201811180nyg,tam,SmitRy00,fumbles_rec,0,,,,,
player,201811180nyg,tam,SmitRy00,fumbles_rec_yds,0,,,,,
player,201811180nyg,tam,SmitRy00,fumbles_rec_td,0,,,,,
player,201811180nyg,tam,SmitRy00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,OgleAl00,def_int,1,,,,,
player,201811180nyg,nyg,OgleAl00,def_int_yds,15,,,,,
player,201811180nyg,nyg,OgleAl00,def_int_td,1,,,,,
player,201811180nyg,nyg,OgleAl00,def_int_long,15,,,,,
player,201811180nyg,nyg,OgleAl00,pass_defended,1,,,,,
player,201811180nyg,nyg,OgleAl00,sacks,0.0,,,,,
player,201811180nyg,nyg,OgleAl00,tackles_combined,9,,,,,
player,201811180nyg,nyg,OgleAl00,tackles_solo,7,,,,,
player,201811180nyg,nyg,OgleAl00,tackles_assists,2,,,,,
player,201811180nyg,nyg,OgleAl00,tackles_loss,0,,,,,
player,201811180nyg,nyg,OgleAl00,qb_hits,0,,,,,
player,201811180nyg,nyg,OgleAl00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,OgleAl00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,OgleAl00,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,OgleAl00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,WebbBW00,def_int,1,,,,,
player,201811180nyg,nyg,WebbBW00,def_int_yds,0,,,,,
player,201811180nyg,nyg,WebbBW00,def_int_td,0,,,,,
player,201811180nyg,nyg,WebbBW00,def_int_long,0,,,,,
player,201811180nyg,nyg,WebbBW00,pass_defended,2,,,,,
player,201811180nyg,nyg,WebbBW00,sacks,0.0,,,,,
player,201811180nyg,nyg,WebbBW00,tackles_combined,7,,,,,
player,201811180nyg,nyg,WebbBW00,tackles_solo,6,,,,,
player,201811180nyg,nyg,WebbBW00,tackles_assists,1,,,,,
player,201811180nyg,nyg,WebbBW00,tackles_loss,0,,,,,
player,201811180nyg,nyg,WebbBW00,qb_hits,0,,,,,
player,201811180nyg,nyg,WebbBW00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,WebbBW00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,WebbBW00,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,WebbBW00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,ThomMi02,def_int,1,,,,,
player,201811180nyg,nyg,ThomMi02,def_int_yds,0,,,,,
player,201811180nyg,nyg,ThomMi02,def_int_td,0,,,,,
player,201811180nyg,nyg,ThomMi02,def_int_long,0,,,,,
player,201811180nyg,nyg,ThomMi02,pass_defended,2,,,,,
player,201811180nyg,nyg,ThomMi02,sacks,0.0,,,,,
player,201811180nyg,nyg,ThomMi02,tackles_combined,5,,,,,
player,201811180nyg,nyg,ThomMi02,tackles_solo,5,,,,,
player,201811180nyg,nyg,ThomMi02,tackles_assists,0,,,,,
player,201811180nyg,nyg,ThomMi02,tackles_loss,0,,,,,
player,201811180nyg,nyg,ThomMi02,qb_hits,0,,,,,
player,201811180nyg,nyg,ThomMi02,fumbles_rec,0,,,,,
player,201811180nyg,nyg,ThomMi02,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,ThomMi02,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,ThomMi02,fumbles_forced,0,,,,,
player,201811180nyg,nyg,RileCu00,def_int,1,,,,,
player,201811180nyg,nyg,RileCu00,def_int_yds,46,,,,,
player,201811180nyg,nyg,RileCu00,def_int_td,0,,,,,
player,201811180nyg,nyg,RileCu00,def_int_long,46,,,,,
player,201811180nyg,nyg,RileCu00,pass_defended,1,,,,,
player,201811180nyg,nyg,RileCu00,sacks,0.0,,,,,
player,201811180nyg,nyg,RileCu00,tackles_combined,4,,,,,
player,201811180nyg,nyg,RileCu00,tackles_solo,3,,,,,
player,201811180nyg,nyg,RileCu00,tackles_assists,1,,,,,
player,201811180nyg,nyg,RileCu00,tackles_loss,0,,,,,
player,201811180nyg,nyg,RileCu00,qb_hits,0,,,,,
player,201811180nyg,nyg,RileCu00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,RileCu00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,RileCu00,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,RileCu00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,MartKa00,def_int,0,,,,,
player,201811180nyg,nyg,MartKa00,def_int_yds,0,,,,,
player,201811180nyg,nyg,MartKa00,def_int_td,0,,,,,
player,201811180nyg,nyg,MartKa00,def_int_long,0,,,,,
player,201811180nyg,nyg,MartKa00,pass_defended,0,,,,,
player,201811180nyg,nyg,MartKa00,sacks,1.0,,,,,
player,201811180nyg,nyg,MartKa00,tackles_combined,7,,,,,
player,201811180nyg,nyg,MartKa00,tackles_solo,4,,,,,
player,201811180nyg,nyg,MartKa00,tackles_assists,3,,,,,
player,201811180nyg,nyg,MartKa00,tackles_loss,2,,,,,
player,201811180nyg,nyg,MartKa00,qb_hits,1,,,,,
player,201811180nyg,nyg,MartKa00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,MartKa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,MartKa00,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,MartKa00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,CollLa00,def_int,0,,,,,
player,201811180nyg,nyg,CollLa00,def_int_yds,0,,,,,
player,201811180nyg,nyg,CollLa00,def_int_td,0,,,,,
player,201811180nyg,nyg,CollLa00,def_int_long,0,,,,,
player,201811180nyg,nyg,CollLa00,pass_defended,0,,,,,
player,201811180nyg,nyg,CollLa00,sacks,0.0,,,,,
player,201811180nyg,nyg,CollLa00,tackles_combined,11,,,,,
player,201811180nyg,nyg,CollLa00,tackles_solo,5,,,,,
player,201811180nyg,nyg,CollLa00,tackles_assists,6,,,,,
player,201811180nyg,nyg,CollLa00,tackles_loss,0,,,,,
player,201811180nyg,nyg,CollLa00,qb_hits,0,,,,,
player,201811180nyg,nyg,CollLa00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,CollLa00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,TomlDa00,def_int,0,,,,,
player,201811180nyg,nyg,TomlDa00,def_int_yds,0,,,,,
player,201811180nyg,nyg,TomlDa00,def_int_td,0,,,,,
player,201811180nyg,nyg,TomlDa00,def_int_long,0,,,,,
player,201811180nyg,nyg,TomlDa00,pass_defended,0,,,,,
player,201811180nyg,nyg,TomlDa00,sacks,0.0,,,,,
player,201811180nyg,nyg,TomlDa00,tackles_combined,6,,,,,
player,201811180nyg,nyg,TomlDa00,tackles_solo,2,,,,,
player,201811180nyg,nyg,TomlDa00,tackles_assists,4,,,,,
player,201811180nyg,nyg,TomlDa00,tackles_loss,0,,,,,
player,201811180nyg,nyg,TomlDa00,qb_hits,0,,,,,
player,201811180nyg,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201811180nyg,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201811180nyg,nyg,DaviTa00,def_int,0,,,,,
player,201811180nyg,nyg,DaviTa00,def_int_yds,0,,,,,
player,201811180nyg,nyg,DaviTa00,def_int_td,0,,,,,
player,201811180nyg,nyg,DaviTa00,def_int_long,0,,,,,
player,201811180nyg,nyg,DaviTa00,pass_defended,0,,,,,
player,201811180nyg,nyg,DaviTa00,sacks,0.0,,,,,
player,201811180nyg,nyg,DaviTa00,tackles_combined,5,,,,,
player,201811180nyg,nyg,DaviTa00,tackles_solo,5,,,,,
player,201811180nyg,nyg,DaviTa00,tackles_assists,0,,,,,
player,201811180nyg,nyg,DaviTa00,tackles_loss,0,,,,,
player,201811180nyg,nyg,DaviTa00,qb_hits,1,,,,,
player,201811180nyg,nyg,DaviTa00,fumbles_rec,0,,,,,
player,201811180nyg,nyg,DaviTa00,fumbles_rec_yds,0,,,,,
player,201811180nyg,nyg,DaviTa00,fumbles_rec_td,0,,,,,
