game,2018,3,20180923,201809230htx,nyg,"New York Giants",27,htx,"Houston Texans",22
player,201809230htx,nyg,ShepSt00,rec_td,1,,,,,
player,201809230htx,nyg,ShepSt00,rec_long,23,,,,,
player,201809230htx,nyg,ShepSt00,fumbles,0,,,,,
player,201809230htx,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_cmp,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_att,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_yds,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_td,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_int,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_sacked,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_long,0,,,,,
player,201809230htx,nyg,ElliRh00,pass_rating,,,,,,
player,201809230htx,nyg,ElliRh00,rush_att,0,,,,,
player,201809230htx,nyg,ElliRh00,rush_yds,0,,,,,
player,201809230htx,nyg,ElliRh00,rush_td,0,,,,,
player,201809230htx,nyg,ElliRh00,rush_long,0,,,,,
player,201809230htx,nyg,ElliRh00,targets,3,,,,,
player,201809230htx,nyg,ElliRh00,rec,3,,,,,
player,201809230htx,nyg,ElliRh00,rec_yds,39,,,,,
player,201809230htx,nyg,ElliRh00,rec_td,1,,,,,
player,201809230htx,nyg,ElliRh00,rec_long,17,,,,,
player,201809230htx,nyg,ElliRh00,fumbles,0,,,,,
player,201809230htx,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_cmp,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_att,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_yds,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_td,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_int,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_sacked,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_long,0,,,,,
player,201809230htx,nyg,EngrEv00,pass_rating,,,,,,
player,201809230htx,nyg,EngrEv00,rush_att,0,,,,,
player,201809230htx,nyg,EngrEv00,rush_yds,0,,,,,
player,201809230htx,nyg,EngrEv00,rush_td,0,,,,,
player,201809230htx,nyg,EngrEv00,rush_long,0,,,,,
player,201809230htx,nyg,EngrEv00,targets,1,,,,,
player,201809230htx,nyg,EngrEv00,rec,1,,,,,
player,201809230htx,nyg,EngrEv00,rec_yds,19,,,,,
player,201809230htx,nyg,EngrEv00,rec_td,0,,,,,
player,201809230htx,nyg,EngrEv00,rec_long,19,,,,,
player,201809230htx,nyg,EngrEv00,fumbles,0,,,,,
player,201809230htx,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_cmp,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_att,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_yds,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_td,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_int,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_sacked,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_sacked_yds,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_long,0,,,,,
player,201809230htx,nyg,LatiCo00,pass_rating,,,,,,
player,201809230htx,nyg,LatiCo00,rush_att,0,,,,,
player,201809230htx,nyg,LatiCo00,rush_yds,0,,,,,
player,201809230htx,nyg,LatiCo00,rush_td,0,,,,,
player,201809230htx,nyg,LatiCo00,rush_long,0,,,,,
player,201809230htx,nyg,LatiCo00,targets,2,,,,,
player,201809230htx,nyg,LatiCo00,rec,1,,,,,
player,201809230htx,nyg,LatiCo00,rec_yds,15,,,,,
player,201809230htx,nyg,LatiCo00,rec_td,0,,,,,
player,201809230htx,nyg,LatiCo00,rec_long,15,,,,,
player,201809230htx,nyg,LatiCo00,fumbles,0,,,,,
player,201809230htx,nyg,LatiCo00,fumbles_lost,0,,,,,
player,201809230htx,htx,WatsDe00,pass_cmp,24,,,,,
player,201809230htx,htx,WatsDe00,pass_att,40,,,,,
player,201809230htx,htx,WatsDe00,pass_yds,385,,,,,
player,201809230htx,htx,WatsDe00,pass_td,2,,,,,
player,201809230htx,htx,WatsDe00,pass_int,1,,,,,
player,201809230htx,htx,WatsDe00,pass_sacked,3,,,,,
player,201809230htx,htx,WatsDe00,pass_sacked_yds,17,,,,,
player,201809230htx,htx,WatsDe00,pass_long,39,,,,,
player,201809230htx,htx,WatsDe00,pass_rating,98.4,,,,,
player,201809230htx,htx,WatsDe00,rush_att,5,,,,,
player,201809230htx,htx,WatsDe00,rush_yds,36,,,,,
player,201809230htx,htx,WatsDe00,rush_td,0,,,,,
player,201809230htx,htx,WatsDe00,rush_long,10,,,,,
player,201809230htx,htx,WatsDe00,targets,0,,,,,
player,201809230htx,htx,WatsDe00,rec,0,,,,,
player,201809230htx,htx,WatsDe00,rec_yds,0,,,,,
player,201809230htx,htx,WatsDe00,rec_td,0,,,,,
player,201809230htx,htx,WatsDe00,rec_long,0,,,,,
player,201809230htx,htx,WatsDe00,fumbles,0,,,,,
player,201809230htx,htx,WatsDe00,fumbles_lost,0,,,,,
player,201809230htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201809230htx,htx,BlueAl00,pass_att,0,,,,,
player,201809230htx,htx,BlueAl00,pass_yds,0,,,,,
player,201809230htx,htx,BlueAl00,pass_td,0,,,,,
player,201809230htx,htx,BlueAl00,pass_int,0,,,,,
player,201809230htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201809230htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201809230htx,htx,BlueAl00,pass_long,0,,,,,
player,201809230htx,htx,BlueAl00,pass_rating,,,,,,
player,201809230htx,htx,BlueAl00,rush_att,4,,,,,
player,201809230htx,htx,BlueAl00,rush_yds,13,,,,,
player,201809230htx,htx,BlueAl00,rush_td,0,,,,,
player,201809230htx,htx,BlueAl00,rush_long,6,,,,,
player,201809230htx,htx,BlueAl00,targets,1,,,,,
player,201809230htx,htx,BlueAl00,rec,1,,,,,
player,201809230htx,htx,BlueAl00,rec_yds,4,,,,,
player,201809230htx,htx,BlueAl00,rec_td,0,,,,,
player,201809230htx,htx,BlueAl00,rec_long,4,,,,,
player,201809230htx,htx,BlueAl00,fumbles,0,,,,,
player,201809230htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201809230htx,htx,MillLa01,pass_cmp,0,,,,,
player,201809230htx,htx,MillLa01,pass_att,0,,,,,
player,201809230htx,htx,MillLa01,pass_yds,0,,,,,
player,201809230htx,htx,MillLa01,pass_td,0,,,,,
player,201809230htx,htx,MillLa01,pass_int,0,,,,,
player,201809230htx,htx,MillLa01,pass_sacked,0,,,,,
player,201809230htx,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201809230htx,htx,MillLa01,pass_long,0,,,,,
player,201809230htx,htx,MillLa01,pass_rating,,,,,,
player,201809230htx,htx,MillLa01,rush_att,10,,,,,
player,201809230htx,htx,MillLa01,rush_yds,10,,,,,
player,201809230htx,htx,MillLa01,rush_td,0,,,,,
player,201809230htx,htx,MillLa01,rush_long,5,,,,,
player,201809230htx,htx,MillLa01,targets,6,,,,,
player,201809230htx,htx,MillLa01,rec,5,,,,,
player,201809230htx,htx,MillLa01,rec_yds,41,,,,,
player,201809230htx,htx,MillLa01,rec_td,1,,,,,
player,201809230htx,htx,MillLa01,rec_long,16,,,,,
player,201809230htx,htx,MillLa01,fumbles,1,,,,,
player,201809230htx,htx,MillLa01,fumbles_lost,1,,,,,
player,201809230htx,htx,FullWi01,pass_cmp,0,,,,,
player,201809230htx,htx,FullWi01,pass_att,0,,,,,
player,201809230htx,htx,FullWi01,pass_yds,0,,,,,
player,201809230htx,htx,FullWi01,pass_td,0,,,,,
player,201809230htx,htx,FullWi01,pass_int,0,,,,,
player,201809230htx,htx,FullWi01,pass_sacked,0,,,,,
player,201809230htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201809230htx,htx,FullWi01,pass_long,0,,,,,
player,201809230htx,htx,FullWi01,pass_rating,,,,,,
player,201809230htx,htx,FullWi01,rush_att,0,,,,,
player,201809230htx,htx,FullWi01,rush_yds,0,,,,,
player,201809230htx,htx,FullWi01,rush_td,0,,,,,
player,201809230htx,htx,FullWi01,rush_long,0,,,,,
player,201809230htx,htx,FullWi01,targets,11,,,,,
player,201809230htx,htx,FullWi01,rec,5,,,,,
player,201809230htx,htx,FullWi01,rec_yds,101,,,,,
player,201809230htx,htx,FullWi01,rec_td,1,,,,,
player,201809230htx,htx,FullWi01,rec_long,37,,,,,
player,201809230htx,htx,FullWi01,fumbles,0,,,,,
player,201809230htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201809230htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201809230htx,htx,HopkDe00,pass_att,0,,,,,
player,201809230htx,htx,HopkDe00,pass_yds,0,,,,,
player,201809230htx,htx,HopkDe00,pass_td,0,,,,,
player,201809230htx,htx,HopkDe00,pass_int,0,,,,,
player,201809230htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201809230htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201809230htx,htx,HopkDe00,pass_long,0,,,,,
player,201809230htx,htx,HopkDe00,pass_rating,,,,,,
player,201809230htx,htx,HopkDe00,rush_att,0,,,,,
player,201809230htx,htx,HopkDe00,rush_yds,0,,,,,
player,201809230htx,htx,HopkDe00,rush_td,0,,,,,
player,201809230htx,htx,HopkDe00,rush_long,0,,,,,
player,201809230htx,htx,HopkDe00,targets,10,,,,,
player,201809230htx,htx,HopkDe00,rec,6,,,,,
player,201809230htx,htx,HopkDe00,rec_yds,86,,,,,
player,201809230htx,htx,HopkDe00,rec_td,0,,,,,
player,201809230htx,htx,HopkDe00,rec_long,24,,,,,
player,201809230htx,htx,HopkDe00,fumbles,0,,,,,
player,201809230htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201809230htx,htx,ThomJo05,pass_cmp,0,,,,,
player,201809230htx,htx,ThomJo05,pass_att,0,,,,,
player,201809230htx,htx,ThomJo05,pass_yds,0,,,,,
player,201809230htx,htx,ThomJo05,pass_td,0,,,,,
player,201809230htx,htx,ThomJo05,pass_int,0,,,,,
player,201809230htx,htx,ThomJo05,pass_sacked,0,,,,,
player,201809230htx,htx,ThomJo05,pass_sacked_yds,0,,,,,
player,201809230htx,htx,ThomJo05,pass_long,0,,,,,
player,201809230htx,htx,ThomJo05,pass_rating,,,,,,
player,201809230htx,htx,ThomJo05,rush_att,0,,,,,
player,201809230htx,htx,ThomJo05,rush_yds,0,,,,,
player,201809230htx,htx,ThomJo05,rush_td,0,,,,,
player,201809230htx,htx,ThomJo05,rush_long,0,,,,,
player,201809230htx,htx,ThomJo05,targets,2,,,,,
player,201809230htx,htx,ThomJo05,rec,2,,,,,
player,201809230htx,htx,ThomJo05,rec_yds,53,,,,,
player,201809230htx,htx,ThomJo05,rec_td,0,,,,,
player,201809230htx,htx,ThomJo05,rec_long,39,,,,,
player,201809230htx,htx,ThomJo05,fumbles,0,,,,,
player,201809230htx,htx,ThomJo05,fumbles_lost,0,,,,,
player,201809230htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201809230htx,htx,GrifRy00,pass_att,0,,,,,
player,201809230htx,htx,GrifRy00,pass_yds,0,,,,,
player,201809230htx,htx,GrifRy00,pass_td,0,,,,,
player,201809230htx,htx,GrifRy00,pass_int,0,,,,,
player,201809230htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201809230htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201809230htx,htx,GrifRy00,pass_long,0,,,,,
player,201809230htx,htx,GrifRy00,pass_rating,,,,,,
player,201809230htx,htx,GrifRy00,rush_att,0,,,,,
player,201809230htx,htx,GrifRy00,rush_yds,0,,,,,
player,201809230htx,htx,GrifRy00,rush_td,0,,,,,
player,201809230htx,htx,GrifRy00,rush_long,0,,,,,
player,201809230htx,htx,GrifRy00,targets,4,,,,,
player,201809230htx,htx,GrifRy00,rec,2,,,,,
player,201809230htx,htx,GrifRy00,rec_yds,44,,,,,
player,201809230htx,htx,GrifRy00,rec_td,0,,,,,
player,201809230htx,htx,GrifRy00,rec_long,32,,,,,
player,201809230htx,htx,GrifRy00,fumbles,0,,,,,
player,201809230htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201809230htx,htx,SmitVy00,pass_cmp,0,,,,,
player,201809230htx,htx,SmitVy00,pass_att,0,,,,,
player,201809230htx,htx,SmitVy00,pass_yds,0,,,,,
player,201809230htx,htx,SmitVy00,pass_td,0,,,,,
player,201809230htx,htx,SmitVy00,pass_int,0,,,,,
player,201809230htx,htx,SmitVy00,pass_sacked,0,,,,,
player,201809230htx,htx,SmitVy00,pass_sacked_yds,0,,,,,
player,201809230htx,htx,SmitVy00,pass_long,0,,,,,
player,201809230htx,htx,SmitVy00,pass_rating,,,,,,
player,201809230htx,htx,SmitVy00,rush_att,0,,,,,
player,201809230htx,htx,SmitVy00,rush_yds,0,,,,,
player,201809230htx,htx,SmitVy00,rush_td,0,,,,,
player,201809230htx,htx,SmitVy00,rush_long,0,,,,,
player,201809230htx,htx,SmitVy00,targets,2,,,,,
player,201809230htx,htx,SmitVy00,rec,1,,,,,
player,201809230htx,htx,SmitVy00,rec_yds,28,,,,,
player,201809230htx,htx,SmitVy00,rec_td,0,,,,,
player,201809230htx,htx,SmitVy00,rec_long,28,,,,,
player,201809230htx,htx,SmitVy00,fumbles,0,,,,,
player,201809230htx,htx,SmitVy00,fumbles_lost,0,,,,,
player,201809230htx,htx,AkinJo00,pass_cmp,0,,,,,
player,201809230htx,htx,AkinJo00,pass_att,0,,,,,
player,201809230htx,htx,AkinJo00,pass_yds,0,,,,,
player,201809230htx,htx,AkinJo00,pass_td,0,,,,,
player,201809230htx,htx,AkinJo00,pass_int,0,,,,,
player,201809230htx,htx,AkinJo00,pass_sacked,0,,,,,
player,201809230htx,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201809230htx,htx,AkinJo00,pass_long,0,,,,,
player,201809230htx,htx,AkinJo00,pass_rating,,,,,,
player,201809230htx,htx,AkinJo00,rush_att,0,,,,,
player,201809230htx,htx,AkinJo00,rush_yds,0,,,,,
player,201809230htx,htx,AkinJo00,rush_td,0,,,,,
player,201809230htx,htx,AkinJo00,rush_long,0,,,,,
player,201809230htx,htx,AkinJo00,targets,1,,,,,
player,201809230htx,htx,AkinJo00,rec,1,,,,,
player,201809230htx,htx,AkinJo00,rec_yds,18,,,,,
player,201809230htx,htx,AkinJo00,rec_td,0,,,,,
player,201809230htx,htx,AkinJo00,rec_long,18,,,,,
player,201809230htx,htx,AkinJo00,fumbles,0,,,,,
player,201809230htx,htx,AkinJo00,fumbles_lost,0,,,,,
player,201809230htx,htx,ElliBr00,pass_cmp,0,,,,,
player,201809230htx,htx,ElliBr00,pass_att,0,,,,,
player,201809230htx,htx,ElliBr00,pass_yds,0,,,,,
player,201809230htx,htx,ElliBr00,pass_td,0,,,,,
player,201809230htx,htx,ElliBr00,pass_int,0,,,,,
player,201809230htx,htx,ElliBr00,pass_sacked,0,,,,,
player,201809230htx,htx,ElliBr00,pass_sacked_yds,0,,,,,
player,201809230htx,htx,ElliBr00,pass_long,0,,,,,
player,201809230htx,htx,ElliBr00,pass_rating,,,,,,
player,201809230htx,htx,ElliBr00,rush_att,0,,,,,
player,201809230htx,htx,ElliBr00,rush_yds,0,,,,,
player,201809230htx,htx,ElliBr00,rush_td,0,,,,,
player,201809230htx,htx,ElliBr00,rush_long,0,,,,,
player,201809230htx,htx,ElliBr00,targets,1,,,,,
player,201809230htx,htx,ElliBr00,rec,1,,,,,
player,201809230htx,htx,ElliBr00,rec_yds,10,,,,,
player,201809230htx,htx,ElliBr00,rec_td,0,,,,,
player,201809230htx,htx,ElliBr00,rec_long,10,,,,,
player,201809230htx,htx,ElliBr00,fumbles,0,,,,,
player,201809230htx,htx,ElliBr00,fumbles_lost,0,,,,,
player,201809230htx,nyg,OgleAl00,def_int,1,,,,,
player,201809230htx,nyg,OgleAl00,def_int_yds,0,,,,,
player,201809230htx,nyg,OgleAl00,def_int_td,0,,,,,
player,201809230htx,nyg,OgleAl00,def_int_long,0,,,,,
player,201809230htx,nyg,OgleAl00,pass_defended,1,,,,,
player,201809230htx,nyg,OgleAl00,sacks,0.0,,,,,
player,201809230htx,nyg,OgleAl00,tackles_combined,5,,,,,
player,201809230htx,nyg,OgleAl00,tackles_solo,2,,,,,
player,201809230htx,nyg,OgleAl00,tackles_assists,3,,,,,
player,201809230htx,nyg,OgleAl00,tackles_loss,0,,,,,
player,201809230htx,nyg,OgleAl00,qb_hits,0,,,,,
player,201809230htx,nyg,OgleAl00,fumbles_rec,0,,,,,
player,201809230htx,nyg,OgleAl00,fumbles_rec_yds,0,,,,,
player,201809230htx,nyg,OgleAl00,fumbles_rec_td,0,,,,,
player,201809230htx,nyg,OgleAl00,fumbles_forced,0,,,,,
player,201809230htx,nyg,CartLo01,def_int,0,,,,,
player,201809230htx,nyg,CartLo01,def_int_yds,0,,,,,
player,201809230htx,nyg,CartLo01,def_int_td,0,,,,,
player,201809230htx,nyg,CartLo01,def_int_long,0,,,,,
player,201809230htx,nyg,CartLo01,pass_defended,0,,,,,
player,201809230htx,nyg,CartLo01,sacks,1.0,,,,,
player,201809230htx,nyg,CartLo01,tackles_combined,3,,,,,
player,201809230htx,nyg,CartLo01,tackles_solo,2,,,,,
player,201809230htx,nyg,CartLo01,tackles_assists,1,,,,,
player,201809230htx,nyg,CartLo01,tackles_loss,0,,,,,
player,201809230htx,nyg,CartLo01,qb_hits,2,,,,,
player,201809230htx,nyg,CartLo01,fumbles_rec,0,,,,,
player,201809230htx,nyg,CartLo01,fumbles_rec_yds,0,,,,,
player,201809230htx,nyg,CartLo01,fumbles_rec_td,0,,,,,
player,201809230htx,nyg,CartLo01,fumbles_forced,0,,,,,
player,201809230htx,nyg,EdwaMa01,def_int,0,,,,,
player,201809230htx,nyg,EdwaMa01,def_int_yds,0,,,,,
player,201809230htx,nyg,EdwaMa01,def_int_td,0,,,,,
player,201809230htx,nyg,EdwaMa01,def_int_long,0,,,,,
player,201809230htx,nyg,EdwaMa01,pass_defended,0,,,,,
player,201809230htx,nyg,EdwaMa01,sacks,1.0,,,,,
player,201809230htx,nyg,EdwaMa01,tackles_combined,1,,,,,
player,201809230htx,nyg,EdwaMa01,tackles_solo,1,,,,,
player,201809230htx,nyg,EdwaMa01,tackles_assists,0,,,,,
player,201809230htx,nyg,EdwaMa01,tackles_loss,1,,,,,
player,201809230htx,nyg,EdwaMa01,qb_hits,1,,,,,
player,201809230htx,nyg,EdwaMa01,fumbles_rec,0,,,,,
player,201809230htx,nyg,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201809230htx,nyg,EdwaMa01,fumbles_rec_td,0,,,,,
