game,2018,10,20181111,201811110ram,sea,"Seattle Seahawks",31,ram,"Los Angeles Rams",36
team,201811110ram,sea,First Downs,29,,,,,,
team,201811110ram,ram,First Downs,25,,,,,,
team,201811110ram,sea,Rush-Yds-TDs,34-273-1,,,,,,
team,201811110ram,ram,Rush-Yds-TDs,23-149-2,,,,,,
team,201811110ram,sea,Cmp-Att-Yd-TD-INT,17-26-176-3-0,,,,,,
team,201811110ram,ram,Cmp-Att-Yd-TD-INT,28-39-318-2-0,,,,,,
team,201811110ram,sea,Sacked-Yards,4-35,,,,,,
team,201811110ram,ram,Sacked-Yards,2-11,,,,,,
team,201811110ram,sea,Net Pass Yards,141,,,,,,
team,201811110ram,ram,Net Pass Yards,307,,,,,,
team,201811110ram,sea,Total Yards,414,,,,,,
team,201811110ram,ram,Total Yards,456,,,,,,
team,201811110ram,sea,Fumbles-Lost,1-1,,,,,,
team,201811110ram,ram,Fumbles-Lost,0-0,,,,,,
team,201811110ram,sea,Turnovers,1,,,,,,
team,201811110ram,ram,Turnovers,0,,,,,,
team,201811110ram,sea,Penalties-Yards,7-56,,,,,,
team,201811110ram,ram,Penalties-Yards,10-102,,,,,,
team,201811110ram,sea,Third Down Conv.,2-9,,,,,,
team,201811110ram,ram,Third Down Conv.,5-10,,,,,,
team,201811110ram,sea,Fourth Down Conv.,0-1,,,,,,
team,201811110ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201811110ram,sea,Time of Possession,30:37,,,,,,
team,201811110ram,ram,Time of Possession,29:23,,,,,,
player,201811110ram,sea,WilsRu00,pass_cmp,17,,,,,
player,201811110ram,sea,WilsRu00,pass_att,26,,,,,
player,201811110ram,sea,WilsRu00,pass_yds,176,,,,,
player,201811110ram,sea,WilsRu00,pass_td,3,,,,,
player,201811110ram,sea,WilsRu00,pass_int,0,,,,,
player,201811110ram,sea,WilsRu00,pass_sacked,4,,,,,
player,201811110ram,sea,WilsRu00,pass_sacked_yds,35,,,,,
player,201811110ram,sea,WilsRu00,pass_long,29,,,,,
player,201811110ram,sea,WilsRu00,pass_rating,123.2,,,,,
player,201811110ram,sea,WilsRu00,rush_att,9,,,,,
