game,2018,16,20181223,201812230car,atl,"Atlanta Falcons",24,car,"Carolina Panthers",10
team,201812230car,atl,First Downs,16,,,,,,
team,201812230car,car,First Downs,29,,,,,,
team,201812230car,atl,Rush-Yds-TDs,21-194-0,,,,,,
team,201812230car,car,Rush-Yds-TDs,25-141-0,,,,,,
team,201812230car,atl,Cmp-Att-Yd-TD-INT,15-26-239-3-0,,,,,,
team,201812230car,car,Cmp-Att-Yd-TD-INT,37-57-312-1-3,,,,,,
team,201812230car,atl,Sacked-Yards,1-6,,,,,,
team,201812230car,car,Sacked-Yards,2-17,,,,,,
team,201812230car,atl,Net Pass Yards,233,,,,,,
team,201812230car,car,Net Pass Yards,295,,,,,,
team,201812230car,atl,Total Yards,427,,,,,,
team,201812230car,car,Total Yards,436,,,,,,
team,201812230car,atl,Fumbles-Lost,2-2,,,,,,
team,201812230car,car,Fumbles-Lost,2-1,,,,,,
team,201812230car,atl,Turnovers,2,,,,,,
team,201812230car,car,Turnovers,4,,,,,,
team,201812230car,atl,Penalties-Yards,4-41,,,,,,
team,201812230car,car,Penalties-Yards,10-86,,,,,,
team,201812230car,atl,Third Down Conv.,4-10,,,,,,
team,201812230car,car,Third Down Conv.,7-14,,,,,,
team,201812230car,atl,Fourth Down Conv.,0-0,,,,,,
team,201812230car,car,Fourth Down Conv.,0-2,,,,,,
team,201812230car,atl,Time of Possession,22:31,,,,,,
team,201812230car,car,Time of Possession,37:29,,,,,,
player,201812230car,atl,RyanMa00,pass_cmp,15,,,,,
player,201812230car,atl,RyanMa00,pass_att,26,,,,,
player,201812230car,atl,RyanMa00,pass_yds,239,,,,,
player,201812230car,atl,RyanMa00,pass_td,3,,,,,
player,201812230car,atl,RyanMa00,pass_int,0,,,,,
player,201812230car,atl,RyanMa00,pass_sacked,1,,,,,
player,201812230car,atl,RyanMa00,pass_sacked_yds,6,,,,,
player,201812230car,atl,RyanMa00,pass_long,75,,,,,
player,201812230car,atl,RyanMa00,pass_rating,126.9,,,,,
player,201812230car,atl,RyanMa00,rush_att,1,,,,,
player,201812230car,atl,RyanMa00,rush_yds,-1,,,,,
player,201812230car,atl,RyanMa00,rush_td,0,,,,,
player,201812230car,atl,RyanMa00,rush_long,-1,,,,,
player,201812230car,atl,RyanMa00,targets,0,,,,,
player,201812230car,atl,RyanMa00,rec,0,,,,,
player,201812230car,atl,RyanMa00,rec_yds,0,,,,,
player,201812230car,atl,RyanMa00,rec_td,0,,,,,
player,201812230car,atl,RyanMa00,rec_long,0,,,,,
player,201812230car,atl,RyanMa00,fumbles,1,,,,,
player,201812230car,atl,RyanMa00,fumbles_lost,1,,,,,
player,201812230car,atl,HillBr02,pass_cmp,0,,,,,
player,201812230car,atl,HillBr02,pass_att,0,,,,,
player,201812230car,atl,HillBr02,pass_yds,0,,,,,
player,201812230car,atl,HillBr02,pass_td,0,,,,,
player,201812230car,atl,HillBr02,pass_int,0,,,,,
player,201812230car,atl,HillBr02,pass_sacked,0,,,,,
player,201812230car,atl,HillBr02,pass_sacked_yds,0,,,,,
player,201812230car,atl,HillBr02,pass_long,0,,,,,
player,201812230car,atl,HillBr02,pass_rating,,,,,,
player,201812230car,atl,HillBr02,rush_att,8,,,,,
player,201812230car,atl,HillBr02,rush_yds,115,,,,,
player,201812230car,atl,HillBr02,rush_td,0,,,,,
player,201812230car,atl,HillBr02,rush_long,60,,,,,
player,201812230car,atl,HillBr02,targets,1,,,,,
player,201812230car,atl,HillBr02,rec,0,,,,,
player,201812230car,atl,HillBr02,rec_yds,0,,,,,
player,201812230car,atl,HillBr02,rec_td,0,,,,,
player,201812230car,atl,HillBr02,rec_long,0,,,,,
player,201812230car,atl,HillBr02,fumbles,1,,,,,
player,201812230car,atl,HillBr02,fumbles_lost,1,,,,,
player,201812230car,atl,ColeTe01,pass_cmp,0,,,,,
player,201812230car,atl,ColeTe01,pass_att,0,,,,,
player,201812230car,atl,ColeTe01,pass_yds,0,,,,,
player,201812230car,atl,ColeTe01,pass_td,0,,,,,
player,201812230car,atl,ColeTe01,pass_int,0,,,,,
player,201812230car,atl,ColeTe01,pass_sacked,0,,,,,
player,201812230car,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201812230car,atl,ColeTe01,pass_long,0,,,,,
player,201812230car,atl,ColeTe01,pass_rating,,,,,,
player,201812230car,atl,ColeTe01,rush_att,10,,,,,
player,201812230car,atl,ColeTe01,rush_yds,51,,,,,
player,201812230car,atl,ColeTe01,rush_td,0,,,,,
player,201812230car,atl,ColeTe01,rush_long,20,,,,,
player,201812230car,atl,ColeTe01,targets,1,,,,,
player,201812230car,atl,ColeTe01,rec,0,,,,,
player,201812230car,atl,ColeTe01,rec_yds,0,,,,,
player,201812230car,atl,ColeTe01,rec_td,0,,,,,
player,201812230car,atl,ColeTe01,rec_long,0,,,,,
player,201812230car,atl,ColeTe01,fumbles,0,,,,,
player,201812230car,atl,ColeTe01,fumbles_lost,0,,,,,
player,201812230car,atl,SanuMo00,pass_cmp,0,,,,,
player,201812230car,atl,SanuMo00,pass_att,0,,,,,
player,201812230car,atl,SanuMo00,pass_yds,0,,,,,
player,201812230car,atl,SanuMo00,pass_td,0,,,,,
player,201812230car,atl,SanuMo00,pass_int,0,,,,,
player,201812230car,atl,SanuMo00,pass_sacked,0,,,,,
player,201812230car,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201812230car,atl,SanuMo00,pass_long,0,,,,,
player,201812230car,atl,SanuMo00,pass_rating,,,,,,
player,201812230car,atl,SanuMo00,rush_att,2,,,,,
player,201812230car,atl,SanuMo00,rush_yds,29,,,,,
player,201812230car,atl,SanuMo00,rush_td,0,,,,,
player,201812230car,atl,SanuMo00,rush_long,24,,,,,
player,201812230car,atl,SanuMo00,targets,8,,,,,
player,201812230car,atl,SanuMo00,rec,5,,,,,
player,201812230car,atl,SanuMo00,rec_yds,81,,,,,
player,201812230car,atl,SanuMo00,rec_td,1,,,,,
player,201812230car,atl,SanuMo00,rec_long,44,,,,,
player,201812230car,atl,SanuMo00,fumbles,0,,,,,
player,201812230car,atl,SanuMo00,fumbles_lost,0,,,,,
player,201812230car,atl,RidlCa00,pass_cmp,0,,,,,
player,201812230car,atl,RidlCa00,pass_att,0,,,,,
player,201812230car,atl,RidlCa00,pass_yds,0,,,,,
player,201812230car,atl,RidlCa00,pass_td,0,,,,,
player,201812230car,atl,RidlCa00,pass_int,0,,,,,
player,201812230car,atl,RidlCa00,pass_sacked,0,,,,,
player,201812230car,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201812230car,atl,RidlCa00,pass_long,0,,,,,
player,201812230car,atl,RidlCa00,pass_rating,,,,,,
player,201812230car,atl,RidlCa00,rush_att,0,,,,,
player,201812230car,atl,RidlCa00,rush_yds,0,,,,,
player,201812230car,atl,RidlCa00,rush_td,0,,,,,
player,201812230car,atl,RidlCa00,rush_long,0,,,,,
player,201812230car,atl,RidlCa00,targets,5,,,,,
player,201812230car,atl,RidlCa00,rec,3,,,,,
player,201812230car,atl,RidlCa00,rec_yds,90,,,,,
player,201812230car,atl,RidlCa00,rec_td,1,,,,,
player,201812230car,atl,RidlCa00,rec_long,75,,,,,
player,201812230car,atl,RidlCa00,fumbles,0,,,,,
player,201812230car,atl,RidlCa00,fumbles_lost,0,,,,,
player,201812230car,atl,HoopAu00,pass_cmp,0,,,,,
player,201812230car,atl,HoopAu00,pass_att,0,,,,,
player,201812230car,atl,HoopAu00,pass_yds,0,,,,,
player,201812230car,atl,HoopAu00,pass_td,0,,,,,
player,201812230car,atl,HoopAu00,pass_int,0,,,,,
