game,2018,8,20181028,201810280ram,gnb,"Green Bay Packers",27,ram,"Los Angeles Rams",29
player,201810280ram,gnb,JoneAa00,pass_long,0,,,,,
player,201810280ram,gnb,JoneAa00,pass_rating,,,,,,
player,201810280ram,gnb,JoneAa00,rush_att,12,,,,,
player,201810280ram,gnb,JoneAa00,rush_yds,86,,,,,
player,201810280ram,gnb,JoneAa00,rush_td,1,,,,,
player,201810280ram,gnb,JoneAa00,rush_long,33,,,,,
player,201810280ram,gnb,JoneAa00,targets,2,,,,,
player,201810280ram,gnb,JoneAa00,rec,2,,,,,
player,201810280ram,gnb,JoneAa00,rec_yds,0,,,,,
player,201810280ram,gnb,JoneAa00,rec_td,0,,,,,
player,201810280ram,gnb,JoneAa00,rec_long,1,,,,,
player,201810280ram,gnb,JoneAa00,fumbles,0,,,,,
player,201810280ram,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201810280ram,gnb,WillJa06,pass_cmp,0,,,,,
player,201810280ram,gnb,WillJa06,pass_att,0,,,,,
player,201810280ram,gnb,WillJa06,pass_yds,0,,,,,
player,201810280ram,gnb,WillJa06,pass_td,0,,,,,
player,201810280ram,gnb,WillJa06,pass_int,0,,,,,
player,201810280ram,gnb,WillJa06,pass_sacked,0,,,,,
player,201810280ram,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,WillJa06,pass_long,0,,,,,
player,201810280ram,gnb,WillJa06,pass_rating,,,,,,
player,201810280ram,gnb,WillJa06,rush_att,4,,,,,
player,201810280ram,gnb,WillJa06,rush_yds,9,,,,,
player,201810280ram,gnb,WillJa06,rush_td,1,,,,,
player,201810280ram,gnb,WillJa06,rush_long,5,,,,,
player,201810280ram,gnb,WillJa06,targets,1,,,,,
player,201810280ram,gnb,WillJa06,rec,0,,,,,
player,201810280ram,gnb,WillJa06,rec_yds,0,,,,,
player,201810280ram,gnb,WillJa06,rec_td,0,,,,,
player,201810280ram,gnb,WillJa06,rec_long,0,,,,,
player,201810280ram,gnb,WillJa06,fumbles,0,,,,,
player,201810280ram,gnb,WillJa06,fumbles_lost,0,,,,,
player,201810280ram,gnb,MontTy01,pass_cmp,0,,,,,
player,201810280ram,gnb,MontTy01,pass_att,0,,,,,
player,201810280ram,gnb,MontTy01,pass_yds,0,,,,,
player,201810280ram,gnb,MontTy01,pass_td,0,,,,,
player,201810280ram,gnb,MontTy01,pass_int,0,,,,,
player,201810280ram,gnb,MontTy01,pass_sacked,0,,,,,
player,201810280ram,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,MontTy01,pass_long,0,,,,,
player,201810280ram,gnb,MontTy01,pass_rating,,,,,,
player,201810280ram,gnb,MontTy01,rush_att,2,,,,,
player,201810280ram,gnb,MontTy01,rush_yds,6,,,,,
player,201810280ram,gnb,MontTy01,rush_td,0,,,,,
player,201810280ram,gnb,MontTy01,rush_long,5,,,,,
player,201810280ram,gnb,MontTy01,targets,2,,,,,
player,201810280ram,gnb,MontTy01,rec,1,,,,,
player,201810280ram,gnb,MontTy01,rec_yds,2,,,,,
player,201810280ram,gnb,MontTy01,rec_td,0,,,,,
player,201810280ram,gnb,MontTy01,rec_long,2,,,,,
player,201810280ram,gnb,MontTy01,fumbles,1,,,,,
player,201810280ram,gnb,MontTy01,fumbles_lost,1,,,,,
player,201810280ram,gnb,AdamDa01,pass_cmp,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_att,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_yds,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_td,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_int,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_sacked,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_long,0,,,,,
player,201810280ram,gnb,AdamDa01,pass_rating,,,,,,
player,201810280ram,gnb,AdamDa01,rush_att,0,,,,,
player,201810280ram,gnb,AdamDa01,rush_yds,0,,,,,
player,201810280ram,gnb,AdamDa01,rush_td,0,,,,,
player,201810280ram,gnb,AdamDa01,rush_long,0,,,,,
player,201810280ram,gnb,AdamDa01,targets,7,,,,,
player,201810280ram,gnb,AdamDa01,rec,5,,,,,
player,201810280ram,gnb,AdamDa01,rec_yds,133,,,,,
player,201810280ram,gnb,AdamDa01,rec_td,0,,,,,
player,201810280ram,gnb,AdamDa01,rec_long,48,,,,,
player,201810280ram,gnb,AdamDa01,fumbles,0,,,,,
player,201810280ram,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_cmp,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_att,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_yds,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_td,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_int,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_sacked,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_long,0,,,,,
player,201810280ram,gnb,ValdMa00,pass_rating,,,,,,
player,201810280ram,gnb,ValdMa00,rush_att,0,,,,,
player,201810280ram,gnb,ValdMa00,rush_yds,0,,,,,
player,201810280ram,gnb,ValdMa00,rush_td,0,,,,,
player,201810280ram,gnb,ValdMa00,rush_long,0,,,,,
player,201810280ram,gnb,ValdMa00,targets,5,,,,,
player,201810280ram,gnb,ValdMa00,rec,2,,,,,
player,201810280ram,gnb,ValdMa00,rec_yds,45,,,,,
player,201810280ram,gnb,ValdMa00,rec_td,1,,,,,
player,201810280ram,gnb,ValdMa00,rec_long,40,,,,,
player,201810280ram,gnb,ValdMa00,fumbles,0,,,,,
player,201810280ram,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_cmp,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_att,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_yds,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_td,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_int,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_sacked,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_long,0,,,,,
player,201810280ram,gnb,CobbRa00,pass_rating,,,,,,
player,201810280ram,gnb,CobbRa00,rush_att,0,,,,,
player,201810280ram,gnb,CobbRa00,rush_yds,0,,,,,
player,201810280ram,gnb,CobbRa00,rush_td,0,,,,,
player,201810280ram,gnb,CobbRa00,rush_long,0,,,,,
player,201810280ram,gnb,CobbRa00,targets,5,,,,,
player,201810280ram,gnb,CobbRa00,rec,4,,,,,
player,201810280ram,gnb,CobbRa00,rec_yds,40,,,,,
player,201810280ram,gnb,CobbRa00,rec_td,0,,,,,
player,201810280ram,gnb,CobbRa00,rec_long,18,,,,,
player,201810280ram,gnb,CobbRa00,fumbles,0,,,,,
player,201810280ram,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_cmp,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_att,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_yds,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_td,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_int,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_sacked,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_long,0,,,,,
player,201810280ram,gnb,St.BEq00,pass_rating,,,,,,
player,201810280ram,gnb,St.BEq00,rush_att,0,,,,,
player,201810280ram,gnb,St.BEq00,rush_yds,0,,,,,
player,201810280ram,gnb,St.BEq00,rush_td,0,,,,,
player,201810280ram,gnb,St.BEq00,rush_long,0,,,,,
player,201810280ram,gnb,St.BEq00,targets,2,,,,,
player,201810280ram,gnb,St.BEq00,rec,2,,,,,
player,201810280ram,gnb,St.BEq00,rec_yds,31,,,,,
player,201810280ram,gnb,St.BEq00,rec_td,0,,,,,
player,201810280ram,gnb,St.BEq00,rec_long,23,,,,,
player,201810280ram,gnb,St.BEq00,fumbles,0,,,,,
player,201810280ram,gnb,St.BEq00,fumbles_lost,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_cmp,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_att,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_yds,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_td,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_int,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_sacked,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_long,0,,,,,
player,201810280ram,gnb,GrahJi00,pass_rating,,,,,,
player,201810280ram,gnb,GrahJi00,rush_att,0,,,,,
player,201810280ram,gnb,GrahJi00,rush_yds,0,,,,,
player,201810280ram,gnb,GrahJi00,rush_td,0,,,,,
player,201810280ram,gnb,GrahJi00,rush_long,0,,,,,
player,201810280ram,gnb,GrahJi00,targets,4,,,,,
player,201810280ram,gnb,GrahJi00,rec,1,,,,,
player,201810280ram,gnb,GrahJi00,rec_yds,21,,,,,
player,201810280ram,gnb,GrahJi00,rec_td,0,,,,,
player,201810280ram,gnb,GrahJi00,rec_long,21,,,,,
player,201810280ram,gnb,GrahJi00,fumbles,0,,,,,
player,201810280ram,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_cmp,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_att,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_yds,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_td,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_int,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_sacked,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_long,0,,,,,
player,201810280ram,gnb,AlliGe01,pass_rating,,,,,,
player,201810280ram,gnb,AlliGe01,rush_att,0,,,,,
player,201810280ram,gnb,AlliGe01,rush_yds,0,,,,,
player,201810280ram,gnb,AlliGe01,rush_td,0,,,,,
player,201810280ram,gnb,AlliGe01,rush_long,0,,,,,
player,201810280ram,gnb,AlliGe01,targets,1,,,,,
player,201810280ram,gnb,AlliGe01,rec,1,,,,,
player,201810280ram,gnb,AlliGe01,rec_yds,14,,,,,
player,201810280ram,gnb,AlliGe01,rec_td,0,,,,,
player,201810280ram,gnb,AlliGe01,rec_long,14,,,,,
player,201810280ram,gnb,AlliGe01,fumbles,0,,,,,
player,201810280ram,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_cmp,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_att,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_yds,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_td,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_int,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_sacked,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_sacked_yds,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_long,0,,,,,
player,201810280ram,gnb,TonyRo00,pass_rating,,,,,,
player,201810280ram,gnb,TonyRo00,rush_att,0,,,,,
player,201810280ram,gnb,TonyRo00,rush_yds,0,,,,,
player,201810280ram,gnb,TonyRo00,rush_td,0,,,,,
player,201810280ram,gnb,TonyRo00,rush_long,0,,,,,
player,201810280ram,gnb,TonyRo00,targets,1,,,,,
player,201810280ram,gnb,TonyRo00,rec,0,,,,,
player,201810280ram,gnb,TonyRo00,rec_yds,0,,,,,
player,201810280ram,gnb,TonyRo00,rec_td,0,,,,,
player,201810280ram,gnb,TonyRo00,rec_long,0,,,,,
player,201810280ram,gnb,TonyRo00,fumbles,0,,,,,
player,201810280ram,gnb,TonyRo00,fumbles_lost,0,,,,,
player,201810280ram,ram,GoffJa00,pass_cmp,19,,,,,
player,201810280ram,ram,GoffJa00,pass_att,35,,,,,
player,201810280ram,ram,GoffJa00,pass_yds,295,,,,,
player,201810280ram,ram,GoffJa00,pass_td,3,,,,,
player,201810280ram,ram,GoffJa00,pass_int,0,,,,,
player,201810280ram,ram,GoffJa00,pass_sacked,5,,,,,
player,201810280ram,ram,GoffJa00,pass_sacked_yds,26,,,,,
player,201810280ram,ram,GoffJa00,pass_long,32,,,,,
player,201810280ram,ram,GoffJa00,pass_rating,111.0,,,,,
player,201810280ram,ram,GoffJa00,rush_att,5,,,,,
player,201810280ram,ram,GoffJa00,rush_yds,7,,,,,
player,201810280ram,ram,GoffJa00,rush_td,0,,,,,
player,201810280ram,ram,GoffJa00,rush_long,7,,,,,
player,201810280ram,ram,GoffJa00,targets,0,,,,,
player,201810280ram,ram,GoffJa00,rec,0,,,,,
player,201810280ram,ram,GoffJa00,rec_yds,0,,,,,
player,201810280ram,ram,GoffJa00,rec_td,0,,,,,
player,201810280ram,ram,GoffJa00,rec_long,0,,,,,
player,201810280ram,ram,GoffJa00,fumbles,0,,,,,
player,201810280ram,ram,GoffJa00,fumbles_lost,0,,,,,
player,201810280ram,ram,HekkJo00,pass_cmp,1,,,,,
player,201810280ram,ram,HekkJo00,pass_att,1,,,,,
player,201810280ram,ram,HekkJo00,pass_yds,12,,,,,
player,201810280ram,ram,HekkJo00,pass_td,0,,,,,
player,201810280ram,ram,HekkJo00,pass_int,0,,,,,
player,201810280ram,ram,HekkJo00,pass_sacked,0,,,,,
player,201810280ram,ram,HekkJo00,pass_sacked_yds,0,,,,,
player,201810280ram,ram,HekkJo00,pass_long,12,,,,,
player,201810280ram,ram,HekkJo00,pass_rating,116.7,,,,,
player,201810280ram,ram,HekkJo00,rush_att,0,,,,,
player,201810280ram,ram,HekkJo00,rush_yds,0,,,,,
player,201810280ram,ram,HekkJo00,rush_td,0,,,,,
player,201810280ram,ram,HekkJo00,rush_long,0,,,,,
player,201810280ram,ram,HekkJo00,targets,0,,,,,
player,201810280ram,ram,HekkJo00,rec,0,,,,,
player,201810280ram,ram,HekkJo00,rec_yds,0,,,,,
player,201810280ram,ram,HekkJo00,rec_td,0,,,,,
player,201810280ram,ram,HekkJo00,rec_long,0,,,,,
player,201810280ram,ram,HekkJo00,fumbles,0,,,,,
player,201810280ram,ram,HekkJo00,fumbles_lost,0,,,,,
player,201810280ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201810280ram,ram,GurlTo01,pass_att,0,,,,,
player,201810280ram,ram,GurlTo01,pass_yds,0,,,,,
player,201810280ram,ram,GurlTo01,pass_td,0,,,,,
player,201810280ram,ram,GurlTo01,pass_int,0,,,,,
player,201810280ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201810280ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201810280ram,ram,GurlTo01,pass_long,0,,,,,
player,201810280ram,ram,GurlTo01,pass_rating,,,,,,
player,201810280ram,ram,GurlTo01,rush_att,25,,,,,
player,201810280ram,ram,GurlTo01,rush_yds,114,,,,,
player,201810280ram,ram,GurlTo01,rush_td,0,,,,,
player,201810280ram,ram,GurlTo01,rush_long,23,,,,,
player,201810280ram,ram,GurlTo01,targets,7,,,,,
player,201810280ram,ram,GurlTo01,rec,6,,,,,
player,201810280ram,ram,GurlTo01,rec_yds,81,,,,,
player,201810280ram,ram,GurlTo01,rec_td,1,,,,,
player,201810280ram,ram,GurlTo01,rec_long,32,,,,,
player,201810280ram,ram,GurlTo01,fumbles,0,,,,,
player,201810280ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201810280ram,ram,CookBr00,pass_cmp,0,,,,,
player,201810280ram,ram,CookBr00,pass_att,0,,,,,
player,201810280ram,ram,CookBr00,pass_yds,0,,,,,
player,201810280ram,ram,CookBr00,pass_td,0,,,,,
player,201810280ram,ram,CookBr00,pass_int,0,,,,,
player,201810280ram,ram,CookBr00,pass_sacked,0,,,,,
player,201810280ram,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201810280ram,ram,CookBr00,pass_long,0,,,,,
player,201810280ram,ram,CookBr00,pass_rating,,,,,,
player,201810280ram,ram,CookBr00,rush_att,2,,,,,
player,201810280ram,ram,CookBr00,rush_yds,9,,,,,
player,201810280ram,ram,CookBr00,rush_td,0,,,,,
player,201810280ram,ram,CookBr00,rush_long,5,,,,,
player,201810280ram,ram,CookBr00,targets,8,,,,,
player,201810280ram,ram,CookBr00,rec,3,,,,,
player,201810280ram,ram,CookBr00,rec_yds,74,,,,,
player,201810280ram,ram,CookBr00,rec_td,0,,,,,
player,201810280ram,ram,CookBr00,rec_long,32,,,,,
player,201810280ram,ram,CookBr00,fumbles,0,,,,,
player,201810280ram,ram,CookBr00,fumbles_lost,0,,,,,
player,201810280ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201810280ram,ram,BrowMa03,pass_att,0,,,,,
player,201810280ram,ram,BrowMa03,pass_yds,0,,,,,
player,201810280ram,ram,BrowMa03,pass_td,0,,,,,
player,201810280ram,ram,BrowMa03,pass_int,0,,,,,
player,201810280ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201810280ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201810280ram,ram,BrowMa03,pass_long,0,,,,,
player,201810280ram,ram,BrowMa03,pass_rating,,,,,,
player,201810280ram,ram,BrowMa03,rush_att,1,,,,,
player,201810280ram,ram,BrowMa03,rush_yds,7,,,,,
player,201810280ram,ram,BrowMa03,rush_td,0,,,,,
player,201810280ram,ram,BrowMa03,rush_long,7,,,,,
player,201810280ram,ram,BrowMa03,targets,0,,,,,
player,201810280ram,ram,BrowMa03,rec,0,,,,,
player,201810280ram,ram,BrowMa03,rec_yds,0,,,,,
player,201810280ram,ram,BrowMa03,rec_td,0,,,,,
player,201810280ram,ram,BrowMa03,rec_long,0,,,,,
player,201810280ram,ram,BrowMa03,fumbles,0,,,,,
player,201810280ram,ram,BrowMa03,fumbles_lost,0,,,,,
player,201810280ram,ram,WoodRo02,pass_cmp,0,,,,,
player,201810280ram,ram,WoodRo02,pass_att,0,,,,,
player,201810280ram,ram,WoodRo02,pass_yds,0,,,,,
player,201810280ram,ram,WoodRo02,pass_td,0,,,,,
player,201810280ram,ram,WoodRo02,pass_int,0,,,,,
player,201810280ram,ram,WoodRo02,pass_sacked,0,,,,,
player,201810280ram,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201810280ram,ram,WoodRo02,pass_long,0,,,,,
player,201810280ram,ram,WoodRo02,pass_rating,,,,,,
player,201810280ram,ram,WoodRo02,rush_att,0,,,,,
player,201810280ram,ram,WoodRo02,rush_yds,0,,,,,
player,201810280ram,ram,WoodRo02,rush_td,0,,,,,
player,201810280ram,ram,WoodRo02,rush_long,0,,,,,
player,201810280ram,ram,WoodRo02,targets,7,,,,,
player,201810280ram,ram,WoodRo02,rec,5,,,,,
player,201810280ram,ram,WoodRo02,rec_yds,70,,,,,
player,201810280ram,ram,WoodRo02,rec_td,0,,,,,
player,201810280ram,ram,WoodRo02,rec_long,19,,,,,
player,201810280ram,ram,WoodRo02,fumbles,0,,,,,
player,201810280ram,ram,WoodRo02,fumbles_lost,0,,,,,
player,201810280ram,ram,EverGe00,pass_cmp,0,,,,,
player,201810280ram,ram,EverGe00,pass_att,0,,,,,
player,201810280ram,ram,EverGe00,pass_yds,0,,,,,
player,201810280ram,ram,EverGe00,pass_td,0,,,,,
player,201810280ram,ram,EverGe00,pass_int,0,,,,,
player,201810280ram,ram,EverGe00,pass_sacked,0,,,,,
player,201810280ram,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201810280ram,ram,EverGe00,pass_long,0,,,,,
player,201810280ram,ram,EverGe00,pass_rating,,,,,,
player,201810280ram,ram,EverGe00,rush_att,0,,,,,
player,201810280ram,ram,EverGe00,rush_yds,0,,,,,
player,201810280ram,ram,EverGe00,rush_td,0,,,,,
player,201810280ram,ram,EverGe00,rush_long,0,,,,,
player,201810280ram,ram,EverGe00,targets,2,,,,,
player,201810280ram,ram,EverGe00,rec,1,,,,,
player,201810280ram,ram,EverGe00,rec_yds,22,,,,,
player,201810280ram,ram,EverGe00,rec_td,0,,,,,
player,201810280ram,ram,EverGe00,rec_long,22,,,,,
player,201810280ram,ram,EverGe00,fumbles,0,,,,,
player,201810280ram,ram,EverGe00,fumbles_lost,0,,,,,
player,201810280ram,ram,ShieSa00,pass_cmp,0,,,,,
player,201810280ram,ram,ShieSa00,pass_att,0,,,,,
player,201810280ram,ram,ShieSa00,pass_yds,0,,,,,
player,201810280ram,ram,ShieSa00,pass_td,0,,,,,
player,201810280ram,ram,ShieSa00,pass_int,0,,,,,
player,201810280ram,ram,ShieSa00,pass_sacked,0,,,,,
player,201810280ram,ram,ShieSa00,pass_sacked_yds,0,,,,,
player,201810280ram,ram,ShieSa00,pass_long,0,,,,,
player,201810280ram,ram,ShieSa00,pass_rating,,,,,,
player,201810280ram,ram,ShieSa00,rush_att,0,,,,,
player,201810280ram,ram,ShieSa00,rush_yds,0,,,,,
player,201810280ram,ram,ShieSa00,rush_td,0,,,,,
player,201810280ram,ram,ShieSa00,rush_long,0,,,,,
player,201810280ram,ram,ShieSa00,targets,1,,,,,
player,201810280ram,ram,ShieSa00,rec,1,,,,,
player,201810280ram,ram,ShieSa00,rec_yds,12,,,,,
player,201810280ram,ram,ShieSa00,rec_td,0,,,,,
player,201810280ram,ram,ShieSa00,rec_long,12,,,,,
player,201810280ram,ram,ShieSa00,fumbles,0,,,,,
player,201810280ram,ram,ShieSa00,fumbles_lost,0,,,,,
player,201810280ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201810280ram,ram,HigbTy00,pass_att,0,,,,,
player,201810280ram,ram,HigbTy00,pass_yds,0,,,,,
player,201810280ram,ram,HigbTy00,pass_td,0,,,,,
player,201810280ram,ram,HigbTy00,pass_int,0,,,,,
player,201810280ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201810280ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201810280ram,ram,HigbTy00,pass_long,0,,,,,
player,201810280ram,ram,HigbTy00,pass_rating,,,,,,
player,201810280ram,ram,HigbTy00,rush_att,0,,,,,
player,201810280ram,ram,HigbTy00,rush_yds,0,,,,,
player,201810280ram,ram,HigbTy00,rush_td,0,,,,,
player,201810280ram,ram,HigbTy00,rush_long,0,,,,,
player,201810280ram,ram,HigbTy00,targets,1,,,,,
player,201810280ram,ram,HigbTy00,rec,1,,,,,
player,201810280ram,ram,HigbTy00,rec_yds,6,,,,,
player,201810280ram,ram,HigbTy00,rec_td,0,,,,,
player,201810280ram,ram,HigbTy00,rec_long,6,,,,,
player,201810280ram,ram,HigbTy00,fumbles,0,,,,,
player,201810280ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201810280ram,ram,WillNi02,pass_cmp,0,,,,,
player,201810280ram,ram,WillNi02,pass_att,0,,,,,
player,201810280ram,ram,WillNi02,pass_yds,0,,,,,
player,201810280ram,ram,WillNi02,pass_td,0,,,,,
player,201810280ram,ram,WillNi02,pass_int,0,,,,,
player,201810280ram,ram,WillNi02,pass_sacked,0,,,,,
player,201810280ram,ram,WillNi02,pass_sacked_yds,0,,,,,
player,201810280ram,ram,WillNi02,pass_long,0,,,,,
player,201810280ram,ram,WillNi02,pass_rating,,,,,,
player,201810280ram,ram,WillNi02,rush_att,0,,,,,
player,201810280ram,ram,WillNi02,rush_yds,0,,,,,
player,201810280ram,ram,WillNi02,rush_td,0,,,,,
player,201810280ram,ram,WillNi02,rush_long,0,,,,,
player,201810280ram,ram,WillNi02,targets,1,,,,,
player,201810280ram,ram,WillNi02,rec,0,,,,,
player,201810280ram,ram,WillNi02,rec_yds,0,,,,,
player,201810280ram,ram,WillNi02,rec_td,0,,,,,
player,201810280ram,ram,WillNi02,rec_long,0,,,,,
player,201810280ram,ram,WillNi02,fumbles,0,,,,,
player,201810280ram,ram,WillNi02,fumbles_lost,0,,,,,
player,201810280ram,ram,ReynJo00,pass_cmp,0,,,,,
player,201810280ram,ram,ReynJo00,pass_att,0,,,,,
player,201810280ram,ram,ReynJo00,pass_yds,0,,,,,
player,201810280ram,ram,ReynJo00,pass_td,0,,,,,
player,201810280ram,ram,ReynJo00,pass_int,0,,,,,
player,201810280ram,ram,ReynJo00,pass_sacked,0,,,,,
