game,2018,4,20180927,201809270ram,min,"Minnesota Vikings",31,ram,"Los Angeles Rams",38
player,201809270ram,ram,BrowMa03,off_pct,4%,,,,,
player,201809270ram,ram,BrowMa03,defense,0,,,,,
player,201809270ram,ram,BrowMa03,def_pct,0%,,,,,
player,201809270ram,ram,BrowMa03,special_teams,13,,,,,
player,201809270ram,ram,BrowMa03,st_pct,39%,,,,,
player,201809270ram,ram,ReynJo00,pos,WR,,,,,
player,201809270ram,ram,ReynJo00,offense,1,,,,,
player,201809270ram,ram,ReynJo00,off_pct,2%,,,,,
player,201809270ram,ram,ReynJo00,defense,0,,,,,
player,201809270ram,ram,ReynJo00,def_pct,0%,,,,,
player,201809270ram,ram,ReynJo00,special_teams,18,,,,,
player,201809270ram,ram,ReynJo00,st_pct,55%,,,,,
player,201809270ram,ram,LittCo01,pos,LB,,,,,
player,201809270ram,ram,LittCo01,offense,0,,,,,
player,201809270ram,ram,LittCo01,off_pct,0%,,,,,
player,201809270ram,ram,LittCo01,defense,74,,,,,
player,201809270ram,ram,LittCo01,def_pct,100%,,,,,
player,201809270ram,ram,LittCo01,special_teams,11,,,,,
player,201809270ram,ram,LittCo01,st_pct,33%,,,,,
player,201809270ram,ram,JohnJo10,pos,SS,,,,,
player,201809270ram,ram,JohnJo10,offense,0,,,,,
player,201809270ram,ram,JohnJo10,off_pct,0%,,,,,
player,201809270ram,ram,JohnJo10,defense,74,,,,,
player,201809270ram,ram,JohnJo10,def_pct,100%,,,,,
player,201809270ram,ram,JohnJo10,special_teams,7,,,,,
player,201809270ram,ram,JohnJo10,st_pct,21%,,,,,
player,201809270ram,ram,ShieSa00,pos,CB,,,,,
player,201809270ram,ram,ShieSa00,offense,0,,,,,
player,201809270ram,ram,ShieSa00,off_pct,0%,,,,,
player,201809270ram,ram,ShieSa00,defense,74,,,,,
player,201809270ram,ram,ShieSa00,def_pct,100%,,,,,
player,201809270ram,ram,ShieSa00,special_teams,0,,,,,
player,201809270ram,ram,ShieSa00,st_pct,0%,,,,,
player,201809270ram,ram,JoynLa00,pos,FS,,,,,
player,201809270ram,ram,JoynLa00,offense,0,,,,,
player,201809270ram,ram,JoynLa00,off_pct,0%,,,,,
player,201809270ram,ram,JoynLa00,defense,74,,,,,
player,201809270ram,ram,JoynLa00,def_pct,100%,,,,,
player,201809270ram,ram,JoynLa00,special_teams,0,,,,,
player,201809270ram,ram,JoynLa00,st_pct,0%,,,,,
player,201809270ram,ram,PeteMa00,pos,CB,,,,,
player,201809270ram,ram,PeteMa00,offense,0,,,,,
player,201809270ram,ram,PeteMa00,off_pct,0%,,,,,
player,201809270ram,ram,PeteMa00,defense,74,,,,,
player,201809270ram,ram,PeteMa00,def_pct,100%,,,,,
player,201809270ram,ram,PeteMa00,special_teams,0,,,,,
player,201809270ram,ram,PeteMa00,st_pct,0%,,,,,
player,201809270ram,ram,DonaAa00,pos,DT,,,,,
player,201809270ram,ram,DonaAa00,offense,0,,,,,
player,201809270ram,ram,DonaAa00,off_pct,0%,,,,,
player,201809270ram,ram,DonaAa00,defense,71,,,,,
player,201809270ram,ram,DonaAa00,def_pct,96%,,,,,
player,201809270ram,ram,DonaAa00,special_teams,5,,,,,
player,201809270ram,ram,DonaAa00,st_pct,15%,,,,,
player,201809270ram,ram,SuhxNd99,pos,NT,,,,,
player,201809270ram,ram,SuhxNd99,offense,0,,,,,
player,201809270ram,ram,SuhxNd99,off_pct,0%,,,,,
player,201809270ram,ram,SuhxNd99,defense,68,,,,,
player,201809270ram,ram,SuhxNd99,def_pct,92%,,,,,
player,201809270ram,ram,SuhxNd99,special_teams,5,,,,,
player,201809270ram,ram,SuhxNd99,st_pct,15%,,,,,
player,201809270ram,ram,EbukSa00,pos,LB,,,,,
player,201809270ram,ram,EbukSa00,offense,0,,,,,
player,201809270ram,ram,EbukSa00,off_pct,0%,,,,,
player,201809270ram,ram,EbukSa00,defense,59,,,,,
player,201809270ram,ram,EbukSa00,def_pct,80%,,,,,
player,201809270ram,ram,EbukSa00,special_teams,9,,,,,
player,201809270ram,ram,EbukSa00,st_pct,27%,,,,,
player,201809270ram,ram,RobeNi00,pos,CB,,,,,
player,201809270ram,ram,RobeNi00,offense,0,,,,,
player,201809270ram,ram,RobeNi00,off_pct,0%,,,,,
player,201809270ram,ram,RobeNi00,defense,44,,,,,
player,201809270ram,ram,RobeNi00,def_pct,59%,,,,,
player,201809270ram,ram,RobeNi00,special_teams,4,,,,,
player,201809270ram,ram,RobeNi00,st_pct,12%,,,,,
player,201809270ram,ram,BrocMi00,pos,DE,,,,,
player,201809270ram,ram,BrocMi00,offense,0,,,,,
player,201809270ram,ram,BrocMi00,off_pct,0%,,,,,
player,201809270ram,ram,BrocMi00,defense,41,,,,,
player,201809270ram,ram,BrocMi00,def_pct,55%,,,,,
player,201809270ram,ram,BrocMi00,special_teams,5,,,,,
player,201809270ram,ram,BrocMi00,st_pct,15%,,,,,
player,201809270ram,ram,LongMa00,pos,LB,,,,,
player,201809270ram,ram,LongMa00,offense,0,,,,,
player,201809270ram,ram,LongMa00,off_pct,0%,,,,,
player,201809270ram,ram,LongMa00,defense,38,,,,,
player,201809270ram,ram,LongMa00,def_pct,51%,,,,,
player,201809270ram,ram,LongMa00,special_teams,12,,,,,
player,201809270ram,ram,LongMa00,st_pct,36%,,,,,
player,201809270ram,ram,WilsRa00,pos,LB,,,,,
player,201809270ram,ram,WilsRa00,offense,0,,,,,
player,201809270ram,ram,WilsRa00,off_pct,0%,,,,,
player,201809270ram,ram,WilsRa00,defense,37,,,,,
player,201809270ram,ram,WilsRa00,def_pct,50%,,,,,
player,201809270ram,ram,WilsRa00,special_teams,0,,,,,
player,201809270ram,ram,WilsRa00,st_pct,0%,,,,,
player,201809270ram,ram,ChriMa00,pos,FS,,,,,
player,201809270ram,ram,ChriMa00,offense,0,,,,,
player,201809270ram,ram,ChriMa00,off_pct,0%,,,,,
player,201809270ram,ram,ChriMa00,defense,35,,,,,
player,201809270ram,ram,ChriMa00,def_pct,47%,,,,,
player,201809270ram,ram,ChriMa00,special_teams,25,,,,,
player,201809270ram,ram,ChriMa00,st_pct,76%,,,,,
player,201809270ram,ram,FranJo02,pos,DE,,,,,
player,201809270ram,ram,FranJo02,offense,0,,,,,
player,201809270ram,ram,FranJo02,off_pct,0%,,,,,
player,201809270ram,ram,FranJo02,defense,35,,,,,
player,201809270ram,ram,FranJo02,def_pct,47%,,,,,
player,201809270ram,ram,FranJo02,special_teams,1,,,,,
player,201809270ram,ram,FranJo02,st_pct,3%,,,,,
player,201809270ram,ram,WestEt00,pos,DT,,,,,
player,201809270ram,ram,WestEt00,offense,0,,,,,
player,201809270ram,ram,WestEt00,off_pct,0%,,,,,
player,201809270ram,ram,WestEt00,defense,12,,,,,
player,201809270ram,ram,WestEt00,def_pct,16%,,,,,
player,201809270ram,ram,WestEt00,special_teams,0,,,,,
player,201809270ram,ram,WestEt00,st_pct,0%,,,,,
player,201809270ram,ram,HillTr01,pos,CB,,,,,
player,201809270ram,ram,HillTr01,offense,0,,,,,
player,201809270ram,ram,HillTr01,off_pct,0%,,,,,
player,201809270ram,ram,HillTr01,defense,2,,,,,
player,201809270ram,ram,HillTr01,def_pct,3%,,,,,
player,201809270ram,ram,HillTr01,special_teams,18,,,,,
player,201809270ram,ram,HillTr01,st_pct,55%,,,,,
player,201809270ram,ram,YounTr00,pos,LB,,,,,
player,201809270ram,ram,YounTr00,offense,0,,,,,
player,201809270ram,ram,YounTr00,off_pct,0%,,,,,
player,201809270ram,ram,YounTr00,defense,2,,,,,
player,201809270ram,ram,YounTr00,def_pct,3%,,,,,
player,201809270ram,ram,YounTr00,special_teams,0,,,,,
player,201809270ram,ram,YounTr00,st_pct,0%,,,,,
player,201809270ram,ram,CounBl00,pos,SS,,,,,
player,201809270ram,ram,CounBl00,offense,0,,,,,
player,201809270ram,ram,CounBl00,off_pct,0%,,,,,
player,201809270ram,ram,CounBl00,defense,0,,,,,
player,201809270ram,ram,CounBl00,def_pct,0%,,,,,
player,201809270ram,ram,CounBl00,special_teams,26,,,,,
player,201809270ram,ram,CounBl00,st_pct,79%,,,,,
player,201809270ram,ram,HageBr00,pos,LB,,,,,
player,201809270ram,ram,HageBr00,offense,0,,,,,
player,201809270ram,ram,HageBr00,off_pct,0%,,,,,
player,201809270ram,ram,HageBr00,defense,0,,,,,
player,201809270ram,ram,HageBr00,def_pct,0%,,,,,
player,201809270ram,ram,HageBr00,special_teams,26,,,,,
player,201809270ram,ram,HageBr00,st_pct,79%,,,,,
player,201809270ram,ram,KiseMi00,pos,LB,,,,,
player,201809270ram,ram,KiseMi00,offense,0,,,,,
player,201809270ram,ram,KiseMi00,off_pct,0%,,,,,
player,201809270ram,ram,KiseMi00,defense,0,,,,,
player,201809270ram,ram,KiseMi00,def_pct,0%,,,,,
player,201809270ram,ram,KiseMi00,special_teams,20,,,,,
player,201809270ram,ram,KiseMi00,st_pct,61%,,,,,
player,201809270ram,ram,HatfDo00,pos,CB,,,,,
player,201809270ram,ram,HatfDo00,offense,0,,,,,
player,201809270ram,ram,HatfDo00,off_pct,0%,,,,,
player,201809270ram,ram,HatfDo00,defense,0,,,,,
player,201809270ram,ram,HatfDo00,def_pct,0%,,,,,
player,201809270ram,ram,HatfDo00,special_teams,18,,,,,
player,201809270ram,ram,HatfDo00,st_pct,55%,,,,,
player,201809270ram,ram,DaviJu00,pos,RB,,,,,
player,201809270ram,ram,DaviJu00,offense,0,,,,,
player,201809270ram,ram,DaviJu00,off_pct,0%,,,,,
player,201809270ram,ram,DaviJu00,defense,0,,,,,
player,201809270ram,ram,DaviJu00,def_pct,0%,,,,,
player,201809270ram,ram,DaviJu00,special_teams,17,,,,,
player,201809270ram,ram,DaviJu00,st_pct,52%,,,,,
player,201809270ram,ram,LawlJu00,pos,LB,,,,,
player,201809270ram,ram,LawlJu00,offense,0,,,,,
player,201809270ram,ram,LawlJu00,off_pct,0%,,,,,
player,201809270ram,ram,LawlJu00,defense,0,,,,,
player,201809270ram,ram,LawlJu00,def_pct,0%,,,,,
player,201809270ram,ram,LawlJu00,special_teams,16,,,,,
player,201809270ram,ram,LawlJu00,st_pct,48%,,,,,
player,201809270ram,ram,FickSa00,pos,K,,,,,
player,201809270ram,ram,FickSa00,offense,0,,,,,
player,201809270ram,ram,FickSa00,off_pct,0%,,,,,
player,201809270ram,ram,FickSa00,defense,0,,,,,
player,201809270ram,ram,FickSa00,def_pct,0%,,,,,
player,201809270ram,ram,FickSa00,special_teams,14,,,,,
player,201809270ram,ram,FickSa00,st_pct,42%,,,,,
player,201809270ram,ram,McQuJa00,pos,LS,,,,,
player,201809270ram,ram,McQuJa00,offense,0,,,,,
player,201809270ram,ram,McQuJa00,off_pct,0%,,,,,
player,201809270ram,ram,McQuJa00,defense,0,,,,,
player,201809270ram,ram,McQuJa00,def_pct,0%,,,,,
player,201809270ram,ram,McQuJa00,special_teams,10,,,,,
player,201809270ram,ram,McQuJa00,st_pct,30%,,,,,
player,201809270ram,ram,HekkJo00,pos,P,,,,,
player,201809270ram,ram,HekkJo00,offense,0,,,,,
player,201809270ram,ram,HekkJo00,off_pct,0%,,,,,
player,201809270ram,ram,HekkJo00,defense,0,,,,,
player,201809270ram,ram,HekkJo00,def_pct,0%,,,,,
player,201809270ram,ram,HekkJo00,special_teams,10,,,,,
player,201809270ram,ram,HekkJo00,st_pct,30%,,,,,
player,201809270ram,ram,HodgKh00,pos,WR,,,,,
player,201809270ram,ram,HodgKh00,offense,0,,,,,
player,201809270ram,ram,HodgKh00,off_pct,0%,,,,,
player,201809270ram,ram,HodgKh00,defense,0,,,,,
player,201809270ram,ram,HodgKh00,def_pct,0%,,,,,
player,201809270ram,ram,HodgKh00,special_teams,8,,,,,
player,201809270ram,ram,HodgKh00,st_pct,24%,,,,,
player,201809270ram,ram,BrowJa04,pos,G,,,,,
player,201809270ram,ram,BrowJa04,offense,0,,,,,
player,201809270ram,ram,BrowJa04,off_pct,0%,,,,,
player,201809270ram,ram,BrowJa04,defense,0,,,,,
player,201809270ram,ram,BrowJa04,def_pct,0%,,,,,
player,201809270ram,ram,BrowJa04,special_teams,7,,,,,
player,201809270ram,ram,BrowJa04,st_pct,21%,,,,,
player,201809270ram,ram,AlleBr02,pos,C,,,,,
player,201809270ram,ram,AlleBr02,offense,0,,,,,
player,201809270ram,ram,AlleBr02,off_pct,0%,,,,,
player,201809270ram,ram,AlleBr02,defense,0,,,,,
player,201809270ram,ram,AlleBr02,def_pct,0%,,,,,
player,201809270ram,ram,AlleBr02,special_teams,7,,,,,
player,201809270ram,ram,AlleBr02,st_pct,21%,,,,,
player,201809270ram,ram,NoteJo00,pos,T,,,,,
player,201809270ram,ram,NoteJo00,offense,0,,,,,
player,201809270ram,ram,NoteJo00,off_pct,0%,,,,,
player,201809270ram,ram,NoteJo00,defense,0,,,,,
player,201809270ram,ram,NoteJo00,def_pct,0%,,,,,
player,201809270ram,ram,NoteJo00,special_teams,7,,,,,
player,201809270ram,ram,NoteJo00,st_pct,21%,,,,,
player,201809270ram,min,CompTo00,pos,G,,,,,
player,201809270ram,min,CompTo00,offense,74,,,,,
player,201809270ram,min,CompTo00,off_pct,100%,,,,,
player,201809270ram,min,CompTo00,defense,0,,,,,
player,201809270ram,min,CompTo00,def_pct,0%,,,,,
player,201809270ram,min,CompTo00,special_teams,5,,,,,
player,201809270ram,min,CompTo00,st_pct,15%,,,,,
player,201809270ram,min,ReifRi00,pos,T,,,,,
player,201809270ram,min,ReifRi00,offense,74,,,,,
player,201809270ram,min,ReifRi00,off_pct,100%,,,,,
player,201809270ram,min,ReifRi00,defense,0,,,,,
player,201809270ram,min,ReifRi00,def_pct,0%,,,,,
player,201809270ram,min,ReifRi00,special_teams,5,,,,,
player,201809270ram,min,ReifRi00,st_pct,15%,,,,,
player,201809270ram,min,RemmMi00,pos,G,,,,,
player,201809270ram,min,RemmMi00,offense,74,,,,,
player,201809270ram,min,RemmMi00,off_pct,100%,,,,,
player,201809270ram,min,RemmMi00,defense,0,,,,,
player,201809270ram,min,RemmMi00,def_pct,0%,,,,,
player,201809270ram,min,RemmMi00,special_teams,5,,,,,
player,201809270ram,min,RemmMi00,st_pct,15%,,,,,
player,201809270ram,min,HillRa01,pos,T,,,,,
player,201809270ram,min,HillRa01,offense,74,,,,,
player,201809270ram,min,HillRa01,off_pct,100%,,,,,
player,201809270ram,min,HillRa01,defense,0,,,,,
player,201809270ram,min,HillRa01,def_pct,0%,,,,,
player,201809270ram,min,HillRa01,special_teams,0,,,,,
player,201809270ram,min,HillRa01,st_pct,0%,,,,,
player,201809270ram,min,ElflPa00,pos,C,,,,,
player,201809270ram,min,ElflPa00,offense,74,,,,,
player,201809270ram,min,ElflPa00,off_pct,100%,,,,,
player,201809270ram,min,ElflPa00,defense,0,,,,,
player,201809270ram,min,ElflPa00,def_pct,0%,,,,,
player,201809270ram,min,ElflPa00,special_teams,0,,,,,
player,201809270ram,min,ElflPa00,st_pct,0%,,,,,
player,201809270ram,min,CousKi00,pos,QB,,,,,
player,201809270ram,min,CousKi00,offense,74,,,,,
player,201809270ram,min,CousKi00,off_pct,100%,,,,,
player,201809270ram,min,CousKi00,defense,0,,,,,
player,201809270ram,min,CousKi00,def_pct,0%,,,,,
player,201809270ram,min,CousKi00,special_teams,0,,,,,
player,201809270ram,min,CousKi00,st_pct,0%,,,,,
player,201809270ram,min,ThieAd00,pos,WR,,,,,
player,201809270ram,min,ThieAd00,offense,73,,,,,
player,201809270ram,min,ThieAd00,off_pct,99%,,,,,
player,201809270ram,min,ThieAd00,defense,0,,,,,
player,201809270ram,min,ThieAd00,def_pct,0%,,,,,
player,201809270ram,min,ThieAd00,special_teams,2,,,,,
player,201809270ram,min,ThieAd00,st_pct,6%,,,,,
player,201809270ram,min,DiggSt00,pos,WR,,,,,
player,201809270ram,min,DiggSt00,offense,63,,,,,
player,201809270ram,min,DiggSt00,off_pct,85%,,,,,
player,201809270ram,min,DiggSt00,defense,0,,,,,
player,201809270ram,min,DiggSt00,def_pct,0%,,,,,
player,201809270ram,min,DiggSt00,special_teams,0,,,,,
player,201809270ram,min,DiggSt00,st_pct,0%,,,,,
player,201809270ram,min,RudoKy00,pos,TE,,,,,
player,201809270ram,min,RudoKy00,offense,60,,,,,
player,201809270ram,min,RudoKy00,off_pct,81%,,,,,
player,201809270ram,min,RudoKy00,defense,0,,,,,
player,201809270ram,min,RudoKy00,def_pct,0%,,,,,
player,201809270ram,min,RudoKy00,special_teams,5,,,,,
player,201809270ram,min,RudoKy00,st_pct,15%,,,,,
player,201809270ram,min,TreaLa00,pos,WR,,,,,
player,201809270ram,min,TreaLa00,offense,46,,,,,
player,201809270ram,min,TreaLa00,off_pct,62%,,,,,
player,201809270ram,min,TreaLa00,defense,0,,,,,
player,201809270ram,min,TreaLa00,def_pct,0%,,,,,
player,201809270ram,min,TreaLa00,special_teams,1,,,,,
player,201809270ram,min,TreaLa00,st_pct,3%,,,,,
player,201809270ram,min,MurrLa00,pos,RB,,,,,
player,201809270ram,min,MurrLa00,offense,41,,,,,
player,201809270ram,min,MurrLa00,off_pct,55%,,,,,
player,201809270ram,min,MurrLa00,defense,0,,,,,
player,201809270ram,min,MurrLa00,def_pct,0%,,,,,
player,201809270ram,min,MurrLa00,special_teams,0,,,,,
player,201809270ram,min,MurrLa00,st_pct,0%,,,,,
player,201809270ram,min,MorgDa01,pos,TE,,,,,
player,201809270ram,min,MorgDa01,offense,23,,,,,
player,201809270ram,min,MorgDa01,off_pct,31%,,,,,
player,201809270ram,min,MorgDa01,defense,0,,,,,
player,201809270ram,min,MorgDa01,def_pct,0%,,,,,
player,201809270ram,min,MorgDa01,special_teams,2,,,,,
player,201809270ram,min,MorgDa01,st_pct,6%,,,,,
player,201809270ram,min,HamxC.00,pos,FB,,,,,
player,201809270ram,min,HamxC.00,offense,20,,,,,
player,201809270ram,min,HamxC.00,off_pct,27%,,,,,
player,201809270ram,min,HamxC.00,defense,0,,,,,
player,201809270ram,min,HamxC.00,def_pct,0%,,,,,
player,201809270ram,min,HamxC.00,special_teams,20,,,,,
player,201809270ram,min,HamxC.00,st_pct,61%,,,,,
player,201809270ram,min,CookDa01,pos,RB,,,,,
player,201809270ram,min,CookDa01,offense,18,,,,,
player,201809270ram,min,CookDa01,off_pct,24%,,,,,
player,201809270ram,min,CookDa01,defense,0,,,,,
player,201809270ram,min,CookDa01,def_pct,0%,,,,,
player,201809270ram,min,CookDa01,special_teams,0,,,,,
player,201809270ram,min,CookDa01,st_pct,0%,,,,,
player,201809270ram,min,ConkTy00,pos,TE,,,,,
player,201809270ram,min,ConkTy00,offense,9,,,,,
player,201809270ram,min,ConkTy00,off_pct,12%,,,,,
player,201809270ram,min,ConkTy00,defense,0,,,,,
player,201809270ram,min,ConkTy00,def_pct,0%,,,,,
player,201809270ram,min,ConkTy00,special_teams,13,,,,,
player,201809270ram,min,ConkTy00,st_pct,39%,,,,,
player,201809270ram,min,RobiAl00,pos,WR,,,,,
player,201809270ram,min,RobiAl00,offense,8,,,,,
player,201809270ram,min,RobiAl00,off_pct,11%,,,,,
player,201809270ram,min,RobiAl00,defense,0,,,,,
player,201809270ram,min,RobiAl00,def_pct,0%,,,,,
player,201809270ram,min,RobiAl00,special_teams,0,,,,,
player,201809270ram,min,RobiAl00,st_pct,0%,,,,,
player,201809270ram,min,ThomRo05,pos,RB,,,,,
player,201809270ram,min,ThomRo05,offense,4,,,,,
player,201809270ram,min,ThomRo05,off_pct,5%,,,,,
player,201809270ram,min,ThomRo05,defense,0,,,,,
player,201809270ram,min,ThomRo05,def_pct,0%,,,,,
player,201809270ram,min,ThomRo05,special_teams,14,,,,,
player,201809270ram,min,ThomRo05,st_pct,42%,,,,,
player,201809270ram,min,BoonMi00,pos,RB,,,,,
player,201809270ram,min,BoonMi00,offense,4,,,,,
player,201809270ram,min,BoonMi00,off_pct,5%,,,,,
player,201809270ram,min,BoonMi00,defense,0,,,,,
player,201809270ram,min,BoonMi00,def_pct,0%,,,,,
player,201809270ram,min,BoonMi00,special_teams,5,,,,,
player,201809270ram,min,BoonMi00,st_pct,15%,,,,,
player,201809270ram,min,ZylsBr00,pos,WR,,,,,
player,201809270ram,min,ZylsBr00,offense,1,,,,,
player,201809270ram,min,ZylsBr00,off_pct,1%,,,,,
player,201809270ram,min,ZylsBr00,defense,0,,,,,
player,201809270ram,min,ZylsBr00,def_pct,0%,,,,,
player,201809270ram,min,ZylsBr00,special_teams,20,,,,,
player,201809270ram,min,ZylsBr00,st_pct,61%,,,,,
player,201809270ram,min,SendAn00,pos,SS,,,,,
player,201809270ram,min,SendAn00,offense,0,,,,,
player,201809270ram,min,SendAn00,off_pct,0%,,,,,
player,201809270ram,min,SendAn00,defense,55,,,,,
player,201809270ram,min,SendAn00,def_pct,100%,,,,,
player,201809270ram,min,SendAn00,special_teams,12,,,,,
player,201809270ram,min,SendAn00,st_pct,36%,,,,,
player,201809270ram,min,BarrAn00,pos,LB,,,,,
player,201809270ram,min,BarrAn00,offense,0,,,,,
player,201809270ram,min,BarrAn00,off_pct,0%,,,,,
player,201809270ram,min,BarrAn00,defense,55,,,,,
player,201809270ram,min,BarrAn00,def_pct,100%,,,,,
player,201809270ram,min,BarrAn00,special_teams,8,,,,,
player,201809270ram,min,BarrAn00,st_pct,24%,,,,,
player,201809270ram,min,KendEr00,pos,LB,,,,,
player,201809270ram,min,KendEr00,offense,0,,,,,
player,201809270ram,min,KendEr00,off_pct,0%,,,,,
player,201809270ram,min,KendEr00,defense,55,,,,,
player,201809270ram,min,KendEr00,def_pct,100%,,,,,
player,201809270ram,min,KendEr00,special_teams,8,,,,,
player,201809270ram,min,KendEr00,st_pct,24%,,,,,
player,201809270ram,min,SmitHa00,pos,FS,,,,,
player,201809270ram,min,SmitHa00,offense,0,,,,,
player,201809270ram,min,SmitHa00,off_pct,0%,,,,,
player,201809270ram,min,SmitHa00,defense,55,,,,,
player,201809270ram,min,SmitHa00,def_pct,100%,,,,,
player,201809270ram,min,SmitHa00,special_teams,7,,,,,
player,201809270ram,min,SmitHa00,st_pct,21%,,,,,
player,201809270ram,min,HuntDa01,pos,DE,,,,,
player,201809270ram,min,HuntDa01,offense,0,,,,,
player,201809270ram,min,HuntDa01,off_pct,0%,,,,,
player,201809270ram,min,HuntDa01,defense,51,,,,,
player,201809270ram,min,HuntDa01,def_pct,93%,,,,,
player,201809270ram,min,HuntDa01,special_teams,12,,,,,
player,201809270ram,min,HuntDa01,st_pct,36%,,,,,
player,201809270ram,min,JoseLi99,pos,NT,,,,,
player,201809270ram,min,JoseLi99,offense,0,,,,,
player,201809270ram,min,JoseLi99,off_pct,0%,,,,,
player,201809270ram,min,JoseLi99,defense,49,,,,,
player,201809270ram,min,JoseLi99,def_pct,89%,,,,,
player,201809270ram,min,JoseLi99,special_teams,8,,,,,
player,201809270ram,min,JoseLi99,st_pct,24%,,,,,
player,201809270ram,min,RichSh00,pos,DT,,,,,
player,201809270ram,min,RichSh00,offense,0,,,,,
player,201809270ram,min,RichSh00,off_pct,0%,,,,,
player,201809270ram,min,RichSh00,defense,47,,,,,
player,201809270ram,min,RichSh00,def_pct,85%,,,,,
player,201809270ram,min,RichSh00,special_teams,6,,,,,
player,201809270ram,min,RichSh00,st_pct,18%,,,,,
player,201809270ram,min,HughMi00,pos,CB,,,,,
player,201809270ram,min,HughMi00,offense,0,,,,,
player,201809270ram,min,HughMi00,off_pct,0%,,,,,
player,201809270ram,min,HughMi00,defense,46,,,,,
player,201809270ram,min,HughMi00,def_pct,84%,,,,,
player,201809270ram,min,HughMi00,special_teams,21,,,,,
player,201809270ram,min,HughMi00,st_pct,64%,,,,,
player,201809270ram,min,WeatSt00,pos,DE,,,,,
player,201809270ram,min,WeatSt00,offense,0,,,,,
player,201809270ram,min,WeatSt00,off_pct,0%,,,,,
player,201809270ram,min,WeatSt00,defense,45,,,,,
player,201809270ram,min,WeatSt00,def_pct,82%,,,,,
player,201809270ram,min,WeatSt00,special_teams,11,,,,,
player,201809270ram,min,WeatSt00,st_pct,33%,,,,,
player,201809270ram,min,RhodXa00,pos,CB,,,,,
player,201809270ram,min,RhodXa00,offense,0,,,,,
player,201809270ram,min,RhodXa00,off_pct,0%,,,,,
player,201809270ram,min,RhodXa00,defense,42,,,,,
player,201809270ram,min,RhodXa00,def_pct,76%,,,,,
player,201809270ram,min,RhodXa00,special_teams,0,,,,,
player,201809270ram,min,RhodXa00,st_pct,0%,,,,,
player,201809270ram,min,AlexMa01,pos,CB,,,,,
player,201809270ram,min,AlexMa01,offense,0,,,,,
player,201809270ram,min,AlexMa01,off_pct,0%,,,,,
player,201809270ram,min,AlexMa01,defense,29,,,,,
player,201809270ram,min,AlexMa01,def_pct,53%,,,,,
player,201809270ram,min,AlexMa01,special_teams,1,,,,,
player,201809270ram,min,AlexMa01,st_pct,3%,,,,,
player,201809270ram,min,WaynTr00,pos,CB,,,,,
player,201809270ram,min,WaynTr00,offense,0,,,,,
player,201809270ram,min,WaynTr00,off_pct,0%,,,,,
player,201809270ram,min,WaynTr00,defense,24,,,,,
player,201809270ram,min,WaynTr00,def_pct,44%,,,,,
player,201809270ram,min,WaynTr00,special_teams,4,,,,,
player,201809270ram,min,WaynTr00,st_pct,12%,,,,,
player,201809270ram,min,BoweTa00,pos,DE,,,,,
player,201809270ram,min,BoweTa00,offense,0,,,,,
player,201809270ram,min,BoweTa00,off_pct,0%,,,,,
player,201809270ram,min,BoweTa00,defense,14,,,,,
player,201809270ram,min,BoweTa00,def_pct,25%,,,,,
player,201809270ram,min,BoweTa00,special_teams,2,,,,,
player,201809270ram,min,BoweTa00,st_pct,6%,,,,,
player,201809270ram,min,JohnJa09,pos,DT,,,,,
player,201809270ram,min,JohnJa09,offense,0,,,,,
player,201809270ram,min,JohnJa09,off_pct,0%,,,,,
player,201809270ram,min,JohnJa09,defense,13,,,,,
player,201809270ram,min,JohnJa09,def_pct,24%,,,,,
player,201809270ram,min,JohnJa09,special_teams,2,,,,,
player,201809270ram,min,JohnJa09,st_pct,6%,,,,,
player,201809270ram,min,HillHo00,pos,CB,,,,,
player,201809270ram,min,HillHo00,offense,0,,,,,
player,201809270ram,min,HillHo00,off_pct,0%,,,,,
player,201809270ram,min,HillHo00,defense,12,,,,,
player,201809270ram,min,HillHo00,def_pct,22%,,,,,
player,201809270ram,min,HillHo00,special_teams,22,,,,,
player,201809270ram,min,HillHo00,st_pct,67%,,,,,
player,201809270ram,min,KearJa00,pos,SS,,,,,
player,201809270ram,min,KearJa00,offense,0,,,,,
player,201809270ram,min,KearJa00,off_pct,0%,,,,,
player,201809270ram,min,KearJa00,defense,10,,,,,
player,201809270ram,min,KearJa00,def_pct,18%,,,,,
player,201809270ram,min,KearJa00,special_teams,20,,,,,
player,201809270ram,min,KearJa00,st_pct,61%,,,,,
player,201809270ram,min,GedeBe00,pos,LB,,,,,
player,201809270ram,min,GedeBe00,offense,0,,,,,
player,201809270ram,min,GedeBe00,off_pct,0%,,,,,
player,201809270ram,min,GedeBe00,defense,2,,,,,
player,201809270ram,min,GedeBe00,def_pct,4%,,,,,
player,201809270ram,min,GedeBe00,special_teams,28,,,,,
player,201809270ram,min,GedeBe00,st_pct,85%,,,,,
player,201809270ram,min,WilsEr00,pos,LB,,,,,
player,201809270ram,min,WilsEr00,offense,0,,,,,
player,201809270ram,min,WilsEr00,off_pct,0%,,,,,
player,201809270ram,min,WilsEr00,defense,1,,,,,
player,201809270ram,min,WilsEr00,def_pct,2%,,,,,
player,201809270ram,min,WilsEr00,special_teams,20,,,,,
player,201809270ram,min,WilsEr00,st_pct,61%,,,,,
player,201809270ram,min,IlokGe00,pos,FS,,,,,
