game,2018,13,20181129,201811290dal,nor,"New Orleans Saints",10,dal,"Dallas Cowboys",13
player,201811290dal,nor,BellVo00,def_int_td,0,,,,,
player,201811290dal,nor,BellVo00,def_int_long,0,,,,,
player,201811290dal,nor,BellVo00,pass_defended,0,,,,,
player,201811290dal,nor,BellVo00,sacks,0.0,,,,,
player,201811290dal,nor,BellVo00,tackles_combined,6,,,,,
player,201811290dal,nor,BellVo00,tackles_solo,1,,,,,
player,201811290dal,nor,BellVo00,tackles_assists,5,,,,,
player,201811290dal,nor,BellVo00,tackles_loss,1,,,,,
player,201811290dal,nor,BellVo00,qb_hits,0,,,,,
player,201811290dal,nor,BellVo00,fumbles_rec,0,,,,,
player,201811290dal,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,BellVo00,fumbles_forced,0,,,,,
player,201811290dal,nor,AnzaAl00,def_int,0,,,,,
player,201811290dal,nor,AnzaAl00,def_int_yds,0,,,,,
player,201811290dal,nor,AnzaAl00,def_int_td,0,,,,,
player,201811290dal,nor,AnzaAl00,def_int_long,0,,,,,
player,201811290dal,nor,AnzaAl00,pass_defended,0,,,,,
player,201811290dal,nor,AnzaAl00,sacks,0.0,,,,,
player,201811290dal,nor,AnzaAl00,tackles_combined,5,,,,,
player,201811290dal,nor,AnzaAl00,tackles_solo,3,,,,,
player,201811290dal,nor,AnzaAl00,tackles_assists,2,,,,,
player,201811290dal,nor,AnzaAl00,tackles_loss,0,,,,,
player,201811290dal,nor,AnzaAl00,qb_hits,0,,,,,
player,201811290dal,nor,AnzaAl00,fumbles_rec,0,,,,,
player,201811290dal,nor,AnzaAl00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,AnzaAl00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,AnzaAl00,fumbles_forced,0,,,,,
player,201811290dal,nor,ColeKu99,def_int,0,,,,,
player,201811290dal,nor,ColeKu99,def_int_yds,0,,,,,
player,201811290dal,nor,ColeKu99,def_int_td,0,,,,,
player,201811290dal,nor,ColeKu99,def_int_long,0,,,,,
player,201811290dal,nor,ColeKu99,pass_defended,0,,,,,
player,201811290dal,nor,ColeKu99,sacks,0.0,,,,,
player,201811290dal,nor,ColeKu99,tackles_combined,4,,,,,
player,201811290dal,nor,ColeKu99,tackles_solo,2,,,,,
player,201811290dal,nor,ColeKu99,tackles_assists,2,,,,,
player,201811290dal,nor,ColeKu99,tackles_loss,0,,,,,
player,201811290dal,nor,ColeKu99,qb_hits,0,,,,,
player,201811290dal,nor,ColeKu99,fumbles_rec,0,,,,,
player,201811290dal,nor,ColeKu99,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,ColeKu99,fumbles_rec_td,0,,,,,
player,201811290dal,nor,ColeKu99,fumbles_forced,0,,,,,
player,201811290dal,nor,OkafAl00,def_int,0,,,,,
player,201811290dal,nor,OkafAl00,def_int_yds,0,,,,,
player,201811290dal,nor,OkafAl00,def_int_td,0,,,,,
player,201811290dal,nor,OkafAl00,def_int_long,0,,,,,
player,201811290dal,nor,OkafAl00,pass_defended,0,,,,,
player,201811290dal,nor,OkafAl00,sacks,0.0,,,,,
player,201811290dal,nor,OkafAl00,tackles_combined,4,,,,,
player,201811290dal,nor,OkafAl00,tackles_solo,1,,,,,
player,201811290dal,nor,OkafAl00,tackles_assists,3,,,,,
player,201811290dal,nor,OkafAl00,tackles_loss,0,,,,,
player,201811290dal,nor,OkafAl00,qb_hits,0,,,,,
player,201811290dal,nor,OkafAl00,fumbles_rec,0,,,,,
player,201811290dal,nor,OkafAl00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,OkafAl00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,OkafAl00,fumbles_forced,0,,,,,
player,201811290dal,nor,RankSh00,def_int,0,,,,,
player,201811290dal,nor,RankSh00,def_int_yds,0,,,,,
player,201811290dal,nor,RankSh00,def_int_td,0,,,,,
player,201811290dal,nor,RankSh00,def_int_long,0,,,,,
player,201811290dal,nor,RankSh00,pass_defended,0,,,,,
player,201811290dal,nor,RankSh00,sacks,0.0,,,,,
player,201811290dal,nor,RankSh00,tackles_combined,4,,,,,
player,201811290dal,nor,RankSh00,tackles_solo,2,,,,,
player,201811290dal,nor,RankSh00,tackles_assists,2,,,,,
player,201811290dal,nor,RankSh00,tackles_loss,1,,,,,
player,201811290dal,nor,RankSh00,qb_hits,0,,,,,
player,201811290dal,nor,RankSh00,fumbles_rec,0,,,,,
player,201811290dal,nor,RankSh00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,RankSh00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,RankSh00,fumbles_forced,0,,,,,
player,201811290dal,nor,DaviTy01,def_int,0,,,,,
player,201811290dal,nor,DaviTy01,def_int_yds,0,,,,,
player,201811290dal,nor,DaviTy01,def_int_td,0,,,,,
player,201811290dal,nor,DaviTy01,def_int_long,0,,,,,
player,201811290dal,nor,DaviTy01,pass_defended,0,,,,,
player,201811290dal,nor,DaviTy01,sacks,0.0,,,,,
player,201811290dal,nor,DaviTy01,tackles_combined,3,,,,,
player,201811290dal,nor,DaviTy01,tackles_solo,0,,,,,
player,201811290dal,nor,DaviTy01,tackles_assists,3,,,,,
player,201811290dal,nor,DaviTy01,tackles_loss,0,,,,,
player,201811290dal,nor,DaviTy01,qb_hits,0,,,,,
player,201811290dal,nor,DaviTy01,fumbles_rec,0,,,,,
player,201811290dal,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201811290dal,nor,DaviTy01,fumbles_forced,0,,,,,
player,201811290dal,nor,WillP.00,def_int,0,,,,,
player,201811290dal,nor,WillP.00,def_int_yds,0,,,,,
player,201811290dal,nor,WillP.00,def_int_td,0,,,,,
player,201811290dal,nor,WillP.00,def_int_long,0,,,,,
player,201811290dal,nor,WillP.00,pass_defended,0,,,,,
player,201811290dal,nor,WillP.00,sacks,0.0,,,,,
player,201811290dal,nor,WillP.00,tackles_combined,3,,,,,
player,201811290dal,nor,WillP.00,tackles_solo,2,,,,,
player,201811290dal,nor,WillP.00,tackles_assists,1,,,,,
player,201811290dal,nor,WillP.00,tackles_loss,0,,,,,
player,201811290dal,nor,WillP.00,qb_hits,1,,,,,
player,201811290dal,nor,WillP.00,fumbles_rec,0,,,,,
player,201811290dal,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,WillP.00,fumbles_forced,0,,,,,
player,201811290dal,nor,WillMa06,def_int,0,,,,,
player,201811290dal,nor,WillMa06,def_int_yds,0,,,,,
player,201811290dal,nor,WillMa06,def_int_td,0,,,,,
player,201811290dal,nor,WillMa06,def_int_long,0,,,,,
player,201811290dal,nor,WillMa06,pass_defended,0,,,,,
player,201811290dal,nor,WillMa06,sacks,0.0,,,,,
player,201811290dal,nor,WillMa06,tackles_combined,3,,,,,
player,201811290dal,nor,WillMa06,tackles_solo,2,,,,,
player,201811290dal,nor,WillMa06,tackles_assists,1,,,,,
player,201811290dal,nor,WillMa06,tackles_loss,0,,,,,
player,201811290dal,nor,WillMa06,qb_hits,0,,,,,
player,201811290dal,nor,WillMa06,fumbles_rec,0,,,,,
player,201811290dal,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201811290dal,nor,WillMa06,fumbles_forced,0,,,,,
player,201811290dal,nor,HardJu01,def_int,0,,,,,
player,201811290dal,nor,HardJu01,def_int_yds,0,,,,,
player,201811290dal,nor,HardJu01,def_int_td,0,,,,,
player,201811290dal,nor,HardJu01,def_int_long,0,,,,,
player,201811290dal,nor,HardJu01,pass_defended,0,,,,,
player,201811290dal,nor,HardJu01,sacks,0.0,,,,,
player,201811290dal,nor,HardJu01,tackles_combined,1,,,,,
player,201811290dal,nor,HardJu01,tackles_solo,1,,,,,
player,201811290dal,nor,HardJu01,tackles_assists,0,,,,,
player,201811290dal,nor,HardJu01,tackles_loss,0,,,,,
player,201811290dal,nor,HardJu01,qb_hits,0,,,,,
player,201811290dal,nor,HardJu01,fumbles_rec,0,,,,,
player,201811290dal,nor,HardJu01,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,HardJu01,fumbles_rec_td,0,,,,,
player,201811290dal,nor,HardJu01,fumbles_forced,0,,,,,
player,201811290dal,dal,LewiJo01,def_int,1,,,,,
player,201811290dal,dal,LewiJo01,def_int_yds,7,,,,,
player,201811290dal,dal,LewiJo01,def_int_td,0,,,,,
player,201811290dal,dal,LewiJo01,def_int_long,7,,,,,
player,201811290dal,dal,LewiJo01,pass_defended,1,,,,,
player,201811290dal,dal,LewiJo01,sacks,0.0,,,,,
player,201811290dal,dal,LewiJo01,tackles_combined,1,,,,,
player,201811290dal,dal,LewiJo01,tackles_solo,1,,,,,
player,201811290dal,dal,LewiJo01,tackles_assists,0,,,,,
player,201811290dal,dal,LewiJo01,tackles_loss,0,,,,,
player,201811290dal,dal,LewiJo01,qb_hits,0,,,,,
player,201811290dal,dal,LewiJo01,fumbles_rec,0,,,,,
player,201811290dal,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201811290dal,dal,LewiJo01,fumbles_forced,0,,,,,
player,201811290dal,dal,BrowAn02,def_int,0,,,,,
player,201811290dal,dal,BrowAn02,def_int_yds,0,,,,,
player,201811290dal,dal,BrowAn02,def_int_td,0,,,,,
player,201811290dal,dal,BrowAn02,def_int_long,0,,,,,
player,201811290dal,dal,BrowAn02,pass_defended,2,,,,,
player,201811290dal,dal,BrowAn02,sacks,1.0,,,,,
player,201811290dal,dal,BrowAn02,tackles_combined,3,,,,,
player,201811290dal,dal,BrowAn02,tackles_solo,2,,,,,
player,201811290dal,dal,BrowAn02,tackles_assists,1,,,,,
player,201811290dal,dal,BrowAn02,tackles_loss,1,,,,,
player,201811290dal,dal,BrowAn02,qb_hits,1,,,,,
player,201811290dal,dal,BrowAn02,fumbles_rec,0,,,,,
player,201811290dal,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201811290dal,dal,BrowAn02,fumbles_forced,0,,,,,
player,201811290dal,dal,GregRa00,def_int,0,,,,,
player,201811290dal,dal,GregRa00,def_int_yds,0,,,,,
player,201811290dal,dal,GregRa00,def_int_td,0,,,,,
player,201811290dal,dal,GregRa00,def_int_long,0,,,,,
player,201811290dal,dal,GregRa00,pass_defended,0,,,,,
player,201811290dal,dal,GregRa00,sacks,1.0,,,,,
player,201811290dal,dal,GregRa00,tackles_combined,2,,,,,
player,201811290dal,dal,GregRa00,tackles_solo,2,,,,,
player,201811290dal,dal,GregRa00,tackles_assists,0,,,,,
player,201811290dal,dal,GregRa00,tackles_loss,1,,,,,
player,201811290dal,dal,GregRa00,qb_hits,0,,,,,
player,201811290dal,dal,GregRa00,fumbles_rec,0,,,,,
player,201811290dal,dal,GregRa00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,GregRa00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,GregRa00,fumbles_forced,1,,,,,
player,201811290dal,dal,VandLe00,def_int,0,,,,,
player,201811290dal,dal,VandLe00,def_int_yds,0,,,,,
player,201811290dal,dal,VandLe00,def_int_td,0,,,,,
player,201811290dal,dal,VandLe00,def_int_long,0,,,,,
player,201811290dal,dal,VandLe00,pass_defended,0,,,,,
player,201811290dal,dal,VandLe00,sacks,0.0,,,,,
player,201811290dal,dal,VandLe00,tackles_combined,10,,,,,
player,201811290dal,dal,VandLe00,tackles_solo,6,,,,,
player,201811290dal,dal,VandLe00,tackles_assists,4,,,,,
player,201811290dal,dal,VandLe00,tackles_loss,0,,,,,
player,201811290dal,dal,VandLe00,qb_hits,0,,,,,
player,201811290dal,dal,VandLe00,fumbles_rec,0,,,,,
player,201811290dal,dal,VandLe00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,VandLe00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,VandLe00,fumbles_forced,0,,,,,
player,201811290dal,dal,SmitJa05,def_int,0,,,,,
player,201811290dal,dal,SmitJa05,def_int_yds,0,,,,,
player,201811290dal,dal,SmitJa05,def_int_td,0,,,,,
player,201811290dal,dal,SmitJa05,def_int_long,0,,,,,
player,201811290dal,dal,SmitJa05,pass_defended,0,,,,,
player,201811290dal,dal,SmitJa05,sacks,0.0,,,,,
player,201811290dal,dal,SmitJa05,tackles_combined,9,,,,,
player,201811290dal,dal,SmitJa05,tackles_solo,6,,,,,
player,201811290dal,dal,SmitJa05,tackles_assists,3,,,,,
player,201811290dal,dal,SmitJa05,tackles_loss,0,,,,,
player,201811290dal,dal,SmitJa05,qb_hits,0,,,,,
player,201811290dal,dal,SmitJa05,fumbles_rec,0,,,,,
player,201811290dal,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201811290dal,dal,SmitJa05,fumbles_forced,0,,,,,
player,201811290dal,dal,AwuzCh00,def_int,0,,,,,
player,201811290dal,dal,AwuzCh00,def_int_yds,0,,,,,
player,201811290dal,dal,AwuzCh00,def_int_td,0,,,,,
player,201811290dal,dal,AwuzCh00,def_int_long,0,,,,,
player,201811290dal,dal,AwuzCh00,pass_defended,1,,,,,
player,201811290dal,dal,AwuzCh00,sacks,0.0,,,,,
player,201811290dal,dal,AwuzCh00,tackles_combined,4,,,,,
player,201811290dal,dal,AwuzCh00,tackles_solo,4,,,,,
player,201811290dal,dal,AwuzCh00,tackles_assists,0,,,,,
player,201811290dal,dal,AwuzCh00,tackles_loss,0,,,,,
player,201811290dal,dal,AwuzCh00,qb_hits,0,,,,,
player,201811290dal,dal,AwuzCh00,fumbles_rec,0,,,,,
player,201811290dal,dal,AwuzCh00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,AwuzCh00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,AwuzCh00,fumbles_forced,0,,,,,
player,201811290dal,dal,CrawTy00,def_int,0,,,,,
player,201811290dal,dal,CrawTy00,def_int_yds,0,,,,,
player,201811290dal,dal,CrawTy00,def_int_td,0,,,,,
player,201811290dal,dal,CrawTy00,def_int_long,0,,,,,
player,201811290dal,dal,CrawTy00,pass_defended,0,,,,,
player,201811290dal,dal,CrawTy00,sacks,0.0,,,,,
player,201811290dal,dal,CrawTy00,tackles_combined,4,,,,,
player,201811290dal,dal,CrawTy00,tackles_solo,1,,,,,
player,201811290dal,dal,CrawTy00,tackles_assists,3,,,,,
player,201811290dal,dal,CrawTy00,tackles_loss,0,,,,,
player,201811290dal,dal,CrawTy00,qb_hits,1,,,,,
player,201811290dal,dal,CrawTy00,fumbles_rec,0,,,,,
player,201811290dal,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,CrawTy00,fumbles_forced,0,,,,,
player,201811290dal,dal,HeatJe00,def_int,0,,,,,
player,201811290dal,dal,HeatJe00,def_int_yds,0,,,,,
player,201811290dal,dal,HeatJe00,def_int_td,0,,,,,
player,201811290dal,dal,HeatJe00,def_int_long,0,,,,,
player,201811290dal,dal,HeatJe00,pass_defended,0,,,,,
player,201811290dal,dal,HeatJe00,sacks,0.0,,,,,
player,201811290dal,dal,HeatJe00,tackles_combined,4,,,,,
player,201811290dal,dal,HeatJe00,tackles_solo,3,,,,,
player,201811290dal,dal,HeatJe00,tackles_assists,1,,,,,
player,201811290dal,dal,HeatJe00,tackles_loss,0,,,,,
player,201811290dal,dal,HeatJe00,qb_hits,0,,,,,
player,201811290dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201811290dal,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201811290dal,dal,LawrDe00,def_int,0,,,,,
player,201811290dal,dal,LawrDe00,def_int_yds,0,,,,,
player,201811290dal,dal,LawrDe00,def_int_td,0,,,,,
player,201811290dal,dal,LawrDe00,def_int_long,0,,,,,
player,201811290dal,dal,LawrDe00,pass_defended,0,,,,,
player,201811290dal,dal,LawrDe00,sacks,0.0,,,,,
player,201811290dal,dal,LawrDe00,tackles_combined,3,,,,,
player,201811290dal,dal,LawrDe00,tackles_solo,1,,,,,
player,201811290dal,dal,LawrDe00,tackles_assists,2,,,,,
player,201811290dal,dal,LawrDe00,tackles_loss,0,,,,,
player,201811290dal,dal,LawrDe00,qb_hits,1,,,,,
player,201811290dal,dal,LawrDe00,fumbles_rec,0,,,,,
player,201811290dal,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,LawrDe00,fumbles_forced,0,,,,,
player,201811290dal,dal,WilsDa02,def_int,0,,,,,
player,201811290dal,dal,WilsDa02,def_int_yds,0,,,,,
player,201811290dal,dal,WilsDa02,def_int_td,0,,,,,
player,201811290dal,dal,WilsDa02,def_int_long,0,,,,,
player,201811290dal,dal,WilsDa02,pass_defended,0,,,,,
player,201811290dal,dal,WilsDa02,sacks,0.0,,,,,
player,201811290dal,dal,WilsDa02,tackles_combined,3,,,,,
player,201811290dal,dal,WilsDa02,tackles_solo,2,,,,,
player,201811290dal,dal,WilsDa02,tackles_assists,1,,,,,
player,201811290dal,dal,WilsDa02,tackles_loss,0,,,,,
player,201811290dal,dal,WilsDa02,qb_hits,0,,,,,
player,201811290dal,dal,WilsDa02,fumbles_rec,0,,,,,
player,201811290dal,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201811290dal,dal,WilsDa02,fumbles_forced,0,,,,,
player,201811290dal,dal,WoodXa00,def_int,0,,,,,
player,201811290dal,dal,WoodXa00,def_int_yds,0,,,,,
player,201811290dal,dal,WoodXa00,def_int_td,0,,,,,
player,201811290dal,dal,WoodXa00,def_int_long,0,,,,,
player,201811290dal,dal,WoodXa00,pass_defended,0,,,,,
player,201811290dal,dal,WoodXa00,sacks,0.0,,,,,
player,201811290dal,dal,WoodXa00,tackles_combined,2,,,,,
player,201811290dal,dal,WoodXa00,tackles_solo,2,,,,,
player,201811290dal,dal,WoodXa00,tackles_assists,0,,,,,
player,201811290dal,dal,WoodXa00,tackles_loss,0,,,,,
player,201811290dal,dal,WoodXa00,qb_hits,0,,,,,
player,201811290dal,dal,WoodXa00,fumbles_rec,0,,,,,
player,201811290dal,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,WoodXa00,fumbles_forced,1,,,,,
player,201811290dal,dal,WoodAn02,def_int,0,,,,,
player,201811290dal,dal,WoodAn02,def_int_yds,0,,,,,
player,201811290dal,dal,WoodAn02,def_int_td,0,,,,,
player,201811290dal,dal,WoodAn02,def_int_long,0,,,,,
player,201811290dal,dal,WoodAn02,pass_defended,0,,,,,
player,201811290dal,dal,WoodAn02,sacks,0.0,,,,,
player,201811290dal,dal,WoodAn02,tackles_combined,2,,,,,
player,201811290dal,dal,WoodAn02,tackles_solo,0,,,,,
player,201811290dal,dal,WoodAn02,tackles_assists,2,,,,,
player,201811290dal,dal,WoodAn02,tackles_loss,0,,,,,
player,201811290dal,dal,WoodAn02,qb_hits,0,,,,,
player,201811290dal,dal,WoodAn02,fumbles_rec,0,,,,,
player,201811290dal,dal,WoodAn02,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,WoodAn02,fumbles_rec_td,0,,,,,
player,201811290dal,dal,WoodAn02,fumbles_forced,0,,,,,
player,201811290dal,dal,ArmsDo00,def_int,0,,,,,
player,201811290dal,dal,ArmsDo00,def_int_yds,0,,,,,
player,201811290dal,dal,ArmsDo00,def_int_td,0,,,,,
player,201811290dal,dal,ArmsDo00,def_int_long,0,,,,,
player,201811290dal,dal,ArmsDo00,pass_defended,0,,,,,
player,201811290dal,dal,ArmsDo00,sacks,0.0,,,,,
player,201811290dal,dal,ArmsDo00,tackles_combined,1,,,,,
player,201811290dal,dal,ArmsDo00,tackles_solo,1,,,,,
player,201811290dal,dal,ArmsDo00,tackles_assists,0,,,,,
player,201811290dal,dal,ArmsDo00,tackles_loss,0,,,,,
player,201811290dal,dal,ArmsDo00,qb_hits,0,,,,,
player,201811290dal,dal,ArmsDo00,fumbles_rec,0,,,,,
player,201811290dal,dal,ArmsDo00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,ArmsDo00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,ArmsDo00,fumbles_forced,0,,,,,
player,201811290dal,dal,BrowNo00,def_int,0,,,,,
player,201811290dal,dal,BrowNo00,def_int_yds,0,,,,,
player,201811290dal,dal,BrowNo00,def_int_td,0,,,,,
player,201811290dal,dal,BrowNo00,def_int_long,0,,,,,
player,201811290dal,dal,BrowNo00,pass_defended,0,,,,,
player,201811290dal,dal,BrowNo00,sacks,0.0,,,,,
player,201811290dal,dal,BrowNo00,tackles_combined,1,,,,,
player,201811290dal,dal,BrowNo00,tackles_solo,1,,,,,
player,201811290dal,dal,BrowNo00,tackles_assists,0,,,,,
player,201811290dal,dal,BrowNo00,tackles_loss,0,,,,,
player,201811290dal,dal,BrowNo00,qb_hits,0,,,,,
player,201811290dal,dal,BrowNo00,fumbles_rec,0,,,,,
player,201811290dal,dal,BrowNo00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,BrowNo00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,BrowNo00,fumbles_forced,0,,,,,
player,201811290dal,dal,CollMa00,def_int,0,,,,,
player,201811290dal,dal,CollMa00,def_int_yds,0,,,,,
player,201811290dal,dal,CollMa00,def_int_td,0,,,,,
player,201811290dal,dal,CollMa00,def_int_long,0,,,,,
player,201811290dal,dal,CollMa00,pass_defended,0,,,,,
player,201811290dal,dal,CollMa00,sacks,0.0,,,,,
player,201811290dal,dal,CollMa00,tackles_combined,1,,,,,
player,201811290dal,dal,CollMa00,tackles_solo,0,,,,,
player,201811290dal,dal,CollMa00,tackles_assists,1,,,,,
player,201811290dal,dal,CollMa00,tackles_loss,0,,,,,
player,201811290dal,dal,CollMa00,qb_hits,2,,,,,
player,201811290dal,dal,CollMa00,fumbles_rec,0,,,,,
player,201811290dal,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,CollMa00,fumbles_forced,0,,,,,
player,201811290dal,dal,FrazKa00,def_int,0,,,,,
player,201811290dal,dal,FrazKa00,def_int_yds,0,,,,,
player,201811290dal,dal,FrazKa00,def_int_td,0,,,,,
player,201811290dal,dal,FrazKa00,def_int_long,0,,,,,
player,201811290dal,dal,FrazKa00,pass_defended,0,,,,,
player,201811290dal,dal,FrazKa00,sacks,0.0,,,,,
player,201811290dal,dal,FrazKa00,tackles_combined,1,,,,,
player,201811290dal,dal,FrazKa00,tackles_solo,1,,,,,
player,201811290dal,dal,FrazKa00,tackles_assists,0,,,,,
player,201811290dal,dal,FrazKa00,tackles_loss,0,,,,,
player,201811290dal,dal,FrazKa00,qb_hits,0,,,,,
player,201811290dal,dal,FrazKa00,fumbles_rec,0,,,,,
player,201811290dal,dal,FrazKa00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,FrazKa00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,FrazKa00,fumbles_forced,0,,,,,
player,201811290dal,dal,JoneBy00,def_int,0,,,,,
player,201811290dal,dal,JoneBy00,def_int_yds,0,,,,,
player,201811290dal,dal,JoneBy00,def_int_td,0,,,,,
player,201811290dal,dal,JoneBy00,def_int_long,0,,,,,
player,201811290dal,dal,JoneBy00,pass_defended,2,,,,,
player,201811290dal,dal,JoneBy00,sacks,0.0,,,,,
player,201811290dal,dal,JoneBy00,tackles_combined,1,,,,,
player,201811290dal,dal,JoneBy00,tackles_solo,1,,,,,
player,201811290dal,dal,JoneBy00,tackles_assists,0,,,,,
player,201811290dal,dal,JoneBy00,tackles_loss,0,,,,,
player,201811290dal,dal,JoneBy00,qb_hits,0,,,,,
player,201811290dal,dal,JoneBy00,fumbles_rec,0,,,,,
player,201811290dal,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,JoneBy00,fumbles_forced,0,,,,,
player,201811290dal,dal,LadoL.20,def_int,0,,,,,
player,201811290dal,dal,LadoL.20,def_int_yds,0,,,,,
player,201811290dal,dal,LadoL.20,def_int_td,0,,,,,
player,201811290dal,dal,LadoL.20,def_int_long,0,,,,,
player,201811290dal,dal,LadoL.20,pass_defended,0,,,,,
player,201811290dal,dal,LadoL.20,sacks,0.0,,,,,
player,201811290dal,dal,LadoL.20,tackles_combined,1,,,,,
player,201811290dal,dal,LadoL.20,tackles_solo,0,,,,,
player,201811290dal,dal,LadoL.20,tackles_assists,1,,,,,
player,201811290dal,dal,LadoL.20,tackles_loss,0,,,,,
player,201811290dal,dal,LadoL.20,qb_hits,0,,,,,
player,201811290dal,dal,LadoL.20,fumbles_rec,0,,,,,
player,201811290dal,dal,LadoL.20,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,LadoL.20,fumbles_rec_td,0,,,,,
player,201811290dal,dal,LadoL.20,fumbles_forced,0,,,,,
player,201811290dal,dal,ReidCa00,def_int,0,,,,,
player,201811290dal,dal,ReidCa00,def_int_yds,0,,,,,
player,201811290dal,dal,ReidCa00,def_int_td,0,,,,,
player,201811290dal,dal,ReidCa00,def_int_long,0,,,,,
player,201811290dal,dal,ReidCa00,pass_defended,0,,,,,
player,201811290dal,dal,ReidCa00,sacks,0.0,,,,,
player,201811290dal,dal,ReidCa00,tackles_combined,1,,,,,
player,201811290dal,dal,ReidCa00,tackles_solo,1,,,,,
player,201811290dal,dal,ReidCa00,tackles_assists,0,,,,,
player,201811290dal,dal,ReidCa00,tackles_loss,0,,,,,
player,201811290dal,dal,ReidCa00,qb_hits,0,,,,,
player,201811290dal,dal,ReidCa00,fumbles_rec,0,,,,,
player,201811290dal,dal,ReidCa00,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,ReidCa00,fumbles_rec_td,0,,,,,
player,201811290dal,dal,ReidCa00,fumbles_forced,0,,,,,
player,201811290dal,dal,RossDa02,def_int,0,,,,,
player,201811290dal,dal,RossDa02,def_int_yds,0,,,,,
player,201811290dal,dal,RossDa02,def_int_td,0,,,,,
player,201811290dal,dal,RossDa02,def_int_long,0,,,,,
player,201811290dal,dal,RossDa02,pass_defended,0,,,,,
player,201811290dal,dal,RossDa02,sacks,0.0,,,,,
player,201811290dal,dal,RossDa02,tackles_combined,1,,,,,
player,201811290dal,dal,RossDa02,tackles_solo,0,,,,,
player,201811290dal,dal,RossDa02,tackles_assists,1,,,,,
player,201811290dal,dal,RossDa02,tackles_loss,0,,,,,
player,201811290dal,dal,RossDa02,qb_hits,0,,,,,
player,201811290dal,dal,RossDa02,fumbles_rec,0,,,,,
player,201811290dal,dal,RossDa02,fumbles_rec_yds,0,,,,,
player,201811290dal,dal,RossDa02,fumbles_rec_td,0,,,,,
player,201811290dal,dal,RossDa02,fumbles_forced,0,,,,,
player,201811290dal,nor,KamaAl00,kick_ret,0,,,,,
player,201811290dal,nor,KamaAl00,kick_ret_yds,0,,,,,
player,201811290dal,nor,KamaAl00,kick_ret_yds_per_ret,,,,,,
player,201811290dal,nor,KamaAl00,kick_ret_td,0,,,,,
