game,2018,2,20180916,201809160atl,car,"Carolina Panthers",24,atl,"Atlanta Falcons",31
team,201809160atl,car,First Downs,27,,,,,,
team,201809160atl,atl,First Downs,23,,,,,,
team,201809160atl,car,Rush-Yds-TDs,18-121-0,,,,,,
team,201809160atl,atl,Rush-Yds-TDs,32-170-2,,,,,,
team,201809160atl,car,Cmp-Att-Yd-TD-INT,32-45-335-3-1,,,,,,
team,201809160atl,atl,Cmp-Att-Yd-TD-INT,23-28-272-2-1,,,,,,
team,201809160atl,car,Sacked-Yards,2-17,,,,,,
team,201809160atl,atl,Sacked-Yards,0-0,,,,,,
team,201809160atl,car,Net Pass Yards,318,,,,,,
team,201809160atl,atl,Net Pass Yards,272,,,,,,
team,201809160atl,car,Total Yards,439,,,,,,
team,201809160atl,atl,Total Yards,442,,,,,,
team,201809160atl,car,Fumbles-Lost,0-0,,,,,,
team,201809160atl,atl,Fumbles-Lost,3-0,,,,,,
team,201809160atl,car,Turnovers,1,,,,,,
team,201809160atl,atl,Turnovers,1,,,,,,
team,201809160atl,car,Penalties-Yards,7-49,,,,,,
team,201809160atl,atl,Penalties-Yards,2-26,,,,,,
team,201809160atl,car,Third Down Conv.,5-11,,,,,,
team,201809160atl,atl,Third Down Conv.,6-11,,,,,,
team,201809160atl,car,Fourth Down Conv.,1-1,,,,,,
team,201809160atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201809160atl,car,Time of Possession,30:18,,,,,,
team,201809160atl,atl,Time of Possession,29:42,,,,,,
player,201809160atl,car,NewtCa00,pass_cmp,32,,,,,
player,201809160atl,car,NewtCa00,pass_att,45,,,,,
player,201809160atl,car,NewtCa00,pass_yds,335,,,,,
player,201809160atl,car,NewtCa00,pass_td,3,,,,,
player,201809160atl,car,NewtCa00,pass_int,1,,,,,
player,201809160atl,car,NewtCa00,pass_sacked,2,,,,,
player,201809160atl,car,NewtCa00,pass_sacked_yds,17,,,,,
player,201809160atl,car,NewtCa00,pass_long,51,,,,,
player,201809160atl,car,NewtCa00,pass_rating,105.3,,,,,
player,201809160atl,car,NewtCa00,rush_att,5,,,,,
player,201809160atl,car,NewtCa00,rush_yds,42,,,,,
player,201809160atl,car,NewtCa00,rush_td,0,,,,,
player,201809160atl,car,NewtCa00,rush_long,16,,,,,
player,201809160atl,car,NewtCa00,targets,0,,,,,
player,201809160atl,car,NewtCa00,rec,0,,,,,
player,201809160atl,car,NewtCa00,rec_yds,0,,,,,
player,201809160atl,car,NewtCa00,rec_td,0,,,,,
player,201809160atl,car,NewtCa00,rec_long,0,,,,,
player,201809160atl,car,NewtCa00,fumbles,0,,,,,
player,201809160atl,car,NewtCa00,fumbles_lost,0,,,,,
player,201809160atl,car,McCaCh01,pass_cmp,0,,,,,
player,201809160atl,car,McCaCh01,pass_att,0,,,,,
