game,2018,13,20181202,201812020htx,cle,"Cleveland Browns",13,htx,"Houston Texans",29
player,201812020htx,cle,MayfBa00,rush_yds,0,,,,,
player,201812020htx,cle,MayfBa00,rush_td,0,,,,,
player,201812020htx,cle,MayfBa00,rush_long,0,,,,,
player,201812020htx,cle,MayfBa00,targets,0,,,,,
player,201812020htx,cle,MayfBa00,rec,0,,,,,
player,201812020htx,cle,MayfBa00,rec_yds,0,,,,,
player,201812020htx,cle,MayfBa00,rec_td,0,,,,,
player,201812020htx,cle,MayfBa00,rec_long,0,,,,,
player,201812020htx,cle,MayfBa00,fumbles,0,,,,,
player,201812020htx,cle,MayfBa00,fumbles_lost,0,,,,,
player,201812020htx,cle,ChubNi00,pass_cmp,0,,,,,
player,201812020htx,cle,ChubNi00,pass_att,0,,,,,
player,201812020htx,cle,ChubNi00,pass_yds,0,,,,,
player,201812020htx,cle,ChubNi00,pass_td,0,,,,,
player,201812020htx,cle,ChubNi00,pass_int,0,,,,,
player,201812020htx,cle,ChubNi00,pass_sacked,0,,,,,
player,201812020htx,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,ChubNi00,pass_long,0,,,,,
player,201812020htx,cle,ChubNi00,pass_rating,,,,,,
player,201812020htx,cle,ChubNi00,rush_att,9,,,,,
player,201812020htx,cle,ChubNi00,rush_yds,31,,,,,
player,201812020htx,cle,ChubNi00,rush_td,1,,,,,
player,201812020htx,cle,ChubNi00,rush_long,11,,,,,
player,201812020htx,cle,ChubNi00,targets,3,,,,,
player,201812020htx,cle,ChubNi00,rec,3,,,,,
player,201812020htx,cle,ChubNi00,rec_yds,41,,,,,
player,201812020htx,cle,ChubNi00,rec_td,0,,,,,
player,201812020htx,cle,ChubNi00,rec_long,24,,,,,
player,201812020htx,cle,ChubNi00,fumbles,0,,,,,
player,201812020htx,cle,ChubNi00,fumbles_lost,0,,,,,
player,201812020htx,cle,LandJa00,pass_cmp,0,,,,,
player,201812020htx,cle,LandJa00,pass_att,0,,,,,
player,201812020htx,cle,LandJa00,pass_yds,0,,,,,
player,201812020htx,cle,LandJa00,pass_td,0,,,,,
player,201812020htx,cle,LandJa00,pass_int,0,,,,,
player,201812020htx,cle,LandJa00,pass_sacked,0,,,,,
player,201812020htx,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,LandJa00,pass_long,0,,,,,
player,201812020htx,cle,LandJa00,pass_rating,,,,,,
player,201812020htx,cle,LandJa00,rush_att,0,,,,,
player,201812020htx,cle,LandJa00,rush_yds,0,,,,,
player,201812020htx,cle,LandJa00,rush_td,0,,,,,
player,201812020htx,cle,LandJa00,rush_long,0,,,,,
player,201812020htx,cle,LandJa00,targets,9,,,,,
player,201812020htx,cle,LandJa00,rec,6,,,,,
player,201812020htx,cle,LandJa00,rec_yds,103,,,,,
player,201812020htx,cle,LandJa00,rec_td,0,,,,,
player,201812020htx,cle,LandJa00,rec_long,28,,,,,
player,201812020htx,cle,LandJa00,fumbles,0,,,,,
player,201812020htx,cle,LandJa00,fumbles_lost,0,,,,,
player,201812020htx,cle,CallAn00,pass_cmp,0,,,,,
player,201812020htx,cle,CallAn00,pass_att,0,,,,,
player,201812020htx,cle,CallAn00,pass_yds,0,,,,,
player,201812020htx,cle,CallAn00,pass_td,0,,,,,
player,201812020htx,cle,CallAn00,pass_int,0,,,,,
player,201812020htx,cle,CallAn00,pass_sacked,0,,,,,
player,201812020htx,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,CallAn00,pass_long,0,,,,,
player,201812020htx,cle,CallAn00,pass_rating,,,,,,
player,201812020htx,cle,CallAn00,rush_att,0,,,,,
player,201812020htx,cle,CallAn00,rush_yds,0,,,,,
player,201812020htx,cle,CallAn00,rush_td,0,,,,,
player,201812020htx,cle,CallAn00,rush_long,0,,,,,
player,201812020htx,cle,CallAn00,targets,6,,,,,
player,201812020htx,cle,CallAn00,rec,3,,,,,
player,201812020htx,cle,CallAn00,rec_yds,84,,,,,
player,201812020htx,cle,CallAn00,rec_td,0,,,,,
player,201812020htx,cle,CallAn00,rec_long,71,,,,,
player,201812020htx,cle,CallAn00,fumbles,1,,,,,
player,201812020htx,cle,CallAn00,fumbles_lost,1,,,,,
player,201812020htx,cle,HiggRa00,pass_cmp,0,,,,,
player,201812020htx,cle,HiggRa00,pass_att,0,,,,,
player,201812020htx,cle,HiggRa00,pass_yds,0,,,,,
player,201812020htx,cle,HiggRa00,pass_td,0,,,,,
player,201812020htx,cle,HiggRa00,pass_int,0,,,,,
player,201812020htx,cle,HiggRa00,pass_sacked,0,,,,,
player,201812020htx,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,HiggRa00,pass_long,0,,,,,
player,201812020htx,cle,HiggRa00,pass_rating,,,,,,
player,201812020htx,cle,HiggRa00,rush_att,0,,,,,
player,201812020htx,cle,HiggRa00,rush_yds,0,,,,,
player,201812020htx,cle,HiggRa00,rush_td,0,,,,,
player,201812020htx,cle,HiggRa00,rush_long,0,,,,,
player,201812020htx,cle,HiggRa00,targets,4,,,,,
player,201812020htx,cle,HiggRa00,rec,4,,,,,
player,201812020htx,cle,HiggRa00,rec_yds,62,,,,,
player,201812020htx,cle,HiggRa00,rec_td,1,,,,,
player,201812020htx,cle,HiggRa00,rec_long,21,,,,,
player,201812020htx,cle,HiggRa00,fumbles,0,,,,,
player,201812020htx,cle,HiggRa00,fumbles_lost,0,,,,,
player,201812020htx,cle,HillDo00,pass_cmp,0,,,,,
player,201812020htx,cle,HillDo00,pass_att,0,,,,,
player,201812020htx,cle,HillDo00,pass_yds,0,,,,,
player,201812020htx,cle,HillDo00,pass_td,0,,,,,
player,201812020htx,cle,HillDo00,pass_int,0,,,,,
player,201812020htx,cle,HillDo00,pass_sacked,0,,,,,
player,201812020htx,cle,HillDo00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,HillDo00,pass_long,0,,,,,
player,201812020htx,cle,HillDo00,pass_rating,,,,,,
player,201812020htx,cle,HillDo00,rush_att,0,,,,,
player,201812020htx,cle,HillDo00,rush_yds,0,,,,,
player,201812020htx,cle,HillDo00,rush_td,0,,,,,
player,201812020htx,cle,HillDo00,rush_long,0,,,,,
player,201812020htx,cle,HillDo00,targets,4,,,,,
player,201812020htx,cle,HillDo00,rec,4,,,,,
player,201812020htx,cle,HillDo00,rec_yds,40,,,,,
player,201812020htx,cle,HillDo00,rec_td,0,,,,,
player,201812020htx,cle,HillDo00,rec_long,23,,,,,
player,201812020htx,cle,HillDo00,fumbles,0,,,,,
player,201812020htx,cle,HillDo00,fumbles_lost,0,,,,,
player,201812020htx,cle,PerrBr02,pass_cmp,0,,,,,
player,201812020htx,cle,PerrBr02,pass_att,0,,,,,
player,201812020htx,cle,PerrBr02,pass_yds,0,,,,,
player,201812020htx,cle,PerrBr02,pass_td,0,,,,,
player,201812020htx,cle,PerrBr02,pass_int,0,,,,,
player,201812020htx,cle,PerrBr02,pass_sacked,0,,,,,
player,201812020htx,cle,PerrBr02,pass_sacked_yds,0,,,,,
player,201812020htx,cle,PerrBr02,pass_long,0,,,,,
player,201812020htx,cle,PerrBr02,pass_rating,,,,,,
player,201812020htx,cle,PerrBr02,rush_att,0,,,,,
player,201812020htx,cle,PerrBr02,rush_yds,0,,,,,
player,201812020htx,cle,PerrBr02,rush_td,0,,,,,
player,201812020htx,cle,PerrBr02,rush_long,0,,,,,
player,201812020htx,cle,PerrBr02,targets,2,,,,,
player,201812020htx,cle,PerrBr02,rec,2,,,,,
player,201812020htx,cle,PerrBr02,rec_yds,26,,,,,
player,201812020htx,cle,PerrBr02,rec_td,0,,,,,
player,201812020htx,cle,PerrBr02,rec_long,19,,,,,
player,201812020htx,cle,PerrBr02,fumbles,0,,,,,
player,201812020htx,cle,PerrBr02,fumbles_lost,0,,,,,
player,201812020htx,cle,DevaSe00,pass_cmp,0,,,,,
player,201812020htx,cle,DevaSe00,pass_att,0,,,,,
player,201812020htx,cle,DevaSe00,pass_yds,0,,,,,
player,201812020htx,cle,DevaSe00,pass_td,0,,,,,
player,201812020htx,cle,DevaSe00,pass_int,0,,,,,
player,201812020htx,cle,DevaSe00,pass_sacked,0,,,,,
player,201812020htx,cle,DevaSe00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,DevaSe00,pass_long,0,,,,,
player,201812020htx,cle,DevaSe00,pass_rating,,,,,,
player,201812020htx,cle,DevaSe00,rush_att,0,,,,,
player,201812020htx,cle,DevaSe00,rush_yds,0,,,,,
player,201812020htx,cle,DevaSe00,rush_td,0,,,,,
player,201812020htx,cle,DevaSe00,rush_long,0,,,,,
player,201812020htx,cle,DevaSe00,targets,2,,,,,
player,201812020htx,cle,DevaSe00,rec,1,,,,,
player,201812020htx,cle,DevaSe00,rec_yds,19,,,,,
player,201812020htx,cle,DevaSe00,rec_td,0,,,,,
player,201812020htx,cle,DevaSe00,rec_long,19,,,,,
player,201812020htx,cle,DevaSe00,fumbles,0,,,,,
player,201812020htx,cle,DevaSe00,fumbles_lost,0,,,,,
player,201812020htx,cle,JohnDu00,pass_cmp,0,,,,,
player,201812020htx,cle,JohnDu00,pass_att,0,,,,,
player,201812020htx,cle,JohnDu00,pass_yds,0,,,,,
player,201812020htx,cle,JohnDu00,pass_td,0,,,,,
player,201812020htx,cle,JohnDu00,pass_int,0,,,,,
player,201812020htx,cle,JohnDu00,pass_sacked,0,,,,,
player,201812020htx,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,JohnDu00,pass_long,0,,,,,
player,201812020htx,cle,JohnDu00,pass_rating,,,,,,
player,201812020htx,cle,JohnDu00,rush_att,0,,,,,
player,201812020htx,cle,JohnDu00,rush_yds,0,,,,,
player,201812020htx,cle,JohnDu00,rush_td,0,,,,,
player,201812020htx,cle,JohnDu00,rush_long,0,,,,,
player,201812020htx,cle,JohnDu00,targets,3,,,,,
player,201812020htx,cle,JohnDu00,rec,2,,,,,
player,201812020htx,cle,JohnDu00,rec_yds,12,,,,,
player,201812020htx,cle,JohnDu00,rec_td,0,,,,,
player,201812020htx,cle,JohnDu00,rec_long,7,,,,,
player,201812020htx,cle,JohnDu00,fumbles,0,,,,,
player,201812020htx,cle,JohnDu00,fumbles_lost,0,,,,,
player,201812020htx,cle,NjokDa00,pass_cmp,0,,,,,
player,201812020htx,cle,NjokDa00,pass_att,0,,,,,
player,201812020htx,cle,NjokDa00,pass_yds,0,,,,,
player,201812020htx,cle,NjokDa00,pass_td,0,,,,,
player,201812020htx,cle,NjokDa00,pass_int,0,,,,,
player,201812020htx,cle,NjokDa00,pass_sacked,0,,,,,
player,201812020htx,cle,NjokDa00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,NjokDa00,pass_long,0,,,,,
player,201812020htx,cle,NjokDa00,pass_rating,,,,,,
player,201812020htx,cle,NjokDa00,rush_att,0,,,,,
player,201812020htx,cle,NjokDa00,rush_yds,0,,,,,
player,201812020htx,cle,NjokDa00,rush_td,0,,,,,
player,201812020htx,cle,NjokDa00,rush_long,0,,,,,
player,201812020htx,cle,NjokDa00,targets,6,,,,,
player,201812020htx,cle,NjokDa00,rec,3,,,,,
player,201812020htx,cle,NjokDa00,rec_yds,8,,,,,
player,201812020htx,cle,NjokDa00,rec_td,0,,,,,
player,201812020htx,cle,NjokDa00,rec_long,9,,,,,
player,201812020htx,cle,NjokDa00,fumbles,0,,,,,
player,201812020htx,cle,NjokDa00,fumbles_lost,0,,,,,
player,201812020htx,cle,RatlDa00,pass_cmp,0,,,,,
player,201812020htx,cle,RatlDa00,pass_att,0,,,,,
player,201812020htx,cle,RatlDa00,pass_yds,0,,,,,
player,201812020htx,cle,RatlDa00,pass_td,0,,,,,
player,201812020htx,cle,RatlDa00,pass_int,0,,,,,
player,201812020htx,cle,RatlDa00,pass_sacked,0,,,,,
player,201812020htx,cle,RatlDa00,pass_sacked_yds,0,,,,,
player,201812020htx,cle,RatlDa00,pass_long,0,,,,,
player,201812020htx,cle,RatlDa00,pass_rating,,,,,,
player,201812020htx,cle,RatlDa00,rush_att,0,,,,,
player,201812020htx,cle,RatlDa00,rush_yds,0,,,,,
player,201812020htx,cle,RatlDa00,rush_td,0,,,,,
player,201812020htx,cle,RatlDa00,rush_long,0,,,,,
player,201812020htx,cle,RatlDa00,targets,1,,,,,
player,201812020htx,cle,RatlDa00,rec,1,,,,,
player,201812020htx,cle,RatlDa00,rec_yds,2,,,,,
player,201812020htx,cle,RatlDa00,rec_td,0,,,,,
player,201812020htx,cle,RatlDa00,rec_long,2,,,,,
player,201812020htx,cle,RatlDa00,fumbles,0,,,,,
player,201812020htx,cle,RatlDa00,fumbles_lost,0,,,,,
player,201812020htx,htx,WatsDe00,pass_cmp,22,,,,,
player,201812020htx,htx,WatsDe00,pass_att,31,,,,,
player,201812020htx,htx,WatsDe00,pass_yds,224,,,,,
player,201812020htx,htx,WatsDe00,pass_td,1,,,,,
player,201812020htx,htx,WatsDe00,pass_int,0,,,,,
player,201812020htx,htx,WatsDe00,pass_sacked,4,,,,,
player,201812020htx,htx,WatsDe00,pass_sacked_yds,27,,,,,
player,201812020htx,htx,WatsDe00,pass_long,29,,,,,
player,201812020htx,htx,WatsDe00,pass_rating,102.1,,,,,
player,201812020htx,htx,WatsDe00,rush_att,7,,,,,
player,201812020htx,htx,WatsDe00,rush_yds,30,,,,,
player,201812020htx,htx,WatsDe00,rush_td,0,,,,,
player,201812020htx,htx,WatsDe00,rush_long,11,,,,,
player,201812020htx,htx,WatsDe00,targets,0,,,,,
player,201812020htx,htx,WatsDe00,rec,0,,,,,
player,201812020htx,htx,WatsDe00,rec_yds,0,,,,,
player,201812020htx,htx,WatsDe00,rec_td,0,,,,,
player,201812020htx,htx,WatsDe00,rec_long,0,,,,,
player,201812020htx,htx,WatsDe00,fumbles,0,,,,,
player,201812020htx,htx,WatsDe00,fumbles_lost,0,,,,,
player,201812020htx,htx,MillLa01,pass_cmp,0,,,,,
player,201812020htx,htx,MillLa01,pass_att,0,,,,,
player,201812020htx,htx,MillLa01,pass_yds,0,,,,,
player,201812020htx,htx,MillLa01,pass_td,0,,,,,
player,201812020htx,htx,MillLa01,pass_int,0,,,,,
player,201812020htx,htx,MillLa01,pass_sacked,0,,,,,
player,201812020htx,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201812020htx,htx,MillLa01,pass_long,0,,,,,
player,201812020htx,htx,MillLa01,pass_rating,,,,,,
player,201812020htx,htx,MillLa01,rush_att,19,,,,,
player,201812020htx,htx,MillLa01,rush_yds,103,,,,,
player,201812020htx,htx,MillLa01,rush_td,0,,,,,
player,201812020htx,htx,MillLa01,rush_long,32,,,,,
player,201812020htx,htx,MillLa01,targets,1,,,,,
player,201812020htx,htx,MillLa01,rec,1,,,,,
player,201812020htx,htx,MillLa01,rec_yds,12,,,,,
player,201812020htx,htx,MillLa01,rec_td,0,,,,,
player,201812020htx,htx,MillLa01,rec_long,12,,,,,
player,201812020htx,htx,MillLa01,fumbles,0,,,,,
player,201812020htx,htx,MillLa01,fumbles_lost,0,,,,,
player,201812020htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201812020htx,htx,BlueAl00,pass_att,0,,,,,
player,201812020htx,htx,BlueAl00,pass_yds,0,,,,,
player,201812020htx,htx,BlueAl00,pass_td,0,,,,,
player,201812020htx,htx,BlueAl00,pass_int,0,,,,,
player,201812020htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201812020htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201812020htx,htx,BlueAl00,pass_long,0,,,,,
player,201812020htx,htx,BlueAl00,pass_rating,,,,,,
player,201812020htx,htx,BlueAl00,rush_att,13,,,,,
player,201812020htx,htx,BlueAl00,rush_yds,54,,,,,
player,201812020htx,htx,BlueAl00,rush_td,0,,,,,
player,201812020htx,htx,BlueAl00,rush_long,17,,,,,
player,201812020htx,htx,BlueAl00,targets,0,,,,,
player,201812020htx,htx,BlueAl00,rec,0,,,,,
player,201812020htx,htx,BlueAl00,rec_yds,0,,,,,
player,201812020htx,htx,BlueAl00,rec_td,0,,,,,
player,201812020htx,htx,BlueAl00,rec_long,0,,,,,
player,201812020htx,htx,BlueAl00,fumbles,0,,,,,
player,201812020htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201812020htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201812020htx,htx,HopkDe00,pass_att,0,,,,,
player,201812020htx,htx,HopkDe00,pass_yds,0,,,,,
player,201812020htx,htx,HopkDe00,pass_td,0,,,,,
player,201812020htx,htx,HopkDe00,pass_int,0,,,,,
player,201812020htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201812020htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201812020htx,htx,HopkDe00,pass_long,0,,,,,
player,201812020htx,htx,HopkDe00,pass_rating,,,,,,
player,201812020htx,htx,HopkDe00,rush_att,0,,,,,
player,201812020htx,htx,HopkDe00,rush_yds,0,,,,,
player,201812020htx,htx,HopkDe00,rush_td,0,,,,,
player,201812020htx,htx,HopkDe00,rush_long,0,,,,,
player,201812020htx,htx,HopkDe00,targets,12,,,,,
player,201812020htx,htx,HopkDe00,rec,7,,,,,
player,201812020htx,htx,HopkDe00,rec_yds,91,,,,,
player,201812020htx,htx,HopkDe00,rec_td,0,,,,,
player,201812020htx,htx,HopkDe00,rec_long,29,,,,,
player,201812020htx,htx,HopkDe00,fumbles,0,,,,,
player,201812020htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201812020htx,htx,CartDe02,pass_cmp,0,,,,,
player,201812020htx,htx,CartDe02,pass_att,0,,,,,
player,201812020htx,htx,CartDe02,pass_yds,0,,,,,
player,201812020htx,htx,CartDe02,pass_td,0,,,,,
player,201812020htx,htx,CartDe02,pass_int,0,,,,,
player,201812020htx,htx,CartDe02,pass_sacked,0,,,,,
player,201812020htx,htx,CartDe02,pass_sacked_yds,0,,,,,
player,201812020htx,htx,CartDe02,pass_long,0,,,,,
player,201812020htx,htx,CartDe02,pass_rating,,,,,,
player,201812020htx,htx,CartDe02,rush_att,0,,,,,
player,201812020htx,htx,CartDe02,rush_yds,0,,,,,
player,201812020htx,htx,CartDe02,rush_td,0,,,,,
player,201812020htx,htx,CartDe02,rush_long,0,,,,,
player,201812020htx,htx,CartDe02,targets,6,,,,,
player,201812020htx,htx,CartDe02,rec,6,,,,,
player,201812020htx,htx,CartDe02,rec_yds,32,,,,,
player,201812020htx,htx,CartDe02,rec_td,0,,,,,
player,201812020htx,htx,CartDe02,rec_long,11,,,,,
player,201812020htx,htx,CartDe02,fumbles,2,,,,,
player,201812020htx,htx,CartDe02,fumbles_lost,0,,,,,
player,201812020htx,htx,ThomDe03,pass_cmp,0,,,,,
player,201812020htx,htx,ThomDe03,pass_att,0,,,,,
player,201812020htx,htx,ThomDe03,pass_yds,0,,,,,
player,201812020htx,htx,ThomDe03,pass_td,0,,,,,
player,201812020htx,htx,ThomDe03,pass_int,0,,,,,
player,201812020htx,htx,ThomDe03,pass_sacked,0,,,,,
player,201812020htx,htx,ThomDe03,pass_sacked_yds,0,,,,,
player,201812020htx,htx,ThomDe03,pass_long,0,,,,,
player,201812020htx,htx,ThomDe03,pass_rating,,,,,,
player,201812020htx,htx,ThomDe03,rush_att,0,,,,,
player,201812020htx,htx,ThomDe03,rush_yds,0,,,,,
player,201812020htx,htx,ThomDe03,rush_td,0,,,,,
player,201812020htx,htx,ThomDe03,rush_long,0,,,,,
player,201812020htx,htx,ThomDe03,targets,5,,,,,
player,201812020htx,htx,ThomDe03,rec,3,,,,,
player,201812020htx,htx,ThomDe03,rec_yds,32,,,,,
player,201812020htx,htx,ThomDe03,rec_td,0,,,,,
player,201812020htx,htx,ThomDe03,rec_long,15,,,,,
player,201812020htx,htx,ThomDe03,fumbles,0,,,,,
player,201812020htx,htx,ThomDe03,fumbles_lost,0,,,,,
player,201812020htx,htx,ThomJo05,pass_cmp,0,,,,,
player,201812020htx,htx,ThomJo05,pass_att,0,,,,,
player,201812020htx,htx,ThomJo05,pass_yds,0,,,,,
player,201812020htx,htx,ThomJo05,pass_td,0,,,,,
player,201812020htx,htx,ThomJo05,pass_int,0,,,,,
player,201812020htx,htx,ThomJo05,pass_sacked,0,,,,,
player,201812020htx,htx,ThomJo05,pass_sacked_yds,0,,,,,
player,201812020htx,htx,ThomJo05,pass_long,0,,,,,
player,201812020htx,htx,ThomJo05,pass_rating,,,,,,
player,201812020htx,htx,ThomJo05,rush_att,0,,,,,
player,201812020htx,htx,ThomJo05,rush_yds,0,,,,,
player,201812020htx,htx,ThomJo05,rush_td,0,,,,,
player,201812020htx,htx,ThomJo05,rush_long,0,,,,,
player,201812020htx,htx,ThomJo05,targets,3,,,,,
player,201812020htx,htx,ThomJo05,rec,3,,,,,
player,201812020htx,htx,ThomJo05,rec_yds,32,,,,,
player,201812020htx,htx,ThomJo05,rec_td,1,,,,,
player,201812020htx,htx,ThomJo05,rec_long,15,,,,,
player,201812020htx,htx,ThomJo05,fumbles,0,,,,,
player,201812020htx,htx,ThomJo05,fumbles_lost,0,,,,,
player,201812020htx,htx,AkinJo00,pass_cmp,0,,,,,
player,201812020htx,htx,AkinJo00,pass_att,0,,,,,
player,201812020htx,htx,AkinJo00,pass_yds,0,,,,,
player,201812020htx,htx,AkinJo00,pass_td,0,,,,,
player,201812020htx,htx,AkinJo00,pass_int,0,,,,,
player,201812020htx,htx,AkinJo00,pass_sacked,0,,,,,
player,201812020htx,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201812020htx,htx,AkinJo00,pass_long,0,,,,,
player,201812020htx,htx,AkinJo00,pass_rating,,,,,,
player,201812020htx,htx,AkinJo00,rush_att,0,,,,,
player,201812020htx,htx,AkinJo00,rush_yds,0,,,,,
player,201812020htx,htx,AkinJo00,rush_td,0,,,,,
player,201812020htx,htx,AkinJo00,rush_long,0,,,,,
player,201812020htx,htx,AkinJo00,targets,1,,,,,
player,201812020htx,htx,AkinJo00,rec,1,,,,,
player,201812020htx,htx,AkinJo00,rec_yds,13,,,,,
player,201812020htx,htx,AkinJo00,rec_td,0,,,,,
player,201812020htx,htx,AkinJo00,rec_long,13,,,,,
player,201812020htx,htx,AkinJo00,fumbles,0,,,,,
player,201812020htx,htx,AkinJo00,fumbles_lost,0,,,,,
player,201812020htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201812020htx,htx,GrifRy00,pass_att,0,,,,,
player,201812020htx,htx,GrifRy00,pass_yds,0,,,,,
player,201812020htx,htx,GrifRy00,pass_td,0,,,,,
player,201812020htx,htx,GrifRy00,pass_int,0,,,,,
player,201812020htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201812020htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201812020htx,htx,GrifRy00,pass_long,0,,,,,
player,201812020htx,htx,GrifRy00,pass_rating,,,,,,
player,201812020htx,htx,GrifRy00,rush_att,0,,,,,
player,201812020htx,htx,GrifRy00,rush_yds,0,,,,,
player,201812020htx,htx,GrifRy00,rush_td,0,,,,,
player,201812020htx,htx,GrifRy00,rush_long,0,,,,,
player,201812020htx,htx,GrifRy00,targets,1,,,,,
player,201812020htx,htx,GrifRy00,rec,1,,,,,
player,201812020htx,htx,GrifRy00,rec_yds,12,,,,,
player,201812020htx,htx,GrifRy00,rec_td,0,,,,,
player,201812020htx,htx,GrifRy00,rec_long,12,,,,,
player,201812020htx,htx,GrifRy00,fumbles,0,,,,,
player,201812020htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201812020htx,cle,GarrMy00,def_int,0,,,,,
player,201812020htx,cle,GarrMy00,def_int_yds,0,,,,,
player,201812020htx,cle,GarrMy00,def_int_td,0,,,,,
player,201812020htx,cle,GarrMy00,def_int_long,0,,,,,
player,201812020htx,cle,GarrMy00,pass_defended,0,,,,,
player,201812020htx,cle,GarrMy00,sacks,1.5,,,,,
player,201812020htx,cle,GarrMy00,tackles_combined,3,,,,,
player,201812020htx,cle,GarrMy00,tackles_solo,2,,,,,
player,201812020htx,cle,GarrMy00,tackles_assists,1,,,,,
player,201812020htx,cle,GarrMy00,tackles_loss,1,,,,,
player,201812020htx,cle,GarrMy00,qb_hits,2,,,,,
player,201812020htx,cle,GarrMy00,fumbles_rec,0,,,,,
player,201812020htx,cle,GarrMy00,fumbles_rec_yds,0,,,,,
player,201812020htx,cle,GarrMy00,fumbles_rec_td,0,,,,,
player,201812020htx,cle,GarrMy00,fumbles_forced,0,,,,,
player,201812020htx,cle,OgbaEm00,def_int,0,,,,,
player,201812020htx,cle,OgbaEm00,def_int_yds,0,,,,,
player,201812020htx,cle,OgbaEm00,def_int_td,0,,,,,
player,201812020htx,cle,OgbaEm00,def_int_long,0,,,,,
player,201812020htx,cle,OgbaEm00,pass_defended,0,,,,,
player,201812020htx,cle,OgbaEm00,sacks,1.0,,,,,
player,201812020htx,cle,OgbaEm00,tackles_combined,6,,,,,
player,201812020htx,cle,OgbaEm00,tackles_solo,4,,,,,
player,201812020htx,cle,OgbaEm00,tackles_assists,2,,,,,
player,201812020htx,cle,OgbaEm00,tackles_loss,1,,,,,
player,201812020htx,cle,OgbaEm00,qb_hits,1,,,,,
player,201812020htx,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201812020htx,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201812020htx,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201812020htx,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201812020htx,cle,AverGe00,def_int,0,,,,,
player,201812020htx,cle,AverGe00,def_int_yds,0,,,,,
