game,2018,5,20181007,201810070car,nyg,"New York Giants",31,car,"Carolina Panthers",33
player,201810070car,nyg,MannEl00,rec_yds,0,,,,,
player,201810070car,nyg,MannEl00,rec_td,0,,,,,
player,201810070car,nyg,MannEl00,rec_long,0,,,,,
player,201810070car,nyg,MannEl00,fumbles,0,,,,,
player,201810070car,nyg,MannEl00,fumbles_lost,0,,,,,
player,201810070car,nyg,BeckOd00,pass_cmp,1,,,,,
player,201810070car,nyg,BeckOd00,pass_att,1,,,,,
player,201810070car,nyg,BeckOd00,pass_yds,57,,,,,
player,201810070car,nyg,BeckOd00,pass_td,1,,,,,
player,201810070car,nyg,BeckOd00,pass_int,0,,,,,
player,201810070car,nyg,BeckOd00,pass_sacked,0,,,,,
player,201810070car,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201810070car,nyg,BeckOd00,pass_long,57,,,,,
player,201810070car,nyg,BeckOd00,pass_rating,158.3,,,,,
player,201810070car,nyg,BeckOd00,rush_att,0,,,,,
player,201810070car,nyg,BeckOd00,rush_yds,0,,,,,
player,201810070car,nyg,BeckOd00,rush_td,0,,,,,
player,201810070car,nyg,BeckOd00,rush_long,0,,,,,
player,201810070car,nyg,BeckOd00,targets,14,,,,,
player,201810070car,nyg,BeckOd00,rec,8,,,,,
player,201810070car,nyg,BeckOd00,rec_yds,131,,,,,
player,201810070car,nyg,BeckOd00,rec_td,1,,,,,
player,201810070car,nyg,BeckOd00,rec_long,33,,,,,
player,201810070car,nyg,BeckOd00,fumbles,1,,,,,
player,201810070car,nyg,BeckOd00,fumbles_lost,1,,,,,
player,201810070car,nyg,BarkSa00,pass_cmp,0,,,,,
player,201810070car,nyg,BarkSa00,pass_att,0,,,,,
player,201810070car,nyg,BarkSa00,pass_yds,0,,,,,
player,201810070car,nyg,BarkSa00,pass_td,0,,,,,
player,201810070car,nyg,BarkSa00,pass_int,0,,,,,
player,201810070car,nyg,BarkSa00,pass_sacked,0,,,,,
player,201810070car,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201810070car,nyg,BarkSa00,pass_long,0,,,,,
player,201810070car,nyg,BarkSa00,pass_rating,,,,,,
player,201810070car,nyg,BarkSa00,rush_att,15,,,,,
player,201810070car,nyg,BarkSa00,rush_yds,48,,,,,
player,201810070car,nyg,BarkSa00,rush_td,0,,,,,
player,201810070car,nyg,BarkSa00,rush_long,30,,,,,
player,201810070car,nyg,BarkSa00,targets,4,,,,,
player,201810070car,nyg,BarkSa00,rec,4,,,,,
player,201810070car,nyg,BarkSa00,rec_yds,81,,,,,
player,201810070car,nyg,BarkSa00,rec_td,2,,,,,
player,201810070car,nyg,BarkSa00,rec_long,57,,,,,
player,201810070car,nyg,BarkSa00,fumbles,0,,,,,
player,201810070car,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201810070car,nyg,ShepSt00,pass_cmp,0,,,,,
player,201810070car,nyg,ShepSt00,pass_att,0,,,,,
player,201810070car,nyg,ShepSt00,pass_yds,0,,,,,
player,201810070car,nyg,ShepSt00,pass_td,0,,,,,
player,201810070car,nyg,ShepSt00,pass_int,0,,,,,
player,201810070car,nyg,ShepSt00,pass_sacked,0,,,,,
player,201810070car,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201810070car,nyg,ShepSt00,pass_long,0,,,,,
player,201810070car,nyg,ShepSt00,pass_rating,,,,,,
player,201810070car,nyg,ShepSt00,rush_att,0,,,,,
player,201810070car,nyg,ShepSt00,rush_yds,0,,,,,
player,201810070car,nyg,ShepSt00,rush_td,0,,,,,
player,201810070car,nyg,ShepSt00,rush_long,0,,,,,
player,201810070car,nyg,ShepSt00,targets,7,,,,,
player,201810070car,nyg,ShepSt00,rec,4,,,,,
player,201810070car,nyg,ShepSt00,rec_yds,75,,,,,
player,201810070car,nyg,ShepSt00,rec_td,0,,,,,
player,201810070car,nyg,ShepSt00,rec_long,28,,,,,
player,201810070car,nyg,ShepSt00,fumbles,1,,,,,
player,201810070car,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201810070car,nyg,ShepRu00,pass_cmp,0,,,,,
player,201810070car,nyg,ShepRu00,pass_att,0,,,,,
player,201810070car,nyg,ShepRu00,pass_yds,0,,,,,
player,201810070car,nyg,ShepRu00,pass_td,0,,,,,
player,201810070car,nyg,ShepRu00,pass_int,0,,,,,
player,201810070car,nyg,ShepRu00,pass_sacked,0,,,,,
player,201810070car,nyg,ShepRu00,pass_sacked_yds,0,,,,,
player,201810070car,nyg,ShepRu00,pass_long,0,,,,,
player,201810070car,nyg,ShepRu00,pass_rating,,,,,,
player,201810070car,nyg,ShepRu00,rush_att,0,,,,,
player,201810070car,nyg,ShepRu00,rush_yds,0,,,,,
player,201810070car,nyg,ShepRu00,rush_td,0,,,,,
player,201810070car,nyg,ShepRu00,rush_long,0,,,,,
player,201810070car,nyg,ShepRu00,targets,4,,,,,
player,201810070car,nyg,ShepRu00,rec,3,,,,,
player,201810070car,nyg,ShepRu00,rec_yds,52,,,,,
player,201810070car,nyg,ShepRu00,rec_td,0,,,,,
player,201810070car,nyg,ShepRu00,rec_long,40,,,,,
player,201810070car,nyg,ShepRu00,fumbles,0,,,,,
player,201810070car,nyg,ShepRu00,fumbles_lost,0,,,,,
player,201810070car,nyg,DaviJa07,pass_cmp,0,,,,,
player,201810070car,nyg,DaviJa07,pass_att,0,,,,,
player,201810070car,nyg,DaviJa07,pass_yds,0,,,,,
player,201810070car,nyg,DaviJa07,pass_td,0,,,,,
player,201810070car,nyg,DaviJa07,pass_int,0,,,,,
player,201810070car,nyg,DaviJa07,pass_sacked,0,,,,,
player,201810070car,nyg,DaviJa07,pass_sacked_yds,0,,,,,
player,201810070car,nyg,DaviJa07,pass_long,0,,,,,
player,201810070car,nyg,DaviJa07,pass_rating,,,,,,
player,201810070car,nyg,DaviJa07,rush_att,0,,,,,
player,201810070car,nyg,DaviJa07,rush_yds,0,,,,,
player,201810070car,nyg,DaviJa07,rush_td,0,,,,,
player,201810070car,nyg,DaviJa07,rush_long,0,,,,,
player,201810070car,nyg,DaviJa07,targets,4,,,,,
player,201810070car,nyg,DaviJa07,rec,2,,,,,
player,201810070car,nyg,DaviJa07,rec_yds,27,,,,,
player,201810070car,nyg,DaviJa07,rec_td,0,,,,,
player,201810070car,nyg,DaviJa07,rec_long,22,,,,,
player,201810070car,nyg,DaviJa07,fumbles,0,,,,,
player,201810070car,nyg,DaviJa07,fumbles_lost,0,,,,,
player,201810070car,nyg,ElliRh00,pass_cmp,0,,,,,
player,201810070car,nyg,ElliRh00,pass_att,0,,,,,
player,201810070car,nyg,ElliRh00,pass_yds,0,,,,,
player,201810070car,nyg,ElliRh00,pass_td,0,,,,,
player,201810070car,nyg,ElliRh00,pass_int,0,,,,,
player,201810070car,nyg,ElliRh00,pass_sacked,0,,,,,
player,201810070car,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201810070car,nyg,ElliRh00,pass_long,0,,,,,
player,201810070car,nyg,ElliRh00,pass_rating,,,,,,
player,201810070car,nyg,ElliRh00,rush_att,0,,,,,
player,201810070car,nyg,ElliRh00,rush_yds,0,,,,,
player,201810070car,nyg,ElliRh00,rush_td,0,,,,,
player,201810070car,nyg,ElliRh00,rush_long,0,,,,,
player,201810070car,nyg,ElliRh00,targets,3,,,,,
player,201810070car,nyg,ElliRh00,rec,2,,,,,
player,201810070car,nyg,ElliRh00,rec_yds,17,,,,,
player,201810070car,nyg,ElliRh00,rec_td,0,,,,,
player,201810070car,nyg,ElliRh00,rec_long,12,,,,,
player,201810070car,nyg,ElliRh00,fumbles,0,,,,,
player,201810070car,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201810070car,nyg,SimoSc00,pass_cmp,0,,,,,
player,201810070car,nyg,SimoSc00,pass_att,0,,,,,
player,201810070car,nyg,SimoSc00,pass_yds,0,,,,,
player,201810070car,nyg,SimoSc00,pass_td,0,,,,,
player,201810070car,nyg,SimoSc00,pass_int,0,,,,,
player,201810070car,nyg,SimoSc00,pass_sacked,0,,,,,
player,201810070car,nyg,SimoSc00,pass_sacked_yds,0,,,,,
player,201810070car,nyg,SimoSc00,pass_long,0,,,,,
player,201810070car,nyg,SimoSc00,pass_rating,,,,,,
player,201810070car,nyg,SimoSc00,rush_att,0,,,,,
player,201810070car,nyg,SimoSc00,rush_yds,0,,,,,
player,201810070car,nyg,SimoSc00,rush_td,0,,,,,
player,201810070car,nyg,SimoSc00,rush_long,0,,,,,
player,201810070car,nyg,SimoSc00,targets,1,,,,,
player,201810070car,nyg,SimoSc00,rec,0,,,,,
player,201810070car,nyg,SimoSc00,rec_yds,0,,,,,
player,201810070car,nyg,SimoSc00,rec_td,0,,,,,
player,201810070car,nyg,SimoSc00,rec_long,0,,,,,
player,201810070car,nyg,SimoSc00,fumbles,0,,,,,
player,201810070car,nyg,SimoSc00,fumbles_lost,0,,,,,
player,201810070car,car,NewtCa00,pass_cmp,21,,,,,
player,201810070car,car,NewtCa00,pass_att,35,,,,,
player,201810070car,car,NewtCa00,pass_yds,237,,,,,
player,201810070car,car,NewtCa00,pass_td,2,,,,,
player,201810070car,car,NewtCa00,pass_int,2,,,,,
player,201810070car,car,NewtCa00,pass_sacked,1,,,,,
player,201810070car,car,NewtCa00,pass_sacked_yds,5,,,,,
player,201810070car,car,NewtCa00,pass_long,27,,,,,
player,201810070car,car,NewtCa00,pass_rating,75.5,,,,,
player,201810070car,car,NewtCa00,rush_att,8,,,,,
player,201810070car,car,NewtCa00,rush_yds,29,,,,,
player,201810070car,car,NewtCa00,rush_td,0,,,,,
player,201810070car,car,NewtCa00,rush_long,9,,,,,
player,201810070car,car,NewtCa00,targets,0,,,,,
player,201810070car,car,NewtCa00,rec,0,,,,,
player,201810070car,car,NewtCa00,rec_yds,0,,,,,
player,201810070car,car,NewtCa00,rec_td,0,,,,,
player,201810070car,car,NewtCa00,rec_long,0,,,,,
player,201810070car,car,NewtCa00,fumbles,1,,,,,
player,201810070car,car,NewtCa00,fumbles_lost,0,,,,,
player,201810070car,car,McCaCh01,pass_cmp,0,,,,,
player,201810070car,car,McCaCh01,pass_att,0,,,,,
player,201810070car,car,McCaCh01,pass_yds,0,,,,,
player,201810070car,car,McCaCh01,pass_td,0,,,,,
player,201810070car,car,McCaCh01,pass_int,0,,,,,
player,201810070car,car,McCaCh01,pass_sacked,0,,,,,
player,201810070car,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201810070car,car,McCaCh01,pass_long,0,,,,,
player,201810070car,car,McCaCh01,pass_rating,,,,,,
player,201810070car,car,McCaCh01,rush_att,17,,,,,
player,201810070car,car,McCaCh01,rush_yds,58,,,,,
player,201810070car,car,McCaCh01,rush_td,0,,,,,
player,201810070car,car,McCaCh01,rush_long,14,,,,,
player,201810070car,car,McCaCh01,targets,6,,,,,
player,201810070car,car,McCaCh01,rec,5,,,,,
player,201810070car,car,McCaCh01,rec_yds,35,,,,,
player,201810070car,car,McCaCh01,rec_td,1,,,,,
player,201810070car,car,McCaCh01,rec_long,18,,,,,
player,201810070car,car,McCaCh01,fumbles,0,,,,,
player,201810070car,car,McCaCh01,fumbles_lost,0,,,,,
player,201810070car,car,MoorD.00,pass_cmp,0,,,,,
player,201810070car,car,MoorD.00,pass_att,0,,,,,
player,201810070car,car,MoorD.00,pass_yds,0,,,,,
player,201810070car,car,MoorD.00,pass_td,0,,,,,
player,201810070car,car,MoorD.00,pass_int,0,,,,,
player,201810070car,car,MoorD.00,pass_sacked,0,,,,,
player,201810070car,car,MoorD.00,pass_sacked_yds,0,,,,,
player,201810070car,car,MoorD.00,pass_long,0,,,,,
player,201810070car,car,MoorD.00,pass_rating,,,,,,
player,201810070car,car,MoorD.00,rush_att,1,,,,,
player,201810070car,car,MoorD.00,rush_yds,18,,,,,
player,201810070car,car,MoorD.00,rush_td,0,,,,,
player,201810070car,car,MoorD.00,rush_long,18,,,,,
player,201810070car,car,MoorD.00,targets,4,,,,,
player,201810070car,car,MoorD.00,rec,4,,,,,
player,201810070car,car,MoorD.00,rec_yds,49,,,,,
player,201810070car,car,MoorD.00,rec_td,0,,,,,
player,201810070car,car,MoorD.00,rec_long,20,,,,,
player,201810070car,car,MoorD.00,fumbles,0,,,,,
player,201810070car,car,MoorD.00,fumbles_lost,0,,,,,
player,201810070car,car,AndeC.00,pass_cmp,0,,,,,
player,201810070car,car,AndeC.00,pass_att,0,,,,,
player,201810070car,car,AndeC.00,pass_yds,0,,,,,
player,201810070car,car,AndeC.00,pass_td,0,,,,,
player,201810070car,car,AndeC.00,pass_int,0,,,,,
player,201810070car,car,AndeC.00,pass_sacked,0,,,,,
player,201810070car,car,AndeC.00,pass_sacked_yds,0,,,,,
player,201810070car,car,AndeC.00,pass_long,0,,,,,
player,201810070car,car,AndeC.00,pass_rating,,,,,,
player,201810070car,car,AndeC.00,rush_att,4,,,,,
player,201810070car,car,AndeC.00,rush_yds,9,,,,,
player,201810070car,car,AndeC.00,rush_td,0,,,,,
player,201810070car,car,AndeC.00,rush_long,5,,,,,
player,201810070car,car,AndeC.00,targets,0,,,,,
player,201810070car,car,AndeC.00,rec,0,,,,,
player,201810070car,car,AndeC.00,rec_yds,0,,,,,
player,201810070car,car,AndeC.00,rec_td,0,,,,,
player,201810070car,car,AndeC.00,rec_long,0,,,,,
player,201810070car,car,AndeC.00,fumbles,0,,,,,
player,201810070car,car,AndeC.00,fumbles_lost,0,,,,,
player,201810070car,car,ArmaAl00,pass_cmp,0,,,,,
player,201810070car,car,ArmaAl00,pass_att,0,,,,,
player,201810070car,car,ArmaAl00,pass_yds,0,,,,,
player,201810070car,car,ArmaAl00,pass_td,0,,,,,
player,201810070car,car,ArmaAl00,pass_int,0,,,,,
player,201810070car,car,ArmaAl00,pass_sacked,0,,,,,
player,201810070car,car,ArmaAl00,pass_sacked_yds,0,,,,,
player,201810070car,car,ArmaAl00,pass_long,0,,,,,
player,201810070car,car,ArmaAl00,pass_rating,,,,,,
player,201810070car,car,ArmaAl00,rush_att,1,,,,,
player,201810070car,car,ArmaAl00,rush_yds,4,,,,,
player,201810070car,car,ArmaAl00,rush_td,0,,,,,
player,201810070car,car,ArmaAl00,rush_long,4,,,,,
player,201810070car,car,ArmaAl00,targets,0,,,,,
player,201810070car,car,ArmaAl00,rec,0,,,,,
player,201810070car,car,ArmaAl00,rec_yds,0,,,,,
player,201810070car,car,ArmaAl00,rec_td,0,,,,,
player,201810070car,car,ArmaAl00,rec_long,0,,,,,
player,201810070car,car,ArmaAl00,fumbles,0,,,,,
player,201810070car,car,ArmaAl00,fumbles_lost,0,,,,,
player,201810070car,car,FuncDe00,pass_cmp,0,,,,,
player,201810070car,car,FuncDe00,pass_att,0,,,,,
player,201810070car,car,FuncDe00,pass_yds,0,,,,,
player,201810070car,car,FuncDe00,pass_td,0,,,,,
player,201810070car,car,FuncDe00,pass_int,0,,,,,
player,201810070car,car,FuncDe00,pass_sacked,0,,,,,
player,201810070car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201810070car,car,FuncDe00,pass_long,0,,,,,
player,201810070car,car,FuncDe00,pass_rating,,,,,,
player,201810070car,car,FuncDe00,rush_att,0,,,,,
player,201810070car,car,FuncDe00,rush_yds,0,,,,,
player,201810070car,car,FuncDe00,rush_td,0,,,,,
player,201810070car,car,FuncDe00,rush_long,0,,,,,
player,201810070car,car,FuncDe00,targets,7,,,,,
player,201810070car,car,FuncDe00,rec,4,,,,,
player,201810070car,car,FuncDe00,rec_yds,53,,,,,
player,201810070car,car,FuncDe00,rec_td,0,,,,,
player,201810070car,car,FuncDe00,rec_long,21,,,,,
player,201810070car,car,FuncDe00,fumbles,0,,,,,
player,201810070car,car,FuncDe00,fumbles_lost,0,,,,,
player,201810070car,car,ThomIa00,pass_cmp,0,,,,,
player,201810070car,car,ThomIa00,pass_att,0,,,,,
player,201810070car,car,ThomIa00,pass_yds,0,,,,,
player,201810070car,car,ThomIa00,pass_td,0,,,,,
player,201810070car,car,ThomIa00,pass_int,0,,,,,
player,201810070car,car,ThomIa00,pass_sacked,0,,,,,
player,201810070car,car,ThomIa00,pass_sacked_yds,0,,,,,
player,201810070car,car,ThomIa00,pass_long,0,,,,,
player,201810070car,car,ThomIa00,pass_rating,,,,,,
player,201810070car,car,ThomIa00,rush_att,0,,,,,
player,201810070car,car,ThomIa00,rush_yds,0,,,,,
player,201810070car,car,ThomIa00,rush_td,0,,,,,
player,201810070car,car,ThomIa00,rush_long,0,,,,,
player,201810070car,car,ThomIa00,targets,6,,,,,
player,201810070car,car,ThomIa00,rec,3,,,,,
player,201810070car,car,ThomIa00,rec_yds,38,,,,,
player,201810070car,car,ThomIa00,rec_td,0,,,,,
player,201810070car,car,ThomIa00,rec_long,27,,,,,
player,201810070car,car,ThomIa00,fumbles,0,,,,,
player,201810070car,car,ThomIa00,fumbles_lost,0,,,,,
player,201810070car,car,SamuCu00,pass_cmp,0,,,,,
player,201810070car,car,SamuCu00,pass_att,0,,,,,
player,201810070car,car,SamuCu00,pass_yds,0,,,,,
player,201810070car,car,SamuCu00,pass_td,0,,,,,
player,201810070car,car,SamuCu00,pass_int,0,,,,,
player,201810070car,car,SamuCu00,pass_sacked,0,,,,,
player,201810070car,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201810070car,car,SamuCu00,pass_long,0,,,,,
player,201810070car,car,SamuCu00,pass_rating,,,,,,
player,201810070car,car,SamuCu00,rush_att,0,,,,,
player,201810070car,car,SamuCu00,rush_yds,0,,,,,
player,201810070car,car,SamuCu00,rush_td,0,,,,,
player,201810070car,car,SamuCu00,rush_long,0,,,,,
player,201810070car,car,SamuCu00,targets,4,,,,,
player,201810070car,car,SamuCu00,rec,2,,,,,
player,201810070car,car,SamuCu00,rec_yds,37,,,,,
player,201810070car,car,SamuCu00,rec_td,1,,,,,
player,201810070car,car,SamuCu00,rec_long,25,,,,,
player,201810070car,car,SamuCu00,fumbles,0,,,,,
player,201810070car,car,SamuCu00,fumbles_lost,0,,,,,
player,201810070car,car,WrigJa02,pass_cmp,0,,,,,
player,201810070car,car,WrigJa02,pass_att,0,,,,,
player,201810070car,car,WrigJa02,pass_yds,0,,,,,
player,201810070car,car,WrigJa02,pass_td,0,,,,,
player,201810070car,car,WrigJa02,pass_int,0,,,,,
player,201810070car,car,WrigJa02,pass_sacked,0,,,,,
player,201810070car,car,WrigJa02,pass_sacked_yds,0,,,,,
player,201810070car,car,WrigJa02,pass_long,0,,,,,
player,201810070car,car,WrigJa02,pass_rating,,,,,,
player,201810070car,car,WrigJa02,rush_att,0,,,,,
player,201810070car,car,WrigJa02,rush_yds,0,,,,,
player,201810070car,car,WrigJa02,rush_td,0,,,,,
player,201810070car,car,WrigJa02,rush_long,0,,,,,
player,201810070car,car,WrigJa02,targets,6,,,,,
player,201810070car,car,WrigJa02,rec,3,,,,,
player,201810070car,car,WrigJa02,rec_yds,25,,,,,
player,201810070car,car,WrigJa02,rec_td,0,,,,,
player,201810070car,car,WrigJa02,rec_long,27,,,,,
player,201810070car,car,WrigJa02,fumbles,0,,,,,
player,201810070car,car,WrigJa02,fumbles_lost,0,,,,,
player,201810070car,car,SmitTo02,pass_cmp,0,,,,,
player,201810070car,car,SmitTo02,pass_att,0,,,,,
player,201810070car,car,SmitTo02,pass_yds,0,,,,,
player,201810070car,car,SmitTo02,pass_td,0,,,,,
player,201810070car,car,SmitTo02,pass_int,0,,,,,
player,201810070car,car,SmitTo02,pass_sacked,0,,,,,
player,201810070car,car,SmitTo02,pass_sacked_yds,0,,,,,
player,201810070car,car,SmitTo02,pass_long,0,,,,,
player,201810070car,car,SmitTo02,pass_rating,,,,,,
player,201810070car,car,SmitTo02,rush_att,0,,,,,
player,201810070car,car,SmitTo02,rush_yds,0,,,,,
player,201810070car,car,SmitTo02,rush_td,0,,,,,
player,201810070car,car,SmitTo02,rush_long,0,,,,,
player,201810070car,car,SmitTo02,targets,1,,,,,
player,201810070car,car,SmitTo02,rec,0,,,,,
player,201810070car,car,SmitTo02,rec_yds,0,,,,,
player,201810070car,car,SmitTo02,rec_td,0,,,,,
player,201810070car,car,SmitTo02,rec_long,0,,,,,
player,201810070car,car,SmitTo02,fumbles,0,,,,,
player,201810070car,car,SmitTo02,fumbles_lost,0,,,,,
player,201810070car,nyg,JenkJa03,def_int,1,,,,,
player,201810070car,nyg,JenkJa03,def_int_yds,29,,,,,
player,201810070car,nyg,JenkJa03,def_int_td,0,,,,,
player,201810070car,nyg,JenkJa03,def_int_long,29,,,,,
player,201810070car,nyg,JenkJa03,pass_defended,2,,,,,
player,201810070car,nyg,JenkJa03,sacks,0.0,,,,,
player,201810070car,nyg,JenkJa03,tackles_combined,4,,,,,
player,201810070car,nyg,JenkJa03,tackles_solo,3,,,,,
player,201810070car,nyg,JenkJa03,tackles_assists,1,,,,,
player,201810070car,nyg,JenkJa03,tackles_loss,0,,,,,
player,201810070car,nyg,JenkJa03,qb_hits,0,,,,,
player,201810070car,nyg,JenkJa03,fumbles_rec,0,,,,,
player,201810070car,nyg,JenkJa03,fumbles_rec_yds,0,,,,,
player,201810070car,nyg,JenkJa03,fumbles_rec_td,0,,,,,
player,201810070car,nyg,JenkJa03,fumbles_forced,0,,,,,
player,201810070car,nyg,RileCu00,def_int,1,,,,,
player,201810070car,nyg,RileCu00,def_int_yds,12,,,,,
player,201810070car,nyg,RileCu00,def_int_td,0,,,,,
player,201810070car,nyg,RileCu00,def_int_long,12,,,,,
player,201810070car,nyg,RileCu00,pass_defended,1,,,,,
player,201810070car,nyg,RileCu00,sacks,0.0,,,,,
player,201810070car,nyg,RileCu00,tackles_combined,3,,,,,
player,201810070car,nyg,RileCu00,tackles_solo,3,,,,,
player,201810070car,nyg,RileCu00,tackles_assists,0,,,,,
player,201810070car,nyg,RileCu00,tackles_loss,0,,,,,
player,201810070car,nyg,RileCu00,qb_hits,0,,,,,
player,201810070car,nyg,RileCu00,fumbles_rec,0,,,,,
player,201810070car,nyg,RileCu00,fumbles_rec_yds,0,,,,,
player,201810070car,nyg,RileCu00,fumbles_rec_td,0,,,,,
player,201810070car,nyg,RileCu00,fumbles_forced,0,,,,,
player,201810070car,nyg,BarwCo99,def_int,0,,,,,
player,201810070car,nyg,BarwCo99,def_int_yds,0,,,,,
player,201810070car,nyg,BarwCo99,def_int_td,0,,,,,
player,201810070car,nyg,BarwCo99,def_int_long,0,,,,,
player,201810070car,nyg,BarwCo99,pass_defended,0,,,,,
player,201810070car,nyg,BarwCo99,sacks,1.0,,,,,
player,201810070car,nyg,BarwCo99,tackles_combined,2,,,,,
player,201810070car,nyg,BarwCo99,tackles_solo,1,,,,,
player,201810070car,nyg,BarwCo99,tackles_assists,1,,,,,
player,201810070car,nyg,BarwCo99,tackles_loss,1,,,,,
player,201810070car,nyg,BarwCo99,qb_hits,1,,,,,
player,201810070car,nyg,BarwCo99,fumbles_rec,0,,,,,
player,201810070car,nyg,BarwCo99,fumbles_rec_yds,0,,,,,
player,201810070car,nyg,BarwCo99,fumbles_rec_td,0,,,,,
player,201810070car,nyg,BarwCo99,fumbles_forced,0,,,,,
player,201810070car,nyg,CollLa00,def_int,0,,,,,
player,201810070car,nyg,CollLa00,def_int_yds,0,,,,,
player,201810070car,nyg,CollLa00,def_int_td,0,,,,,
player,201810070car,nyg,CollLa00,def_int_long,0,,,,,
player,201810070car,nyg,CollLa00,pass_defended,1,,,,,
player,201810070car,nyg,CollLa00,sacks,0.0,,,,,
player,201810070car,nyg,CollLa00,tackles_combined,8,,,,,
player,201810070car,nyg,CollLa00,tackles_solo,4,,,,,
player,201810070car,nyg,CollLa00,tackles_assists,4,,,,,
player,201810070car,nyg,CollLa00,tackles_loss,0,,,,,
player,201810070car,nyg,CollLa00,qb_hits,1,,,,,
player,201810070car,nyg,CollLa00,fumbles_rec,0,,,,,
player,201810070car,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201810070car,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201810070car,nyg,CollLa00,fumbles_forced,0,,,,,
player,201810070car,nyg,OgleAl00,def_int,0,,,,,
player,201810070car,nyg,OgleAl00,def_int_yds,0,,,,,
player,201810070car,nyg,OgleAl00,def_int_td,0,,,,,
player,201810070car,nyg,OgleAl00,def_int_long,0,,,,,
player,201810070car,nyg,OgleAl00,pass_defended,0,,,,,
player,201810070car,nyg,OgleAl00,sacks,0.0,,,,,
player,201810070car,nyg,OgleAl00,tackles_combined,6,,,,,
player,201810070car,nyg,OgleAl00,tackles_solo,4,,,,,
player,201810070car,nyg,OgleAl00,tackles_assists,2,,,,,
player,201810070car,nyg,OgleAl00,tackles_loss,0,,,,,
player,201810070car,nyg,OgleAl00,qb_hits,0,,,,,
player,201810070car,nyg,OgleAl00,fumbles_rec,0,,,,,
player,201810070car,nyg,OgleAl00,fumbles_rec_yds,0,,,,,
player,201810070car,nyg,OgleAl00,fumbles_rec_td,0,,,,,
player,201810070car,nyg,OgleAl00,fumbles_forced,0,,,,,
player,201810070car,nyg,ApplEl00,def_int,0,,,,,
player,201810070car,nyg,ApplEl00,def_int_yds,0,,,,,
player,201810070car,nyg,ApplEl00,def_int_td,0,,,,,
player,201810070car,nyg,ApplEl00,def_int_long,0,,,,,
player,201810070car,nyg,ApplEl00,pass_defended,0,,,,,
player,201810070car,nyg,ApplEl00,sacks,0.0,,,,,
player,201810070car,nyg,ApplEl00,tackles_combined,5,,,,,
