game,2018,7,20181021,201810210sdg,oti,"Tennessee Titans",19,sdg,"Los Angeles Chargers",20
player,201810210sdg,sdg,JackJu01,def_int_td,0,,,,,
player,201810210sdg,sdg,JackJu01,def_int_long,0,,,,,
player,201810210sdg,sdg,JackJu01,pass_defended,0,,,,,
player,201810210sdg,sdg,JackJu01,sacks,0.0,,,,,
player,201810210sdg,sdg,JackJu01,tackles_combined,2,,,,,
player,201810210sdg,sdg,JackJu01,tackles_solo,0,,,,,
player,201810210sdg,sdg,JackJu01,tackles_assists,2,,,,,
player,201810210sdg,sdg,JackJu01,tackles_loss,0,,,,,
player,201810210sdg,sdg,JackJu01,qb_hits,0,,,,,
player,201810210sdg,sdg,JackJu01,fumbles_rec,0,,,,,
player,201810210sdg,sdg,JackJu01,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,JackJu01,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,JackJu01,fumbles_forced,0,,,,,
player,201810210sdg,sdg,SquaDa00,def_int,0,,,,,
player,201810210sdg,sdg,SquaDa00,def_int_yds,0,,,,,
player,201810210sdg,sdg,SquaDa00,def_int_td,0,,,,,
player,201810210sdg,sdg,SquaDa00,def_int_long,0,,,,,
player,201810210sdg,sdg,SquaDa00,pass_defended,0,,,,,
player,201810210sdg,sdg,SquaDa00,sacks,0.0,,,,,
player,201810210sdg,sdg,SquaDa00,tackles_combined,2,,,,,
player,201810210sdg,sdg,SquaDa00,tackles_solo,1,,,,,
player,201810210sdg,sdg,SquaDa00,tackles_assists,1,,,,,
player,201810210sdg,sdg,SquaDa00,tackles_loss,0,,,,,
player,201810210sdg,sdg,SquaDa00,qb_hits,0,,,,,
player,201810210sdg,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,BadgMi00,def_int,0,,,,,
player,201810210sdg,sdg,BadgMi00,def_int_yds,0,,,,,
player,201810210sdg,sdg,BadgMi00,def_int_td,0,,,,,
player,201810210sdg,sdg,BadgMi00,def_int_long,0,,,,,
player,201810210sdg,sdg,BadgMi00,pass_defended,0,,,,,
player,201810210sdg,sdg,BadgMi00,sacks,0.0,,,,,
player,201810210sdg,sdg,BadgMi00,tackles_combined,1,,,,,
player,201810210sdg,sdg,BadgMi00,tackles_solo,1,,,,,
player,201810210sdg,sdg,BadgMi00,tackles_assists,0,,,,,
player,201810210sdg,sdg,BadgMi00,tackles_loss,0,,,,,
player,201810210sdg,sdg,BadgMi00,qb_hits,0,,,,,
player,201810210sdg,sdg,BadgMi00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,BadgMi00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,BadgMi00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,BadgMi00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,EmanKy00,def_int,0,,,,,
player,201810210sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201810210sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201810210sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201810210sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201810210sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201810210sdg,sdg,EmanKy00,tackles_combined,1,,,,,
player,201810210sdg,sdg,EmanKy00,tackles_solo,1,,,,,
player,201810210sdg,sdg,EmanKy00,tackles_assists,0,,,,,
player,201810210sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201810210sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201810210sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,JenkRa00,def_int,0,,,,,
player,201810210sdg,sdg,JenkRa00,def_int_yds,0,,,,,
player,201810210sdg,sdg,JenkRa00,def_int_td,0,,,,,
player,201810210sdg,sdg,JenkRa00,def_int_long,0,,,,,
player,201810210sdg,sdg,JenkRa00,pass_defended,0,,,,,
player,201810210sdg,sdg,JenkRa00,sacks,0.0,,,,,
player,201810210sdg,sdg,JenkRa00,tackles_combined,1,,,,,
player,201810210sdg,sdg,JenkRa00,tackles_solo,0,,,,,
player,201810210sdg,sdg,JenkRa00,tackles_assists,1,,,,,
player,201810210sdg,sdg,JenkRa00,tackles_loss,0,,,,,
player,201810210sdg,sdg,JenkRa00,qb_hits,0,,,,,
player,201810210sdg,sdg,JenkRa00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,JenkRa00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,JenkRa00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,JenkRa00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,NewsDe00,def_int,0,,,,,
player,201810210sdg,sdg,NewsDe00,def_int_yds,0,,,,,
player,201810210sdg,sdg,NewsDe00,def_int_td,0,,,,,
player,201810210sdg,sdg,NewsDe00,def_int_long,0,,,,,
player,201810210sdg,sdg,NewsDe00,pass_defended,0,,,,,
player,201810210sdg,sdg,NewsDe00,sacks,0.0,,,,,
player,201810210sdg,sdg,NewsDe00,tackles_combined,1,,,,,
player,201810210sdg,sdg,NewsDe00,tackles_solo,1,,,,,
player,201810210sdg,sdg,NewsDe00,tackles_assists,0,,,,,
player,201810210sdg,sdg,NewsDe00,tackles_loss,0,,,,,
player,201810210sdg,sdg,NewsDe00,qb_hits,0,,,,,
player,201810210sdg,sdg,NewsDe00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,NewsDe00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,NewsDe00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,NewsDe00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,NwosUc00,def_int,0,,,,,
player,201810210sdg,sdg,NwosUc00,def_int_yds,0,,,,,
player,201810210sdg,sdg,NwosUc00,def_int_td,0,,,,,
player,201810210sdg,sdg,NwosUc00,def_int_long,0,,,,,
player,201810210sdg,sdg,NwosUc00,pass_defended,0,,,,,
player,201810210sdg,sdg,NwosUc00,sacks,0.0,,,,,
player,201810210sdg,sdg,NwosUc00,tackles_combined,1,,,,,
player,201810210sdg,sdg,NwosUc00,tackles_solo,1,,,,,
player,201810210sdg,sdg,NwosUc00,tackles_assists,0,,,,,
player,201810210sdg,sdg,NwosUc00,tackles_loss,1,,,,,
player,201810210sdg,sdg,NwosUc00,qb_hits,0,,,,,
player,201810210sdg,sdg,NwosUc00,fumbles_rec,0,,,,,
player,201810210sdg,sdg,NwosUc00,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,NwosUc00,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,NwosUc00,fumbles_forced,0,,,,,
player,201810210sdg,sdg,WillTr05,def_int,0,,,,,
player,201810210sdg,sdg,WillTr05,def_int_yds,0,,,,,
player,201810210sdg,sdg,WillTr05,def_int_td,0,,,,,
player,201810210sdg,sdg,WillTr05,def_int_long,0,,,,,
player,201810210sdg,sdg,WillTr05,pass_defended,0,,,,,
player,201810210sdg,sdg,WillTr05,sacks,0.0,,,,,
player,201810210sdg,sdg,WillTr05,tackles_combined,1,,,,,
player,201810210sdg,sdg,WillTr05,tackles_solo,1,,,,,
player,201810210sdg,sdg,WillTr05,tackles_assists,0,,,,,
player,201810210sdg,sdg,WillTr05,tackles_loss,0,,,,,
player,201810210sdg,sdg,WillTr05,qb_hits,0,,,,,
player,201810210sdg,sdg,WillTr05,fumbles_rec,0,,,,,
player,201810210sdg,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201810210sdg,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201810210sdg,sdg,WillTr05,fumbles_forced,0,,,,,
player,201810210sdg,oti,JackAd00,kick_ret,0,,,,,
player,201810210sdg,oti,JackAd00,kick_ret_yds,0,,,,,
player,201810210sdg,oti,JackAd00,kick_ret_yds_per_ret,,,,,,
player,201810210sdg,oti,JackAd00,kick_ret_td,0,,,,,
player,201810210sdg,oti,JackAd00,kick_ret_long,0,,,,,
player,201810210sdg,oti,JackAd00,punt_ret,1,,,,,
player,201810210sdg,oti,JackAd00,punt_ret_yds,0,,,,,
player,201810210sdg,oti,JackAd00,punt_ret_yds_per_ret,0.0,,,,,
player,201810210sdg,oti,JackAd00,punt_ret_td,0,,,,,
player,201810210sdg,oti,JackAd00,punt_ret_long,0,,,,,
player,201810210sdg,oti,JennDa00,kick_ret,5,,,,,
player,201810210sdg,oti,JennDa00,kick_ret_yds,156,,,,,
player,201810210sdg,oti,JennDa00,kick_ret_yds_per_ret,31.2,,,,,
player,201810210sdg,oti,JennDa00,kick_ret_td,0,,,,,
player,201810210sdg,oti,JennDa00,kick_ret_long,37,,,,,
player,201810210sdg,oti,JennDa00,punt_ret,0,,,,,
player,201810210sdg,oti,JennDa00,punt_ret_yds,0,,,,,
player,201810210sdg,oti,JennDa00,punt_ret_yds_per_ret,,,,,,
player,201810210sdg,oti,JennDa00,punt_ret_td,0,,,,,
player,201810210sdg,oti,JennDa00,punt_ret_long,0,,,,,
player,201810210sdg,sdg,KingDe01,kick_ret,2,,,,,
player,201810210sdg,sdg,KingDe01,kick_ret_yds,47,,,,,
player,201810210sdg,sdg,KingDe01,kick_ret_yds_per_ret,23.5,,,,,
player,201810210sdg,sdg,KingDe01,kick_ret_td,0,,,,,
player,201810210sdg,sdg,KingDe01,kick_ret_long,30,,,,,
player,201810210sdg,sdg,KingDe01,punt_ret,2,,,,,
player,201810210sdg,sdg,KingDe01,punt_ret_yds,14,,,,,
player,201810210sdg,sdg,KingDe01,punt_ret_yds_per_ret,7.0,,,,,
player,201810210sdg,sdg,KingDe01,punt_ret_td,0,,,,,
player,201810210sdg,sdg,KingDe01,punt_ret_long,12,,,,,
player,201810210sdg,oti,SuccRy44,xpm,1,,,,,
player,201810210sdg,oti,SuccRy44,xpa,1,,,,,
player,201810210sdg,oti,SuccRy44,fgm,2,,,,,
player,201810210sdg,oti,SuccRy44,fga,3,,,,,
player,201810210sdg,oti,SuccRy44,punt,0,,,,,
player,201810210sdg,oti,SuccRy44,punt_yds,0,,,,,
player,201810210sdg,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201810210sdg,oti,SuccRy44,punt_long,0,,,,,
player,201810210sdg,oti,KernBr20,xpm,,,,,,
player,201810210sdg,oti,KernBr20,xpa,,,,,,
player,201810210sdg,oti,KernBr20,fgm,,,,,,
player,201810210sdg,oti,KernBr20,fga,,,,,,
player,201810210sdg,oti,KernBr20,punt,2,,,,,
player,201810210sdg,oti,KernBr20,punt_yds,103,,,,,
player,201810210sdg,oti,KernBr20,punt_yds_per_punt,51.5,,,,,
player,201810210sdg,oti,KernBr20,punt_long,54,,,,,
player,201810210sdg,sdg,BadgMi00,xpm,2,,,,,
player,201810210sdg,sdg,BadgMi00,xpa,2,,,,,
player,201810210sdg,sdg,BadgMi00,fgm,2,,,,,
player,201810210sdg,sdg,BadgMi00,fga,2,,,,,
player,201810210sdg,sdg,BadgMi00,punt,0,,,,,
player,201810210sdg,sdg,BadgMi00,punt_yds,0,,,,,
player,201810210sdg,sdg,BadgMi00,punt_yds_per_punt,,,,,,
player,201810210sdg,sdg,BadgMi00,punt_long,0,,,,,
player,201810210sdg,sdg,JoneDo21,xpm,,,,,,
player,201810210sdg,sdg,JoneDo21,xpa,,,,,,
player,201810210sdg,sdg,JoneDo21,fgm,,,,,,
player,201810210sdg,sdg,JoneDo21,fga,,,,,,
player,201810210sdg,sdg,JoneDo21,punt,3,,,,,
player,201810210sdg,sdg,JoneDo21,punt_yds,115,,,,,
player,201810210sdg,sdg,JoneDo21,punt_yds_per_punt,38.3,,,,,
player,201810210sdg,sdg,JoneDo21,punt_long,43,,,,,
player,201810210sdg,oti,MariMa01,pass_cmp,24,,,,,
player,201810210sdg,oti,MariMa01,pass_att,32,,,,,
player,201810210sdg,oti,MariMa01,pass_yds,237,,,,,
player,201810210sdg,oti,MariMa01,pass_first_down,16,,,,,
player,201810210sdg,oti,MariMa01,pass_air_yds,100,,,,,
player,201810210sdg,oti,MariMa01,pass_air_yds_per_cmp,4.2,,,,,
player,201810210sdg,oti,MariMa01,pass_air_yds_per_att,3.1,,,,,
player,201810210sdg,oti,MariMa01,pass_tgt_yds_per_att,4.7,,,,,
player,201810210sdg,oti,MariMa01,pass_yac,137,,,,,
player,201810210sdg,oti,MariMa01,pass_yac_per_cmp,5.7,,,,,
player,201810210sdg,oti,MariMa01,pass_drops,3,,,,,
player,201810210sdg,oti,MariMa01,pass_drop_pct,9.4,,,,,
player,201810210sdg,oti,MariMa01,pass_poor_throws,2,,,,,
player,201810210sdg,oti,MariMa01,pass_poor_throw_pct,6.3,,,,,
player,201810210sdg,oti,MariMa01,pass_blitzed,3,,,,,
player,201810210sdg,oti,MariMa01,pass_hurried,1,,,,,
player,201810210sdg,oti,MariMa01,pass_hits,1,,,,,
player,201810210sdg,oti,MariMa01,rush_scrambles,4,,,,,
player,201810210sdg,oti,MariMa01,rush_scrambles_yds_per_att,6.3,,,,,
player,201810210sdg,sdg,RivePh00,pass_cmp,19,,,,,
player,201810210sdg,sdg,RivePh00,pass_att,26,,,,,
player,201810210sdg,sdg,RivePh00,pass_yds,306,,,,,
player,201810210sdg,sdg,RivePh00,pass_first_down,12,,,,,
player,201810210sdg,sdg,RivePh00,pass_air_yds,166,,,,,
player,201810210sdg,sdg,RivePh00,pass_air_yds_per_cmp,8.7,,,,,
player,201810210sdg,sdg,RivePh00,pass_air_yds_per_att,6.4,,,,,
player,201810210sdg,sdg,RivePh00,pass_tgt_yds_per_att,8.4,,,,,
player,201810210sdg,sdg,RivePh00,pass_yac,140,,,,,
player,201810210sdg,sdg,RivePh00,pass_yac_per_cmp,7.4,,,,,
player,201810210sdg,sdg,RivePh00,pass_drops,1,,,,,
player,201810210sdg,sdg,RivePh00,pass_drop_pct,3.8,,,,,
player,201810210sdg,sdg,RivePh00,pass_poor_throws,3,,,,,
player,201810210sdg,sdg,RivePh00,pass_poor_throw_pct,11.5,,,,,
player,201810210sdg,sdg,RivePh00,pass_blitzed,12,,,,,
player,201810210sdg,sdg,RivePh00,pass_hurried,2,,,,,
player,201810210sdg,sdg,RivePh00,pass_hits,1,,,,,
player,201810210sdg,sdg,RivePh00,rush_scrambles,0,,,,,
player,201810210sdg,sdg,RivePh00,rush_scrambles_yds_per_att,,,,,,
player,201810210sdg,oti,LewiDi00,rush_att,13,,,,,
player,201810210sdg,oti,LewiDi00,rush_yds,91,,,,,
player,201810210sdg,oti,LewiDi00,rush_first_down,3,,,,,
player,201810210sdg,oti,LewiDi00,rush_yds_before_contact,50,,,,,
player,201810210sdg,oti,LewiDi00,rush_yds_bc_per_rush,3.8,,,,,
player,201810210sdg,oti,LewiDi00,rush_yac,41,,,,,
player,201810210sdg,oti,LewiDi00,rush_yac_per_rush,3.2,,,,,
player,201810210sdg,oti,LewiDi00,rush_broken_tackles,6,,,,,
player,201810210sdg,oti,LewiDi00,rush_broken_tackles_per_rush,2.2,,,,,
player,201810210sdg,oti,HenrDe00,rush_att,12,,,,,
player,201810210sdg,oti,HenrDe00,rush_yds,33,,,,,
player,201810210sdg,oti,HenrDe00,rush_first_down,2,,,,,
player,201810210sdg,oti,HenrDe00,rush_yds_before_contact,27,,,,,
player,201810210sdg,oti,HenrDe00,rush_yds_bc_per_rush,2.3,,,,,
player,201810210sdg,oti,HenrDe00,rush_yac,6,,,,,
player,201810210sdg,oti,HenrDe00,rush_yac_per_rush,0.5,,,,,
player,201810210sdg,oti,HenrDe00,rush_broken_tackles,2,,,,,
player,201810210sdg,oti,HenrDe00,rush_broken_tackles_per_rush,6.0,,,,,
player,201810210sdg,oti,MariMa01,rush_att,7,,,,,
player,201810210sdg,oti,MariMa01,rush_yds,38,,,,,
player,201810210sdg,oti,MariMa01,rush_first_down,2,,,,,
player,201810210sdg,oti,MariMa01,rush_yds_before_contact,19,,,,,
player,201810210sdg,oti,MariMa01,rush_yds_bc_per_rush,2.7,,,,,
player,201810210sdg,oti,MariMa01,rush_yac,19,,,,,
player,201810210sdg,oti,MariMa01,rush_yac_per_rush,2.7,,,,,
player,201810210sdg,oti,MariMa01,rush_broken_tackles,1,,,,,
player,201810210sdg,oti,MariMa01,rush_broken_tackles_per_rush,7.0,,,,,
player,201810210sdg,oti,FlueDa00,rush_att,1,,,,,
player,201810210sdg,oti,FlueDa00,rush_yds,2,,,,,
player,201810210sdg,oti,FlueDa00,rush_first_down,,,,,,
player,201810210sdg,oti,FlueDa00,rush_yds_before_contact,2,,,,,
player,201810210sdg,oti,FlueDa00,rush_yds_bc_per_rush,2.0,,,,,
player,201810210sdg,oti,FlueDa00,rush_yac,0,,,,,
player,201810210sdg,oti,FlueDa00,rush_yac_per_rush,0.0,,,,,
player,201810210sdg,oti,FlueDa00,rush_broken_tackles,0,,,,,
player,201810210sdg,oti,FlueDa00,rush_broken_tackles_per_rush,,,,,,
player,201810210sdg,sdg,EkelAu00,rush_att,12,,,,,
player,201810210sdg,sdg,EkelAu00,rush_yds,42,,,,,
player,201810210sdg,sdg,EkelAu00,rush_first_down,2,,,,,
player,201810210sdg,sdg,EkelAu00,rush_yds_before_contact,17,,,,,
player,201810210sdg,sdg,EkelAu00,rush_yds_bc_per_rush,1.4,,,,,
player,201810210sdg,sdg,EkelAu00,rush_yac,25,,,,,
player,201810210sdg,sdg,EkelAu00,rush_yac_per_rush,2.1,,,,,
player,201810210sdg,sdg,EkelAu00,rush_broken_tackles,1,,,,,
player,201810210sdg,sdg,EkelAu00,rush_broken_tackles_per_rush,12.0,,,,,
player,201810210sdg,sdg,JackJu01,rush_att,2,,,,,
player,201810210sdg,sdg,JackJu01,rush_yds,3,,,,,
player,201810210sdg,sdg,JackJu01,rush_first_down,0,,,,,
player,201810210sdg,sdg,JackJu01,rush_yds_before_contact,3,,,,,
player,201810210sdg,sdg,JackJu01,rush_yds_bc_per_rush,1.5,,,,,
player,201810210sdg,sdg,JackJu01,rush_yac,0,,,,,
player,201810210sdg,sdg,JackJu01,rush_yac_per_rush,0.0,,,,,
player,201810210sdg,sdg,JackJu01,rush_broken_tackles,0,,,,,
player,201810210sdg,sdg,JackJu01,rush_broken_tackles_per_rush,,,,,,
player,201810210sdg,sdg,RivePh00,rush_att,1,,,,,
player,201810210sdg,sdg,RivePh00,rush_yds,-1,,,,,
player,201810210sdg,sdg,RivePh00,rush_first_down,0,,,,,
player,201810210sdg,sdg,RivePh00,rush_yds_before_contact,-1,,,,,
player,201810210sdg,sdg,RivePh00,rush_yds_bc_per_rush,-1.0,,,,,
player,201810210sdg,sdg,RivePh00,rush_yac,0,,,,,
player,201810210sdg,sdg,RivePh00,rush_yac_per_rush,0.0,,,,,
player,201810210sdg,sdg,RivePh00,rush_broken_tackles,0,,,,,
player,201810210sdg,sdg,RivePh00,rush_broken_tackles_per_rush,,,,,,
player,201810210sdg,sdg,WillMi07,rush_att,1,,,,,
player,201810210sdg,sdg,WillMi07,rush_yds,3,,,,,
player,201810210sdg,sdg,WillMi07,rush_first_down,0,,,,,
player,201810210sdg,sdg,WillMi07,rush_yds_before_contact,-2,,,,,
player,201810210sdg,sdg,WillMi07,rush_yds_bc_per_rush,-2.0,,,,,
player,201810210sdg,sdg,WillMi07,rush_yac,5,,,,,
player,201810210sdg,sdg,WillMi07,rush_yac_per_rush,5.0,,,,,
player,201810210sdg,sdg,WillMi07,rush_broken_tackles,1,,,,,
player,201810210sdg,sdg,WillMi07,rush_broken_tackles_per_rush,1.0,,,,,
player,201810210sdg,oti,SharTa00,targets,9,,,,,
player,201810210sdg,oti,SharTa00,rec,7,,,,,
player,201810210sdg,oti,SharTa00,rec_yds,101,,,,,
player,201810210sdg,oti,SharTa00,rec_first_down,7,,,,,
player,201810210sdg,oti,SharTa00,rec_air_yds,83,,,,,
player,201810210sdg,oti,SharTa00,rec_air_yds_per_rec,11.9,,,,,
player,201810210sdg,oti,SharTa00,rec_yac,18,,,,,
player,201810210sdg,oti,SharTa00,rec_yac_per_rec,2.6,,,,,
player,201810210sdg,oti,SharTa00,rec_broken_tackles,0,,,,,
player,201810210sdg,oti,SharTa00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,oti,SharTa00,rec_drops,0,,,,,
player,201810210sdg,oti,SharTa00,rec_drop_pct,0.0,,,,,
player,201810210sdg,oti,LewiDi00,targets,6,,,,,
player,201810210sdg,oti,LewiDi00,rec,6,,,,,
player,201810210sdg,oti,LewiDi00,rec_yds,64,,,,,
player,201810210sdg,oti,LewiDi00,rec_first_down,3,,,,,
player,201810210sdg,oti,LewiDi00,rec_air_yds,-7,,,,,
player,201810210sdg,oti,LewiDi00,rec_air_yds_per_rec,-1.2,,,,,
player,201810210sdg,oti,LewiDi00,rec_yac,71,,,,,
player,201810210sdg,oti,LewiDi00,rec_yac_per_rec,11.8,,,,,
player,201810210sdg,oti,LewiDi00,rec_broken_tackles,1,,,,,
player,201810210sdg,oti,LewiDi00,rec_broken_tackles_per_rec,6.0,,,,,
player,201810210sdg,oti,LewiDi00,rec_drops,0,,,,,
player,201810210sdg,oti,LewiDi00,rec_drop_pct,0.0,,,,,
player,201810210sdg,oti,DaviCo03,targets,7,,,,,
player,201810210sdg,oti,DaviCo03,rec,3,,,,,
player,201810210sdg,oti,DaviCo03,rec_yds,10,,,,,
player,201810210sdg,oti,DaviCo03,rec_first_down,1,,,,,
player,201810210sdg,oti,DaviCo03,rec_air_yds,2,,,,,
player,201810210sdg,oti,DaviCo03,rec_air_yds_per_rec,0.7,,,,,
player,201810210sdg,oti,DaviCo03,rec_yac,8,,,,,
player,201810210sdg,oti,DaviCo03,rec_yac_per_rec,2.7,,,,,
player,201810210sdg,oti,DaviCo03,rec_broken_tackles,0,,,,,
player,201810210sdg,oti,DaviCo03,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,oti,DaviCo03,rec_drops,2,,,,,
player,201810210sdg,oti,DaviCo03,rec_drop_pct,28.6,,,,,
player,201810210sdg,oti,HenrDe00,targets,2,,,,,
player,201810210sdg,oti,HenrDe00,rec,2,,,,,
player,201810210sdg,oti,HenrDe00,rec_yds,32,,,,,
player,201810210sdg,oti,HenrDe00,rec_first_down,2,,,,,
player,201810210sdg,oti,HenrDe00,rec_air_yds,5,,,,,
player,201810210sdg,oti,HenrDe00,rec_air_yds_per_rec,2.5,,,,,
player,201810210sdg,oti,HenrDe00,rec_yac,27,,,,,
player,201810210sdg,oti,HenrDe00,rec_yac_per_rec,13.5,,,,,
player,201810210sdg,oti,HenrDe00,rec_broken_tackles,1,,,,,
player,201810210sdg,oti,HenrDe00,rec_broken_tackles_per_rec,2.0,,,,,
player,201810210sdg,oti,HenrDe00,rec_drops,0,,,,,
player,201810210sdg,oti,HenrDe00,rec_drop_pct,0.0,,,,,
player,201810210sdg,oti,SmitJo01,targets,3,,,,,
player,201810210sdg,oti,SmitJo01,rec,2,,,,,
player,201810210sdg,oti,SmitJo01,rec_yds,11,,,,,
player,201810210sdg,oti,SmitJo01,rec_first_down,1,,,,,
player,201810210sdg,oti,SmitJo01,rec_air_yds,6,,,,,
player,201810210sdg,oti,SmitJo01,rec_air_yds_per_rec,3.0,,,,,
player,201810210sdg,oti,SmitJo01,rec_yac,5,,,,,
player,201810210sdg,oti,SmitJo01,rec_yac_per_rec,2.5,,,,,
player,201810210sdg,oti,SmitJo01,rec_broken_tackles,1,,,,,
player,201810210sdg,oti,SmitJo01,rec_broken_tackles_per_rec,2.0,,,,,
player,201810210sdg,oti,SmitJo01,rec_drops,0,,,,,
player,201810210sdg,oti,SmitJo01,rec_drop_pct,0.0,,,,,
player,201810210sdg,oti,StocLu00,targets,2,,,,,
player,201810210sdg,oti,StocLu00,rec,2,,,,,
player,201810210sdg,oti,StocLu00,rec_yds,11,,,,,
player,201810210sdg,oti,StocLu00,rec_first_down,2,,,,,
player,201810210sdg,oti,StocLu00,rec_air_yds,6,,,,,
player,201810210sdg,oti,StocLu00,rec_air_yds_per_rec,3.0,,,,,
player,201810210sdg,oti,StocLu00,rec_yac,5,,,,,
player,201810210sdg,oti,StocLu00,rec_yac_per_rec,2.5,,,,,
player,201810210sdg,oti,StocLu00,rec_broken_tackles,0,,,,,
player,201810210sdg,oti,StocLu00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,oti,StocLu00,rec_drops,0,,,,,
player,201810210sdg,oti,StocLu00,rec_drop_pct,0.0,,,,,
player,201810210sdg,oti,TaylTa00,targets,2,,,,,
player,201810210sdg,oti,TaylTa00,rec,1,,,,,
player,201810210sdg,oti,TaylTa00,rec_yds,8,,,,,
player,201810210sdg,oti,TaylTa00,rec_first_down,,,,,,
player,201810210sdg,oti,TaylTa00,rec_air_yds,5,,,,,
player,201810210sdg,oti,TaylTa00,rec_air_yds_per_rec,5.0,,,,,
player,201810210sdg,oti,TaylTa00,rec_yac,3,,,,,
player,201810210sdg,oti,TaylTa00,rec_yac_per_rec,3.0,,,,,
player,201810210sdg,oti,TaylTa00,rec_broken_tackles,0,,,,,
player,201810210sdg,oti,TaylTa00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,oti,TaylTa00,rec_drops,1,,,,,
player,201810210sdg,oti,TaylTa00,rec_drop_pct,50.0,,,,,
player,201810210sdg,oti,BatsCa00,targets,1,,,,,
player,201810210sdg,oti,BatsCa00,rec,1,,,,,
player,201810210sdg,oti,BatsCa00,rec_yds,0,,,,,
player,201810210sdg,oti,BatsCa00,rec_first_down,,,,,,
player,201810210sdg,oti,BatsCa00,rec_air_yds,0,,,,,
player,201810210sdg,oti,BatsCa00,rec_air_yds_per_rec,0.0,,,,,
player,201810210sdg,oti,BatsCa00,rec_yac,0,,,,,
player,201810210sdg,oti,BatsCa00,rec_yac_per_rec,0.0,,,,,
player,201810210sdg,oti,BatsCa00,rec_broken_tackles,0,,,,,
player,201810210sdg,oti,BatsCa00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,oti,BatsCa00,rec_drops,0,,,,,
player,201810210sdg,oti,BatsCa00,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,EkelAu00,targets,7,,,,,
player,201810210sdg,sdg,EkelAu00,rec,5,,,,,
player,201810210sdg,sdg,EkelAu00,rec_yds,26,,,,,
player,201810210sdg,sdg,EkelAu00,rec_first_down,1,,,,,
player,201810210sdg,sdg,EkelAu00,rec_air_yds,-16,,,,,
player,201810210sdg,sdg,EkelAu00,rec_air_yds_per_rec,-3.2,,,,,
player,201810210sdg,sdg,EkelAu00,rec_yac,42,,,,,
player,201810210sdg,sdg,EkelAu00,rec_yac_per_rec,8.4,,,,,
player,201810210sdg,sdg,EkelAu00,rec_broken_tackles,2,,,,,
player,201810210sdg,sdg,EkelAu00,rec_broken_tackles_per_rec,2.5,,,,,
player,201810210sdg,sdg,EkelAu00,rec_drops,1,,,,,
player,201810210sdg,sdg,EkelAu00,rec_drop_pct,14.3,,,,,
player,201810210sdg,sdg,AlleKe00,targets,5,,,,,
player,201810210sdg,sdg,AlleKe00,rec,5,,,,,
player,201810210sdg,sdg,AlleKe00,rec_yds,72,,,,,
player,201810210sdg,sdg,AlleKe00,rec_first_down,5,,,,,
player,201810210sdg,sdg,AlleKe00,rec_air_yds,47,,,,,
player,201810210sdg,sdg,AlleKe00,rec_air_yds_per_rec,9.4,,,,,
player,201810210sdg,sdg,AlleKe00,rec_yac,25,,,,,
