game,2018,10,20181111,201811110gnb,mia,"Miami Dolphins",12,gnb,"Green Bay Packers",31
player,201811110gnb,gnb,GrahJi00,targets,1,,,,,
player,201811110gnb,gnb,GrahJi00,rec,1,,,,,
player,201811110gnb,gnb,GrahJi00,rec_yds,14,,,,,
player,201811110gnb,gnb,GrahJi00,rec_td,0,,,,,
player,201811110gnb,gnb,GrahJi00,rec_long,14,,,,,
player,201811110gnb,gnb,GrahJi00,fumbles,0,,,,,
player,201811110gnb,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_cmp,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_att,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_yds,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_td,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_int,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_sacked,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_sacked_yds,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_long,0,,,,,
player,201811110gnb,gnb,St.BEq00,pass_rating,,,,,,
player,201811110gnb,gnb,St.BEq00,rush_att,0,,,,,
player,201811110gnb,gnb,St.BEq00,rush_yds,0,,,,,
player,201811110gnb,gnb,St.BEq00,rush_td,0,,,,,
player,201811110gnb,gnb,St.BEq00,rush_long,0,,,,,
player,201811110gnb,gnb,St.BEq00,targets,3,,,,,
player,201811110gnb,gnb,St.BEq00,rec,2,,,,,
player,201811110gnb,gnb,St.BEq00,rec_yds,3,,,,,
player,201811110gnb,gnb,St.BEq00,rec_td,0,,,,,
player,201811110gnb,gnb,St.BEq00,rec_long,2,,,,,
player,201811110gnb,gnb,St.BEq00,fumbles,0,,,,,
player,201811110gnb,gnb,St.BEq00,fumbles_lost,0,,,,,
player,201811110gnb,mia,QuinRo00,def_int,0,,,,,
player,201811110gnb,mia,QuinRo00,def_int_yds,0,,,,,
player,201811110gnb,mia,QuinRo00,def_int_td,0,,,,,
player,201811110gnb,mia,QuinRo00,def_int_long,0,,,,,
player,201811110gnb,mia,QuinRo00,pass_defended,0,,,,,
player,201811110gnb,mia,QuinRo00,sacks,1.5,,,,,
player,201811110gnb,mia,QuinRo00,tackles_combined,3,,,,,
player,201811110gnb,mia,QuinRo00,tackles_solo,2,,,,,
player,201811110gnb,mia,QuinRo00,tackles_assists,1,,,,,
player,201811110gnb,mia,QuinRo00,tackles_loss,1,,,,,
player,201811110gnb,mia,QuinRo00,qb_hits,3,,,,,
player,201811110gnb,mia,QuinRo00,fumbles_rec,0,,,,,
player,201811110gnb,mia,QuinRo00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,QuinRo00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,QuinRo00,fumbles_forced,0,,,,,
player,201811110gnb,mia,WakeCa00,def_int,0,,,,,
player,201811110gnb,mia,WakeCa00,def_int_yds,0,,,,,
player,201811110gnb,mia,WakeCa00,def_int_td,0,,,,,
player,201811110gnb,mia,WakeCa00,def_int_long,0,,,,,
player,201811110gnb,mia,WakeCa00,pass_defended,0,,,,,
player,201811110gnb,mia,WakeCa00,sacks,0.5,,,,,
player,201811110gnb,mia,WakeCa00,tackles_combined,3,,,,,
player,201811110gnb,mia,WakeCa00,tackles_solo,1,,,,,
player,201811110gnb,mia,WakeCa00,tackles_assists,2,,,,,
player,201811110gnb,mia,WakeCa00,tackles_loss,0,,,,,
player,201811110gnb,mia,WakeCa00,qb_hits,1,,,,,
player,201811110gnb,mia,WakeCa00,fumbles_rec,0,,,,,
player,201811110gnb,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,WakeCa00,fumbles_forced,0,,,,,
player,201811110gnb,mia,McMiRa02,def_int,0,,,,,
player,201811110gnb,mia,McMiRa02,def_int_yds,0,,,,,
player,201811110gnb,mia,McMiRa02,def_int_td,0,,,,,
player,201811110gnb,mia,McMiRa02,def_int_long,0,,,,,
player,201811110gnb,mia,McMiRa02,pass_defended,0,,,,,
player,201811110gnb,mia,McMiRa02,sacks,0.0,,,,,
player,201811110gnb,mia,McMiRa02,tackles_combined,8,,,,,
player,201811110gnb,mia,McMiRa02,tackles_solo,5,,,,,
player,201811110gnb,mia,McMiRa02,tackles_assists,3,,,,,
player,201811110gnb,mia,McMiRa02,tackles_loss,0,,,,,
player,201811110gnb,mia,McMiRa02,qb_hits,0,,,,,
player,201811110gnb,mia,McMiRa02,fumbles_rec,0,,,,,
player,201811110gnb,mia,McMiRa02,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,McMiRa02,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,McMiRa02,fumbles_forced,0,,,,,
player,201811110gnb,mia,McDoTJ00,def_int,0,,,,,
player,201811110gnb,mia,McDoTJ00,def_int_yds,0,,,,,
player,201811110gnb,mia,McDoTJ00,def_int_td,0,,,,,
player,201811110gnb,mia,McDoTJ00,def_int_long,0,,,,,
player,201811110gnb,mia,McDoTJ00,pass_defended,0,,,,,
player,201811110gnb,mia,McDoTJ00,sacks,0.0,,,,,
player,201811110gnb,mia,McDoTJ00,tackles_combined,7,,,,,
player,201811110gnb,mia,McDoTJ00,tackles_solo,7,,,,,
player,201811110gnb,mia,McDoTJ00,tackles_assists,0,,,,,
player,201811110gnb,mia,McDoTJ00,tackles_loss,0,,,,,
player,201811110gnb,mia,McDoTJ00,qb_hits,0,,,,,
player,201811110gnb,mia,McDoTJ00,fumbles_rec,0,,,,,
player,201811110gnb,mia,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,McDoTJ00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,McDoTJ00,fumbles_forced,0,,,,,
player,201811110gnb,mia,AlonKi00,def_int,0,,,,,
player,201811110gnb,mia,AlonKi00,def_int_yds,0,,,,,
player,201811110gnb,mia,AlonKi00,def_int_td,0,,,,,
player,201811110gnb,mia,AlonKi00,def_int_long,0,,,,,
player,201811110gnb,mia,AlonKi00,pass_defended,0,,,,,
player,201811110gnb,mia,AlonKi00,sacks,0.0,,,,,
player,201811110gnb,mia,AlonKi00,tackles_combined,6,,,,,
player,201811110gnb,mia,AlonKi00,tackles_solo,2,,,,,
player,201811110gnb,mia,AlonKi00,tackles_assists,4,,,,,
player,201811110gnb,mia,AlonKi00,tackles_loss,0,,,,,
player,201811110gnb,mia,AlonKi00,qb_hits,0,,,,,
player,201811110gnb,mia,AlonKi00,fumbles_rec,0,,,,,
player,201811110gnb,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,AlonKi00,fumbles_forced,0,,,,,
player,201811110gnb,mia,McCaBo01,def_int,0,,,,,
player,201811110gnb,mia,McCaBo01,def_int_yds,0,,,,,
player,201811110gnb,mia,McCaBo01,def_int_td,0,,,,,
player,201811110gnb,mia,McCaBo01,def_int_long,0,,,,,
player,201811110gnb,mia,McCaBo01,pass_defended,0,,,,,
player,201811110gnb,mia,McCaBo01,sacks,0.0,,,,,
player,201811110gnb,mia,McCaBo01,tackles_combined,6,,,,,
player,201811110gnb,mia,McCaBo01,tackles_solo,5,,,,,
player,201811110gnb,mia,McCaBo01,tackles_assists,1,,,,,
player,201811110gnb,mia,McCaBo01,tackles_loss,0,,,,,
player,201811110gnb,mia,McCaBo01,qb_hits,0,,,,,
player,201811110gnb,mia,McCaBo01,fumbles_rec,0,,,,,
player,201811110gnb,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,McCaBo01,fumbles_forced,0,,,,,
player,201811110gnb,mia,HowaXa00,def_int,0,,,,,
player,201811110gnb,mia,HowaXa00,def_int_yds,0,,,,,
player,201811110gnb,mia,HowaXa00,def_int_td,0,,,,,
player,201811110gnb,mia,HowaXa00,def_int_long,0,,,,,
player,201811110gnb,mia,HowaXa00,pass_defended,0,,,,,
player,201811110gnb,mia,HowaXa00,sacks,0.0,,,,,
player,201811110gnb,mia,HowaXa00,tackles_combined,5,,,,,
player,201811110gnb,mia,HowaXa00,tackles_solo,4,,,,,
player,201811110gnb,mia,HowaXa00,tackles_assists,1,,,,,
player,201811110gnb,mia,HowaXa00,tackles_loss,0,,,,,
player,201811110gnb,mia,HowaXa00,qb_hits,0,,,,,
player,201811110gnb,mia,HowaXa00,fumbles_rec,0,,,,,
player,201811110gnb,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,HowaXa00,fumbles_forced,0,,,,,
player,201811110gnb,mia,JoneRe99,def_int,0,,,,,
player,201811110gnb,mia,JoneRe99,def_int_yds,0,,,,,
player,201811110gnb,mia,JoneRe99,def_int_td,0,,,,,
player,201811110gnb,mia,JoneRe99,def_int_long,0,,,,,
player,201811110gnb,mia,JoneRe99,pass_defended,1,,,,,
player,201811110gnb,mia,JoneRe99,sacks,0.0,,,,,
player,201811110gnb,mia,JoneRe99,tackles_combined,3,,,,,
player,201811110gnb,mia,JoneRe99,tackles_solo,3,,,,,
player,201811110gnb,mia,JoneRe99,tackles_assists,0,,,,,
player,201811110gnb,mia,JoneRe99,tackles_loss,0,,,,,
player,201811110gnb,mia,JoneRe99,qb_hits,0,,,,,
player,201811110gnb,mia,JoneRe99,fumbles_rec,0,,,,,
player,201811110gnb,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,JoneRe99,fumbles_forced,0,,,,,
player,201811110gnb,mia,FitzMi00,def_int,0,,,,,
player,201811110gnb,mia,FitzMi00,def_int_yds,0,,,,,
player,201811110gnb,mia,FitzMi00,def_int_td,0,,,,,
player,201811110gnb,mia,FitzMi00,def_int_long,0,,,,,
player,201811110gnb,mia,FitzMi00,pass_defended,1,,,,,
player,201811110gnb,mia,FitzMi00,sacks,0.0,,,,,
player,201811110gnb,mia,FitzMi00,tackles_combined,2,,,,,
player,201811110gnb,mia,FitzMi00,tackles_solo,1,,,,,
player,201811110gnb,mia,FitzMi00,tackles_assists,1,,,,,
player,201811110gnb,mia,FitzMi00,tackles_loss,0,,,,,
player,201811110gnb,mia,FitzMi00,qb_hits,0,,,,,
player,201811110gnb,mia,FitzMi00,fumbles_rec,0,,,,,
player,201811110gnb,mia,FitzMi00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,FitzMi00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,FitzMi00,fumbles_forced,0,,,,,
player,201811110gnb,mia,GodcDa00,def_int,0,,,,,
player,201811110gnb,mia,GodcDa00,def_int_yds,0,,,,,
player,201811110gnb,mia,GodcDa00,def_int_td,0,,,,,
player,201811110gnb,mia,GodcDa00,def_int_long,0,,,,,
player,201811110gnb,mia,GodcDa00,pass_defended,0,,,,,
player,201811110gnb,mia,GodcDa00,sacks,0.0,,,,,
player,201811110gnb,mia,GodcDa00,tackles_combined,2,,,,,
player,201811110gnb,mia,GodcDa00,tackles_solo,0,,,,,
player,201811110gnb,mia,GodcDa00,tackles_assists,2,,,,,
player,201811110gnb,mia,GodcDa00,tackles_loss,0,,,,,
player,201811110gnb,mia,GodcDa00,qb_hits,0,,,,,
player,201811110gnb,mia,GodcDa00,fumbles_rec,0,,,,,
player,201811110gnb,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,GodcDa00,fumbles_forced,0,,,,,
player,201811110gnb,mia,HullMi01,def_int,0,,,,,
player,201811110gnb,mia,HullMi01,def_int_yds,0,,,,,
player,201811110gnb,mia,HullMi01,def_int_td,0,,,,,
player,201811110gnb,mia,HullMi01,def_int_long,0,,,,,
player,201811110gnb,mia,HullMi01,pass_defended,0,,,,,
player,201811110gnb,mia,HullMi01,sacks,0.0,,,,,
player,201811110gnb,mia,HullMi01,tackles_combined,2,,,,,
player,201811110gnb,mia,HullMi01,tackles_solo,2,,,,,
player,201811110gnb,mia,HullMi01,tackles_assists,0,,,,,
player,201811110gnb,mia,HullMi01,tackles_loss,0,,,,,
player,201811110gnb,mia,HullMi01,qb_hits,0,,,,,
player,201811110gnb,mia,HullMi01,fumbles_rec,0,,,,,
player,201811110gnb,mia,HullMi01,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,HullMi01,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,HullMi01,fumbles_forced,0,,,,,
player,201811110gnb,mia,AikeWa00,def_int,0,,,,,
player,201811110gnb,mia,AikeWa00,def_int_yds,0,,,,,
player,201811110gnb,mia,AikeWa00,def_int_td,0,,,,,
player,201811110gnb,mia,AikeWa00,def_int_long,0,,,,,
player,201811110gnb,mia,AikeWa00,pass_defended,0,,,,,
player,201811110gnb,mia,AikeWa00,sacks,0.0,,,,,
player,201811110gnb,mia,AikeWa00,tackles_combined,1,,,,,
player,201811110gnb,mia,AikeWa00,tackles_solo,0,,,,,
player,201811110gnb,mia,AikeWa00,tackles_assists,1,,,,,
player,201811110gnb,mia,AikeWa00,tackles_loss,0,,,,,
player,201811110gnb,mia,AikeWa00,qb_hits,0,,,,,
player,201811110gnb,mia,AikeWa00,fumbles_rec,0,,,,,
player,201811110gnb,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,AikeWa00,fumbles_forced,0,,,,,
player,201811110gnb,mia,AnthSt00,def_int,0,,,,,
player,201811110gnb,mia,AnthSt00,def_int_yds,0,,,,,
player,201811110gnb,mia,AnthSt00,def_int_td,0,,,,,
player,201811110gnb,mia,AnthSt00,def_int_long,0,,,,,
player,201811110gnb,mia,AnthSt00,pass_defended,0,,,,,
player,201811110gnb,mia,AnthSt00,sacks,0.0,,,,,
player,201811110gnb,mia,AnthSt00,tackles_combined,1,,,,,
player,201811110gnb,mia,AnthSt00,tackles_solo,0,,,,,
player,201811110gnb,mia,AnthSt00,tackles_assists,1,,,,,
player,201811110gnb,mia,AnthSt00,tackles_loss,0,,,,,
player,201811110gnb,mia,AnthSt00,qb_hits,0,,,,,
player,201811110gnb,mia,AnthSt00,fumbles_rec,0,,,,,
player,201811110gnb,mia,AnthSt00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,AnthSt00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,AnthSt00,fumbles_forced,0,,,,,
player,201811110gnb,mia,BakeJe00,def_int,0,,,,,
player,201811110gnb,mia,BakeJe00,def_int_yds,0,,,,,
player,201811110gnb,mia,BakeJe00,def_int_td,0,,,,,
player,201811110gnb,mia,BakeJe00,def_int_long,0,,,,,
player,201811110gnb,mia,BakeJe00,pass_defended,0,,,,,
player,201811110gnb,mia,BakeJe00,sacks,0.0,,,,,
player,201811110gnb,mia,BakeJe00,tackles_combined,1,,,,,
player,201811110gnb,mia,BakeJe00,tackles_solo,1,,,,,
player,201811110gnb,mia,BakeJe00,tackles_assists,0,,,,,
player,201811110gnb,mia,BakeJe00,tackles_loss,0,,,,,
player,201811110gnb,mia,BakeJe00,qb_hits,0,,,,,
player,201811110gnb,mia,BakeJe00,fumbles_rec,0,,,,,
player,201811110gnb,mia,BakeJe00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,BakeJe00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,BakeJe00,fumbles_forced,0,,,,,
player,201811110gnb,mia,BranAn00,def_int,0,,,,,
player,201811110gnb,mia,BranAn00,def_int_yds,0,,,,,
player,201811110gnb,mia,BranAn00,def_int_td,0,,,,,
player,201811110gnb,mia,BranAn00,def_int_long,0,,,,,
player,201811110gnb,mia,BranAn00,pass_defended,0,,,,,
player,201811110gnb,mia,BranAn00,sacks,0.0,,,,,
player,201811110gnb,mia,BranAn00,tackles_combined,1,,,,,
player,201811110gnb,mia,BranAn00,tackles_solo,1,,,,,
player,201811110gnb,mia,BranAn00,tackles_assists,0,,,,,
player,201811110gnb,mia,BranAn00,tackles_loss,0,,,,,
player,201811110gnb,mia,BranAn00,qb_hits,0,,,,,
player,201811110gnb,mia,BranAn00,fumbles_rec,0,,,,,
player,201811110gnb,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,BranAn00,fumbles_forced,0,,,,,
player,201811110gnb,mia,DerbA.00,def_int,0,,,,,
player,201811110gnb,mia,DerbA.00,def_int_yds,0,,,,,
player,201811110gnb,mia,DerbA.00,def_int_td,0,,,,,
player,201811110gnb,mia,DerbA.00,def_int_long,0,,,,,
player,201811110gnb,mia,DerbA.00,pass_defended,0,,,,,
player,201811110gnb,mia,DerbA.00,sacks,0.0,,,,,
player,201811110gnb,mia,DerbA.00,tackles_combined,1,,,,,
player,201811110gnb,mia,DerbA.00,tackles_solo,1,,,,,
player,201811110gnb,mia,DerbA.00,tackles_assists,0,,,,,
player,201811110gnb,mia,DerbA.00,tackles_loss,0,,,,,
player,201811110gnb,mia,DerbA.00,qb_hits,0,,,,,
player,201811110gnb,mia,DerbA.00,fumbles_rec,0,,,,,
player,201811110gnb,mia,DerbA.00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,DerbA.00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,DerbA.00,fumbles_forced,1,,,,,
player,201811110gnb,mia,HoodEv99,def_int,0,,,,,
player,201811110gnb,mia,HoodEv99,def_int_yds,0,,,,,
player,201811110gnb,mia,HoodEv99,def_int_td,0,,,,,
player,201811110gnb,mia,HoodEv99,def_int_long,0,,,,,
player,201811110gnb,mia,HoodEv99,pass_defended,0,,,,,
player,201811110gnb,mia,HoodEv99,sacks,0.0,,,,,
player,201811110gnb,mia,HoodEv99,tackles_combined,1,,,,,
player,201811110gnb,mia,HoodEv99,tackles_solo,0,,,,,
player,201811110gnb,mia,HoodEv99,tackles_assists,1,,,,,
player,201811110gnb,mia,HoodEv99,tackles_loss,,,,,,
player,201811110gnb,mia,HoodEv99,qb_hits,,,,,,
player,201811110gnb,mia,HoodEv99,fumbles_rec,0,,,,,
player,201811110gnb,mia,HoodEv99,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,HoodEv99,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,HoodEv99,fumbles_forced,0,,,,,
player,201811110gnb,mia,SpenAk00,def_int,0,,,,,
player,201811110gnb,mia,SpenAk00,def_int_yds,0,,,,,
player,201811110gnb,mia,SpenAk00,def_int_td,0,,,,,
player,201811110gnb,mia,SpenAk00,def_int_long,0,,,,,
player,201811110gnb,mia,SpenAk00,pass_defended,0,,,,,
player,201811110gnb,mia,SpenAk00,sacks,0.0,,,,,
player,201811110gnb,mia,SpenAk00,tackles_combined,1,,,,,
player,201811110gnb,mia,SpenAk00,tackles_solo,1,,,,,
player,201811110gnb,mia,SpenAk00,tackles_assists,0,,,,,
player,201811110gnb,mia,SpenAk00,tackles_loss,0,,,,,
player,201811110gnb,mia,SpenAk00,qb_hits,0,,,,,
player,201811110gnb,mia,SpenAk00,fumbles_rec,0,,,,,
player,201811110gnb,mia,SpenAk00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,SpenAk00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,SpenAk00,fumbles_forced,0,,,,,
player,201811110gnb,mia,CarrLe00,def_int,0,,,,,
player,201811110gnb,mia,CarrLe00,def_int_yds,0,,,,,
player,201811110gnb,mia,CarrLe00,def_int_td,0,,,,,
player,201811110gnb,mia,CarrLe00,def_int_long,0,,,,,
player,201811110gnb,mia,CarrLe00,pass_defended,0,,,,,
player,201811110gnb,mia,CarrLe00,sacks,0.0,,,,,
player,201811110gnb,mia,CarrLe00,tackles_combined,0,,,,,
player,201811110gnb,mia,CarrLe00,tackles_solo,0,,,,,
player,201811110gnb,mia,CarrLe00,tackles_assists,0,,,,,
player,201811110gnb,mia,CarrLe00,tackles_loss,0,,,,,
player,201811110gnb,mia,CarrLe00,qb_hits,0,,,,,
player,201811110gnb,mia,CarrLe00,fumbles_rec,1,,,,,
player,201811110gnb,mia,CarrLe00,fumbles_rec_yds,0,,,,,
player,201811110gnb,mia,CarrLe00,fumbles_rec_td,0,,,,,
player,201811110gnb,mia,CarrLe00,fumbles_forced,0,,,,,
player,201811110gnb,gnb,BreeBa00,def_int,1,,,,,
player,201811110gnb,gnb,BreeBa00,def_int_yds,26,,,,,
player,201811110gnb,gnb,BreeBa00,def_int_td,0,,,,,
player,201811110gnb,gnb,BreeBa00,def_int_long,26,,,,,
player,201811110gnb,gnb,BreeBa00,pass_defended,1,,,,,
player,201811110gnb,gnb,BreeBa00,sacks,0.0,,,,,
player,201811110gnb,gnb,BreeBa00,tackles_combined,2,,,,,
player,201811110gnb,gnb,BreeBa00,tackles_solo,2,,,,,
player,201811110gnb,gnb,BreeBa00,tackles_assists,0,,,,,
player,201811110gnb,gnb,BreeBa00,tackles_loss,0,,,,,
player,201811110gnb,gnb,BreeBa00,qb_hits,0,,,,,
player,201811110gnb,gnb,BreeBa00,fumbles_rec,0,,,,,
player,201811110gnb,gnb,BreeBa00,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,BreeBa00,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,BreeBa00,fumbles_forced,0,,,,,
player,201811110gnb,gnb,ClarKe01,def_int,0,,,,,
player,201811110gnb,gnb,ClarKe01,def_int_yds,0,,,,,
player,201811110gnb,gnb,ClarKe01,def_int_td,0,,,,,
player,201811110gnb,gnb,ClarKe01,def_int_long,0,,,,,
player,201811110gnb,gnb,ClarKe01,pass_defended,0,,,,,
player,201811110gnb,gnb,ClarKe01,sacks,1.0,,,,,
player,201811110gnb,gnb,ClarKe01,tackles_combined,6,,,,,
player,201811110gnb,gnb,ClarKe01,tackles_solo,5,,,,,
player,201811110gnb,gnb,ClarKe01,tackles_assists,1,,,,,
player,201811110gnb,gnb,ClarKe01,tackles_loss,1,,,,,
player,201811110gnb,gnb,ClarKe01,qb_hits,1,,,,,
player,201811110gnb,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201811110gnb,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201811110gnb,gnb,LowrDe00,def_int,0,,,,,
player,201811110gnb,gnb,LowrDe00,def_int_yds,0,,,,,
player,201811110gnb,gnb,LowrDe00,def_int_td,0,,,,,
player,201811110gnb,gnb,LowrDe00,def_int_long,0,,,,,
player,201811110gnb,gnb,LowrDe00,pass_defended,0,,,,,
player,201811110gnb,gnb,LowrDe00,sacks,1.0,,,,,
player,201811110gnb,gnb,LowrDe00,tackles_combined,6,,,,,
player,201811110gnb,gnb,LowrDe00,tackles_solo,5,,,,,
player,201811110gnb,gnb,LowrDe00,tackles_assists,1,,,,,
player,201811110gnb,gnb,LowrDe00,tackles_loss,1,,,,,
player,201811110gnb,gnb,LowrDe00,qb_hits,1,,,,,
player,201811110gnb,gnb,LowrDe00,fumbles_rec,0,,,,,
player,201811110gnb,gnb,LowrDe00,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,LowrDe00,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,LowrDe00,fumbles_forced,0,,,,,
player,201811110gnb,gnb,FackKy00,def_int,0,,,,,
player,201811110gnb,gnb,FackKy00,def_int_yds,0,,,,,
player,201811110gnb,gnb,FackKy00,def_int_td,0,,,,,
player,201811110gnb,gnb,FackKy00,def_int_long,0,,,,,
player,201811110gnb,gnb,FackKy00,pass_defended,0,,,,,
player,201811110gnb,gnb,FackKy00,sacks,1.0,,,,,
player,201811110gnb,gnb,FackKy00,tackles_combined,4,,,,,
player,201811110gnb,gnb,FackKy00,tackles_solo,4,,,,,
player,201811110gnb,gnb,FackKy00,tackles_assists,0,,,,,
player,201811110gnb,gnb,FackKy00,tackles_loss,1,,,,,
player,201811110gnb,gnb,FackKy00,qb_hits,1,,,,,
player,201811110gnb,gnb,FackKy00,fumbles_rec,0,,,,,
player,201811110gnb,gnb,FackKy00,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,FackKy00,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,FackKy00,fumbles_forced,0,,,,,
player,201811110gnb,gnb,GilbRe01,def_int,0,,,,,
player,201811110gnb,gnb,GilbRe01,def_int_yds,0,,,,,
player,201811110gnb,gnb,GilbRe01,def_int_td,0,,,,,
player,201811110gnb,gnb,GilbRe01,def_int_long,0,,,,,
player,201811110gnb,gnb,GilbRe01,pass_defended,0,,,,,
player,201811110gnb,gnb,GilbRe01,sacks,1.0,,,,,
player,201811110gnb,gnb,GilbRe01,tackles_combined,3,,,,,
player,201811110gnb,gnb,GilbRe01,tackles_solo,1,,,,,
player,201811110gnb,gnb,GilbRe01,tackles_assists,2,,,,,
player,201811110gnb,gnb,GilbRe01,tackles_loss,1,,,,,
player,201811110gnb,gnb,GilbRe01,qb_hits,1,,,,,
player,201811110gnb,gnb,GilbRe01,fumbles_rec,1,,,,,
player,201811110gnb,gnb,GilbRe01,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,GilbRe01,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,GilbRe01,fumbles_forced,0,,,,,
player,201811110gnb,gnb,AdamMo00,def_int,0,,,,,
player,201811110gnb,gnb,AdamMo00,def_int_yds,0,,,,,
player,201811110gnb,gnb,AdamMo00,def_int_td,0,,,,,
player,201811110gnb,gnb,AdamMo00,def_int_long,0,,,,,
player,201811110gnb,gnb,AdamMo00,pass_defended,0,,,,,
player,201811110gnb,gnb,AdamMo00,sacks,1.0,,,,,
player,201811110gnb,gnb,AdamMo00,tackles_combined,1,,,,,
player,201811110gnb,gnb,AdamMo00,tackles_solo,1,,,,,
player,201811110gnb,gnb,AdamMo00,tackles_assists,0,,,,,
player,201811110gnb,gnb,AdamMo00,tackles_loss,1,,,,,
player,201811110gnb,gnb,AdamMo00,qb_hits,1,,,,,
player,201811110gnb,gnb,AdamMo00,fumbles_rec,0,,,,,
player,201811110gnb,gnb,AdamMo00,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,AdamMo00,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,AdamMo00,fumbles_forced,0,,,,,
player,201811110gnb,gnb,GreeRa02,def_int,0,,,,,
player,201811110gnb,gnb,GreeRa02,def_int_yds,0,,,,,
player,201811110gnb,gnb,GreeRa02,def_int_td,0,,,,,
player,201811110gnb,gnb,GreeRa02,def_int_long,0,,,,,
player,201811110gnb,gnb,GreeRa02,pass_defended,1,,,,,
player,201811110gnb,gnb,GreeRa02,sacks,1.0,,,,,
player,201811110gnb,gnb,GreeRa02,tackles_combined,1,,,,,
player,201811110gnb,gnb,GreeRa02,tackles_solo,1,,,,,
player,201811110gnb,gnb,GreeRa02,tackles_assists,0,,,,,
player,201811110gnb,gnb,GreeRa02,tackles_loss,1,,,,,
player,201811110gnb,gnb,GreeRa02,qb_hits,1,,,,,
player,201811110gnb,gnb,GreeRa02,fumbles_rec,0,,,,,
player,201811110gnb,gnb,GreeRa02,fumbles_rec_yds,0,,,,,
player,201811110gnb,gnb,GreeRa02,fumbles_rec_td,0,,,,,
player,201811110gnb,gnb,GreeRa02,fumbles_forced,0,,,,,
player,201811110gnb,gnb,MartBl01,def_int,0,,,,,
player,201811110gnb,gnb,MartBl01,def_int_yds,0,,,,,
player,201811110gnb,gnb,MartBl01,def_int_td,0,,,,,
