game,2018,8,20181028,201810280det,sea,"Seattle Seahawks",28,det,"Detroit Lions",14
player,201810280det,sea,MaddTr01,pass_att,0,,,,,
player,201810280det,sea,MaddTr01,pass_yds,0,,,,,
player,201810280det,sea,MaddTr01,pass_td,0,,,,,
player,201810280det,sea,MaddTr01,pass_int,0,,,,,
player,201810280det,sea,MaddTr01,pass_sacked,0,,,,,
player,201810280det,sea,MaddTr01,pass_sacked_yds,0,,,,,
player,201810280det,sea,MaddTr01,pass_long,0,,,,,
player,201810280det,sea,MaddTr01,pass_rating,,,,,,
player,201810280det,sea,MaddTr01,rush_att,2,,,,,
player,201810280det,sea,MaddTr01,rush_yds,1,,,,,
player,201810280det,sea,MaddTr01,rush_td,0,,,,,
player,201810280det,sea,MaddTr01,rush_long,1,,,,,
player,201810280det,sea,MaddTr01,targets,0,,,,,
player,201810280det,sea,MaddTr01,rec,0,,,,,
player,201810280det,sea,MaddTr01,rec_yds,0,,,,,
player,201810280det,sea,MaddTr01,rec_td,0,,,,,
player,201810280det,sea,MaddTr01,rec_long,0,,,,,
player,201810280det,sea,MaddTr01,fumbles,0,,,,,
player,201810280det,sea,MaddTr01,fumbles_lost,0,,,,,
player,201810280det,sea,MoorDa03,pass_cmp,0,,,,,
player,201810280det,sea,MoorDa03,pass_att,0,,,,,
player,201810280det,sea,MoorDa03,pass_yds,0,,,,,
player,201810280det,sea,MoorDa03,pass_td,0,,,,,
player,201810280det,sea,MoorDa03,pass_int,0,,,,,
player,201810280det,sea,MoorDa03,pass_sacked,0,,,,,
player,201810280det,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201810280det,sea,MoorDa03,pass_long,0,,,,,
player,201810280det,sea,MoorDa03,pass_rating,,,,,,
player,201810280det,sea,MoorDa03,rush_att,0,,,,,
player,201810280det,sea,MoorDa03,rush_yds,0,,,,,
player,201810280det,sea,MoorDa03,rush_td,0,,,,,
player,201810280det,sea,MoorDa03,rush_long,0,,,,,
player,201810280det,sea,MoorDa03,targets,4,,,,,
player,201810280det,sea,MoorDa03,rec,4,,,,,
player,201810280det,sea,MoorDa03,rec_yds,97,,,,,
player,201810280det,sea,MoorDa03,rec_td,1,,,,,
player,201810280det,sea,MoorDa03,rec_long,45,,,,,
player,201810280det,sea,MoorDa03,fumbles,0,,,,,
player,201810280det,sea,MoorDa03,fumbles_lost,0,,,,,
player,201810280det,sea,DickEd00,pass_cmp,0,,,,,
player,201810280det,sea,DickEd00,pass_att,0,,,,,
player,201810280det,sea,DickEd00,pass_yds,0,,,,,
player,201810280det,sea,DickEd00,pass_td,0,,,,,
player,201810280det,sea,DickEd00,pass_int,0,,,,,
player,201810280det,sea,DickEd00,pass_sacked,0,,,,,
player,201810280det,sea,DickEd00,pass_sacked_yds,0,,,,,
player,201810280det,sea,DickEd00,pass_long,0,,,,,
player,201810280det,sea,DickEd00,pass_rating,,,,,,
player,201810280det,sea,DickEd00,rush_att,0,,,,,
player,201810280det,sea,DickEd00,rush_yds,0,,,,,
player,201810280det,sea,DickEd00,rush_td,0,,,,,
player,201810280det,sea,DickEd00,rush_long,0,,,,,
player,201810280det,sea,DickEd00,targets,2,,,,,
player,201810280det,sea,DickEd00,rec,2,,,,,
player,201810280det,sea,DickEd00,rec_yds,54,,,,,
player,201810280det,sea,DickEd00,rec_td,1,,,,,
player,201810280det,sea,DickEd00,rec_long,42,,,,,
player,201810280det,sea,DickEd00,fumbles,0,,,,,
player,201810280det,sea,DickEd00,fumbles_lost,0,,,,,
player,201810280det,sea,BaldDo00,pass_cmp,0,,,,,
player,201810280det,sea,BaldDo00,pass_att,0,,,,,
player,201810280det,sea,BaldDo00,pass_yds,0,,,,,
player,201810280det,sea,BaldDo00,pass_td,0,,,,,
player,201810280det,sea,BaldDo00,pass_int,0,,,,,
player,201810280det,sea,BaldDo00,pass_sacked,0,,,,,
player,201810280det,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201810280det,sea,BaldDo00,pass_long,0,,,,,
player,201810280det,sea,BaldDo00,pass_rating,,,,,,
player,201810280det,sea,BaldDo00,rush_att,0,,,,,
player,201810280det,sea,BaldDo00,rush_yds,0,,,,,
player,201810280det,sea,BaldDo00,rush_td,0,,,,,
player,201810280det,sea,BaldDo00,rush_long,0,,,,,
player,201810280det,sea,BaldDo00,targets,3,,,,,
player,201810280det,sea,BaldDo00,rec,2,,,,,
player,201810280det,sea,BaldDo00,rec_yds,26,,,,,
player,201810280det,sea,BaldDo00,rec_td,0,,,,,
player,201810280det,sea,BaldDo00,rec_long,20,,,,,
player,201810280det,sea,BaldDo00,fumbles,0,,,,,
player,201810280det,sea,BaldDo00,fumbles_lost,0,,,,,
player,201810280det,sea,VannNi00,pass_cmp,0,,,,,
player,201810280det,sea,VannNi00,pass_att,0,,,,,
player,201810280det,sea,VannNi00,pass_yds,0,,,,,
player,201810280det,sea,VannNi00,pass_td,0,,,,,
player,201810280det,sea,VannNi00,pass_int,0,,,,,
player,201810280det,sea,VannNi00,pass_sacked,0,,,,,
player,201810280det,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201810280det,sea,VannNi00,pass_long,0,,,,,
player,201810280det,sea,VannNi00,pass_rating,,,,,,
player,201810280det,sea,VannNi00,rush_att,0,,,,,
player,201810280det,sea,VannNi00,rush_yds,0,,,,,
player,201810280det,sea,VannNi00,rush_td,0,,,,,
player,201810280det,sea,VannNi00,rush_long,0,,,,,
player,201810280det,sea,VannNi00,targets,3,,,,,
player,201810280det,sea,VannNi00,rec,1,,,,,
player,201810280det,sea,VannNi00,rec_yds,16,,,,,
player,201810280det,sea,VannNi00,rec_td,0,,,,,
player,201810280det,sea,VannNi00,rec_long,16,,,,,
player,201810280det,sea,VannNi00,fumbles,0,,,,,
player,201810280det,sea,VannNi00,fumbles_lost,0,,,,,
player,201810280det,det,StafMa00,pass_cmp,27,,,,,
player,201810280det,det,StafMa00,pass_att,40,,,,,
player,201810280det,det,StafMa00,pass_yds,310,,,,,
player,201810280det,det,StafMa00,pass_td,2,,,,,
player,201810280det,det,StafMa00,pass_int,1,,,,,
player,201810280det,det,StafMa00,pass_sacked,3,,,,,
player,201810280det,det,StafMa00,pass_sacked_yds,13,,,,,
player,201810280det,det,StafMa00,pass_long,39,,,,,
player,201810280det,det,StafMa00,pass_rating,96.9,,,,,
player,201810280det,det,StafMa00,rush_att,1,,,,,
player,201810280det,det,StafMa00,rush_yds,6,,,,,
player,201810280det,det,StafMa00,rush_td,0,,,,,
player,201810280det,det,StafMa00,rush_long,6,,,,,
player,201810280det,det,StafMa00,targets,0,,,,,
player,201810280det,det,StafMa00,rec,0,,,,,
player,201810280det,det,StafMa00,rec_yds,0,,,,,
player,201810280det,det,StafMa00,rec_td,0,,,,,
player,201810280det,det,StafMa00,rec_long,0,,,,,
player,201810280det,det,StafMa00,fumbles,1,,,,,
player,201810280det,det,StafMa00,fumbles_lost,1,,,,,
player,201810280det,det,JohnKe06,pass_cmp,0,,,,,
player,201810280det,det,JohnKe06,pass_att,0,,,,,
player,201810280det,det,JohnKe06,pass_yds,0,,,,,
player,201810280det,det,JohnKe06,pass_td,0,,,,,
player,201810280det,det,JohnKe06,pass_int,0,,,,,
player,201810280det,det,JohnKe06,pass_sacked,0,,,,,
player,201810280det,det,JohnKe06,pass_sacked_yds,0,,,,,
player,201810280det,det,JohnKe06,pass_long,0,,,,,
player,201810280det,det,JohnKe06,pass_rating,,,,,,
player,201810280det,det,JohnKe06,rush_att,8,,,,,
player,201810280det,det,JohnKe06,rush_yds,22,,,,,
player,201810280det,det,JohnKe06,rush_td,0,,,,,
player,201810280det,det,JohnKe06,rush_long,7,,,,,
player,201810280det,det,JohnKe06,targets,8,,,,,
player,201810280det,det,JohnKe06,rec,6,,,,,
player,201810280det,det,JohnKe06,rec_yds,69,,,,,
player,201810280det,det,JohnKe06,rec_td,0,,,,,
player,201810280det,det,JohnKe06,rec_long,24,,,,,
player,201810280det,det,JohnKe06,fumbles,0,,,,,
player,201810280det,det,JohnKe06,fumbles_lost,0,,,,,
player,201810280det,det,TateGo00,pass_cmp,0,,,,,
player,201810280det,det,TateGo00,pass_att,0,,,,,
player,201810280det,det,TateGo00,pass_yds,0,,,,,
player,201810280det,det,TateGo00,pass_td,0,,,,,
player,201810280det,det,TateGo00,pass_int,0,,,,,
player,201810280det,det,TateGo00,pass_sacked,0,,,,,
player,201810280det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201810280det,det,TateGo00,pass_long,0,,,,,
player,201810280det,det,TateGo00,pass_rating,,,,,,
player,201810280det,det,TateGo00,rush_att,1,,,,,
player,201810280det,det,TateGo00,rush_yds,3,,,,,
player,201810280det,det,TateGo00,rush_td,0,,,,,
player,201810280det,det,TateGo00,rush_long,3,,,,,
player,201810280det,det,TateGo00,targets,12,,,,,
player,201810280det,det,TateGo00,rec,7,,,,,
player,201810280det,det,TateGo00,rec_yds,50,,,,,
player,201810280det,det,TateGo00,rec_td,0,,,,,
player,201810280det,det,TateGo00,rec_long,12,,,,,
player,201810280det,det,TateGo00,fumbles,0,,,,,
player,201810280det,det,TateGo00,fumbles_lost,0,,,,,
player,201810280det,det,BlouLe00,pass_cmp,0,,,,,
player,201810280det,det,BlouLe00,pass_att,0,,,,,
player,201810280det,det,BlouLe00,pass_yds,0,,,,,
player,201810280det,det,BlouLe00,pass_td,0,,,,,
player,201810280det,det,BlouLe00,pass_int,0,,,,,
player,201810280det,det,BlouLe00,pass_sacked,0,,,,,
player,201810280det,det,BlouLe00,pass_sacked_yds,0,,,,,
player,201810280det,det,BlouLe00,pass_long,0,,,,,
player,201810280det,det,BlouLe00,pass_rating,,,,,,
player,201810280det,det,BlouLe00,rush_att,3,,,,,
player,201810280det,det,BlouLe00,rush_yds,3,,,,,
player,201810280det,det,BlouLe00,rush_td,0,,,,,
player,201810280det,det,BlouLe00,rush_long,2,,,,,
player,201810280det,det,BlouLe00,targets,1,,,,,
player,201810280det,det,BlouLe00,rec,1,,,,,
player,201810280det,det,BlouLe00,rec_yds,23,,,,,
player,201810280det,det,BlouLe00,rec_td,0,,,,,
player,201810280det,det,BlouLe00,rec_long,23,,,,,
player,201810280det,det,BlouLe00,fumbles,0,,,,,
player,201810280det,det,BlouLe00,fumbles_lost,0,,,,,
player,201810280det,det,JoneMa02,pass_cmp,0,,,,,
player,201810280det,det,JoneMa02,pass_att,0,,,,,
player,201810280det,det,JoneMa02,pass_yds,0,,,,,
player,201810280det,det,JoneMa02,pass_td,0,,,,,
player,201810280det,det,JoneMa02,pass_int,0,,,,,
player,201810280det,det,JoneMa02,pass_sacked,0,,,,,
player,201810280det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201810280det,det,JoneMa02,pass_long,0,,,,,
player,201810280det,det,JoneMa02,pass_rating,,,,,,
player,201810280det,det,JoneMa02,rush_att,0,,,,,
player,201810280det,det,JoneMa02,rush_yds,0,,,,,
player,201810280det,det,JoneMa02,rush_td,0,,,,,
player,201810280det,det,JoneMa02,rush_long,0,,,,,
player,201810280det,det,JoneMa02,targets,10,,,,,
player,201810280det,det,JoneMa02,rec,7,,,,,
player,201810280det,det,JoneMa02,rec_yds,117,,,,,
player,201810280det,det,JoneMa02,rec_td,2,,,,,
player,201810280det,det,JoneMa02,rec_long,39,,,,,
player,201810280det,det,JoneMa02,fumbles,0,,,,,
player,201810280det,det,JoneMa02,fumbles_lost,0,,,,,
player,201810280det,det,WillLu00,pass_cmp,0,,,,,
player,201810280det,det,WillLu00,pass_att,0,,,,,
player,201810280det,det,WillLu00,pass_yds,0,,,,,
player,201810280det,det,WillLu00,pass_td,0,,,,,
player,201810280det,det,WillLu00,pass_int,0,,,,,
player,201810280det,det,WillLu00,pass_sacked,0,,,,,
player,201810280det,det,WillLu00,pass_sacked_yds,0,,,,,
player,201810280det,det,WillLu00,pass_long,0,,,,,
player,201810280det,det,WillLu00,pass_rating,,,,,,
player,201810280det,det,WillLu00,rush_att,0,,,,,
player,201810280det,det,WillLu00,rush_yds,0,,,,,
player,201810280det,det,WillLu00,rush_td,0,,,,,
player,201810280det,det,WillLu00,rush_long,0,,,,,
player,201810280det,det,WillLu00,targets,4,,,,,
player,201810280det,det,WillLu00,rec,3,,,,,
player,201810280det,det,WillLu00,rec_yds,21,,,,,
player,201810280det,det,WillLu00,rec_td,0,,,,,
player,201810280det,det,WillLu00,rec_long,9,,,,,
player,201810280det,det,WillLu00,fumbles,0,,,,,
player,201810280det,det,WillLu00,fumbles_lost,0,,,,,
player,201810280det,det,ToilLe00,pass_cmp,0,,,,,
player,201810280det,det,ToilLe00,pass_att,0,,,,,
player,201810280det,det,ToilLe00,pass_yds,0,,,,,
player,201810280det,det,ToilLe00,pass_td,0,,,,,
player,201810280det,det,ToilLe00,pass_int,0,,,,,
player,201810280det,det,ToilLe00,pass_sacked,0,,,,,
player,201810280det,det,ToilLe00,pass_sacked_yds,0,,,,,
player,201810280det,det,ToilLe00,pass_long,0,,,,,
player,201810280det,det,ToilLe00,pass_rating,,,,,,
player,201810280det,det,ToilLe00,rush_att,0,,,,,
player,201810280det,det,ToilLe00,rush_yds,0,,,,,
player,201810280det,det,ToilLe00,rush_td,0,,,,,
player,201810280det,det,ToilLe00,rush_long,0,,,,,
player,201810280det,det,ToilLe00,targets,1,,,,,
player,201810280det,det,ToilLe00,rec,1,,,,,
player,201810280det,det,ToilLe00,rec_yds,12,,,,,
player,201810280det,det,ToilLe00,rec_td,0,,,,,
player,201810280det,det,ToilLe00,rec_long,12,,,,,
player,201810280det,det,ToilLe00,fumbles,0,,,,,
player,201810280det,det,ToilLe00,fumbles_lost,0,,,,,
player,201810280det,det,GollKe00,pass_cmp,0,,,,,
player,201810280det,det,GollKe00,pass_att,0,,,,,
player,201810280det,det,GollKe00,pass_yds,0,,,,,
player,201810280det,det,GollKe00,pass_td,0,,,,,
player,201810280det,det,GollKe00,pass_int,0,,,,,
player,201810280det,det,GollKe00,pass_sacked,0,,,,,
player,201810280det,det,GollKe00,pass_sacked_yds,0,,,,,
player,201810280det,det,GollKe00,pass_long,0,,,,,
player,201810280det,det,GollKe00,pass_rating,,,,,,
player,201810280det,det,GollKe00,rush_att,0,,,,,
player,201810280det,det,GollKe00,rush_yds,0,,,,,
player,201810280det,det,GollKe00,rush_td,0,,,,,
player,201810280det,det,GollKe00,rush_long,0,,,,,
player,201810280det,det,GollKe00,targets,1,,,,,
player,201810280det,det,GollKe00,rec,1,,,,,
player,201810280det,det,GollKe00,rec_yds,12,,,,,
player,201810280det,det,GollKe00,rec_td,0,,,,,
player,201810280det,det,GollKe00,rec_long,12,,,,,
player,201810280det,det,GollKe00,fumbles,0,,,,,
player,201810280det,det,GollKe00,fumbles_lost,0,,,,,
player,201810280det,det,AbduAm00,pass_cmp,0,,,,,
player,201810280det,det,AbduAm00,pass_att,0,,,,,
player,201810280det,det,AbduAm00,pass_yds,0,,,,,
player,201810280det,det,AbduAm00,pass_td,0,,,,,
player,201810280det,det,AbduAm00,pass_int,0,,,,,
player,201810280det,det,AbduAm00,pass_sacked,0,,,,,
player,201810280det,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201810280det,det,AbduAm00,pass_long,0,,,,,
player,201810280det,det,AbduAm00,pass_rating,,,,,,
player,201810280det,det,AbduAm00,rush_att,0,,,,,
player,201810280det,det,AbduAm00,rush_yds,0,,,,,
player,201810280det,det,AbduAm00,rush_td,0,,,,,
player,201810280det,det,AbduAm00,rush_long,0,,,,,
player,201810280det,det,AbduAm00,targets,1,,,,,
player,201810280det,det,AbduAm00,rec,1,,,,,
player,201810280det,det,AbduAm00,rec_yds,6,,,,,
player,201810280det,det,AbduAm00,rec_td,0,,,,,
player,201810280det,det,AbduAm00,rec_long,6,,,,,
player,201810280det,det,AbduAm00,fumbles,1,,,,,
player,201810280det,det,AbduAm00,fumbles_lost,1,,,,,
player,201810280det,det,RobeMi01,pass_cmp,0,,,,,
player,201810280det,det,RobeMi01,pass_att,0,,,,,
player,201810280det,det,RobeMi01,pass_yds,0,,,,,
player,201810280det,det,RobeMi01,pass_td,0,,,,,
player,201810280det,det,RobeMi01,pass_int,0,,,,,
player,201810280det,det,RobeMi01,pass_sacked,0,,,,,
player,201810280det,det,RobeMi01,pass_sacked_yds,0,,,,,
player,201810280det,det,RobeMi01,pass_long,0,,,,,
player,201810280det,det,RobeMi01,pass_rating,,,,,,
player,201810280det,det,RobeMi01,rush_att,0,,,,,
player,201810280det,det,RobeMi01,rush_yds,0,,,,,
player,201810280det,det,RobeMi01,rush_td,0,,,,,
player,201810280det,det,RobeMi01,rush_long,0,,,,,
player,201810280det,det,RobeMi01,targets,1,,,,,
player,201810280det,det,RobeMi01,rec,0,,,,,
player,201810280det,det,RobeMi01,rec_yds,0,,,,,
player,201810280det,det,RobeMi01,rec_td,0,,,,,
player,201810280det,det,RobeMi01,rec_long,0,,,,,
player,201810280det,det,RobeMi01,fumbles,0,,,,,
player,201810280det,det,RobeMi01,fumbles_lost,0,,,,,
player,201810280det,sea,ColeJu01,def_int,1,,,,,
player,201810280det,sea,ColeJu01,def_int_yds,0,,,,,
player,201810280det,sea,ColeJu01,def_int_td,0,,,,,
player,201810280det,sea,ColeJu01,def_int_long,0,,,,,
player,201810280det,sea,ColeJu01,pass_defended,1,,,,,
player,201810280det,sea,ColeJu01,sacks,0.0,,,,,
player,201810280det,sea,ColeJu01,tackles_combined,4,,,,,
player,201810280det,sea,ColeJu01,tackles_solo,3,,,,,
player,201810280det,sea,ColeJu01,tackles_assists,1,,,,,
player,201810280det,sea,ColeJu01,tackles_loss,0,,,,,
player,201810280det,sea,ColeJu01,qb_hits,0,,,,,
player,201810280det,sea,ColeJu01,fumbles_rec,0,,,,,
player,201810280det,sea,ColeJu01,fumbles_rec_yds,0,,,,,
player,201810280det,sea,ColeJu01,fumbles_rec_td,0,,,,,
player,201810280det,sea,ColeJu01,fumbles_forced,0,,,,,
player,201810280det,sea,StepSh00,def_int,0,,,,,
player,201810280det,sea,StepSh00,def_int_yds,0,,,,,
player,201810280det,sea,StepSh00,def_int_td,0,,,,,
player,201810280det,sea,StepSh00,def_int_long,0,,,,,
player,201810280det,sea,StepSh00,pass_defended,0,,,,,
player,201810280det,sea,StepSh00,sacks,1.0,,,,,
player,201810280det,sea,StepSh00,tackles_combined,2,,,,,
player,201810280det,sea,StepSh00,tackles_solo,1,,,,,
player,201810280det,sea,StepSh00,tackles_assists,1,,,,,
player,201810280det,sea,StepSh00,tackles_loss,1,,,,,
player,201810280det,sea,StepSh00,qb_hits,1,,,,,
player,201810280det,sea,StepSh00,fumbles_rec,0,,,,,
player,201810280det,sea,StepSh00,fumbles_rec_yds,0,,,,,
player,201810280det,sea,StepSh00,fumbles_rec_td,0,,,,,
player,201810280det,sea,StepSh00,fumbles_forced,0,,,,,
player,201810280det,sea,ClarFr01,def_int,0,,,,,
player,201810280det,sea,ClarFr01,def_int_yds,0,,,,,
player,201810280det,sea,ClarFr01,def_int_td,0,,,,,
player,201810280det,sea,ClarFr01,def_int_long,0,,,,,
player,201810280det,sea,ClarFr01,pass_defended,0,,,,,
player,201810280det,sea,ClarFr01,sacks,1.0,,,,,
player,201810280det,sea,ClarFr01,tackles_combined,1,,,,,
player,201810280det,sea,ClarFr01,tackles_solo,1,,,,,
player,201810280det,sea,ClarFr01,tackles_assists,0,,,,,
player,201810280det,sea,ClarFr01,tackles_loss,1,,,,,
player,201810280det,sea,ClarFr01,qb_hits,1,,,,,
player,201810280det,sea,ClarFr01,fumbles_rec,1,,,,,
player,201810280det,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201810280det,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201810280det,sea,ClarFr01,fumbles_forced,0,,,,,
player,201810280det,sea,WagnBo00,def_int,0,,,,,
player,201810280det,sea,WagnBo00,def_int_yds,0,,,,,
player,201810280det,sea,WagnBo00,def_int_td,0,,,,,
player,201810280det,sea,WagnBo00,def_int_long,0,,,,,
player,201810280det,sea,WagnBo00,pass_defended,1,,,,,
player,201810280det,sea,WagnBo00,sacks,0.0,,,,,
player,201810280det,sea,WagnBo00,tackles_combined,8,,,,,
player,201810280det,sea,WagnBo00,tackles_solo,6,,,,,
player,201810280det,sea,WagnBo00,tackles_assists,2,,,,,
player,201810280det,sea,WagnBo00,tackles_loss,0,,,,,
player,201810280det,sea,WagnBo00,qb_hits,0,,,,,
player,201810280det,sea,WagnBo00,fumbles_rec,0,,,,,
