game,2018,11,20181118,201811180chi,min,"Minnesota Vikings",20,chi,"Chicago Bears",25
team,201811180chi,min,First Downs,19,,,,,,
team,201811180chi,chi,First Downs,24,,,,,,
team,201811180chi,min,Rush-Yds-TDs,14-22-0,,,,,,
team,201811180chi,chi,Rush-Yds-TDs,39-148-0,,,,,,
team,201811180chi,min,Cmp-Att-Yd-TD-INT,30-46-262-2-2,,,,,,
team,201811180chi,chi,Cmp-Att-Yd-TD-INT,20-31-165-1-2,,,,,,
team,201811180chi,min,Sacked-Yards,2-16,,,,,,
team,201811180chi,chi,Sacked-Yards,1-5,,,,,,
team,201811180chi,min,Net Pass Yards,246,,,,,,
team,201811180chi,chi,Net Pass Yards,160,,,,,,
team,201811180chi,min,Total Yards,268,,,,,,
team,201811180chi,chi,Total Yards,308,,,,,,
team,201811180chi,min,Fumbles-Lost,1-1,,,,,,
team,201811180chi,chi,Fumbles-Lost,1-1,,,,,,
team,201811180chi,min,Turnovers,3,,,,,,
team,201811180chi,chi,Turnovers,3,,,,,,
team,201811180chi,min,Penalties-Yards,4-50,,,,,,
team,201811180chi,chi,Penalties-Yards,5-46,,,,,,
team,201811180chi,min,Third Down Conv.,5-12,,,,,,
team,201811180chi,chi,Third Down Conv.,6-12,,,,,,
team,201811180chi,min,Fourth Down Conv.,1-1,,,,,,
team,201811180chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201811180chi,min,Time of Possession,25:31,,,,,,
team,201811180chi,chi,Time of Possession,34:29,,,,,,
player,201811180chi,min,CousKi00,pass_cmp,30,,,,,
player,201811180chi,min,CousKi00,pass_att,46,,,,,
player,201811180chi,min,CousKi00,pass_yds,262,,,,,
player,201811180chi,min,CousKi00,pass_td,2,,,,,
player,201811180chi,min,CousKi00,pass_int,2,,,,,
player,201811180chi,min,CousKi00,pass_sacked,2,,,,,
player,201811180chi,min,CousKi00,pass_sacked_yds,16,,,,,
player,201811180chi,min,CousKi00,pass_long,25,,,,,
player,201811180chi,min,CousKi00,pass_rating,76.5,,,,,
player,201811180chi,min,CousKi00,rush_att,1,,,,,
player,201811180chi,min,CousKi00,rush_yds,5,,,,,
player,201811180chi,min,CousKi00,rush_td,0,,,,,
player,201811180chi,min,CousKi00,rush_long,5,,,,,
player,201811180chi,min,CousKi00,targets,0,,,,,
player,201811180chi,min,CousKi00,rec,0,,,,,
player,201811180chi,min,CousKi00,rec_yds,0,,,,,
player,201811180chi,min,CousKi00,rec_td,0,,,,,
player,201811180chi,min,CousKi00,rec_long,0,,,,,
player,201811180chi,min,CousKi00,fumbles,0,,,,,
player,201811180chi,min,CousKi00,fumbles_lost,0,,,,,
player,201811180chi,min,CookDa01,pass_cmp,0,,,,,
player,201811180chi,min,CookDa01,pass_att,0,,,,,
player,201811180chi,min,CookDa01,pass_yds,0,,,,,
player,201811180chi,min,CookDa01,pass_td,0,,,,,
player,201811180chi,min,CookDa01,pass_int,0,,,,,
player,201811180chi,min,CookDa01,pass_sacked,0,,,,,
player,201811180chi,min,CookDa01,pass_sacked_yds,0,,,,,
player,201811180chi,min,CookDa01,pass_long,0,,,,,
player,201811180chi,min,CookDa01,pass_rating,,,,,,
player,201811180chi,min,CookDa01,rush_att,9,,,,,
player,201811180chi,min,CookDa01,rush_yds,12,,,,,
player,201811180chi,min,CookDa01,rush_td,0,,,,,
player,201811180chi,min,CookDa01,rush_long,7,,,,,
player,201811180chi,min,CookDa01,targets,3,,,,,
player,201811180chi,min,CookDa01,rec,3,,,,,
player,201811180chi,min,CookDa01,rec_yds,-2,,,,,
player,201811180chi,min,CookDa01,rec_td,0,,,,,
player,201811180chi,min,CookDa01,rec_long,5,,,,,
player,201811180chi,min,CookDa01,fumbles,1,,,,,
player,201811180chi,min,CookDa01,fumbles_lost,1,,,,,
player,201811180chi,min,MurrLa00,pass_cmp,0,,,,,
player,201811180chi,min,MurrLa00,pass_att,0,,,,,
player,201811180chi,min,MurrLa00,pass_yds,0,,,,,
player,201811180chi,min,MurrLa00,pass_td,0,,,,,
player,201811180chi,min,MurrLa00,pass_int,0,,,,,
player,201811180chi,min,MurrLa00,pass_sacked,0,,,,,
player,201811180chi,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201811180chi,min,MurrLa00,pass_long,0,,,,,
player,201811180chi,min,MurrLa00,pass_rating,,,,,,
player,201811180chi,min,MurrLa00,rush_att,4,,,,,
player,201811180chi,min,MurrLa00,rush_yds,5,,,,,
player,201811180chi,min,MurrLa00,rush_td,0,,,,,
player,201811180chi,min,MurrLa00,rush_long,6,,,,,
player,201811180chi,min,MurrLa00,targets,0,,,,,
player,201811180chi,min,MurrLa00,rec,0,,,,,
player,201811180chi,min,MurrLa00,rec_yds,0,,,,,
player,201811180chi,min,MurrLa00,rec_td,0,,,,,
player,201811180chi,min,MurrLa00,rec_long,0,,,,,
player,201811180chi,min,MurrLa00,fumbles,0,,,,,
player,201811180chi,min,MurrLa00,fumbles_lost,0,,,,,
player,201811180chi,min,DiggSt00,pass_cmp,0,,,,,
player,201811180chi,min,DiggSt00,pass_att,0,,,,,
player,201811180chi,min,DiggSt00,pass_yds,0,,,,,
player,201811180chi,min,DiggSt00,pass_td,0,,,,,
player,201811180chi,min,DiggSt00,pass_int,0,,,,,
player,201811180chi,min,DiggSt00,pass_sacked,0,,,,,
player,201811180chi,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201811180chi,min,DiggSt00,pass_long,0,,,,,
player,201811180chi,min,DiggSt00,pass_rating,,,,,,
player,201811180chi,min,DiggSt00,rush_att,0,,,,,
player,201811180chi,min,DiggSt00,rush_yds,0,,,,,
player,201811180chi,min,DiggSt00,rush_td,0,,,,,
player,201811180chi,min,DiggSt00,rush_long,0,,,,,
player,201811180chi,min,DiggSt00,targets,18,,,,,
player,201811180chi,min,DiggSt00,rec,13,,,,,
player,201811180chi,min,DiggSt00,rec_yds,126,,,,,
player,201811180chi,min,DiggSt00,rec_td,1,,,,,
player,201811180chi,min,DiggSt00,rec_long,25,,,,,
player,201811180chi,min,DiggSt00,fumbles,0,,,,,
player,201811180chi,min,DiggSt00,fumbles_lost,0,,,,,
player,201811180chi,min,ThieAd00,pass_cmp,0,,,,,
player,201811180chi,min,ThieAd00,pass_att,0,,,,,
player,201811180chi,min,ThieAd00,pass_yds,0,,,,,
player,201811180chi,min,ThieAd00,pass_td,0,,,,,
player,201811180chi,min,ThieAd00,pass_int,0,,,,,
player,201811180chi,min,ThieAd00,pass_sacked,0,,,,,
player,201811180chi,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201811180chi,min,ThieAd00,pass_long,0,,,,,
player,201811180chi,min,ThieAd00,pass_rating,,,,,,
player,201811180chi,min,ThieAd00,rush_att,0,,,,,
player,201811180chi,min,ThieAd00,rush_yds,0,,,,,
player,201811180chi,min,ThieAd00,rush_td,0,,,,,
player,201811180chi,min,ThieAd00,rush_long,0,,,,,
player,201811180chi,min,ThieAd00,targets,12,,,,,
player,201811180chi,min,ThieAd00,rec,7,,,,,
player,201811180chi,min,ThieAd00,rec_yds,66,,,,,
player,201811180chi,min,ThieAd00,rec_td,0,,,,,
player,201811180chi,min,ThieAd00,rec_long,13,,,,,
player,201811180chi,min,ThieAd00,fumbles,0,,,,,
player,201811180chi,min,ThieAd00,fumbles_lost,0,,,,,
player,201811180chi,min,RobiAl00,pass_cmp,0,,,,,
player,201811180chi,min,RobiAl00,pass_att,0,,,,,
player,201811180chi,min,RobiAl00,pass_yds,0,,,,,
player,201811180chi,min,RobiAl00,pass_td,0,,,,,
player,201811180chi,min,RobiAl00,pass_int,0,,,,,
player,201811180chi,min,RobiAl00,pass_sacked,0,,,,,
player,201811180chi,min,RobiAl00,pass_sacked_yds,0,,,,,
player,201811180chi,min,RobiAl00,pass_long,0,,,,,
player,201811180chi,min,RobiAl00,pass_rating,,,,,,
player,201811180chi,min,RobiAl00,rush_att,0,,,,,
player,201811180chi,min,RobiAl00,rush_yds,0,,,,,
player,201811180chi,min,RobiAl00,rush_td,0,,,,,
player,201811180chi,min,RobiAl00,rush_long,0,,,,,
player,201811180chi,min,RobiAl00,targets,2,,,,,
player,201811180chi,min,RobiAl00,rec,2,,,,,
player,201811180chi,min,RobiAl00,rec_yds,24,,,,,
player,201811180chi,min,RobiAl00,rec_td,1,,,,,
player,201811180chi,min,RobiAl00,rec_long,13,,,,,
player,201811180chi,min,RobiAl00,fumbles,0,,,,,
player,201811180chi,min,RobiAl00,fumbles_lost,0,,,,,
player,201811180chi,min,BeebCh00,pass_cmp,0,,,,,
player,201811180chi,min,BeebCh00,pass_att,0,,,,,
player,201811180chi,min,BeebCh00,pass_yds,0,,,,,
player,201811180chi,min,BeebCh00,pass_td,0,,,,,
player,201811180chi,min,BeebCh00,pass_int,0,,,,,
player,201811180chi,min,BeebCh00,pass_sacked,0,,,,,
player,201811180chi,min,BeebCh00,pass_sacked_yds,0,,,,,
player,201811180chi,min,BeebCh00,pass_long,0,,,,,
player,201811180chi,min,BeebCh00,pass_rating,,,,,,
player,201811180chi,min,BeebCh00,rush_att,0,,,,,
player,201811180chi,min,BeebCh00,rush_yds,0,,,,,
player,201811180chi,min,BeebCh00,rush_td,0,,,,,
player,201811180chi,min,BeebCh00,rush_long,0,,,,,
player,201811180chi,min,BeebCh00,targets,1,,,,,
player,201811180chi,min,BeebCh00,rec,1,,,,,
player,201811180chi,min,BeebCh00,rec_yds,18,,,,,
player,201811180chi,min,BeebCh00,rec_td,0,,,,,
player,201811180chi,min,BeebCh00,rec_long,18,,,,,
player,201811180chi,min,BeebCh00,fumbles,0,,,,,
player,201811180chi,min,BeebCh00,fumbles_lost,0,,,,,
player,201811180chi,min,RudoKy00,pass_cmp,0,,,,,
player,201811180chi,min,RudoKy00,pass_att,0,,,,,
player,201811180chi,min,RudoKy00,pass_yds,0,,,,,
player,201811180chi,min,RudoKy00,pass_td,0,,,,,
player,201811180chi,min,RudoKy00,pass_int,0,,,,,
player,201811180chi,min,RudoKy00,pass_sacked,0,,,,,
player,201811180chi,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201811180chi,min,RudoKy00,pass_long,0,,,,,
player,201811180chi,min,RudoKy00,pass_rating,,,,,,
player,201811180chi,min,RudoKy00,rush_att,0,,,,,
player,201811180chi,min,RudoKy00,rush_yds,0,,,,,
player,201811180chi,min,RudoKy00,rush_td,0,,,,,
player,201811180chi,min,RudoKy00,rush_long,0,,,,,
player,201811180chi,min,RudoKy00,targets,5,,,,,
player,201811180chi,min,RudoKy00,rec,2,,,,,
player,201811180chi,min,RudoKy00,rec_yds,13,,,,,
player,201811180chi,min,RudoKy00,rec_td,0,,,,,
player,201811180chi,min,RudoKy00,rec_long,7,,,,,
player,201811180chi,min,RudoKy00,fumbles,0,,,,,
player,201811180chi,min,RudoKy00,fumbles_lost,0,,,,,
player,201811180chi,min,AbduAm00,pass_cmp,0,,,,,
player,201811180chi,min,AbduAm00,pass_att,0,,,,,
player,201811180chi,min,AbduAm00,pass_yds,0,,,,,
player,201811180chi,min,AbduAm00,pass_td,0,,,,,
player,201811180chi,min,AbduAm00,pass_int,0,,,,,
player,201811180chi,min,AbduAm00,pass_sacked,0,,,,,
player,201811180chi,min,AbduAm00,pass_sacked_yds,0,,,,,
player,201811180chi,min,AbduAm00,pass_long,0,,,,,
player,201811180chi,min,AbduAm00,pass_rating,,,,,,
player,201811180chi,min,AbduAm00,rush_att,0,,,,,
player,201811180chi,min,AbduAm00,rush_yds,0,,,,,
player,201811180chi,min,AbduAm00,rush_td,0,,,,,
player,201811180chi,min,AbduAm00,rush_long,0,,,,,
player,201811180chi,min,AbduAm00,targets,1,,,,,
player,201811180chi,min,AbduAm00,rec,1,,,,,
player,201811180chi,min,AbduAm00,rec_yds,10,,,,,
player,201811180chi,min,AbduAm00,rec_td,0,,,,,
player,201811180chi,min,AbduAm00,rec_long,10,,,,,
player,201811180chi,min,AbduAm00,fumbles,0,,,,,
player,201811180chi,min,AbduAm00,fumbles_lost,0,,,,,
player,201811180chi,min,TreaLa00,pass_cmp,0,,,,,
player,201811180chi,min,TreaLa00,pass_att,0,,,,,
player,201811180chi,min,TreaLa00,pass_yds,0,,,,,
player,201811180chi,min,TreaLa00,pass_td,0,,,,,
player,201811180chi,min,TreaLa00,pass_int,0,,,,,
player,201811180chi,min,TreaLa00,pass_sacked,0,,,,,
player,201811180chi,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201811180chi,min,TreaLa00,pass_long,0,,,,,
player,201811180chi,min,TreaLa00,pass_rating,,,,,,
player,201811180chi,min,TreaLa00,rush_att,0,,,,,
player,201811180chi,min,TreaLa00,rush_yds,0,,,,,
player,201811180chi,min,TreaLa00,rush_td,0,,,,,
player,201811180chi,min,TreaLa00,rush_long,0,,,,,
player,201811180chi,min,TreaLa00,targets,3,,,,,
player,201811180chi,min,TreaLa00,rec,1,,,,,
player,201811180chi,min,TreaLa00,rec_yds,7,,,,,
player,201811180chi,min,TreaLa00,rec_td,0,,,,,
player,201811180chi,min,TreaLa00,rec_long,7,,,,,
player,201811180chi,min,TreaLa00,fumbles,0,,,,,
player,201811180chi,min,TreaLa00,fumbles_lost,0,,,,,
player,201811180chi,chi,TrubMi00,pass_cmp,20,,,,,
player,201811180chi,chi,TrubMi00,pass_att,31,,,,,
player,201811180chi,chi,TrubMi00,pass_yds,165,,,,,
player,201811180chi,chi,TrubMi00,pass_td,1,,,,,
player,201811180chi,chi,TrubMi00,pass_int,2,,,,,
player,201811180chi,chi,TrubMi00,pass_sacked,1,,,,,
player,201811180chi,chi,TrubMi00,pass_sacked_yds,5,,,,,
player,201811180chi,chi,TrubMi00,pass_long,18,,,,,
player,201811180chi,chi,TrubMi00,pass_rating,61.9,,,,,
player,201811180chi,chi,TrubMi00,rush_att,10,,,,,
player,201811180chi,chi,TrubMi00,rush_yds,43,,,,,
player,201811180chi,chi,TrubMi00,rush_td,0,,,,,
player,201811180chi,chi,TrubMi00,rush_long,13,,,,,
player,201811180chi,chi,TrubMi00,targets,0,,,,,
player,201811180chi,chi,TrubMi00,rec,0,,,,,
player,201811180chi,chi,TrubMi00,rec_yds,0,,,,,
player,201811180chi,chi,TrubMi00,rec_td,0,,,,,
player,201811180chi,chi,TrubMi00,rec_long,0,,,,,
player,201811180chi,chi,TrubMi00,fumbles,0,,,,,
player,201811180chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201811180chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201811180chi,chi,HowaJo00,pass_att,0,,,,,
player,201811180chi,chi,HowaJo00,pass_yds,0,,,,,
player,201811180chi,chi,HowaJo00,pass_td,0,,,,,
player,201811180chi,chi,HowaJo00,pass_int,0,,,,,
player,201811180chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201811180chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201811180chi,chi,HowaJo00,pass_long,0,,,,,
player,201811180chi,chi,HowaJo00,pass_rating,,,,,,
player,201811180chi,chi,HowaJo00,rush_att,18,,,,,
player,201811180chi,chi,HowaJo00,rush_yds,63,,,,,
player,201811180chi,chi,HowaJo00,rush_td,0,,,,,
player,201811180chi,chi,HowaJo00,rush_long,8,,,,,
player,201811180chi,chi,HowaJo00,targets,1,,,,,
player,201811180chi,chi,HowaJo00,rec,1,,,,,
player,201811180chi,chi,HowaJo00,rec_yds,2,,,,,
player,201811180chi,chi,HowaJo00,rec_td,0,,,,,
player,201811180chi,chi,HowaJo00,rec_long,2,,,,,
player,201811180chi,chi,HowaJo00,fumbles,0,,,,,
player,201811180chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201811180chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201811180chi,chi,CoheTa00,pass_att,0,,,,,
player,201811180chi,chi,CoheTa00,pass_yds,0,,,,,
player,201811180chi,chi,CoheTa00,pass_td,0,,,,,
player,201811180chi,chi,CoheTa00,pass_int,0,,,,,
player,201811180chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201811180chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201811180chi,chi,CoheTa00,pass_long,0,,,,,
player,201811180chi,chi,CoheTa00,pass_rating,,,,,,
player,201811180chi,chi,CoheTa00,rush_att,7,,,,,
player,201811180chi,chi,CoheTa00,rush_yds,27,,,,,
player,201811180chi,chi,CoheTa00,rush_td,0,,,,,
player,201811180chi,chi,CoheTa00,rush_long,21,,,,,
player,201811180chi,chi,CoheTa00,targets,5,,,,,
player,201811180chi,chi,CoheTa00,rec,3,,,,,
player,201811180chi,chi,CoheTa00,rec_yds,23,,,,,
player,201811180chi,chi,CoheTa00,rec_td,0,,,,,
player,201811180chi,chi,CoheTa00,rec_long,10,,,,,
player,201811180chi,chi,CoheTa00,fumbles,1,,,,,
player,201811180chi,chi,CoheTa00,fumbles_lost,1,,,,,
player,201811180chi,chi,GabrTa00,pass_cmp,0,,,,,
player,201811180chi,chi,GabrTa00,pass_att,0,,,,,
