game,2018,15,20181217,201812170car,nor,"New Orleans Saints",12,car,"Carolina Panthers",9
team,201812170car,nor,First Downs,21,,,,,,
team,201812170car,car,First Downs,13,,,,,,
team,201812170car,nor,Rush-Yds-TDs,32-155-1,,,,,,
team,201812170car,car,Rush-Yds-TDs,23-98-0,,,,,,
team,201812170car,nor,Cmp-Att-Yd-TD-INT,23-35-203-0-1,,,,,,
team,201812170car,car,Cmp-Att-Yd-TD-INT,17-30-181-1-1,,,,,,
team,201812170car,nor,Sacked-Yards,2-12,,,,,,
team,201812170car,car,Sacked-Yards,4-32,,,,,,
team,201812170car,nor,Net Pass Yards,191,,,,,,
team,201812170car,car,Net Pass Yards,149,,,,,,
team,201812170car,nor,Total Yards,346,,,,,,
team,201812170car,car,Total Yards,247,,,,,,
team,201812170car,nor,Fumbles-Lost,1-1,,,,,,
team,201812170car,car,Fumbles-Lost,1-1,,,,,,
team,201812170car,nor,Turnovers,2,,,,,,
team,201812170car,car,Turnovers,2,,,,,,
team,201812170car,nor,Penalties-Yards,9-80,,,,,,
team,201812170car,car,Penalties-Yards,4-48,,,,,,
team,201812170car,nor,Third Down Conv.,4-13,,,,,,
team,201812170car,car,Third Down Conv.,7-15,,,,,,
team,201812170car,nor,Fourth Down Conv.,1-1,,,,,,
team,201812170car,car,Fourth Down Conv.,1-2,,,,,,
team,201812170car,nor,Time of Possession,35:09,,,,,,
team,201812170car,car,Time of Possession,24:51,,,,,,
player,201812170car,nor,BreeDr00,pass_cmp,23,,,,,
player,201812170car,nor,BreeDr00,pass_att,35,,,,,
player,201812170car,nor,BreeDr00,pass_yds,203,,,,,
player,201812170car,nor,BreeDr00,pass_td,0,,,,,
player,201812170car,nor,BreeDr00,pass_int,1,,,,,
player,201812170car,nor,BreeDr00,pass_sacked,2,,,,,
player,201812170car,nor,BreeDr00,pass_sacked_yds,12,,,,,
player,201812170car,nor,BreeDr00,pass_long,28,,,,,
player,201812170car,nor,BreeDr00,pass_rating,69.1,,,,,
player,201812170car,nor,BreeDr00,rush_att,2,,,,,
player,201812170car,nor,BreeDr00,rush_yds,-2,,,,,
player,201812170car,nor,BreeDr00,rush_td,0,,,,,
player,201812170car,nor,BreeDr00,rush_long,-1,,,,,
player,201812170car,nor,BreeDr00,targets,0,,,,,
player,201812170car,nor,BreeDr00,rec,0,,,,,
player,201812170car,nor,BreeDr00,rec_yds,0,,,,,
player,201812170car,nor,BreeDr00,rec_td,0,,,,,
player,201812170car,nor,BreeDr00,rec_long,0,,,,,
player,201812170car,nor,BreeDr00,fumbles,0,,,,,
player,201812170car,nor,BreeDr00,fumbles_lost,0,,,,,
player,201812170car,nor,KamaAl00,pass_cmp,0,,,,,
player,201812170car,nor,KamaAl00,pass_att,0,,,,,
player,201812170car,nor,KamaAl00,pass_yds,0,,,,,
player,201812170car,nor,KamaAl00,pass_td,0,,,,,
