game,2018,5,20181004,201810040nwe,clt,"Indianapolis Colts",24,nwe,"New England Patriots",38
player,201810040nwe,clt,LuckAn00,fumbles,0,,,,,
player,201810040nwe,clt,LuckAn00,fumbles_lost,0,,,,,
player,201810040nwe,clt,HineNy00,pass_cmp,0,,,,,
player,201810040nwe,clt,HineNy00,pass_att,0,,,,,
player,201810040nwe,clt,HineNy00,pass_yds,0,,,,,
player,201810040nwe,clt,HineNy00,pass_td,0,,,,,
player,201810040nwe,clt,HineNy00,pass_int,0,,,,,
player,201810040nwe,clt,HineNy00,pass_sacked,0,,,,,
player,201810040nwe,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,HineNy00,pass_long,0,,,,,
player,201810040nwe,clt,HineNy00,pass_rating,,,,,,
player,201810040nwe,clt,HineNy00,rush_att,15,,,,,
player,201810040nwe,clt,HineNy00,rush_yds,45,,,,,
player,201810040nwe,clt,HineNy00,rush_td,0,,,,,
player,201810040nwe,clt,HineNy00,rush_long,9,,,,,
player,201810040nwe,clt,HineNy00,targets,9,,,,,
player,201810040nwe,clt,HineNy00,rec,7,,,,,
player,201810040nwe,clt,HineNy00,rec_yds,45,,,,,
player,201810040nwe,clt,HineNy00,rec_td,0,,,,,
player,201810040nwe,clt,HineNy00,rec_long,21,,,,,
player,201810040nwe,clt,HineNy00,fumbles,0,,,,,
player,201810040nwe,clt,HineNy00,fumbles_lost,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_cmp,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_att,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_yds,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_td,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_int,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_sacked,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_long,0,,,,,
player,201810040nwe,clt,WilkJo01,pass_rating,,,,,,
player,201810040nwe,clt,WilkJo01,rush_att,6,,,,,
player,201810040nwe,clt,WilkJo01,rush_yds,39,,,,,
player,201810040nwe,clt,WilkJo01,rush_td,0,,,,,
player,201810040nwe,clt,WilkJo01,rush_long,16,,,,,
player,201810040nwe,clt,WilkJo01,targets,2,,,,,
player,201810040nwe,clt,WilkJo01,rec,2,,,,,
player,201810040nwe,clt,WilkJo01,rec_yds,9,,,,,
player,201810040nwe,clt,WilkJo01,rec_td,0,,,,,
player,201810040nwe,clt,WilkJo01,rec_long,5,,,,,
player,201810040nwe,clt,WilkJo01,fumbles,1,,,,,
player,201810040nwe,clt,WilkJo01,fumbles_lost,1,,,,,
player,201810040nwe,clt,EbroEr00,pass_cmp,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_att,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_yds,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_td,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_int,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_sacked,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_long,0,,,,,
player,201810040nwe,clt,EbroEr00,pass_rating,,,,,,
player,201810040nwe,clt,EbroEr00,rush_att,0,,,,,
player,201810040nwe,clt,EbroEr00,rush_yds,0,,,,,
player,201810040nwe,clt,EbroEr00,rush_td,0,,,,,
player,201810040nwe,clt,EbroEr00,rush_long,0,,,,,
player,201810040nwe,clt,EbroEr00,targets,15,,,,,
player,201810040nwe,clt,EbroEr00,rec,9,,,,,
player,201810040nwe,clt,EbroEr00,rec_yds,105,,,,,
player,201810040nwe,clt,EbroEr00,rec_td,2,,,,,
player,201810040nwe,clt,EbroEr00,rec_long,28,,,,,
player,201810040nwe,clt,EbroEr00,fumbles,0,,,,,
player,201810040nwe,clt,EbroEr00,fumbles_lost,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_cmp,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_att,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_yds,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_td,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_int,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_sacked,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_long,0,,,,,
player,201810040nwe,clt,RogeCh02,pass_rating,,,,,,
player,201810040nwe,clt,RogeCh02,rush_att,0,,,,,
player,201810040nwe,clt,RogeCh02,rush_yds,0,,,,,
player,201810040nwe,clt,RogeCh02,rush_td,0,,,,,
player,201810040nwe,clt,RogeCh02,rush_long,0,,,,,
player,201810040nwe,clt,RogeCh02,targets,11,,,,,
player,201810040nwe,clt,RogeCh02,rec,8,,,,,
player,201810040nwe,clt,RogeCh02,rec_yds,66,,,,,
player,201810040nwe,clt,RogeCh02,rec_td,0,,,,,
player,201810040nwe,clt,RogeCh02,rec_long,24,,,,,
player,201810040nwe,clt,RogeCh02,fumbles,0,,,,,
player,201810040nwe,clt,RogeCh02,fumbles_lost,0,,,,,
player,201810040nwe,clt,GranRy01,pass_cmp,0,,,,,
player,201810040nwe,clt,GranRy01,pass_att,0,,,,,
player,201810040nwe,clt,GranRy01,pass_yds,0,,,,,
player,201810040nwe,clt,GranRy01,pass_td,0,,,,,
player,201810040nwe,clt,GranRy01,pass_int,0,,,,,
player,201810040nwe,clt,GranRy01,pass_sacked,0,,,,,
player,201810040nwe,clt,GranRy01,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,GranRy01,pass_long,0,,,,,
player,201810040nwe,clt,GranRy01,pass_rating,,,,,,
player,201810040nwe,clt,GranRy01,rush_att,0,,,,,
player,201810040nwe,clt,GranRy01,rush_yds,0,,,,,
player,201810040nwe,clt,GranRy01,rush_td,0,,,,,
player,201810040nwe,clt,GranRy01,rush_long,0,,,,,
player,201810040nwe,clt,GranRy01,targets,9,,,,,
player,201810040nwe,clt,GranRy01,rec,6,,,,,
player,201810040nwe,clt,GranRy01,rec_yds,58,,,,,
player,201810040nwe,clt,GranRy01,rec_td,0,,,,,
player,201810040nwe,clt,GranRy01,rec_long,19,,,,,
player,201810040nwe,clt,GranRy01,fumbles,0,,,,,
player,201810040nwe,clt,GranRy01,fumbles_lost,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_cmp,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_att,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_yds,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_td,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_int,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_sacked,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_long,0,,,,,
player,201810040nwe,clt,SwooEr00,pass_rating,,,,,,
player,201810040nwe,clt,SwooEr00,rush_att,0,,,,,
player,201810040nwe,clt,SwooEr00,rush_yds,0,,,,,
player,201810040nwe,clt,SwooEr00,rush_td,0,,,,,
player,201810040nwe,clt,SwooEr00,rush_long,0,,,,,
player,201810040nwe,clt,SwooEr00,targets,3,,,,,
player,201810040nwe,clt,SwooEr00,rec,3,,,,,
player,201810040nwe,clt,SwooEr00,rec_yds,44,,,,,
player,201810040nwe,clt,SwooEr00,rec_td,1,,,,,
player,201810040nwe,clt,SwooEr00,rec_long,26,,,,,
player,201810040nwe,clt,SwooEr00,fumbles,0,,,,,
player,201810040nwe,clt,SwooEr00,fumbles_lost,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_cmp,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_att,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_yds,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_td,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_int,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_sacked,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_long,0,,,,,
player,201810040nwe,clt,JohnMa07,pass_rating,,,,,,
player,201810040nwe,clt,JohnMa07,rush_att,0,,,,,
player,201810040nwe,clt,JohnMa07,rush_yds,0,,,,,
player,201810040nwe,clt,JohnMa07,rush_td,0,,,,,
player,201810040nwe,clt,JohnMa07,rush_long,0,,,,,
player,201810040nwe,clt,JohnMa07,targets,2,,,,,
player,201810040nwe,clt,JohnMa07,rec,2,,,,,
player,201810040nwe,clt,JohnMa07,rec_yds,26,,,,,
player,201810040nwe,clt,JohnMa07,rec_td,0,,,,,
player,201810040nwe,clt,JohnMa07,rec_long,17,,,,,
player,201810040nwe,clt,JohnMa07,fumbles,0,,,,,
player,201810040nwe,clt,JohnMa07,fumbles_lost,0,,,,,
player,201810040nwe,clt,PascZa00,pass_cmp,0,,,,,
player,201810040nwe,clt,PascZa00,pass_att,0,,,,,
player,201810040nwe,clt,PascZa00,pass_yds,0,,,,,
player,201810040nwe,clt,PascZa00,pass_td,0,,,,,
player,201810040nwe,clt,PascZa00,pass_int,0,,,,,
player,201810040nwe,clt,PascZa00,pass_sacked,0,,,,,
player,201810040nwe,clt,PascZa00,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,PascZa00,pass_long,0,,,,,
player,201810040nwe,clt,PascZa00,pass_rating,,,,,,
player,201810040nwe,clt,PascZa00,rush_att,0,,,,,
player,201810040nwe,clt,PascZa00,rush_yds,0,,,,,
player,201810040nwe,clt,PascZa00,rush_td,0,,,,,
player,201810040nwe,clt,PascZa00,rush_long,0,,,,,
player,201810040nwe,clt,PascZa00,targets,7,,,,,
player,201810040nwe,clt,PascZa00,rec,1,,,,,
player,201810040nwe,clt,PascZa00,rec_yds,12,,,,,
player,201810040nwe,clt,PascZa00,rec_td,0,,,,,
player,201810040nwe,clt,PascZa00,rec_long,12,,,,,
player,201810040nwe,clt,PascZa00,fumbles,0,,,,,
player,201810040nwe,clt,PascZa00,fumbles_lost,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_cmp,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_att,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_yds,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_td,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_int,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_sacked,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_sacked_yds,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_long,0,,,,,
player,201810040nwe,clt,TurbRo00,pass_rating,,,,,,
player,201810040nwe,clt,TurbRo00,rush_att,0,,,,,
player,201810040nwe,clt,TurbRo00,rush_yds,0,,,,,
player,201810040nwe,clt,TurbRo00,rush_td,0,,,,,
player,201810040nwe,clt,TurbRo00,rush_long,0,,,,,
player,201810040nwe,clt,TurbRo00,targets,1,,,,,
player,201810040nwe,clt,TurbRo00,rec,0,,,,,
player,201810040nwe,clt,TurbRo00,rec_yds,0,,,,,
player,201810040nwe,clt,TurbRo00,rec_td,0,,,,,
player,201810040nwe,clt,TurbRo00,rec_long,0,,,,,
player,201810040nwe,clt,TurbRo00,fumbles,0,,,,,
player,201810040nwe,clt,TurbRo00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,BradTo00,pass_cmp,34,,,,,
player,201810040nwe,nwe,BradTo00,pass_att,44,,,,,
player,201810040nwe,nwe,BradTo00,pass_yds,341,,,,,
player,201810040nwe,nwe,BradTo00,pass_td,3,,,,,
player,201810040nwe,nwe,BradTo00,pass_int,2,,,,,
player,201810040nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201810040nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,BradTo00,pass_long,34,,,,,
player,201810040nwe,nwe,BradTo00,pass_rating,102.6,,,,,
player,201810040nwe,nwe,BradTo00,rush_att,3,,,,,
player,201810040nwe,nwe,BradTo00,rush_yds,-1,,,,,
player,201810040nwe,nwe,BradTo00,rush_td,1,,,,,
player,201810040nwe,nwe,BradTo00,rush_long,1,,,,,
player,201810040nwe,nwe,BradTo00,targets,0,,,,,
player,201810040nwe,nwe,BradTo00,rec,0,,,,,
player,201810040nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201810040nwe,nwe,BradTo00,rec_td,0,,,,,
player,201810040nwe,nwe,BradTo00,rec_long,0,,,,,
player,201810040nwe,nwe,BradTo00,fumbles,0,,,,,
player,201810040nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_cmp,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_att,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_yds,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_td,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_int,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_sacked,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_long,0,,,,,
player,201810040nwe,nwe,MichSo00,pass_rating,,,,,,
player,201810040nwe,nwe,MichSo00,rush_att,18,,,,,
player,201810040nwe,nwe,MichSo00,rush_yds,98,,,,,
player,201810040nwe,nwe,MichSo00,rush_td,1,,,,,
player,201810040nwe,nwe,MichSo00,rush_long,34,,,,,
player,201810040nwe,nwe,MichSo00,targets,1,,,,,
player,201810040nwe,nwe,MichSo00,rec,1,,,,,
player,201810040nwe,nwe,MichSo00,rec_yds,12,,,,,
player,201810040nwe,nwe,MichSo00,rec_td,0,,,,,
player,201810040nwe,nwe,MichSo00,rec_long,12,,,,,
player,201810040nwe,nwe,MichSo00,fumbles,0,,,,,
player,201810040nwe,nwe,MichSo00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201810040nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201810040nwe,nwe,WhitJa02,rush_att,2,,,,,
player,201810040nwe,nwe,WhitJa02,rush_yds,0,,,,,
player,201810040nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201810040nwe,nwe,WhitJa02,rush_long,0,,,,,
player,201810040nwe,nwe,WhitJa02,targets,14,,,,,
player,201810040nwe,nwe,WhitJa02,rec,10,,,,,
player,201810040nwe,nwe,WhitJa02,rec_yds,77,,,,,
player,201810040nwe,nwe,WhitJa02,rec_td,1,,,,,
player,201810040nwe,nwe,WhitJa02,rec_long,18,,,,,
player,201810040nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201810040nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_att,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_td,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_int,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_long,0,,,,,
player,201810040nwe,nwe,GronRo00,pass_rating,,,,,,
player,201810040nwe,nwe,GronRo00,rush_att,0,,,,,
player,201810040nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201810040nwe,nwe,GronRo00,rush_td,0,,,,,
player,201810040nwe,nwe,GronRo00,rush_long,0,,,,,
player,201810040nwe,nwe,GronRo00,targets,7,,,,,
player,201810040nwe,nwe,GronRo00,rec,6,,,,,
player,201810040nwe,nwe,GronRo00,rec_yds,75,,,,,
player,201810040nwe,nwe,GronRo00,rec_td,0,,,,,
player,201810040nwe,nwe,GronRo00,rec_long,19,,,,,
player,201810040nwe,nwe,GronRo00,fumbles,0,,,,,
player,201810040nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201810040nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201810040nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201810040nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201810040nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201810040nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201810040nwe,nwe,EdelJu00,targets,9,,,,,
player,201810040nwe,nwe,EdelJu00,rec,7,,,,,
player,201810040nwe,nwe,EdelJu00,rec_yds,57,,,,,
player,201810040nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201810040nwe,nwe,EdelJu00,rec_long,13,,,,,
player,201810040nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201810040nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_cmp,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_att,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_yds,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_td,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_int,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_sacked,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_long,0,,,,,
player,201810040nwe,nwe,GordJo02,pass_rating,,,,,,
player,201810040nwe,nwe,GordJo02,rush_att,0,,,,,
player,201810040nwe,nwe,GordJo02,rush_yds,0,,,,,
player,201810040nwe,nwe,GordJo02,rush_td,0,,,,,
player,201810040nwe,nwe,GordJo02,rush_long,0,,,,,
player,201810040nwe,nwe,GordJo02,targets,4,,,,,
player,201810040nwe,nwe,GordJo02,rec,2,,,,,
player,201810040nwe,nwe,GordJo02,rec_yds,50,,,,,
player,201810040nwe,nwe,GordJo02,rec_td,1,,,,,
player,201810040nwe,nwe,GordJo02,rec_long,34,,,,,
player,201810040nwe,nwe,GordJo02,fumbles,0,,,,,
player,201810040nwe,nwe,GordJo02,fumbles_lost,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201810040nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201810040nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201810040nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201810040nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201810040nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201810040nwe,nwe,HogaCh00,targets,4,,,,,
player,201810040nwe,nwe,HogaCh00,rec,3,,,,,
player,201810040nwe,nwe,HogaCh00,rec_yds,34,,,,,
player,201810040nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201810040nwe,nwe,HogaCh00,rec_long,21,,,,,
player,201810040nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201810040nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_cmp,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_att,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_yds,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_td,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_int,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_sacked,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_long,0,,,,,
player,201810040nwe,nwe,DorsPh00,pass_rating,,,,,,
player,201810040nwe,nwe,DorsPh00,rush_att,0,,,,,
player,201810040nwe,nwe,DorsPh00,rush_yds,0,,,,,
player,201810040nwe,nwe,DorsPh00,rush_td,0,,,,,
player,201810040nwe,nwe,DorsPh00,rush_long,0,,,,,
player,201810040nwe,nwe,DorsPh00,targets,3,,,,,
player,201810040nwe,nwe,DorsPh00,rec,3,,,,,
player,201810040nwe,nwe,DorsPh00,rec_yds,25,,,,,
player,201810040nwe,nwe,DorsPh00,rec_td,0,,,,,
player,201810040nwe,nwe,DorsPh00,rec_long,16,,,,,
player,201810040nwe,nwe,DorsPh00,fumbles,0,,,,,
player,201810040nwe,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_cmp,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_att,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_yds,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_td,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_int,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_sacked,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_sacked_yds,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_long,0,,,,,
player,201810040nwe,nwe,PattCo00,pass_rating,,,,,,
player,201810040nwe,nwe,PattCo00,rush_att,0,,,,,
player,201810040nwe,nwe,PattCo00,rush_yds,0,,,,,
player,201810040nwe,nwe,PattCo00,rush_td,0,,,,,
player,201810040nwe,nwe,PattCo00,rush_long,0,,,,,
player,201810040nwe,nwe,PattCo00,targets,2,,,,,
player,201810040nwe,nwe,PattCo00,rec,2,,,,,
player,201810040nwe,nwe,PattCo00,rec_yds,11,,,,,
player,201810040nwe,nwe,PattCo00,rec_td,1,,,,,
player,201810040nwe,nwe,PattCo00,rec_long,10,,,,,
player,201810040nwe,nwe,PattCo00,fumbles,0,,,,,
player,201810040nwe,nwe,PattCo00,fumbles_lost,0,,,,,
player,201810040nwe,clt,GoodNa00,def_int,1,,,,,
player,201810040nwe,clt,GoodNa00,def_int_yds,16,,,,,
player,201810040nwe,clt,GoodNa00,def_int_td,0,,,,,
player,201810040nwe,clt,GoodNa00,def_int_long,16,,,,,
player,201810040nwe,clt,GoodNa00,pass_defended,1,,,,,
player,201810040nwe,clt,GoodNa00,sacks,0.0,,,,,
player,201810040nwe,clt,GoodNa00,tackles_combined,8,,,,,
player,201810040nwe,clt,GoodNa00,tackles_solo,4,,,,,
player,201810040nwe,clt,GoodNa00,tackles_assists,4,,,,,
player,201810040nwe,clt,GoodNa00,tackles_loss,0,,,,,
player,201810040nwe,clt,GoodNa00,qb_hits,0,,,,,
player,201810040nwe,clt,GoodNa00,fumbles_rec,0,,,,,
player,201810040nwe,clt,GoodNa00,fumbles_rec_yds,0,,,,,
player,201810040nwe,clt,GoodNa00,fumbles_rec_td,0,,,,,
player,201810040nwe,clt,GoodNa00,fumbles_forced,0,,,,,
player,201810040nwe,clt,FarlMa00,def_int,1,,,,,
player,201810040nwe,clt,FarlMa00,def_int_yds,7,,,,,
player,201810040nwe,clt,FarlMa00,def_int_td,0,,,,,
player,201810040nwe,clt,FarlMa00,def_int_long,7,,,,,
player,201810040nwe,clt,FarlMa00,pass_defended,2,,,,,
player,201810040nwe,clt,FarlMa00,sacks,0.0,,,,,
player,201810040nwe,clt,FarlMa00,tackles_combined,6,,,,,
player,201810040nwe,clt,FarlMa00,tackles_solo,1,,,,,
player,201810040nwe,clt,FarlMa00,tackles_assists,5,,,,,
player,201810040nwe,clt,FarlMa00,tackles_loss,0,,,,,
player,201810040nwe,clt,FarlMa00,qb_hits,0,,,,,
player,201810040nwe,clt,FarlMa00,fumbles_rec,0,,,,,
player,201810040nwe,clt,FarlMa00,fumbles_rec_yds,0,,,,,
player,201810040nwe,clt,FarlMa00,fumbles_rec_td,0,,,,,
player,201810040nwe,clt,FarlMa00,fumbles_forced,0,,,,,
player,201810040nwe,clt,HookMa00,def_int,0,,,,,
player,201810040nwe,clt,HookMa00,def_int_yds,0,,,,,
player,201810040nwe,clt,HookMa00,def_int_td,0,,,,,
player,201810040nwe,clt,HookMa00,def_int_long,0,,,,,
