game,2018,13,20181202,201812020atl,rav,"Baltimore Ravens",26,atl,"Atlanta Falcons",16
player,201812020atl,rav,SmitZa00,def_int,0,,,,,
player,201812020atl,rav,SmitZa00,def_int_yds,0,,,,,
player,201812020atl,rav,SmitZa00,def_int_td,0,,,,,
player,201812020atl,rav,SmitZa00,def_int_long,0,,,,,
player,201812020atl,rav,SmitZa00,pass_defended,0,,,,,
player,201812020atl,rav,SmitZa00,sacks,1.0,,,,,
player,201812020atl,rav,SmitZa00,tackles_combined,1,,,,,
player,201812020atl,rav,SmitZa00,tackles_solo,1,,,,,
player,201812020atl,rav,SmitZa00,tackles_assists,0,,,,,
player,201812020atl,rav,SmitZa00,tackles_loss,1,,,,,
player,201812020atl,rav,SmitZa00,qb_hits,2,,,,,
player,201812020atl,rav,SmitZa00,fumbles_rec,0,,,,,
player,201812020atl,rav,SmitZa00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,SmitZa00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,SmitZa00,fumbles_forced,0,,,,,
player,201812020atl,rav,SmitJi03,def_int,0,,,,,
player,201812020atl,rav,SmitJi03,def_int_yds,0,,,,,
player,201812020atl,rav,SmitJi03,def_int_td,0,,,,,
player,201812020atl,rav,SmitJi03,def_int_long,0,,,,,
player,201812020atl,rav,SmitJi03,pass_defended,0,,,,,
player,201812020atl,rav,SmitJi03,sacks,0.0,,,,,
player,201812020atl,rav,SmitJi03,tackles_combined,6,,,,,
player,201812020atl,rav,SmitJi03,tackles_solo,6,,,,,
player,201812020atl,rav,SmitJi03,tackles_assists,0,,,,,
player,201812020atl,rav,SmitJi03,tackles_loss,0,,,,,
player,201812020atl,rav,SmitJi03,qb_hits,0,,,,,
player,201812020atl,rav,SmitJi03,fumbles_rec,0,,,,,
player,201812020atl,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201812020atl,rav,SmitJi03,fumbles_forced,0,,,,,
player,201812020atl,rav,MoslC.00,def_int,0,,,,,
player,201812020atl,rav,MoslC.00,def_int_yds,0,,,,,
player,201812020atl,rav,MoslC.00,def_int_td,0,,,,,
player,201812020atl,rav,MoslC.00,def_int_long,0,,,,,
player,201812020atl,rav,MoslC.00,pass_defended,0,,,,,
player,201812020atl,rav,MoslC.00,sacks,0.0,,,,,
player,201812020atl,rav,MoslC.00,tackles_combined,5,,,,,
player,201812020atl,rav,MoslC.00,tackles_solo,4,,,,,
player,201812020atl,rav,MoslC.00,tackles_assists,1,,,,,
player,201812020atl,rav,MoslC.00,tackles_loss,1,,,,,
player,201812020atl,rav,MoslC.00,qb_hits,0,,,,,
player,201812020atl,rav,MoslC.00,fumbles_rec,0,,,,,
player,201812020atl,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,MoslC.00,fumbles_forced,0,,,,,
player,201812020atl,rav,CarrBr99,def_int,0,,,,,
player,201812020atl,rav,CarrBr99,def_int_yds,0,,,,,
player,201812020atl,rav,CarrBr99,def_int_td,0,,,,,
player,201812020atl,rav,CarrBr99,def_int_long,0,,,,,
player,201812020atl,rav,CarrBr99,pass_defended,0,,,,,
player,201812020atl,rav,CarrBr99,sacks,0.0,,,,,
player,201812020atl,rav,CarrBr99,tackles_combined,4,,,,,
player,201812020atl,rav,CarrBr99,tackles_solo,4,,,,,
player,201812020atl,rav,CarrBr99,tackles_assists,0,,,,,
player,201812020atl,rav,CarrBr99,tackles_loss,0,,,,,
player,201812020atl,rav,CarrBr99,qb_hits,0,,,,,
player,201812020atl,rav,CarrBr99,fumbles_rec,0,,,,,
player,201812020atl,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201812020atl,rav,CarrBr99,fumbles_forced,0,,,,,
player,201812020atl,rav,ClarCh00,def_int,0,,,,,
player,201812020atl,rav,ClarCh00,def_int_yds,0,,,,,
player,201812020atl,rav,ClarCh00,def_int_td,0,,,,,
player,201812020atl,rav,ClarCh00,def_int_long,0,,,,,
player,201812020atl,rav,ClarCh00,pass_defended,0,,,,,
player,201812020atl,rav,ClarCh00,sacks,0.0,,,,,
player,201812020atl,rav,ClarCh00,tackles_combined,4,,,,,
player,201812020atl,rav,ClarCh00,tackles_solo,3,,,,,
player,201812020atl,rav,ClarCh00,tackles_assists,1,,,,,
player,201812020atl,rav,ClarCh00,tackles_loss,0,,,,,
player,201812020atl,rav,ClarCh00,qb_hits,0,,,,,
player,201812020atl,rav,ClarCh00,fumbles_rec,0,,,,,
player,201812020atl,rav,ClarCh00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,ClarCh00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,ClarCh00,fumbles_forced,0,,,,,
player,201812020atl,rav,YounKe03,def_int,0,,,,,
player,201812020atl,rav,YounKe03,def_int_yds,0,,,,,
player,201812020atl,rav,YounKe03,def_int_td,0,,,,,
player,201812020atl,rav,YounKe03,def_int_long,0,,,,,
player,201812020atl,rav,YounKe03,pass_defended,0,,,,,
player,201812020atl,rav,YounKe03,sacks,0.0,,,,,
player,201812020atl,rav,YounKe03,tackles_combined,3,,,,,
player,201812020atl,rav,YounKe03,tackles_solo,3,,,,,
player,201812020atl,rav,YounKe03,tackles_assists,0,,,,,
player,201812020atl,rav,YounKe03,tackles_loss,0,,,,,
player,201812020atl,rav,YounKe03,qb_hits,0,,,,,
player,201812020atl,rav,YounKe03,fumbles_rec,0,,,,,
player,201812020atl,rav,YounKe03,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,YounKe03,fumbles_rec_td,0,,,,,
player,201812020atl,rav,YounKe03,fumbles_forced,1,,,,,
player,201812020atl,rav,UrbaBr00,def_int,0,,,,,
player,201812020atl,rav,UrbaBr00,def_int_yds,0,,,,,
player,201812020atl,rav,UrbaBr00,def_int_td,0,,,,,
player,201812020atl,rav,UrbaBr00,def_int_long,0,,,,,
player,201812020atl,rav,UrbaBr00,pass_defended,0,,,,,
player,201812020atl,rav,UrbaBr00,sacks,0.0,,,,,
player,201812020atl,rav,UrbaBr00,tackles_combined,2,,,,,
player,201812020atl,rav,UrbaBr00,tackles_solo,1,,,,,
player,201812020atl,rav,UrbaBr00,tackles_assists,1,,,,,
player,201812020atl,rav,UrbaBr00,tackles_loss,0,,,,,
player,201812020atl,rav,UrbaBr00,qb_hits,0,,,,,
player,201812020atl,rav,UrbaBr00,fumbles_rec,0,,,,,
player,201812020atl,rav,UrbaBr00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,UrbaBr00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,UrbaBr00,fumbles_forced,0,,,,,
player,201812020atl,rav,WeddEr99,def_int,0,,,,,
player,201812020atl,rav,WeddEr99,def_int_yds,0,,,,,
player,201812020atl,rav,WeddEr99,def_int_td,0,,,,,
player,201812020atl,rav,WeddEr99,def_int_long,0,,,,,
player,201812020atl,rav,WeddEr99,pass_defended,1,,,,,
player,201812020atl,rav,WeddEr99,sacks,0.0,,,,,
player,201812020atl,rav,WeddEr99,tackles_combined,2,,,,,
player,201812020atl,rav,WeddEr99,tackles_solo,2,,,,,
player,201812020atl,rav,WeddEr99,tackles_assists,0,,,,,
player,201812020atl,rav,WeddEr99,tackles_loss,0,,,,,
player,201812020atl,rav,WeddEr99,qb_hits,0,,,,,
player,201812020atl,rav,WeddEr99,fumbles_rec,0,,,,,
player,201812020atl,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201812020atl,rav,WeddEr99,fumbles_forced,0,,,,,
player,201812020atl,rav,BoarCh00,def_int,0,,,,,
player,201812020atl,rav,BoarCh00,def_int_yds,0,,,,,
player,201812020atl,rav,BoarCh00,def_int_td,0,,,,,
player,201812020atl,rav,BoarCh00,def_int_long,0,,,,,
player,201812020atl,rav,BoarCh00,pass_defended,0,,,,,
player,201812020atl,rav,BoarCh00,sacks,0.0,,,,,
player,201812020atl,rav,BoarCh00,tackles_combined,1,,,,,
player,201812020atl,rav,BoarCh00,tackles_solo,1,,,,,
player,201812020atl,rav,BoarCh00,tackles_assists,0,,,,,
player,201812020atl,rav,BoarCh00,tackles_loss,0,,,,,
player,201812020atl,rav,BoarCh00,qb_hits,0,,,,,
player,201812020atl,rav,BoarCh00,fumbles_rec,0,,,,,
player,201812020atl,rav,BoarCh00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,BoarCh00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,BoarCh00,fumbles_forced,0,,,,,
player,201812020atl,rav,PierMi00,def_int,0,,,,,
player,201812020atl,rav,PierMi00,def_int_yds,0,,,,,
player,201812020atl,rav,PierMi00,def_int_td,0,,,,,
player,201812020atl,rav,PierMi00,def_int_long,0,,,,,
player,201812020atl,rav,PierMi00,pass_defended,0,,,,,
player,201812020atl,rav,PierMi00,sacks,0.0,,,,,
player,201812020atl,rav,PierMi00,tackles_combined,1,,,,,
player,201812020atl,rav,PierMi00,tackles_solo,1,,,,,
player,201812020atl,rav,PierMi00,tackles_assists,0,,,,,
player,201812020atl,rav,PierMi00,tackles_loss,1,,,,,
player,201812020atl,rav,PierMi00,qb_hits,0,,,,,
player,201812020atl,rav,PierMi00,fumbles_rec,0,,,,,
player,201812020atl,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,PierMi00,fumbles_forced,0,,,,,
player,201812020atl,rav,WillBr02,def_int,0,,,,,
player,201812020atl,rav,WillBr02,def_int_yds,0,,,,,
player,201812020atl,rav,WillBr02,def_int_td,0,,,,,
player,201812020atl,rav,WillBr02,def_int_long,0,,,,,
player,201812020atl,rav,WillBr02,pass_defended,0,,,,,
player,201812020atl,rav,WillBr02,sacks,0.0,,,,,
player,201812020atl,rav,WillBr02,tackles_combined,1,,,,,
player,201812020atl,rav,WillBr02,tackles_solo,1,,,,,
player,201812020atl,rav,WillBr02,tackles_assists,0,,,,,
player,201812020atl,rav,WillBr02,tackles_loss,0,,,,,
player,201812020atl,rav,WillBr02,qb_hits,0,,,,,
player,201812020atl,rav,WillBr02,fumbles_rec,0,,,,,
player,201812020atl,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201812020atl,rav,WillBr02,fumbles_forced,0,,,,,
player,201812020atl,rav,DixoKe00,def_int,0,,,,,
player,201812020atl,rav,DixoKe00,def_int_yds,0,,,,,
player,201812020atl,rav,DixoKe00,def_int_td,0,,,,,
player,201812020atl,rav,DixoKe00,def_int_long,0,,,,,
player,201812020atl,rav,DixoKe00,pass_defended,0,,,,,
player,201812020atl,rav,DixoKe00,sacks,0.0,,,,,
player,201812020atl,rav,DixoKe00,tackles_combined,0,,,,,
player,201812020atl,rav,DixoKe00,tackles_solo,0,,,,,
player,201812020atl,rav,DixoKe00,tackles_assists,0,,,,,
player,201812020atl,rav,DixoKe00,tackles_loss,,,,,,
player,201812020atl,rav,DixoKe00,qb_hits,,,,,,
player,201812020atl,rav,DixoKe00,fumbles_rec,1,,,,,
player,201812020atl,rav,DixoKe00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,DixoKe00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,DixoKe00,fumbles_forced,0,,,,,
player,201812020atl,rav,HumpMa00,def_int,0,,,,,
player,201812020atl,rav,HumpMa00,def_int_yds,0,,,,,
player,201812020atl,rav,HumpMa00,def_int_td,0,,,,,
player,201812020atl,rav,HumpMa00,def_int_long,0,,,,,
player,201812020atl,rav,HumpMa00,pass_defended,2,,,,,
player,201812020atl,rav,HumpMa00,sacks,0.0,,,,,
player,201812020atl,rav,HumpMa00,tackles_combined,0,,,,,
player,201812020atl,rav,HumpMa00,tackles_solo,0,,,,,
player,201812020atl,rav,HumpMa00,tackles_assists,0,,,,,
player,201812020atl,rav,HumpMa00,tackles_loss,0,,,,,
player,201812020atl,rav,HumpMa00,qb_hits,0,,,,,
player,201812020atl,rav,HumpMa00,fumbles_rec,0,,,,,
player,201812020atl,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,HumpMa00,fumbles_forced,0,,,,,
player,201812020atl,rav,JudoMa00,def_int,0,,,,,
player,201812020atl,rav,JudoMa00,def_int_yds,0,,,,,
player,201812020atl,rav,JudoMa00,def_int_td,0,,,,,
player,201812020atl,rav,JudoMa00,def_int_long,0,,,,,
player,201812020atl,rav,JudoMa00,pass_defended,0,,,,,
player,201812020atl,rav,JudoMa00,sacks,0.0,,,,,
player,201812020atl,rav,JudoMa00,tackles_combined,0,,,,,
player,201812020atl,rav,JudoMa00,tackles_solo,0,,,,,
player,201812020atl,rav,JudoMa00,tackles_assists,0,,,,,
player,201812020atl,rav,JudoMa00,tackles_loss,0,,,,,
player,201812020atl,rav,JudoMa00,qb_hits,1,,,,,
player,201812020atl,rav,JudoMa00,fumbles_rec,0,,,,,
player,201812020atl,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,JudoMa00,fumbles_forced,0,,,,,
player,201812020atl,rav,LeviAn00,def_int,0,,,,,
player,201812020atl,rav,LeviAn00,def_int_yds,0,,,,,
player,201812020atl,rav,LeviAn00,def_int_td,0,,,,,
player,201812020atl,rav,LeviAn00,def_int_long,0,,,,,
player,201812020atl,rav,LeviAn00,pass_defended,0,,,,,
player,201812020atl,rav,LeviAn00,sacks,0.0,,,,,
player,201812020atl,rav,LeviAn00,tackles_combined,0,,,,,
player,201812020atl,rav,LeviAn00,tackles_solo,0,,,,,
player,201812020atl,rav,LeviAn00,tackles_assists,0,,,,,
player,201812020atl,rav,LeviAn00,tackles_loss,0,,,,,
player,201812020atl,rav,LeviAn00,qb_hits,1,,,,,
player,201812020atl,rav,LeviAn00,fumbles_rec,0,,,,,
player,201812020atl,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,LeviAn00,fumbles_forced,0,,,,,
player,201812020atl,rav,YounTa01,def_int,0,,,,,
player,201812020atl,rav,YounTa01,def_int_yds,0,,,,,
player,201812020atl,rav,YounTa01,def_int_td,0,,,,,
player,201812020atl,rav,YounTa01,def_int_long,0,,,,,
player,201812020atl,rav,YounTa01,pass_defended,0,,,,,
player,201812020atl,rav,YounTa01,sacks,0.0,,,,,
player,201812020atl,rav,YounTa01,tackles_combined,0,,,,,
player,201812020atl,rav,YounTa01,tackles_solo,0,,,,,
player,201812020atl,rav,YounTa01,tackles_assists,0,,,,,
player,201812020atl,rav,YounTa01,tackles_loss,0,,,,,
player,201812020atl,rav,YounTa01,qb_hits,0,,,,,
player,201812020atl,rav,YounTa01,fumbles_rec,1,,,,,
player,201812020atl,rav,YounTa01,fumbles_rec_yds,12,,,,,
player,201812020atl,rav,YounTa01,fumbles_rec_td,1,,,,,
player,201812020atl,rav,YounTa01,fumbles_forced,0,,,,,
player,201812020atl,atl,JoneDe01,def_int,0,,,,,
player,201812020atl,atl,JoneDe01,def_int_yds,0,,,,,
player,201812020atl,atl,JoneDe01,def_int_td,0,,,,,
player,201812020atl,atl,JoneDe01,def_int_long,0,,,,,
player,201812020atl,atl,JoneDe01,pass_defended,0,,,,,
player,201812020atl,atl,JoneDe01,sacks,1.0,,,,,
player,201812020atl,atl,JoneDe01,tackles_combined,15,,,,,
player,201812020atl,atl,JoneDe01,tackles_solo,13,,,,,
player,201812020atl,atl,JoneDe01,tackles_assists,2,,,,,
player,201812020atl,atl,JoneDe01,tackles_loss,1,,,,,
player,201812020atl,atl,JoneDe01,qb_hits,0,,,,,
player,201812020atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201812020atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201812020atl,atl,JoneDe01,fumbles_forced,0,,,,,
player,201812020atl,atl,JarrGr00,def_int,0,,,,,
player,201812020atl,atl,JarrGr00,def_int_yds,0,,,,,
player,201812020atl,atl,JarrGr00,def_int_td,0,,,,,
player,201812020atl,atl,JarrGr00,def_int_long,0,,,,,
player,201812020atl,atl,JarrGr00,pass_defended,0,,,,,
player,201812020atl,atl,JarrGr00,sacks,1.0,,,,,
player,201812020atl,atl,JarrGr00,tackles_combined,7,,,,,
player,201812020atl,atl,JarrGr00,tackles_solo,4,,,,,
player,201812020atl,atl,JarrGr00,tackles_assists,3,,,,,
player,201812020atl,atl,JarrGr00,tackles_loss,0,,,,,
player,201812020atl,atl,JarrGr00,qb_hits,1,,,,,
player,201812020atl,atl,JarrGr00,fumbles_rec,0,,,,,
player,201812020atl,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,JarrGr00,fumbles_forced,2,,,,,
player,201812020atl,atl,OluoFo00,def_int,0,,,,,
player,201812020atl,atl,OluoFo00,def_int_yds,0,,,,,
player,201812020atl,atl,OluoFo00,def_int_td,0,,,,,
player,201812020atl,atl,OluoFo00,def_int_long,0,,,,,
player,201812020atl,atl,OluoFo00,pass_defended,0,,,,,
player,201812020atl,atl,OluoFo00,sacks,0.0,,,,,
player,201812020atl,atl,OluoFo00,tackles_combined,10,,,,,
player,201812020atl,atl,OluoFo00,tackles_solo,5,,,,,
player,201812020atl,atl,OluoFo00,tackles_assists,5,,,,,
player,201812020atl,atl,OluoFo00,tackles_loss,0,,,,,
player,201812020atl,atl,OluoFo00,qb_hits,0,,,,,
player,201812020atl,atl,OluoFo00,fumbles_rec,0,,,,,
player,201812020atl,atl,OluoFo00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,OluoFo00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,OluoFo00,fumbles_forced,1,,,,,
player,201812020atl,atl,CampDe00,def_int,0,,,,,
player,201812020atl,atl,CampDe00,def_int_yds,0,,,,,
player,201812020atl,atl,CampDe00,def_int_td,0,,,,,
player,201812020atl,atl,CampDe00,def_int_long,0,,,,,
player,201812020atl,atl,CampDe00,pass_defended,0,,,,,
player,201812020atl,atl,CampDe00,sacks,0.0,,,,,
player,201812020atl,atl,CampDe00,tackles_combined,6,,,,,
player,201812020atl,atl,CampDe00,tackles_solo,5,,,,,
player,201812020atl,atl,CampDe00,tackles_assists,1,,,,,
player,201812020atl,atl,CampDe00,tackles_loss,0,,,,,
player,201812020atl,atl,CampDe00,qb_hits,0,,,,,
player,201812020atl,atl,CampDe00,fumbles_rec,0,,,,,
player,201812020atl,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,CampDe00,fumbles_forced,0,,,,,
player,201812020atl,atl,KazeDa00,def_int,0,,,,,
player,201812020atl,atl,KazeDa00,def_int_yds,0,,,,,
player,201812020atl,atl,KazeDa00,def_int_td,0,,,,,
player,201812020atl,atl,KazeDa00,def_int_long,0,,,,,
player,201812020atl,atl,KazeDa00,pass_defended,0,,,,,
player,201812020atl,atl,KazeDa00,sacks,0.0,,,,,
player,201812020atl,atl,KazeDa00,tackles_combined,6,,,,,
player,201812020atl,atl,KazeDa00,tackles_solo,3,,,,,
player,201812020atl,atl,KazeDa00,tackles_assists,3,,,,,
player,201812020atl,atl,KazeDa00,tackles_loss,0,,,,,
player,201812020atl,atl,KazeDa00,qb_hits,0,,,,,
player,201812020atl,atl,KazeDa00,fumbles_rec,0,,,,,
player,201812020atl,atl,KazeDa00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,KazeDa00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,KazeDa00,fumbles_forced,0,,,,,
player,201812020atl,atl,NeasSh00,def_int,0,,,,,
player,201812020atl,atl,NeasSh00,def_int_yds,0,,,,,
player,201812020atl,atl,NeasSh00,def_int_td,0,,,,,
player,201812020atl,atl,NeasSh00,def_int_long,0,,,,,
player,201812020atl,atl,NeasSh00,pass_defended,0,,,,,
player,201812020atl,atl,NeasSh00,sacks,0.0,,,,,
player,201812020atl,atl,NeasSh00,tackles_combined,6,,,,,
player,201812020atl,atl,NeasSh00,tackles_solo,5,,,,,
player,201812020atl,atl,NeasSh00,tackles_assists,1,,,,,
player,201812020atl,atl,NeasSh00,tackles_loss,0,,,,,
player,201812020atl,atl,NeasSh00,qb_hits,0,,,,,
player,201812020atl,atl,NeasSh00,fumbles_rec,0,,,,,
player,201812020atl,atl,NeasSh00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,NeasSh00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,NeasSh00,fumbles_forced,0,,,,,
player,201812020atl,atl,AlfoRo00,def_int,0,,,,,
player,201812020atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201812020atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201812020atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201812020atl,atl,AlfoRo00,pass_defended,0,,,,,
player,201812020atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201812020atl,atl,AlfoRo00,tackles_combined,5,,,,,
player,201812020atl,atl,AlfoRo00,tackles_solo,5,,,,,
player,201812020atl,atl,AlfoRo00,tackles_assists,0,,,,,
player,201812020atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201812020atl,atl,AlfoRo00,qb_hits,0,,,,,
player,201812020atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201812020atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201812020atl,atl,RichJo00,def_int,0,,,,,
player,201812020atl,atl,RichJo00,def_int_yds,0,,,,,
player,201812020atl,atl,RichJo00,def_int_td,0,,,,,
player,201812020atl,atl,RichJo00,def_int_long,0,,,,,
player,201812020atl,atl,RichJo00,pass_defended,0,,,,,
player,201812020atl,atl,RichJo00,sacks,0.0,,,,,
player,201812020atl,atl,RichJo00,tackles_combined,4,,,,,
player,201812020atl,atl,RichJo00,tackles_solo,2,,,,,
player,201812020atl,atl,RichJo00,tackles_assists,2,,,,,
player,201812020atl,atl,RichJo00,tackles_loss,0,,,,,
player,201812020atl,atl,RichJo00,qb_hits,0,,,,,
player,201812020atl,atl,RichJo00,fumbles_rec,0,,,,,
player,201812020atl,atl,RichJo00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,RichJo00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,RichJo00,fumbles_forced,0,,,,,
player,201812020atl,atl,SenaDe00,def_int,0,,,,,
player,201812020atl,atl,SenaDe00,def_int_yds,0,,,,,
player,201812020atl,atl,SenaDe00,def_int_td,0,,,,,
player,201812020atl,atl,SenaDe00,def_int_long,0,,,,,
player,201812020atl,atl,SenaDe00,pass_defended,0,,,,,
player,201812020atl,atl,SenaDe00,sacks,0.0,,,,,
player,201812020atl,atl,SenaDe00,tackles_combined,4,,,,,
player,201812020atl,atl,SenaDe00,tackles_solo,2,,,,,
player,201812020atl,atl,SenaDe00,tackles_assists,2,,,,,
player,201812020atl,atl,SenaDe00,tackles_loss,0,,,,,
player,201812020atl,atl,SenaDe00,qb_hits,0,,,,,
player,201812020atl,atl,SenaDe00,fumbles_rec,0,,,,,
player,201812020atl,atl,SenaDe00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,SenaDe00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,SenaDe00,fumbles_forced,0,,,,,
player,201812020atl,atl,TrufDe00,def_int,0,,,,,
player,201812020atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201812020atl,atl,TrufDe00,def_int_td,0,,,,,
player,201812020atl,atl,TrufDe00,def_int_long,0,,,,,
player,201812020atl,atl,TrufDe00,pass_defended,0,,,,,
player,201812020atl,atl,TrufDe00,sacks,0.0,,,,,
player,201812020atl,atl,TrufDe00,tackles_combined,3,,,,,
player,201812020atl,atl,TrufDe00,tackles_solo,2,,,,,
player,201812020atl,atl,TrufDe00,tackles_assists,1,,,,,
player,201812020atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201812020atl,atl,TrufDe00,qb_hits,0,,,,,
player,201812020atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201812020atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201812020atl,atl,BeasVi00,def_int,0,,,,,
player,201812020atl,atl,BeasVi00,def_int_yds,0,,,,,
player,201812020atl,atl,BeasVi00,def_int_td,0,,,,,
player,201812020atl,atl,BeasVi00,def_int_long,0,,,,,
player,201812020atl,atl,BeasVi00,pass_defended,0,,,,,
player,201812020atl,atl,BeasVi00,sacks,0.0,,,,,
player,201812020atl,atl,BeasVi00,tackles_combined,2,,,,,
player,201812020atl,atl,BeasVi00,tackles_solo,2,,,,,
player,201812020atl,atl,BeasVi00,tackles_assists,0,,,,,
player,201812020atl,atl,BeasVi00,tackles_loss,1,,,,,
player,201812020atl,atl,BeasVi00,qb_hits,0,,,,,
player,201812020atl,atl,BeasVi00,fumbles_rec,1,,,,,
player,201812020atl,atl,BeasVi00,fumbles_rec_yds,74,,,,,
player,201812020atl,atl,BeasVi00,fumbles_rec_td,1,,,,,
player,201812020atl,atl,BeasVi00,fumbles_forced,0,,,,,
player,201812020atl,atl,CartBr00,def_int,0,,,,,
player,201812020atl,atl,CartBr00,def_int_yds,0,,,,,
player,201812020atl,atl,CartBr00,def_int_td,0,,,,,
player,201812020atl,atl,CartBr00,def_int_long,0,,,,,
player,201812020atl,atl,CartBr00,pass_defended,0,,,,,
player,201812020atl,atl,CartBr00,sacks,0.0,,,,,
player,201812020atl,atl,CartBr00,tackles_combined,2,,,,,
player,201812020atl,atl,CartBr00,tackles_solo,1,,,,,
player,201812020atl,atl,CartBr00,tackles_assists,1,,,,,
player,201812020atl,atl,CartBr00,tackles_loss,0,,,,,
player,201812020atl,atl,CartBr00,qb_hits,0,,,,,
player,201812020atl,atl,CartBr00,fumbles_rec,0,,,,,
player,201812020atl,atl,CartBr00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,CartBr00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,CartBr00,fumbles_forced,0,,,,,
player,201812020atl,atl,CrawJa00,def_int,0,,,,,
player,201812020atl,atl,CrawJa00,def_int_yds,0,,,,,
player,201812020atl,atl,CrawJa00,def_int_td,0,,,,,
player,201812020atl,atl,CrawJa00,def_int_long,0,,,,,
player,201812020atl,atl,CrawJa00,pass_defended,0,,,,,
player,201812020atl,atl,CrawJa00,sacks,0.0,,,,,
player,201812020atl,atl,CrawJa00,tackles_combined,2,,,,,
player,201812020atl,atl,CrawJa00,tackles_solo,2,,,,,
player,201812020atl,atl,CrawJa00,tackles_assists,0,,,,,
player,201812020atl,atl,CrawJa00,tackles_loss,0,,,,,
player,201812020atl,atl,CrawJa00,qb_hits,0,,,,,
player,201812020atl,atl,CrawJa00,fumbles_rec,0,,,,,
player,201812020atl,atl,CrawJa00,fumbles_rec_yds,0,,,,,
player,201812020atl,atl,CrawJa00,fumbles_rec_td,0,,,,,
player,201812020atl,atl,CrawJa00,fumbles_forced,0,,,,,
player,201812020atl,atl,PoolBr01,def_int,0,,,,,
player,201812020atl,atl,PoolBr01,def_int_yds,0,,,,,
