game,2018,1,20180910,201809100rai,ram,"Los Angeles Rams",33,rai,"Oakland Raiders",13
player,201809100rai,ram,CoopPh00,punt_ret_long,12,,,,,
player,201809100rai,rai,HarrDw00,kick_ret,0,,,,,
player,201809100rai,rai,HarrDw00,kick_ret_yds,0,,,,,
player,201809100rai,rai,HarrDw00,kick_ret_yds_per_ret,,,,,,
player,201809100rai,rai,HarrDw00,kick_ret_td,0,,,,,
player,201809100rai,rai,HarrDw00,kick_ret_long,0,,,,,
player,201809100rai,rai,HarrDw00,punt_ret,1,,,,,
player,201809100rai,rai,HarrDw00,punt_ret_yds,10,,,,,
player,201809100rai,rai,HarrDw00,punt_ret_yds_per_ret,10.0,,,,,
player,201809100rai,rai,HarrDw00,punt_ret_td,0,,,,,
player,201809100rai,rai,HarrDw00,punt_ret_long,10,,,,,
player,201809100rai,ram,ZuerGr00,xpm,3,,,,,
player,201809100rai,ram,ZuerGr00,xpa,3,,,,,
player,201809100rai,ram,ZuerGr00,fgm,4,,,,,
player,201809100rai,ram,ZuerGr00,fga,5,,,,,
player,201809100rai,ram,ZuerGr00,punt,0,,,,,
player,201809100rai,ram,ZuerGr00,punt_yds,0,,,,,
player,201809100rai,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201809100rai,ram,ZuerGr00,punt_long,0,,,,,
player,201809100rai,ram,HekkJo00,xpm,,,,,,
player,201809100rai,ram,HekkJo00,xpa,,,,,,
player,201809100rai,ram,HekkJo00,fgm,,,,,,
player,201809100rai,ram,HekkJo00,fga,,,,,,
player,201809100rai,ram,HekkJo00,punt,2,,,,,
player,201809100rai,ram,HekkJo00,punt_yds,117,,,,,
player,201809100rai,ram,HekkJo00,punt_yds_per_punt,58.5,,,,,
player,201809100rai,ram,HekkJo00,punt_long,62,,,,,
player,201809100rai,rai,nugenmik01,xpm,1,,,,,
player,201809100rai,rai,nugenmik01,xpa,1,,,,,
player,201809100rai,rai,nugenmik01,fgm,2,,,,,
player,201809100rai,rai,nugenmik01,fga,2,,,,,
player,201809100rai,rai,nugenmik01,punt,0,,,,,
player,201809100rai,rai,nugenmik01,punt_yds,0,,,,,
player,201809100rai,rai,nugenmik01,punt_yds_per_punt,,,,,,
player,201809100rai,rai,nugenmik01,punt_long,0,,,,,
player,201809100rai,rai,TownJo01,xpm,,,,,,
player,201809100rai,rai,TownJo01,xpa,,,,,,
player,201809100rai,rai,TownJo01,fgm,,,,,,
player,201809100rai,rai,TownJo01,fga,,,,,,
player,201809100rai,rai,TownJo01,punt,4,,,,,
player,201809100rai,rai,TownJo01,punt_yds,178,,,,,
player,201809100rai,rai,TownJo01,punt_yds_per_punt,44.5,,,,,
player,201809100rai,rai,TownJo01,punt_long,55,,,,,
player,201809100rai,ram,GoffJa00,pass_cmp,18,,,,,
player,201809100rai,ram,GoffJa00,pass_att,33,,,,,
player,201809100rai,ram,GoffJa00,pass_yds,233,,,,,
player,201809100rai,ram,GoffJa00,pass_first_down,13,,,,,
player,201809100rai,ram,GoffJa00,pass_air_yds,132,,,,,
player,201809100rai,ram,GoffJa00,pass_air_yds_per_cmp,7.3,,,,,
player,201809100rai,ram,GoffJa00,pass_air_yds_per_att,4.0,,,,,
player,201809100rai,ram,GoffJa00,pass_tgt_yds_per_att,10.0,,,,,
player,201809100rai,ram,GoffJa00,pass_yac,101,,,,,
player,201809100rai,ram,GoffJa00,pass_yac_per_cmp,5.6,,,,,
player,201809100rai,ram,GoffJa00,pass_drops,2,,,,,
player,201809100rai,ram,GoffJa00,pass_drop_pct,6.1,,,,,
player,201809100rai,ram,GoffJa00,pass_poor_throws,7,,,,,
player,201809100rai,ram,GoffJa00,pass_poor_throw_pct,21.2,,,,,
player,201809100rai,ram,GoffJa00,pass_blitzed,6,,,,,
player,201809100rai,ram,GoffJa00,pass_hurried,2,,,,,
player,201809100rai,ram,GoffJa00,pass_hits,1,,,,,
player,201809100rai,ram,GoffJa00,rush_scrambles,0,,,,,
player,201809100rai,ram,GoffJa00,rush_scrambles_yds_per_att,,,,,,
player,201809100rai,rai,CarrDe02,pass_cmp,29,,,,,
player,201809100rai,rai,CarrDe02,pass_att,40,,,,,
player,201809100rai,rai,CarrDe02,pass_yds,303,,,,,
player,201809100rai,rai,CarrDe02,pass_first_down,11,,,,,
player,201809100rai,rai,CarrDe02,pass_air_yds,114,,,,,
player,201809100rai,rai,CarrDe02,pass_air_yds_per_cmp,3.9,,,,,
player,201809100rai,rai,CarrDe02,pass_air_yds_per_att,2.9,,,,,
player,201809100rai,rai,CarrDe02,pass_tgt_yds_per_att,5.2,,,,,
player,201809100rai,rai,CarrDe02,pass_yac,189,,,,,
player,201809100rai,rai,CarrDe02,pass_yac_per_cmp,6.5,,,,,
player,201809100rai,rai,CarrDe02,pass_drops,1,,,,,
player,201809100rai,rai,CarrDe02,pass_drop_pct,2.5,,,,,
player,201809100rai,rai,CarrDe02,pass_poor_throws,4,,,,,
player,201809100rai,rai,CarrDe02,pass_poor_throw_pct,10.0,,,,,
player,201809100rai,rai,CarrDe02,pass_blitzed,7,,,,,
player,201809100rai,rai,CarrDe02,pass_hurried,8,,,,,
player,201809100rai,rai,CarrDe02,pass_hits,0,,,,,
player,201809100rai,rai,CarrDe02,rush_scrambles,1,,,,,
player,201809100rai,rai,CarrDe02,rush_scrambles_yds_per_att,6.0,,,,,
player,201809100rai,ram,GurlTo01,rush_att,20,,,,,
player,201809100rai,ram,GurlTo01,rush_yds,108,,,,,
player,201809100rai,ram,GurlTo01,rush_first_down,6,,,,,
player,201809100rai,ram,GurlTo01,rush_yds_before_contact,46,,,,,
player,201809100rai,ram,GurlTo01,rush_yds_bc_per_rush,2.3,,,,,
player,201809100rai,ram,GurlTo01,rush_yac,62,,,,,
player,201809100rai,ram,GurlTo01,rush_yac_per_rush,3.1,,,,,
player,201809100rai,ram,GurlTo01,rush_broken_tackles,1,,,,,
player,201809100rai,ram,GurlTo01,rush_broken_tackles_per_rush,20.0,,,,,
player,201809100rai,ram,KuppCo00,rush_att,2,,,,,
player,201809100rai,ram,KuppCo00,rush_yds,16,,,,,
player,201809100rai,ram,KuppCo00,rush_first_down,2,,,,,
player,201809100rai,ram,KuppCo00,rush_yds_before_contact,14,,,,,
player,201809100rai,ram,KuppCo00,rush_yds_bc_per_rush,7.0,,,,,
player,201809100rai,ram,KuppCo00,rush_yac,2,,,,,
player,201809100rai,ram,KuppCo00,rush_yac_per_rush,1.0,,,,,
player,201809100rai,ram,KuppCo00,rush_broken_tackles,0,,,,,
player,201809100rai,ram,KuppCo00,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,ram,BrowMa03,rush_att,1,,,,,
player,201809100rai,ram,BrowMa03,rush_yds,5,,,,,
player,201809100rai,ram,BrowMa03,rush_first_down,0,,,,,
player,201809100rai,ram,BrowMa03,rush_yds_before_contact,2,,,,,
player,201809100rai,ram,BrowMa03,rush_yds_bc_per_rush,2.0,,,,,
player,201809100rai,ram,BrowMa03,rush_yac,3,,,,,
player,201809100rai,ram,BrowMa03,rush_yac_per_rush,3.0,,,,,
player,201809100rai,ram,BrowMa03,rush_broken_tackles,0,,,,,
player,201809100rai,ram,BrowMa03,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,ram,GoffJa00,rush_att,1,,,,,
player,201809100rai,ram,GoffJa00,rush_yds,-1,,,,,
player,201809100rai,ram,GoffJa00,rush_first_down,0,,,,,
player,201809100rai,ram,GoffJa00,rush_yds_before_contact,-1,,,,,
player,201809100rai,ram,GoffJa00,rush_yds_bc_per_rush,-1.0,,,,,
player,201809100rai,ram,GoffJa00,rush_yac,0,,,,,
player,201809100rai,ram,GoffJa00,rush_yac_per_rush,0.0,,,,,
player,201809100rai,ram,GoffJa00,rush_broken_tackles,0,,,,,
player,201809100rai,ram,GoffJa00,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,ram,CookBr00,rush_att,1,,,,,
player,201809100rai,ram,CookBr00,rush_yds,6,,,,,
player,201809100rai,ram,CookBr00,rush_first_down,0,,,,,
player,201809100rai,ram,CookBr00,rush_yds_before_contact,4,,,,,
player,201809100rai,ram,CookBr00,rush_yds_bc_per_rush,4.0,,,,,
player,201809100rai,ram,CookBr00,rush_yac,2,,,,,
player,201809100rai,ram,CookBr00,rush_yac_per_rush,2.0,,,,,
player,201809100rai,ram,CookBr00,rush_broken_tackles,0,,,,,
player,201809100rai,ram,CookBr00,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,ram,WoodRo02,rush_att,1,,,,,
player,201809100rai,ram,WoodRo02,rush_yds,6,,,,,
player,201809100rai,ram,WoodRo02,rush_first_down,0,,,,,
player,201809100rai,ram,WoodRo02,rush_yds_before_contact,3,,,,,
player,201809100rai,ram,WoodRo02,rush_yds_bc_per_rush,3.0,,,,,
player,201809100rai,ram,WoodRo02,rush_yac,3,,,,,
player,201809100rai,ram,WoodRo02,rush_yac_per_rush,3.0,,,,,
player,201809100rai,ram,WoodRo02,rush_broken_tackles,0,,,,,
player,201809100rai,ram,WoodRo02,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,rai,LyncMa00,rush_att,11,,,,,
player,201809100rai,rai,LyncMa00,rush_yds,41,,,,,
player,201809100rai,rai,LyncMa00,rush_first_down,4,,,,,
player,201809100rai,rai,LyncMa00,rush_yds_before_contact,9,,,,,
player,201809100rai,rai,LyncMa00,rush_yds_bc_per_rush,0.8,,,,,
player,201809100rai,rai,LyncMa00,rush_yac,32,,,,,
player,201809100rai,rai,LyncMa00,rush_yac_per_rush,2.9,,,,,
player,201809100rai,rai,LyncMa00,rush_broken_tackles,1,,,,,
player,201809100rai,rai,LyncMa00,rush_broken_tackles_per_rush,11.0,,,,,
player,201809100rai,rai,RichJa01,rush_att,5,,,,,
player,201809100rai,rai,RichJa01,rush_yds,24,,,,,
player,201809100rai,rai,RichJa01,rush_first_down,1,,,,,
player,201809100rai,rai,RichJa01,rush_yds_before_contact,10,,,,,
player,201809100rai,rai,RichJa01,rush_yds_bc_per_rush,2.0,,,,,
player,201809100rai,rai,RichJa01,rush_yac,14,,,,,
player,201809100rai,rai,RichJa01,rush_yac_per_rush,2.8,,,,,
player,201809100rai,rai,RichJa01,rush_broken_tackles,1,,,,,
player,201809100rai,rai,RichJa01,rush_broken_tackles_per_rush,5.0,,,,,
player,201809100rai,rai,MartDo00,rush_att,4,,,,,
player,201809100rai,rai,MartDo00,rush_yds,20,,,,,
player,201809100rai,rai,MartDo00,rush_first_down,2,,,,,
player,201809100rai,rai,MartDo00,rush_yds_before_contact,11,,,,,
player,201809100rai,rai,MartDo00,rush_yds_bc_per_rush,2.8,,,,,
player,201809100rai,rai,MartDo00,rush_yac,9,,,,,
player,201809100rai,rai,MartDo00,rush_yac_per_rush,2.3,,,,,
player,201809100rai,rai,MartDo00,rush_broken_tackles,0,,,,,
player,201809100rai,rai,MartDo00,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,rai,CarrDe02,rush_att,2,,,,,
player,201809100rai,rai,CarrDe02,rush_yds,1,,,,,
player,201809100rai,rai,CarrDe02,rush_first_down,0,,,,,
player,201809100rai,rai,CarrDe02,rush_yds_before_contact,1,,,,,
player,201809100rai,rai,CarrDe02,rush_yds_bc_per_rush,0.5,,,,,
player,201809100rai,rai,CarrDe02,rush_yac,0,,,,,
player,201809100rai,rai,CarrDe02,rush_yac_per_rush,0.0,,,,,
player,201809100rai,rai,CarrDe02,rush_broken_tackles,0,,,,,
player,201809100rai,rai,CarrDe02,rush_broken_tackles_per_rush,,,,,,
player,201809100rai,rai,CoopAm00,rush_att,1,,,,,
player,201809100rai,rai,CoopAm00,rush_yds,9,,,,,
player,201809100rai,rai,CoopAm00,rush_first_down,,,,,,
player,201809100rai,rai,CoopAm00,rush_yds_before_contact,-5,,,,,
player,201809100rai,rai,CoopAm00,rush_yds_bc_per_rush,-5.0,,,,,
player,201809100rai,rai,CoopAm00,rush_yac,14,,,,,
player,201809100rai,rai,CoopAm00,rush_yac_per_rush,14.0,,,,,
player,201809100rai,rai,CoopAm00,rush_broken_tackles,1,,,,,
player,201809100rai,rai,CoopAm00,rush_broken_tackles_per_rush,1.0,,,,,
player,201809100rai,ram,KuppCo00,targets,9,,,,,
player,201809100rai,ram,KuppCo00,rec,5,,,,,
player,201809100rai,ram,KuppCo00,rec_yds,52,,,,,
player,201809100rai,ram,KuppCo00,rec_first_down,4,,,,,
player,201809100rai,ram,KuppCo00,rec_air_yds,46,,,,,
player,201809100rai,ram,KuppCo00,rec_air_yds_per_rec,9.2,,,,,
player,201809100rai,ram,KuppCo00,rec_yac,6,,,,,
player,201809100rai,ram,KuppCo00,rec_yac_per_rec,1.2,,,,,
player,201809100rai,ram,KuppCo00,rec_broken_tackles,0,,,,,
player,201809100rai,ram,KuppCo00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,ram,KuppCo00,rec_drops,1,,,,,
player,201809100rai,ram,KuppCo00,rec_drop_pct,11.1,,,,,
player,201809100rai,ram,CookBr00,targets,8,,,,,
player,201809100rai,ram,CookBr00,rec,5,,,,,
player,201809100rai,ram,CookBr00,rec_yds,87,,,,,
player,201809100rai,ram,CookBr00,rec_first_down,4,,,,,
player,201809100rai,ram,CookBr00,rec_air_yds,65,,,,,
player,201809100rai,ram,CookBr00,rec_air_yds_per_rec,13.0,,,,,
player,201809100rai,ram,CookBr00,rec_yac,22,,,,,
player,201809100rai,ram,CookBr00,rec_yac_per_rec,4.4,,,,,
player,201809100rai,ram,CookBr00,rec_broken_tackles,1,,,,,
player,201809100rai,ram,CookBr00,rec_broken_tackles_per_rec,5.0,,,,,
player,201809100rai,ram,CookBr00,rec_drops,0,,,,,
player,201809100rai,ram,CookBr00,rec_drop_pct,0.0,,,,,
player,201809100rai,ram,WoodRo02,targets,9,,,,,
player,201809100rai,ram,WoodRo02,rec,3,,,,,
player,201809100rai,ram,WoodRo02,rec_yds,37,,,,,
player,201809100rai,ram,WoodRo02,rec_first_down,2,,,,,
player,201809100rai,ram,WoodRo02,rec_air_yds,30,,,,,
player,201809100rai,ram,WoodRo02,rec_air_yds_per_rec,10.0,,,,,
player,201809100rai,ram,WoodRo02,rec_yac,7,,,,,
player,201809100rai,ram,WoodRo02,rec_yac_per_rec,2.3,,,,,
player,201809100rai,ram,WoodRo02,rec_broken_tackles,0,,,,,
player,201809100rai,ram,WoodRo02,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,ram,WoodRo02,rec_drops,1,,,,,
player,201809100rai,ram,WoodRo02,rec_drop_pct,11.1,,,,,
player,201809100rai,ram,GurlTo01,targets,5,,,,,
player,201809100rai,ram,GurlTo01,rec,3,,,,,
player,201809100rai,ram,GurlTo01,rec_yds,39,,,,,
player,201809100rai,ram,GurlTo01,rec_first_down,2,,,,,
player,201809100rai,ram,GurlTo01,rec_air_yds,-16,,,,,
player,201809100rai,ram,GurlTo01,rec_air_yds_per_rec,-5.3,,,,,
player,201809100rai,ram,GurlTo01,rec_yac,55,,,,,
player,201809100rai,ram,GurlTo01,rec_yac_per_rec,18.3,,,,,
player,201809100rai,ram,GurlTo01,rec_broken_tackles,0,,,,,
player,201809100rai,ram,GurlTo01,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,ram,GurlTo01,rec_drops,0,,,,,
player,201809100rai,ram,GurlTo01,rec_drop_pct,0.0,,,,,
player,201809100rai,ram,BrowMa03,targets,2,,,,,
player,201809100rai,ram,BrowMa03,rec,2,,,,,
player,201809100rai,ram,BrowMa03,rec_yds,18,,,,,
player,201809100rai,ram,BrowMa03,rec_first_down,1,,,,,
player,201809100rai,ram,BrowMa03,rec_air_yds,7,,,,,
player,201809100rai,ram,BrowMa03,rec_air_yds_per_rec,3.5,,,,,
player,201809100rai,ram,BrowMa03,rec_yac,11,,,,,
player,201809100rai,ram,BrowMa03,rec_yac_per_rec,5.5,,,,,
player,201809100rai,ram,BrowMa03,rec_broken_tackles,0,,,,,
player,201809100rai,ram,BrowMa03,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,ram,BrowMa03,rec_drops,0,,,,,
player,201809100rai,ram,BrowMa03,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,CookJa02,targets,12,,,,,
player,201809100rai,rai,CookJa02,rec,9,,,,,
player,201809100rai,rai,CookJa02,rec_yds,180,,,,,
player,201809100rai,rai,CookJa02,rec_first_down,7,,,,,
player,201809100rai,rai,CookJa02,rec_air_yds,74,,,,,
player,201809100rai,rai,CookJa02,rec_air_yds_per_rec,8.2,,,,,
player,201809100rai,rai,CookJa02,rec_yac,106,,,,,
player,201809100rai,rai,CookJa02,rec_yac_per_rec,11.8,,,,,
player,201809100rai,rai,CookJa02,rec_broken_tackles,1,,,,,
player,201809100rai,rai,CookJa02,rec_broken_tackles_per_rec,9.0,,,,,
player,201809100rai,rai,CookJa02,rec_drops,0,,,,,
player,201809100rai,rai,CookJa02,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,RichJa01,targets,11,,,,,
player,201809100rai,rai,RichJa01,rec,9,,,,,
player,201809100rai,rai,RichJa01,rec_yds,55,,,,,
player,201809100rai,rai,RichJa01,rec_first_down,2,,,,,
player,201809100rai,rai,RichJa01,rec_air_yds,26,,,,,
player,201809100rai,rai,RichJa01,rec_air_yds_per_rec,2.9,,,,,
player,201809100rai,rai,RichJa01,rec_yac,29,,,,,
player,201809100rai,rai,RichJa01,rec_yac_per_rec,3.2,,,,,
player,201809100rai,rai,RichJa01,rec_broken_tackles,0,,,,,
player,201809100rai,rai,RichJa01,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,RichJa01,rec_drops,1,,,,,
player,201809100rai,rai,RichJa01,rec_drop_pct,9.1,,,,,
player,201809100rai,rai,NelsJo00,targets,4,,,,,
player,201809100rai,rai,NelsJo00,rec,3,,,,,
player,201809100rai,rai,NelsJo00,rec_yds,23,,,,,
player,201809100rai,rai,NelsJo00,rec_first_down,1,,,,,
player,201809100rai,rai,NelsJo00,rec_air_yds,15,,,,,
player,201809100rai,rai,NelsJo00,rec_air_yds_per_rec,5.0,,,,,
player,201809100rai,rai,NelsJo00,rec_yac,8,,,,,
player,201809100rai,rai,NelsJo00,rec_yac_per_rec,2.7,,,,,
player,201809100rai,rai,NelsJo00,rec_broken_tackles,0,,,,,
player,201809100rai,rai,NelsJo00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,NelsJo00,rec_drops,0,,,,,
player,201809100rai,rai,NelsJo00,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,CarrDe00,targets,3,,,,,
player,201809100rai,rai,CarrDe00,rec,2,,,,,
player,201809100rai,rai,CarrDe00,rec_yds,20,,,,,
player,201809100rai,rai,CarrDe00,rec_first_down,,,,,,
player,201809100rai,rai,CarrDe00,rec_air_yds,7,,,,,
player,201809100rai,rai,CarrDe00,rec_air_yds_per_rec,3.5,,,,,
player,201809100rai,rai,CarrDe00,rec_yac,13,,,,,
player,201809100rai,rai,CarrDe00,rec_yac_per_rec,6.5,,,,,
player,201809100rai,rai,CarrDe00,rec_broken_tackles,0,,,,,
player,201809100rai,rai,CarrDe00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,CarrDe00,rec_drops,0,,,,,
player,201809100rai,rai,CarrDe00,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,LyncMa00,targets,2,,,,,
player,201809100rai,rai,LyncMa00,rec,2,,,,,
player,201809100rai,rai,LyncMa00,rec_yds,8,,,,,
player,201809100rai,rai,LyncMa00,rec_first_down,0,,,,,
player,201809100rai,rai,LyncMa00,rec_air_yds,-2,,,,,
player,201809100rai,rai,LyncMa00,rec_air_yds_per_rec,-1.0,,,,,
player,201809100rai,rai,LyncMa00,rec_yac,10,,,,,
player,201809100rai,rai,LyncMa00,rec_yac_per_rec,5.0,,,,,
player,201809100rai,rai,LyncMa00,rec_broken_tackles,0,,,,,
player,201809100rai,rai,LyncMa00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,LyncMa00,rec_drops,0,,,,,
player,201809100rai,rai,LyncMa00,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,MartDo00,targets,2,,,,,
player,201809100rai,rai,MartDo00,rec,2,,,,,
player,201809100rai,rai,MartDo00,rec_yds,-3,,,,,
player,201809100rai,rai,MartDo00,rec_first_down,0,,,,,
player,201809100rai,rai,MartDo00,rec_air_yds,-10,,,,,
player,201809100rai,rai,MartDo00,rec_air_yds_per_rec,-5.0,,,,,
player,201809100rai,rai,MartDo00,rec_yac,7,,,,,
player,201809100rai,rai,MartDo00,rec_yac_per_rec,3.5,,,,,
player,201809100rai,rai,MartDo00,rec_broken_tackles,0,,,,,
player,201809100rai,rai,MartDo00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,MartDo00,rec_drops,0,,,,,
player,201809100rai,rai,MartDo00,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,CoopAm00,targets,3,,,,,
player,201809100rai,rai,CoopAm00,rec,1,,,,,
player,201809100rai,rai,CoopAm00,rec_yds,9,,,,,
player,201809100rai,rai,CoopAm00,rec_first_down,,,,,,
player,201809100rai,rai,CoopAm00,rec_air_yds,4,,,,,
player,201809100rai,rai,CoopAm00,rec_air_yds_per_rec,4.0,,,,,
player,201809100rai,rai,CoopAm00,rec_yac,5,,,,,
player,201809100rai,rai,CoopAm00,rec_yac_per_rec,5.0,,,,,
player,201809100rai,rai,CoopAm00,rec_broken_tackles,0,,,,,
player,201809100rai,rai,CoopAm00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,CoopAm00,rec_drops,0,,,,,
player,201809100rai,rai,CoopAm00,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,RobeSe00,targets,1,,,,,
player,201809100rai,rai,RobeSe00,rec,1,,,,,
player,201809100rai,rai,RobeSe00,rec_yds,11,,,,,
player,201809100rai,rai,RobeSe00,rec_first_down,1,,,,,
player,201809100rai,rai,RobeSe00,rec_air_yds,0,,,,,
player,201809100rai,rai,RobeSe00,rec_air_yds_per_rec,0.0,,,,,
player,201809100rai,rai,RobeSe00,rec_yac,11,,,,,
player,201809100rai,rai,RobeSe00,rec_yac_per_rec,11.0,,,,,
player,201809100rai,rai,RobeSe00,rec_broken_tackles,0,,,,,
player,201809100rai,rai,RobeSe00,rec_broken_tackles_per_rec,,,,,,
player,201809100rai,rai,RobeSe00,rec_drops,0,,,,,
player,201809100rai,rai,RobeSe00,rec_drop_pct,0.0,,,,,
player,201809100rai,rai,MillKo00,pos,T,,,,,
player,201809100rai,rai,MillKo00,offense,70,,,,,
player,201809100rai,rai,MillKo00,off_pct,100%,,,,,
player,201809100rai,rai,MillKo00,defense,0,,,,,
player,201809100rai,rai,MillKo00,def_pct,0%,,,,,
player,201809100rai,rai,MillKo00,special_teams,4,,,,,
player,201809100rai,rai,MillKo00,st_pct,13%,,,,,
player,201809100rai,rai,JackGa00,pos,G,,,,,
player,201809100rai,rai,JackGa00,offense,70,,,,,
player,201809100rai,rai,JackGa00,off_pct,100%,,,,,
player,201809100rai,rai,JackGa00,defense,0,,,,,
player,201809100rai,rai,JackGa00,def_pct,0%,,,,,
player,201809100rai,rai,JackGa00,special_teams,4,,,,,
player,201809100rai,rai,JackGa00,st_pct,13%,,,,,
player,201809100rai,rai,PennDo20,pos,T,,,,,
player,201809100rai,rai,PennDo20,offense,70,,,,,
player,201809100rai,rai,PennDo20,off_pct,100%,,,,,
player,201809100rai,rai,PennDo20,defense,0,,,,,
player,201809100rai,rai,PennDo20,def_pct,0%,,,,,
player,201809100rai,rai,PennDo20,special_teams,4,,,,,
player,201809100rai,rai,PennDo20,st_pct,13%,,,,,
player,201809100rai,rai,HudsRo00,pos,C,,,,,
player,201809100rai,rai,HudsRo00,offense,70,,,,,
player,201809100rai,rai,HudsRo00,off_pct,100%,,,,,
player,201809100rai,rai,HudsRo00,defense,0,,,,,
player,201809100rai,rai,HudsRo00,def_pct,0%,,,,,
player,201809100rai,rai,HudsRo00,special_teams,3,,,,,
player,201809100rai,rai,HudsRo00,st_pct,10%,,,,,
player,201809100rai,rai,CarrDe02,pos,QB,,,,,
player,201809100rai,rai,CarrDe02,offense,70,,,,,
player,201809100rai,rai,CarrDe02,off_pct,100%,,,,,
player,201809100rai,rai,CarrDe02,defense,0,,,,,
player,201809100rai,rai,CarrDe02,def_pct,0%,,,,,
player,201809100rai,rai,CarrDe02,special_teams,0,,,,,
player,201809100rai,rai,CarrDe02,st_pct,0%,,,,,
player,201809100rai,rai,OsemKe00,pos,G,,,,,
player,201809100rai,rai,OsemKe00,offense,70,,,,,
player,201809100rai,rai,OsemKe00,off_pct,100%,,,,,
player,201809100rai,rai,OsemKe00,defense,0,,,,,
player,201809100rai,rai,OsemKe00,def_pct,0%,,,,,
player,201809100rai,rai,OsemKe00,special_teams,0,,,,,
player,201809100rai,rai,OsemKe00,st_pct,0%,,,,,
player,201809100rai,rai,NelsJo00,pos,WR,,,,,
player,201809100rai,rai,NelsJo00,offense,68,,,,,
player,201809100rai,rai,NelsJo00,off_pct,97%,,,,,
player,201809100rai,rai,NelsJo00,defense,0,,,,,
player,201809100rai,rai,NelsJo00,def_pct,0%,,,,,
player,201809100rai,rai,NelsJo00,special_teams,0,,,,,
player,201809100rai,rai,NelsJo00,st_pct,0%,,,,,
player,201809100rai,rai,CoopAm00,pos,WR,,,,,
player,201809100rai,rai,CoopAm00,offense,66,,,,,
player,201809100rai,rai,CoopAm00,off_pct,94%,,,,,
player,201809100rai,rai,CoopAm00,defense,0,,,,,
player,201809100rai,rai,CoopAm00,def_pct,0%,,,,,
player,201809100rai,rai,CoopAm00,special_teams,0,,,,,
player,201809100rai,rai,CoopAm00,st_pct,0%,,,,,
player,201809100rai,rai,CookJa02,pos,TE,,,,,
player,201809100rai,rai,CookJa02,offense,64,,,,,
player,201809100rai,rai,CookJa02,off_pct,91%,,,,,
player,201809100rai,rai,CookJa02,defense,0,,,,,
player,201809100rai,rai,CookJa02,def_pct,0%,,,,,
player,201809100rai,rai,CookJa02,special_teams,0,,,,,
player,201809100rai,rai,CookJa02,st_pct,0%,,,,,
player,201809100rai,rai,RobeSe00,pos,WR,,,,,
player,201809100rai,rai,RobeSe00,offense,45,,,,,
player,201809100rai,rai,RobeSe00,off_pct,64%,,,,,
player,201809100rai,rai,RobeSe00,defense,0,,,,,
player,201809100rai,rai,RobeSe00,def_pct,0%,,,,,
player,201809100rai,rai,RobeSe00,special_teams,0,,,,,
player,201809100rai,rai,RobeSe00,st_pct,0%,,,,,
player,201809100rai,rai,RichJa01,pos,RB,,,,,
player,201809100rai,rai,RichJa01,offense,37,,,,,
player,201809100rai,rai,RichJa01,off_pct,53%,,,,,
player,201809100rai,rai,RichJa01,defense,0,,,,,
player,201809100rai,rai,RichJa01,def_pct,0%,,,,,
player,201809100rai,rai,RichJa01,special_teams,3,,,,,
player,201809100rai,rai,RichJa01,st_pct,10%,,,,,
player,201809100rai,rai,LyncMa00,pos,RB,,,,,
player,201809100rai,rai,LyncMa00,offense,24,,,,,
player,201809100rai,rai,LyncMa00,off_pct,34%,,,,,
player,201809100rai,rai,LyncMa00,defense,0,,,,,
player,201809100rai,rai,LyncMa00,def_pct,0%,,,,,
player,201809100rai,rai,LyncMa00,special_teams,0,,,,,
player,201809100rai,rai,LyncMa00,st_pct,0%,,,,,
player,201809100rai,rai,CarrDe00,pos,TE,,,,,
player,201809100rai,rai,CarrDe00,offense,23,,,,,
player,201809100rai,rai,CarrDe00,off_pct,33%,,,,,
player,201809100rai,rai,CarrDe00,defense,0,,,,,
player,201809100rai,rai,CarrDe00,def_pct,0%,,,,,
player,201809100rai,rai,CarrDe00,special_teams,18,,,,,
player,201809100rai,rai,CarrDe00,st_pct,60%,,,,,
