game,2018,7,20181018,201810180crd,den,"Denver Broncos",45,crd,"Arizona Cardinals",10
team,201810180crd,den,First Downs,15,,,,,,
team,201810180crd,crd,First Downs,14,,,,,,
team,201810180crd,den,Rush-Yds-TDs,31-131-2,,,,,,
team,201810180crd,crd,Rush-Yds-TDs,21-69-0,,,,,,
team,201810180crd,den,Cmp-Att-Yd-TD-INT,15-22-189-2-1,,,,,,
team,201810180crd,crd,Cmp-Att-Yd-TD-INT,21-39-194-1-3,,,,,,
team,201810180crd,den,Sacked-Yards,2-11,,,,,,
team,201810180crd,crd,Sacked-Yards,6-40,,,,,,
team,201810180crd,den,Net Pass Yards,178,,,,,,
team,201810180crd,crd,Net Pass Yards,154,,,,,,
team,201810180crd,den,Total Yards,309,,,,,,
team,201810180crd,crd,Total Yards,223,,,,,,
team,201810180crd,den,Fumbles-Lost,0-0,,,,,,
team,201810180crd,crd,Fumbles-Lost,3-2,,,,,,
team,201810180crd,den,Turnovers,1,,,,,,
team,201810180crd,crd,Turnovers,5,,,,,,
team,201810180crd,den,Penalties-Yards,5-50,,,,,,
team,201810180crd,crd,Penalties-Yards,7-45,,,,,,
team,201810180crd,den,Third Down Conv.,5-13,,,,,,
team,201810180crd,crd,Third Down Conv.,4-14,,,,,,
team,201810180crd,den,Fourth Down Conv.,0-0,,,,,,
team,201810180crd,crd,Fourth Down Conv.,0-1,,,,,,
team,201810180crd,den,Time of Possession,30:49,,,,,,
team,201810180crd,crd,Time of Possession,29:11,,,,,,
player,201810180crd,den,KeenCa00,pass_cmp,14,,,,,
player,201810180crd,den,KeenCa00,pass_att,21,,,,,
player,201810180crd,den,KeenCa00,pass_yds,161,,,,,
player,201810180crd,den,KeenCa00,pass_td,1,,,,,
player,201810180crd,den,KeenCa00,pass_int,1,,,,,
player,201810180crd,den,KeenCa00,pass_sacked,2,,,,,
player,201810180crd,den,KeenCa00,pass_sacked_yds,11,,,,,
player,201810180crd,den,KeenCa00,pass_long,64,,,,,
player,201810180crd,den,KeenCa00,pass_rating,85.6,,,,,
player,201810180crd,den,KeenCa00,rush_att,4,,,,,
player,201810180crd,den,KeenCa00,rush_yds,4,,,,,
player,201810180crd,den,KeenCa00,rush_td,0,,,,,
player,201810180crd,den,KeenCa00,rush_long,7,,,,,
player,201810180crd,den,KeenCa00,targets,0,,,,,
player,201810180crd,den,KeenCa00,rec,0,,,,,
player,201810180crd,den,KeenCa00,rec_yds,0,,,,,
player,201810180crd,den,KeenCa00,rec_td,0,,,,,
player,201810180crd,den,KeenCa00,rec_long,0,,,,,
player,201810180crd,den,KeenCa00,fumbles,0,,,,,
player,201810180crd,den,KeenCa00,fumbles_lost,0,,,,,
player,201810180crd,den,SandEm00,pass_cmp,1,,,,,
player,201810180crd,den,SandEm00,pass_att,1,,,,,
player,201810180crd,den,SandEm00,pass_yds,28,,,,,
player,201810180crd,den,SandEm00,pass_td,1,,,,,
player,201810180crd,den,SandEm00,pass_int,0,,,,,
player,201810180crd,den,SandEm00,pass_sacked,0,,,,,
player,201810180crd,den,SandEm00,pass_sacked_yds,0,,,,,
player,201810180crd,den,SandEm00,pass_long,28,,,,,
player,201810180crd,den,SandEm00,pass_rating,158.3,,,,,
player,201810180crd,den,SandEm00,rush_att,0,,,,,
player,201810180crd,den,SandEm00,rush_yds,0,,,,,
player,201810180crd,den,SandEm00,rush_td,0,,,,,
player,201810180crd,den,SandEm00,rush_long,0,,,,,
player,201810180crd,den,SandEm00,targets,7,,,,,
player,201810180crd,den,SandEm00,rec,6,,,,,
player,201810180crd,den,SandEm00,rec_yds,102,,,,,
player,201810180crd,den,SandEm00,rec_td,1,,,,,
player,201810180crd,den,SandEm00,rec_long,64,,,,,
player,201810180crd,den,SandEm00,fumbles,0,,,,,
player,201810180crd,den,SandEm00,fumbles_lost,0,,,,,
player,201810180crd,den,LindPh00,pass_cmp,0,,,,,
player,201810180crd,den,LindPh00,pass_att,0,,,,,
player,201810180crd,den,LindPh00,pass_yds,0,,,,,
player,201810180crd,den,LindPh00,pass_td,0,,,,,
player,201810180crd,den,LindPh00,pass_int,0,,,,,
player,201810180crd,den,LindPh00,pass_sacked,0,,,,,
player,201810180crd,den,LindPh00,pass_sacked_yds,0,,,,,
