game,2018,13,20181202,201812020tam,car,"Carolina Panthers",17,tam,"Tampa Bay Buccaneers",24
player,201812020tam,tam,JoneRo01,rec_yds,0,,,,,
player,201812020tam,tam,JoneRo01,rec_td,0,,,,,
player,201812020tam,tam,JoneRo01,rec_long,0,,,,,
player,201812020tam,tam,JoneRo01,fumbles,0,,,,,
player,201812020tam,tam,JoneRo01,fumbles_lost,0,,,,,
player,201812020tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201812020tam,tam,GodwCh00,pass_att,0,,,,,
player,201812020tam,tam,GodwCh00,pass_yds,0,,,,,
player,201812020tam,tam,GodwCh00,pass_td,0,,,,,
player,201812020tam,tam,GodwCh00,pass_int,0,,,,,
player,201812020tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201812020tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201812020tam,tam,GodwCh00,pass_long,0,,,,,
player,201812020tam,tam,GodwCh00,pass_rating,,,,,,
player,201812020tam,tam,GodwCh00,rush_att,0,,,,,
player,201812020tam,tam,GodwCh00,rush_yds,0,,,,,
player,201812020tam,tam,GodwCh00,rush_td,0,,,,,
player,201812020tam,tam,GodwCh00,rush_long,0,,,,,
player,201812020tam,tam,GodwCh00,targets,6,,,,,
player,201812020tam,tam,GodwCh00,rec,5,,,,,
player,201812020tam,tam,GodwCh00,rec_yds,101,,,,,
player,201812020tam,tam,GodwCh00,rec_td,1,,,,,
player,201812020tam,tam,GodwCh00,rec_long,48,,,,,
player,201812020tam,tam,GodwCh00,fumbles,0,,,,,
player,201812020tam,tam,GodwCh00,fumbles_lost,0,,,,,
player,201812020tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201812020tam,tam,HumpAd00,pass_att,0,,,,,
player,201812020tam,tam,HumpAd00,pass_yds,0,,,,,
player,201812020tam,tam,HumpAd00,pass_td,0,,,,,
player,201812020tam,tam,HumpAd00,pass_int,0,,,,,
player,201812020tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201812020tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201812020tam,tam,HumpAd00,pass_long,0,,,,,
player,201812020tam,tam,HumpAd00,pass_rating,,,,,,
player,201812020tam,tam,HumpAd00,rush_att,0,,,,,
player,201812020tam,tam,HumpAd00,rush_yds,0,,,,,
player,201812020tam,tam,HumpAd00,rush_td,0,,,,,
player,201812020tam,tam,HumpAd00,rush_long,0,,,,,
player,201812020tam,tam,HumpAd00,targets,9,,,,,
player,201812020tam,tam,HumpAd00,rec,7,,,,,
player,201812020tam,tam,HumpAd00,rec_yds,61,,,,,
player,201812020tam,tam,HumpAd00,rec_td,1,,,,,
player,201812020tam,tam,HumpAd00,rec_long,13,,,,,
player,201812020tam,tam,HumpAd00,fumbles,1,,,,,
player,201812020tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201812020tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201812020tam,tam,EvanMi00,pass_att,0,,,,,
player,201812020tam,tam,EvanMi00,pass_yds,0,,,,,
player,201812020tam,tam,EvanMi00,pass_td,0,,,,,
player,201812020tam,tam,EvanMi00,pass_int,0,,,,,
player,201812020tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201812020tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201812020tam,tam,EvanMi00,pass_long,0,,,,,
player,201812020tam,tam,EvanMi00,pass_rating,,,,,,
player,201812020tam,tam,EvanMi00,rush_att,0,,,,,
player,201812020tam,tam,EvanMi00,rush_yds,0,,,,,
player,201812020tam,tam,EvanMi00,rush_td,0,,,,,
player,201812020tam,tam,EvanMi00,rush_long,0,,,,,
player,201812020tam,tam,EvanMi00,targets,6,,,,,
player,201812020tam,tam,EvanMi00,rec,4,,,,,
player,201812020tam,tam,EvanMi00,rec_yds,48,,,,,
player,201812020tam,tam,EvanMi00,rec_td,0,,,,,
player,201812020tam,tam,EvanMi00,rec_long,20,,,,,
player,201812020tam,tam,EvanMi00,fumbles,0,,,,,
player,201812020tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201812020tam,tam,BratCa00,pass_cmp,0,,,,,
player,201812020tam,tam,BratCa00,pass_att,0,,,,,
player,201812020tam,tam,BratCa00,pass_yds,0,,,,,
player,201812020tam,tam,BratCa00,pass_td,0,,,,,
player,201812020tam,tam,BratCa00,pass_int,0,,,,,
player,201812020tam,tam,BratCa00,pass_sacked,0,,,,,
player,201812020tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201812020tam,tam,BratCa00,pass_long,0,,,,,
player,201812020tam,tam,BratCa00,pass_rating,,,,,,
player,201812020tam,tam,BratCa00,rush_att,0,,,,,
player,201812020tam,tam,BratCa00,rush_yds,0,,,,,
player,201812020tam,tam,BratCa00,rush_td,0,,,,,
player,201812020tam,tam,BratCa00,rush_long,0,,,,,
player,201812020tam,tam,BratCa00,targets,6,,,,,
player,201812020tam,tam,BratCa00,rec,3,,,,,
player,201812020tam,tam,BratCa00,rec_yds,36,,,,,
player,201812020tam,tam,BratCa00,rec_td,0,,,,,
player,201812020tam,tam,BratCa00,rec_long,18,,,,,
player,201812020tam,tam,BratCa00,fumbles,0,,,,,
player,201812020tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201812020tam,tam,CrosAl00,pass_cmp,0,,,,,
player,201812020tam,tam,CrosAl00,pass_att,0,,,,,
player,201812020tam,tam,CrosAl00,pass_yds,0,,,,,
player,201812020tam,tam,CrosAl00,pass_td,0,,,,,
player,201812020tam,tam,CrosAl00,pass_int,0,,,,,
player,201812020tam,tam,CrosAl00,pass_sacked,0,,,,,
player,201812020tam,tam,CrosAl00,pass_sacked_yds,0,,,,,
player,201812020tam,tam,CrosAl00,pass_long,0,,,,,
player,201812020tam,tam,CrosAl00,pass_rating,,,,,,
player,201812020tam,tam,CrosAl00,rush_att,0,,,,,
player,201812020tam,tam,CrosAl00,rush_yds,0,,,,,
player,201812020tam,tam,CrosAl00,rush_td,0,,,,,
player,201812020tam,tam,CrosAl00,rush_long,0,,,,,
player,201812020tam,tam,CrosAl00,targets,1,,,,,
player,201812020tam,tam,CrosAl00,rec,1,,,,,
player,201812020tam,tam,CrosAl00,rec_yds,3,,,,,
player,201812020tam,tam,CrosAl00,rec_td,0,,,,,
player,201812020tam,tam,CrosAl00,rec_long,3,,,,,
player,201812020tam,tam,CrosAl00,fumbles,0,,,,,
player,201812020tam,tam,CrosAl00,fumbles_lost,0,,,,,
player,201812020tam,tam,WatsJu01,pass_cmp,0,,,,,
player,201812020tam,tam,WatsJu01,pass_att,0,,,,,
player,201812020tam,tam,WatsJu01,pass_yds,0,,,,,
player,201812020tam,tam,WatsJu01,pass_td,0,,,,,
player,201812020tam,tam,WatsJu01,pass_int,0,,,,,
player,201812020tam,tam,WatsJu01,pass_sacked,0,,,,,
player,201812020tam,tam,WatsJu01,pass_sacked_yds,0,,,,,
player,201812020tam,tam,WatsJu01,pass_long,0,,,,,
player,201812020tam,tam,WatsJu01,pass_rating,,,,,,
player,201812020tam,tam,WatsJu01,rush_att,0,,,,,
player,201812020tam,tam,WatsJu01,rush_yds,0,,,,,
player,201812020tam,tam,WatsJu01,rush_td,0,,,,,
player,201812020tam,tam,WatsJu01,rush_long,0,,,,,
player,201812020tam,tam,WatsJu01,targets,1,,,,,
player,201812020tam,tam,WatsJu01,rec,0,,,,,
player,201812020tam,tam,WatsJu01,rec_yds,0,,,,,
player,201812020tam,tam,WatsJu01,rec_td,0,,,,,
player,201812020tam,tam,WatsJu01,rec_long,0,,,,,
player,201812020tam,tam,WatsJu01,fumbles,0,,,,,
player,201812020tam,tam,WatsJu01,fumbles_lost,0,,,,,
player,201812020tam,car,PoexDo00,def_int,0,,,,,
player,201812020tam,car,PoexDo00,def_int_yds,0,,,,,
player,201812020tam,car,PoexDo00,def_int_td,0,,,,,
player,201812020tam,car,PoexDo00,def_int_long,0,,,,,
player,201812020tam,car,PoexDo00,pass_defended,0,,,,,
player,201812020tam,car,PoexDo00,sacks,1.0,,,,,
player,201812020tam,car,PoexDo00,tackles_combined,3,,,,,
player,201812020tam,car,PoexDo00,tackles_solo,3,,,,,
player,201812020tam,car,PoexDo00,tackles_assists,0,,,,,
player,201812020tam,car,PoexDo00,tackles_loss,3,,,,,
player,201812020tam,car,PoexDo00,qb_hits,1,,,,,
player,201812020tam,car,PoexDo00,fumbles_rec,0,,,,,
player,201812020tam,car,PoexDo00,fumbles_rec_yds,0,,,,,
player,201812020tam,car,PoexDo00,fumbles_rec_td,0,,,,,
player,201812020tam,car,PoexDo00,fumbles_forced,0,,,,,
player,201812020tam,car,ShorKa00,def_int,0,,,,,
player,201812020tam,car,ShorKa00,def_int_yds,0,,,,,
player,201812020tam,car,ShorKa00,def_int_td,0,,,,,
player,201812020tam,car,ShorKa00,def_int_long,0,,,,,
player,201812020tam,car,ShorKa00,pass_defended,0,,,,,
player,201812020tam,car,ShorKa00,sacks,1.0,,,,,
player,201812020tam,car,ShorKa00,tackles_combined,3,,,,,
player,201812020tam,car,ShorKa00,tackles_solo,2,,,,,
player,201812020tam,car,ShorKa00,tackles_assists,1,,,,,
player,201812020tam,car,ShorKa00,tackles_loss,1,,,,,
player,201812020tam,car,ShorKa00,qb_hits,1,,,,,
player,201812020tam,car,ShorKa00,fumbles_rec,0,,,,,
player,201812020tam,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201812020tam,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201812020tam,car,ShorKa00,fumbles_forced,0,,,,,
player,201812020tam,car,ObadEf00,def_int,0,,,,,
player,201812020tam,car,ObadEf00,def_int_yds,0,,,,,
player,201812020tam,car,ObadEf00,def_int_td,0,,,,,
player,201812020tam,car,ObadEf00,def_int_long,0,,,,,
player,201812020tam,car,ObadEf00,pass_defended,1,,,,,
player,201812020tam,car,ObadEf00,sacks,1.0,,,,,
player,201812020tam,car,ObadEf00,tackles_combined,2,,,,,
player,201812020tam,car,ObadEf00,tackles_solo,2,,,,,
player,201812020tam,car,ObadEf00,tackles_assists,0,,,,,
player,201812020tam,car,ObadEf00,tackles_loss,1,,,,,
player,201812020tam,car,ObadEf00,qb_hits,1,,,,,
player,201812020tam,car,ObadEf00,fumbles_rec,0,,,,,
player,201812020tam,car,ObadEf00,fumbles_rec_yds,0,,,,,
player,201812020tam,car,ObadEf00,fumbles_rec_td,0,,,,,
player,201812020tam,car,ObadEf00,fumbles_forced,0,,,,,
player,201812020tam,car,LoveKy00,def_int,0,,,,,
player,201812020tam,car,LoveKy00,def_int_yds,0,,,,,
player,201812020tam,car,LoveKy00,def_int_td,0,,,,,
player,201812020tam,car,LoveKy00,def_int_long,0,,,,,
player,201812020tam,car,LoveKy00,pass_defended,0,,,,,
player,201812020tam,car,LoveKy00,sacks,0.5,,,,,
player,201812020tam,car,LoveKy00,tackles_combined,2,,,,,
player,201812020tam,car,LoveKy00,tackles_solo,1,,,,,
player,201812020tam,car,LoveKy00,tackles_assists,1,,,,,
player,201812020tam,car,LoveKy00,tackles_loss,0,,,,,
player,201812020tam,car,LoveKy00,qb_hits,1,,,,,
player,201812020tam,car,LoveKy00,fumbles_rec,0,,,,,
player,201812020tam,car,LoveKy00,fumbles_rec_yds,0,,,,,
player,201812020tam,car,LoveKy00,fumbles_rec_td,0,,,,,
player,201812020tam,car,LoveKy00,fumbles_forced,0,,,,,
player,201812020tam,car,AddiMa00,def_int,0,,,,,
player,201812020tam,car,AddiMa00,def_int_yds,0,,,,,
player,201812020tam,car,AddiMa00,def_int_td,0,,,,,
player,201812020tam,car,AddiMa00,def_int_long,0,,,,,
player,201812020tam,car,AddiMa00,pass_defended,0,,,,,
player,201812020tam,car,AddiMa00,sacks,0.5,,,,,
player,201812020tam,car,AddiMa00,tackles_combined,1,,,,,
player,201812020tam,car,AddiMa00,tackles_solo,0,,,,,
player,201812020tam,car,AddiMa00,tackles_assists,1,,,,,
player,201812020tam,car,AddiMa00,tackles_loss,0,,,,,
player,201812020tam,car,AddiMa00,qb_hits,1,,,,,
player,201812020tam,car,AddiMa00,fumbles_rec,0,,,,,
player,201812020tam,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201812020tam,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201812020tam,car,AddiMa00,fumbles_forced,0,,,,,
player,201812020tam,car,DaviTh20,def_int,0,,,,,
