game,2018,9,20181104,201811040sea,sdg,"Los Angeles Chargers",25,sea,"Seattle Seahawks",17
player,201811040sea,sdg,GordMe00,pass_long,0,,,,,
player,201811040sea,sdg,GordMe00,pass_rating,,,,,,
player,201811040sea,sdg,GordMe00,rush_att,16,,,,,
player,201811040sea,sdg,GordMe00,rush_yds,113,,,,,
player,201811040sea,sdg,GordMe00,rush_td,1,,,,,
player,201811040sea,sdg,GordMe00,rush_long,34,,,,,
player,201811040sea,sdg,GordMe00,targets,4,,,,,
player,201811040sea,sdg,GordMe00,rec,1,,,,,
player,201811040sea,sdg,GordMe00,rec_yds,10,,,,,
player,201811040sea,sdg,GordMe00,rec_td,0,,,,,
player,201811040sea,sdg,GordMe00,rec_long,10,,,,,
player,201811040sea,sdg,GordMe00,fumbles,0,,,,,
player,201811040sea,sdg,GordMe00,fumbles_lost,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_cmp,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_att,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_yds,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_td,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_int,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_sacked,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_long,0,,,,,
player,201811040sea,sdg,AlleKe00,pass_rating,,,,,,
player,201811040sea,sdg,AlleKe00,rush_att,2,,,,,
player,201811040sea,sdg,AlleKe00,rush_yds,28,,,,,
player,201811040sea,sdg,AlleKe00,rush_td,0,,,,,
player,201811040sea,sdg,AlleKe00,rush_long,28,,,,,
player,201811040sea,sdg,AlleKe00,targets,10,,,,,
player,201811040sea,sdg,AlleKe00,rec,6,,,,,
player,201811040sea,sdg,AlleKe00,rec_yds,124,,,,,
player,201811040sea,sdg,AlleKe00,rec_td,0,,,,,
player,201811040sea,sdg,AlleKe00,rec_long,54,,,,,
player,201811040sea,sdg,AlleKe00,fumbles,0,,,,,
player,201811040sea,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_cmp,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_att,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_yds,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_td,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_int,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_sacked,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_long,0,,,,,
player,201811040sea,sdg,EkelAu00,pass_rating,,,,,,
player,201811040sea,sdg,EkelAu00,rush_att,3,,,,,
player,201811040sea,sdg,EkelAu00,rush_yds,21,,,,,
player,201811040sea,sdg,EkelAu00,rush_td,0,,,,,
player,201811040sea,sdg,EkelAu00,rush_long,16,,,,,
player,201811040sea,sdg,EkelAu00,targets,2,,,,,
player,201811040sea,sdg,EkelAu00,rec,1,,,,,
player,201811040sea,sdg,EkelAu00,rec_yds,13,,,,,
player,201811040sea,sdg,EkelAu00,rec_td,0,,,,,
player,201811040sea,sdg,EkelAu00,rec_long,13,,,,,
player,201811040sea,sdg,EkelAu00,fumbles,0,,,,,
player,201811040sea,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201811040sea,sdg,WillMi07,pass_cmp,0,,,,,
player,201811040sea,sdg,WillMi07,pass_att,0,,,,,
player,201811040sea,sdg,WillMi07,pass_yds,0,,,,,
player,201811040sea,sdg,WillMi07,pass_td,0,,,,,
player,201811040sea,sdg,WillMi07,pass_int,0,,,,,
player,201811040sea,sdg,WillMi07,pass_sacked,0,,,,,
player,201811040sea,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201811040sea,sdg,WillMi07,pass_long,0,,,,,
player,201811040sea,sdg,WillMi07,pass_rating,,,,,,
player,201811040sea,sdg,WillMi07,rush_att,0,,,,,
player,201811040sea,sdg,WillMi07,rush_yds,0,,,,,
player,201811040sea,sdg,WillMi07,rush_td,0,,,,,
player,201811040sea,sdg,WillMi07,rush_long,0,,,,,
player,201811040sea,sdg,WillMi07,targets,3,,,,,
player,201811040sea,sdg,WillMi07,rec,1,,,,,
player,201811040sea,sdg,WillMi07,rec_yds,30,,,,,
player,201811040sea,sdg,WillMi07,rec_td,1,,,,,
player,201811040sea,sdg,WillMi07,rec_long,30,,,,,
player,201811040sea,sdg,WillMi07,fumbles,0,,,,,
player,201811040sea,sdg,WillMi07,fumbles_lost,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_cmp,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_att,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_yds,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_td,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_int,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_sacked,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_long,0,,,,,
player,201811040sea,sdg,GreeVi00,pass_rating,,,,,,
player,201811040sea,sdg,GreeVi00,rush_att,0,,,,,
player,201811040sea,sdg,GreeVi00,rush_yds,0,,,,,
player,201811040sea,sdg,GreeVi00,rush_td,0,,,,,
player,201811040sea,sdg,GreeVi00,rush_long,0,,,,,
player,201811040sea,sdg,GreeVi00,targets,3,,,,,
player,201811040sea,sdg,GreeVi00,rec,2,,,,,
player,201811040sea,sdg,GreeVi00,rec_yds,28,,,,,
player,201811040sea,sdg,GreeVi00,rec_td,0,,,,,
player,201811040sea,sdg,GreeVi00,rec_long,22,,,,,
player,201811040sea,sdg,GreeVi00,fumbles,0,,,,,
player,201811040sea,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201811040sea,sdg,WillTy00,pass_cmp,0,,,,,
player,201811040sea,sdg,WillTy00,pass_att,0,,,,,
player,201811040sea,sdg,WillTy00,pass_yds,0,,,,,
player,201811040sea,sdg,WillTy00,pass_td,0,,,,,
player,201811040sea,sdg,WillTy00,pass_int,0,,,,,
player,201811040sea,sdg,WillTy00,pass_sacked,0,,,,,
player,201811040sea,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201811040sea,sdg,WillTy00,pass_long,0,,,,,
player,201811040sea,sdg,WillTy00,pass_rating,,,,,,
player,201811040sea,sdg,WillTy00,rush_att,0,,,,,
player,201811040sea,sdg,WillTy00,rush_yds,0,,,,,
player,201811040sea,sdg,WillTy00,rush_td,0,,,,,
player,201811040sea,sdg,WillTy00,rush_long,0,,,,,
player,201811040sea,sdg,WillTy00,targets,3,,,,,
player,201811040sea,sdg,WillTy00,rec,2,,,,,
player,201811040sea,sdg,WillTy00,rec_yds,23,,,,,
player,201811040sea,sdg,WillTy00,rec_td,1,,,,,
player,201811040sea,sdg,WillTy00,rec_long,12,,,,,
player,201811040sea,sdg,WillTy00,fumbles,0,,,,,
player,201811040sea,sdg,WillTy00,fumbles_lost,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_cmp,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_att,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_yds,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_td,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_int,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_sacked,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_long,0,,,,,
player,201811040sea,sdg,BenjTr00,pass_rating,,,,,,
player,201811040sea,sdg,BenjTr00,rush_att,1,,,,,
player,201811040sea,sdg,BenjTr00,rush_yds,-2,,,,,
player,201811040sea,sdg,BenjTr00,rush_td,0,,,,,
player,201811040sea,sdg,BenjTr00,rush_long,-2,,,,,
player,201811040sea,sdg,BenjTr00,targets,1,,,,,
player,201811040sea,sdg,BenjTr00,rec,0,,,,,
player,201811040sea,sdg,BenjTr00,rec_yds,0,,,,,
player,201811040sea,sdg,BenjTr00,rec_td,0,,,,,
player,201811040sea,sdg,BenjTr00,rec_long,0,,,,,
player,201811040sea,sdg,BenjTr00,fumbles,0,,,,,
player,201811040sea,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201811040sea,sea,WilsRu00,pass_cmp,26,,,,,
player,201811040sea,sea,WilsRu00,pass_att,39,,,,,
player,201811040sea,sea,WilsRu00,pass_yds,235,,,,,
player,201811040sea,sea,WilsRu00,pass_td,2,,,,,
player,201811040sea,sea,WilsRu00,pass_int,1,,,,,
player,201811040sea,sea,WilsRu00,pass_sacked,4,,,,,
player,201811040sea,sea,WilsRu00,pass_sacked_yds,33,,,,,
player,201811040sea,sea,WilsRu00,pass_long,42,,,,,
player,201811040sea,sea,WilsRu00,pass_rating,89.2,,,,,
player,201811040sea,sea,WilsRu00,rush_att,5,,,,,
player,201811040sea,sea,WilsRu00,rush_yds,41,,,,,
player,201811040sea,sea,WilsRu00,rush_td,0,,,,,
player,201811040sea,sea,WilsRu00,rush_long,16,,,,,
player,201811040sea,sea,WilsRu00,targets,0,,,,,
player,201811040sea,sea,WilsRu00,rec,0,,,,,
player,201811040sea,sea,WilsRu00,rec_yds,0,,,,,
player,201811040sea,sea,WilsRu00,rec_td,0,,,,,
player,201811040sea,sea,WilsRu00,rec_long,0,,,,,
player,201811040sea,sea,WilsRu00,fumbles,1,,,,,
player,201811040sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201811040sea,sea,DaviMi01,pass_cmp,0,,,,,
player,201811040sea,sea,DaviMi01,pass_att,0,,,,,
player,201811040sea,sea,DaviMi01,pass_yds,0,,,,,
player,201811040sea,sea,DaviMi01,pass_td,0,,,,,
player,201811040sea,sea,DaviMi01,pass_int,0,,,,,
player,201811040sea,sea,DaviMi01,pass_sacked,0,,,,,
player,201811040sea,sea,DaviMi01,pass_sacked_yds,0,,,,,
player,201811040sea,sea,DaviMi01,pass_long,0,,,,,
player,201811040sea,sea,DaviMi01,pass_rating,,,,,,
player,201811040sea,sea,DaviMi01,rush_att,15,,,,,
player,201811040sea,sea,DaviMi01,rush_yds,62,,,,,
player,201811040sea,sea,DaviMi01,rush_td,0,,,,,
player,201811040sea,sea,DaviMi01,rush_long,12,,,,,
player,201811040sea,sea,DaviMi01,targets,8,,,,,
player,201811040sea,sea,DaviMi01,rec,7,,,,,
player,201811040sea,sea,DaviMi01,rec_yds,45,,,,,
player,201811040sea,sea,DaviMi01,rec_td,0,,,,,
player,201811040sea,sea,DaviMi01,rec_long,10,,,,,
player,201811040sea,sea,DaviMi01,fumbles,0,,,,,
player,201811040sea,sea,DaviMi01,fumbles_lost,0,,,,,
player,201811040sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201811040sea,sea,CarsCh00,pass_att,0,,,,,
player,201811040sea,sea,CarsCh00,pass_yds,0,,,,,
player,201811040sea,sea,CarsCh00,pass_td,0,,,,,
player,201811040sea,sea,CarsCh00,pass_int,0,,,,,
player,201811040sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201811040sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201811040sea,sea,CarsCh00,pass_long,0,,,,,
player,201811040sea,sea,CarsCh00,pass_rating,,,,,,
player,201811040sea,sea,CarsCh00,rush_att,8,,,,,
player,201811040sea,sea,CarsCh00,rush_yds,40,,,,,
player,201811040sea,sea,CarsCh00,rush_td,0,,,,,
player,201811040sea,sea,CarsCh00,rush_long,15,,,,,
player,201811040sea,sea,CarsCh00,targets,0,,,,,
player,201811040sea,sea,CarsCh00,rec,0,,,,,
player,201811040sea,sea,CarsCh00,rec_yds,0,,,,,
player,201811040sea,sea,CarsCh00,rec_td,0,,,,,
player,201811040sea,sea,CarsCh00,rec_long,0,,,,,
player,201811040sea,sea,CarsCh00,fumbles,0,,,,,
player,201811040sea,sea,CarsCh00,fumbles_lost,0,,,,,
player,201811040sea,sea,PennRa00,pass_cmp,0,,,,,
player,201811040sea,sea,PennRa00,pass_att,0,,,,,
player,201811040sea,sea,PennRa00,pass_yds,0,,,,,
player,201811040sea,sea,PennRa00,pass_td,0,,,,,
player,201811040sea,sea,PennRa00,pass_int,0,,,,,
player,201811040sea,sea,PennRa00,pass_sacked,0,,,,,
player,201811040sea,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201811040sea,sea,PennRa00,pass_long,0,,,,,
player,201811040sea,sea,PennRa00,pass_rating,,,,,,
player,201811040sea,sea,PennRa00,rush_att,4,,,,,
player,201811040sea,sea,PennRa00,rush_yds,11,,,,,
player,201811040sea,sea,PennRa00,rush_td,0,,,,,
player,201811040sea,sea,PennRa00,rush_long,9,,,,,
player,201811040sea,sea,PennRa00,targets,3,,,,,
player,201811040sea,sea,PennRa00,rec,3,,,,,
player,201811040sea,sea,PennRa00,rec_yds,13,,,,,
player,201811040sea,sea,PennRa00,rec_td,0,,,,,
player,201811040sea,sea,PennRa00,rec_long,6,,,,,
player,201811040sea,sea,PennRa00,fumbles,0,,,,,
player,201811040sea,sea,PennRa00,fumbles_lost,0,,,,,
player,201811040sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201811040sea,sea,BaldDo00,pass_att,0,,,,,
player,201811040sea,sea,BaldDo00,pass_yds,0,,,,,
player,201811040sea,sea,BaldDo00,pass_td,0,,,,,
player,201811040sea,sea,BaldDo00,pass_int,0,,,,,
player,201811040sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201811040sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201811040sea,sea,BaldDo00,pass_long,0,,,,,
player,201811040sea,sea,BaldDo00,pass_rating,,,,,,
player,201811040sea,sea,BaldDo00,rush_att,0,,,,,
player,201811040sea,sea,BaldDo00,rush_yds,0,,,,,
player,201811040sea,sea,BaldDo00,rush_td,0,,,,,
player,201811040sea,sea,BaldDo00,rush_long,0,,,,,
player,201811040sea,sea,BaldDo00,targets,4,,,,,
player,201811040sea,sea,BaldDo00,rec,4,,,,,
player,201811040sea,sea,BaldDo00,rec_yds,77,,,,,
player,201811040sea,sea,BaldDo00,rec_td,0,,,,,
player,201811040sea,sea,BaldDo00,rec_long,42,,,,,
player,201811040sea,sea,BaldDo00,fumbles,0,,,,,
player,201811040sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201811040sea,sea,VannNi00,pass_cmp,0,,,,,
player,201811040sea,sea,VannNi00,pass_att,0,,,,,
player,201811040sea,sea,VannNi00,pass_yds,0,,,,,
player,201811040sea,sea,VannNi00,pass_td,0,,,,,
player,201811040sea,sea,VannNi00,pass_int,0,,,,,
player,201811040sea,sea,VannNi00,pass_sacked,0,,,,,
player,201811040sea,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201811040sea,sea,VannNi00,pass_long,0,,,,,
player,201811040sea,sea,VannNi00,pass_rating,,,,,,
player,201811040sea,sea,VannNi00,rush_att,0,,,,,
player,201811040sea,sea,VannNi00,rush_yds,0,,,,,
player,201811040sea,sea,VannNi00,rush_td,0,,,,,
player,201811040sea,sea,VannNi00,rush_long,0,,,,,
player,201811040sea,sea,VannNi00,targets,8,,,,,
player,201811040sea,sea,VannNi00,rec,6,,,,,
player,201811040sea,sea,VannNi00,rec_yds,52,,,,,
player,201811040sea,sea,VannNi00,rec_td,1,,,,,
player,201811040sea,sea,VannNi00,rec_long,11,,,,,
player,201811040sea,sea,VannNi00,fumbles,0,,,,,
player,201811040sea,sea,VannNi00,fumbles_lost,0,,,,,
player,201811040sea,sea,LockTy00,pass_cmp,0,,,,,
player,201811040sea,sea,LockTy00,pass_att,0,,,,,
player,201811040sea,sea,LockTy00,pass_yds,0,,,,,
player,201811040sea,sea,LockTy00,pass_td,0,,,,,
player,201811040sea,sea,LockTy00,pass_int,0,,,,,
player,201811040sea,sea,LockTy00,pass_sacked,0,,,,,
player,201811040sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201811040sea,sea,LockTy00,pass_long,0,,,,,
player,201811040sea,sea,LockTy00,pass_rating,,,,,,
player,201811040sea,sea,LockTy00,rush_att,0,,,,,
player,201811040sea,sea,LockTy00,rush_yds,0,,,,,
player,201811040sea,sea,LockTy00,rush_td,0,,,,,
player,201811040sea,sea,LockTy00,rush_long,0,,,,,
player,201811040sea,sea,LockTy00,targets,4,,,,,
player,201811040sea,sea,LockTy00,rec,3,,,,,
player,201811040sea,sea,LockTy00,rec_yds,22,,,,,
player,201811040sea,sea,LockTy00,rec_td,0,,,,,
player,201811040sea,sea,LockTy00,rec_long,9,,,,,
player,201811040sea,sea,LockTy00,fumbles,0,,,,,
player,201811040sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201811040sea,sea,MoorDa03,pass_cmp,0,,,,,
player,201811040sea,sea,MoorDa03,pass_att,0,,,,,
player,201811040sea,sea,MoorDa03,pass_yds,0,,,,,
player,201811040sea,sea,MoorDa03,pass_td,0,,,,,
player,201811040sea,sea,MoorDa03,pass_int,0,,,,,
player,201811040sea,sea,MoorDa03,pass_sacked,0,,,,,
player,201811040sea,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201811040sea,sea,MoorDa03,pass_long,0,,,,,
player,201811040sea,sea,MoorDa03,pass_rating,,,,,,
player,201811040sea,sea,MoorDa03,rush_att,0,,,,,
player,201811040sea,sea,MoorDa03,rush_yds,0,,,,,
player,201811040sea,sea,MoorDa03,rush_td,0,,,,,
player,201811040sea,sea,MoorDa03,rush_long,0,,,,,
player,201811040sea,sea,MoorDa03,targets,7,,,,,
player,201811040sea,sea,MoorDa03,rec,2,,,,,
player,201811040sea,sea,MoorDa03,rec_yds,16,,,,,
player,201811040sea,sea,MoorDa03,rec_td,0,,,,,
player,201811040sea,sea,MoorDa03,rec_long,9,,,,,
player,201811040sea,sea,MoorDa03,fumbles,0,,,,,
player,201811040sea,sea,MoorDa03,fumbles_lost,0,,,,,
player,201811040sea,sea,BrowJa03,pass_cmp,0,,,,,
player,201811040sea,sea,BrowJa03,pass_att,0,,,,,
player,201811040sea,sea,BrowJa03,pass_yds,0,,,,,
player,201811040sea,sea,BrowJa03,pass_td,0,,,,,
player,201811040sea,sea,BrowJa03,pass_int,0,,,,,
player,201811040sea,sea,BrowJa03,pass_sacked,0,,,,,
player,201811040sea,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201811040sea,sea,BrowJa03,pass_long,0,,,,,
player,201811040sea,sea,BrowJa03,pass_rating,,,,,,
player,201811040sea,sea,BrowJa03,rush_att,0,,,,,
player,201811040sea,sea,BrowJa03,rush_yds,0,,,,,
player,201811040sea,sea,BrowJa03,rush_td,0,,,,,
player,201811040sea,sea,BrowJa03,rush_long,0,,,,,
player,201811040sea,sea,BrowJa03,targets,2,,,,,
player,201811040sea,sea,BrowJa03,rec,1,,,,,
player,201811040sea,sea,BrowJa03,rec_yds,10,,,,,
player,201811040sea,sea,BrowJa03,rec_td,1,,,,,
player,201811040sea,sea,BrowJa03,rec_long,10,,,,,
player,201811040sea,sea,BrowJa03,fumbles,0,,,,,
player,201811040sea,sea,BrowJa03,fumbles_lost,0,,,,,
player,201811040sea,sea,DickEd00,pass_cmp,0,,,,,
player,201811040sea,sea,DickEd00,pass_att,0,,,,,
player,201811040sea,sea,DickEd00,pass_yds,0,,,,,
player,201811040sea,sea,DickEd00,pass_td,0,,,,,
player,201811040sea,sea,DickEd00,pass_int,0,,,,,
player,201811040sea,sea,DickEd00,pass_sacked,0,,,,,
player,201811040sea,sea,DickEd00,pass_sacked_yds,0,,,,,
player,201811040sea,sea,DickEd00,pass_long,0,,,,,
player,201811040sea,sea,DickEd00,pass_rating,,,,,,
player,201811040sea,sea,DickEd00,rush_att,0,,,,,
player,201811040sea,sea,DickEd00,rush_yds,0,,,,,
player,201811040sea,sea,DickEd00,rush_td,0,,,,,
player,201811040sea,sea,DickEd00,rush_long,0,,,,,
player,201811040sea,sea,DickEd00,targets,1,,,,,
player,201811040sea,sea,DickEd00,rec,0,,,,,
player,201811040sea,sea,DickEd00,rec_yds,0,,,,,
player,201811040sea,sea,DickEd00,rec_td,0,,,,,
player,201811040sea,sea,DickEd00,rec_long,0,,,,,
player,201811040sea,sea,DickEd00,fumbles,0,,,,,
player,201811040sea,sea,DickEd00,fumbles_lost,0,,,,,
player,201811040sea,sdg,KingDe01,def_int,1,,,,,
player,201811040sea,sdg,KingDe01,def_int_yds,42,,,,,
player,201811040sea,sdg,KingDe01,def_int_td,1,,,,,
player,201811040sea,sdg,KingDe01,def_int_long,42,,,,,
player,201811040sea,sdg,KingDe01,pass_defended,2,,,,,
player,201811040sea,sdg,KingDe01,sacks,0.0,,,,,
player,201811040sea,sdg,KingDe01,tackles_combined,3,,,,,
player,201811040sea,sdg,KingDe01,tackles_solo,1,,,,,
player,201811040sea,sdg,KingDe01,tackles_assists,2,,,,,
player,201811040sea,sdg,KingDe01,tackles_loss,0,,,,,
player,201811040sea,sdg,KingDe01,qb_hits,0,,,,,
player,201811040sea,sdg,KingDe01,fumbles_rec,0,,,,,
player,201811040sea,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201811040sea,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201811040sea,sdg,KingDe01,fumbles_forced,0,,,,,
player,201811040sea,sdg,AddaJa00,def_int,0,,,,,
player,201811040sea,sdg,AddaJa00,def_int_yds,0,,,,,
player,201811040sea,sdg,AddaJa00,def_int_td,0,,,,,
player,201811040sea,sdg,AddaJa00,def_int_long,0,,,,,
player,201811040sea,sdg,AddaJa00,pass_defended,1,,,,,
player,201811040sea,sdg,AddaJa00,sacks,1.0,,,,,
player,201811040sea,sdg,AddaJa00,tackles_combined,10,,,,,
player,201811040sea,sdg,AddaJa00,tackles_solo,3,,,,,
player,201811040sea,sdg,AddaJa00,tackles_assists,7,,,,,
player,201811040sea,sdg,AddaJa00,tackles_loss,1,,,,,
player,201811040sea,sdg,AddaJa00,qb_hits,1,,,,,
player,201811040sea,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201811040sea,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201811040sea,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201811040sea,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201811040sea,sdg,IngrMe00,def_int,0,,,,,
player,201811040sea,sdg,IngrMe00,def_int_yds,0,,,,,
player,201811040sea,sdg,IngrMe00,def_int_td,0,,,,,
player,201811040sea,sdg,IngrMe00,def_int_long,0,,,,,
player,201811040sea,sdg,IngrMe00,pass_defended,0,,,,,
player,201811040sea,sdg,IngrMe00,sacks,1.0,,,,,
player,201811040sea,sdg,IngrMe00,tackles_combined,4,,,,,
player,201811040sea,sdg,IngrMe00,tackles_solo,1,,,,,
player,201811040sea,sdg,IngrMe00,tackles_assists,3,,,,,
player,201811040sea,sdg,IngrMe00,tackles_loss,1,,,,,
player,201811040sea,sdg,IngrMe00,qb_hits,2,,,,,
player,201811040sea,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201811040sea,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201811040sea,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201811040sea,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201811040sea,sdg,RochIs00,def_int,0,,,,,
player,201811040sea,sdg,RochIs00,def_int_yds,0,,,,,
player,201811040sea,sdg,RochIs00,def_int_td,0,,,,,
player,201811040sea,sdg,RochIs00,def_int_long,0,,,,,
player,201811040sea,sdg,RochIs00,pass_defended,0,,,,,
player,201811040sea,sdg,RochIs00,sacks,1.0,,,,,
player,201811040sea,sdg,RochIs00,tackles_combined,2,,,,,
player,201811040sea,sdg,RochIs00,tackles_solo,2,,,,,
player,201811040sea,sdg,RochIs00,tackles_assists,0,,,,,
player,201811040sea,sdg,RochIs00,tackles_loss,1,,,,,
player,201811040sea,sdg,RochIs00,qb_hits,1,,,,,
player,201811040sea,sdg,RochIs00,fumbles_rec,0,,,,,
player,201811040sea,sdg,RochIs00,fumbles_rec_yds,0,,,,,
player,201811040sea,sdg,RochIs00,fumbles_rec_td,0,,,,,
player,201811040sea,sdg,RochIs00,fumbles_forced,0,,,,,
player,201811040sea,sdg,SquaDa00,def_int,0,,,,,
player,201811040sea,sdg,SquaDa00,def_int_yds,0,,,,,
player,201811040sea,sdg,SquaDa00,def_int_td,0,,,,,
player,201811040sea,sdg,SquaDa00,def_int_long,0,,,,,
player,201811040sea,sdg,SquaDa00,pass_defended,0,,,,,
player,201811040sea,sdg,SquaDa00,sacks,1.0,,,,,
