game,2018,8,20181028,201810280kan,den,"Denver Broncos",23,kan,"Kansas City Chiefs",30
team,201810280kan,den,First Downs,22,,,,,,
team,201810280kan,kan,First Downs,20,,,,,,
team,201810280kan,den,Rush-Yds-TDs,30-189-1,,,,,,
team,201810280kan,kan,Rush-Yds-TDs,18-49-0,,,,,,
team,201810280kan,den,Cmp-Att-Yd-TD-INT,23-34-262-2-1,,,,,,
team,201810280kan,kan,Cmp-Att-Yd-TD-INT,24-34-303-4-1,,,,,,
team,201810280kan,den,Sacked-Yards,5-40,,,,,,
team,201810280kan,kan,Sacked-Yards,2-12,,,,,,
team,201810280kan,den,Net Pass Yards,222,,,,,,
team,201810280kan,kan,Net Pass Yards,291,,,,,,
team,201810280kan,den,Total Yards,411,,,,,,
team,201810280kan,kan,Total Yards,340,,,,,,
team,201810280kan,den,Fumbles-Lost,3-1,,,,,,
team,201810280kan,kan,Fumbles-Lost,0-0,,,,,,
team,201810280kan,den,Turnovers,2,,,,,,
team,201810280kan,kan,Turnovers,1,,,,,,
team,201810280kan,den,Penalties-Yards,10-83,,,,,,
team,201810280kan,kan,Penalties-Yards,7-50,,,,,,
team,201810280kan,den,Third Down Conv.,4-12,,,,,,
team,201810280kan,kan,Third Down Conv.,3-10,,,,,,
team,201810280kan,den,Fourth Down Conv.,1-1,,,,,,
team,201810280kan,kan,Fourth Down Conv.,1-1,,,,,,
team,201810280kan,den,Time of Possession,32:41,,,,,,
team,201810280kan,kan,Time of Possession,27:19,,,,,,
player,201810280kan,den,KeenCa00,pass_cmp,23,,,,,
player,201810280kan,den,KeenCa00,pass_att,34,,,,,
player,201810280kan,den,KeenCa00,pass_yds,262,,,,,
player,201810280kan,den,KeenCa00,pass_td,2,,,,,
player,201810280kan,den,KeenCa00,pass_int,1,,,,,
player,201810280kan,den,KeenCa00,pass_sacked,5,,,,,
player,201810280kan,den,KeenCa00,pass_sacked_yds,40,,,,,
player,201810280kan,den,KeenCa00,pass_long,49,,,,,
player,201810280kan,den,KeenCa00,pass_rating,97.9,,,,,
player,201810280kan,den,KeenCa00,rush_att,1,,,,,
player,201810280kan,den,KeenCa00,rush_yds,9,,,,,
player,201810280kan,den,KeenCa00,rush_td,0,,,,,
player,201810280kan,den,KeenCa00,rush_long,9,,,,,
player,201810280kan,den,KeenCa00,targets,0,,,,,
player,201810280kan,den,KeenCa00,rec,0,,,,,
player,201810280kan,den,KeenCa00,rec_yds,0,,,,,
player,201810280kan,den,KeenCa00,rec_td,0,,,,,
player,201810280kan,den,KeenCa00,rec_long,0,,,,,
player,201810280kan,den,KeenCa00,fumbles,2,,,,,
player,201810280kan,den,KeenCa00,fumbles_lost,1,,,,,
player,201810280kan,den,LindPh00,pass_cmp,0,,,,,
player,201810280kan,den,LindPh00,pass_att,0,,,,,
player,201810280kan,den,LindPh00,pass_yds,0,,,,,
player,201810280kan,den,LindPh00,pass_td,0,,,,,
player,201810280kan,den,LindPh00,pass_int,0,,,,,
player,201810280kan,den,LindPh00,pass_sacked,0,,,,,
player,201810280kan,den,LindPh00,pass_sacked_yds,0,,,,,
player,201810280kan,den,LindPh00,pass_long,0,,,,,
player,201810280kan,den,LindPh00,pass_rating,,,,,,
player,201810280kan,den,LindPh00,rush_att,18,,,,,
player,201810280kan,den,LindPh00,rush_yds,95,,,,,
player,201810280kan,den,LindPh00,rush_td,1,,,,,
player,201810280kan,den,LindPh00,rush_long,14,,,,,
player,201810280kan,den,LindPh00,targets,3,,,,,
player,201810280kan,den,LindPh00,rec,3,,,,,
player,201810280kan,den,LindPh00,rec_yds,17,,,,,
player,201810280kan,den,LindPh00,rec_td,0,,,,,
player,201810280kan,den,LindPh00,rec_long,13,,,,,
player,201810280kan,den,LindPh00,fumbles,0,,,,,
player,201810280kan,den,LindPh00,fumbles_lost,0,,,,,
player,201810280kan,den,BookDe00,pass_cmp,0,,,,,
player,201810280kan,den,BookDe00,pass_att,0,,,,,
player,201810280kan,den,BookDe00,pass_yds,0,,,,,
player,201810280kan,den,BookDe00,pass_td,0,,,,,
player,201810280kan,den,BookDe00,pass_int,0,,,,,
player,201810280kan,den,BookDe00,pass_sacked,0,,,,,
player,201810280kan,den,BookDe00,pass_sacked_yds,0,,,,,
player,201810280kan,den,BookDe00,pass_long,0,,,,,
player,201810280kan,den,BookDe00,pass_rating,,,,,,
player,201810280kan,den,BookDe00,rush_att,9,,,,,
