game,2018,14,20181209,201812090kan,rav,"Baltimore Ravens",24,kan,"Kansas City Chiefs",27
team,201812090kan,rav,First Downs,24,,,,,,
team,201812090kan,kan,First Downs,30,,,,,,
team,201812090kan,rav,Rush-Yds-TDs,40-194-1,,,,,,
team,201812090kan,kan,Rush-Yds-TDs,27-94-1,,,,,,
team,201812090kan,rav,Cmp-Att-Yd-TD-INT,13-26-147-2-0,,,,,,
team,201812090kan,kan,Cmp-Att-Yd-TD-INT,35-53-377-2-1,,,,,,
team,201812090kan,rav,Sacked-Yards,2-20,,,,,,
team,201812090kan,kan,Sacked-Yards,3-29,,,,,,
team,201812090kan,rav,Net Pass Yards,127,,,,,,
team,201812090kan,kan,Net Pass Yards,348,,,,,,
team,201812090kan,rav,Total Yards,321,,,,,,
team,201812090kan,kan,Total Yards,442,,,,,,
team,201812090kan,rav,Fumbles-Lost,1-1,,,,,,
team,201812090kan,kan,Fumbles-Lost,1-0,,,,,,
team,201812090kan,rav,Turnovers,1,,,,,,
team,201812090kan,kan,Turnovers,1,,,,,,
team,201812090kan,rav,Penalties-Yards,11-112,,,,,,
team,201812090kan,kan,Penalties-Yards,7-53,,,,,,
team,201812090kan,rav,Third Down Conv.,5-12,,,,,,
team,201812090kan,kan,Third Down Conv.,6-16,,,,,,
team,201812090kan,rav,Fourth Down Conv.,1-3,,,,,,
team,201812090kan,kan,Fourth Down Conv.,3-3,,,,,,
team,201812090kan,rav,Time of Possession,31:27,,,,,,
team,201812090kan,kan,Time of Possession,37:00,,,,,,
player,201812090kan,rav,JackLa00,pass_cmp,13,,,,,
player,201812090kan,rav,JackLa00,pass_att,24,,,,,
player,201812090kan,rav,JackLa00,pass_yds,147,,,,,
player,201812090kan,rav,JackLa00,pass_td,2,,,,,
player,201812090kan,rav,JackLa00,pass_int,0,,,,,
player,201812090kan,rav,JackLa00,pass_sacked,2,,,,,
player,201812090kan,rav,JackLa00,pass_sacked_yds,20,,,,,
player,201812090kan,rav,JackLa00,pass_long,21,,,,,
player,201812090kan,rav,JackLa00,pass_rating,100.5,,,,,
player,201812090kan,rav,JackLa00,rush_att,14,,,,,
player,201812090kan,rav,JackLa00,rush_yds,67,,,,,
player,201812090kan,rav,JackLa00,rush_td,0,,,,,
player,201812090kan,rav,JackLa00,rush_long,21,,,,,
player,201812090kan,rav,JackLa00,targets,0,,,,,
player,201812090kan,rav,JackLa00,rec,0,,,,,
player,201812090kan,rav,JackLa00,rec_yds,0,,,,,
player,201812090kan,rav,JackLa00,rec_td,0,,,,,
player,201812090kan,rav,JackLa00,rec_long,0,,,,,
player,201812090kan,rav,JackLa00,fumbles,1,,,,,
player,201812090kan,rav,JackLa00,fumbles_lost,1,,,,,
player,201812090kan,rav,GrifRo01,pass_cmp,0,,,,,
player,201812090kan,rav,GrifRo01,pass_att,2,,,,,
player,201812090kan,rav,GrifRo01,pass_yds,0,,,,,
player,201812090kan,rav,GrifRo01,pass_td,0,,,,,
player,201812090kan,rav,GrifRo01,pass_int,0,,,,,
player,201812090kan,rav,GrifRo01,pass_sacked,0,,,,,
player,201812090kan,rav,GrifRo01,pass_sacked_yds,0,,,,,
player,201812090kan,rav,GrifRo01,pass_long,0,,,,,
player,201812090kan,rav,GrifRo01,pass_rating,39.6,,,,,
player,201812090kan,rav,GrifRo01,rush_att,0,,,,,
player,201812090kan,rav,GrifRo01,rush_yds,0,,,,,
player,201812090kan,rav,GrifRo01,rush_td,0,,,,,
player,201812090kan,rav,GrifRo01,rush_long,0,,,,,
player,201812090kan,rav,GrifRo01,targets,0,,,,,
player,201812090kan,rav,GrifRo01,rec,0,,,,,
player,201812090kan,rav,GrifRo01,rec_yds,0,,,,,
player,201812090kan,rav,GrifRo01,rec_td,0,,,,,
player,201812090kan,rav,GrifRo01,rec_long,0,,,,,
player,201812090kan,rav,GrifRo01,fumbles,0,,,,,
player,201812090kan,rav,GrifRo01,fumbles_lost,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_cmp,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_att,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_yds,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_td,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_int,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_sacked,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_long,0,,,,,
player,201812090kan,rav,EdwaGu00,pass_rating,,,,,,
player,201812090kan,rav,EdwaGu00,rush_att,16,,,,,
player,201812090kan,rav,EdwaGu00,rush_yds,67,,,,,
player,201812090kan,rav,EdwaGu00,rush_td,0,,,,,
player,201812090kan,rav,EdwaGu00,rush_long,11,,,,,
player,201812090kan,rav,EdwaGu00,targets,0,,,,,
player,201812090kan,rav,EdwaGu00,rec,0,,,,,
player,201812090kan,rav,EdwaGu00,rec_yds,0,,,,,
player,201812090kan,rav,EdwaGu00,rec_td,0,,,,,
player,201812090kan,rav,EdwaGu00,rec_long,0,,,,,
player,201812090kan,rav,EdwaGu00,fumbles,0,,,,,
player,201812090kan,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201812090kan,rav,DixoKe00,pass_cmp,0,,,,,
player,201812090kan,rav,DixoKe00,pass_att,0,,,,,
player,201812090kan,rav,DixoKe00,pass_yds,0,,,,,
player,201812090kan,rav,DixoKe00,pass_td,0,,,,,
player,201812090kan,rav,DixoKe00,pass_int,0,,,,,
player,201812090kan,rav,DixoKe00,pass_sacked,0,,,,,
player,201812090kan,rav,DixoKe00,pass_sacked_yds,0,,,,,
player,201812090kan,rav,DixoKe00,pass_long,0,,,,,
player,201812090kan,rav,DixoKe00,pass_rating,,,,,,
player,201812090kan,rav,DixoKe00,rush_att,8,,,,,
player,201812090kan,rav,DixoKe00,rush_yds,59,,,,,
player,201812090kan,rav,DixoKe00,rush_td,1,,,,,
player,201812090kan,rav,DixoKe00,rush_long,15,,,,,
player,201812090kan,rav,DixoKe00,targets,1,,,,,
player,201812090kan,rav,DixoKe00,rec,1,,,,,
player,201812090kan,rav,DixoKe00,rec_yds,21,,,,,
player,201812090kan,rav,DixoKe00,rec_td,0,,,,,
player,201812090kan,rav,DixoKe00,rec_long,21,,,,,
player,201812090kan,rav,DixoKe00,fumbles,0,,,,,
player,201812090kan,rav,DixoKe00,fumbles_lost,0,,,,,
player,201812090kan,rav,MontTy01,pass_cmp,0,,,,,
player,201812090kan,rav,MontTy01,pass_att,0,,,,,
player,201812090kan,rav,MontTy01,pass_yds,0,,,,,
player,201812090kan,rav,MontTy01,pass_td,0,,,,,
player,201812090kan,rav,MontTy01,pass_int,0,,,,,
player,201812090kan,rav,MontTy01,pass_sacked,0,,,,,
player,201812090kan,rav,MontTy01,pass_sacked_yds,0,,,,,
player,201812090kan,rav,MontTy01,pass_long,0,,,,,
player,201812090kan,rav,MontTy01,pass_rating,,,,,,
player,201812090kan,rav,MontTy01,rush_att,2,,,,,
player,201812090kan,rav,MontTy01,rush_yds,1,,,,,
player,201812090kan,rav,MontTy01,rush_td,0,,,,,
player,201812090kan,rav,MontTy01,rush_long,1,,,,,
player,201812090kan,rav,MontTy01,targets,3,,,,,
player,201812090kan,rav,MontTy01,rec,1,,,,,
player,201812090kan,rav,MontTy01,rec_yds,1,,,,,
player,201812090kan,rav,MontTy01,rec_td,0,,,,,
player,201812090kan,rav,MontTy01,rec_long,1,,,,,
player,201812090kan,rav,MontTy01,fumbles,0,,,,,
player,201812090kan,rav,MontTy01,fumbles_lost,0,,,,,
player,201812090kan,rav,SneaWi00,pass_cmp,0,,,,,
player,201812090kan,rav,SneaWi00,pass_att,0,,,,,
player,201812090kan,rav,SneaWi00,pass_yds,0,,,,,
player,201812090kan,rav,SneaWi00,pass_td,0,,,,,
player,201812090kan,rav,SneaWi00,pass_int,0,,,,,
player,201812090kan,rav,SneaWi00,pass_sacked,0,,,,,
player,201812090kan,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201812090kan,rav,SneaWi00,pass_long,0,,,,,
player,201812090kan,rav,SneaWi00,pass_rating,,,,,,
player,201812090kan,rav,SneaWi00,rush_att,0,,,,,
