game,2018,13,20181202,201812020rai,kan,"Kansas City Chiefs",40,rai,"Oakland Raiders",33
team,201812020rai,kan,First Downs,25,,,,,,
team,201812020rai,rai,First Downs,28,,,,,,
team,201812020rai,kan,Rush-Yds-TDs,30-174-1,,,,,,
team,201812020rai,rai,Rush-Yds-TDs,28-171-1,,,,,,
team,201812020rai,kan,Cmp-Att-Yd-TD-INT,23-38-295-4-0,,,,,,
team,201812020rai,rai,Cmp-Att-Yd-TD-INT,29-38-285-3-0,,,,,,
team,201812020rai,kan,Sacked-Yards,0-0,,,,,,
team,201812020rai,rai,Sacked-Yards,3-14,,,,,,
team,201812020rai,kan,Net Pass Yards,295,,,,,,
team,201812020rai,rai,Net Pass Yards,271,,,,,,
team,201812020rai,kan,Total Yards,469,,,,,,
team,201812020rai,rai,Total Yards,442,,,,,,
team,201812020rai,kan,Fumbles-Lost,1-1,,,,,,
team,201812020rai,rai,Fumbles-Lost,4-3,,,,,,
team,201812020rai,kan,Turnovers,1,,,,,,
team,201812020rai,rai,Turnovers,3,,,,,,
team,201812020rai,kan,Penalties-Yards,11-94,,,,,,
team,201812020rai,rai,Penalties-Yards,8-74,,,,,,
team,201812020rai,kan,Third Down Conv.,6-13,,,,,,
team,201812020rai,rai,Third Down Conv.,9-12,,,,,,
team,201812020rai,kan,Fourth Down Conv.,1-1,,,,,,
team,201812020rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201812020rai,kan,Time of Possession,29:14,,,,,,
team,201812020rai,rai,Time of Possession,30:46,,,,,,
player,201812020rai,kan,MahoPa00,pass_cmp,23,,,,,
player,201812020rai,kan,MahoPa00,pass_att,38,,,,,
player,201812020rai,kan,MahoPa00,pass_yds,295,,,,,
player,201812020rai,kan,MahoPa00,pass_td,4,,,,,
player,201812020rai,kan,MahoPa00,pass_int,0,,,,,
player,201812020rai,kan,MahoPa00,pass_sacked,0,,,,,
player,201812020rai,kan,MahoPa00,pass_sacked_yds,0,,,,,
player,201812020rai,kan,MahoPa00,pass_long,38,,,,,
player,201812020rai,kan,MahoPa00,pass_rating,120.0,,,,,
player,201812020rai,kan,MahoPa00,rush_att,9,,,,,
player,201812020rai,kan,MahoPa00,rush_yds,52,,,,,
player,201812020rai,kan,MahoPa00,rush_td,0,,,,,
player,201812020rai,kan,MahoPa00,rush_long,28,,,,,
player,201812020rai,kan,MahoPa00,targets,0,,,,,
player,201812020rai,kan,MahoPa00,rec,0,,,,,
player,201812020rai,kan,MahoPa00,rec_yds,0,,,,,
player,201812020rai,kan,MahoPa00,rec_td,0,,,,,
player,201812020rai,kan,MahoPa00,rec_long,0,,,,,
player,201812020rai,kan,MahoPa00,fumbles,0,,,,,
player,201812020rai,kan,MahoPa00,fumbles_lost,0,,,,,
player,201812020rai,kan,WareSp00,pass_cmp,0,,,,,
player,201812020rai,kan,WareSp00,pass_att,0,,,,,
player,201812020rai,kan,WareSp00,pass_yds,0,,,,,
player,201812020rai,kan,WareSp00,pass_td,0,,,,,
player,201812020rai,kan,WareSp00,pass_int,0,,,,,
player,201812020rai,kan,WareSp00,pass_sacked,0,,,,,
player,201812020rai,kan,WareSp00,pass_sacked_yds,0,,,,,
