game,2018,5,20181007,201810070sea,ram,"Los Angeles Rams",33,sea,"Seattle Seahawks",31
team,201810070sea,ram,First Downs,30,,,,,,
team,201810070sea,sea,First Downs,20,,,,,,
team,201810070sea,ram,Rush-Yds-TDs,30-155-3,,,,,,
team,201810070sea,sea,Rush-Yds-TDs,32-190-1,,,,,,
team,201810070sea,ram,Cmp-Att-Yd-TD-INT,23-32-321-1-2,,,,,,
team,201810070sea,sea,Cmp-Att-Yd-TD-INT,13-21-198-3-0,,,,,,
team,201810070sea,ram,Sacked-Yards,1-8,,,,,,
team,201810070sea,sea,Sacked-Yards,2-15,,,,,,
team,201810070sea,ram,Net Pass Yards,313,,,,,,
team,201810070sea,sea,Net Pass Yards,183,,,,,,
team,201810070sea,ram,Total Yards,468,,,,,,
team,201810070sea,sea,Total Yards,373,,,,,,
team,201810070sea,ram,Fumbles-Lost,2-0,,,,,,
team,201810070sea,sea,Fumbles-Lost,0-0,,,,,,
team,201810070sea,ram,Turnovers,2,,,,,,
team,201810070sea,sea,Turnovers,0,,,,,,
team,201810070sea,ram,Penalties-Yards,7-45,,,,,,
team,201810070sea,sea,Penalties-Yards,7-50,,,,,,
team,201810070sea,ram,Third Down Conv.,3-9,,,,,,
team,201810070sea,sea,Third Down Conv.,7-12,,,,,,
team,201810070sea,ram,Fourth Down Conv.,1-1,,,,,,
team,201810070sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201810070sea,ram,Time of Possession,29:30,,,,,,
team,201810070sea,sea,Time of Possession,30:30,,,,,,
player,201810070sea,ram,GoffJa00,pass_cmp,23,,,,,
player,201810070sea,ram,GoffJa00,pass_att,32,,,,,
player,201810070sea,ram,GoffJa00,pass_yds,321,,,,,
player,201810070sea,ram,GoffJa00,pass_td,1,,,,,
player,201810070sea,ram,GoffJa00,pass_int,2,,,,,
player,201810070sea,ram,GoffJa00,pass_sacked,1,,,,,
player,201810070sea,ram,GoffJa00,pass_sacked_yds,8,,,,,
player,201810070sea,ram,GoffJa00,pass_long,31,,,,,
player,201810070sea,ram,GoffJa00,pass_rating,88.2,,,,,
player,201810070sea,ram,GoffJa00,rush_att,5,,,,,
player,201810070sea,ram,GoffJa00,rush_yds,15,,,,,
player,201810070sea,ram,GoffJa00,rush_td,0,,,,,
player,201810070sea,ram,GoffJa00,rush_long,12,,,,,
player,201810070sea,ram,GoffJa00,targets,0,,,,,
player,201810070sea,ram,GoffJa00,rec,0,,,,,
player,201810070sea,ram,GoffJa00,rec_yds,0,,,,,
player,201810070sea,ram,GoffJa00,rec_td,0,,,,,
player,201810070sea,ram,GoffJa00,rec_long,0,,,,,
player,201810070sea,ram,GoffJa00,fumbles,2,,,,,
player,201810070sea,ram,GoffJa00,fumbles_lost,0,,,,,
player,201810070sea,ram,GurlTo01,pass_cmp,0,,,,,
player,201810070sea,ram,GurlTo01,pass_att,0,,,,,
player,201810070sea,ram,GurlTo01,pass_yds,0,,,,,
player,201810070sea,ram,GurlTo01,pass_td,0,,,,,
player,201810070sea,ram,GurlTo01,pass_int,0,,,,,
player,201810070sea,ram,GurlTo01,pass_sacked,0,,,,,
player,201810070sea,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201810070sea,ram,GurlTo01,pass_long,0,,,,,
player,201810070sea,ram,GurlTo01,pass_rating,,,,,,
player,201810070sea,ram,GurlTo01,rush_att,22,,,,,
player,201810070sea,ram,GurlTo01,rush_yds,77,,,,,
player,201810070sea,ram,GurlTo01,rush_td,3,,,,,
player,201810070sea,ram,GurlTo01,rush_long,16,,,,,
player,201810070sea,ram,GurlTo01,targets,5,,,,,
player,201810070sea,ram,GurlTo01,rec,4,,,,,
player,201810070sea,ram,GurlTo01,rec_yds,36,,,,,
player,201810070sea,ram,GurlTo01,rec_td,0,,,,,
player,201810070sea,ram,GurlTo01,rec_long,19,,,,,
player,201810070sea,ram,GurlTo01,fumbles,0,,,,,
player,201810070sea,ram,GurlTo01,fumbles_lost,0,,,,,
player,201810070sea,ram,WoodRo02,pass_cmp,0,,,,,
player,201810070sea,ram,WoodRo02,pass_att,0,,,,,
player,201810070sea,ram,WoodRo02,pass_yds,0,,,,,
player,201810070sea,ram,WoodRo02,pass_td,0,,,,,
player,201810070sea,ram,WoodRo02,pass_int,0,,,,,
player,201810070sea,ram,WoodRo02,pass_sacked,0,,,,,
player,201810070sea,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201810070sea,ram,WoodRo02,pass_long,0,,,,,
player,201810070sea,ram,WoodRo02,pass_rating,,,,,,
player,201810070sea,ram,WoodRo02,rush_att,2,,,,,
player,201810070sea,ram,WoodRo02,rush_yds,53,,,,,
player,201810070sea,ram,WoodRo02,rush_td,0,,,,,
player,201810070sea,ram,WoodRo02,rush_long,56,,,,,
player,201810070sea,ram,WoodRo02,targets,7,,,,,
player,201810070sea,ram,WoodRo02,rec,5,,,,,
player,201810070sea,ram,WoodRo02,rec_yds,92,,,,,
player,201810070sea,ram,WoodRo02,rec_td,0,,,,,
player,201810070sea,ram,WoodRo02,rec_long,31,,,,,
player,201810070sea,ram,WoodRo02,fumbles,0,,,,,
player,201810070sea,ram,WoodRo02,fumbles_lost,0,,,,,
player,201810070sea,ram,ReynJo00,pass_cmp,0,,,,,
player,201810070sea,ram,ReynJo00,pass_att,0,,,,,
player,201810070sea,ram,ReynJo00,pass_yds,0,,,,,
player,201810070sea,ram,ReynJo00,pass_td,0,,,,,
player,201810070sea,ram,ReynJo00,pass_int,0,,,,,
player,201810070sea,ram,ReynJo00,pass_sacked,0,,,,,
player,201810070sea,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201810070sea,ram,ReynJo00,pass_long,0,,,,,
player,201810070sea,ram,ReynJo00,pass_rating,,,,,,
player,201810070sea,ram,ReynJo00,rush_att,1,,,,,
player,201810070sea,ram,ReynJo00,rush_yds,10,,,,,
player,201810070sea,ram,ReynJo00,rush_td,0,,,,,
player,201810070sea,ram,ReynJo00,rush_long,10,,,,,
player,201810070sea,ram,ReynJo00,targets,3,,,,,
player,201810070sea,ram,ReynJo00,rec,2,,,,,
player,201810070sea,ram,ReynJo00,rec_yds,39,,,,,
player,201810070sea,ram,ReynJo00,rec_td,0,,,,,
player,201810070sea,ram,ReynJo00,rec_long,22,,,,,
player,201810070sea,ram,ReynJo00,fumbles,0,,,,,
player,201810070sea,ram,ReynJo00,fumbles_lost,0,,,,,
player,201810070sea,ram,KuppCo00,pass_cmp,0,,,,,
player,201810070sea,ram,KuppCo00,pass_att,0,,,,,
player,201810070sea,ram,KuppCo00,pass_yds,0,,,,,
player,201810070sea,ram,KuppCo00,pass_td,0,,,,,
player,201810070sea,ram,KuppCo00,pass_int,0,,,,,
