game,2018,8,20181028,201810280rai,clt,"Indianapolis Colts",42,rai,"Oakland Raiders",28
player,201810280rai,clt,LeonDa00,fumbles_forced,1,,,,,
player,201810280rai,clt,DesiPi00,def_int,0,,,,,
player,201810280rai,clt,DesiPi00,def_int_yds,0,,,,,
player,201810280rai,clt,DesiPi00,def_int_td,0,,,,,
player,201810280rai,clt,DesiPi00,def_int_long,0,,,,,
player,201810280rai,clt,DesiPi00,pass_defended,0,,,,,
player,201810280rai,clt,DesiPi00,sacks,0.0,,,,,
player,201810280rai,clt,DesiPi00,tackles_combined,7,,,,,
player,201810280rai,clt,DesiPi00,tackles_solo,5,,,,,
player,201810280rai,clt,DesiPi00,tackles_assists,2,,,,,
player,201810280rai,clt,DesiPi00,tackles_loss,0,,,,,
player,201810280rai,clt,DesiPi00,qb_hits,0,,,,,
player,201810280rai,clt,DesiPi00,fumbles_rec,0,,,,,
player,201810280rai,clt,DesiPi00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,DesiPi00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,DesiPi00,fumbles_forced,0,,,,,
player,201810280rai,clt,WalkAn01,def_int,0,,,,,
player,201810280rai,clt,WalkAn01,def_int_yds,0,,,,,
player,201810280rai,clt,WalkAn01,def_int_td,0,,,,,
player,201810280rai,clt,WalkAn01,def_int_long,0,,,,,
player,201810280rai,clt,WalkAn01,pass_defended,0,,,,,
player,201810280rai,clt,WalkAn01,sacks,0.0,,,,,
player,201810280rai,clt,WalkAn01,tackles_combined,6,,,,,
player,201810280rai,clt,WalkAn01,tackles_solo,2,,,,,
player,201810280rai,clt,WalkAn01,tackles_assists,4,,,,,
player,201810280rai,clt,WalkAn01,tackles_loss,0,,,,,
player,201810280rai,clt,WalkAn01,qb_hits,0,,,,,
player,201810280rai,clt,WalkAn01,fumbles_rec,0,,,,,
player,201810280rai,clt,WalkAn01,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,WalkAn01,fumbles_rec_td,0,,,,,
player,201810280rai,clt,WalkAn01,fumbles_forced,0,,,,,
player,201810280rai,clt,GeatCl00,def_int,0,,,,,
player,201810280rai,clt,GeatCl00,def_int_yds,0,,,,,
player,201810280rai,clt,GeatCl00,def_int_td,0,,,,,
player,201810280rai,clt,GeatCl00,def_int_long,0,,,,,
player,201810280rai,clt,GeatCl00,pass_defended,0,,,,,
player,201810280rai,clt,GeatCl00,sacks,0.0,,,,,
player,201810280rai,clt,GeatCl00,tackles_combined,3,,,,,
player,201810280rai,clt,GeatCl00,tackles_solo,3,,,,,
player,201810280rai,clt,GeatCl00,tackles_assists,0,,,,,
player,201810280rai,clt,GeatCl00,tackles_loss,0,,,,,
player,201810280rai,clt,GeatCl00,qb_hits,0,,,,,
player,201810280rai,clt,GeatCl00,fumbles_rec,0,,,,,
player,201810280rai,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,GeatCl00,fumbles_forced,0,,,,,
player,201810280rai,clt,MaulAr00,def_int,0,,,,,
player,201810280rai,clt,MaulAr00,def_int_yds,0,,,,,
player,201810280rai,clt,MaulAr00,def_int_td,0,,,,,
player,201810280rai,clt,MaulAr00,def_int_long,0,,,,,
player,201810280rai,clt,MaulAr00,pass_defended,0,,,,,
player,201810280rai,clt,MaulAr00,sacks,0.0,,,,,
player,201810280rai,clt,MaulAr00,tackles_combined,3,,,,,
player,201810280rai,clt,MaulAr00,tackles_solo,3,,,,,
player,201810280rai,clt,MaulAr00,tackles_assists,0,,,,,
player,201810280rai,clt,MaulAr00,tackles_loss,0,,,,,
player,201810280rai,clt,MaulAr00,qb_hits,0,,,,,
player,201810280rai,clt,MaulAr00,fumbles_rec,0,,,,,
player,201810280rai,clt,MaulAr00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,MaulAr00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,MaulAr00,fumbles_forced,0,,,,,
player,201810280rai,clt,MitcMi99,def_int,0,,,,,
player,201810280rai,clt,MitcMi99,def_int_yds,0,,,,,
player,201810280rai,clt,MitcMi99,def_int_td,0,,,,,
player,201810280rai,clt,MitcMi99,def_int_long,0,,,,,
player,201810280rai,clt,MitcMi99,pass_defended,0,,,,,
player,201810280rai,clt,MitcMi99,sacks,0.0,,,,,
player,201810280rai,clt,MitcMi99,tackles_combined,3,,,,,
player,201810280rai,clt,MitcMi99,tackles_solo,2,,,,,
player,201810280rai,clt,MitcMi99,tackles_assists,1,,,,,
player,201810280rai,clt,MitcMi99,tackles_loss,0,,,,,
player,201810280rai,clt,MitcMi99,qb_hits,0,,,,,
player,201810280rai,clt,MitcMi99,fumbles_rec,0,,,,,
player,201810280rai,clt,MitcMi99,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,MitcMi99,fumbles_rec_td,0,,,,,
player,201810280rai,clt,MitcMi99,fumbles_forced,0,,,,,
player,201810280rai,clt,MoorKe03,def_int,0,,,,,
player,201810280rai,clt,MoorKe03,def_int_yds,0,,,,,
player,201810280rai,clt,MoorKe03,def_int_td,0,,,,,
player,201810280rai,clt,MoorKe03,def_int_long,0,,,,,
player,201810280rai,clt,MoorKe03,pass_defended,1,,,,,
player,201810280rai,clt,MoorKe03,sacks,0.0,,,,,
player,201810280rai,clt,MoorKe03,tackles_combined,3,,,,,
player,201810280rai,clt,MoorKe03,tackles_solo,2,,,,,
player,201810280rai,clt,MoorKe03,tackles_assists,1,,,,,
player,201810280rai,clt,MoorKe03,tackles_loss,0,,,,,
player,201810280rai,clt,MoorKe03,qb_hits,0,,,,,
player,201810280rai,clt,MoorKe03,fumbles_rec,0,,,,,
player,201810280rai,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201810280rai,clt,MoorKe03,fumbles_forced,0,,,,,
player,201810280rai,clt,MoorCo00,def_int,0,,,,,
player,201810280rai,clt,MoorCo00,def_int_yds,0,,,,,
player,201810280rai,clt,MoorCo00,def_int_td,0,,,,,
player,201810280rai,clt,MoorCo00,def_int_long,0,,,,,
player,201810280rai,clt,MoorCo00,pass_defended,0,,,,,
player,201810280rai,clt,MoorCo00,sacks,0.0,,,,,
player,201810280rai,clt,MoorCo00,tackles_combined,3,,,,,
player,201810280rai,clt,MoorCo00,tackles_solo,1,,,,,
player,201810280rai,clt,MoorCo00,tackles_assists,2,,,,,
player,201810280rai,clt,MoorCo00,tackles_loss,0,,,,,
player,201810280rai,clt,MoorCo00,qb_hits,0,,,,,
player,201810280rai,clt,MoorCo00,fumbles_rec,0,,,,,
player,201810280rai,clt,MoorCo00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,MoorCo00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,MoorCo00,fumbles_forced,0,,,,,
player,201810280rai,clt,AutrDe00,def_int,0,,,,,
player,201810280rai,clt,AutrDe00,def_int_yds,0,,,,,
player,201810280rai,clt,AutrDe00,def_int_td,0,,,,,
player,201810280rai,clt,AutrDe00,def_int_long,0,,,,,
player,201810280rai,clt,AutrDe00,pass_defended,0,,,,,
player,201810280rai,clt,AutrDe00,sacks,0.0,,,,,
player,201810280rai,clt,AutrDe00,tackles_combined,2,,,,,
player,201810280rai,clt,AutrDe00,tackles_solo,1,,,,,
player,201810280rai,clt,AutrDe00,tackles_assists,1,,,,,
player,201810280rai,clt,AutrDe00,tackles_loss,0,,,,,
player,201810280rai,clt,AutrDe00,qb_hits,0,,,,,
player,201810280rai,clt,AutrDe00,fumbles_rec,0,,,,,
player,201810280rai,clt,AutrDe00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,AutrDe00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,AutrDe00,fumbles_forced,0,,,,,
player,201810280rai,clt,FranZa00,def_int,0,,,,,
player,201810280rai,clt,FranZa00,def_int_yds,0,,,,,
player,201810280rai,clt,FranZa00,def_int_td,0,,,,,
player,201810280rai,clt,FranZa00,def_int_long,0,,,,,
player,201810280rai,clt,FranZa00,pass_defended,1,,,,,
player,201810280rai,clt,FranZa00,sacks,0.0,,,,,
player,201810280rai,clt,FranZa00,tackles_combined,2,,,,,
player,201810280rai,clt,FranZa00,tackles_solo,2,,,,,
player,201810280rai,clt,FranZa00,tackles_assists,0,,,,,
player,201810280rai,clt,FranZa00,tackles_loss,0,,,,,
player,201810280rai,clt,FranZa00,qb_hits,0,,,,,
player,201810280rai,clt,FranZa00,fumbles_rec,0,,,,,
player,201810280rai,clt,FranZa00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,FranZa00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,FranZa00,fumbles_forced,0,,,,,
player,201810280rai,clt,WoodAl99,def_int,0,,,,,
player,201810280rai,clt,WoodAl99,def_int_yds,0,,,,,
player,201810280rai,clt,WoodAl99,def_int_td,0,,,,,
player,201810280rai,clt,WoodAl99,def_int_long,0,,,,,
player,201810280rai,clt,WoodAl99,pass_defended,0,,,,,
player,201810280rai,clt,WoodAl99,sacks,0.0,,,,,
player,201810280rai,clt,WoodAl99,tackles_combined,2,,,,,
player,201810280rai,clt,WoodAl99,tackles_solo,0,,,,,
player,201810280rai,clt,WoodAl99,tackles_assists,2,,,,,
player,201810280rai,clt,WoodAl99,tackles_loss,0,,,,,
player,201810280rai,clt,WoodAl99,qb_hits,0,,,,,
player,201810280rai,clt,WoodAl99,fumbles_rec,0,,,,,
player,201810280rai,clt,WoodAl99,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,WoodAl99,fumbles_rec_td,0,,,,,
player,201810280rai,clt,WoodAl99,fumbles_forced,0,,,,,
player,201810280rai,clt,MiltCh00,def_int,0,,,,,
player,201810280rai,clt,MiltCh00,def_int_yds,0,,,,,
player,201810280rai,clt,MiltCh00,def_int_td,0,,,,,
player,201810280rai,clt,MiltCh00,def_int_long,0,,,,,
player,201810280rai,clt,MiltCh00,pass_defended,0,,,,,
player,201810280rai,clt,MiltCh00,sacks,0.0,,,,,
player,201810280rai,clt,MiltCh00,tackles_combined,1,,,,,
player,201810280rai,clt,MiltCh00,tackles_solo,0,,,,,
player,201810280rai,clt,MiltCh00,tackles_assists,1,,,,,
player,201810280rai,clt,MiltCh00,tackles_loss,0,,,,,
player,201810280rai,clt,MiltCh00,qb_hits,0,,,,,
player,201810280rai,clt,MiltCh00,fumbles_rec,0,,,,,
player,201810280rai,clt,MiltCh00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,MiltCh00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,MiltCh00,fumbles_forced,0,,,,,
player,201810280rai,clt,OdumGe00,def_int,0,,,,,
player,201810280rai,clt,OdumGe00,def_int_yds,0,,,,,
player,201810280rai,clt,OdumGe00,def_int_td,0,,,,,
player,201810280rai,clt,OdumGe00,def_int_long,0,,,,,
player,201810280rai,clt,OdumGe00,pass_defended,0,,,,,
player,201810280rai,clt,OdumGe00,sacks,0.0,,,,,
player,201810280rai,clt,OdumGe00,tackles_combined,1,,,,,
player,201810280rai,clt,OdumGe00,tackles_solo,0,,,,,
player,201810280rai,clt,OdumGe00,tackles_assists,1,,,,,
player,201810280rai,clt,OdumGe00,tackles_loss,0,,,,,
player,201810280rai,clt,OdumGe00,qb_hits,0,,,,,
player,201810280rai,clt,OdumGe00,fumbles_rec,0,,,,,
player,201810280rai,clt,OdumGe00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,OdumGe00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,OdumGe00,fumbles_forced,0,,,,,
player,201810280rai,clt,RhodLu00,def_int,0,,,,,
player,201810280rai,clt,RhodLu00,def_int_yds,0,,,,,
player,201810280rai,clt,RhodLu00,def_int_td,0,,,,,
player,201810280rai,clt,RhodLu00,def_int_long,0,,,,,
player,201810280rai,clt,RhodLu00,pass_defended,0,,,,,
player,201810280rai,clt,RhodLu00,sacks,0.0,,,,,
player,201810280rai,clt,RhodLu00,tackles_combined,1,,,,,
player,201810280rai,clt,RhodLu00,tackles_solo,1,,,,,
player,201810280rai,clt,RhodLu00,tackles_assists,0,,,,,
player,201810280rai,clt,RhodLu00,tackles_loss,0,,,,,
player,201810280rai,clt,RhodLu00,qb_hits,0,,,,,
player,201810280rai,clt,RhodLu00,fumbles_rec,0,,,,,
player,201810280rai,clt,RhodLu00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,RhodLu00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,RhodLu00,fumbles_forced,0,,,,,
player,201810280rai,clt,SheaJa00,def_int,0,,,,,
player,201810280rai,clt,SheaJa00,def_int_yds,0,,,,,
player,201810280rai,clt,SheaJa00,def_int_td,0,,,,,
player,201810280rai,clt,SheaJa00,def_int_long,0,,,,,
player,201810280rai,clt,SheaJa00,pass_defended,0,,,,,
player,201810280rai,clt,SheaJa00,sacks,0.0,,,,,
player,201810280rai,clt,SheaJa00,tackles_combined,1,,,,,
player,201810280rai,clt,SheaJa00,tackles_solo,1,,,,,
player,201810280rai,clt,SheaJa00,tackles_assists,0,,,,,
player,201810280rai,clt,SheaJa00,tackles_loss,0,,,,,
player,201810280rai,clt,SheaJa00,qb_hits,0,,,,,
player,201810280rai,clt,SheaJa00,fumbles_rec,0,,,,,
player,201810280rai,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,SheaJa00,fumbles_forced,0,,,,,
player,201810280rai,clt,StewGr00,def_int,0,,,,,
player,201810280rai,clt,StewGr00,def_int_yds,0,,,,,
player,201810280rai,clt,StewGr00,def_int_td,0,,,,,
player,201810280rai,clt,StewGr00,def_int_long,0,,,,,
player,201810280rai,clt,StewGr00,pass_defended,0,,,,,
player,201810280rai,clt,StewGr00,sacks,0.0,,,,,
player,201810280rai,clt,StewGr00,tackles_combined,1,,,,,
player,201810280rai,clt,StewGr00,tackles_solo,1,,,,,
player,201810280rai,clt,StewGr00,tackles_assists,0,,,,,
player,201810280rai,clt,StewGr00,tackles_loss,0,,,,,
player,201810280rai,clt,StewGr00,qb_hits,0,,,,,
player,201810280rai,clt,StewGr00,fumbles_rec,0,,,,,
player,201810280rai,clt,StewGr00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,StewGr00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,StewGr00,fumbles_forced,0,,,,,
player,201810280rai,clt,TuraKe00,def_int,0,,,,,
player,201810280rai,clt,TuraKe00,def_int_yds,0,,,,,
player,201810280rai,clt,TuraKe00,def_int_td,0,,,,,
player,201810280rai,clt,TuraKe00,def_int_long,0,,,,,
player,201810280rai,clt,TuraKe00,pass_defended,0,,,,,
player,201810280rai,clt,TuraKe00,sacks,0.0,,,,,
player,201810280rai,clt,TuraKe00,tackles_combined,1,,,,,
player,201810280rai,clt,TuraKe00,tackles_solo,1,,,,,
player,201810280rai,clt,TuraKe00,tackles_assists,0,,,,,
player,201810280rai,clt,TuraKe00,tackles_loss,0,,,,,
player,201810280rai,clt,TuraKe00,qb_hits,0,,,,,
player,201810280rai,clt,TuraKe00,fumbles_rec,0,,,,,
player,201810280rai,clt,TuraKe00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,TuraKe00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,TuraKe00,fumbles_forced,0,,,,,
player,201810280rai,clt,WilsQu01,def_int,0,,,,,
player,201810280rai,clt,WilsQu01,def_int_yds,0,,,,,
player,201810280rai,clt,WilsQu01,def_int_td,0,,,,,
player,201810280rai,clt,WilsQu01,def_int_long,0,,,,,
player,201810280rai,clt,WilsQu01,pass_defended,0,,,,,
player,201810280rai,clt,WilsQu01,sacks,0.0,,,,,
player,201810280rai,clt,WilsQu01,tackles_combined,1,,,,,
player,201810280rai,clt,WilsQu01,tackles_solo,0,,,,,
player,201810280rai,clt,WilsQu01,tackles_assists,1,,,,,
player,201810280rai,clt,WilsQu01,tackles_loss,0,,,,,
player,201810280rai,clt,WilsQu01,qb_hits,0,,,,,
player,201810280rai,clt,WilsQu01,fumbles_rec,0,,,,,
player,201810280rai,clt,WilsQu01,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,WilsQu01,fumbles_rec_td,0,,,,,
player,201810280rai,clt,WilsQu01,fumbles_forced,0,,,,,
player,201810280rai,clt,AdamMa00,def_int,0,,,,,
player,201810280rai,clt,AdamMa00,def_int_yds,0,,,,,
player,201810280rai,clt,AdamMa00,def_int_td,0,,,,,
player,201810280rai,clt,AdamMa00,def_int_long,0,,,,,
player,201810280rai,clt,AdamMa00,pass_defended,0,,,,,
player,201810280rai,clt,AdamMa00,sacks,0.0,,,,,
player,201810280rai,clt,AdamMa00,tackles_combined,0,,,,,
player,201810280rai,clt,AdamMa00,tackles_solo,0,,,,,
player,201810280rai,clt,AdamMa00,tackles_assists,0,,,,,
player,201810280rai,clt,AdamMa00,tackles_loss,0,,,,,
player,201810280rai,clt,AdamMa00,qb_hits,0,,,,,
player,201810280rai,clt,AdamMa00,fumbles_rec,1,,,,,
player,201810280rai,clt,AdamMa00,fumbles_rec_yds,0,,,,,
player,201810280rai,clt,AdamMa00,fumbles_rec_td,0,,,,,
player,201810280rai,clt,AdamMa00,fumbles_forced,0,,,,,
player,201810280rai,rai,LeexMa01,def_int,0,,,,,
player,201810280rai,rai,LeexMa01,def_int_yds,0,,,,,
player,201810280rai,rai,LeexMa01,def_int_td,0,,,,,
player,201810280rai,rai,LeexMa01,def_int_long,0,,,,,
player,201810280rai,rai,LeexMa01,pass_defended,0,,,,,
player,201810280rai,rai,LeexMa01,sacks,0.0,,,,,
player,201810280rai,rai,LeexMa01,tackles_combined,11,,,,,
player,201810280rai,rai,LeexMa01,tackles_solo,7,,,,,
player,201810280rai,rai,LeexMa01,tackles_assists,4,,,,,
player,201810280rai,rai,LeexMa01,tackles_loss,0,,,,,
player,201810280rai,rai,LeexMa01,qb_hits,0,,,,,
player,201810280rai,rai,LeexMa01,fumbles_rec,0,,,,,
player,201810280rai,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201810280rai,rai,LeexMa01,fumbles_forced,0,,,,,
player,201810280rai,rai,HankJo00,def_int,0,,,,,
player,201810280rai,rai,HankJo00,def_int_yds,0,,,,,
player,201810280rai,rai,HankJo00,def_int_td,0,,,,,
player,201810280rai,rai,HankJo00,def_int_long,0,,,,,
player,201810280rai,rai,HankJo00,pass_defended,0,,,,,
player,201810280rai,rai,HankJo00,sacks,0.0,,,,,
player,201810280rai,rai,HankJo00,tackles_combined,9,,,,,
player,201810280rai,rai,HankJo00,tackles_solo,5,,,,,
player,201810280rai,rai,HankJo00,tackles_assists,4,,,,,
player,201810280rai,rai,HankJo00,tackles_loss,0,,,,,
player,201810280rai,rai,HankJo00,qb_hits,0,,,,,
player,201810280rai,rai,HankJo00,fumbles_rec,0,,,,,
player,201810280rai,rai,HankJo00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,HankJo00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,HankJo00,fumbles_forced,0,,,,,
player,201810280rai,rai,WhitTa00,def_int,0,,,,,
player,201810280rai,rai,WhitTa00,def_int_yds,0,,,,,
player,201810280rai,rai,WhitTa00,def_int_td,0,,,,,
player,201810280rai,rai,WhitTa00,def_int_long,0,,,,,
player,201810280rai,rai,WhitTa00,pass_defended,0,,,,,
player,201810280rai,rai,WhitTa00,sacks,0.0,,,,,
player,201810280rai,rai,WhitTa00,tackles_combined,7,,,,,
player,201810280rai,rai,WhitTa00,tackles_solo,6,,,,,
player,201810280rai,rai,WhitTa00,tackles_assists,1,,,,,
player,201810280rai,rai,WhitTa00,tackles_loss,2,,,,,
player,201810280rai,rai,WhitTa00,qb_hits,0,,,,,
player,201810280rai,rai,WhitTa00,fumbles_rec,0,,,,,
player,201810280rai,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,WhitTa00,fumbles_forced,0,,,,,
player,201810280rai,rai,WilbKy00,def_int,0,,,,,
player,201810280rai,rai,WilbKy00,def_int_yds,0,,,,,
player,201810280rai,rai,WilbKy00,def_int_td,0,,,,,
player,201810280rai,rai,WilbKy00,def_int_long,0,,,,,
player,201810280rai,rai,WilbKy00,pass_defended,0,,,,,
player,201810280rai,rai,WilbKy00,sacks,0.0,,,,,
player,201810280rai,rai,WilbKy00,tackles_combined,7,,,,,
player,201810280rai,rai,WilbKy00,tackles_solo,6,,,,,
player,201810280rai,rai,WilbKy00,tackles_assists,1,,,,,
player,201810280rai,rai,WilbKy00,tackles_loss,0,,,,,
player,201810280rai,rai,WilbKy00,qb_hits,0,,,,,
player,201810280rai,rai,WilbKy00,fumbles_rec,0,,,,,
player,201810280rai,rai,WilbKy00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,WilbKy00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,WilbKy00,fumbles_forced,0,,,,,
player,201810280rai,rai,HarrEr00,def_int,0,,,,,
player,201810280rai,rai,HarrEr00,def_int_yds,0,,,,,
player,201810280rai,rai,HarrEr00,def_int_td,0,,,,,
player,201810280rai,rai,HarrEr00,def_int_long,0,,,,,
player,201810280rai,rai,HarrEr00,pass_defended,2,,,,,
player,201810280rai,rai,HarrEr00,sacks,0.0,,,,,
player,201810280rai,rai,HarrEr00,tackles_combined,6,,,,,
player,201810280rai,rai,HarrEr00,tackles_solo,6,,,,,
player,201810280rai,rai,HarrEr00,tackles_assists,0,,,,,
player,201810280rai,rai,HarrEr00,tackles_loss,0,,,,,
player,201810280rai,rai,HarrEr00,qb_hits,1,,,,,
player,201810280rai,rai,HarrEr00,fumbles_rec,0,,,,,
player,201810280rai,rai,HarrEr00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,HarrEr00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,HarrEr00,fumbles_forced,0,,,,,
player,201810280rai,rai,GilcMa00,def_int,0,,,,,
player,201810280rai,rai,GilcMa00,def_int_yds,0,,,,,
player,201810280rai,rai,GilcMa00,def_int_td,0,,,,,
player,201810280rai,rai,GilcMa00,def_int_long,0,,,,,
player,201810280rai,rai,GilcMa00,pass_defended,0,,,,,
player,201810280rai,rai,GilcMa00,sacks,0.0,,,,,
player,201810280rai,rai,GilcMa00,tackles_combined,5,,,,,
player,201810280rai,rai,GilcMa00,tackles_solo,4,,,,,
player,201810280rai,rai,GilcMa00,tackles_assists,1,,,,,
player,201810280rai,rai,GilcMa00,tackles_loss,0,,,,,
player,201810280rai,rai,GilcMa00,qb_hits,0,,,,,
player,201810280rai,rai,GilcMa00,fumbles_rec,0,,,,,
player,201810280rai,rai,GilcMa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,GilcMa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,GilcMa00,fumbles_forced,0,,,,,
player,201810280rai,rai,JoseKa00,def_int,0,,,,,
player,201810280rai,rai,JoseKa00,def_int_yds,0,,,,,
player,201810280rai,rai,JoseKa00,def_int_td,0,,,,,
player,201810280rai,rai,JoseKa00,def_int_long,0,,,,,
player,201810280rai,rai,JoseKa00,pass_defended,0,,,,,
player,201810280rai,rai,JoseKa00,sacks,0.0,,,,,
player,201810280rai,rai,JoseKa00,tackles_combined,5,,,,,
player,201810280rai,rai,JoseKa00,tackles_solo,3,,,,,
player,201810280rai,rai,JoseKa00,tackles_assists,2,,,,,
player,201810280rai,rai,JoseKa00,tackles_loss,0,,,,,
player,201810280rai,rai,JoseKa00,qb_hits,0,,,,,
player,201810280rai,rai,JoseKa00,fumbles_rec,0,,,,,
player,201810280rai,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,JoseKa00,fumbles_forced,0,,,,,
player,201810280rai,rai,BrowFa00,def_int,0,,,,,
player,201810280rai,rai,BrowFa00,def_int_yds,0,,,,,
player,201810280rai,rai,BrowFa00,def_int_td,0,,,,,
player,201810280rai,rai,BrowFa00,def_int_long,0,,,,,
player,201810280rai,rai,BrowFa00,pass_defended,0,,,,,
player,201810280rai,rai,BrowFa00,sacks,0.0,,,,,
player,201810280rai,rai,BrowFa00,tackles_combined,3,,,,,
player,201810280rai,rai,BrowFa00,tackles_solo,3,,,,,
player,201810280rai,rai,BrowFa00,tackles_assists,0,,,,,
player,201810280rai,rai,BrowFa00,tackles_loss,0,,,,,
player,201810280rai,rai,BrowFa00,qb_hits,0,,,,,
player,201810280rai,rai,BrowFa00,fumbles_rec,0,,,,,
player,201810280rai,rai,BrowFa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,BrowFa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,BrowFa00,fumbles_forced,0,,,,,
player,201810280rai,rai,ConlGa00,def_int,0,,,,,
player,201810280rai,rai,ConlGa00,def_int_yds,0,,,,,
player,201810280rai,rai,ConlGa00,def_int_td,0,,,,,
player,201810280rai,rai,ConlGa00,def_int_long,0,,,,,
player,201810280rai,rai,ConlGa00,pass_defended,1,,,,,
player,201810280rai,rai,ConlGa00,sacks,0.0,,,,,
player,201810280rai,rai,ConlGa00,tackles_combined,3,,,,,
player,201810280rai,rai,ConlGa00,tackles_solo,2,,,,,
player,201810280rai,rai,ConlGa00,tackles_assists,1,,,,,
player,201810280rai,rai,ConlGa00,tackles_loss,0,,,,,
player,201810280rai,rai,ConlGa00,qb_hits,0,,,,,
player,201810280rai,rai,ConlGa00,fumbles_rec,0,,,,,
player,201810280rai,rai,ConlGa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,ConlGa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,ConlGa00,fumbles_forced,0,,,,,
player,201810280rai,rai,MorrNi00,def_int,0,,,,,
player,201810280rai,rai,MorrNi00,def_int_yds,0,,,,,
player,201810280rai,rai,MorrNi00,def_int_td,0,,,,,
player,201810280rai,rai,MorrNi00,def_int_long,0,,,,,
player,201810280rai,rai,MorrNi00,pass_defended,1,,,,,
player,201810280rai,rai,MorrNi00,sacks,0.0,,,,,
player,201810280rai,rai,MorrNi00,tackles_combined,3,,,,,
player,201810280rai,rai,MorrNi00,tackles_solo,2,,,,,
player,201810280rai,rai,MorrNi00,tackles_assists,1,,,,,
player,201810280rai,rai,MorrNi00,tackles_loss,0,,,,,
player,201810280rai,rai,MorrNi00,qb_hits,0,,,,,
player,201810280rai,rai,MorrNi00,fumbles_rec,0,,,,,
player,201810280rai,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,MorrNi00,fumbles_forced,0,,,,,
player,201810280rai,rai,RuckFr99,def_int,0,,,,,
player,201810280rai,rai,RuckFr99,def_int_yds,0,,,,,
player,201810280rai,rai,RuckFr99,def_int_td,0,,,,,
player,201810280rai,rai,RuckFr99,def_int_long,0,,,,,
player,201810280rai,rai,RuckFr99,pass_defended,0,,,,,
player,201810280rai,rai,RuckFr99,sacks,0.0,,,,,
player,201810280rai,rai,RuckFr99,tackles_combined,3,,,,,
player,201810280rai,rai,RuckFr99,tackles_solo,2,,,,,
player,201810280rai,rai,RuckFr99,tackles_assists,1,,,,,
player,201810280rai,rai,RuckFr99,tackles_loss,0,,,,,
player,201810280rai,rai,RuckFr99,qb_hits,0,,,,,
player,201810280rai,rai,RuckFr99,fumbles_rec,0,,,,,
player,201810280rai,rai,RuckFr99,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,RuckFr99,fumbles_rec_td,0,,,,,
player,201810280rai,rai,RuckFr99,fumbles_forced,0,,,,,
