game,2018,17,20181230,201812300ram,sfo,"San Francisco 49ers",32,ram,"Los Angeles Rams",48
team,201812300ram,sfo,First Downs,22,,,,,,
team,201812300ram,ram,First Downs,28,,,,,,
team,201812300ram,sfo,Rush-Yds-TDs,22-127-1,,,,,,
team,201812300ram,ram,Rush-Yds-TDs,42-155-1,,,,,,
team,201812300ram,sfo,Cmp-Att-Yd-TD-INT,23-33-282-3-3,,,,,,
team,201812300ram,ram,Cmp-Att-Yd-TD-INT,17-29-222-4-0,,,,,,
team,201812300ram,sfo,Sacked-Yards,3-18,,,,,,
team,201812300ram,ram,Sacked-Yards,0-0,,,,,,
team,201812300ram,sfo,Net Pass Yards,264,,,,,,
team,201812300ram,ram,Net Pass Yards,222,,,,,,
team,201812300ram,sfo,Total Yards,391,,,,,,
team,201812300ram,ram,Total Yards,377,,,,,,
team,201812300ram,sfo,Fumbles-Lost,1-1,,,,,,
team,201812300ram,ram,Fumbles-Lost,2-0,,,,,,
team,201812300ram,sfo,Turnovers,4,,,,,,
team,201812300ram,ram,Turnovers,0,,,,,,
team,201812300ram,sfo,Penalties-Yards,5-41,,,,,,
team,201812300ram,ram,Penalties-Yards,6-57,,,,,,
team,201812300ram,sfo,Third Down Conv.,3-11,,,,,,
team,201812300ram,ram,Third Down Conv.,10-16,,,,,,
team,201812300ram,sfo,Fourth Down Conv.,1-1,,,,,,
team,201812300ram,ram,Fourth Down Conv.,0-1,,,,,,
team,201812300ram,sfo,Time of Possession,28:10,,,,,,
team,201812300ram,ram,Time of Possession,31:50,,,,,,
player,201812300ram,sfo,MullNi00,pass_cmp,23,,,,,
player,201812300ram,sfo,MullNi00,pass_att,33,,,,,
player,201812300ram,sfo,MullNi00,pass_yds,282,,,,,
player,201812300ram,sfo,MullNi00,pass_td,3,,,,,
player,201812300ram,sfo,MullNi00,pass_int,3,,,,,
player,201812300ram,sfo,MullNi00,pass_sacked,3,,,,,
player,201812300ram,sfo,MullNi00,pass_sacked_yds,18,,,,,
player,201812300ram,sfo,MullNi00,pass_long,43,,,,,
player,201812300ram,sfo,MullNi00,pass_rating,88.2,,,,,
player,201812300ram,sfo,MullNi00,rush_att,1,,,,,
player,201812300ram,sfo,MullNi00,rush_yds,-2,,,,,
player,201812300ram,sfo,MullNi00,rush_td,0,,,,,
player,201812300ram,sfo,MullNi00,rush_long,-2,,,,,
player,201812300ram,sfo,MullNi00,targets,0,,,,,
player,201812300ram,sfo,MullNi00,rec,0,,,,,
player,201812300ram,sfo,MullNi00,rec_yds,0,,,,,
player,201812300ram,sfo,MullNi00,rec_td,0,,,,,
player,201812300ram,sfo,MullNi00,rec_long,0,,,,,
player,201812300ram,sfo,MullNi00,fumbles,0,,,,,
player,201812300ram,sfo,MullNi00,fumbles_lost,0,,,,,
player,201812300ram,sfo,MorrAl00,pass_cmp,0,,,,,
player,201812300ram,sfo,MorrAl00,pass_att,0,,,,,
player,201812300ram,sfo,MorrAl00,pass_yds,0,,,,,
player,201812300ram,sfo,MorrAl00,pass_td,0,,,,,
player,201812300ram,sfo,MorrAl00,pass_int,0,,,,,
player,201812300ram,sfo,MorrAl00,pass_sacked,0,,,,,
