game,2018,8,20181025,201810250htx,mia,"Miami Dolphins",23,htx,"Houston Texans",42
player,201810250htx,mia,FitzMi00,qb_hits,0,,,,,
player,201810250htx,mia,FitzMi00,fumbles_rec,0,,,,,
player,201810250htx,mia,FitzMi00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,FitzMi00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,FitzMi00,fumbles_forced,0,,,,,
player,201810250htx,mia,McCaBo01,def_int,0,,,,,
player,201810250htx,mia,McCaBo01,def_int_yds,0,,,,,
player,201810250htx,mia,McCaBo01,def_int_td,0,,,,,
player,201810250htx,mia,McCaBo01,def_int_long,0,,,,,
player,201810250htx,mia,McCaBo01,pass_defended,0,,,,,
player,201810250htx,mia,McCaBo01,sacks,0.0,,,,,
player,201810250htx,mia,McCaBo01,tackles_combined,4,,,,,
player,201810250htx,mia,McCaBo01,tackles_solo,4,,,,,
player,201810250htx,mia,McCaBo01,tackles_assists,0,,,,,
player,201810250htx,mia,McCaBo01,tackles_loss,0,,,,,
player,201810250htx,mia,McCaBo01,qb_hits,0,,,,,
player,201810250htx,mia,McCaBo01,fumbles_rec,0,,,,,
player,201810250htx,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201810250htx,mia,McCaBo01,fumbles_forced,0,,,,,
player,201810250htx,mia,McDoTJ00,def_int,0,,,,,
player,201810250htx,mia,McDoTJ00,def_int_yds,0,,,,,
player,201810250htx,mia,McDoTJ00,def_int_td,0,,,,,
player,201810250htx,mia,McDoTJ00,def_int_long,0,,,,,
player,201810250htx,mia,McDoTJ00,pass_defended,0,,,,,
player,201810250htx,mia,McDoTJ00,sacks,0.0,,,,,
player,201810250htx,mia,McDoTJ00,tackles_combined,3,,,,,
player,201810250htx,mia,McDoTJ00,tackles_solo,2,,,,,
player,201810250htx,mia,McDoTJ00,tackles_assists,1,,,,,
player,201810250htx,mia,McDoTJ00,tackles_loss,0,,,,,
player,201810250htx,mia,McDoTJ00,qb_hits,0,,,,,
player,201810250htx,mia,McDoTJ00,fumbles_rec,0,,,,,
player,201810250htx,mia,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,McDoTJ00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,McDoTJ00,fumbles_forced,0,,,,,
player,201810250htx,mia,SpenAk00,def_int,0,,,,,
player,201810250htx,mia,SpenAk00,def_int_yds,0,,,,,
player,201810250htx,mia,SpenAk00,def_int_td,0,,,,,
player,201810250htx,mia,SpenAk00,def_int_long,0,,,,,
player,201810250htx,mia,SpenAk00,pass_defended,0,,,,,
player,201810250htx,mia,SpenAk00,sacks,0.0,,,,,
player,201810250htx,mia,SpenAk00,tackles_combined,3,,,,,
player,201810250htx,mia,SpenAk00,tackles_solo,2,,,,,
player,201810250htx,mia,SpenAk00,tackles_assists,1,,,,,
player,201810250htx,mia,SpenAk00,tackles_loss,1,,,,,
player,201810250htx,mia,SpenAk00,qb_hits,1,,,,,
player,201810250htx,mia,SpenAk00,fumbles_rec,0,,,,,
player,201810250htx,mia,SpenAk00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,SpenAk00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,SpenAk00,fumbles_forced,0,,,,,
player,201810250htx,mia,TaylVi00,def_int,0,,,,,
player,201810250htx,mia,TaylVi00,def_int_yds,0,,,,,
player,201810250htx,mia,TaylVi00,def_int_td,0,,,,,
player,201810250htx,mia,TaylVi00,def_int_long,0,,,,,
player,201810250htx,mia,TaylVi00,pass_defended,0,,,,,
player,201810250htx,mia,TaylVi00,sacks,0.0,,,,,
player,201810250htx,mia,TaylVi00,tackles_combined,3,,,,,
player,201810250htx,mia,TaylVi00,tackles_solo,1,,,,,
player,201810250htx,mia,TaylVi00,tackles_assists,2,,,,,
player,201810250htx,mia,TaylVi00,tackles_loss,0,,,,,
player,201810250htx,mia,TaylVi00,qb_hits,0,,,,,
player,201810250htx,mia,TaylVi00,fumbles_rec,0,,,,,
player,201810250htx,mia,TaylVi00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,TaylVi00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,TaylVi00,fumbles_forced,0,,,,,
player,201810250htx,mia,GodcDa00,def_int,0,,,,,
player,201810250htx,mia,GodcDa00,def_int_yds,0,,,,,
player,201810250htx,mia,GodcDa00,def_int_td,0,,,,,
player,201810250htx,mia,GodcDa00,def_int_long,0,,,,,
player,201810250htx,mia,GodcDa00,pass_defended,0,,,,,
player,201810250htx,mia,GodcDa00,sacks,0.0,,,,,
player,201810250htx,mia,GodcDa00,tackles_combined,2,,,,,
player,201810250htx,mia,GodcDa00,tackles_solo,1,,,,,
player,201810250htx,mia,GodcDa00,tackles_assists,1,,,,,
player,201810250htx,mia,GodcDa00,tackles_loss,0,,,,,
player,201810250htx,mia,GodcDa00,qb_hits,0,,,,,
player,201810250htx,mia,GodcDa00,fumbles_rec,0,,,,,
player,201810250htx,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,GodcDa00,fumbles_forced,0,,,,,
player,201810250htx,mia,HowaXa00,def_int,0,,,,,
player,201810250htx,mia,HowaXa00,def_int_yds,0,,,,,
player,201810250htx,mia,HowaXa00,def_int_td,0,,,,,
player,201810250htx,mia,HowaXa00,def_int_long,0,,,,,
player,201810250htx,mia,HowaXa00,pass_defended,0,,,,,
player,201810250htx,mia,HowaXa00,sacks,0.0,,,,,
player,201810250htx,mia,HowaXa00,tackles_combined,2,,,,,
player,201810250htx,mia,HowaXa00,tackles_solo,1,,,,,
player,201810250htx,mia,HowaXa00,tackles_assists,1,,,,,
player,201810250htx,mia,HowaXa00,tackles_loss,0,,,,,
player,201810250htx,mia,HowaXa00,qb_hits,0,,,,,
player,201810250htx,mia,HowaXa00,fumbles_rec,0,,,,,
player,201810250htx,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,HowaXa00,fumbles_forced,0,,,,,
player,201810250htx,mia,AnthSt00,def_int,0,,,,,
player,201810250htx,mia,AnthSt00,def_int_yds,0,,,,,
player,201810250htx,mia,AnthSt00,def_int_td,0,,,,,
player,201810250htx,mia,AnthSt00,def_int_long,0,,,,,
player,201810250htx,mia,AnthSt00,pass_defended,0,,,,,
player,201810250htx,mia,AnthSt00,sacks,0.0,,,,,
player,201810250htx,mia,AnthSt00,tackles_combined,1,,,,,
player,201810250htx,mia,AnthSt00,tackles_solo,1,,,,,
player,201810250htx,mia,AnthSt00,tackles_assists,0,,,,,
player,201810250htx,mia,AnthSt00,tackles_loss,0,,,,,
player,201810250htx,mia,AnthSt00,qb_hits,0,,,,,
player,201810250htx,mia,AnthSt00,fumbles_rec,0,,,,,
player,201810250htx,mia,AnthSt00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,AnthSt00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,AnthSt00,fumbles_forced,0,,,,,
player,201810250htx,mia,BranAn00,def_int,0,,,,,
player,201810250htx,mia,BranAn00,def_int_yds,0,,,,,
player,201810250htx,mia,BranAn00,def_int_td,0,,,,,
player,201810250htx,mia,BranAn00,def_int_long,0,,,,,
player,201810250htx,mia,BranAn00,pass_defended,1,,,,,
player,201810250htx,mia,BranAn00,sacks,0.0,,,,,
player,201810250htx,mia,BranAn00,tackles_combined,1,,,,,
player,201810250htx,mia,BranAn00,tackles_solo,0,,,,,
player,201810250htx,mia,BranAn00,tackles_assists,1,,,,,
player,201810250htx,mia,BranAn00,tackles_loss,0,,,,,
player,201810250htx,mia,BranAn00,qb_hits,0,,,,,
player,201810250htx,mia,BranAn00,fumbles_rec,0,,,,,
player,201810250htx,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,BranAn00,fumbles_forced,0,,,,,
player,201810250htx,mia,PittJa00,def_int,0,,,,,
player,201810250htx,mia,PittJa00,def_int_yds,0,,,,,
player,201810250htx,mia,PittJa00,def_int_td,0,,,,,
player,201810250htx,mia,PittJa00,def_int_long,0,,,,,
player,201810250htx,mia,PittJa00,pass_defended,0,,,,,
player,201810250htx,mia,PittJa00,sacks,0.0,,,,,
player,201810250htx,mia,PittJa00,tackles_combined,1,,,,,
player,201810250htx,mia,PittJa00,tackles_solo,0,,,,,
player,201810250htx,mia,PittJa00,tackles_assists,1,,,,,
player,201810250htx,mia,PittJa00,tackles_loss,0,,,,,
player,201810250htx,mia,PittJa00,qb_hits,0,,,,,
player,201810250htx,mia,PittJa00,fumbles_rec,0,,,,,
player,201810250htx,mia,PittJa00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,PittJa00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,PittJa00,fumbles_forced,0,,,,,
player,201810250htx,mia,QuinRo00,def_int,0,,,,,
player,201810250htx,mia,QuinRo00,def_int_yds,0,,,,,
player,201810250htx,mia,QuinRo00,def_int_td,0,,,,,
player,201810250htx,mia,QuinRo00,def_int_long,0,,,,,
player,201810250htx,mia,QuinRo00,pass_defended,0,,,,,
player,201810250htx,mia,QuinRo00,sacks,0.0,,,,,
player,201810250htx,mia,QuinRo00,tackles_combined,1,,,,,
player,201810250htx,mia,QuinRo00,tackles_solo,1,,,,,
player,201810250htx,mia,QuinRo00,tackles_assists,0,,,,,
player,201810250htx,mia,QuinRo00,tackles_loss,0,,,,,
player,201810250htx,mia,QuinRo00,qb_hits,0,,,,,
player,201810250htx,mia,QuinRo00,fumbles_rec,0,,,,,
player,201810250htx,mia,QuinRo00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,QuinRo00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,QuinRo00,fumbles_forced,0,,,,,
player,201810250htx,mia,SpaiMa00,def_int,0,,,,,
player,201810250htx,mia,SpaiMa00,def_int_yds,0,,,,,
player,201810250htx,mia,SpaiMa00,def_int_td,0,,,,,
player,201810250htx,mia,SpaiMa00,def_int_long,0,,,,,
player,201810250htx,mia,SpaiMa00,pass_defended,0,,,,,
player,201810250htx,mia,SpaiMa00,sacks,0.0,,,,,
player,201810250htx,mia,SpaiMa00,tackles_combined,1,,,,,
player,201810250htx,mia,SpaiMa00,tackles_solo,0,,,,,
player,201810250htx,mia,SpaiMa00,tackles_assists,1,,,,,
player,201810250htx,mia,SpaiMa00,tackles_loss,0,,,,,
player,201810250htx,mia,SpaiMa00,qb_hits,0,,,,,
player,201810250htx,mia,SpaiMa00,fumbles_rec,0,,,,,
player,201810250htx,mia,SpaiMa00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,SpaiMa00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,SpaiMa00,fumbles_forced,0,,,,,
player,201810250htx,mia,WoodJo00,def_int,0,,,,,
player,201810250htx,mia,WoodJo00,def_int_yds,0,,,,,
player,201810250htx,mia,WoodJo00,def_int_td,0,,,,,
player,201810250htx,mia,WoodJo00,def_int_long,0,,,,,
player,201810250htx,mia,WoodJo00,pass_defended,0,,,,,
player,201810250htx,mia,WoodJo00,sacks,0.0,,,,,
player,201810250htx,mia,WoodJo00,tackles_combined,1,,,,,
player,201810250htx,mia,WoodJo00,tackles_solo,0,,,,,
player,201810250htx,mia,WoodJo00,tackles_assists,1,,,,,
player,201810250htx,mia,WoodJo00,tackles_loss,0,,,,,
player,201810250htx,mia,WoodJo00,qb_hits,0,,,,,
player,201810250htx,mia,WoodJo00,fumbles_rec,0,,,,,
player,201810250htx,mia,WoodJo00,fumbles_rec_yds,0,,,,,
player,201810250htx,mia,WoodJo00,fumbles_rec_td,0,,,,,
player,201810250htx,mia,WoodJo00,fumbles_forced,0,,,,,
player,201810250htx,htx,ReidJu00,def_int,1,,,,,
player,201810250htx,htx,ReidJu00,def_int_yds,21,,,,,
player,201810250htx,htx,ReidJu00,def_int_td,0,,,,,
player,201810250htx,htx,ReidJu00,def_int_long,21,,,,,
player,201810250htx,htx,ReidJu00,pass_defended,2,,,,,
player,201810250htx,htx,ReidJu00,sacks,0.0,,,,,
player,201810250htx,htx,ReidJu00,tackles_combined,9,,,,,
player,201810250htx,htx,ReidJu00,tackles_solo,5,,,,,
player,201810250htx,htx,ReidJu00,tackles_assists,4,,,,,
player,201810250htx,htx,ReidJu00,tackles_loss,0,,,,,
player,201810250htx,htx,ReidJu00,qb_hits,0,,,,,
player,201810250htx,htx,ReidJu00,fumbles_rec,0,,,,,
player,201810250htx,htx,ReidJu00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,ReidJu00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,ReidJu00,fumbles_forced,0,,,,,
player,201810250htx,htx,MathTy00,def_int,0,,,,,
player,201810250htx,htx,MathTy00,def_int_yds,0,,,,,
player,201810250htx,htx,MathTy00,def_int_td,0,,,,,
player,201810250htx,htx,MathTy00,def_int_long,0,,,,,
player,201810250htx,htx,MathTy00,pass_defended,0,,,,,
player,201810250htx,htx,MathTy00,sacks,1.0,,,,,
player,201810250htx,htx,MathTy00,tackles_combined,7,,,,,
player,201810250htx,htx,MathTy00,tackles_solo,6,,,,,
player,201810250htx,htx,MathTy00,tackles_assists,1,,,,,
player,201810250htx,htx,MathTy00,tackles_loss,1,,,,,
player,201810250htx,htx,MathTy00,qb_hits,1,,,,,
player,201810250htx,htx,MathTy00,fumbles_rec,0,,,,,
player,201810250htx,htx,MathTy00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,MathTy00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,MathTy00,fumbles_forced,0,,,,,
player,201810250htx,htx,WattJ.00,def_int,0,,,,,
player,201810250htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201810250htx,htx,WattJ.00,def_int_td,0,,,,,
player,201810250htx,htx,WattJ.00,def_int_long,0,,,,,
player,201810250htx,htx,WattJ.00,pass_defended,1,,,,,
player,201810250htx,htx,WattJ.00,sacks,1.0,,,,,
player,201810250htx,htx,WattJ.00,tackles_combined,4,,,,,
player,201810250htx,htx,WattJ.00,tackles_solo,3,,,,,
player,201810250htx,htx,WattJ.00,tackles_assists,1,,,,,
player,201810250htx,htx,WattJ.00,tackles_loss,2,,,,,
player,201810250htx,htx,WattJ.00,qb_hits,1,,,,,
player,201810250htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201810250htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201810250htx,htx,JackKa99,def_int,0,,,,,
player,201810250htx,htx,JackKa99,def_int_yds,0,,,,,
player,201810250htx,htx,JackKa99,def_int_td,0,,,,,
player,201810250htx,htx,JackKa99,def_int_long,0,,,,,
player,201810250htx,htx,JackKa99,pass_defended,0,,,,,
player,201810250htx,htx,JackKa99,sacks,0.0,,,,,
player,201810250htx,htx,JackKa99,tackles_combined,9,,,,,
player,201810250htx,htx,JackKa99,tackles_solo,7,,,,,
player,201810250htx,htx,JackKa99,tackles_assists,2,,,,,
player,201810250htx,htx,JackKa99,tackles_loss,1,,,,,
player,201810250htx,htx,JackKa99,qb_hits,0,,,,,
player,201810250htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201810250htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201810250htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201810250htx,htx,McKiBe00,def_int,0,,,,,
player,201810250htx,htx,McKiBe00,def_int_yds,0,,,,,
player,201810250htx,htx,McKiBe00,def_int_td,0,,,,,
player,201810250htx,htx,McKiBe00,def_int_long,0,,,,,
player,201810250htx,htx,McKiBe00,pass_defended,2,,,,,
player,201810250htx,htx,McKiBe00,sacks,0.0,,,,,
player,201810250htx,htx,McKiBe00,tackles_combined,7,,,,,
player,201810250htx,htx,McKiBe00,tackles_solo,6,,,,,
player,201810250htx,htx,McKiBe00,tackles_assists,1,,,,,
player,201810250htx,htx,McKiBe00,tackles_loss,0,,,,,
player,201810250htx,htx,McKiBe00,qb_hits,0,,,,,
player,201810250htx,htx,McKiBe00,fumbles_rec,0,,,,,
player,201810250htx,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,McKiBe00,fumbles_forced,0,,,,,
player,201810250htx,htx,KalaPe00,def_int,0,,,,,
player,201810250htx,htx,KalaPe00,def_int_yds,0,,,,,
player,201810250htx,htx,KalaPe00,def_int_td,0,,,,,
player,201810250htx,htx,KalaPe00,def_int_long,0,,,,,
player,201810250htx,htx,KalaPe00,pass_defended,0,,,,,
player,201810250htx,htx,KalaPe00,sacks,0.0,,,,,
player,201810250htx,htx,KalaPe00,tackles_combined,5,,,,,
player,201810250htx,htx,KalaPe00,tackles_solo,1,,,,,
player,201810250htx,htx,KalaPe00,tackles_assists,4,,,,,
player,201810250htx,htx,KalaPe00,tackles_loss,0,,,,,
player,201810250htx,htx,KalaPe00,qb_hits,0,,,,,
player,201810250htx,htx,KalaPe00,fumbles_rec,0,,,,,
player,201810250htx,htx,KalaPe00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,KalaPe00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,KalaPe00,fumbles_forced,0,,,,,
player,201810250htx,htx,JameNa00,def_int,0,,,,,
player,201810250htx,htx,JameNa00,def_int_yds,0,,,,,
player,201810250htx,htx,JameNa00,def_int_td,0,,,,,
player,201810250htx,htx,JameNa00,def_int_long,0,,,,,
player,201810250htx,htx,JameNa00,pass_defended,1,,,,,
player,201810250htx,htx,JameNa00,sacks,0.0,,,,,
player,201810250htx,htx,JameNa00,tackles_combined,4,,,,,
player,201810250htx,htx,JameNa00,tackles_solo,3,,,,,
player,201810250htx,htx,JameNa00,tackles_assists,1,,,,,
player,201810250htx,htx,JameNa00,tackles_loss,0,,,,,
player,201810250htx,htx,JameNa00,qb_hits,0,,,,,
player,201810250htx,htx,JameNa00,fumbles_rec,0,,,,,
player,201810250htx,htx,JameNa00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,JameNa00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,JameNa00,fumbles_forced,0,,,,,
player,201810250htx,htx,KeyeJo00,def_int,0,,,,,
player,201810250htx,htx,KeyeJo00,def_int_yds,0,,,,,
player,201810250htx,htx,KeyeJo00,def_int_td,0,,,,,
player,201810250htx,htx,KeyeJo00,def_int_long,0,,,,,
player,201810250htx,htx,KeyeJo00,pass_defended,0,,,,,
player,201810250htx,htx,KeyeJo00,sacks,0.0,,,,,
player,201810250htx,htx,KeyeJo00,tackles_combined,4,,,,,
player,201810250htx,htx,KeyeJo00,tackles_solo,2,,,,,
player,201810250htx,htx,KeyeJo00,tackles_assists,2,,,,,
player,201810250htx,htx,KeyeJo00,tackles_loss,0,,,,,
player,201810250htx,htx,KeyeJo00,qb_hits,1,,,,,
player,201810250htx,htx,KeyeJo00,fumbles_rec,0,,,,,
player,201810250htx,htx,KeyeJo00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,KeyeJo00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,KeyeJo00,fumbles_forced,0,,,,,
player,201810250htx,htx,ClowJa00,def_int,0,,,,,
player,201810250htx,htx,ClowJa00,def_int_yds,0,,,,,
player,201810250htx,htx,ClowJa00,def_int_td,0,,,,,
player,201810250htx,htx,ClowJa00,def_int_long,0,,,,,
player,201810250htx,htx,ClowJa00,pass_defended,0,,,,,
player,201810250htx,htx,ClowJa00,sacks,0.0,,,,,
player,201810250htx,htx,ClowJa00,tackles_combined,3,,,,,
player,201810250htx,htx,ClowJa00,tackles_solo,1,,,,,
player,201810250htx,htx,ClowJa00,tackles_assists,2,,,,,
player,201810250htx,htx,ClowJa00,tackles_loss,0,,,,,
player,201810250htx,htx,ClowJa00,qb_hits,1,,,,,
player,201810250htx,htx,ClowJa00,fumbles_rec,0,,,,,
player,201810250htx,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,ClowJa00,fumbles_forced,0,,,,,
player,201810250htx,htx,CoviCh00,def_int,0,,,,,
player,201810250htx,htx,CoviCh00,def_int_yds,0,,,,,
player,201810250htx,htx,CoviCh00,def_int_td,0,,,,,
player,201810250htx,htx,CoviCh00,def_int_long,0,,,,,
player,201810250htx,htx,CoviCh00,pass_defended,0,,,,,
player,201810250htx,htx,CoviCh00,sacks,0.0,,,,,
player,201810250htx,htx,CoviCh00,tackles_combined,2,,,,,
player,201810250htx,htx,CoviCh00,tackles_solo,0,,,,,
player,201810250htx,htx,CoviCh00,tackles_assists,2,,,,,
player,201810250htx,htx,CoviCh00,tackles_loss,0,,,,,
player,201810250htx,htx,CoviCh00,qb_hits,0,,,,,
player,201810250htx,htx,CoviCh00,fumbles_rec,0,,,,,
player,201810250htx,htx,CoviCh00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,CoviCh00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,CoviCh00,fumbles_forced,0,,,,,
player,201810250htx,htx,CunnZa00,def_int,0,,,,,
player,201810250htx,htx,CunnZa00,def_int_yds,0,,,,,
player,201810250htx,htx,CunnZa00,def_int_td,0,,,,,
player,201810250htx,htx,CunnZa00,def_int_long,0,,,,,
player,201810250htx,htx,CunnZa00,pass_defended,0,,,,,
player,201810250htx,htx,CunnZa00,sacks,0.0,,,,,
player,201810250htx,htx,CunnZa00,tackles_combined,2,,,,,
player,201810250htx,htx,CunnZa00,tackles_solo,2,,,,,
player,201810250htx,htx,CunnZa00,tackles_assists,0,,,,,
player,201810250htx,htx,CunnZa00,tackles_loss,0,,,,,
player,201810250htx,htx,CunnZa00,qb_hits,0,,,,,
player,201810250htx,htx,CunnZa00,fumbles_rec,0,,,,,
player,201810250htx,htx,CunnZa00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,CunnZa00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,CunnZa00,fumbles_forced,0,,,,,
player,201810250htx,htx,DunnBr00,def_int,0,,,,,
player,201810250htx,htx,DunnBr00,def_int_yds,0,,,,,
player,201810250htx,htx,DunnBr00,def_int_td,0,,,,,
player,201810250htx,htx,DunnBr00,def_int_long,0,,,,,
player,201810250htx,htx,DunnBr00,pass_defended,0,,,,,
player,201810250htx,htx,DunnBr00,sacks,0.0,,,,,
player,201810250htx,htx,DunnBr00,tackles_combined,2,,,,,
player,201810250htx,htx,DunnBr00,tackles_solo,2,,,,,
player,201810250htx,htx,DunnBr00,tackles_assists,0,,,,,
player,201810250htx,htx,DunnBr00,tackles_loss,1,,,,,
player,201810250htx,htx,DunnBr00,qb_hits,0,,,,,
player,201810250htx,htx,DunnBr00,fumbles_rec,0,,,,,
player,201810250htx,htx,DunnBr00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,DunnBr00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,DunnBr00,fumbles_forced,0,,,,,
player,201810250htx,htx,ScarBr00,def_int,0,,,,,
player,201810250htx,htx,ScarBr00,def_int_yds,0,,,,,
player,201810250htx,htx,ScarBr00,def_int_td,0,,,,,
player,201810250htx,htx,ScarBr00,def_int_long,0,,,,,
player,201810250htx,htx,ScarBr00,pass_defended,0,,,,,
player,201810250htx,htx,ScarBr00,sacks,0.0,,,,,
player,201810250htx,htx,ScarBr00,tackles_combined,2,,,,,
player,201810250htx,htx,ScarBr00,tackles_solo,0,,,,,
player,201810250htx,htx,ScarBr00,tackles_assists,2,,,,,
player,201810250htx,htx,ScarBr00,tackles_loss,0,,,,,
player,201810250htx,htx,ScarBr00,qb_hits,0,,,,,
player,201810250htx,htx,ScarBr00,fumbles_rec,0,,,,,
player,201810250htx,htx,ScarBr00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,ScarBr00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,ScarBr00,fumbles_forced,0,,,,,
player,201810250htx,htx,TysoMi00,def_int,0,,,,,
player,201810250htx,htx,TysoMi00,def_int_yds,0,,,,,
player,201810250htx,htx,TysoMi00,def_int_td,0,,,,,
player,201810250htx,htx,TysoMi00,def_int_long,0,,,,,
player,201810250htx,htx,TysoMi00,pass_defended,0,,,,,
player,201810250htx,htx,TysoMi00,sacks,0.0,,,,,
player,201810250htx,htx,TysoMi00,tackles_combined,2,,,,,
player,201810250htx,htx,TysoMi00,tackles_solo,0,,,,,
player,201810250htx,htx,TysoMi00,tackles_assists,2,,,,,
player,201810250htx,htx,TysoMi00,tackles_loss,0,,,,,
player,201810250htx,htx,TysoMi00,qb_hits,0,,,,,
player,201810250htx,htx,TysoMi00,fumbles_rec,0,,,,,
player,201810250htx,htx,TysoMi00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,TysoMi00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,TysoMi00,fumbles_forced,0,,,,,
player,201810250htx,htx,BlacAn00,def_int,0,,,,,
player,201810250htx,htx,BlacAn00,def_int_yds,0,,,,,
player,201810250htx,htx,BlacAn00,def_int_td,0,,,,,
player,201810250htx,htx,BlacAn00,def_int_long,0,,,,,
player,201810250htx,htx,BlacAn00,pass_defended,1,,,,,
player,201810250htx,htx,BlacAn00,sacks,0.0,,,,,
player,201810250htx,htx,BlacAn00,tackles_combined,1,,,,,
player,201810250htx,htx,BlacAn00,tackles_solo,1,,,,,
player,201810250htx,htx,BlacAn00,tackles_assists,0,,,,,
player,201810250htx,htx,BlacAn00,tackles_loss,0,,,,,
player,201810250htx,htx,BlacAn00,qb_hits,0,,,,,
player,201810250htx,htx,BlacAn00,fumbles_rec,0,,,,,
player,201810250htx,htx,BlacAn00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,BlacAn00,fumbles_forced,0,,,,,
player,201810250htx,htx,EjioDu00,def_int,0,,,,,
player,201810250htx,htx,EjioDu00,def_int_yds,0,,,,,
player,201810250htx,htx,EjioDu00,def_int_td,0,,,,,
player,201810250htx,htx,EjioDu00,def_int_long,0,,,,,
player,201810250htx,htx,EjioDu00,pass_defended,0,,,,,
player,201810250htx,htx,EjioDu00,sacks,0.0,,,,,
player,201810250htx,htx,EjioDu00,tackles_combined,1,,,,,
player,201810250htx,htx,EjioDu00,tackles_solo,0,,,,,
player,201810250htx,htx,EjioDu00,tackles_assists,1,,,,,
player,201810250htx,htx,EjioDu00,tackles_loss,0,,,,,
player,201810250htx,htx,EjioDu00,qb_hits,0,,,,,
player,201810250htx,htx,EjioDu00,fumbles_rec,0,,,,,
player,201810250htx,htx,EjioDu00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,EjioDu00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,EjioDu00,fumbles_forced,0,,,,,
player,201810250htx,htx,HoweGr00,def_int,0,,,,,
player,201810250htx,htx,HoweGr00,def_int_yds,0,,,,,
player,201810250htx,htx,HoweGr00,def_int_td,0,,,,,
player,201810250htx,htx,HoweGr00,def_int_long,0,,,,,
player,201810250htx,htx,HoweGr00,pass_defended,0,,,,,
player,201810250htx,htx,HoweGr00,sacks,0.0,,,,,
player,201810250htx,htx,HoweGr00,tackles_combined,1,,,,,
player,201810250htx,htx,HoweGr00,tackles_solo,1,,,,,
player,201810250htx,htx,HoweGr00,tackles_assists,0,,,,,
player,201810250htx,htx,HoweGr00,tackles_loss,0,,,,,
player,201810250htx,htx,HoweGr00,qb_hits,0,,,,,
