game,2018,8,20181025,201810250htx,mia,"Miami Dolphins",23,htx,"Houston Texans",42
player,201810250htx,htx,HoweGr00,fumbles_rec,0,,,,,
player,201810250htx,htx,HoweGr00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,HoweGr00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,HoweGr00,fumbles_forced,0,,,,,
player,201810250htx,htx,MercWh00,def_int,0,,,,,
player,201810250htx,htx,MercWh00,def_int_yds,0,,,,,
player,201810250htx,htx,MercWh00,def_int_td,0,,,,,
player,201810250htx,htx,MercWh00,def_int_long,0,,,,,
player,201810250htx,htx,MercWh00,pass_defended,0,,,,,
player,201810250htx,htx,MercWh00,sacks,0.0,,,,,
player,201810250htx,htx,MercWh00,tackles_combined,1,,,,,
player,201810250htx,htx,MercWh00,tackles_solo,0,,,,,
player,201810250htx,htx,MercWh00,tackles_assists,1,,,,,
player,201810250htx,htx,MercWh00,tackles_loss,0,,,,,
player,201810250htx,htx,MercWh00,qb_hits,1,,,,,
player,201810250htx,htx,MercWh00,fumbles_rec,0,,,,,
player,201810250htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201810250htx,htx,ReadD.00,def_int,0,,,,,
player,201810250htx,htx,ReadD.00,def_int_yds,0,,,,,
player,201810250htx,htx,ReadD.00,def_int_td,0,,,,,
player,201810250htx,htx,ReadD.00,def_int_long,0,,,,,
player,201810250htx,htx,ReadD.00,pass_defended,0,,,,,
player,201810250htx,htx,ReadD.00,sacks,0.0,,,,,
player,201810250htx,htx,ReadD.00,tackles_combined,1,,,,,
player,201810250htx,htx,ReadD.00,tackles_solo,1,,,,,
player,201810250htx,htx,ReadD.00,tackles_assists,0,,,,,
player,201810250htx,htx,ReadD.00,tackles_loss,0,,,,,
player,201810250htx,htx,ReadD.00,qb_hits,0,,,,,
player,201810250htx,htx,ReadD.00,fumbles_rec,0,,,,,
player,201810250htx,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201810250htx,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201810250htx,htx,ReadD.00,fumbles_forced,0,,,,,
player,201810250htx,mia,GranJa00,kick_ret,0,,,,,
player,201810250htx,mia,GranJa00,kick_ret_yds,0,,,,,
player,201810250htx,mia,GranJa00,kick_ret_yds_per_ret,,,,,,
player,201810250htx,mia,GranJa00,kick_ret_td,0,,,,,
player,201810250htx,mia,GranJa00,kick_ret_long,0,,,,,
player,201810250htx,mia,GranJa00,punt_ret,2,,,,,
player,201810250htx,mia,GranJa00,punt_ret_yds,29,,,,,
player,201810250htx,mia,GranJa00,punt_ret_yds_per_ret,14.5,,,,,
player,201810250htx,mia,GranJa00,punt_ret_td,0,,,,,
player,201810250htx,mia,GranJa00,punt_ret_long,21,,,,,
player,201810250htx,mia,PerrSe00,kick_ret,3,,,,,
player,201810250htx,mia,PerrSe00,kick_ret_yds,80,,,,,
player,201810250htx,mia,PerrSe00,kick_ret_yds_per_ret,26.7,,,,,
player,201810250htx,mia,PerrSe00,kick_ret_td,0,,,,,
player,201810250htx,mia,PerrSe00,kick_ret_long,32,,,,,
player,201810250htx,mia,PerrSe00,punt_ret,0,,,,,
player,201810250htx,mia,PerrSe00,punt_ret_yds,0,,,,,
player,201810250htx,mia,PerrSe00,punt_ret_yds_per_ret,,,,,,
player,201810250htx,mia,PerrSe00,punt_ret_td,0,,,,,
player,201810250htx,mia,PerrSe00,punt_ret_long,0,,,,,
player,201810250htx,htx,ErviTy00,kick_ret,0,,,,,
player,201810250htx,htx,ErviTy00,kick_ret_yds,0,,,,,
player,201810250htx,htx,ErviTy00,kick_ret_yds_per_ret,,,,,,
player,201810250htx,htx,ErviTy00,kick_ret_td,0,,,,,
player,201810250htx,htx,ErviTy00,kick_ret_long,0,,,,,
player,201810250htx,htx,ErviTy00,punt_ret,1,,,,,
player,201810250htx,htx,ErviTy00,punt_ret_yds,13,,,,,
player,201810250htx,htx,ErviTy00,punt_ret_yds_per_ret,13.0,,,,,
player,201810250htx,htx,ErviTy00,punt_ret_td,0,,,,,
player,201810250htx,htx,ErviTy00,punt_ret_long,13,,,,,
player,201810250htx,mia,SandJa00,xpm,2,,,,,
player,201810250htx,mia,SandJa00,xpa,2,,,,,
player,201810250htx,mia,SandJa00,fgm,3,,,,,
player,201810250htx,mia,SandJa00,fga,3,,,,,
player,201810250htx,mia,SandJa00,punt,0,,,,,
player,201810250htx,mia,SandJa00,punt_yds,0,,,,,
player,201810250htx,mia,SandJa00,punt_yds_per_punt,,,,,,
player,201810250htx,mia,SandJa00,punt_long,0,,,,,
player,201810250htx,mia,HaacMa00,xpm,,,,,,
player,201810250htx,mia,HaacMa00,xpa,,,,,,
player,201810250htx,mia,HaacMa00,fgm,,,,,,
player,201810250htx,mia,HaacMa00,fga,,,,,,
player,201810250htx,mia,HaacMa00,punt,4,,,,,
player,201810250htx,mia,HaacMa00,punt_yds,188,,,,,
player,201810250htx,mia,HaacMa00,punt_yds_per_punt,47.0,,,,,
player,201810250htx,mia,HaacMa00,punt_long,60,,,,,
player,201810250htx,htx,FairKa01,xpm,6,,,,,
player,201810250htx,htx,FairKa01,xpa,6,,,,,
player,201810250htx,htx,FairKa01,fgm,,,,,,
player,201810250htx,htx,FairKa01,fga,,,,,,
player,201810250htx,htx,FairKa01,punt,0,,,,,
player,201810250htx,htx,FairKa01,punt_yds,0,,,,,
player,201810250htx,htx,FairKa01,punt_yds_per_punt,,,,,,
player,201810250htx,htx,FairKa01,punt_long,0,,,,,
player,201810250htx,htx,DaniTr00,xpm,,,,,,
player,201810250htx,htx,DaniTr00,xpa,,,,,,
player,201810250htx,htx,DaniTr00,fgm,,,,,,
player,201810250htx,htx,DaniTr00,fga,,,,,,
player,201810250htx,htx,DaniTr00,punt,5,,,,,
player,201810250htx,htx,DaniTr00,punt_yds,211,,,,,
player,201810250htx,htx,DaniTr00,punt_yds_per_punt,42.2,,,,,
player,201810250htx,htx,DaniTr00,punt_long,53,,,,,
player,201810250htx,mia,OsweBr00,pass_cmp,21,,,,,
player,201810250htx,mia,OsweBr00,pass_att,37,,,,,
player,201810250htx,mia,OsweBr00,pass_yds,241,,,,,
player,201810250htx,mia,OsweBr00,pass_first_down,10,,,,,
player,201810250htx,mia,OsweBr00,pass_air_yds,145,,,,,
player,201810250htx,mia,OsweBr00,pass_air_yds_per_cmp,6.9,,,,,
player,201810250htx,mia,OsweBr00,pass_air_yds_per_att,3.9,,,,,
player,201810250htx,mia,OsweBr00,pass_tgt_yds_per_att,10.2,,,,,
player,201810250htx,mia,OsweBr00,pass_yac,96,,,,,
player,201810250htx,mia,OsweBr00,pass_yac_per_cmp,4.6,,,,,
player,201810250htx,mia,OsweBr00,pass_drops,0,,,,,
player,201810250htx,mia,OsweBr00,pass_drop_pct,0.0,,,,,
player,201810250htx,mia,OsweBr00,pass_poor_throws,6,,,,,
player,201810250htx,mia,OsweBr00,pass_poor_throw_pct,16.2,,,,,
player,201810250htx,mia,OsweBr00,pass_blitzed,6,,,,,
player,201810250htx,mia,OsweBr00,pass_hurried,7,,,,,
player,201810250htx,mia,OsweBr00,pass_hits,0,,,,,
player,201810250htx,mia,OsweBr00,rush_scrambles,0,,,,,
player,201810250htx,mia,OsweBr00,rush_scrambles_yds_per_att,,,,,,
player,201810250htx,mia,AmenDa00,pass_cmp,1,,,,,
player,201810250htx,mia,AmenDa00,pass_att,1,,,,,
player,201810250htx,mia,AmenDa00,pass_yds,28,,,,,
player,201810250htx,mia,AmenDa00,pass_first_down,1,,,,,
player,201810250htx,mia,AmenDa00,pass_air_yds,25,,,,,
player,201810250htx,mia,AmenDa00,pass_air_yds_per_cmp,25.0,,,,,
player,201810250htx,mia,AmenDa00,pass_air_yds_per_att,25.0,,,,,
player,201810250htx,mia,AmenDa00,pass_tgt_yds_per_att,25.0,,,,,
player,201810250htx,mia,AmenDa00,pass_yac,3,,,,,
player,201810250htx,mia,AmenDa00,pass_yac_per_cmp,3.0,,,,,
player,201810250htx,mia,AmenDa00,pass_drops,0,,,,,
player,201810250htx,mia,AmenDa00,pass_drop_pct,0.0,,,,,
player,201810250htx,mia,AmenDa00,pass_poor_throws,0,,,,,
player,201810250htx,mia,AmenDa00,pass_poor_throw_pct,0.0,,,,,
player,201810250htx,mia,AmenDa00,pass_blitzed,0,,,,,
player,201810250htx,mia,AmenDa00,pass_hurried,0,,,,,
player,201810250htx,mia,AmenDa00,pass_hits,0,,,,,
player,201810250htx,mia,AmenDa00,rush_scrambles,0,,,,,
player,201810250htx,mia,AmenDa00,rush_scrambles_yds_per_att,,,,,,
player,201810250htx,htx,WatsDe00,pass_cmp,16,,,,,
player,201810250htx,htx,WatsDe00,pass_att,20,,,,,
player,201810250htx,htx,WatsDe00,pass_yds,239,,,,,
player,201810250htx,htx,WatsDe00,pass_first_down,8,,,,,
player,201810250htx,htx,WatsDe00,pass_air_yds,138,,,,,
player,201810250htx,htx,WatsDe00,pass_air_yds_per_cmp,8.6,,,,,
player,201810250htx,htx,WatsDe00,pass_air_yds_per_att,6.9,,,,,
player,201810250htx,htx,WatsDe00,pass_tgt_yds_per_att,9.3,,,,,
player,201810250htx,htx,WatsDe00,pass_yac,101,,,,,
player,201810250htx,htx,WatsDe00,pass_yac_per_cmp,6.3,,,,,
player,201810250htx,htx,WatsDe00,pass_drops,0,,,,,
player,201810250htx,htx,WatsDe00,pass_drop_pct,0.0,,,,,
player,201810250htx,htx,WatsDe00,pass_poor_throws,3,,,,,
player,201810250htx,htx,WatsDe00,pass_poor_throw_pct,15.0,,,,,
player,201810250htx,htx,WatsDe00,pass_blitzed,7,,,,,
player,201810250htx,htx,WatsDe00,pass_hurried,4,,,,,
player,201810250htx,htx,WatsDe00,pass_hits,0,,,,,
player,201810250htx,htx,WatsDe00,rush_scrambles,1,,,,,
player,201810250htx,htx,WatsDe00,rush_scrambles_yds_per_att,14.0,,,,,
player,201810250htx,mia,DrakKe00,rush_att,12,,,,,
player,201810250htx,mia,DrakKe00,rush_yds,58,,,,,
player,201810250htx,mia,DrakKe00,rush_first_down,3,,,,,
player,201810250htx,mia,DrakKe00,rush_yds_before_contact,43,,,,,
player,201810250htx,mia,DrakKe00,rush_yds_bc_per_rush,3.6,,,,,
player,201810250htx,mia,DrakKe00,rush_yac,15,,,,,
player,201810250htx,mia,DrakKe00,rush_yac_per_rush,1.3,,,,,
player,201810250htx,mia,DrakKe00,rush_broken_tackles,1,,,,,
player,201810250htx,mia,DrakKe00,rush_broken_tackles_per_rush,12.0,,,,,
player,201810250htx,mia,GoreFr00,rush_att,12,,,,,
player,201810250htx,mia,GoreFr00,rush_yds,53,,,,,
player,201810250htx,mia,GoreFr00,rush_first_down,2,,,,,
player,201810250htx,mia,GoreFr00,rush_yds_before_contact,27,,,,,
player,201810250htx,mia,GoreFr00,rush_yds_bc_per_rush,2.3,,,,,
player,201810250htx,mia,GoreFr00,rush_yac,26,,,,,
player,201810250htx,mia,GoreFr00,rush_yac_per_rush,2.2,,,,,
player,201810250htx,mia,GoreFr00,rush_broken_tackles,0,,,,,
player,201810250htx,mia,GoreFr00,rush_broken_tackles_per_rush,,,,,,
player,201810250htx,mia,BallKa00,rush_att,1,,,,,
player,201810250htx,mia,BallKa00,rush_yds,5,,,,,
player,201810250htx,mia,BallKa00,rush_first_down,1,,,,,
player,201810250htx,mia,BallKa00,rush_yds_before_contact,2,,,,,
player,201810250htx,mia,BallKa00,rush_yds_bc_per_rush,2.0,,,,,
player,201810250htx,mia,BallKa00,rush_yac,3,,,,,
player,201810250htx,mia,BallKa00,rush_yac_per_rush,3.0,,,,,
player,201810250htx,mia,BallKa00,rush_broken_tackles,0,,,,,
player,201810250htx,mia,BallKa00,rush_broken_tackles_per_rush,,,,,,
player,201810250htx,htx,MillLa01,rush_att,18,,,,,
player,201810250htx,htx,MillLa01,rush_yds,133,,,,,
player,201810250htx,htx,MillLa01,rush_first_down,5,,,,,
player,201810250htx,htx,MillLa01,rush_yds_before_contact,27,,,,,
player,201810250htx,htx,MillLa01,rush_yds_bc_per_rush,1.5,,,,,
player,201810250htx,htx,MillLa01,rush_yac,106,,,,,
player,201810250htx,htx,MillLa01,rush_yac_per_rush,5.9,,,,,
player,201810250htx,htx,MillLa01,rush_broken_tackles,1,,,,,
player,201810250htx,htx,MillLa01,rush_broken_tackles_per_rush,18.0,,,,,
player,201810250htx,htx,BlueAl00,rush_att,15,,,,,
player,201810250htx,htx,BlueAl00,rush_yds,42,,,,,
player,201810250htx,htx,BlueAl00,rush_first_down,2,,,,,
player,201810250htx,htx,BlueAl00,rush_yds_before_contact,10,,,,,
player,201810250htx,htx,BlueAl00,rush_yds_bc_per_rush,0.7,,,,,
player,201810250htx,htx,BlueAl00,rush_yac,32,,,,,
player,201810250htx,htx,BlueAl00,rush_yac_per_rush,2.1,,,,,
player,201810250htx,htx,BlueAl00,rush_broken_tackles,1,,,,,
player,201810250htx,htx,BlueAl00,rush_broken_tackles_per_rush,15.0,,,,,
player,201810250htx,htx,WatsDe00,rush_att,1,,,,,
player,201810250htx,htx,WatsDe00,rush_yds,14,,,,,
player,201810250htx,htx,WatsDe00,rush_first_down,1,,,,,
player,201810250htx,htx,WatsDe00,rush_yds_before_contact,14,,,,,
player,201810250htx,htx,WatsDe00,rush_yds_bc_per_rush,14.0,,,,,
player,201810250htx,htx,WatsDe00,rush_yac,0,,,,,
player,201810250htx,htx,WatsDe00,rush_yac_per_rush,0.0,,,,,
player,201810250htx,htx,WatsDe00,rush_broken_tackles,0,,,,,
player,201810250htx,htx,WatsDe00,rush_broken_tackles_per_rush,,,,,,
player,201810250htx,htx,WeedBr00,rush_att,1,,,,,
player,201810250htx,htx,WeedBr00,rush_yds,-1,,,,,
player,201810250htx,htx,WeedBr00,rush_first_down,,,,,,
player,201810250htx,htx,WeedBr00,rush_yds_before_contact,-1,,,,,
player,201810250htx,htx,WeedBr00,rush_yds_bc_per_rush,-1.0,,,,,
player,201810250htx,htx,WeedBr00,rush_yac,0,,,,,
player,201810250htx,htx,WeedBr00,rush_yac_per_rush,0.0,,,,,
player,201810250htx,htx,WeedBr00,rush_broken_tackles,0,,,,,
player,201810250htx,htx,WeedBr00,rush_broken_tackles_per_rush,,,,,,
player,201810250htx,mia,ParkDe01,targets,9,,,,,
player,201810250htx,mia,ParkDe01,rec,6,,,,,
player,201810250htx,mia,ParkDe01,rec_yds,134,,,,,
player,201810250htx,mia,ParkDe01,rec_first_down,6,,,,,
player,201810250htx,mia,ParkDe01,rec_air_yds,87,,,,,
player,201810250htx,mia,ParkDe01,rec_air_yds_per_rec,14.5,,,,,
player,201810250htx,mia,ParkDe01,rec_yac,47,,,,,
player,201810250htx,mia,ParkDe01,rec_yac_per_rec,7.8,,,,,
player,201810250htx,mia,ParkDe01,rec_broken_tackles,0,,,,,
player,201810250htx,mia,ParkDe01,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,ParkDe01,rec_drops,0,,,,,
player,201810250htx,mia,ParkDe01,rec_drop_pct,0.0,,,,,
player,201810250htx,mia,AmenDa00,targets,6,,,,,
player,201810250htx,mia,AmenDa00,rec,5,,,,,
player,201810250htx,mia,AmenDa00,rec_yds,43,,,,,
player,201810250htx,mia,AmenDa00,rec_first_down,1,,,,,
player,201810250htx,mia,AmenDa00,rec_air_yds,27,,,,,
player,201810250htx,mia,AmenDa00,rec_air_yds_per_rec,5.4,,,,,
player,201810250htx,mia,AmenDa00,rec_yac,16,,,,,
player,201810250htx,mia,AmenDa00,rec_yac_per_rec,3.2,,,,,
player,201810250htx,mia,AmenDa00,rec_broken_tackles,0,,,,,
player,201810250htx,mia,AmenDa00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,AmenDa00,rec_drops,0,,,,,
player,201810250htx,mia,AmenDa00,rec_drop_pct,0.0,,,,,
player,201810250htx,mia,GranJa00,targets,8,,,,,
player,201810250htx,mia,GranJa00,rec,4,,,,,
player,201810250htx,mia,GranJa00,rec_yds,36,,,,,
player,201810250htx,mia,GranJa00,rec_first_down,2,,,,,
player,201810250htx,mia,GranJa00,rec_air_yds,21,,,,,
player,201810250htx,mia,GranJa00,rec_air_yds_per_rec,5.3,,,,,
player,201810250htx,mia,GranJa00,rec_yac,15,,,,,
player,201810250htx,mia,GranJa00,rec_yac_per_rec,3.8,,,,,
player,201810250htx,mia,GranJa00,rec_broken_tackles,0,,,,,
player,201810250htx,mia,GranJa00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,GranJa00,rec_drops,0,,,,,
player,201810250htx,mia,GranJa00,rec_drop_pct,0.0,,,,,
player,201810250htx,mia,GesiMi00,targets,5,,,,,
player,201810250htx,mia,GesiMi00,rec,4,,,,,
player,201810250htx,mia,GesiMi00,rec_yds,14,,,,,
player,201810250htx,mia,GesiMi00,rec_first_down,1,,,,,
player,201810250htx,mia,GesiMi00,rec_air_yds,11,,,,,
player,201810250htx,mia,GesiMi00,rec_air_yds_per_rec,2.8,,,,,
player,201810250htx,mia,GesiMi00,rec_yac,3,,,,,
player,201810250htx,mia,GesiMi00,rec_yac_per_rec,0.8,,,,,
player,201810250htx,mia,GesiMi00,rec_broken_tackles,0,,,,,
player,201810250htx,mia,GesiMi00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,GesiMi00,rec_drops,0,,,,,
player,201810250htx,mia,GesiMi00,rec_drop_pct,0.0,,,,,
player,201810250htx,mia,DrakKe00,targets,2,,,,,
player,201810250htx,mia,DrakKe00,rec,2,,,,,
player,201810250htx,mia,DrakKe00,rec_yds,37,,,,,
player,201810250htx,mia,DrakKe00,rec_first_down,1,,,,,
player,201810250htx,mia,DrakKe00,rec_air_yds,26,,,,,
player,201810250htx,mia,DrakKe00,rec_air_yds_per_rec,13.0,,,,,
player,201810250htx,mia,DrakKe00,rec_yac,11,,,,,
player,201810250htx,mia,DrakKe00,rec_yac_per_rec,5.5,,,,,
player,201810250htx,mia,DrakKe00,rec_broken_tackles,0,,,,,
player,201810250htx,mia,DrakKe00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,DrakKe00,rec_drops,0,,,,,
player,201810250htx,mia,DrakKe00,rec_drop_pct,0.0,,,,,
player,201810250htx,mia,GoreFr00,targets,2,,,,,
player,201810250htx,mia,GoreFr00,rec,1,,,,,
player,201810250htx,mia,GoreFr00,rec_yds,5,,,,,
player,201810250htx,mia,GoreFr00,rec_first_down,0,,,,,
player,201810250htx,mia,GoreFr00,rec_air_yds,-2,,,,,
player,201810250htx,mia,GoreFr00,rec_air_yds_per_rec,-2.0,,,,,
player,201810250htx,mia,GoreFr00,rec_yac,7,,,,,
player,201810250htx,mia,GoreFr00,rec_yac_per_rec,7.0,,,,,
player,201810250htx,mia,GoreFr00,rec_broken_tackles,0,,,,,
player,201810250htx,mia,GoreFr00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,GoreFr00,rec_drops,0,,,,,
player,201810250htx,mia,GoreFr00,rec_drop_pct,0.0,,,,,
player,201810250htx,mia,SmytDu00,targets,1,,,,,
player,201810250htx,mia,SmytDu00,rec,0,,,,,
player,201810250htx,mia,SmytDu00,rec_yds,0,,,,,
player,201810250htx,mia,SmytDu00,rec_first_down,,,,,,
player,201810250htx,mia,SmytDu00,rec_air_yds,0,,,,,
player,201810250htx,mia,SmytDu00,rec_air_yds_per_rec,,,,,,
player,201810250htx,mia,SmytDu00,rec_yac,0,,,,,
player,201810250htx,mia,SmytDu00,rec_yac_per_rec,,,,,,
player,201810250htx,mia,SmytDu00,rec_broken_tackles,0,,,,,
player,201810250htx,mia,SmytDu00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,mia,SmytDu00,rec_drops,0,,,,,
player,201810250htx,mia,SmytDu00,rec_drop_pct,0.0,,,,,
player,201810250htx,htx,HopkDe00,targets,7,,,,,
player,201810250htx,htx,HopkDe00,rec,6,,,,,
player,201810250htx,htx,HopkDe00,rec_yds,82,,,,,
player,201810250htx,htx,HopkDe00,rec_first_down,4,,,,,
player,201810250htx,htx,HopkDe00,rec_air_yds,51,,,,,
player,201810250htx,htx,HopkDe00,rec_air_yds_per_rec,8.5,,,,,
player,201810250htx,htx,HopkDe00,rec_yac,31,,,,,
player,201810250htx,htx,HopkDe00,rec_yac_per_rec,5.2,,,,,
player,201810250htx,htx,HopkDe00,rec_broken_tackles,0,,,,,
player,201810250htx,htx,HopkDe00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,htx,HopkDe00,rec_drops,0,,,,,
player,201810250htx,htx,HopkDe00,rec_drop_pct,0.0,,,,,
player,201810250htx,htx,FullWi01,targets,6,,,,,
player,201810250htx,htx,FullWi01,rec,5,,,,,
player,201810250htx,htx,FullWi01,rec_yds,124,,,,,
player,201810250htx,htx,FullWi01,rec_first_down,2,,,,,
player,201810250htx,htx,FullWi01,rec_air_yds,62,,,,,
player,201810250htx,htx,FullWi01,rec_air_yds_per_rec,12.4,,,,,
player,201810250htx,htx,FullWi01,rec_yac,62,,,,,
player,201810250htx,htx,FullWi01,rec_yac_per_rec,12.4,,,,,
player,201810250htx,htx,FullWi01,rec_broken_tackles,0,,,,,
player,201810250htx,htx,FullWi01,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,htx,FullWi01,rec_drops,0,,,,,
player,201810250htx,htx,FullWi01,rec_drop_pct,0.0,,,,,
player,201810250htx,htx,ThomJo05,targets,4,,,,,
player,201810250htx,htx,ThomJo05,rec,4,,,,,
player,201810250htx,htx,ThomJo05,rec_yds,29,,,,,
player,201810250htx,htx,ThomJo05,rec_first_down,2,,,,,
player,201810250htx,htx,ThomJo05,rec_air_yds,21,,,,,
player,201810250htx,htx,ThomJo05,rec_air_yds_per_rec,5.3,,,,,
player,201810250htx,htx,ThomJo05,rec_yac,8,,,,,
player,201810250htx,htx,ThomJo05,rec_yac_per_rec,2.0,,,,,
player,201810250htx,htx,ThomJo05,rec_broken_tackles,0,,,,,
player,201810250htx,htx,ThomJo05,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,htx,ThomJo05,rec_drops,0,,,,,
player,201810250htx,htx,ThomJo05,rec_drop_pct,0.0,,,,,
player,201810250htx,htx,ErviTy00,targets,1,,,,,
player,201810250htx,htx,ErviTy00,rec,1,,,,,
player,201810250htx,htx,ErviTy00,rec_yds,4,,,,,
player,201810250htx,htx,ErviTy00,rec_first_down,,,,,,
player,201810250htx,htx,ErviTy00,rec_air_yds,4,,,,,
player,201810250htx,htx,ErviTy00,rec_air_yds_per_rec,4.0,,,,,
player,201810250htx,htx,ErviTy00,rec_yac,0,,,,,
player,201810250htx,htx,ErviTy00,rec_yac_per_rec,0.0,,,,,
player,201810250htx,htx,ErviTy00,rec_broken_tackles,0,,,,,
player,201810250htx,htx,ErviTy00,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,htx,ErviTy00,rec_drops,0,,,,,
player,201810250htx,htx,ErviTy00,rec_drop_pct,0.0,,,,,
player,201810250htx,htx,MillLa01,targets,2,,,,,
player,201810250htx,htx,MillLa01,rec,0,,,,,
player,201810250htx,htx,MillLa01,rec_yds,0,,,,,
player,201810250htx,htx,MillLa01,rec_first_down,0,,,,,
player,201810250htx,htx,MillLa01,rec_air_yds,0,,,,,
player,201810250htx,htx,MillLa01,rec_air_yds_per_rec,,,,,,
player,201810250htx,htx,MillLa01,rec_yac,0,,,,,
player,201810250htx,htx,MillLa01,rec_yac_per_rec,,,,,,
player,201810250htx,htx,MillLa01,rec_broken_tackles,0,,,,,
player,201810250htx,htx,MillLa01,rec_broken_tackles_per_rec,,,,,,
player,201810250htx,htx,MillLa01,rec_drops,0,,,,,
player,201810250htx,htx,MillLa01,rec_drop_pct,0.0,,,,,
player,201810250htx,htx,MancGr00,pos,C,,,,,
player,201810250htx,htx,MancGr00,offense,61,,,,,
player,201810250htx,htx,MancGr00,off_pct,100%,,,,,
player,201810250htx,htx,MancGr00,defense,0,,,,,
player,201810250htx,htx,MancGr00,def_pct,0%,,,,,
player,201810250htx,htx,MancGr00,special_teams,6,,,,,
player,201810250htx,htx,MancGr00,st_pct,17%,,,,,
player,201810250htx,htx,LammKe00,pos,T,,,,,
player,201810250htx,htx,LammKe00,offense,61,,,,,
player,201810250htx,htx,LammKe00,off_pct,100%,,,,,
player,201810250htx,htx,LammKe00,defense,0,,,,,
player,201810250htx,htx,LammKe00,def_pct,0%,,,,,
player,201810250htx,htx,LammKe00,special_teams,6,,,,,
player,201810250htx,htx,LammKe00,st_pct,17%,,,,,
player,201810250htx,htx,MartNi00,pos,C,,,,,
player,201810250htx,htx,MartNi00,offense,61,,,,,
player,201810250htx,htx,MartNi00,off_pct,100%,,,,,
player,201810250htx,htx,MartNi00,defense,0,,,,,
player,201810250htx,htx,MartNi00,def_pct,0%,,,,,
player,201810250htx,htx,MartNi00,special_teams,6,,,,,
player,201810250htx,htx,MartNi00,st_pct,17%,,,,,
player,201810250htx,htx,KeleSe00,pos,G,,,,,
player,201810250htx,htx,KeleSe00,offense,61,,,,,
player,201810250htx,htx,KeleSe00,off_pct,100%,,,,,
player,201810250htx,htx,KeleSe00,defense,0,,,,,
player,201810250htx,htx,KeleSe00,def_pct,0%,,,,,
player,201810250htx,htx,KeleSe00,special_teams,6,,,,,
player,201810250htx,htx,KeleSe00,st_pct,17%,,,,,
player,201810250htx,htx,DaveJu00,pos,T,,,,,
player,201810250htx,htx,DaveJu00,offense,61,,,,,
player,201810250htx,htx,DaveJu00,off_pct,100%,,,,,
player,201810250htx,htx,DaveJu00,defense,0,,,,,
player,201810250htx,htx,DaveJu00,def_pct,0%,,,,,
player,201810250htx,htx,DaveJu00,special_teams,6,,,,,
player,201810250htx,htx,DaveJu00,st_pct,17%,,,,,
player,201810250htx,htx,WatsDe00,pos,QB,,,,,
player,201810250htx,htx,WatsDe00,offense,60,,,,,
player,201810250htx,htx,WatsDe00,off_pct,98%,,,,,
player,201810250htx,htx,WatsDe00,defense,0,,,,,
player,201810250htx,htx,WatsDe00,def_pct,0%,,,,,
player,201810250htx,htx,WatsDe00,special_teams,0,,,,,
player,201810250htx,htx,WatsDe00,st_pct,0%,,,,,
player,201810250htx,htx,HopkDe00,pos,WR,,,,,
player,201810250htx,htx,HopkDe00,offense,59,,,,,
player,201810250htx,htx,HopkDe00,off_pct,97%,,,,,
player,201810250htx,htx,HopkDe00,defense,0,,,,,
player,201810250htx,htx,HopkDe00,def_pct,0%,,,,,
player,201810250htx,htx,HopkDe00,special_teams,0,,,,,
player,201810250htx,htx,HopkDe00,st_pct,0%,,,,,
player,201810250htx,htx,ThomJo05,pos,TE,,,,,
player,201810250htx,htx,ThomJo05,offense,54,,,,,
player,201810250htx,htx,ThomJo05,off_pct,89%,,,,,
player,201810250htx,htx,ThomJo05,defense,0,,,,,
player,201810250htx,htx,ThomJo05,def_pct,0%,,,,,
player,201810250htx,htx,ThomJo05,special_teams,6,,,,,
player,201810250htx,htx,ThomJo05,st_pct,17%,,,,,
player,201810250htx,htx,FullWi01,pos,WR,,,,,
player,201810250htx,htx,FullWi01,offense,44,,,,,
player,201810250htx,htx,FullWi01,off_pct,72%,,,,,
player,201810250htx,htx,FullWi01,defense,0,,,,,
player,201810250htx,htx,FullWi01,def_pct,0%,,,,,
player,201810250htx,htx,FullWi01,special_teams,0,,,,,
player,201810250htx,htx,FullWi01,st_pct,0%,,,,,
player,201810250htx,htx,ErviTy00,pos,RB,,,,,
player,201810250htx,htx,ErviTy00,offense,35,,,,,
player,201810250htx,htx,ErviTy00,off_pct,57%,,,,,
player,201810250htx,htx,ErviTy00,defense,0,,,,,
player,201810250htx,htx,ErviTy00,def_pct,0%,,,,,
