game,2018,4,20180930,201809300clt,htx,"Houston Texans",37,clt,"Indianapolis Colts",34
team,201809300clt,htx,First Downs,30,,,,,,
team,201809300clt,clt,First Downs,28,,,,,,
team,201809300clt,htx,Rush-Yds-TDs,35-119-1,,,,,,
team,201809300clt,clt,Rush-Yds-TDs,17-41-0,,,,,,
team,201809300clt,htx,Cmp-Att-Yd-TD-INT,29-42-375-2-1,,,,,,
team,201809300clt,clt,Cmp-Att-Yd-TD-INT,40-62-464-4-0,,,,,,
team,201809300clt,htx,Sacked-Yards,7-28,,,,,,
team,201809300clt,clt,Sacked-Yards,4-27,,,,,,
team,201809300clt,htx,Net Pass Yards,347,,,,,,
team,201809300clt,clt,Net Pass Yards,437,,,,,,
team,201809300clt,htx,Total Yards,466,,,,,,
team,201809300clt,clt,Total Yards,478,,,,,,
team,201809300clt,htx,Fumbles-Lost,0-0,,,,,,
team,201809300clt,clt,Fumbles-Lost,3-2,,,,,,
team,201809300clt,htx,Turnovers,1,,,,,,
team,201809300clt,clt,Turnovers,2,,,,,,
team,201809300clt,htx,Penalties-Yards,10-54,,,,,,
team,201809300clt,clt,Penalties-Yards,10-85,,,,,,
team,201809300clt,htx,Third Down Conv.,8-16,,,,,,
team,201809300clt,clt,Third Down Conv.,10-17,,,,,,
team,201809300clt,htx,Fourth Down Conv.,1-1,,,,,,
team,201809300clt,clt,Fourth Down Conv.,0-1,,,,,,
team,201809300clt,htx,Time of Possession,40:04,,,,,,
team,201809300clt,clt,Time of Possession,29:56,,,,,,
player,201809300clt,htx,WatsDe00,pass_cmp,29,,,,,
player,201809300clt,htx,WatsDe00,pass_att,42,,,,,
player,201809300clt,htx,WatsDe00,pass_yds,375,,,,,
player,201809300clt,htx,WatsDe00,pass_td,2,,,,,
player,201809300clt,htx,WatsDe00,pass_int,1,,,,,
player,201809300clt,htx,WatsDe00,pass_sacked,7,,,,,
player,201809300clt,htx,WatsDe00,pass_sacked_yds,28,,,,,
player,201809300clt,htx,WatsDe00,pass_long,30,,,,,
player,201809300clt,htx,WatsDe00,pass_rating,102.8,,,,,
player,201809300clt,htx,WatsDe00,rush_att,6,,,,,
player,201809300clt,htx,WatsDe00,rush_yds,41,,,,,
player,201809300clt,htx,WatsDe00,rush_td,1,,,,,
player,201809300clt,htx,WatsDe00,rush_long,18,,,,,
player,201809300clt,htx,WatsDe00,targets,0,,,,,
player,201809300clt,htx,WatsDe00,rec,0,,,,,
player,201809300clt,htx,WatsDe00,rec_yds,0,,,,,
player,201809300clt,htx,WatsDe00,rec_td,0,,,,,
player,201809300clt,htx,WatsDe00,rec_long,0,,,,,
player,201809300clt,htx,WatsDe00,fumbles,0,,,,,
player,201809300clt,htx,WatsDe00,fumbles_lost,0,,,,,
player,201809300clt,htx,MillLa01,pass_cmp,0,,,,,
player,201809300clt,htx,MillLa01,pass_att,0,,,,,
player,201809300clt,htx,MillLa01,pass_yds,0,,,,,
player,201809300clt,htx,MillLa01,pass_td,0,,,,,
player,201809300clt,htx,MillLa01,pass_int,0,,,,,
player,201809300clt,htx,MillLa01,pass_sacked,0,,,,,
player,201809300clt,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201809300clt,htx,MillLa01,pass_long,0,,,,,
player,201809300clt,htx,MillLa01,pass_rating,,,,,,
player,201809300clt,htx,MillLa01,rush_att,14,,,,,
player,201809300clt,htx,MillLa01,rush_yds,49,,,,,
player,201809300clt,htx,MillLa01,rush_td,0,,,,,
player,201809300clt,htx,MillLa01,rush_long,15,,,,,
player,201809300clt,htx,MillLa01,targets,0,,,,,
player,201809300clt,htx,MillLa01,rec,0,,,,,
player,201809300clt,htx,MillLa01,rec_yds,0,,,,,
player,201809300clt,htx,MillLa01,rec_td,0,,,,,
player,201809300clt,htx,MillLa01,rec_long,0,,,,,
player,201809300clt,htx,MillLa01,fumbles,0,,,,,
player,201809300clt,htx,MillLa01,fumbles_lost,0,,,,,
player,201809300clt,htx,BlueAl00,pass_cmp,0,,,,,
player,201809300clt,htx,BlueAl00,pass_att,0,,,,,
player,201809300clt,htx,BlueAl00,pass_yds,0,,,,,
player,201809300clt,htx,BlueAl00,pass_td,0,,,,,
player,201809300clt,htx,BlueAl00,pass_int,0,,,,,
