game,2018,4,20180930,201809300nwe,mia,"Miami Dolphins",7,nwe,"New England Patriots",38
team,201809300nwe,mia,First Downs,11,,,,,,
team,201809300nwe,nwe,First Downs,26,,,,,,
team,201809300nwe,mia,Rush-Yds-TDs,18-56-0,,,,,,
team,201809300nwe,nwe,Rush-Yds-TDs,40-175-2,,,,,,
team,201809300nwe,mia,Cmp-Att-Yd-TD-INT,15-25-135-1-1,,,,,,
team,201809300nwe,nwe,Cmp-Att-Yd-TD-INT,23-35-274-3-2,,,,,,
team,201809300nwe,mia,Sacked-Yards,2-19,,,,,,
team,201809300nwe,nwe,Sacked-Yards,0-0,,,,,,
team,201809300nwe,mia,Net Pass Yards,116,,,,,,
team,201809300nwe,nwe,Net Pass Yards,274,,,,,,
team,201809300nwe,mia,Total Yards,172,,,,,,
team,201809300nwe,nwe,Total Yards,449,,,,,,
team,201809300nwe,mia,Fumbles-Lost,1-1,,,,,,
team,201809300nwe,nwe,Fumbles-Lost,0-0,,,,,,
team,201809300nwe,mia,Turnovers,2,,,,,,
team,201809300nwe,nwe,Turnovers,2,,,,,,
team,201809300nwe,mia,Penalties-Yards,10-89,,,,,,
team,201809300nwe,nwe,Penalties-Yards,6-57,,,,,,
team,201809300nwe,mia,Third Down Conv.,3-11,,,,,,
team,201809300nwe,nwe,Third Down Conv.,10-15,,,,,,
team,201809300nwe,mia,Fourth Down Conv.,1-1,,,,,,
team,201809300nwe,nwe,Fourth Down Conv.,0-0,,,,,,
team,201809300nwe,mia,Time of Possession,23:38,,,,,,
team,201809300nwe,nwe,Time of Possession,36:22,,,,,,
player,201809300nwe,mia,TannRy00,pass_cmp,11,,,,,
player,201809300nwe,mia,TannRy00,pass_att,20,,,,,
player,201809300nwe,mia,TannRy00,pass_yds,100,,,,,
player,201809300nwe,mia,TannRy00,pass_td,0,,,,,
player,201809300nwe,mia,TannRy00,pass_int,1,,,,,
player,201809300nwe,mia,TannRy00,pass_sacked,2,,,,,
player,201809300nwe,mia,TannRy00,pass_sacked_yds,19,,,,,
player,201809300nwe,mia,TannRy00,pass_long,22,,,,,
player,201809300nwe,mia,TannRy00,pass_rating,47.9,,,,,
player,201809300nwe,mia,TannRy00,rush_att,1,,,,,
player,201809300nwe,mia,TannRy00,rush_yds,0,,,,,
player,201809300nwe,mia,TannRy00,rush_td,0,,,,,
player,201809300nwe,mia,TannRy00,rush_long,0,,,,,
player,201809300nwe,mia,TannRy00,targets,0,,,,,
player,201809300nwe,mia,TannRy00,rec,0,,,,,
player,201809300nwe,mia,TannRy00,rec_yds,0,,,,,
player,201809300nwe,mia,TannRy00,rec_td,0,,,,,
player,201809300nwe,mia,TannRy00,rec_long,0,,,,,
