game,2018,13,20181202,201812020sea,sfo,"San Francisco 49ers",16,sea,"Seattle Seahawks",43
team,201812020sea,sfo,First Downs,24,,,,,,
team,201812020sea,sea,First Downs,21,,,,,,
team,201812020sea,sfo,Rush-Yds-TDs,23-66-0,,,,,,
team,201812020sea,sea,Rush-Yds-TDs,29-168-1,,,,,,
team,201812020sea,sfo,Cmp-Att-Yd-TD-INT,30-48-414-2-1,,,,,,
team,201812020sea,sea,Cmp-Att-Yd-TD-INT,11-17-185-4-0,,,,,,
team,201812020sea,sfo,Sacked-Yards,3-28,,,,,,
team,201812020sea,sea,Sacked-Yards,3-22,,,,,,
team,201812020sea,sfo,Net Pass Yards,386,,,,,,
team,201812020sea,sea,Net Pass Yards,163,,,,,,
team,201812020sea,sfo,Total Yards,452,,,,,,
team,201812020sea,sea,Total Yards,331,,,,,,
team,201812020sea,sfo,Fumbles-Lost,3-2,,,,,,
team,201812020sea,sea,Fumbles-Lost,0-0,,,,,,
team,201812020sea,sfo,Turnovers,3,,,,,,
team,201812020sea,sea,Turnovers,0,,,,,,
team,201812020sea,sfo,Penalties-Yards,13-128,,,,,,
team,201812020sea,sea,Penalties-Yards,10-100,,,,,,
team,201812020sea,sfo,Third Down Conv.,7-16,,,,,,
team,201812020sea,sea,Third Down Conv.,4-9,,,,,,
team,201812020sea,sfo,Fourth Down Conv.,1-2,,,,,,
team,201812020sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201812020sea,sfo,Time of Possession,32:30,,,,,,
team,201812020sea,sea,Time of Possession,27:30,,,,,,
player,201812020sea,sfo,MullNi00,pass_cmp,30,,,,,
player,201812020sea,sfo,MullNi00,pass_att,48,,,,,
player,201812020sea,sfo,MullNi00,pass_yds,414,,,,,
player,201812020sea,sfo,MullNi00,pass_td,2,,,,,
player,201812020sea,sfo,MullNi00,pass_int,1,,,,,
player,201812020sea,sfo,MullNi00,pass_sacked,3,,,,,
player,201812020sea,sfo,MullNi00,pass_sacked_yds,28,,,,,
player,201812020sea,sfo,MullNi00,pass_long,75,,,,,
player,201812020sea,sfo,MullNi00,pass_rating,95.3,,,,,
player,201812020sea,sfo,MullNi00,rush_att,2,,,,,
player,201812020sea,sfo,MullNi00,rush_yds,1,,,,,
player,201812020sea,sfo,MullNi00,rush_td,0,,,,,
