game,2018,1,20180906,201809060phi,atl,"Atlanta Falcons",12,phi,"Philadelphia Eagles",18
team,201809060phi,atl,First Downs,16,,,,,,
team,201809060phi,phi,First Downs,18,,,,,,
team,201809060phi,atl,Rush-Yds-TDs,18-74-1,,,,,,
team,201809060phi,phi,Rush-Yds-TDs,27-113-2,,,,,,
team,201809060phi,atl,Cmp-Att-Yd-TD-INT,21-43-251-0-1,,,,,,
team,201809060phi,phi,Cmp-Att-Yd-TD-INT,20-35-132-0-1,,,,,,
team,201809060phi,atl,Sacked-Yards,4-26,,,,,,
team,201809060phi,phi,Sacked-Yards,2-13,,,,,,
team,201809060phi,atl,Net Pass Yards,225,,,,,,
team,201809060phi,phi,Net Pass Yards,119,,,,,,
team,201809060phi,atl,Total Yards,299,,,,,,
team,201809060phi,phi,Total Yards,232,,,,,,
team,201809060phi,atl,Fumbles-Lost,1-0,,,,,,
team,201809060phi,phi,Fumbles-Lost,2-1,,,,,,
team,201809060phi,atl,Turnovers,1,,,,,,
team,201809060phi,phi,Turnovers,2,,,,,,
team,201809060phi,atl,Penalties-Yards,15-135,,,,,,
team,201809060phi,phi,Penalties-Yards,11-101,,,,,,
team,201809060phi,atl,Third Down Conv.,4-15,,,,,,
team,201809060phi,phi,Third Down Conv.,8-16,,,,,,
team,201809060phi,atl,Fourth Down Conv.,0-1,,,,,,
team,201809060phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201809060phi,atl,Time of Possession,27:50,,,,,,
team,201809060phi,phi,Time of Possession,32:10,,,,,,
player,201809060phi,atl,RyanMa00,pass_cmp,21,,,,,
player,201809060phi,atl,RyanMa00,pass_att,43,,,,,
player,201809060phi,atl,RyanMa00,pass_yds,251,,,,,
player,201809060phi,atl,RyanMa00,pass_td,0,,,,,
player,201809060phi,atl,RyanMa00,pass_int,1,,,,,
player,201809060phi,atl,RyanMa00,pass_sacked,4,,,,,
player,201809060phi,atl,RyanMa00,pass_sacked_yds,26,,,,,
player,201809060phi,atl,RyanMa00,pass_long,36,,,,,
player,201809060phi,atl,RyanMa00,pass_rating,57.4,,,,,
player,201809060phi,atl,RyanMa00,rush_att,2,,,,,
player,201809060phi,atl,RyanMa00,rush_yds,8,,,,,
player,201809060phi,atl,RyanMa00,rush_td,0,,,,,
player,201809060phi,atl,RyanMa00,rush_long,6,,,,,
player,201809060phi,atl,RyanMa00,targets,0,,,,,
player,201809060phi,atl,RyanMa00,rec,0,,,,,
player,201809060phi,atl,RyanMa00,rec_yds,0,,,,,
player,201809060phi,atl,RyanMa00,rec_td,0,,,,,
player,201809060phi,atl,RyanMa00,rec_long,0,,,,,
player,201809060phi,atl,RyanMa00,fumbles,1,,,,,
player,201809060phi,atl,RyanMa00,fumbles_lost,0,,,,,
player,201809060phi,atl,FreeDe00,pass_cmp,0,,,,,
player,201809060phi,atl,FreeDe00,pass_att,0,,,,,
player,201809060phi,atl,FreeDe00,pass_yds,0,,,,,
player,201809060phi,atl,FreeDe00,pass_td,0,,,,,
player,201809060phi,atl,FreeDe00,pass_int,0,,,,,
player,201809060phi,atl,FreeDe00,pass_sacked,0,,,,,
player,201809060phi,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201809060phi,atl,FreeDe00,pass_long,0,,,,,
player,201809060phi,atl,FreeDe00,pass_rating,,,,,,
player,201809060phi,atl,FreeDe00,rush_att,6,,,,,
player,201809060phi,atl,FreeDe00,rush_yds,36,,,,,
player,201809060phi,atl,FreeDe00,rush_td,0,,,,,
player,201809060phi,atl,FreeDe00,rush_long,20,,,,,
player,201809060phi,atl,FreeDe00,targets,5,,,,,
player,201809060phi,atl,FreeDe00,rec,3,,,,,
player,201809060phi,atl,FreeDe00,rec_yds,14,,,,,
player,201809060phi,atl,FreeDe00,rec_td,0,,,,,
player,201809060phi,atl,FreeDe00,rec_long,14,,,,,
player,201809060phi,atl,FreeDe00,fumbles,0,,,,,
player,201809060phi,atl,FreeDe00,fumbles_lost,0,,,,,
player,201809060phi,atl,ColeTe01,pass_cmp,0,,,,,
player,201809060phi,atl,ColeTe01,pass_att,0,,,,,
player,201809060phi,atl,ColeTe01,pass_yds,0,,,,,
player,201809060phi,atl,ColeTe01,pass_td,0,,,,,
player,201809060phi,atl,ColeTe01,pass_int,0,,,,,
player,201809060phi,atl,ColeTe01,pass_sacked,0,,,,,
player,201809060phi,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201809060phi,atl,ColeTe01,pass_long,0,,,,,
player,201809060phi,atl,ColeTe01,pass_rating,,,,,,
player,201809060phi,atl,ColeTe01,rush_att,9,,,,,
player,201809060phi,atl,ColeTe01,rush_yds,19,,,,,
player,201809060phi,atl,ColeTe01,rush_td,1,,,,,
player,201809060phi,atl,ColeTe01,rush_long,9,,,,,
player,201809060phi,atl,ColeTe01,targets,2,,,,,
player,201809060phi,atl,ColeTe01,rec,1,,,,,
player,201809060phi,atl,ColeTe01,rec_yds,26,,,,,
player,201809060phi,atl,ColeTe01,rec_td,0,,,,,
player,201809060phi,atl,ColeTe01,rec_long,26,,,,,
player,201809060phi,atl,ColeTe01,fumbles,0,,,,,
player,201809060phi,atl,ColeTe01,fumbles_lost,0,,,,,
player,201809060phi,atl,JoneJu02,pass_cmp,0,,,,,
player,201809060phi,atl,JoneJu02,pass_att,0,,,,,
player,201809060phi,atl,JoneJu02,pass_yds,0,,,,,
player,201809060phi,atl,JoneJu02,pass_td,0,,,,,
player,201809060phi,atl,JoneJu02,pass_int,0,,,,,
player,201809060phi,atl,JoneJu02,pass_sacked,0,,,,,
player,201809060phi,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201809060phi,atl,JoneJu02,pass_long,0,,,,,
player,201809060phi,atl,JoneJu02,pass_rating,,,,,,
player,201809060phi,atl,JoneJu02,rush_att,1,,,,,
player,201809060phi,atl,JoneJu02,rush_yds,11,,,,,
player,201809060phi,atl,JoneJu02,rush_td,0,,,,,
player,201809060phi,atl,JoneJu02,rush_long,11,,,,,
player,201809060phi,atl,JoneJu02,targets,19,,,,,
player,201809060phi,atl,JoneJu02,rec,10,,,,,
player,201809060phi,atl,JoneJu02,rec_yds,169,,,,,
player,201809060phi,atl,JoneJu02,rec_td,0,,,,,
player,201809060phi,atl,JoneJu02,rec_long,36,,,,,
player,201809060phi,atl,JoneJu02,fumbles,0,,,,,
player,201809060phi,atl,JoneJu02,fumbles_lost,0,,,,,
player,201809060phi,atl,HoopAu00,pass_cmp,0,,,,,
player,201809060phi,atl,HoopAu00,pass_att,0,,,,,
player,201809060phi,atl,HoopAu00,pass_yds,0,,,,,
player,201809060phi,atl,HoopAu00,pass_td,0,,,,,
player,201809060phi,atl,HoopAu00,pass_int,0,,,,,
player,201809060phi,atl,HoopAu00,pass_sacked,0,,,,,
player,201809060phi,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201809060phi,atl,HoopAu00,pass_long,0,,,,,
player,201809060phi,atl,HoopAu00,pass_rating,,,,,,
player,201809060phi,atl,HoopAu00,rush_att,0,,,,,
player,201809060phi,atl,HoopAu00,rush_yds,0,,,,,
player,201809060phi,atl,HoopAu00,rush_td,0,,,,,
player,201809060phi,atl,HoopAu00,rush_long,0,,,,,
player,201809060phi,atl,HoopAu00,targets,4,,,,,
player,201809060phi,atl,HoopAu00,rec,3,,,,,
player,201809060phi,atl,HoopAu00,rec_yds,24,,,,,
player,201809060phi,atl,HoopAu00,rec_td,0,,,,,
player,201809060phi,atl,HoopAu00,rec_long,15,,,,,
player,201809060phi,atl,HoopAu00,fumbles,0,,,,,
player,201809060phi,atl,HoopAu00,fumbles_lost,0,,,,,
player,201809060phi,atl,SanuMo00,pass_cmp,0,,,,,
player,201809060phi,atl,SanuMo00,pass_att,0,,,,,
player,201809060phi,atl,SanuMo00,pass_yds,0,,,,,
player,201809060phi,atl,SanuMo00,pass_td,0,,,,,
player,201809060phi,atl,SanuMo00,pass_int,0,,,,,
player,201809060phi,atl,SanuMo00,pass_sacked,0,,,,,
player,201809060phi,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201809060phi,atl,SanuMo00,pass_long,0,,,,,
player,201809060phi,atl,SanuMo00,pass_rating,,,,,,
player,201809060phi,atl,SanuMo00,rush_att,0,,,,,
player,201809060phi,atl,SanuMo00,rush_yds,0,,,,,
player,201809060phi,atl,SanuMo00,rush_td,0,,,,,
player,201809060phi,atl,SanuMo00,rush_long,0,,,,,
player,201809060phi,atl,SanuMo00,targets,6,,,,,
player,201809060phi,atl,SanuMo00,rec,4,,,,,
player,201809060phi,atl,SanuMo00,rec_yds,18,,,,,
player,201809060phi,atl,SanuMo00,rec_td,0,,,,,
player,201809060phi,atl,SanuMo00,rec_long,10,,,,,
player,201809060phi,atl,SanuMo00,fumbles,0,,,,,
player,201809060phi,atl,SanuMo00,fumbles_lost,0,,,,,
player,201809060phi,atl,RidlCa00,pass_cmp,0,,,,,
player,201809060phi,atl,RidlCa00,pass_att,0,,,,,
player,201809060phi,atl,RidlCa00,pass_yds,0,,,,,
player,201809060phi,atl,RidlCa00,pass_td,0,,,,,
player,201809060phi,atl,RidlCa00,pass_int,0,,,,,
player,201809060phi,atl,RidlCa00,pass_sacked,0,,,,,
player,201809060phi,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201809060phi,atl,RidlCa00,pass_long,0,,,,,
player,201809060phi,atl,RidlCa00,pass_rating,,,,,,
player,201809060phi,atl,RidlCa00,rush_att,0,,,,,
player,201809060phi,atl,RidlCa00,rush_yds,0,,,,,
player,201809060phi,atl,RidlCa00,rush_td,0,,,,,
player,201809060phi,atl,RidlCa00,rush_long,0,,,,,
player,201809060phi,atl,RidlCa00,targets,2,,,,,
player,201809060phi,atl,RidlCa00,rec,0,,,,,
player,201809060phi,atl,RidlCa00,rec_yds,0,,,,,
player,201809060phi,atl,RidlCa00,rec_td,0,,,,,
player,201809060phi,atl,RidlCa00,rec_long,0,,,,,
player,201809060phi,atl,RidlCa00,fumbles,0,,,,,
player,201809060phi,atl,RidlCa00,fumbles_lost,0,,,,,
player,201809060phi,atl,SaubEr00,pass_cmp,0,,,,,
player,201809060phi,atl,SaubEr00,pass_att,0,,,,,
player,201809060phi,atl,SaubEr00,pass_yds,0,,,,,
player,201809060phi,atl,SaubEr00,pass_td,0,,,,,
player,201809060phi,atl,SaubEr00,pass_int,0,,,,,
player,201809060phi,atl,SaubEr00,pass_sacked,0,,,,,
player,201809060phi,atl,SaubEr00,pass_sacked_yds,0,,,,,
player,201809060phi,atl,SaubEr00,pass_long,0,,,,,
player,201809060phi,atl,SaubEr00,pass_rating,,,,,,
player,201809060phi,atl,SaubEr00,rush_att,0,,,,,
player,201809060phi,atl,SaubEr00,rush_yds,0,,,,,
player,201809060phi,atl,SaubEr00,rush_td,0,,,,,
player,201809060phi,atl,SaubEr00,rush_long,0,,,,,
player,201809060phi,atl,SaubEr00,targets,1,,,,,
player,201809060phi,atl,SaubEr00,rec,0,,,,,
player,201809060phi,atl,SaubEr00,rec_yds,0,,,,,
player,201809060phi,atl,SaubEr00,rec_td,0,,,,,
player,201809060phi,atl,SaubEr00,rec_long,0,,,,,
player,201809060phi,atl,SaubEr00,fumbles,0,,,,,
player,201809060phi,atl,SaubEr00,fumbles_lost,0,,,,,
player,201809060phi,phi,FoleNi00,pass_cmp,19,,,,,
player,201809060phi,phi,FoleNi00,pass_att,34,,,,,
player,201809060phi,phi,FoleNi00,pass_yds,117,,,,,
player,201809060phi,phi,FoleNi00,pass_td,0,,,,,
player,201809060phi,phi,FoleNi00,pass_int,1,,,,,
player,201809060phi,phi,FoleNi00,pass_sacked,2,,,,,
player,201809060phi,phi,FoleNi00,pass_sacked_yds,13,,,,,
player,201809060phi,phi,FoleNi00,pass_long,18,,,,,
player,201809060phi,phi,FoleNi00,pass_rating,50.7,,,,,
player,201809060phi,phi,FoleNi00,rush_att,1,,,,,
player,201809060phi,phi,FoleNi00,rush_yds,-1,,,,,
player,201809060phi,phi,FoleNi00,rush_td,0,,,,,
player,201809060phi,phi,FoleNi00,rush_long,-1,,,,,
player,201809060phi,phi,FoleNi00,targets,1,,,,,
player,201809060phi,phi,FoleNi00,rec,1,,,,,
player,201809060phi,phi,FoleNi00,rec_yds,15,,,,,
player,201809060phi,phi,FoleNi00,rec_td,0,,,,,
player,201809060phi,phi,FoleNi00,rec_long,15,,,,,
player,201809060phi,phi,FoleNi00,fumbles,1,,,,,
player,201809060phi,phi,FoleNi00,fumbles_lost,0,,,,,
player,201809060phi,phi,AghoNe00,pass_cmp,1,,,,,
player,201809060phi,phi,AghoNe00,pass_att,1,,,,,
player,201809060phi,phi,AghoNe00,pass_yds,15,,,,,
player,201809060phi,phi,AghoNe00,pass_td,0,,,,,
player,201809060phi,phi,AghoNe00,pass_int,0,,,,,
player,201809060phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201809060phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201809060phi,phi,AghoNe00,pass_long,15,,,,,
player,201809060phi,phi,AghoNe00,pass_rating,118.7,,,,,
