game,2018,9,20181104,201811040den,htx,"Houston Texans",19,den,"Denver Broncos",17
team,201811040den,htx,First Downs,17,,,,,,
team,201811040den,den,First Downs,19,,,,,,
team,201811040den,htx,Rush-Yds-TDs,33-98-0,,,,,,
team,201811040den,den,Rush-Yds-TDs,20-75-1,,,,,,
team,201811040den,htx,Cmp-Att-Yd-TD-INT,17-24-213-2-0,,,,,,
team,201811040den,den,Cmp-Att-Yd-TD-INT,26-42-290-1-0,,,,,,
team,201811040den,htx,Sacked-Yards,4-21,,,,,,
team,201811040den,den,Sacked-Yards,2-17,,,,,,
team,201811040den,htx,Net Pass Yards,192,,,,,,
team,201811040den,den,Net Pass Yards,273,,,,,,
team,201811040den,htx,Total Yards,290,,,,,,
team,201811040den,den,Total Yards,348,,,,,,
team,201811040den,htx,Fumbles-Lost,0-0,,,,,,
team,201811040den,den,Fumbles-Lost,1-1,,,,,,
team,201811040den,htx,Turnovers,0,,,,,,
team,201811040den,den,Turnovers,1,,,,,,
team,201811040den,htx,Penalties-Yards,7-60,,,,,,
team,201811040den,den,Penalties-Yards,8-50,,,,,,
team,201811040den,htx,Third Down Conv.,4-13,,,,,,
team,201811040den,den,Third Down Conv.,5-14,,,,,,
team,201811040den,htx,Fourth Down Conv.,0-1,,,,,,
team,201811040den,den,Fourth Down Conv.,2-2,,,,,,
team,201811040den,htx,Time of Possession,32:25,,,,,,
team,201811040den,den,Time of Possession,27:35,,,,,,
player,201811040den,htx,WatsDe00,pass_cmp,17,,,,,
player,201811040den,htx,WatsDe00,pass_att,24,,,,,
player,201811040den,htx,WatsDe00,pass_yds,213,,,,,
player,201811040den,htx,WatsDe00,pass_td,2,,,,,
player,201811040den,htx,WatsDe00,pass_int,0,,,,,
player,201811040den,htx,WatsDe00,pass_sacked,4,,,,,
player,201811040den,htx,WatsDe00,pass_sacked_yds,21,,,,,
player,201811040den,htx,WatsDe00,pass_long,31,,,,,
player,201811040den,htx,WatsDe00,pass_rating,125.9,,,,,
player,201811040den,htx,WatsDe00,rush_att,6,,,,,
player,201811040den,htx,WatsDe00,rush_yds,38,,,,,
player,201811040den,htx,WatsDe00,rush_td,0,,,,,
player,201811040den,htx,WatsDe00,rush_long,8,,,,,
player,201811040den,htx,WatsDe00,targets,0,,,,,
player,201811040den,htx,WatsDe00,rec,0,,,,,
player,201811040den,htx,WatsDe00,rec_yds,0,,,,,
player,201811040den,htx,WatsDe00,rec_td,0,,,,,
player,201811040den,htx,WatsDe00,rec_long,0,,,,,
player,201811040den,htx,WatsDe00,fumbles,0,,,,,
player,201811040den,htx,WatsDe00,fumbles_lost,0,,,,,
player,201811040den,htx,BlueAl00,pass_cmp,0,,,,,
player,201811040den,htx,BlueAl00,pass_att,0,,,,,
player,201811040den,htx,BlueAl00,pass_yds,0,,,,,
player,201811040den,htx,BlueAl00,pass_td,0,,,,,
player,201811040den,htx,BlueAl00,pass_int,0,,,,,
player,201811040den,htx,BlueAl00,pass_sacked,0,,,,,
player,201811040den,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201811040den,htx,BlueAl00,pass_long,0,,,,,
player,201811040den,htx,BlueAl00,pass_rating,,,,,,
player,201811040den,htx,BlueAl00,rush_att,15,,,,,
player,201811040den,htx,BlueAl00,rush_yds,39,,,,,
player,201811040den,htx,BlueAl00,rush_td,0,,,,,
player,201811040den,htx,BlueAl00,rush_long,7,,,,,
player,201811040den,htx,BlueAl00,targets,0,,,,,
player,201811040den,htx,BlueAl00,rec,0,,,,,
player,201811040den,htx,BlueAl00,rec_yds,0,,,,,
player,201811040den,htx,BlueAl00,rec_td,0,,,,,
player,201811040den,htx,BlueAl00,rec_long,0,,,,,
player,201811040den,htx,BlueAl00,fumbles,0,,,,,
player,201811040den,htx,BlueAl00,fumbles_lost,0,,,,,
player,201811040den,htx,MillLa01,pass_cmp,0,,,,,
player,201811040den,htx,MillLa01,pass_att,0,,,,,
player,201811040den,htx,MillLa01,pass_yds,0,,,,,
player,201811040den,htx,MillLa01,pass_td,0,,,,,
player,201811040den,htx,MillLa01,pass_int,0,,,,,
player,201811040den,htx,MillLa01,pass_sacked,0,,,,,
player,201811040den,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201811040den,htx,MillLa01,pass_long,0,,,,,
player,201811040den,htx,MillLa01,pass_rating,,,,,,
player,201811040den,htx,MillLa01,rush_att,12,,,,,
player,201811040den,htx,MillLa01,rush_yds,21,,,,,
player,201811040den,htx,MillLa01,rush_td,0,,,,,
player,201811040den,htx,MillLa01,rush_long,9,,,,,
player,201811040den,htx,MillLa01,targets,2,,,,,
player,201811040den,htx,MillLa01,rec,2,,,,,
player,201811040den,htx,MillLa01,rec_yds,27,,,,,
player,201811040den,htx,MillLa01,rec_td,0,,,,,
player,201811040den,htx,MillLa01,rec_long,16,,,,,
player,201811040den,htx,MillLa01,fumbles,0,,,,,
player,201811040den,htx,MillLa01,fumbles_lost,0,,,,,
player,201811040den,htx,HopkDe00,pass_cmp,0,,,,,
player,201811040den,htx,HopkDe00,pass_att,0,,,,,
player,201811040den,htx,HopkDe00,pass_yds,0,,,,,
player,201811040den,htx,HopkDe00,pass_td,0,,,,,
player,201811040den,htx,HopkDe00,pass_int,0,,,,,
player,201811040den,htx,HopkDe00,pass_sacked,0,,,,,
player,201811040den,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201811040den,htx,HopkDe00,pass_long,0,,,,,
player,201811040den,htx,HopkDe00,pass_rating,,,,,,
player,201811040den,htx,HopkDe00,rush_att,0,,,,,
player,201811040den,htx,HopkDe00,rush_yds,0,,,,,
player,201811040den,htx,HopkDe00,rush_td,0,,,,,
player,201811040den,htx,HopkDe00,rush_long,0,,,,,
player,201811040den,htx,HopkDe00,targets,12,,,,,
player,201811040den,htx,HopkDe00,rec,10,,,,,
player,201811040den,htx,HopkDe00,rec_yds,105,,,,,
player,201811040den,htx,HopkDe00,rec_td,1,,,,,
player,201811040den,htx,HopkDe00,rec_long,16,,,,,
player,201811040den,htx,HopkDe00,fumbles,0,,,,,
player,201811040den,htx,HopkDe00,fumbles_lost,0,,,,,
player,201811040den,htx,ThomDe03,pass_cmp,0,,,,,
player,201811040den,htx,ThomDe03,pass_att,0,,,,,
player,201811040den,htx,ThomDe03,pass_yds,0,,,,,
player,201811040den,htx,ThomDe03,pass_td,0,,,,,
player,201811040den,htx,ThomDe03,pass_int,0,,,,,
player,201811040den,htx,ThomDe03,pass_sacked,0,,,,,
player,201811040den,htx,ThomDe03,pass_sacked_yds,0,,,,,
player,201811040den,htx,ThomDe03,pass_long,0,,,,,
player,201811040den,htx,ThomDe03,pass_rating,,,,,,
player,201811040den,htx,ThomDe03,rush_att,0,,,,,
player,201811040den,htx,ThomDe03,rush_yds,0,,,,,
player,201811040den,htx,ThomDe03,rush_td,0,,,,,
player,201811040den,htx,ThomDe03,rush_long,0,,,,,
player,201811040den,htx,ThomDe03,targets,3,,,,,
player,201811040den,htx,ThomDe03,rec,3,,,,,
player,201811040den,htx,ThomDe03,rec_yds,61,,,,,
player,201811040den,htx,ThomDe03,rec_td,0,,,,,
player,201811040den,htx,ThomDe03,rec_long,31,,,,,
player,201811040den,htx,ThomDe03,fumbles,0,,,,,
player,201811040den,htx,ThomDe03,fumbles_lost,0,,,,,
player,201811040den,htx,GrifRy00,pass_cmp,0,,,,,
player,201811040den,htx,GrifRy00,pass_att,0,,,,,
player,201811040den,htx,GrifRy00,pass_yds,0,,,,,
player,201811040den,htx,GrifRy00,pass_td,0,,,,,
player,201811040den,htx,GrifRy00,pass_int,0,,,,,
player,201811040den,htx,GrifRy00,pass_sacked,0,,,,,
player,201811040den,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201811040den,htx,GrifRy00,pass_long,0,,,,,
player,201811040den,htx,GrifRy00,pass_rating,,,,,,
player,201811040den,htx,GrifRy00,rush_att,0,,,,,
player,201811040den,htx,GrifRy00,rush_yds,0,,,,,
player,201811040den,htx,GrifRy00,rush_td,0,,,,,
player,201811040den,htx,GrifRy00,rush_long,0,,,,,
player,201811040den,htx,GrifRy00,targets,2,,,,,
player,201811040den,htx,GrifRy00,rec,1,,,,,
player,201811040den,htx,GrifRy00,rec_yds,13,,,,,
player,201811040den,htx,GrifRy00,rec_td,0,,,,,
player,201811040den,htx,GrifRy00,rec_long,13,,,,,
player,201811040den,htx,GrifRy00,fumbles,0,,,,,
player,201811040den,htx,GrifRy00,fumbles_lost,0,,,,,
player,201811040den,htx,ThomJo05,pass_cmp,0,,,,,
player,201811040den,htx,ThomJo05,pass_att,0,,,,,
player,201811040den,htx,ThomJo05,pass_yds,0,,,,,
player,201811040den,htx,ThomJo05,pass_td,0,,,,,
player,201811040den,htx,ThomJo05,pass_int,0,,,,,
player,201811040den,htx,ThomJo05,pass_sacked,0,,,,,
player,201811040den,htx,ThomJo05,pass_sacked_yds,0,,,,,
player,201811040den,htx,ThomJo05,pass_long,0,,,,,
player,201811040den,htx,ThomJo05,pass_rating,,,,,,
player,201811040den,htx,ThomJo05,rush_att,0,,,,,
player,201811040den,htx,ThomJo05,rush_yds,0,,,,,
player,201811040den,htx,ThomJo05,rush_td,0,,,,,
player,201811040den,htx,ThomJo05,rush_long,0,,,,,
player,201811040den,htx,ThomJo05,targets,1,,,,,
player,201811040den,htx,ThomJo05,rec,1,,,,,
player,201811040den,htx,ThomJo05,rec_yds,7,,,,,
player,201811040den,htx,ThomJo05,rec_td,1,,,,,
player,201811040den,htx,ThomJo05,rec_long,7,,,,,
player,201811040den,htx,ThomJo05,fumbles,0,,,,,
player,201811040den,htx,ThomJo05,fumbles_lost,0,,,,,
player,201811040den,htx,AkinJo00,pass_cmp,0,,,,,
player,201811040den,htx,AkinJo00,pass_att,0,,,,,
player,201811040den,htx,AkinJo00,pass_yds,0,,,,,
player,201811040den,htx,AkinJo00,pass_td,0,,,,,
player,201811040den,htx,AkinJo00,pass_int,0,,,,,
player,201811040den,htx,AkinJo00,pass_sacked,0,,,,,
player,201811040den,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201811040den,htx,AkinJo00,pass_long,0,,,,,
player,201811040den,htx,AkinJo00,pass_rating,,,,,,
player,201811040den,htx,AkinJo00,rush_att,0,,,,,
player,201811040den,htx,AkinJo00,rush_yds,0,,,,,
player,201811040den,htx,AkinJo00,rush_td,0,,,,,
player,201811040den,htx,AkinJo00,rush_long,0,,,,,
player,201811040den,htx,AkinJo00,targets,3,,,,,
player,201811040den,htx,AkinJo00,rec,0,,,,,
player,201811040den,htx,AkinJo00,rec_yds,0,,,,,
player,201811040den,htx,AkinJo00,rec_td,0,,,,,
player,201811040den,htx,AkinJo00,rec_long,0,,,,,
player,201811040den,htx,AkinJo00,fumbles,0,,,,,
player,201811040den,htx,AkinJo00,fumbles_lost,0,,,,,
player,201811040den,den,KeenCa00,pass_cmp,26,,,,,
player,201811040den,den,KeenCa00,pass_att,42,,,,,
player,201811040den,den,KeenCa00,pass_yds,290,,,,,
player,201811040den,den,KeenCa00,pass_td,1,,,,,
player,201811040den,den,KeenCa00,pass_int,0,,,,,
player,201811040den,den,KeenCa00,pass_sacked,2,,,,,
player,201811040den,den,KeenCa00,pass_sacked_yds,17,,,,,
player,201811040den,den,KeenCa00,pass_long,44,,,,,
player,201811040den,den,KeenCa00,pass_rating,90.4,,,,,
player,201811040den,den,KeenCa00,rush_att,0,,,,,
player,201811040den,den,KeenCa00,rush_yds,0,,,,,
player,201811040den,den,KeenCa00,rush_td,0,,,,,
player,201811040den,den,KeenCa00,rush_long,0,,,,,
player,201811040den,den,KeenCa00,targets,0,,,,,
player,201811040den,den,KeenCa00,rec,0,,,,,
player,201811040den,den,KeenCa00,rec_yds,0,,,,,
player,201811040den,den,KeenCa00,rec_td,0,,,,,
player,201811040den,den,KeenCa00,rec_long,0,,,,,
player,201811040den,den,KeenCa00,fumbles,0,,,,,
player,201811040den,den,KeenCa00,fumbles_lost,0,,,,,
player,201811040den,den,LindPh00,pass_cmp,0,,,,,
player,201811040den,den,LindPh00,pass_att,0,,,,,
player,201811040den,den,LindPh00,pass_yds,0,,,,,
player,201811040den,den,LindPh00,pass_td,0,,,,,
player,201811040den,den,LindPh00,pass_int,0,,,,,
player,201811040den,den,LindPh00,pass_sacked,0,,,,,
player,201811040den,den,LindPh00,pass_sacked_yds,0,,,,,
player,201811040den,den,LindPh00,pass_long,0,,,,,
player,201811040den,den,LindPh00,pass_rating,,,,,,
player,201811040den,den,LindPh00,rush_att,17,,,,,
player,201811040den,den,LindPh00,rush_yds,60,,,,,
player,201811040den,den,LindPh00,rush_td,0,,,,,
player,201811040den,den,LindPh00,rush_long,22,,,,,
player,201811040den,den,LindPh00,targets,3,,,,,
player,201811040den,den,LindPh00,rec,2,,,,,
player,201811040den,den,LindPh00,rec_yds,24,,,,,
player,201811040den,den,LindPh00,rec_td,0,,,,,
player,201811040den,den,LindPh00,rec_long,12,,,,,
player,201811040den,den,LindPh00,fumbles,0,,,,,
player,201811040den,den,LindPh00,fumbles_lost,0,,,,,
player,201811040den,den,BookDe00,pass_cmp,0,,,,,
player,201811040den,den,BookDe00,pass_att,0,,,,,
player,201811040den,den,BookDe00,pass_yds,0,,,,,
player,201811040den,den,BookDe00,pass_td,0,,,,,
player,201811040den,den,BookDe00,pass_int,0,,,,,
player,201811040den,den,BookDe00,pass_sacked,0,,,,,
player,201811040den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201811040den,den,BookDe00,pass_long,0,,,,,
player,201811040den,den,BookDe00,pass_rating,,,,,,
player,201811040den,den,BookDe00,rush_att,3,,,,,
player,201811040den,den,BookDe00,rush_yds,15,,,,,
player,201811040den,den,BookDe00,rush_td,1,,,,,
player,201811040den,den,BookDe00,rush_long,14,,,,,
player,201811040den,den,BookDe00,targets,4,,,,,
player,201811040den,den,BookDe00,rec,2,,,,,
player,201811040den,den,BookDe00,rec_yds,9,,,,,
player,201811040den,den,BookDe00,rec_td,0,,,,,
player,201811040den,den,BookDe00,rec_long,8,,,,,
player,201811040den,den,BookDe00,fumbles,1,,,,,
player,201811040den,den,BookDe00,fumbles_lost,1,,,,,
player,201811040den,den,HeueJe00,pass_cmp,0,,,,,
player,201811040den,den,HeueJe00,pass_att,0,,,,,
player,201811040den,den,HeueJe00,pass_yds,0,,,,,
player,201811040den,den,HeueJe00,pass_td,0,,,,,
player,201811040den,den,HeueJe00,pass_int,0,,,,,
player,201811040den,den,HeueJe00,pass_sacked,0,,,,,
player,201811040den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201811040den,den,HeueJe00,pass_long,0,,,,,
player,201811040den,den,HeueJe00,pass_rating,,,,,,
player,201811040den,den,HeueJe00,rush_att,0,,,,,
player,201811040den,den,HeueJe00,rush_yds,0,,,,,
player,201811040den,den,HeueJe00,rush_td,0,,,,,
player,201811040den,den,HeueJe00,rush_long,0,,,,,
player,201811040den,den,HeueJe00,targets,11,,,,,
player,201811040den,den,HeueJe00,rec,10,,,,,
player,201811040den,den,HeueJe00,rec_yds,83,,,,,
player,201811040den,den,HeueJe00,rec_td,1,,,,,
player,201811040den,den,HeueJe00,rec_long,14,,,,,
player,201811040den,den,HeueJe00,fumbles,0,,,,,
player,201811040den,den,HeueJe00,fumbles_lost,0,,,,,
player,201811040den,den,SuttCo00,pass_cmp,0,,,,,
player,201811040den,den,SuttCo00,pass_att,0,,,,,
player,201811040den,den,SuttCo00,pass_yds,0,,,,,
player,201811040den,den,SuttCo00,pass_td,0,,,,,
player,201811040den,den,SuttCo00,pass_int,0,,,,,
player,201811040den,den,SuttCo00,pass_sacked,0,,,,,
player,201811040den,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201811040den,den,SuttCo00,pass_long,0,,,,,
player,201811040den,den,SuttCo00,pass_rating,,,,,,
player,201811040den,den,SuttCo00,rush_att,0,,,,,
player,201811040den,den,SuttCo00,rush_yds,0,,,,,
player,201811040den,den,SuttCo00,rush_td,0,,,,,
player,201811040den,den,SuttCo00,rush_long,0,,,,,
player,201811040den,den,SuttCo00,targets,5,,,,,
player,201811040den,den,SuttCo00,rec,3,,,,,
player,201811040den,den,SuttCo00,rec_yds,57,,,,,
player,201811040den,den,SuttCo00,rec_td,0,,,,,
player,201811040den,den,SuttCo00,rec_long,22,,,,,
player,201811040den,den,SuttCo00,fumbles,0,,,,,
player,201811040den,den,SuttCo00,fumbles_lost,0,,,,,
player,201811040den,den,SandEm00,pass_cmp,0,,,,,
player,201811040den,den,SandEm00,pass_att,0,,,,,
player,201811040den,den,SandEm00,pass_yds,0,,,,,
player,201811040den,den,SandEm00,pass_td,0,,,,,
player,201811040den,den,SandEm00,pass_int,0,,,,,
player,201811040den,den,SandEm00,pass_sacked,0,,,,,
player,201811040den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201811040den,den,SandEm00,pass_long,0,,,,,
player,201811040den,den,SandEm00,pass_rating,,,,,,
player,201811040den,den,SandEm00,rush_att,0,,,,,
player,201811040den,den,SandEm00,rush_yds,0,,,,,
player,201811040den,den,SandEm00,rush_td,0,,,,,
player,201811040den,den,SandEm00,rush_long,0,,,,,
player,201811040den,den,SandEm00,targets,9,,,,,
player,201811040den,den,SandEm00,rec,6,,,,,
player,201811040den,den,SandEm00,rec_yds,47,,,,,
player,201811040den,den,SandEm00,rec_td,0,,,,,
player,201811040den,den,SandEm00,rec_long,18,,,,,
player,201811040den,den,SandEm00,fumbles,0,,,,,
player,201811040den,den,SandEm00,fumbles_lost,0,,,,,
player,201811040den,den,LaCoMa00,pass_cmp,0,,,,,
player,201811040den,den,LaCoMa00,pass_att,0,,,,,
player,201811040den,den,LaCoMa00,pass_yds,0,,,,,
player,201811040den,den,LaCoMa00,pass_td,0,,,,,
player,201811040den,den,LaCoMa00,pass_int,0,,,,,
player,201811040den,den,LaCoMa00,pass_sacked,0,,,,,
player,201811040den,den,LaCoMa00,pass_sacked_yds,0,,,,,
player,201811040den,den,LaCoMa00,pass_long,0,,,,,
player,201811040den,den,LaCoMa00,pass_rating,,,,,,
player,201811040den,den,LaCoMa00,rush_att,0,,,,,
player,201811040den,den,LaCoMa00,rush_yds,0,,,,,
player,201811040den,den,LaCoMa00,rush_td,0,,,,,
player,201811040den,den,LaCoMa00,rush_long,0,,,,,
player,201811040den,den,LaCoMa00,targets,1,,,,,
player,201811040den,den,LaCoMa00,rec,1,,,,,
player,201811040den,den,LaCoMa00,rec_yds,44,,,,,
player,201811040den,den,LaCoMa00,rec_td,0,,,,,
player,201811040den,den,LaCoMa00,rec_long,44,,,,,
player,201811040den,den,LaCoMa00,fumbles,0,,,,,
player,201811040den,den,LaCoMa00,fumbles_lost,0,,,,,
player,201811040den,den,PatrTi00,pass_cmp,0,,,,,
player,201811040den,den,PatrTi00,pass_att,0,,,,,
player,201811040den,den,PatrTi00,pass_yds,0,,,,,
player,201811040den,den,PatrTi00,pass_td,0,,,,,
