game,2018,6,20181014,201810140den,ram,"Los Angeles Rams",23,den,"Denver Broncos",20
player,201810140den,ram,BrocMi00,fumbles_forced,0,,,,,
player,201810140den,ram,LittCo01,def_int,0,,,,,
player,201810140den,ram,LittCo01,def_int_yds,0,,,,,
player,201810140den,ram,LittCo01,def_int_td,0,,,,,
player,201810140den,ram,LittCo01,def_int_long,0,,,,,
player,201810140den,ram,LittCo01,pass_defended,2,,,,,
player,201810140den,ram,LittCo01,sacks,0.0,,,,,
player,201810140den,ram,LittCo01,tackles_combined,5,,,,,
player,201810140den,ram,LittCo01,tackles_solo,4,,,,,
player,201810140den,ram,LittCo01,tackles_assists,1,,,,,
player,201810140den,ram,LittCo01,tackles_loss,0,,,,,
player,201810140den,ram,LittCo01,qb_hits,0,,,,,
player,201810140den,ram,LittCo01,fumbles_rec,0,,,,,
player,201810140den,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201810140den,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201810140den,ram,LittCo01,fumbles_forced,0,,,,,
player,201810140den,ram,ChriMa00,def_int,0,,,,,
player,201810140den,ram,ChriMa00,def_int_yds,0,,,,,
player,201810140den,ram,ChriMa00,def_int_td,0,,,,,
player,201810140den,ram,ChriMa00,def_int_long,0,,,,,
player,201810140den,ram,ChriMa00,pass_defended,0,,,,,
player,201810140den,ram,ChriMa00,sacks,0.0,,,,,
player,201810140den,ram,ChriMa00,tackles_combined,3,,,,,
player,201810140den,ram,ChriMa00,tackles_solo,2,,,,,
player,201810140den,ram,ChriMa00,tackles_assists,1,,,,,
player,201810140den,ram,ChriMa00,tackles_loss,0,,,,,
player,201810140den,ram,ChriMa00,qb_hits,0,,,,,
player,201810140den,ram,ChriMa00,fumbles_rec,0,,,,,
player,201810140den,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,ChriMa00,fumbles_forced,0,,,,,
player,201810140den,ram,LongMa00,def_int,0,,,,,
player,201810140den,ram,LongMa00,def_int_yds,0,,,,,
player,201810140den,ram,LongMa00,def_int_td,0,,,,,
player,201810140den,ram,LongMa00,def_int_long,0,,,,,
player,201810140den,ram,LongMa00,pass_defended,0,,,,,
player,201810140den,ram,LongMa00,sacks,0.0,,,,,
player,201810140den,ram,LongMa00,tackles_combined,3,,,,,
player,201810140den,ram,LongMa00,tackles_solo,1,,,,,
player,201810140den,ram,LongMa00,tackles_assists,2,,,,,
player,201810140den,ram,LongMa00,tackles_loss,0,,,,,
player,201810140den,ram,LongMa00,qb_hits,0,,,,,
player,201810140den,ram,LongMa00,fumbles_rec,0,,,,,
player,201810140den,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,LongMa00,fumbles_forced,0,,,,,
player,201810140den,ram,EbukSa00,def_int,0,,,,,
player,201810140den,ram,EbukSa00,def_int_yds,0,,,,,
player,201810140den,ram,EbukSa00,def_int_td,0,,,,,
player,201810140den,ram,EbukSa00,def_int_long,0,,,,,
player,201810140den,ram,EbukSa00,pass_defended,0,,,,,
player,201810140den,ram,EbukSa00,sacks,0.0,,,,,
player,201810140den,ram,EbukSa00,tackles_combined,2,,,,,
player,201810140den,ram,EbukSa00,tackles_solo,1,,,,,
player,201810140den,ram,EbukSa00,tackles_assists,1,,,,,
player,201810140den,ram,EbukSa00,tackles_loss,0,,,,,
player,201810140den,ram,EbukSa00,qb_hits,0,,,,,
player,201810140den,ram,EbukSa00,fumbles_rec,0,,,,,
player,201810140den,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,EbukSa00,fumbles_forced,1,,,,,
player,201810140den,ram,FranJo02,def_int,0,,,,,
player,201810140den,ram,FranJo02,def_int_yds,0,,,,,
player,201810140den,ram,FranJo02,def_int_td,0,,,,,
player,201810140den,ram,FranJo02,def_int_long,0,,,,,
player,201810140den,ram,FranJo02,pass_defended,0,,,,,
player,201810140den,ram,FranJo02,sacks,0.0,,,,,
player,201810140den,ram,FranJo02,tackles_combined,2,,,,,
player,201810140den,ram,FranJo02,tackles_solo,1,,,,,
player,201810140den,ram,FranJo02,tackles_assists,1,,,,,
player,201810140den,ram,FranJo02,tackles_loss,,,,,,
player,201810140den,ram,FranJo02,qb_hits,,,,,,
player,201810140den,ram,FranJo02,fumbles_rec,0,,,,,
player,201810140den,ram,FranJo02,fumbles_rec_yds,0,,,,,
player,201810140den,ram,FranJo02,fumbles_rec_td,0,,,,,
player,201810140den,ram,FranJo02,fumbles_forced,0,,,,,
player,201810140den,ram,PeteMa00,def_int,0,,,,,
player,201810140den,ram,PeteMa00,def_int_yds,0,,,,,
player,201810140den,ram,PeteMa00,def_int_td,0,,,,,
player,201810140den,ram,PeteMa00,def_int_long,0,,,,,
player,201810140den,ram,PeteMa00,pass_defended,0,,,,,
player,201810140den,ram,PeteMa00,sacks,0.0,,,,,
player,201810140den,ram,PeteMa00,tackles_combined,2,,,,,
player,201810140den,ram,PeteMa00,tackles_solo,1,,,,,
player,201810140den,ram,PeteMa00,tackles_assists,1,,,,,
player,201810140den,ram,PeteMa00,tackles_loss,0,,,,,
player,201810140den,ram,PeteMa00,qb_hits,0,,,,,
player,201810140den,ram,PeteMa00,fumbles_rec,0,,,,,
player,201810140den,ram,PeteMa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,PeteMa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,PeteMa00,fumbles_forced,0,,,,,
player,201810140den,ram,SuhxNd99,def_int,0,,,,,
player,201810140den,ram,SuhxNd99,def_int_yds,0,,,,,
player,201810140den,ram,SuhxNd99,def_int_td,0,,,,,
player,201810140den,ram,SuhxNd99,def_int_long,0,,,,,
player,201810140den,ram,SuhxNd99,pass_defended,0,,,,,
player,201810140den,ram,SuhxNd99,sacks,0.0,,,,,
player,201810140den,ram,SuhxNd99,tackles_combined,2,,,,,
player,201810140den,ram,SuhxNd99,tackles_solo,2,,,,,
player,201810140den,ram,SuhxNd99,tackles_assists,0,,,,,
player,201810140den,ram,SuhxNd99,tackles_loss,0,,,,,
player,201810140den,ram,SuhxNd99,qb_hits,0,,,,,
player,201810140den,ram,SuhxNd99,fumbles_rec,0,,,,,
player,201810140den,ram,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201810140den,ram,SuhxNd99,fumbles_rec_td,0,,,,,
player,201810140den,ram,SuhxNd99,fumbles_forced,0,,,,,
player,201810140den,ram,BarrMa00,def_int,0,,,,,
player,201810140den,ram,BarrMa00,def_int_yds,0,,,,,
player,201810140den,ram,BarrMa00,def_int_td,0,,,,,
player,201810140den,ram,BarrMa00,def_int_long,0,,,,,
player,201810140den,ram,BarrMa00,pass_defended,0,,,,,
player,201810140den,ram,BarrMa00,sacks,0.0,,,,,
player,201810140den,ram,BarrMa00,tackles_combined,1,,,,,
player,201810140den,ram,BarrMa00,tackles_solo,0,,,,,
player,201810140den,ram,BarrMa00,tackles_assists,1,,,,,
player,201810140den,ram,BarrMa00,tackles_loss,0,,,,,
player,201810140den,ram,BarrMa00,qb_hits,0,,,,,
player,201810140den,ram,BarrMa00,fumbles_rec,0,,,,,
player,201810140den,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,BarrMa00,fumbles_forced,0,,,,,
player,201810140den,ram,CounBl00,def_int,0,,,,,
player,201810140den,ram,CounBl00,def_int_yds,0,,,,,
player,201810140den,ram,CounBl00,def_int_td,0,,,,,
player,201810140den,ram,CounBl00,def_int_long,0,,,,,
player,201810140den,ram,CounBl00,pass_defended,0,,,,,
player,201810140den,ram,CounBl00,sacks,0.0,,,,,
player,201810140den,ram,CounBl00,tackles_combined,1,,,,,
player,201810140den,ram,CounBl00,tackles_solo,1,,,,,
player,201810140den,ram,CounBl00,tackles_assists,0,,,,,
player,201810140den,ram,CounBl00,tackles_loss,0,,,,,
player,201810140den,ram,CounBl00,qb_hits,0,,,,,
player,201810140den,ram,CounBl00,fumbles_rec,0,,,,,
player,201810140den,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201810140den,ram,CounBl00,fumbles_forced,0,,,,,
player,201810140den,ram,LawlJu00,def_int,0,,,,,
player,201810140den,ram,LawlJu00,def_int_yds,0,,,,,
player,201810140den,ram,LawlJu00,def_int_td,0,,,,,
player,201810140den,ram,LawlJu00,def_int_long,0,,,,,
player,201810140den,ram,LawlJu00,pass_defended,0,,,,,
player,201810140den,ram,LawlJu00,sacks,0.0,,,,,
player,201810140den,ram,LawlJu00,tackles_combined,1,,,,,
player,201810140den,ram,LawlJu00,tackles_solo,1,,,,,
player,201810140den,ram,LawlJu00,tackles_assists,0,,,,,
player,201810140den,ram,LawlJu00,tackles_loss,0,,,,,
player,201810140den,ram,LawlJu00,qb_hits,0,,,,,
player,201810140den,ram,LawlJu00,fumbles_rec,0,,,,,
player,201810140den,ram,LawlJu00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,LawlJu00,fumbles_rec_td,0,,,,,
player,201810140den,ram,LawlJu00,fumbles_forced,0,,,,,
player,201810140den,ram,ShieSa00,def_int,0,,,,,
player,201810140den,ram,ShieSa00,def_int_yds,0,,,,,
player,201810140den,ram,ShieSa00,def_int_td,0,,,,,
player,201810140den,ram,ShieSa00,def_int_long,0,,,,,
player,201810140den,ram,ShieSa00,pass_defended,0,,,,,
player,201810140den,ram,ShieSa00,sacks,0.0,,,,,
player,201810140den,ram,ShieSa00,tackles_combined,1,,,,,
player,201810140den,ram,ShieSa00,tackles_solo,1,,,,,
player,201810140den,ram,ShieSa00,tackles_assists,0,,,,,
player,201810140den,ram,ShieSa00,tackles_loss,0,,,,,
player,201810140den,ram,ShieSa00,qb_hits,0,,,,,
player,201810140den,ram,ShieSa00,fumbles_rec,0,,,,,
player,201810140den,ram,ShieSa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,ShieSa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,ShieSa00,fumbles_forced,0,,,,,
player,201810140den,ram,WestEt00,def_int,0,,,,,
player,201810140den,ram,WestEt00,def_int_yds,0,,,,,
player,201810140den,ram,WestEt00,def_int_td,0,,,,,
player,201810140den,ram,WestEt00,def_int_long,0,,,,,
player,201810140den,ram,WestEt00,pass_defended,0,,,,,
player,201810140den,ram,WestEt00,sacks,0.0,,,,,
player,201810140den,ram,WestEt00,tackles_combined,1,,,,,
player,201810140den,ram,WestEt00,tackles_solo,1,,,,,
player,201810140den,ram,WestEt00,tackles_assists,0,,,,,
player,201810140den,ram,WestEt00,tackles_loss,0,,,,,
player,201810140den,ram,WestEt00,qb_hits,0,,,,,
player,201810140den,ram,WestEt00,fumbles_rec,0,,,,,
player,201810140den,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201810140den,ram,WestEt00,fumbles_forced,0,,,,,
player,201810140den,ram,RobeNi00,def_int,0,,,,,
player,201810140den,ram,RobeNi00,def_int_yds,0,,,,,
player,201810140den,ram,RobeNi00,def_int_td,0,,,,,
player,201810140den,ram,RobeNi00,def_int_long,0,,,,,
player,201810140den,ram,RobeNi00,pass_defended,1,,,,,
player,201810140den,ram,RobeNi00,sacks,0.0,,,,,
player,201810140den,ram,RobeNi00,tackles_combined,0,,,,,
player,201810140den,ram,RobeNi00,tackles_solo,0,,,,,
player,201810140den,ram,RobeNi00,tackles_assists,0,,,,,
player,201810140den,ram,RobeNi00,tackles_loss,0,,,,,
player,201810140den,ram,RobeNi00,qb_hits,0,,,,,
player,201810140den,ram,RobeNi00,fumbles_rec,0,,,,,
player,201810140den,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201810140den,ram,RobeNi00,fumbles_forced,0,,,,,
player,201810140den,den,StewDa00,def_int,1,,,,,
player,201810140den,den,StewDa00,def_int_yds,3,,,,,
player,201810140den,den,StewDa00,def_int_td,0,,,,,
player,201810140den,den,StewDa00,def_int_long,3,,,,,
player,201810140den,den,StewDa00,pass_defended,1,,,,,
player,201810140den,den,StewDa00,sacks,0.5,,,,,
player,201810140den,den,StewDa00,tackles_combined,9,,,,,
player,201810140den,den,StewDa00,tackles_solo,8,,,,,
player,201810140den,den,StewDa00,tackles_assists,1,,,,,
player,201810140den,den,StewDa00,tackles_loss,0,,,,,
player,201810140den,den,StewDa00,qb_hits,1,,,,,
player,201810140den,den,StewDa00,fumbles_rec,0,,,,,
player,201810140den,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201810140den,den,StewDa00,fumbles_rec_td,0,,,,,
player,201810140den,den,StewDa00,fumbles_forced,0,,,,,
player,201810140den,den,ChubBr00,def_int,0,,,,,
player,201810140den,den,ChubBr00,def_int_yds,0,,,,,
player,201810140den,den,ChubBr00,def_int_td,0,,,,,
player,201810140den,den,ChubBr00,def_int_long,0,,,,,
player,201810140den,den,ChubBr00,pass_defended,0,,,,,
player,201810140den,den,ChubBr00,sacks,3.0,,,,,
player,201810140den,den,ChubBr00,tackles_combined,5,,,,,
player,201810140den,den,ChubBr00,tackles_solo,4,,,,,
player,201810140den,den,ChubBr00,tackles_assists,1,,,,,
player,201810140den,den,ChubBr00,tackles_loss,3,,,,,
player,201810140den,den,ChubBr00,qb_hits,3,,,,,
player,201810140den,den,ChubBr00,fumbles_rec,0,,,,,
player,201810140den,den,ChubBr00,fumbles_rec_yds,0,,,,,
player,201810140den,den,ChubBr00,fumbles_rec_td,0,,,,,
player,201810140den,den,ChubBr00,fumbles_forced,0,,,,,
player,201810140den,den,MillVo00,def_int,0,,,,,
player,201810140den,den,MillVo00,def_int_yds,0,,,,,
player,201810140den,den,MillVo00,def_int_td,0,,,,,
player,201810140den,den,MillVo00,def_int_long,0,,,,,
player,201810140den,den,MillVo00,pass_defended,0,,,,,
player,201810140den,den,MillVo00,sacks,1.5,,,,,
player,201810140den,den,MillVo00,tackles_combined,5,,,,,
player,201810140den,den,MillVo00,tackles_solo,1,,,,,
player,201810140den,den,MillVo00,tackles_assists,4,,,,,
player,201810140den,den,MillVo00,tackles_loss,1,,,,,
player,201810140den,den,MillVo00,qb_hits,2,,,,,
player,201810140den,den,MillVo00,fumbles_rec,0,,,,,
player,201810140den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201810140den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201810140den,den,MillVo00,fumbles_forced,0,,,,,
player,201810140den,den,DaviTo01,def_int,0,,,,,
player,201810140den,den,DaviTo01,def_int_yds,0,,,,,
player,201810140den,den,DaviTo01,def_int_td,0,,,,,
player,201810140den,den,DaviTo01,def_int_long,0,,,,,
player,201810140den,den,DaviTo01,pass_defended,1,,,,,
player,201810140den,den,DaviTo01,sacks,0.0,,,,,
player,201810140den,den,DaviTo01,tackles_combined,7,,,,,
player,201810140den,den,DaviTo01,tackles_solo,4,,,,,
player,201810140den,den,DaviTo01,tackles_assists,3,,,,,
player,201810140den,den,DaviTo01,tackles_loss,0,,,,,
player,201810140den,den,DaviTo01,qb_hits,0,,,,,
player,201810140den,den,DaviTo01,fumbles_rec,0,,,,,
player,201810140den,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201810140den,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201810140den,den,DaviTo01,fumbles_forced,0,,,,,
player,201810140den,den,MarsBr01,def_int,0,,,,,
player,201810140den,den,MarsBr01,def_int_yds,0,,,,,
player,201810140den,den,MarsBr01,def_int_td,0,,,,,
player,201810140den,den,MarsBr01,def_int_long,0,,,,,
player,201810140den,den,MarsBr01,pass_defended,0,,,,,
player,201810140den,den,MarsBr01,sacks,0.0,,,,,
player,201810140den,den,MarsBr01,tackles_combined,6,,,,,
player,201810140den,den,MarsBr01,tackles_solo,4,,,,,
player,201810140den,den,MarsBr01,tackles_assists,2,,,,,
player,201810140den,den,MarsBr01,tackles_loss,0,,,,,
player,201810140den,den,MarsBr01,qb_hits,0,,,,,
player,201810140den,den,MarsBr01,fumbles_rec,0,,,,,
player,201810140den,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201810140den,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201810140den,den,MarsBr01,fumbles_forced,0,,,,,
player,201810140den,den,PekoDo20,def_int,0,,,,,
player,201810140den,den,PekoDo20,def_int_yds,0,,,,,
player,201810140den,den,PekoDo20,def_int_td,0,,,,,
player,201810140den,den,PekoDo20,def_int_long,0,,,,,
player,201810140den,den,PekoDo20,pass_defended,0,,,,,
player,201810140den,den,PekoDo20,sacks,0.0,,,,,
player,201810140den,den,PekoDo20,tackles_combined,5,,,,,
player,201810140den,den,PekoDo20,tackles_solo,4,,,,,
player,201810140den,den,PekoDo20,tackles_assists,1,,,,,
player,201810140den,den,PekoDo20,tackles_loss,0,,,,,
player,201810140den,den,PekoDo20,qb_hits,0,,,,,
player,201810140den,den,PekoDo20,fumbles_rec,0,,,,,
player,201810140den,den,PekoDo20,fumbles_rec_yds,0,,,,,
player,201810140den,den,PekoDo20,fumbles_rec_td,0,,,,,
player,201810140den,den,PekoDo20,fumbles_forced,0,,,,,
player,201810140den,den,HarrCh01,def_int,0,,,,,
player,201810140den,den,HarrCh01,def_int_yds,0,,,,,
player,201810140den,den,HarrCh01,def_int_td,0,,,,,
player,201810140den,den,HarrCh01,def_int_long,0,,,,,
player,201810140den,den,HarrCh01,pass_defended,0,,,,,
player,201810140den,den,HarrCh01,sacks,0.0,,,,,
player,201810140den,den,HarrCh01,tackles_combined,4,,,,,
player,201810140den,den,HarrCh01,tackles_solo,4,,,,,
player,201810140den,den,HarrCh01,tackles_assists,0,,,,,
player,201810140den,den,HarrCh01,tackles_loss,0,,,,,
player,201810140den,den,HarrCh01,qb_hits,0,,,,,
player,201810140den,den,HarrCh01,fumbles_rec,0,,,,,
player,201810140den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201810140den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201810140den,den,HarrCh01,fumbles_forced,0,,,,,
player,201810140den,den,SimmJu00,def_int,0,,,,,
player,201810140den,den,SimmJu00,def_int_yds,0,,,,,
player,201810140den,den,SimmJu00,def_int_td,0,,,,,
player,201810140den,den,SimmJu00,def_int_long,0,,,,,
player,201810140den,den,SimmJu00,pass_defended,0,,,,,
player,201810140den,den,SimmJu00,sacks,0.0,,,,,
player,201810140den,den,SimmJu00,tackles_combined,4,,,,,
player,201810140den,den,SimmJu00,tackles_solo,3,,,,,
player,201810140den,den,SimmJu00,tackles_assists,1,,,,,
player,201810140den,den,SimmJu00,tackles_loss,0,,,,,
player,201810140den,den,SimmJu00,qb_hits,0,,,,,
player,201810140den,den,SimmJu00,fumbles_rec,0,,,,,
player,201810140den,den,SimmJu00,fumbles_rec_yds,0,,,,,
player,201810140den,den,SimmJu00,fumbles_rec_td,0,,,,,
player,201810140den,den,SimmJu00,fumbles_forced,0,,,,,
player,201810140den,den,BrocTr00,def_int,0,,,,,
player,201810140den,den,BrocTr00,def_int_yds,0,,,,,
player,201810140den,den,BrocTr00,def_int_td,0,,,,,
player,201810140den,den,BrocTr00,def_int_long,0,,,,,
player,201810140den,den,BrocTr00,pass_defended,1,,,,,
player,201810140den,den,BrocTr00,sacks,0.0,,,,,
player,201810140den,den,BrocTr00,tackles_combined,3,,,,,
player,201810140den,den,BrocTr00,tackles_solo,2,,,,,
player,201810140den,den,BrocTr00,tackles_assists,1,,,,,
player,201810140den,den,BrocTr00,tackles_loss,0,,,,,
player,201810140den,den,BrocTr00,qb_hits,0,,,,,
player,201810140den,den,BrocTr00,fumbles_rec,0,,,,,
player,201810140den,den,BrocTr00,fumbles_rec_yds,0,,,,,
player,201810140den,den,BrocTr00,fumbles_rec_td,0,,,,,
player,201810140den,den,BrocTr00,fumbles_forced,0,,,,,
player,201810140den,den,JeweJo00,def_int,0,,,,,
player,201810140den,den,JeweJo00,def_int_yds,0,,,,,
player,201810140den,den,JeweJo00,def_int_td,0,,,,,
player,201810140den,den,JeweJo00,def_int_long,0,,,,,
player,201810140den,den,JeweJo00,pass_defended,0,,,,,
player,201810140den,den,JeweJo00,sacks,0.0,,,,,
player,201810140den,den,JeweJo00,tackles_combined,3,,,,,
player,201810140den,den,JeweJo00,tackles_solo,2,,,,,
player,201810140den,den,JeweJo00,tackles_assists,1,,,,,
player,201810140den,den,JeweJo00,tackles_loss,0,,,,,
player,201810140den,den,JeweJo00,qb_hits,0,,,,,
player,201810140den,den,JeweJo00,fumbles_rec,0,,,,,
player,201810140den,den,JeweJo00,fumbles_rec_yds,0,,,,,
player,201810140den,den,JeweJo00,fumbles_rec_td,0,,,,,
player,201810140den,den,JeweJo00,fumbles_forced,0,,,,,
player,201810140den,den,KerrZa00,def_int,0,,,,,
player,201810140den,den,KerrZa00,def_int_yds,0,,,,,
player,201810140den,den,KerrZa00,def_int_td,0,,,,,
player,201810140den,den,KerrZa00,def_int_long,0,,,,,
player,201810140den,den,KerrZa00,pass_defended,0,,,,,
player,201810140den,den,KerrZa00,sacks,0.0,,,,,
player,201810140den,den,KerrZa00,tackles_combined,3,,,,,
player,201810140den,den,KerrZa00,tackles_solo,1,,,,,
player,201810140den,den,KerrZa00,tackles_assists,2,,,,,
player,201810140den,den,KerrZa00,tackles_loss,0,,,,,
player,201810140den,den,KerrZa00,qb_hits,0,,,,,
player,201810140den,den,KerrZa00,fumbles_rec,0,,,,,
player,201810140den,den,KerrZa00,fumbles_rec_yds,0,,,,,
player,201810140den,den,KerrZa00,fumbles_rec_td,0,,,,,
player,201810140den,den,KerrZa00,fumbles_forced,0,,,,,
player,201810140den,den,HarrSh00,def_int,0,,,,,
player,201810140den,den,HarrSh00,def_int_yds,0,,,,,
player,201810140den,den,HarrSh00,def_int_td,0,,,,,
player,201810140den,den,HarrSh00,def_int_long,0,,,,,
player,201810140den,den,HarrSh00,pass_defended,0,,,,,
player,201810140den,den,HarrSh00,sacks,0.0,,,,,
player,201810140den,den,HarrSh00,tackles_combined,2,,,,,
player,201810140den,den,HarrSh00,tackles_solo,1,,,,,
player,201810140den,den,HarrSh00,tackles_assists,1,,,,,
player,201810140den,den,HarrSh00,tackles_loss,0,,,,,
player,201810140den,den,HarrSh00,qb_hits,0,,,,,
player,201810140den,den,HarrSh00,fumbles_rec,0,,,,,
player,201810140den,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201810140den,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201810140den,den,HarrSh00,fumbles_forced,0,,,,,
player,201810140den,den,ParkWi01,def_int,0,,,,,
player,201810140den,den,ParkWi01,def_int_yds,0,,,,,
player,201810140den,den,ParkWi01,def_int_td,0,,,,,
player,201810140den,den,ParkWi01,def_int_long,0,,,,,
player,201810140den,den,ParkWi01,pass_defended,1,,,,,
player,201810140den,den,ParkWi01,sacks,0.0,,,,,
player,201810140den,den,ParkWi01,tackles_combined,2,,,,,
player,201810140den,den,ParkWi01,tackles_solo,2,,,,,
player,201810140den,den,ParkWi01,tackles_assists,0,,,,,
player,201810140den,den,ParkWi01,tackles_loss,0,,,,,
player,201810140den,den,ParkWi01,qb_hits,0,,,,,
player,201810140den,den,ParkWi01,fumbles_rec,0,,,,,
player,201810140den,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201810140den,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201810140den,den,ParkWi01,fumbles_forced,0,,,,,
player,201810140den,den,PatrTi00,def_int,0,,,,,
player,201810140den,den,PatrTi00,def_int_yds,0,,,,,
player,201810140den,den,PatrTi00,def_int_td,0,,,,,
player,201810140den,den,PatrTi00,def_int_long,0,,,,,
player,201810140den,den,PatrTi00,pass_defended,0,,,,,
player,201810140den,den,PatrTi00,sacks,0.0,,,,,
player,201810140den,den,PatrTi00,tackles_combined,2,,,,,
player,201810140den,den,PatrTi00,tackles_solo,1,,,,,
player,201810140den,den,PatrTi00,tackles_assists,1,,,,,
player,201810140den,den,PatrTi00,tackles_loss,0,,,,,
player,201810140den,den,PatrTi00,qb_hits,0,,,,,
player,201810140den,den,PatrTi00,fumbles_rec,0,,,,,
player,201810140den,den,PatrTi00,fumbles_rec_yds,0,,,,,
player,201810140den,den,PatrTi00,fumbles_rec_td,0,,,,,
player,201810140den,den,PatrTi00,fumbles_forced,0,,,,,
player,201810140den,den,WolfDe00,def_int,0,,,,,
player,201810140den,den,WolfDe00,def_int_yds,0,,,,,
player,201810140den,den,WolfDe00,def_int_td,0,,,,,
player,201810140den,den,WolfDe00,def_int_long,0,,,,,
player,201810140den,den,WolfDe00,pass_defended,0,,,,,
player,201810140den,den,WolfDe00,sacks,0.0,,,,,
player,201810140den,den,WolfDe00,tackles_combined,2,,,,,
player,201810140den,den,WolfDe00,tackles_solo,2,,,,,
player,201810140den,den,WolfDe00,tackles_assists,0,,,,,
player,201810140den,den,WolfDe00,tackles_loss,0,,,,,
player,201810140den,den,WolfDe00,qb_hits,0,,,,,
player,201810140den,den,WolfDe00,fumbles_rec,0,,,,,
player,201810140den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201810140den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201810140den,den,WolfDe00,fumbles_forced,0,,,,,
player,201810140den,den,BarrSh00,def_int,0,,,,,
player,201810140den,den,BarrSh00,def_int_yds,0,,,,,
player,201810140den,den,BarrSh00,def_int_td,0,,,,,
player,201810140den,den,BarrSh00,def_int_long,0,,,,,
player,201810140den,den,BarrSh00,pass_defended,0,,,,,
player,201810140den,den,BarrSh00,sacks,0.0,,,,,
player,201810140den,den,BarrSh00,tackles_combined,1,,,,,
player,201810140den,den,BarrSh00,tackles_solo,1,,,,,
player,201810140den,den,BarrSh00,tackles_assists,0,,,,,
player,201810140den,den,BarrSh00,tackles_loss,0,,,,,
player,201810140den,den,BarrSh00,qb_hits,0,,,,,
player,201810140den,den,BarrSh00,fumbles_rec,0,,,,,
player,201810140den,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201810140den,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201810140den,den,BarrSh00,fumbles_forced,0,,,,,
player,201810140den,den,GotsAd00,def_int,0,,,,,
player,201810140den,den,GotsAd00,def_int_yds,0,,,,,
player,201810140den,den,GotsAd00,def_int_td,0,,,,,
player,201810140den,den,GotsAd00,def_int_long,0,,,,,
player,201810140den,den,GotsAd00,pass_defended,0,,,,,
player,201810140den,den,GotsAd00,sacks,0.0,,,,,
player,201810140den,den,GotsAd00,tackles_combined,1,,,,,
player,201810140den,den,GotsAd00,tackles_solo,1,,,,,
player,201810140den,den,GotsAd00,tackles_assists,0,,,,,
player,201810140den,den,GotsAd00,tackles_loss,0,,,,,
player,201810140den,den,GotsAd00,qb_hits,0,,,,,
player,201810140den,den,GotsAd00,fumbles_rec,0,,,,,
player,201810140den,den,GotsAd00,fumbles_rec_yds,0,,,,,
player,201810140den,den,GotsAd00,fumbles_rec_td,0,,,,,
player,201810140den,den,GotsAd00,fumbles_forced,0,,,,,
player,201810140den,den,RayxSh00,def_int,0,,,,,
player,201810140den,den,RayxSh00,def_int_yds,0,,,,,
player,201810140den,den,RayxSh00,def_int_td,0,,,,,
player,201810140den,den,RayxSh00,def_int_long,0,,,,,
player,201810140den,den,RayxSh00,pass_defended,0,,,,,
player,201810140den,den,RayxSh00,sacks,0.0,,,,,
player,201810140den,den,RayxSh00,tackles_combined,1,,,,,
player,201810140den,den,RayxSh00,tackles_solo,1,,,,,
player,201810140den,den,RayxSh00,tackles_assists,0,,,,,
