game,2018,2,20180916,201809160nor,cle,"Cleveland Browns",18,nor,"New Orleans Saints",21
team,201809160nor,cle,First Downs,16,,,,,,
team,201809160nor,nor,First Downs,18,,,,,,
team,201809160nor,cle,Rush-Yds-TDs,27-93-1,,,,,,
team,201809160nor,nor,Rush-Yds-TDs,23-62-0,,,,,,
team,201809160nor,cle,Cmp-Att-Yd-TD-INT,22-30-246-1-1,,,,,,
team,201809160nor,nor,Cmp-Att-Yd-TD-INT,28-35-243-2-0,,,,,,
team,201809160nor,cle,Sacked-Yards,3-12,,,,,,
team,201809160nor,nor,Sacked-Yards,3-30,,,,,,
team,201809160nor,cle,Net Pass Yards,234,,,,,,
team,201809160nor,nor,Net Pass Yards,213,,,,,,
team,201809160nor,cle,Total Yards,327,,,,,,
team,201809160nor,nor,Total Yards,275,,,,,,
team,201809160nor,cle,Fumbles-Lost,3-0,,,,,,
team,201809160nor,nor,Fumbles-Lost,2-2,,,,,,
team,201809160nor,cle,Turnovers,1,,,,,,
team,201809160nor,nor,Turnovers,2,,,,,,
team,201809160nor,cle,Penalties-Yards,4-43,,,,,,
team,201809160nor,nor,Penalties-Yards,4-53,,,,,,
team,201809160nor,cle,Third Down Conv.,4-12,,,,,,
team,201809160nor,nor,Third Down Conv.,3-12,,,,,,
team,201809160nor,cle,Fourth Down Conv.,1-2,,,,,,
team,201809160nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201809160nor,cle,Time of Possession,27:19,,,,,,
team,201809160nor,nor,Time of Possession,32:41,,,,,,
player,201809160nor,cle,TaylTy00,pass_cmp,22,,,,,
player,201809160nor,cle,TaylTy00,pass_att,30,,,,,
player,201809160nor,cle,TaylTy00,pass_yds,246,,,,,
player,201809160nor,cle,TaylTy00,pass_td,1,,,,,
player,201809160nor,cle,TaylTy00,pass_int,1,,,,,
player,201809160nor,cle,TaylTy00,pass_sacked,3,,,,,
player,201809160nor,cle,TaylTy00,pass_sacked_yds,12,,,,,
player,201809160nor,cle,TaylTy00,pass_long,47,,,,,
player,201809160nor,cle,TaylTy00,pass_rating,94.6,,,,,
player,201809160nor,cle,TaylTy00,rush_att,4,,,,,
player,201809160nor,cle,TaylTy00,rush_yds,26,,,,,
player,201809160nor,cle,TaylTy00,rush_td,0,,,,,
player,201809160nor,cle,TaylTy00,rush_long,8,,,,,
player,201809160nor,cle,TaylTy00,targets,0,,,,,
player,201809160nor,cle,TaylTy00,rec,0,,,,,
player,201809160nor,cle,TaylTy00,rec_yds,0,,,,,
player,201809160nor,cle,TaylTy00,rec_td,0,,,,,
player,201809160nor,cle,TaylTy00,rec_long,0,,,,,
player,201809160nor,cle,TaylTy00,fumbles,2,,,,,
player,201809160nor,cle,TaylTy00,fumbles_lost,0,,,,,
player,201809160nor,cle,HydeCa00,pass_cmp,0,,,,,
player,201809160nor,cle,HydeCa00,pass_att,0,,,,,
player,201809160nor,cle,HydeCa00,pass_yds,0,,,,,
player,201809160nor,cle,HydeCa00,pass_td,0,,,,,
player,201809160nor,cle,HydeCa00,pass_int,0,,,,,
player,201809160nor,cle,HydeCa00,pass_sacked,0,,,,,
player,201809160nor,cle,HydeCa00,pass_sacked_yds,0,,,,,
player,201809160nor,cle,HydeCa00,pass_long,0,,,,,
player,201809160nor,cle,HydeCa00,pass_rating,,,,,,
player,201809160nor,cle,HydeCa00,rush_att,16,,,,,
player,201809160nor,cle,HydeCa00,rush_yds,43,,,,,
player,201809160nor,cle,HydeCa00,rush_td,1,,,,,
player,201809160nor,cle,HydeCa00,rush_long,10,,,,,
player,201809160nor,cle,HydeCa00,targets,1,,,,,
player,201809160nor,cle,HydeCa00,rec,1,,,,,
player,201809160nor,cle,HydeCa00,rec_yds,7,,,,,
player,201809160nor,cle,HydeCa00,rec_td,0,,,,,
player,201809160nor,cle,HydeCa00,rec_long,7,,,,,
player,201809160nor,cle,HydeCa00,fumbles,0,,,,,
player,201809160nor,cle,HydeCa00,fumbles_lost,0,,,,,
player,201809160nor,cle,ChubNi00,pass_cmp,0,,,,,
