game,2018,8,20181028,201810280car,rav,"Baltimore Ravens",21,car,"Carolina Panthers",36
team,201810280car,rav,First Downs,20,,,,,,
team,201810280car,car,First Downs,22,,,,,,
team,201810280car,rav,Rush-Yds-TDs,18-101-1,,,,,,
team,201810280car,car,Rush-Yds-TDs,33-154-2,,,,,,
team,201810280car,rav,Cmp-Att-Yd-TD-INT,26-44-238-2-2,,,,,,
team,201810280car,car,Cmp-Att-Yd-TD-INT,22-30-232-2-0,,,,,,
team,201810280car,rav,Sacked-Yards,2-14,,,,,,
team,201810280car,car,Sacked-Yards,0-0,,,,,,
team,201810280car,rav,Net Pass Yards,224,,,,,,
team,201810280car,car,Net Pass Yards,232,,,,,,
team,201810280car,rav,Total Yards,325,,,,,,
team,201810280car,car,Total Yards,386,,,,,,
team,201810280car,rav,Fumbles-Lost,1-1,,,,,,
team,201810280car,car,Fumbles-Lost,1-0,,,,,,
team,201810280car,rav,Turnovers,3,,,,,,
team,201810280car,car,Turnovers,0,,,,,,
team,201810280car,rav,Penalties-Yards,9-68,,,,,,
team,201810280car,car,Penalties-Yards,4-30,,,,,,
team,201810280car,rav,Third Down Conv.,6-12,,,,,,
team,201810280car,car,Third Down Conv.,6-12,,,,,,
team,201810280car,rav,Fourth Down Conv.,1-2,,,,,,
team,201810280car,car,Fourth Down Conv.,1-1,,,,,,
team,201810280car,rav,Time of Possession,25:59,,,,,,
team,201810280car,car,Time of Possession,34:01,,,,,,
player,201810280car,rav,FlacJo00,pass_cmp,22,,,,,
player,201810280car,rav,FlacJo00,pass_att,39,,,,,
player,201810280car,rav,FlacJo00,pass_yds,192,,,,,
player,201810280car,rav,FlacJo00,pass_td,1,,,,,
player,201810280car,rav,FlacJo00,pass_int,2,,,,,
player,201810280car,rav,FlacJo00,pass_sacked,2,,,,,
player,201810280car,rav,FlacJo00,pass_sacked_yds,14,,,,,
player,201810280car,rav,FlacJo00,pass_long,19,,,,,
player,201810280car,rav,FlacJo00,pass_rating,56.8,,,,,
player,201810280car,rav,FlacJo00,rush_att,2,,,,,
player,201810280car,rav,FlacJo00,rush_yds,14,,,,,
player,201810280car,rav,FlacJo00,rush_td,0,,,,,
player,201810280car,rav,FlacJo00,rush_long,13,,,,,
player,201810280car,rav,FlacJo00,targets,0,,,,,
player,201810280car,rav,FlacJo00,rec,0,,,,,
player,201810280car,rav,FlacJo00,rec_yds,0,,,,,
player,201810280car,rav,FlacJo00,rec_td,0,,,,,
player,201810280car,rav,FlacJo00,rec_long,0,,,,,
player,201810280car,rav,FlacJo00,fumbles,0,,,,,
player,201810280car,rav,FlacJo00,fumbles_lost,0,,,,,
player,201810280car,rav,JackLa00,pass_cmp,4,,,,,
player,201810280car,rav,JackLa00,pass_att,5,,,,,
player,201810280car,rav,JackLa00,pass_yds,46,,,,,
player,201810280car,rav,JackLa00,pass_td,1,,,,,
player,201810280car,rav,JackLa00,pass_int,0,,,,,
player,201810280car,rav,JackLa00,pass_sacked,0,,,,,
player,201810280car,rav,JackLa00,pass_sacked_yds,0,,,,,
player,201810280car,rav,JackLa00,pass_long,26,,,,,
player,201810280car,rav,JackLa00,pass_rating,144.6,,,,,
player,201810280car,rav,JackLa00,rush_att,3,,,,,
player,201810280car,rav,JackLa00,rush_yds,26,,,,,
player,201810280car,rav,JackLa00,rush_td,0,,,,,
player,201810280car,rav,JackLa00,rush_long,17,,,,,
player,201810280car,rav,JackLa00,targets,0,,,,,
player,201810280car,rav,JackLa00,rec,0,,,,,
player,201810280car,rav,JackLa00,rec_yds,0,,,,,
player,201810280car,rav,JackLa00,rec_td,0,,,,,
player,201810280car,rav,JackLa00,rec_long,0,,,,,
player,201810280car,rav,JackLa00,fumbles,0,,,,,
player,201810280car,rav,JackLa00,fumbles_lost,0,,,,,
player,201810280car,rav,CollAl00,pass_cmp,0,,,,,
player,201810280car,rav,CollAl00,pass_att,0,,,,,
player,201810280car,rav,CollAl00,pass_yds,0,,,,,
player,201810280car,rav,CollAl00,pass_td,0,,,,,
player,201810280car,rav,CollAl00,pass_int,0,,,,,
player,201810280car,rav,CollAl00,pass_sacked,0,,,,,
player,201810280car,rav,CollAl00,pass_sacked_yds,0,,,,,
player,201810280car,rav,CollAl00,pass_long,0,,,,,
player,201810280car,rav,CollAl00,pass_rating,,,,,,
player,201810280car,rav,CollAl00,rush_att,11,,,,,
player,201810280car,rav,CollAl00,rush_yds,49,,,,,
player,201810280car,rav,CollAl00,rush_td,1,,,,,
player,201810280car,rav,CollAl00,rush_long,15,,,,,
player,201810280car,rav,CollAl00,targets,2,,,,,
player,201810280car,rav,CollAl00,rec,2,,,,,
player,201810280car,rav,CollAl00,rec_yds,14,,,,,
player,201810280car,rav,CollAl00,rec_td,0,,,,,
player,201810280car,rav,CollAl00,rec_long,10,,,,,
player,201810280car,rav,CollAl00,fumbles,1,,,,,
player,201810280car,rav,CollAl00,fumbles_lost,1,,,,,
player,201810280car,rav,EdwaGu00,pass_cmp,0,,,,,
player,201810280car,rav,EdwaGu00,pass_att,0,,,,,
player,201810280car,rav,EdwaGu00,pass_yds,0,,,,,
player,201810280car,rav,EdwaGu00,pass_td,0,,,,,
player,201810280car,rav,EdwaGu00,pass_int,0,,,,,
player,201810280car,rav,EdwaGu00,pass_sacked,0,,,,,
player,201810280car,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201810280car,rav,EdwaGu00,pass_long,0,,,,,
player,201810280car,rav,EdwaGu00,pass_rating,,,,,,
player,201810280car,rav,EdwaGu00,rush_att,2,,,,,
player,201810280car,rav,EdwaGu00,rush_yds,12,,,,,
player,201810280car,rav,EdwaGu00,rush_td,0,,,,,
player,201810280car,rav,EdwaGu00,rush_long,8,,,,,
player,201810280car,rav,EdwaGu00,targets,1,,,,,
player,201810280car,rav,EdwaGu00,rec,1,,,,,
player,201810280car,rav,EdwaGu00,rec_yds,7,,,,,
player,201810280car,rav,EdwaGu00,rec_td,0,,,,,
player,201810280car,rav,EdwaGu00,rec_long,7,,,,,
player,201810280car,rav,EdwaGu00,fumbles,0,,,,,
player,201810280car,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201810280car,rav,SneaWi00,pass_cmp,0,,,,,
player,201810280car,rav,SneaWi00,pass_att,0,,,,,
player,201810280car,rav,SneaWi00,pass_yds,0,,,,,
player,201810280car,rav,SneaWi00,pass_td,0,,,,,
player,201810280car,rav,SneaWi00,pass_int,0,,,,,
player,201810280car,rav,SneaWi00,pass_sacked,0,,,,,
player,201810280car,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201810280car,rav,SneaWi00,pass_long,0,,,,,
player,201810280car,rav,SneaWi00,pass_rating,,,,,,
player,201810280car,rav,SneaWi00,rush_att,0,,,,,
player,201810280car,rav,SneaWi00,rush_yds,0,,,,,
player,201810280car,rav,SneaWi00,rush_td,0,,,,,
player,201810280car,rav,SneaWi00,rush_long,0,,,,,
player,201810280car,rav,SneaWi00,targets,11,,,,,
player,201810280car,rav,SneaWi00,rec,5,,,,,
player,201810280car,rav,SneaWi00,rec_yds,54,,,,,
player,201810280car,rav,SneaWi00,rec_td,0,,,,,
player,201810280car,rav,SneaWi00,rec_long,19,,,,,
player,201810280car,rav,SneaWi00,fumbles,0,,,,,
player,201810280car,rav,SneaWi00,fumbles_lost,0,,,,,
player,201810280car,rav,AndrMa00,pass_cmp,0,,,,,
player,201810280car,rav,AndrMa00,pass_att,0,,,,,
player,201810280car,rav,AndrMa00,pass_yds,0,,,,,
player,201810280car,rav,AndrMa00,pass_td,0,,,,,
player,201810280car,rav,AndrMa00,pass_int,0,,,,,
player,201810280car,rav,AndrMa00,pass_sacked,0,,,,,
player,201810280car,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201810280car,rav,AndrMa00,pass_long,0,,,,,
player,201810280car,rav,AndrMa00,pass_rating,,,,,,
player,201810280car,rav,AndrMa00,rush_att,0,,,,,
player,201810280car,rav,AndrMa00,rush_yds,0,,,,,
player,201810280car,rav,AndrMa00,rush_td,0,,,,,
player,201810280car,rav,AndrMa00,rush_long,0,,,,,
player,201810280car,rav,AndrMa00,targets,5,,,,,
player,201810280car,rav,AndrMa00,rec,4,,,,,
player,201810280car,rav,AndrMa00,rec_yds,31,,,,,
player,201810280car,rav,AndrMa00,rec_td,0,,,,,
player,201810280car,rav,AndrMa00,rec_long,10,,,,,
player,201810280car,rav,AndrMa00,fumbles,0,,,,,
player,201810280car,rav,AndrMa00,fumbles_lost,0,,,,,
player,201810280car,rav,CrabMi00,pass_cmp,0,,,,,
player,201810280car,rav,CrabMi00,pass_att,0,,,,,
player,201810280car,rav,CrabMi00,pass_yds,0,,,,,
player,201810280car,rav,CrabMi00,pass_td,0,,,,,
player,201810280car,rav,CrabMi00,pass_int,0,,,,,
player,201810280car,rav,CrabMi00,pass_sacked,0,,,,,
player,201810280car,rav,CrabMi00,pass_sacked_yds,0,,,,,
player,201810280car,rav,CrabMi00,pass_long,0,,,,,
player,201810280car,rav,CrabMi00,pass_rating,,,,,,
player,201810280car,rav,CrabMi00,rush_att,0,,,,,
player,201810280car,rav,CrabMi00,rush_yds,0,,,,,
player,201810280car,rav,CrabMi00,rush_td,0,,,,,
player,201810280car,rav,CrabMi00,rush_long,0,,,,,
player,201810280car,rav,CrabMi00,targets,5,,,,,
player,201810280car,rav,CrabMi00,rec,3,,,,,
player,201810280car,rav,CrabMi00,rec_yds,31,,,,,
player,201810280car,rav,CrabMi00,rec_td,0,,,,,
player,201810280car,rav,CrabMi00,rec_long,13,,,,,
player,201810280car,rav,CrabMi00,fumbles,0,,,,,
player,201810280car,rav,CrabMi00,fumbles_lost,0,,,,,
player,201810280car,rav,HursHa00,pass_cmp,0,,,,,
player,201810280car,rav,HursHa00,pass_att,0,,,,,
player,201810280car,rav,HursHa00,pass_yds,0,,,,,
player,201810280car,rav,HursHa00,pass_td,0,,,,,
player,201810280car,rav,HursHa00,pass_int,0,,,,,
player,201810280car,rav,HursHa00,pass_sacked,0,,,,,
player,201810280car,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201810280car,rav,HursHa00,pass_long,0,,,,,
player,201810280car,rav,HursHa00,pass_rating,,,,,,
player,201810280car,rav,HursHa00,rush_att,0,,,,,
player,201810280car,rav,HursHa00,rush_yds,0,,,,,
player,201810280car,rav,HursHa00,rush_td,0,,,,,
player,201810280car,rav,HursHa00,rush_long,0,,,,,
player,201810280car,rav,HursHa00,targets,3,,,,,
player,201810280car,rav,HursHa00,rec,2,,,,,
player,201810280car,rav,HursHa00,rec_yds,29,,,,,
player,201810280car,rav,HursHa00,rec_td,1,,,,,
player,201810280car,rav,HursHa00,rec_long,26,,,,,
player,201810280car,rav,HursHa00,fumbles,0,,,,,
player,201810280car,rav,HursHa00,fumbles_lost,0,,,,,
player,201810280car,rav,BrowJo02,pass_cmp,0,,,,,
player,201810280car,rav,BrowJo02,pass_att,0,,,,,
player,201810280car,rav,BrowJo02,pass_yds,0,,,,,
player,201810280car,rav,BrowJo02,pass_td,0,,,,,
player,201810280car,rav,BrowJo02,pass_int,0,,,,,
player,201810280car,rav,BrowJo02,pass_sacked,0,,,,,
player,201810280car,rav,BrowJo02,pass_sacked_yds,0,,,,,
player,201810280car,rav,BrowJo02,pass_long,0,,,,,
player,201810280car,rav,BrowJo02,pass_rating,,,,,,
player,201810280car,rav,BrowJo02,rush_att,0,,,,,
player,201810280car,rav,BrowJo02,rush_yds,0,,,,,
player,201810280car,rav,BrowJo02,rush_td,0,,,,,
player,201810280car,rav,BrowJo02,rush_long,0,,,,,
player,201810280car,rav,BrowJo02,targets,7,,,,,
player,201810280car,rav,BrowJo02,rec,3,,,,,
player,201810280car,rav,BrowJo02,rec_yds,28,,,,,
player,201810280car,rav,BrowJo02,rec_td,0,,,,,
