game,2018,16,20181223,201812230sfo,chi,"Chicago Bears",14,sfo,"San Francisco 49ers",9
player,201812230sfo,chi,TrubMi00,pass_sacked_yds,11,,,,,
player,201812230sfo,chi,TrubMi00,pass_long,43,,,,,
player,201812230sfo,chi,TrubMi00,pass_rating,113.5,,,,,
player,201812230sfo,chi,TrubMi00,rush_att,5,,,,,
player,201812230sfo,chi,TrubMi00,rush_yds,3,,,,,
player,201812230sfo,chi,TrubMi00,rush_td,0,,,,,
player,201812230sfo,chi,TrubMi00,rush_long,3,,,,,
player,201812230sfo,chi,TrubMi00,targets,0,,,,,
player,201812230sfo,chi,TrubMi00,rec,0,,,,,
player,201812230sfo,chi,TrubMi00,rec_yds,0,,,,,
player,201812230sfo,chi,TrubMi00,rec_td,0,,,,,
player,201812230sfo,chi,TrubMi00,rec_long,0,,,,,
player,201812230sfo,chi,TrubMi00,fumbles,1,,,,,
player,201812230sfo,chi,TrubMi00,fumbles_lost,1,,,,,
player,201812230sfo,chi,HowaJo00,pass_cmp,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_att,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_yds,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_td,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_int,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_sacked,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_long,0,,,,,
player,201812230sfo,chi,HowaJo00,pass_rating,,,,,,
player,201812230sfo,chi,HowaJo00,rush_att,13,,,,,
player,201812230sfo,chi,HowaJo00,rush_yds,53,,,,,
player,201812230sfo,chi,HowaJo00,rush_td,1,,,,,
player,201812230sfo,chi,HowaJo00,rush_long,9,,,,,
player,201812230sfo,chi,HowaJo00,targets,3,,,,,
player,201812230sfo,chi,HowaJo00,rec,2,,,,,
player,201812230sfo,chi,HowaJo00,rec_yds,17,,,,,
player,201812230sfo,chi,HowaJo00,rec_td,0,,,,,
player,201812230sfo,chi,HowaJo00,rec_long,16,,,,,
player,201812230sfo,chi,HowaJo00,fumbles,0,,,,,
player,201812230sfo,chi,HowaJo00,fumbles_lost,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_cmp,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_att,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_yds,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_td,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_int,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_sacked,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_long,0,,,,,
player,201812230sfo,chi,CoheTa00,pass_rating,,,,,,
player,201812230sfo,chi,CoheTa00,rush_att,6,,,,,
player,201812230sfo,chi,CoheTa00,rush_yds,12,,,,,
player,201812230sfo,chi,CoheTa00,rush_td,0,,,,,
player,201812230sfo,chi,CoheTa00,rush_long,9,,,,,
player,201812230sfo,chi,CoheTa00,targets,1,,,,,
player,201812230sfo,chi,CoheTa00,rec,1,,,,,
player,201812230sfo,chi,CoheTa00,rec_yds,7,,,,,
player,201812230sfo,chi,CoheTa00,rec_td,0,,,,,
player,201812230sfo,chi,CoheTa00,rec_long,7,,,,,
player,201812230sfo,chi,CoheTa00,fumbles,0,,,,,
player,201812230sfo,chi,CoheTa00,fumbles_lost,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_cmp,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_att,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_yds,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_td,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_int,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_sacked,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_long,0,,,,,
player,201812230sfo,chi,RobiAl02,pass_rating,,,,,,
player,201812230sfo,chi,RobiAl02,rush_att,1,,,,,
player,201812230sfo,chi,RobiAl02,rush_yds,9,,,,,
player,201812230sfo,chi,RobiAl02,rush_td,0,,,,,
player,201812230sfo,chi,RobiAl02,rush_long,9,,,,,
player,201812230sfo,chi,RobiAl02,targets,8,,,,,
player,201812230sfo,chi,RobiAl02,rec,6,,,,,
player,201812230sfo,chi,RobiAl02,rec_yds,85,,,,,
player,201812230sfo,chi,RobiAl02,rec_td,0,,,,,
player,201812230sfo,chi,RobiAl02,rec_long,43,,,,,
player,201812230sfo,chi,RobiAl02,fumbles,1,,,,,
player,201812230sfo,chi,RobiAl02,fumbles_lost,1,,,,,
player,201812230sfo,chi,GabrTa00,pass_cmp,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_att,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_yds,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_td,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_int,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_sacked,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_long,0,,,,,
player,201812230sfo,chi,GabrTa00,pass_rating,,,,,,
player,201812230sfo,chi,GabrTa00,rush_att,1,,,,,
player,201812230sfo,chi,GabrTa00,rush_yds,8,,,,,
player,201812230sfo,chi,GabrTa00,rush_td,0,,,,,
player,201812230sfo,chi,GabrTa00,rush_long,8,,,,,
player,201812230sfo,chi,GabrTa00,targets,3,,,,,
player,201812230sfo,chi,GabrTa00,rec,3,,,,,
player,201812230sfo,chi,GabrTa00,rec_yds,28,,,,,
player,201812230sfo,chi,GabrTa00,rec_td,0,,,,,
player,201812230sfo,chi,GabrTa00,rec_long,16,,,,,
player,201812230sfo,chi,GabrTa00,fumbles,0,,,,,
player,201812230sfo,chi,GabrTa00,fumbles_lost,0,,,,,
player,201812230sfo,chi,MillAn02,pass_cmp,0,,,,,
player,201812230sfo,chi,MillAn02,pass_att,0,,,,,
player,201812230sfo,chi,MillAn02,pass_yds,0,,,,,
player,201812230sfo,chi,MillAn02,pass_td,0,,,,,
player,201812230sfo,chi,MillAn02,pass_int,0,,,,,
player,201812230sfo,chi,MillAn02,pass_sacked,0,,,,,
player,201812230sfo,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,MillAn02,pass_long,0,,,,,
player,201812230sfo,chi,MillAn02,pass_rating,,,,,,
player,201812230sfo,chi,MillAn02,rush_att,1,,,,,
player,201812230sfo,chi,MillAn02,rush_yds,4,,,,,
player,201812230sfo,chi,MillAn02,rush_td,0,,,,,
player,201812230sfo,chi,MillAn02,rush_long,4,,,,,
player,201812230sfo,chi,MillAn02,targets,3,,,,,
player,201812230sfo,chi,MillAn02,rec,3,,,,,
player,201812230sfo,chi,MillAn02,rec_yds,24,,,,,
player,201812230sfo,chi,MillAn02,rec_td,1,,,,,
player,201812230sfo,chi,MillAn02,rec_long,12,,,,,
player,201812230sfo,chi,MillAn02,fumbles,0,,,,,
player,201812230sfo,chi,MillAn02,fumbles_lost,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_cmp,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_att,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_yds,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_td,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_int,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_sacked,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_long,0,,,,,
player,201812230sfo,chi,MizzTa00,pass_rating,,,,,,
player,201812230sfo,chi,MizzTa00,rush_att,1,,,,,
player,201812230sfo,chi,MizzTa00,rush_yds,1,,,,,
player,201812230sfo,chi,MizzTa00,rush_td,0,,,,,
player,201812230sfo,chi,MizzTa00,rush_long,1,,,,,
player,201812230sfo,chi,MizzTa00,targets,2,,,,,
player,201812230sfo,chi,MizzTa00,rec,2,,,,,
player,201812230sfo,chi,MizzTa00,rec_yds,27,,,,,
player,201812230sfo,chi,MizzTa00,rec_td,0,,,,,
player,201812230sfo,chi,MizzTa00,rec_long,26,,,,,
player,201812230sfo,chi,MizzTa00,fumbles,0,,,,,
player,201812230sfo,chi,MizzTa00,fumbles_lost,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_cmp,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_att,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_yds,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_td,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_int,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_sacked,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_long,0,,,,,
player,201812230sfo,chi,BurtTr01,pass_rating,,,,,,
player,201812230sfo,chi,BurtTr01,rush_att,0,,,,,
player,201812230sfo,chi,BurtTr01,rush_yds,0,,,,,
player,201812230sfo,chi,BurtTr01,rush_td,0,,,,,
player,201812230sfo,chi,BurtTr01,rush_long,0,,,,,
player,201812230sfo,chi,BurtTr01,targets,5,,,,,
player,201812230sfo,chi,BurtTr01,rec,5,,,,,
player,201812230sfo,chi,BurtTr01,rec_yds,30,,,,,
player,201812230sfo,chi,BurtTr01,rec_td,0,,,,,
player,201812230sfo,chi,BurtTr01,rec_long,8,,,,,
player,201812230sfo,chi,BurtTr01,fumbles,0,,,,,
player,201812230sfo,chi,BurtTr01,fumbles_lost,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_cmp,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_att,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_yds,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_td,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_int,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_sacked,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_long,0,,,,,
player,201812230sfo,chi,BrauBe00,pass_rating,,,,,,
player,201812230sfo,chi,BrauBe00,rush_att,0,,,,,
player,201812230sfo,chi,BrauBe00,rush_yds,0,,,,,
player,201812230sfo,chi,BrauBe00,rush_td,0,,,,,
player,201812230sfo,chi,BrauBe00,rush_long,0,,,,,
player,201812230sfo,chi,BrauBe00,targets,1,,,,,
player,201812230sfo,chi,BrauBe00,rec,1,,,,,
player,201812230sfo,chi,BrauBe00,rec_yds,18,,,,,
player,201812230sfo,chi,BrauBe00,rec_td,0,,,,,
player,201812230sfo,chi,BrauBe00,rec_long,18,,,,,
player,201812230sfo,chi,BrauBe00,fumbles,0,,,,,
player,201812230sfo,chi,BrauBe00,fumbles_lost,0,,,,,
player,201812230sfo,chi,BellJo02,pass_cmp,0,,,,,
player,201812230sfo,chi,BellJo02,pass_att,0,,,,,
player,201812230sfo,chi,BellJo02,pass_yds,0,,,,,
player,201812230sfo,chi,BellJo02,pass_td,0,,,,,
player,201812230sfo,chi,BellJo02,pass_int,0,,,,,
player,201812230sfo,chi,BellJo02,pass_sacked,0,,,,,
player,201812230sfo,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,BellJo02,pass_long,0,,,,,
player,201812230sfo,chi,BellJo02,pass_rating,,,,,,
player,201812230sfo,chi,BellJo02,rush_att,0,,,,,
player,201812230sfo,chi,BellJo02,rush_yds,0,,,,,
player,201812230sfo,chi,BellJo02,rush_td,0,,,,,
player,201812230sfo,chi,BellJo02,rush_long,0,,,,,
player,201812230sfo,chi,BellJo02,targets,1,,,,,
player,201812230sfo,chi,BellJo02,rec,1,,,,,
player,201812230sfo,chi,BellJo02,rec_yds,6,,,,,
player,201812230sfo,chi,BellJo02,rec_td,0,,,,,
player,201812230sfo,chi,BellJo02,rec_long,6,,,,,
player,201812230sfo,chi,BellJo02,fumbles,0,,,,,
player,201812230sfo,chi,BellJo02,fumbles_lost,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_cmp,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_att,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_yds,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_td,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_int,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_sacked,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_long,0,,,,,
player,201812230sfo,chi,ShahAd00,pass_rating,,,,,,
player,201812230sfo,chi,ShahAd00,rush_att,0,,,,,
player,201812230sfo,chi,ShahAd00,rush_yds,0,,,,,
player,201812230sfo,chi,ShahAd00,rush_td,0,,,,,
player,201812230sfo,chi,ShahAd00,rush_long,0,,,,,
player,201812230sfo,chi,ShahAd00,targets,2,,,,,
player,201812230sfo,chi,ShahAd00,rec,1,,,,,
player,201812230sfo,chi,ShahAd00,rec_yds,4,,,,,
player,201812230sfo,chi,ShahAd00,rec_td,0,,,,,
player,201812230sfo,chi,ShahAd00,rec_long,4,,,,,
player,201812230sfo,chi,ShahAd00,fumbles,0,,,,,
player,201812230sfo,chi,ShahAd00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,MullNi00,pass_cmp,22,,,,,
player,201812230sfo,sfo,MullNi00,pass_att,38,,,,,
player,201812230sfo,sfo,MullNi00,pass_yds,241,,,,,
player,201812230sfo,sfo,MullNi00,pass_td,0,,,,,
player,201812230sfo,sfo,MullNi00,pass_int,1,,,,,
player,201812230sfo,sfo,MullNi00,pass_sacked,1,,,,,
player,201812230sfo,sfo,MullNi00,pass_sacked_yds,9,,,,,
player,201812230sfo,sfo,MullNi00,pass_long,35,,,,,
player,201812230sfo,sfo,MullNi00,pass_rating,65.8,,,,,
player,201812230sfo,sfo,MullNi00,rush_att,0,,,,,
player,201812230sfo,sfo,MullNi00,rush_yds,0,,,,,
player,201812230sfo,sfo,MullNi00,rush_td,0,,,,,
player,201812230sfo,sfo,MullNi00,rush_long,0,,,,,
player,201812230sfo,sfo,MullNi00,targets,0,,,,,
player,201812230sfo,sfo,MullNi00,rec,0,,,,,
player,201812230sfo,sfo,MullNi00,rec_yds,0,,,,,
player,201812230sfo,sfo,MullNi00,rec_td,0,,,,,
player,201812230sfo,sfo,MullNi00,rec_long,0,,,,,
player,201812230sfo,sfo,MullNi00,fumbles,0,,,,,
player,201812230sfo,sfo,MullNi00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_cmp,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_att,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_yds,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_td,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_int,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_sacked,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_long,0,,,,,
player,201812230sfo,sfo,WilsJe01,pass_rating,,,,,,
player,201812230sfo,sfo,WilsJe01,rush_att,11,,,,,
player,201812230sfo,sfo,WilsJe01,rush_yds,27,,,,,
player,201812230sfo,sfo,WilsJe01,rush_td,0,,,,,
player,201812230sfo,sfo,WilsJe01,rush_long,8,,,,,
player,201812230sfo,sfo,WilsJe01,targets,2,,,,,
player,201812230sfo,sfo,WilsJe01,rec,2,,,,,
player,201812230sfo,sfo,WilsJe01,rec_yds,11,,,,,
player,201812230sfo,sfo,WilsJe01,rec_td,0,,,,,
player,201812230sfo,sfo,WilsJe01,rec_long,9,,,,,
player,201812230sfo,sfo,WilsJe01,fumbles,0,,,,,
player,201812230sfo,sfo,WilsJe01,fumbles_lost,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201812230sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201812230sfo,sfo,BreiMa00,rush_att,4,,,,,
player,201812230sfo,sfo,BreiMa00,rush_yds,20,,,,,
player,201812230sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201812230sfo,sfo,BreiMa00,rush_long,11,,,,,
player,201812230sfo,sfo,BreiMa00,targets,1,,,,,
player,201812230sfo,sfo,BreiMa00,rec,1,,,,,
player,201812230sfo,sfo,BreiMa00,rec_yds,6,,,,,
player,201812230sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201812230sfo,sfo,BreiMa00,rec_long,6,,,,,
player,201812230sfo,sfo,BreiMa00,fumbles,0,,,,,
player,201812230sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_att,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_td,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_int,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_long,0,,,,,
player,201812230sfo,sfo,KittGe00,pass_rating,,,,,,
player,201812230sfo,sfo,KittGe00,rush_att,0,,,,,
player,201812230sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201812230sfo,sfo,KittGe00,rush_td,0,,,,,
player,201812230sfo,sfo,KittGe00,rush_long,0,,,,,
player,201812230sfo,sfo,KittGe00,targets,12,,,,,
player,201812230sfo,sfo,KittGe00,rec,7,,,,,
player,201812230sfo,sfo,KittGe00,rec_yds,74,,,,,
player,201812230sfo,sfo,KittGe00,rec_td,0,,,,,
player,201812230sfo,sfo,KittGe00,rec_long,35,,,,,
player,201812230sfo,sfo,KittGe00,fumbles,0,,,,,
player,201812230sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_att,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_td,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_int,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_long,0,,,,,
player,201812230sfo,sfo,BourKe00,pass_rating,,,,,,
player,201812230sfo,sfo,BourKe00,rush_att,0,,,,,
player,201812230sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201812230sfo,sfo,BourKe00,rush_td,0,,,,,
player,201812230sfo,sfo,BourKe00,rush_long,0,,,,,
player,201812230sfo,sfo,BourKe00,targets,5,,,,,
player,201812230sfo,sfo,BourKe00,rec,4,,,,,
player,201812230sfo,sfo,BourKe00,rec_yds,73,,,,,
player,201812230sfo,sfo,BourKe00,rec_td,0,,,,,
player,201812230sfo,sfo,BourKe00,rec_long,25,,,,,
player,201812230sfo,sfo,BourKe00,fumbles,1,,,,,
player,201812230sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201812230sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201812230sfo,sfo,GoodMa00,rush_att,0,,,,,
player,201812230sfo,sfo,GoodMa00,rush_yds,0,,,,,
player,201812230sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201812230sfo,sfo,GoodMa00,rush_long,0,,,,,
player,201812230sfo,sfo,GoodMa00,targets,8,,,,,
player,201812230sfo,sfo,GoodMa00,rec,3,,,,,
player,201812230sfo,sfo,GoodMa00,rec_yds,29,,,,,
player,201812230sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201812230sfo,sfo,GoodMa00,rec_long,17,,,,,
player,201812230sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201812230sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_cmp,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_att,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_yds,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_td,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_int,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_sacked,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_long,0,,,,,
player,201812230sfo,sfo,TaylTr02,pass_rating,,,,,,
player,201812230sfo,sfo,TaylTr02,rush_att,0,,,,,
player,201812230sfo,sfo,TaylTr02,rush_yds,0,,,,,
player,201812230sfo,sfo,TaylTr02,rush_td,0,,,,,
player,201812230sfo,sfo,TaylTr02,rush_long,0,,,,,
player,201812230sfo,sfo,TaylTr02,targets,2,,,,,
player,201812230sfo,sfo,TaylTr02,rec,1,,,,,
player,201812230sfo,sfo,TaylTr02,rec_yds,23,,,,,
player,201812230sfo,sfo,TaylTr02,rec_td,0,,,,,
player,201812230sfo,sfo,TaylTr02,rec_long,23,,,,,
player,201812230sfo,sfo,TaylTr02,fumbles,0,,,,,
player,201812230sfo,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_cmp,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_att,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_yds,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_td,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_int,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_sacked,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_long,0,,,,,
player,201812230sfo,sfo,PettDa00,pass_rating,,,,,,
player,201812230sfo,sfo,PettDa00,rush_att,0,,,,,
player,201812230sfo,sfo,PettDa00,rush_yds,0,,,,,
player,201812230sfo,sfo,PettDa00,rush_td,0,,,,,
player,201812230sfo,sfo,PettDa00,rush_long,0,,,,,
player,201812230sfo,sfo,PettDa00,targets,5,,,,,
player,201812230sfo,sfo,PettDa00,rec,3,,,,,
player,201812230sfo,sfo,PettDa00,rec_yds,21,,,,,
player,201812230sfo,sfo,PettDa00,rec_td,0,,,,,
player,201812230sfo,sfo,PettDa00,rec_long,13,,,,,
player,201812230sfo,sfo,PettDa00,fumbles,0,,,,,
player,201812230sfo,sfo,PettDa00,fumbles_lost,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_cmp,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_att,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_yds,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_td,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_int,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_sacked,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_sacked_yds,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_long,0,,,,,
player,201812230sfo,sfo,JameRi00,pass_rating,,,,,,
player,201812230sfo,sfo,JameRi00,rush_att,0,,,,,
player,201812230sfo,sfo,JameRi00,rush_yds,0,,,,,
player,201812230sfo,sfo,JameRi00,rush_td,0,,,,,
player,201812230sfo,sfo,JameRi00,rush_long,0,,,,,
player,201812230sfo,sfo,JameRi00,targets,1,,,,,
player,201812230sfo,sfo,JameRi00,rec,1,,,,,
player,201812230sfo,sfo,JameRi00,rec_yds,4,,,,,
player,201812230sfo,sfo,JameRi00,rec_td,0,,,,,
player,201812230sfo,sfo,JameRi00,rec_long,4,,,,,
player,201812230sfo,sfo,JameRi00,fumbles,0,,,,,
player,201812230sfo,sfo,JameRi00,fumbles_lost,0,,,,,
player,201812230sfo,chi,TrevDa00,def_int,1,,,,,
player,201812230sfo,chi,TrevDa00,def_int_yds,0,,,,,
player,201812230sfo,chi,TrevDa00,def_int_td,0,,,,,
player,201812230sfo,chi,TrevDa00,def_int_long,0,,,,,
player,201812230sfo,chi,TrevDa00,pass_defended,2,,,,,
player,201812230sfo,chi,TrevDa00,sacks,0.0,,,,,
player,201812230sfo,chi,TrevDa00,tackles_combined,7,,,,,
player,201812230sfo,chi,TrevDa00,tackles_solo,7,,,,,
player,201812230sfo,chi,TrevDa00,tackles_assists,0,,,,,
player,201812230sfo,chi,TrevDa00,tackles_loss,0,,,,,
player,201812230sfo,chi,TrevDa00,qb_hits,0,,,,,
player,201812230sfo,chi,TrevDa00,fumbles_rec,0,,,,,
player,201812230sfo,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201812230sfo,chi,TrevDa00,fumbles_rec_td,0,,,,,
