game,2018,17,20181230,201812300den,sdg,"Los Angeles Chargers",23,den,"Denver Broncos",9
player,201812300den,sdg,JackJu01,rec_yds,0,,,,,
player,201812300den,sdg,JackJu01,rec_td,0,,,,,
player,201812300den,sdg,JackJu01,rec_long,0,,,,,
player,201812300den,sdg,JackJu01,fumbles,0,,,,,
player,201812300den,sdg,JackJu01,fumbles_lost,0,,,,,
player,201812300den,sdg,WattDe00,pass_cmp,0,,,,,
player,201812300den,sdg,WattDe00,pass_att,0,,,,,
player,201812300den,sdg,WattDe00,pass_yds,0,,,,,
player,201812300den,sdg,WattDe00,pass_td,0,,,,,
player,201812300den,sdg,WattDe00,pass_int,0,,,,,
player,201812300den,sdg,WattDe00,pass_sacked,0,,,,,
player,201812300den,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201812300den,sdg,WattDe00,pass_long,0,,,,,
player,201812300den,sdg,WattDe00,pass_rating,,,,,,
player,201812300den,sdg,WattDe00,rush_att,1,,,,,
player,201812300den,sdg,WattDe00,rush_yds,8,,,,,
player,201812300den,sdg,WattDe00,rush_td,0,,,,,
player,201812300den,sdg,WattDe00,rush_long,8,,,,,
player,201812300den,sdg,WattDe00,targets,0,,,,,
player,201812300den,sdg,WattDe00,rec,0,,,,,
player,201812300den,sdg,WattDe00,rec_yds,0,,,,,
player,201812300den,sdg,WattDe00,rec_td,0,,,,,
player,201812300den,sdg,WattDe00,rec_long,0,,,,,
player,201812300den,sdg,WattDe00,fumbles,0,,,,,
player,201812300den,sdg,WattDe00,fumbles_lost,0,,,,,
player,201812300den,sdg,AlleKe00,pass_cmp,0,,,,,
player,201812300den,sdg,AlleKe00,pass_att,0,,,,,
player,201812300den,sdg,AlleKe00,pass_yds,0,,,,,
player,201812300den,sdg,AlleKe00,pass_td,0,,,,,
player,201812300den,sdg,AlleKe00,pass_int,0,,,,,
player,201812300den,sdg,AlleKe00,pass_sacked,0,,,,,
player,201812300den,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201812300den,sdg,AlleKe00,pass_long,0,,,,,
player,201812300den,sdg,AlleKe00,pass_rating,,,,,,
player,201812300den,sdg,AlleKe00,rush_att,0,,,,,
player,201812300den,sdg,AlleKe00,rush_yds,0,,,,,
player,201812300den,sdg,AlleKe00,rush_td,0,,,,,
player,201812300den,sdg,AlleKe00,rush_long,0,,,,,
player,201812300den,sdg,AlleKe00,targets,7,,,,,
player,201812300den,sdg,AlleKe00,rec,4,,,,,
player,201812300den,sdg,AlleKe00,rec_yds,64,,,,,
player,201812300den,sdg,AlleKe00,rec_td,0,,,,,
player,201812300den,sdg,AlleKe00,rec_long,21,,,,,
player,201812300den,sdg,AlleKe00,fumbles,0,,,,,
player,201812300den,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201812300den,sdg,WillTy00,pass_cmp,0,,,,,
player,201812300den,sdg,WillTy00,pass_att,0,,,,,
player,201812300den,sdg,WillTy00,pass_yds,0,,,,,
player,201812300den,sdg,WillTy00,pass_td,0,,,,,
player,201812300den,sdg,WillTy00,pass_int,0,,,,,
player,201812300den,sdg,WillTy00,pass_sacked,0,,,,,
player,201812300den,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201812300den,sdg,WillTy00,pass_long,0,,,,,
player,201812300den,sdg,WillTy00,pass_rating,,,,,,
player,201812300den,sdg,WillTy00,rush_att,0,,,,,
player,201812300den,sdg,WillTy00,rush_yds,0,,,,,
player,201812300den,sdg,WillTy00,rush_td,0,,,,,
player,201812300den,sdg,WillTy00,rush_long,0,,,,,
player,201812300den,sdg,WillTy00,targets,3,,,,,
player,201812300den,sdg,WillTy00,rec,2,,,,,
player,201812300den,sdg,WillTy00,rec_yds,23,,,,,
player,201812300den,sdg,WillTy00,rec_td,0,,,,,
player,201812300den,sdg,WillTy00,rec_long,17,,,,,
player,201812300den,sdg,WillTy00,fumbles,0,,,,,
player,201812300den,sdg,WillTy00,fumbles_lost,0,,,,,
player,201812300den,sdg,GateAn00,pass_cmp,0,,,,,
player,201812300den,sdg,GateAn00,pass_att,0,,,,,
player,201812300den,sdg,GateAn00,pass_yds,0,,,,,
player,201812300den,sdg,GateAn00,pass_td,0,,,,,
player,201812300den,sdg,GateAn00,pass_int,0,,,,,
player,201812300den,sdg,GateAn00,pass_sacked,0,,,,,
player,201812300den,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201812300den,sdg,GateAn00,pass_long,0,,,,,
player,201812300den,sdg,GateAn00,pass_rating,,,,,,
player,201812300den,sdg,GateAn00,rush_att,0,,,,,
player,201812300den,sdg,GateAn00,rush_yds,0,,,,,
player,201812300den,sdg,GateAn00,rush_td,0,,,,,
player,201812300den,sdg,GateAn00,rush_long,0,,,,,
player,201812300den,sdg,GateAn00,targets,2,,,,,
player,201812300den,sdg,GateAn00,rec,0,,,,,
player,201812300den,sdg,GateAn00,rec_yds,0,,,,,
player,201812300den,sdg,GateAn00,rec_td,0,,,,,
player,201812300den,sdg,GateAn00,rec_long,0,,,,,
player,201812300den,sdg,GateAn00,fumbles,0,,,,,
player,201812300den,sdg,GateAn00,fumbles_lost,0,,,,,
player,201812300den,sdg,GreeVi00,pass_cmp,0,,,,,
player,201812300den,sdg,GreeVi00,pass_att,0,,,,,
player,201812300den,sdg,GreeVi00,pass_yds,0,,,,,
player,201812300den,sdg,GreeVi00,pass_td,0,,,,,
player,201812300den,sdg,GreeVi00,pass_int,0,,,,,
player,201812300den,sdg,GreeVi00,pass_sacked,0,,,,,
player,201812300den,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201812300den,sdg,GreeVi00,pass_long,0,,,,,
player,201812300den,sdg,GreeVi00,pass_rating,,,,,,
player,201812300den,sdg,GreeVi00,rush_att,0,,,,,
player,201812300den,sdg,GreeVi00,rush_yds,0,,,,,
player,201812300den,sdg,GreeVi00,rush_td,0,,,,,
player,201812300den,sdg,GreeVi00,rush_long,0,,,,,
player,201812300den,sdg,GreeVi00,targets,1,,,,,
player,201812300den,sdg,GreeVi00,rec,0,,,,,
player,201812300den,sdg,GreeVi00,rec_yds,0,,,,,
player,201812300den,sdg,GreeVi00,rec_td,0,,,,,
player,201812300den,sdg,GreeVi00,rec_long,0,,,,,
player,201812300den,sdg,GreeVi00,fumbles,0,,,,,
player,201812300den,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201812300den,sdg,SmitGe00,pass_cmp,0,,,,,
player,201812300den,sdg,SmitGe00,pass_att,0,,,,,
player,201812300den,sdg,SmitGe00,pass_yds,0,,,,,
player,201812300den,sdg,SmitGe00,pass_td,0,,,,,
player,201812300den,sdg,SmitGe00,pass_int,0,,,,,
player,201812300den,sdg,SmitGe00,pass_sacked,1,,,,,
player,201812300den,sdg,SmitGe00,pass_sacked_yds,16,,,,,
player,201812300den,sdg,SmitGe00,pass_long,0,,,,,
player,201812300den,sdg,SmitGe00,pass_rating,,,,,,
player,201812300den,sdg,SmitGe00,rush_att,2,,,,,
player,201812300den,sdg,SmitGe00,rush_yds,-2,,,,,
player,201812300den,sdg,SmitGe00,rush_td,0,,,,,
player,201812300den,sdg,SmitGe00,rush_long,-1,,,,,
player,201812300den,sdg,SmitGe00,targets,0,,,,,
player,201812300den,sdg,SmitGe00,rec,0,,,,,
player,201812300den,sdg,SmitGe00,rec_yds,0,,,,,
player,201812300den,sdg,SmitGe00,rec_td,0,,,,,
player,201812300den,sdg,SmitGe00,rec_long,0,,,,,
player,201812300den,sdg,SmitGe00,fumbles,1,,,,,
player,201812300den,sdg,SmitGe00,fumbles_lost,1,,,,,
player,201812300den,sdg,WillMi07,pass_cmp,0,,,,,
player,201812300den,sdg,WillMi07,pass_att,0,,,,,
player,201812300den,sdg,WillMi07,pass_yds,0,,,,,
player,201812300den,sdg,WillMi07,pass_td,0,,,,,
player,201812300den,sdg,WillMi07,pass_int,0,,,,,
player,201812300den,sdg,WillMi07,pass_sacked,0,,,,,
player,201812300den,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201812300den,sdg,WillMi07,pass_long,0,,,,,
player,201812300den,sdg,WillMi07,pass_rating,,,,,,
player,201812300den,sdg,WillMi07,rush_att,1,,,,,
player,201812300den,sdg,WillMi07,rush_yds,-11,,,,,
player,201812300den,sdg,WillMi07,rush_td,0,,,,,
player,201812300den,sdg,WillMi07,rush_long,-11,,,,,
player,201812300den,sdg,WillMi07,targets,6,,,,,
player,201812300den,sdg,WillMi07,rec,5,,,,,
player,201812300den,sdg,WillMi07,rec_yds,65,,,,,
player,201812300den,sdg,WillMi07,rec_td,1,,,,,
player,201812300den,sdg,WillMi07,rec_long,18,,,,,
player,201812300den,sdg,WillMi07,fumbles,0,,,,,
player,201812300den,sdg,WillMi07,fumbles_lost,0,,,,,
player,201812300den,den,KeenCa00,pass_cmp,31,,,,,
player,201812300den,den,KeenCa00,pass_att,48,,,,,
player,201812300den,den,KeenCa00,pass_yds,292,,,,,
player,201812300den,den,KeenCa00,pass_td,1,,,,,
player,201812300den,den,KeenCa00,pass_int,1,,,,,
player,201812300den,den,KeenCa00,pass_sacked,1,,,,,
player,201812300den,den,KeenCa00,pass_sacked_yds,4,,,,,
player,201812300den,den,KeenCa00,pass_long,44,,,,,
player,201812300den,den,KeenCa00,pass_rating,79.5,,,,,
player,201812300den,den,KeenCa00,rush_att,3,,,,,
player,201812300den,den,KeenCa00,rush_yds,8,,,,,
player,201812300den,den,KeenCa00,rush_td,0,,,,,
player,201812300den,den,KeenCa00,rush_long,8,,,,,
player,201812300den,den,KeenCa00,targets,0,,,,,
player,201812300den,den,KeenCa00,rec,0,,,,,
player,201812300den,den,KeenCa00,rec_yds,0,,,,,
player,201812300den,den,KeenCa00,rec_td,0,,,,,
player,201812300den,den,KeenCa00,rec_long,0,,,,,
player,201812300den,den,KeenCa00,fumbles,2,,,,,
player,201812300den,den,KeenCa00,fumbles_lost,1,,,,,
player,201812300den,den,FreeRo00,pass_cmp,0,,,,,
player,201812300den,den,FreeRo00,pass_att,0,,,,,
player,201812300den,den,FreeRo00,pass_yds,0,,,,,
player,201812300den,den,FreeRo00,pass_td,0,,,,,
player,201812300den,den,FreeRo00,pass_int,0,,,,,
player,201812300den,den,FreeRo00,pass_sacked,0,,,,,
player,201812300den,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201812300den,den,FreeRo00,pass_long,0,,,,,
player,201812300den,den,FreeRo00,pass_rating,,,,,,
player,201812300den,den,FreeRo00,rush_att,17,,,,,
player,201812300den,den,FreeRo00,rush_yds,60,,,,,
player,201812300den,den,FreeRo00,rush_td,0,,,,,
player,201812300den,den,FreeRo00,rush_long,9,,,,,
player,201812300den,den,FreeRo00,targets,10,,,,,
player,201812300den,den,FreeRo00,rec,8,,,,,
player,201812300den,den,FreeRo00,rec_yds,43,,,,,
player,201812300den,den,FreeRo00,rec_td,0,,,,,
player,201812300den,den,FreeRo00,rec_long,9,,,,,
player,201812300den,den,FreeRo00,fumbles,0,,,,,
player,201812300den,den,FreeRo00,fumbles_lost,0,,,,,
player,201812300den,den,BookDe00,pass_cmp,0,,,,,
player,201812300den,den,BookDe00,pass_att,0,,,,,
player,201812300den,den,BookDe00,pass_yds,0,,,,,
player,201812300den,den,BookDe00,pass_td,0,,,,,
player,201812300den,den,BookDe00,pass_int,0,,,,,
player,201812300den,den,BookDe00,pass_sacked,0,,,,,
player,201812300den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201812300den,den,BookDe00,pass_long,0,,,,,
player,201812300den,den,BookDe00,pass_rating,,,,,,
player,201812300den,den,BookDe00,rush_att,5,,,,,
player,201812300den,den,BookDe00,rush_yds,14,,,,,
player,201812300den,den,BookDe00,rush_td,0,,,,,
player,201812300den,den,BookDe00,rush_long,6,,,,,
player,201812300den,den,BookDe00,targets,7,,,,,
player,201812300den,den,BookDe00,rec,5,,,,,
player,201812300den,den,BookDe00,rec_yds,20,,,,,
player,201812300den,den,BookDe00,rec_td,0,,,,,
player,201812300den,den,BookDe00,rec_long,8,,,,,
player,201812300den,den,BookDe00,fumbles,0,,,,,
player,201812300den,den,BookDe00,fumbles_lost,0,,,,,
player,201812300den,den,HamiDa01,pass_cmp,0,,,,,
player,201812300den,den,HamiDa01,pass_att,0,,,,,
player,201812300den,den,HamiDa01,pass_yds,0,,,,,
player,201812300den,den,HamiDa01,pass_td,0,,,,,
player,201812300den,den,HamiDa01,pass_int,0,,,,,
player,201812300den,den,HamiDa01,pass_sacked,0,,,,,
player,201812300den,den,HamiDa01,pass_sacked_yds,0,,,,,
player,201812300den,den,HamiDa01,pass_long,0,,,,,
player,201812300den,den,HamiDa01,pass_rating,,,,,,
player,201812300den,den,HamiDa01,rush_att,0,,,,,
player,201812300den,den,HamiDa01,rush_yds,0,,,,,
player,201812300den,den,HamiDa01,rush_td,0,,,,,
player,201812300den,den,HamiDa01,rush_long,0,,,,,
player,201812300den,den,HamiDa01,targets,8,,,,,
player,201812300den,den,HamiDa01,rec,5,,,,,
player,201812300den,den,HamiDa01,rec_yds,49,,,,,
player,201812300den,den,HamiDa01,rec_td,0,,,,,
player,201812300den,den,HamiDa01,rec_long,14,,,,,
player,201812300den,den,HamiDa01,fumbles,0,,,,,
player,201812300den,den,HamiDa01,fumbles_lost,0,,,,,
player,201812300den,den,PatrTi00,pass_cmp,0,,,,,
player,201812300den,den,PatrTi00,pass_att,0,,,,,
player,201812300den,den,PatrTi00,pass_yds,0,,,,,
player,201812300den,den,PatrTi00,pass_td,0,,,,,
player,201812300den,den,PatrTi00,pass_int,0,,,,,
player,201812300den,den,PatrTi00,pass_sacked,0,,,,,
player,201812300den,den,PatrTi00,pass_sacked_yds,0,,,,,
player,201812300den,den,PatrTi00,pass_long,0,,,,,
player,201812300den,den,PatrTi00,pass_rating,,,,,,
player,201812300den,den,PatrTi00,rush_att,0,,,,,
player,201812300den,den,PatrTi00,rush_yds,0,,,,,
player,201812300den,den,PatrTi00,rush_td,0,,,,,
player,201812300den,den,PatrTi00,rush_long,0,,,,,
player,201812300den,den,PatrTi00,targets,7,,,,,
player,201812300den,den,PatrTi00,rec,4,,,,,
player,201812300den,den,PatrTi00,rec_yds,48,,,,,
player,201812300den,den,PatrTi00,rec_td,0,,,,,
player,201812300den,den,PatrTi00,rec_long,21,,,,,
player,201812300den,den,PatrTi00,fumbles,1,,,,,
player,201812300den,den,PatrTi00,fumbles_lost,1,,,,,
player,201812300den,den,CracRi00,pass_cmp,0,,,,,
player,201812300den,den,CracRi00,pass_att,0,,,,,
player,201812300den,den,CracRi00,pass_yds,0,,,,,
player,201812300den,den,CracRi00,pass_td,0,,,,,
player,201812300den,den,CracRi00,pass_int,0,,,,,
player,201812300den,den,CracRi00,pass_sacked,0,,,,,
player,201812300den,den,CracRi00,pass_sacked_yds,0,,,,,
player,201812300den,den,CracRi00,pass_long,0,,,,,
player,201812300den,den,CracRi00,pass_rating,,,,,,
player,201812300den,den,CracRi00,rush_att,0,,,,,
player,201812300den,den,CracRi00,rush_yds,0,,,,,
player,201812300den,den,CracRi00,rush_td,0,,,,,
player,201812300den,den,CracRi00,rush_long,0,,,,,
player,201812300den,den,CracRi00,targets,2,,,,,
player,201812300den,den,CracRi00,rec,1,,,,,
player,201812300den,den,CracRi00,rec_yds,44,,,,,
player,201812300den,den,CracRi00,rec_td,0,,,,,
player,201812300den,den,CracRi00,rec_long,44,,,,,
player,201812300den,den,CracRi00,fumbles,1,,,,,
player,201812300den,den,CracRi00,fumbles_lost,1,,,,,
player,201812300den,den,LaCoMa00,pass_cmp,0,,,,,
player,201812300den,den,LaCoMa00,pass_att,0,,,,,
player,201812300den,den,LaCoMa00,pass_yds,0,,,,,
player,201812300den,den,LaCoMa00,pass_td,0,,,,,
player,201812300den,den,LaCoMa00,pass_int,0,,,,,
player,201812300den,den,LaCoMa00,pass_sacked,0,,,,,
player,201812300den,den,LaCoMa00,pass_sacked_yds,0,,,,,
player,201812300den,den,LaCoMa00,pass_long,0,,,,,
player,201812300den,den,LaCoMa00,pass_rating,,,,,,
player,201812300den,den,LaCoMa00,rush_att,0,,,,,
player,201812300den,den,LaCoMa00,rush_yds,0,,,,,
player,201812300den,den,LaCoMa00,rush_td,0,,,,,
player,201812300den,den,LaCoMa00,rush_long,0,,,,,
player,201812300den,den,LaCoMa00,targets,8,,,,,
player,201812300den,den,LaCoMa00,rec,5,,,,,
player,201812300den,den,LaCoMa00,rec_yds,33,,,,,
player,201812300den,den,LaCoMa00,rec_td,0,,,,,
player,201812300den,den,LaCoMa00,rec_long,12,,,,,
player,201812300den,den,LaCoMa00,fumbles,0,,,,,
player,201812300den,den,LaCoMa00,fumbles_lost,0,,,,,
player,201812300den,den,JanoAn00,pass_cmp,0,,,,,
player,201812300den,den,JanoAn00,pass_att,0,,,,,
player,201812300den,den,JanoAn00,pass_yds,0,,,,,
player,201812300den,den,JanoAn00,pass_td,0,,,,,
player,201812300den,den,JanoAn00,pass_int,0,,,,,
player,201812300den,den,JanoAn00,pass_sacked,0,,,,,
player,201812300den,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201812300den,den,JanoAn00,pass_long,0,,,,,
player,201812300den,den,JanoAn00,pass_rating,,,,,,
player,201812300den,den,JanoAn00,rush_att,0,,,,,
player,201812300den,den,JanoAn00,rush_yds,0,,,,,
player,201812300den,den,JanoAn00,rush_td,0,,,,,
player,201812300den,den,JanoAn00,rush_long,0,,,,,
player,201812300den,den,JanoAn00,targets,2,,,,,
player,201812300den,den,JanoAn00,rec,2,,,,,
player,201812300den,den,JanoAn00,rec_yds,30,,,,,
player,201812300den,den,JanoAn00,rec_td,1,,,,,
player,201812300den,den,JanoAn00,rec_long,20,,,,,
player,201812300den,den,JanoAn00,fumbles,0,,,,,
player,201812300den,den,JanoAn00,fumbles_lost,0,,,,,
player,201812300den,den,SuttCo00,pass_cmp,0,,,,,
player,201812300den,den,SuttCo00,pass_att,0,,,,,
player,201812300den,den,SuttCo00,pass_yds,0,,,,,
player,201812300den,den,SuttCo00,pass_td,0,,,,,
player,201812300den,den,SuttCo00,pass_int,0,,,,,
player,201812300den,den,SuttCo00,pass_sacked,0,,,,,
player,201812300den,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201812300den,den,SuttCo00,pass_long,0,,,,,
player,201812300den,den,SuttCo00,pass_rating,,,,,,
player,201812300den,den,SuttCo00,rush_att,0,,,,,
player,201812300den,den,SuttCo00,rush_yds,0,,,,,
player,201812300den,den,SuttCo00,rush_td,0,,,,,
player,201812300den,den,SuttCo00,rush_long,0,,,,,
player,201812300den,den,SuttCo00,targets,3,,,,,
player,201812300den,den,SuttCo00,rec,1,,,,,
player,201812300den,den,SuttCo00,rec_yds,25,,,,,
player,201812300den,den,SuttCo00,rec_td,0,,,,,
player,201812300den,den,SuttCo00,rec_long,25,,,,,
player,201812300den,den,SuttCo00,fumbles,0,,,,,
player,201812300den,den,SuttCo00,fumbles_lost,0,,,,,
player,201812300den,sdg,AddaJa00,def_int,1,,,,,
player,201812300den,sdg,AddaJa00,def_int_yds,19,,,,,
player,201812300den,sdg,AddaJa00,def_int_td,0,,,,,
player,201812300den,sdg,AddaJa00,def_int_long,19,,,,,
player,201812300den,sdg,AddaJa00,pass_defended,1,,,,,
player,201812300den,sdg,AddaJa00,sacks,0.0,,,,,
player,201812300den,sdg,AddaJa00,tackles_combined,4,,,,,
player,201812300den,sdg,AddaJa00,tackles_solo,3,,,,,
player,201812300den,sdg,AddaJa00,tackles_assists,1,,,,,
player,201812300den,sdg,AddaJa00,tackles_loss,0,,,,,
player,201812300den,sdg,AddaJa00,qb_hits,0,,,,,
player,201812300den,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201812300den,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201812300den,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201812300den,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201812300den,sdg,BosaJo00,def_int,0,,,,,
player,201812300den,sdg,BosaJo00,def_int_yds,0,,,,,
player,201812300den,sdg,BosaJo00,def_int_td,0,,,,,
player,201812300den,sdg,BosaJo00,def_int_long,0,,,,,
player,201812300den,sdg,BosaJo00,pass_defended,0,,,,,
player,201812300den,sdg,BosaJo00,sacks,1.0,,,,,
player,201812300den,sdg,BosaJo00,tackles_combined,2,,,,,
player,201812300den,sdg,BosaJo00,tackles_solo,2,,,,,
player,201812300den,sdg,BosaJo00,tackles_assists,0,,,,,
player,201812300den,sdg,BosaJo00,tackles_loss,2,,,,,
player,201812300den,sdg,BosaJo00,qb_hits,1,,,,,
player,201812300den,sdg,BosaJo00,fumbles_rec,1,,,,,
