game,2018,5,20181008,201810080nor,was,"Washington Redskins",19,nor,"New Orleans Saints",43
player,201810080nor,was,DaviVe00,pass_int,0,,,,,
player,201810080nor,was,DaviVe00,pass_sacked,0,,,,,
player,201810080nor,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201810080nor,was,DaviVe00,pass_long,0,,,,,
player,201810080nor,was,DaviVe00,pass_rating,,,,,,
player,201810080nor,was,DaviVe00,rush_att,0,,,,,
player,201810080nor,was,DaviVe00,rush_yds,0,,,,,
player,201810080nor,was,DaviVe00,rush_td,0,,,,,
player,201810080nor,was,DaviVe00,rush_long,0,,,,,
player,201810080nor,was,DaviVe00,targets,3,,,,,
player,201810080nor,was,DaviVe00,rec,2,,,,,
player,201810080nor,was,DaviVe00,rec_yds,15,,,,,
player,201810080nor,was,DaviVe00,rec_td,0,,,,,
player,201810080nor,was,DaviVe00,rec_long,9,,,,,
player,201810080nor,was,DaviVe00,fumbles,0,,,,,
player,201810080nor,was,DaviVe00,fumbles_lost,0,,,,,
player,201810080nor,was,QuicBr00,pass_cmp,0,,,,,
player,201810080nor,was,QuicBr00,pass_att,0,,,,,
player,201810080nor,was,QuicBr00,pass_yds,0,,,,,
player,201810080nor,was,QuicBr00,pass_td,0,,,,,
player,201810080nor,was,QuicBr00,pass_int,0,,,,,
player,201810080nor,was,QuicBr00,pass_sacked,0,,,,,
player,201810080nor,was,QuicBr00,pass_sacked_yds,0,,,,,
player,201810080nor,was,QuicBr00,pass_long,0,,,,,
player,201810080nor,was,QuicBr00,pass_rating,,,,,,
player,201810080nor,was,QuicBr00,rush_att,0,,,,,
player,201810080nor,was,QuicBr00,rush_yds,0,,,,,
player,201810080nor,was,QuicBr00,rush_td,0,,,,,
player,201810080nor,was,QuicBr00,rush_long,0,,,,,
player,201810080nor,was,QuicBr00,targets,1,,,,,
player,201810080nor,was,QuicBr00,rec,1,,,,,
player,201810080nor,was,QuicBr00,rec_yds,6,,,,,
player,201810080nor,was,QuicBr00,rec_td,0,,,,,
player,201810080nor,was,QuicBr00,rec_long,6,,,,,
player,201810080nor,was,QuicBr00,fumbles,0,,,,,
player,201810080nor,was,QuicBr00,fumbles_lost,0,,,,,
player,201810080nor,nor,BreeDr00,pass_cmp,26,,,,,
player,201810080nor,nor,BreeDr00,pass_att,29,,,,,
player,201810080nor,nor,BreeDr00,pass_yds,363,,,,,
player,201810080nor,nor,BreeDr00,pass_td,3,,,,,
player,201810080nor,nor,BreeDr00,pass_int,0,,,,,
player,201810080nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201810080nor,nor,BreeDr00,pass_sacked_yds,14,,,,,
player,201810080nor,nor,BreeDr00,pass_long,62,,,,,
player,201810080nor,nor,BreeDr00,pass_rating,153.2,,,,,
player,201810080nor,nor,BreeDr00,rush_att,2,,,,,
player,201810080nor,nor,BreeDr00,rush_yds,1,,,,,
player,201810080nor,nor,BreeDr00,rush_td,0,,,,,
player,201810080nor,nor,BreeDr00,rush_long,2,,,,,
player,201810080nor,nor,BreeDr00,targets,1,,,,,
player,201810080nor,nor,BreeDr00,rec,1,,,,,
player,201810080nor,nor,BreeDr00,rec_yds,1,,,,,
player,201810080nor,nor,BreeDr00,rec_td,0,,,,,
player,201810080nor,nor,BreeDr00,rec_long,1,,,,,
player,201810080nor,nor,BreeDr00,fumbles,0,,,,,
player,201810080nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201810080nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201810080nor,nor,IngrMa01,pass_att,0,,,,,
player,201810080nor,nor,IngrMa01,pass_yds,0,,,,,
player,201810080nor,nor,IngrMa01,pass_td,0,,,,,
player,201810080nor,nor,IngrMa01,pass_int,0,,,,,
player,201810080nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201810080nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201810080nor,nor,IngrMa01,pass_long,0,,,,,
player,201810080nor,nor,IngrMa01,pass_rating,,,,,,
player,201810080nor,nor,IngrMa01,rush_att,16,,,,,
player,201810080nor,nor,IngrMa01,rush_yds,53,,,,,
player,201810080nor,nor,IngrMa01,rush_td,2,,,,,
player,201810080nor,nor,IngrMa01,rush_long,9,,,,,
player,201810080nor,nor,IngrMa01,targets,3,,,,,
player,201810080nor,nor,IngrMa01,rec,2,,,,,
player,201810080nor,nor,IngrMa01,rec_yds,20,,,,,
player,201810080nor,nor,IngrMa01,rec_td,0,,,,,
player,201810080nor,nor,IngrMa01,rec_long,28,,,,,
player,201810080nor,nor,IngrMa01,fumbles,1,,,,,
player,201810080nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201810080nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201810080nor,nor,KamaAl00,pass_att,0,,,,,
player,201810080nor,nor,KamaAl00,pass_yds,0,,,,,
player,201810080nor,nor,KamaAl00,pass_td,0,,,,,
player,201810080nor,nor,KamaAl00,pass_int,0,,,,,
player,201810080nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201810080nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201810080nor,nor,KamaAl00,pass_long,0,,,,,
player,201810080nor,nor,KamaAl00,pass_rating,,,,,,
player,201810080nor,nor,KamaAl00,rush_att,6,,,,,
player,201810080nor,nor,KamaAl00,rush_yds,24,,,,,
player,201810080nor,nor,KamaAl00,rush_td,0,,,,,
player,201810080nor,nor,KamaAl00,rush_long,9,,,,,
player,201810080nor,nor,KamaAl00,targets,4,,,,,
player,201810080nor,nor,KamaAl00,rec,3,,,,,
player,201810080nor,nor,KamaAl00,rec_yds,15,,,,,
player,201810080nor,nor,KamaAl00,rec_td,0,,,,,
player,201810080nor,nor,KamaAl00,rec_long,6,,,,,
player,201810080nor,nor,KamaAl00,fumbles,0,,,,,
player,201810080nor,nor,KamaAl00,fumbles_lost,0,,,,,
player,201810080nor,nor,HillTa00,pass_cmp,0,,,,,
player,201810080nor,nor,HillTa00,pass_att,0,,,,,
player,201810080nor,nor,HillTa00,pass_yds,0,,,,,
player,201810080nor,nor,HillTa00,pass_td,0,,,,,
player,201810080nor,nor,HillTa00,pass_int,0,,,,,
player,201810080nor,nor,HillTa00,pass_sacked,0,,,,,
player,201810080nor,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201810080nor,nor,HillTa00,pass_long,0,,,,,
player,201810080nor,nor,HillTa00,pass_rating,,,,,,
player,201810080nor,nor,HillTa00,rush_att,5,,,,,
player,201810080nor,nor,HillTa00,rush_yds,23,,,,,
player,201810080nor,nor,HillTa00,rush_td,1,,,,,
player,201810080nor,nor,HillTa00,rush_long,6,,,,,
player,201810080nor,nor,HillTa00,targets,0,,,,,
player,201810080nor,nor,HillTa00,rec,0,,,,,
player,201810080nor,nor,HillTa00,rec_yds,0,,,,,
player,201810080nor,nor,HillTa00,rec_td,0,,,,,
player,201810080nor,nor,HillTa00,rec_long,0,,,,,
player,201810080nor,nor,HillTa00,fumbles,0,,,,,
player,201810080nor,nor,HillTa00,fumbles_lost,0,,,,,
player,201810080nor,nor,SmitTr03,pass_cmp,0,,,,,
player,201810080nor,nor,SmitTr03,pass_att,0,,,,,
player,201810080nor,nor,SmitTr03,pass_yds,0,,,,,
player,201810080nor,nor,SmitTr03,pass_td,0,,,,,
player,201810080nor,nor,SmitTr03,pass_int,0,,,,,
player,201810080nor,nor,SmitTr03,pass_sacked,0,,,,,
player,201810080nor,nor,SmitTr03,pass_sacked_yds,0,,,,,
player,201810080nor,nor,SmitTr03,pass_long,0,,,,,
player,201810080nor,nor,SmitTr03,pass_rating,,,,,,
player,201810080nor,nor,SmitTr03,rush_att,0,,,,,
player,201810080nor,nor,SmitTr03,rush_yds,0,,,,,
player,201810080nor,nor,SmitTr03,rush_td,0,,,,,
player,201810080nor,nor,SmitTr03,rush_long,0,,,,,
player,201810080nor,nor,SmitTr03,targets,3,,,,,
player,201810080nor,nor,SmitTr03,rec,3,,,,,
player,201810080nor,nor,SmitTr03,rec_yds,111,,,,,
player,201810080nor,nor,SmitTr03,rec_td,2,,,,,
player,201810080nor,nor,SmitTr03,rec_long,62,,,,,
player,201810080nor,nor,SmitTr03,fumbles,0,,,,,
player,201810080nor,nor,SmitTr03,fumbles_lost,0,,,,,
player,201810080nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201810080nor,nor,ThomMi05,pass_att,0,,,,,
player,201810080nor,nor,ThomMi05,pass_yds,0,,,,,
player,201810080nor,nor,ThomMi05,pass_td,0,,,,,
player,201810080nor,nor,ThomMi05,pass_int,0,,,,,
player,201810080nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201810080nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201810080nor,nor,ThomMi05,pass_long,0,,,,,
player,201810080nor,nor,ThomMi05,pass_rating,,,,,,
player,201810080nor,nor,ThomMi05,rush_att,0,,,,,
player,201810080nor,nor,ThomMi05,rush_yds,0,,,,,
player,201810080nor,nor,ThomMi05,rush_td,0,,,,,
player,201810080nor,nor,ThomMi05,rush_long,0,,,,,
player,201810080nor,nor,ThomMi05,targets,5,,,,,
player,201810080nor,nor,ThomMi05,rec,4,,,,,
player,201810080nor,nor,ThomMi05,rec_yds,74,,,,,
player,201810080nor,nor,ThomMi05,rec_td,0,,,,,
player,201810080nor,nor,ThomMi05,rec_long,31,,,,,
player,201810080nor,nor,ThomMi05,fumbles,0,,,,,
player,201810080nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201810080nor,nor,MereCa00,pass_cmp,0,,,,,
player,201810080nor,nor,MereCa00,pass_att,0,,,,,
player,201810080nor,nor,MereCa00,pass_yds,0,,,,,
player,201810080nor,nor,MereCa00,pass_td,0,,,,,
player,201810080nor,nor,MereCa00,pass_int,0,,,,,
player,201810080nor,nor,MereCa00,pass_sacked,0,,,,,
player,201810080nor,nor,MereCa00,pass_sacked_yds,0,,,,,
player,201810080nor,nor,MereCa00,pass_long,0,,,,,
player,201810080nor,nor,MereCa00,pass_rating,,,,,,
player,201810080nor,nor,MereCa00,rush_att,0,,,,,
player,201810080nor,nor,MereCa00,rush_yds,0,,,,,
player,201810080nor,nor,MereCa00,rush_td,0,,,,,
player,201810080nor,nor,MereCa00,rush_long,0,,,,,
player,201810080nor,nor,MereCa00,targets,5,,,,,
player,201810080nor,nor,MereCa00,rec,5,,,,,
player,201810080nor,nor,MereCa00,rec_yds,71,,,,,
player,201810080nor,nor,MereCa00,rec_td,0,,,,,
player,201810080nor,nor,MereCa00,rec_long,46,,,,,
player,201810080nor,nor,MereCa00,fumbles,1,,,,,
player,201810080nor,nor,MereCa00,fumbles_lost,1,,,,,
player,201810080nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201810080nor,nor,WatsBe00,pass_att,0,,,,,
player,201810080nor,nor,WatsBe00,pass_yds,0,,,,,
player,201810080nor,nor,WatsBe00,pass_td,0,,,,,
player,201810080nor,nor,WatsBe00,pass_int,0,,,,,
player,201810080nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201810080nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201810080nor,nor,WatsBe00,pass_long,0,,,,,
player,201810080nor,nor,WatsBe00,pass_rating,,,,,,
player,201810080nor,nor,WatsBe00,rush_att,0,,,,,
player,201810080nor,nor,WatsBe00,rush_yds,0,,,,,
player,201810080nor,nor,WatsBe00,rush_td,0,,,,,
player,201810080nor,nor,WatsBe00,rush_long,0,,,,,
player,201810080nor,nor,WatsBe00,targets,4,,,,,
player,201810080nor,nor,WatsBe00,rec,4,,,,,
player,201810080nor,nor,WatsBe00,rec_yds,30,,,,,
player,201810080nor,nor,WatsBe00,rec_td,0,,,,,
player,201810080nor,nor,WatsBe00,rec_long,9,,,,,
player,201810080nor,nor,WatsBe00,fumbles,0,,,,,
player,201810080nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201810080nor,nor,HillJo02,pass_cmp,0,,,,,
player,201810080nor,nor,HillJo02,pass_att,0,,,,,
player,201810080nor,nor,HillJo02,pass_yds,0,,,,,
player,201810080nor,nor,HillJo02,pass_td,0,,,,,
player,201810080nor,nor,HillJo02,pass_int,0,,,,,
player,201810080nor,nor,HillJo02,pass_sacked,0,,,,,
player,201810080nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201810080nor,nor,HillJo02,pass_long,0,,,,,
player,201810080nor,nor,HillJo02,pass_rating,,,,,,
player,201810080nor,nor,HillJo02,rush_att,0,,,,,
player,201810080nor,nor,HillJo02,rush_yds,0,,,,,
player,201810080nor,nor,HillJo02,rush_td,0,,,,,
player,201810080nor,nor,HillJo02,rush_long,0,,,,,
player,201810080nor,nor,HillJo02,targets,2,,,,,
player,201810080nor,nor,HillJo02,rec,2,,,,,
player,201810080nor,nor,HillJo02,rec_yds,24,,,,,
player,201810080nor,nor,HillJo02,rec_td,1,,,,,
player,201810080nor,nor,HillJo02,rec_long,23,,,,,
player,201810080nor,nor,HillJo02,fumbles,0,,,,,
player,201810080nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201810080nor,nor,CarrAu00,pass_cmp,0,,,,,
player,201810080nor,nor,CarrAu00,pass_att,0,,,,,
player,201810080nor,nor,CarrAu00,pass_yds,0,,,,,
player,201810080nor,nor,CarrAu00,pass_td,0,,,,,
player,201810080nor,nor,CarrAu00,pass_int,0,,,,,
player,201810080nor,nor,CarrAu00,pass_sacked,0,,,,,
player,201810080nor,nor,CarrAu00,pass_sacked_yds,0,,,,,
player,201810080nor,nor,CarrAu00,pass_long,0,,,,,
player,201810080nor,nor,CarrAu00,pass_rating,,,,,,
player,201810080nor,nor,CarrAu00,rush_att,0,,,,,
player,201810080nor,nor,CarrAu00,rush_yds,0,,,,,
player,201810080nor,nor,CarrAu00,rush_td,0,,,,,
player,201810080nor,nor,CarrAu00,rush_long,0,,,,,
player,201810080nor,nor,CarrAu00,targets,2,,,,,
player,201810080nor,nor,CarrAu00,rec,2,,,,,
player,201810080nor,nor,CarrAu00,rec_yds,17,,,,,
player,201810080nor,nor,CarrAu00,rec_td,0,,,,,
player,201810080nor,nor,CarrAu00,rec_long,10,,,,,
player,201810080nor,nor,CarrAu00,fumbles,0,,,,,
player,201810080nor,nor,CarrAu00,fumbles_lost,0,,,,,
player,201810080nor,nor,BridTe00,pass_cmp,0,,,,,
player,201810080nor,nor,BridTe00,pass_att,0,,,,,
player,201810080nor,nor,BridTe00,pass_yds,0,,,,,
player,201810080nor,nor,BridTe00,pass_td,0,,,,,
player,201810080nor,nor,BridTe00,pass_int,0,,,,,
player,201810080nor,nor,BridTe00,pass_sacked,0,,,,,
player,201810080nor,nor,BridTe00,pass_sacked_yds,0,,,,,
player,201810080nor,nor,BridTe00,pass_long,0,,,,,
player,201810080nor,nor,BridTe00,pass_rating,,,,,,
player,201810080nor,nor,BridTe00,rush_att,3,,,,,
player,201810080nor,nor,BridTe00,rush_yds,-3,,,,,
player,201810080nor,nor,BridTe00,rush_td,0,,,,,
player,201810080nor,nor,BridTe00,rush_long,-1,,,,,
player,201810080nor,nor,BridTe00,targets,0,,,,,
player,201810080nor,nor,BridTe00,rec,0,,,,,
player,201810080nor,nor,BridTe00,rec_yds,0,,,,,
player,201810080nor,nor,BridTe00,rec_td,0,,,,,
player,201810080nor,nor,BridTe00,rec_long,0,,,,,
player,201810080nor,nor,BridTe00,fumbles,0,,,,,
player,201810080nor,nor,BridTe00,fumbles_lost,0,,,,,
player,201810080nor,was,PaynDa00,def_int,0,,,,,
player,201810080nor,was,PaynDa00,def_int_yds,0,,,,,
player,201810080nor,was,PaynDa00,def_int_td,0,,,,,
player,201810080nor,was,PaynDa00,def_int_long,0,,,,,
player,201810080nor,was,PaynDa00,pass_defended,0,,,,,
player,201810080nor,was,PaynDa00,sacks,1.0,,,,,
player,201810080nor,was,PaynDa00,tackles_combined,4,,,,,
player,201810080nor,was,PaynDa00,tackles_solo,3,,,,,
player,201810080nor,was,PaynDa00,tackles_assists,1,,,,,
player,201810080nor,was,PaynDa00,tackles_loss,1,,,,,
player,201810080nor,was,PaynDa00,qb_hits,2,,,,,
player,201810080nor,was,PaynDa00,fumbles_rec,0,,,,,
player,201810080nor,was,PaynDa00,fumbles_rec_yds,0,,,,,
player,201810080nor,was,PaynDa00,fumbles_rec_td,0,,,,,
player,201810080nor,was,PaynDa00,fumbles_forced,1,,,,,
player,201810080nor,was,KerrRy00,def_int,0,,,,,
player,201810080nor,was,KerrRy00,def_int_yds,0,,,,,
player,201810080nor,was,KerrRy00,def_int_td,0,,,,,
player,201810080nor,was,KerrRy00,def_int_long,0,,,,,
player,201810080nor,was,KerrRy00,pass_defended,0,,,,,
player,201810080nor,was,KerrRy00,sacks,1.0,,,,,
