game,2018,10,20181111,201811110oti,nwe,"New England Patriots",10,oti,"Tennessee Titans",34
player,201811110oti,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,SharTa00,pass_long,0,,,,,
player,201811110oti,oti,SharTa00,pass_rating,,,,,,
player,201811110oti,oti,SharTa00,rush_att,0,,,,,
player,201811110oti,oti,SharTa00,rush_yds,0,,,,,
player,201811110oti,oti,SharTa00,rush_td,0,,,,,
player,201811110oti,oti,SharTa00,rush_long,0,,,,,
player,201811110oti,oti,SharTa00,targets,3,,,,,
player,201811110oti,oti,SharTa00,rec,0,,,,,
player,201811110oti,oti,SharTa00,rec_yds,0,,,,,
player,201811110oti,oti,SharTa00,rec_td,0,,,,,
player,201811110oti,oti,SharTa00,rec_long,0,,,,,
player,201811110oti,oti,SharTa00,fumbles,0,,,,,
player,201811110oti,oti,SharTa00,fumbles_lost,0,,,,,
player,201811110oti,nwe,RobeEl00,def_int,0,,,,,
player,201811110oti,nwe,RobeEl00,def_int_yds,0,,,,,
player,201811110oti,nwe,RobeEl00,def_int_td,0,,,,,
player,201811110oti,nwe,RobeEl00,def_int_long,0,,,,,
player,201811110oti,nwe,RobeEl00,pass_defended,0,,,,,
player,201811110oti,nwe,RobeEl00,sacks,1.0,,,,,
player,201811110oti,nwe,RobeEl00,tackles_combined,6,,,,,
player,201811110oti,nwe,RobeEl00,tackles_solo,4,,,,,
player,201811110oti,nwe,RobeEl00,tackles_assists,2,,,,,
player,201811110oti,nwe,RobeEl00,tackles_loss,2,,,,,
player,201811110oti,nwe,RobeEl00,qb_hits,1,,,,,
player,201811110oti,nwe,RobeEl00,fumbles_rec,0,,,,,
player,201811110oti,nwe,RobeEl00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,RobeEl00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,RobeEl00,fumbles_forced,0,,,,,
player,201811110oti,nwe,GilmSt00,def_int,0,,,,,
player,201811110oti,nwe,GilmSt00,def_int_yds,0,,,,,
player,201811110oti,nwe,GilmSt00,def_int_td,0,,,,,
player,201811110oti,nwe,GilmSt00,def_int_long,0,,,,,
player,201811110oti,nwe,GilmSt00,pass_defended,0,,,,,
player,201811110oti,nwe,GilmSt00,sacks,1.0,,,,,
player,201811110oti,nwe,GilmSt00,tackles_combined,4,,,,,
player,201811110oti,nwe,GilmSt00,tackles_solo,4,,,,,
player,201811110oti,nwe,GilmSt00,tackles_assists,0,,,,,
player,201811110oti,nwe,GilmSt00,tackles_loss,1,,,,,
player,201811110oti,nwe,GilmSt00,qb_hits,1,,,,,
player,201811110oti,nwe,GilmSt00,fumbles_rec,0,,,,,
player,201811110oti,nwe,GilmSt00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,GilmSt00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,GilmSt00,fumbles_forced,1,,,,,
player,201811110oti,nwe,VanNKy00,def_int,0,,,,,
player,201811110oti,nwe,VanNKy00,def_int_yds,0,,,,,
player,201811110oti,nwe,VanNKy00,def_int_td,0,,,,,
player,201811110oti,nwe,VanNKy00,def_int_long,0,,,,,
player,201811110oti,nwe,VanNKy00,pass_defended,0,,,,,
player,201811110oti,nwe,VanNKy00,sacks,0.0,,,,,
player,201811110oti,nwe,VanNKy00,tackles_combined,13,,,,,
player,201811110oti,nwe,VanNKy00,tackles_solo,5,,,,,
player,201811110oti,nwe,VanNKy00,tackles_assists,8,,,,,
player,201811110oti,nwe,VanNKy00,tackles_loss,0,,,,,
player,201811110oti,nwe,VanNKy00,qb_hits,0,,,,,
player,201811110oti,nwe,VanNKy00,fumbles_rec,0,,,,,
player,201811110oti,nwe,VanNKy00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,VanNKy00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201811110oti,nwe,BrowMa01,def_int,0,,,,,
player,201811110oti,nwe,BrowMa01,def_int_yds,0,,,,,
player,201811110oti,nwe,BrowMa01,def_int_td,0,,,,,
player,201811110oti,nwe,BrowMa01,def_int_long,0,,,,,
player,201811110oti,nwe,BrowMa01,pass_defended,0,,,,,
player,201811110oti,nwe,BrowMa01,sacks,0.0,,,,,
player,201811110oti,nwe,BrowMa01,tackles_combined,6,,,,,
player,201811110oti,nwe,BrowMa01,tackles_solo,2,,,,,
player,201811110oti,nwe,BrowMa01,tackles_assists,4,,,,,
player,201811110oti,nwe,BrowMa01,tackles_loss,0,,,,,
player,201811110oti,nwe,BrowMa01,qb_hits,0,,,,,
player,201811110oti,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201811110oti,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201811110oti,nwe,GuyxLa00,def_int,0,,,,,
player,201811110oti,nwe,GuyxLa00,def_int_yds,0,,,,,
player,201811110oti,nwe,GuyxLa00,def_int_td,0,,,,,
player,201811110oti,nwe,GuyxLa00,def_int_long,0,,,,,
player,201811110oti,nwe,GuyxLa00,pass_defended,0,,,,,
player,201811110oti,nwe,GuyxLa00,sacks,0.0,,,,,
player,201811110oti,nwe,GuyxLa00,tackles_combined,5,,,,,
player,201811110oti,nwe,GuyxLa00,tackles_solo,5,,,,,
player,201811110oti,nwe,GuyxLa00,tackles_assists,0,,,,,
player,201811110oti,nwe,GuyxLa00,tackles_loss,0,,,,,
player,201811110oti,nwe,GuyxLa00,qb_hits,0,,,,,
player,201811110oti,nwe,GuyxLa00,fumbles_rec,0,,,,,
player,201811110oti,nwe,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,GuyxLa00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,GuyxLa00,fumbles_forced,0,,,,,
player,201811110oti,nwe,McCoDe99,def_int,0,,,,,
player,201811110oti,nwe,McCoDe99,def_int_yds,0,,,,,
player,201811110oti,nwe,McCoDe99,def_int_td,0,,,,,
player,201811110oti,nwe,McCoDe99,def_int_long,0,,,,,
player,201811110oti,nwe,McCoDe99,pass_defended,0,,,,,
player,201811110oti,nwe,McCoDe99,sacks,0.0,,,,,
player,201811110oti,nwe,McCoDe99,tackles_combined,5,,,,,
player,201811110oti,nwe,McCoDe99,tackles_solo,5,,,,,
player,201811110oti,nwe,McCoDe99,tackles_assists,0,,,,,
player,201811110oti,nwe,McCoDe99,tackles_loss,0,,,,,
player,201811110oti,nwe,McCoDe99,qb_hits,0,,,,,
player,201811110oti,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201811110oti,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201811110oti,nwe,WiseDe00,def_int,0,,,,,
player,201811110oti,nwe,WiseDe00,def_int_yds,0,,,,,
player,201811110oti,nwe,WiseDe00,def_int_td,0,,,,,
player,201811110oti,nwe,WiseDe00,def_int_long,0,,,,,
player,201811110oti,nwe,WiseDe00,pass_defended,0,,,,,
player,201811110oti,nwe,WiseDe00,sacks,0.0,,,,,
player,201811110oti,nwe,WiseDe00,tackles_combined,5,,,,,
player,201811110oti,nwe,WiseDe00,tackles_solo,2,,,,,
player,201811110oti,nwe,WiseDe00,tackles_assists,3,,,,,
player,201811110oti,nwe,WiseDe00,tackles_loss,0,,,,,
player,201811110oti,nwe,WiseDe00,qb_hits,1,,,,,
player,201811110oti,nwe,WiseDe00,fumbles_rec,0,,,,,
player,201811110oti,nwe,WiseDe00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,WiseDe00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,WiseDe00,fumbles_forced,0,,,,,
player,201811110oti,nwe,ChunPa99,def_int,0,,,,,
player,201811110oti,nwe,ChunPa99,def_int_yds,0,,,,,
player,201811110oti,nwe,ChunPa99,def_int_td,0,,,,,
player,201811110oti,nwe,ChunPa99,def_int_long,0,,,,,
player,201811110oti,nwe,ChunPa99,pass_defended,0,,,,,
player,201811110oti,nwe,ChunPa99,sacks,0.0,,,,,
player,201811110oti,nwe,ChunPa99,tackles_combined,4,,,,,
player,201811110oti,nwe,ChunPa99,tackles_solo,2,,,,,
player,201811110oti,nwe,ChunPa99,tackles_assists,2,,,,,
player,201811110oti,nwe,ChunPa99,tackles_loss,0,,,,,
player,201811110oti,nwe,ChunPa99,qb_hits,0,,,,,
player,201811110oti,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201811110oti,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201811110oti,nwe,FlowTr00,def_int,0,,,,,
player,201811110oti,nwe,FlowTr00,def_int_yds,0,,,,,
player,201811110oti,nwe,FlowTr00,def_int_td,0,,,,,
player,201811110oti,nwe,FlowTr00,def_int_long,0,,,,,
player,201811110oti,nwe,FlowTr00,pass_defended,0,,,,,
player,201811110oti,nwe,FlowTr00,sacks,0.0,,,,,
player,201811110oti,nwe,FlowTr00,tackles_combined,4,,,,,
player,201811110oti,nwe,FlowTr00,tackles_solo,2,,,,,
player,201811110oti,nwe,FlowTr00,tackles_assists,2,,,,,
player,201811110oti,nwe,FlowTr00,tackles_loss,0,,,,,
player,201811110oti,nwe,FlowTr00,qb_hits,0,,,,,
player,201811110oti,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201811110oti,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,FlowTr00,fumbles_forced,0,,,,,
player,201811110oti,nwe,HighDo01,def_int,0,,,,,
player,201811110oti,nwe,HighDo01,def_int_yds,0,,,,,
player,201811110oti,nwe,HighDo01,def_int_td,0,,,,,
player,201811110oti,nwe,HighDo01,def_int_long,0,,,,,
player,201811110oti,nwe,HighDo01,pass_defended,0,,,,,
player,201811110oti,nwe,HighDo01,sacks,0.0,,,,,
player,201811110oti,nwe,HighDo01,tackles_combined,4,,,,,
player,201811110oti,nwe,HighDo01,tackles_solo,3,,,,,
player,201811110oti,nwe,HighDo01,tackles_assists,1,,,,,
player,201811110oti,nwe,HighDo01,tackles_loss,1,,,,,
player,201811110oti,nwe,HighDo01,qb_hits,0,,,,,
player,201811110oti,nwe,HighDo01,fumbles_rec,0,,,,,
player,201811110oti,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,HighDo01,fumbles_forced,0,,,,,
player,201811110oti,nwe,DeveJa00,def_int,0,,,,,
player,201811110oti,nwe,DeveJa00,def_int_yds,0,,,,,
player,201811110oti,nwe,DeveJa00,def_int_td,0,,,,,
player,201811110oti,nwe,DeveJa00,def_int_long,0,,,,,
player,201811110oti,nwe,DeveJa00,pass_defended,0,,,,,
player,201811110oti,nwe,DeveJa00,sacks,0.0,,,,,
player,201811110oti,nwe,DeveJa00,tackles_combined,3,,,,,
player,201811110oti,nwe,DeveJa00,tackles_solo,2,,,,,
player,201811110oti,nwe,DeveJa00,tackles_assists,1,,,,,
player,201811110oti,nwe,DeveJa00,tackles_loss,0,,,,,
player,201811110oti,nwe,DeveJa00,qb_hits,0,,,,,
player,201811110oti,nwe,DeveJa00,fumbles_rec,0,,,,,
player,201811110oti,nwe,DeveJa00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,DeveJa00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,DeveJa00,fumbles_forced,1,,,,,
player,201811110oti,nwe,HarmDu00,def_int,0,,,,,
player,201811110oti,nwe,HarmDu00,def_int_yds,0,,,,,
player,201811110oti,nwe,HarmDu00,def_int_td,0,,,,,
player,201811110oti,nwe,HarmDu00,def_int_long,0,,,,,
player,201811110oti,nwe,HarmDu00,pass_defended,0,,,,,
player,201811110oti,nwe,HarmDu00,sacks,0.0,,,,,
player,201811110oti,nwe,HarmDu00,tackles_combined,3,,,,,
player,201811110oti,nwe,HarmDu00,tackles_solo,3,,,,,
player,201811110oti,nwe,HarmDu00,tackles_assists,0,,,,,
player,201811110oti,nwe,HarmDu00,tackles_loss,0,,,,,
player,201811110oti,nwe,HarmDu00,qb_hits,0,,,,,
player,201811110oti,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201811110oti,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201811110oti,nwe,EbneNa00,def_int,0,,,,,
player,201811110oti,nwe,EbneNa00,def_int_yds,0,,,,,
player,201811110oti,nwe,EbneNa00,def_int_td,0,,,,,
player,201811110oti,nwe,EbneNa00,def_int_long,0,,,,,
player,201811110oti,nwe,EbneNa00,pass_defended,0,,,,,
player,201811110oti,nwe,EbneNa00,sacks,0.0,,,,,
player,201811110oti,nwe,EbneNa00,tackles_combined,2,,,,,
player,201811110oti,nwe,EbneNa00,tackles_solo,0,,,,,
player,201811110oti,nwe,EbneNa00,tackles_assists,2,,,,,
player,201811110oti,nwe,EbneNa00,tackles_loss,0,,,,,
player,201811110oti,nwe,EbneNa00,qb_hits,0,,,,,
player,201811110oti,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201811110oti,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201811110oti,nwe,McCoJa99,def_int,0,,,,,
player,201811110oti,nwe,McCoJa99,def_int_yds,0,,,,,
player,201811110oti,nwe,McCoJa99,def_int_td,0,,,,,
player,201811110oti,nwe,McCoJa99,def_int_long,0,,,,,
player,201811110oti,nwe,McCoJa99,pass_defended,0,,,,,
player,201811110oti,nwe,McCoJa99,sacks,0.0,,,,,
player,201811110oti,nwe,McCoJa99,tackles_combined,2,,,,,
player,201811110oti,nwe,McCoJa99,tackles_solo,2,,,,,
player,201811110oti,nwe,McCoJa99,tackles_assists,0,,,,,
player,201811110oti,nwe,McCoJa99,tackles_loss,0,,,,,
player,201811110oti,nwe,McCoJa99,qb_hits,0,,,,,
player,201811110oti,nwe,McCoJa99,fumbles_rec,0,,,,,
player,201811110oti,nwe,McCoJa99,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,McCoJa99,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,McCoJa99,fumbles_forced,0,,,,,
player,201811110oti,nwe,ShelDa01,def_int,0,,,,,
player,201811110oti,nwe,ShelDa01,def_int_yds,0,,,,,
player,201811110oti,nwe,ShelDa01,def_int_td,0,,,,,
player,201811110oti,nwe,ShelDa01,def_int_long,0,,,,,
player,201811110oti,nwe,ShelDa01,pass_defended,0,,,,,
player,201811110oti,nwe,ShelDa01,sacks,0.0,,,,,
player,201811110oti,nwe,ShelDa01,tackles_combined,2,,,,,
player,201811110oti,nwe,ShelDa01,tackles_solo,2,,,,,
player,201811110oti,nwe,ShelDa01,tackles_assists,0,,,,,
player,201811110oti,nwe,ShelDa01,tackles_loss,1,,,,,
player,201811110oti,nwe,ShelDa01,qb_hits,0,,,,,
player,201811110oti,nwe,ShelDa01,fumbles_rec,0,,,,,
player,201811110oti,nwe,ShelDa01,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,ShelDa01,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,ShelDa01,fumbles_forced,0,,,,,
player,201811110oti,nwe,ButlAd00,def_int,0,,,,,
player,201811110oti,nwe,ButlAd00,def_int_yds,0,,,,,
player,201811110oti,nwe,ButlAd00,def_int_td,0,,,,,
player,201811110oti,nwe,ButlAd00,def_int_long,0,,,,,
player,201811110oti,nwe,ButlAd00,pass_defended,0,,,,,
player,201811110oti,nwe,ButlAd00,sacks,0.0,,,,,
player,201811110oti,nwe,ButlAd00,tackles_combined,1,,,,,
player,201811110oti,nwe,ButlAd00,tackles_solo,0,,,,,
player,201811110oti,nwe,ButlAd00,tackles_assists,1,,,,,
player,201811110oti,nwe,ButlAd00,tackles_loss,0,,,,,
player,201811110oti,nwe,ButlAd00,qb_hits,0,,,,,
player,201811110oti,nwe,ButlAd00,fumbles_rec,0,,,,,
player,201811110oti,nwe,ButlAd00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,ButlAd00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,ButlAd00,fumbles_forced,0,,,,,
player,201811110oti,nwe,DaviKe03,def_int,0,,,,,
player,201811110oti,nwe,DaviKe03,def_int_yds,0,,,,,
player,201811110oti,nwe,DaviKe03,def_int_td,0,,,,,
player,201811110oti,nwe,DaviKe03,def_int_long,0,,,,,
player,201811110oti,nwe,DaviKe03,pass_defended,0,,,,,
player,201811110oti,nwe,DaviKe03,sacks,0.0,,,,,
player,201811110oti,nwe,DaviKe03,tackles_combined,1,,,,,
player,201811110oti,nwe,DaviKe03,tackles_solo,0,,,,,
player,201811110oti,nwe,DaviKe03,tackles_assists,1,,,,,
player,201811110oti,nwe,DaviKe03,tackles_loss,0,,,,,
player,201811110oti,nwe,DaviKe03,qb_hits,0,,,,,
player,201811110oti,nwe,DaviKe03,fumbles_rec,0,,,,,
player,201811110oti,nwe,DaviKe03,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,DaviKe03,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,DaviKe03,fumbles_forced,0,,,,,
player,201811110oti,nwe,JackJ.00,def_int,0,,,,,
player,201811110oti,nwe,JackJ.00,def_int_yds,0,,,,,
player,201811110oti,nwe,JackJ.00,def_int_td,0,,,,,
player,201811110oti,nwe,JackJ.00,def_int_long,0,,,,,
player,201811110oti,nwe,JackJ.00,pass_defended,0,,,,,
player,201811110oti,nwe,JackJ.00,sacks,0.0,,,,,
player,201811110oti,nwe,JackJ.00,tackles_combined,1,,,,,
player,201811110oti,nwe,JackJ.00,tackles_solo,1,,,,,
player,201811110oti,nwe,JackJ.00,tackles_assists,0,,,,,
player,201811110oti,nwe,JackJ.00,tackles_loss,0,,,,,
player,201811110oti,nwe,JackJ.00,qb_hits,0,,,,,
player,201811110oti,nwe,JackJ.00,fumbles_rec,0,,,,,
player,201811110oti,nwe,JackJ.00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,JackJ.00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,JackJ.00,fumbles_forced,0,,,,,
player,201811110oti,nwe,JoneJo03,def_int,0,,,,,
player,201811110oti,nwe,JoneJo03,def_int_yds,0,,,,,
player,201811110oti,nwe,JoneJo03,def_int_td,0,,,,,
player,201811110oti,nwe,JoneJo03,def_int_long,0,,,,,
player,201811110oti,nwe,JoneJo03,pass_defended,0,,,,,
player,201811110oti,nwe,JoneJo03,sacks,0.0,,,,,
player,201811110oti,nwe,JoneJo03,tackles_combined,1,,,,,
player,201811110oti,nwe,JoneJo03,tackles_solo,1,,,,,
player,201811110oti,nwe,JoneJo03,tackles_assists,0,,,,,
player,201811110oti,nwe,JoneJo03,tackles_loss,0,,,,,
player,201811110oti,nwe,JoneJo03,qb_hits,0,,,,,
player,201811110oti,nwe,JoneJo03,fumbles_rec,0,,,,,
player,201811110oti,nwe,JoneJo03,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,JoneJo03,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,JoneJo03,fumbles_forced,0,,,,,
player,201811110oti,nwe,KingBr02,def_int,0,,,,,
player,201811110oti,nwe,KingBr02,def_int_yds,0,,,,,
player,201811110oti,nwe,KingBr02,def_int_td,0,,,,,
player,201811110oti,nwe,KingBr02,def_int_long,0,,,,,
player,201811110oti,nwe,KingBr02,pass_defended,0,,,,,
player,201811110oti,nwe,KingBr02,sacks,0.0,,,,,
player,201811110oti,nwe,KingBr02,tackles_combined,1,,,,,
player,201811110oti,nwe,KingBr02,tackles_solo,1,,,,,
player,201811110oti,nwe,KingBr02,tackles_assists,0,,,,,
player,201811110oti,nwe,KingBr02,tackles_loss,0,,,,,
player,201811110oti,nwe,KingBr02,qb_hits,0,,,,,
player,201811110oti,nwe,KingBr02,fumbles_rec,0,,,,,
player,201811110oti,nwe,KingBr02,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,KingBr02,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,KingBr02,fumbles_forced,0,,,,,
player,201811110oti,nwe,McClAl00,def_int,0,,,,,
player,201811110oti,nwe,McClAl00,def_int_yds,0,,,,,
player,201811110oti,nwe,McClAl00,def_int_td,0,,,,,
player,201811110oti,nwe,McClAl00,def_int_long,0,,,,,
player,201811110oti,nwe,McClAl00,pass_defended,0,,,,,
player,201811110oti,nwe,McClAl00,sacks,0.0,,,,,
player,201811110oti,nwe,McClAl00,tackles_combined,1,,,,,
player,201811110oti,nwe,McClAl00,tackles_solo,0,,,,,
player,201811110oti,nwe,McClAl00,tackles_assists,1,,,,,
player,201811110oti,nwe,McClAl00,tackles_loss,0,,,,,
player,201811110oti,nwe,McClAl00,qb_hits,0,,,,,
player,201811110oti,nwe,McClAl00,fumbles_rec,0,,,,,
player,201811110oti,nwe,McClAl00,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,McClAl00,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,McClAl00,fumbles_forced,0,,,,,
player,201811110oti,nwe,SimoJo01,def_int,0,,,,,
player,201811110oti,nwe,SimoJo01,def_int_yds,0,,,,,
player,201811110oti,nwe,SimoJo01,def_int_td,0,,,,,
player,201811110oti,nwe,SimoJo01,def_int_long,0,,,,,
player,201811110oti,nwe,SimoJo01,pass_defended,0,,,,,
player,201811110oti,nwe,SimoJo01,sacks,0.0,,,,,
player,201811110oti,nwe,SimoJo01,tackles_combined,1,,,,,
player,201811110oti,nwe,SimoJo01,tackles_solo,0,,,,,
player,201811110oti,nwe,SimoJo01,tackles_assists,1,,,,,
player,201811110oti,nwe,SimoJo01,tackles_loss,0,,,,,
player,201811110oti,nwe,SimoJo01,qb_hits,0,,,,,
player,201811110oti,nwe,SimoJo01,fumbles_rec,0,,,,,
player,201811110oti,nwe,SimoJo01,fumbles_rec_yds,0,,,,,
player,201811110oti,nwe,SimoJo01,fumbles_rec_td,0,,,,,
player,201811110oti,nwe,SimoJo01,fumbles_forced,0,,,,,
player,201811110oti,oti,WoodWe20,def_int,0,,,,,
player,201811110oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201811110oti,oti,WoodWe20,def_int_td,0,,,,,
player,201811110oti,oti,WoodWe20,def_int_long,0,,,,,
player,201811110oti,oti,WoodWe20,pass_defended,0,,,,,
player,201811110oti,oti,WoodWe20,sacks,1.5,,,,,
player,201811110oti,oti,WoodWe20,tackles_combined,10,,,,,
player,201811110oti,oti,WoodWe20,tackles_solo,7,,,,,
player,201811110oti,oti,WoodWe20,tackles_assists,3,,,,,
player,201811110oti,oti,WoodWe20,tackles_loss,1,,,,,
player,201811110oti,oti,WoodWe20,qb_hits,3,,,,,
player,201811110oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201811110oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201811110oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201811110oti,oti,WoodWe20,fumbles_forced,0,,,,,
player,201811110oti,oti,RyanLo00,def_int,0,,,,,
player,201811110oti,oti,RyanLo00,def_int_yds,0,,,,,
player,201811110oti,oti,RyanLo00,def_int_td,0,,,,,
player,201811110oti,oti,RyanLo00,def_int_long,0,,,,,
player,201811110oti,oti,RyanLo00,pass_defended,1,,,,,
player,201811110oti,oti,RyanLo00,sacks,1.0,,,,,
player,201811110oti,oti,RyanLo00,tackles_combined,6,,,,,
player,201811110oti,oti,RyanLo00,tackles_solo,5,,,,,
player,201811110oti,oti,RyanLo00,tackles_assists,1,,,,,
player,201811110oti,oti,RyanLo00,tackles_loss,1,,,,,
player,201811110oti,oti,RyanLo00,qb_hits,1,,,,,
player,201811110oti,oti,RyanLo00,fumbles_rec,0,,,,,
player,201811110oti,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201811110oti,oti,RyanLo00,fumbles_rec_td,0,,,,,
player,201811110oti,oti,RyanLo00,fumbles_forced,0,,,,,
player,201811110oti,oti,BrowJa06,def_int,0,,,,,
player,201811110oti,oti,BrowJa06,def_int_yds,0,,,,,
player,201811110oti,oti,BrowJa06,def_int_td,0,,,,,
player,201811110oti,oti,BrowJa06,def_int_long,0,,,,,
player,201811110oti,oti,BrowJa06,pass_defended,0,,,,,
player,201811110oti,oti,BrowJa06,sacks,0.5,,,,,
player,201811110oti,oti,BrowJa06,tackles_combined,4,,,,,
player,201811110oti,oti,BrowJa06,tackles_solo,1,,,,,
player,201811110oti,oti,BrowJa06,tackles_assists,3,,,,,
player,201811110oti,oti,BrowJa06,tackles_loss,0,,,,,
player,201811110oti,oti,BrowJa06,qb_hits,1,,,,,
player,201811110oti,oti,BrowJa06,fumbles_rec,0,,,,,
player,201811110oti,oti,BrowJa06,fumbles_rec_yds,0,,,,,
player,201811110oti,oti,BrowJa06,fumbles_rec_td,0,,,,,
player,201811110oti,oti,BrowJa06,fumbles_forced,0,,,,,
player,201811110oti,oti,FincSh00,def_int,0,,,,,
player,201811110oti,oti,FincSh00,def_int_yds,0,,,,,
player,201811110oti,oti,FincSh00,def_int_td,0,,,,,
player,201811110oti,oti,FincSh00,def_int_long,0,,,,,
player,201811110oti,oti,FincSh00,pass_defended,0,,,,,
player,201811110oti,oti,FincSh00,sacks,0.0,,,,,
player,201811110oti,oti,FincSh00,tackles_combined,5,,,,,
player,201811110oti,oti,FincSh00,tackles_solo,4,,,,,
player,201811110oti,oti,FincSh00,tackles_assists,1,,,,,
player,201811110oti,oti,FincSh00,tackles_loss,1,,,,,
player,201811110oti,oti,FincSh00,qb_hits,0,,,,,
player,201811110oti,oti,FincSh00,fumbles_rec,0,,,,,
player,201811110oti,oti,FincSh00,fumbles_rec_yds,0,,,,,
player,201811110oti,oti,FincSh00,fumbles_rec_td,0,,,,,
player,201811110oti,oti,FincSh00,fumbles_forced,0,,,,,
player,201811110oti,oti,VaccKe00,def_int,0,,,,,
player,201811110oti,oti,VaccKe00,def_int_yds,0,,,,,
player,201811110oti,oti,VaccKe00,def_int_td,0,,,,,
player,201811110oti,oti,VaccKe00,def_int_long,0,,,,,
player,201811110oti,oti,VaccKe00,pass_defended,0,,,,,
player,201811110oti,oti,VaccKe00,sacks,0.0,,,,,
player,201811110oti,oti,VaccKe00,tackles_combined,5,,,,,
player,201811110oti,oti,VaccKe00,tackles_solo,3,,,,,
player,201811110oti,oti,VaccKe00,tackles_assists,2,,,,,
player,201811110oti,oti,VaccKe00,tackles_loss,1,,,,,
player,201811110oti,oti,VaccKe00,qb_hits,0,,,,,
player,201811110oti,oti,VaccKe00,fumbles_rec,0,,,,,
player,201811110oti,oti,VaccKe00,fumbles_rec_yds,0,,,,,
player,201811110oti,oti,VaccKe00,fumbles_rec_td,0,,,,,
player,201811110oti,oti,VaccKe00,fumbles_forced,0,,,,,
player,201811110oti,oti,ButlMa01,def_int,0,,,,,
player,201811110oti,oti,ButlMa01,def_int_yds,0,,,,,
player,201811110oti,oti,ButlMa01,def_int_td,0,,,,,
player,201811110oti,oti,ButlMa01,def_int_long,0,,,,,
player,201811110oti,oti,ButlMa01,pass_defended,0,,,,,
player,201811110oti,oti,ButlMa01,sacks,0.0,,,,,
player,201811110oti,oti,ButlMa01,tackles_combined,4,,,,,
player,201811110oti,oti,ButlMa01,tackles_solo,3,,,,,
