game,2018,7,20181021,201810210mia,det,"Detroit Lions",32,mia,"Miami Dolphins",21
player,201810210mia,det,BlouLe00,rush_long,13,,,,,
player,201810210mia,det,BlouLe00,targets,0,,,,,
player,201810210mia,det,BlouLe00,rec,0,,,,,
player,201810210mia,det,BlouLe00,rec_yds,0,,,,,
player,201810210mia,det,BlouLe00,rec_td,0,,,,,
player,201810210mia,det,BlouLe00,rec_long,0,,,,,
player,201810210mia,det,BlouLe00,fumbles,0,,,,,
player,201810210mia,det,BlouLe00,fumbles_lost,0,,,,,
player,201810210mia,det,TateGo00,pass_cmp,0,,,,,
player,201810210mia,det,TateGo00,pass_att,0,,,,,
player,201810210mia,det,TateGo00,pass_yds,0,,,,,
player,201810210mia,det,TateGo00,pass_td,0,,,,,
player,201810210mia,det,TateGo00,pass_int,0,,,,,
player,201810210mia,det,TateGo00,pass_sacked,0,,,,,
player,201810210mia,det,TateGo00,pass_sacked_yds,0,,,,,
player,201810210mia,det,TateGo00,pass_long,0,,,,,
player,201810210mia,det,TateGo00,pass_rating,,,,,,
player,201810210mia,det,TateGo00,rush_att,1,,,,,
player,201810210mia,det,TateGo00,rush_yds,30,,,,,
player,201810210mia,det,TateGo00,rush_td,0,,,,,
player,201810210mia,det,TateGo00,rush_long,30,,,,,
player,201810210mia,det,TateGo00,targets,6,,,,,
player,201810210mia,det,TateGo00,rec,4,,,,,
player,201810210mia,det,TateGo00,rec_yds,36,,,,,
player,201810210mia,det,TateGo00,rec_td,0,,,,,
player,201810210mia,det,TateGo00,rec_long,22,,,,,
player,201810210mia,det,TateGo00,fumbles,1,,,,,
player,201810210mia,det,TateGo00,fumbles_lost,0,,,,,
player,201810210mia,det,AbduAm00,pass_cmp,0,,,,,
player,201810210mia,det,AbduAm00,pass_att,0,,,,,
player,201810210mia,det,AbduAm00,pass_yds,0,,,,,
player,201810210mia,det,AbduAm00,pass_td,0,,,,,
player,201810210mia,det,AbduAm00,pass_int,0,,,,,
player,201810210mia,det,AbduAm00,pass_sacked,0,,,,,
player,201810210mia,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201810210mia,det,AbduAm00,pass_long,0,,,,,
player,201810210mia,det,AbduAm00,pass_rating,,,,,,
player,201810210mia,det,AbduAm00,rush_att,1,,,,,
player,201810210mia,det,AbduAm00,rush_yds,1,,,,,
player,201810210mia,det,AbduAm00,rush_td,0,,,,,
player,201810210mia,det,AbduAm00,rush_long,1,,,,,
player,201810210mia,det,AbduAm00,targets,1,,,,,
player,201810210mia,det,AbduAm00,rec,1,,,,,
player,201810210mia,det,AbduAm00,rec_yds,12,,,,,
player,201810210mia,det,AbduAm00,rec_td,0,,,,,
player,201810210mia,det,AbduAm00,rec_long,12,,,,,
player,201810210mia,det,AbduAm00,fumbles,0,,,,,
player,201810210mia,det,AbduAm00,fumbles_lost,0,,,,,
player,201810210mia,det,RobeMi01,pass_cmp,0,,,,,
player,201810210mia,det,RobeMi01,pass_att,0,,,,,
player,201810210mia,det,RobeMi01,pass_yds,0,,,,,
player,201810210mia,det,RobeMi01,pass_td,0,,,,,
player,201810210mia,det,RobeMi01,pass_int,0,,,,,
player,201810210mia,det,RobeMi01,pass_sacked,0,,,,,
player,201810210mia,det,RobeMi01,pass_sacked_yds,0,,,,,
player,201810210mia,det,RobeMi01,pass_long,0,,,,,
player,201810210mia,det,RobeMi01,pass_rating,,,,,,
player,201810210mia,det,RobeMi01,rush_att,0,,,,,
player,201810210mia,det,RobeMi01,rush_yds,0,,,,,
player,201810210mia,det,RobeMi01,rush_td,0,,,,,
player,201810210mia,det,RobeMi01,rush_long,0,,,,,
player,201810210mia,det,RobeMi01,targets,3,,,,,
player,201810210mia,det,RobeMi01,rec,3,,,,,
player,201810210mia,det,RobeMi01,rec_yds,48,,,,,
player,201810210mia,det,RobeMi01,rec_td,2,,,,,
player,201810210mia,det,RobeMi01,rec_long,29,,,,,
player,201810210mia,det,RobeMi01,fumbles,0,,,,,
player,201810210mia,det,RobeMi01,fumbles_lost,0,,,,,
player,201810210mia,det,GollKe00,pass_cmp,0,,,,,
player,201810210mia,det,GollKe00,pass_att,0,,,,,
player,201810210mia,det,GollKe00,pass_yds,0,,,,,
player,201810210mia,det,GollKe00,pass_td,0,,,,,
player,201810210mia,det,GollKe00,pass_int,0,,,,,
player,201810210mia,det,GollKe00,pass_sacked,0,,,,,
player,201810210mia,det,GollKe00,pass_sacked_yds,0,,,,,
player,201810210mia,det,GollKe00,pass_long,0,,,,,
player,201810210mia,det,GollKe00,pass_rating,,,,,,
player,201810210mia,det,GollKe00,rush_att,0,,,,,
player,201810210mia,det,GollKe00,rush_yds,0,,,,,
player,201810210mia,det,GollKe00,rush_td,0,,,,,
player,201810210mia,det,GollKe00,rush_long,0,,,,,
player,201810210mia,det,GollKe00,targets,2,,,,,
player,201810210mia,det,GollKe00,rec,2,,,,,
player,201810210mia,det,GollKe00,rec_yds,37,,,,,
player,201810210mia,det,GollKe00,rec_td,0,,,,,
player,201810210mia,det,GollKe00,rec_long,22,,,,,
player,201810210mia,det,GollKe00,fumbles,0,,,,,
player,201810210mia,det,GollKe00,fumbles_lost,0,,,,,
player,201810210mia,det,JoneMa02,pass_cmp,0,,,,,
player,201810210mia,det,JoneMa02,pass_att,0,,,,,
player,201810210mia,det,JoneMa02,pass_yds,0,,,,,
player,201810210mia,det,JoneMa02,pass_td,0,,,,,
player,201810210mia,det,JoneMa02,pass_int,0,,,,,
player,201810210mia,det,JoneMa02,pass_sacked,0,,,,,
player,201810210mia,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201810210mia,det,JoneMa02,pass_long,0,,,,,
player,201810210mia,det,JoneMa02,pass_rating,,,,,,
player,201810210mia,det,JoneMa02,rush_att,0,,,,,
player,201810210mia,det,JoneMa02,rush_yds,0,,,,,
player,201810210mia,det,JoneMa02,rush_td,0,,,,,
player,201810210mia,det,JoneMa02,rush_long,0,,,,,
player,201810210mia,det,JoneMa02,targets,4,,,,,
player,201810210mia,det,JoneMa02,rec,3,,,,,
player,201810210mia,det,JoneMa02,rec_yds,29,,,,,
player,201810210mia,det,JoneMa02,rec_td,0,,,,,
player,201810210mia,det,JoneMa02,rec_long,16,,,,,
player,201810210mia,det,JoneMa02,fumbles,0,,,,,
player,201810210mia,det,JoneMa02,fumbles_lost,0,,,,,
player,201810210mia,det,JoneT.00,pass_cmp,0,,,,,
player,201810210mia,det,JoneT.00,pass_att,0,,,,,
player,201810210mia,det,JoneT.00,pass_yds,0,,,,,
player,201810210mia,det,JoneT.00,pass_td,0,,,,,
player,201810210mia,det,JoneT.00,pass_int,0,,,,,
player,201810210mia,det,JoneT.00,pass_sacked,0,,,,,
player,201810210mia,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201810210mia,det,JoneT.00,pass_long,0,,,,,
player,201810210mia,det,JoneT.00,pass_rating,,,,,,
player,201810210mia,det,JoneT.00,rush_att,0,,,,,
player,201810210mia,det,JoneT.00,rush_yds,0,,,,,
player,201810210mia,det,JoneT.00,rush_td,0,,,,,
player,201810210mia,det,JoneT.00,rush_long,0,,,,,
player,201810210mia,det,JoneT.00,targets,1,,,,,
player,201810210mia,det,JoneT.00,rec,1,,,,,
player,201810210mia,det,JoneT.00,rec_yds,26,,,,,
player,201810210mia,det,JoneT.00,rec_td,0,,,,,
player,201810210mia,det,JoneT.00,rec_long,26,,,,,
player,201810210mia,det,JoneT.00,fumbles,0,,,,,
player,201810210mia,det,JoneT.00,fumbles_lost,0,,,,,
player,201810210mia,det,WillLu00,pass_cmp,0,,,,,
player,201810210mia,det,WillLu00,pass_att,0,,,,,
player,201810210mia,det,WillLu00,pass_yds,0,,,,,
player,201810210mia,det,WillLu00,pass_td,0,,,,,
player,201810210mia,det,WillLu00,pass_int,0,,,,,
player,201810210mia,det,WillLu00,pass_sacked,0,,,,,
player,201810210mia,det,WillLu00,pass_sacked_yds,0,,,,,
player,201810210mia,det,WillLu00,pass_long,0,,,,,
player,201810210mia,det,WillLu00,pass_rating,,,,,,
player,201810210mia,det,WillLu00,rush_att,0,,,,,
player,201810210mia,det,WillLu00,rush_yds,0,,,,,
player,201810210mia,det,WillLu00,rush_td,0,,,,,
player,201810210mia,det,WillLu00,rush_long,0,,,,,
player,201810210mia,det,WillLu00,targets,2,,,,,
player,201810210mia,det,WillLu00,rec,2,,,,,
player,201810210mia,det,WillLu00,rec_yds,8,,,,,
player,201810210mia,det,WillLu00,rec_td,0,,,,,
player,201810210mia,det,WillLu00,rec_long,5,,,,,
player,201810210mia,det,WillLu00,fumbles,0,,,,,
player,201810210mia,det,WillLu00,fumbles_lost,0,,,,,
player,201810210mia,mia,OsweBr00,pass_cmp,22,,,,,
player,201810210mia,mia,OsweBr00,pass_att,31,,,,,
player,201810210mia,mia,OsweBr00,pass_yds,239,,,,,
player,201810210mia,mia,OsweBr00,pass_td,2,,,,,
player,201810210mia,mia,OsweBr00,pass_int,0,,,,,
player,201810210mia,mia,OsweBr00,pass_sacked,4,,,,,
player,201810210mia,mia,OsweBr00,pass_sacked_yds,24,,,,,
player,201810210mia,mia,OsweBr00,pass_long,27,,,,,
player,201810210mia,mia,OsweBr00,pass_rating,114.9,,,,,
player,201810210mia,mia,OsweBr00,rush_att,1,,,,,
player,201810210mia,mia,OsweBr00,rush_yds,2,,,,,
player,201810210mia,mia,OsweBr00,rush_td,0,,,,,
player,201810210mia,mia,OsweBr00,rush_long,2,,,,,
player,201810210mia,mia,OsweBr00,targets,0,,,,,
player,201810210mia,mia,OsweBr00,rec,0,,,,,
player,201810210mia,mia,OsweBr00,rec_yds,0,,,,,
player,201810210mia,mia,OsweBr00,rec_td,0,,,,,
player,201810210mia,mia,OsweBr00,rec_long,0,,,,,
player,201810210mia,mia,OsweBr00,fumbles,0,,,,,
player,201810210mia,mia,OsweBr00,fumbles_lost,0,,,,,
player,201810210mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201810210mia,mia,DrakKe00,pass_att,0,,,,,
player,201810210mia,mia,DrakKe00,pass_yds,0,,,,,
player,201810210mia,mia,DrakKe00,pass_td,0,,,,,
player,201810210mia,mia,DrakKe00,pass_int,0,,,,,
player,201810210mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201810210mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,DrakKe00,pass_long,0,,,,,
player,201810210mia,mia,DrakKe00,pass_rating,,,,,,
player,201810210mia,mia,DrakKe00,rush_att,6,,,,,
player,201810210mia,mia,DrakKe00,rush_yds,72,,,,,
player,201810210mia,mia,DrakKe00,rush_td,1,,,,,
player,201810210mia,mia,DrakKe00,rush_long,54,,,,,
player,201810210mia,mia,DrakKe00,targets,8,,,,,
player,201810210mia,mia,DrakKe00,rec,4,,,,,
player,201810210mia,mia,DrakKe00,rec_yds,15,,,,,
player,201810210mia,mia,DrakKe00,rec_td,0,,,,,
player,201810210mia,mia,DrakKe00,rec_long,5,,,,,
player,201810210mia,mia,DrakKe00,fumbles,0,,,,,
player,201810210mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201810210mia,mia,GoreFr00,pass_cmp,0,,,,,
player,201810210mia,mia,GoreFr00,pass_att,0,,,,,
player,201810210mia,mia,GoreFr00,pass_yds,0,,,,,
player,201810210mia,mia,GoreFr00,pass_td,0,,,,,
player,201810210mia,mia,GoreFr00,pass_int,0,,,,,
player,201810210mia,mia,GoreFr00,pass_sacked,0,,,,,
player,201810210mia,mia,GoreFr00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,GoreFr00,pass_long,0,,,,,
player,201810210mia,mia,GoreFr00,pass_rating,,,,,,
player,201810210mia,mia,GoreFr00,rush_att,10,,,,,
player,201810210mia,mia,GoreFr00,rush_yds,29,,,,,
player,201810210mia,mia,GoreFr00,rush_td,0,,,,,
player,201810210mia,mia,GoreFr00,rush_long,6,,,,,
player,201810210mia,mia,GoreFr00,targets,1,,,,,
player,201810210mia,mia,GoreFr00,rec,1,,,,,
player,201810210mia,mia,GoreFr00,rec_yds,4,,,,,
player,201810210mia,mia,GoreFr00,rec_td,0,,,,,
player,201810210mia,mia,GoreFr00,rec_long,4,,,,,
player,201810210mia,mia,GoreFr00,fumbles,0,,,,,
player,201810210mia,mia,GoreFr00,fumbles_lost,0,,,,,
player,201810210mia,mia,WilsAl02,pass_cmp,0,,,,,
player,201810210mia,mia,WilsAl02,pass_att,0,,,,,
player,201810210mia,mia,WilsAl02,pass_yds,0,,,,,
player,201810210mia,mia,WilsAl02,pass_td,0,,,,,
player,201810210mia,mia,WilsAl02,pass_int,0,,,,,
player,201810210mia,mia,WilsAl02,pass_sacked,0,,,,,
player,201810210mia,mia,WilsAl02,pass_sacked_yds,0,,,,,
player,201810210mia,mia,WilsAl02,pass_long,0,,,,,
player,201810210mia,mia,WilsAl02,pass_rating,,,,,,
player,201810210mia,mia,WilsAl02,rush_att,2,,,,,
player,201810210mia,mia,WilsAl02,rush_yds,4,,,,,
player,201810210mia,mia,WilsAl02,rush_td,0,,,,,
player,201810210mia,mia,WilsAl02,rush_long,5,,,,,
player,201810210mia,mia,WilsAl02,targets,3,,,,,
player,201810210mia,mia,WilsAl02,rec,3,,,,,
player,201810210mia,mia,WilsAl02,rec_yds,32,,,,,
player,201810210mia,mia,WilsAl02,rec_td,0,,,,,
player,201810210mia,mia,WilsAl02,rec_long,25,,,,,
player,201810210mia,mia,WilsAl02,fumbles,0,,,,,
player,201810210mia,mia,WilsAl02,fumbles_lost,0,,,,,
player,201810210mia,mia,AmenDa00,pass_cmp,0,,,,,
player,201810210mia,mia,AmenDa00,pass_att,0,,,,,
player,201810210mia,mia,AmenDa00,pass_yds,0,,,,,
player,201810210mia,mia,AmenDa00,pass_td,0,,,,,
player,201810210mia,mia,AmenDa00,pass_int,0,,,,,
player,201810210mia,mia,AmenDa00,pass_sacked,0,,,,,
player,201810210mia,mia,AmenDa00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,AmenDa00,pass_long,0,,,,,
player,201810210mia,mia,AmenDa00,pass_rating,,,,,,
player,201810210mia,mia,AmenDa00,rush_att,0,,,,,
player,201810210mia,mia,AmenDa00,rush_yds,0,,,,,
player,201810210mia,mia,AmenDa00,rush_td,0,,,,,
player,201810210mia,mia,AmenDa00,rush_long,0,,,,,
player,201810210mia,mia,AmenDa00,targets,7,,,,,
player,201810210mia,mia,AmenDa00,rec,6,,,,,
player,201810210mia,mia,AmenDa00,rec_yds,84,,,,,
player,201810210mia,mia,AmenDa00,rec_td,1,,,,,
player,201810210mia,mia,AmenDa00,rec_long,24,,,,,
player,201810210mia,mia,AmenDa00,fumbles,0,,,,,
player,201810210mia,mia,AmenDa00,fumbles_lost,0,,,,,
player,201810210mia,mia,GesiMi00,pass_cmp,0,,,,,
player,201810210mia,mia,GesiMi00,pass_att,0,,,,,
player,201810210mia,mia,GesiMi00,pass_yds,0,,,,,
player,201810210mia,mia,GesiMi00,pass_td,0,,,,,
player,201810210mia,mia,GesiMi00,pass_int,0,,,,,
player,201810210mia,mia,GesiMi00,pass_sacked,0,,,,,
player,201810210mia,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,GesiMi00,pass_long,0,,,,,
player,201810210mia,mia,GesiMi00,pass_rating,,,,,,
player,201810210mia,mia,GesiMi00,rush_att,0,,,,,
player,201810210mia,mia,GesiMi00,rush_yds,0,,,,,
player,201810210mia,mia,GesiMi00,rush_td,0,,,,,
player,201810210mia,mia,GesiMi00,rush_long,0,,,,,
player,201810210mia,mia,GesiMi00,targets,3,,,,,
player,201810210mia,mia,GesiMi00,rec,3,,,,,
player,201810210mia,mia,GesiMi00,rec_yds,44,,,,,
player,201810210mia,mia,GesiMi00,rec_td,0,,,,,
player,201810210mia,mia,GesiMi00,rec_long,27,,,,,
player,201810210mia,mia,GesiMi00,fumbles,0,,,,,
player,201810210mia,mia,GesiMi00,fumbles_lost,0,,,,,
player,201810210mia,mia,GranJa00,pass_cmp,0,,,,,
player,201810210mia,mia,GranJa00,pass_att,0,,,,,
player,201810210mia,mia,GranJa00,pass_yds,0,,,,,
player,201810210mia,mia,GranJa00,pass_td,0,,,,,
player,201810210mia,mia,GranJa00,pass_int,0,,,,,
player,201810210mia,mia,GranJa00,pass_sacked,0,,,,,
player,201810210mia,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,GranJa00,pass_long,0,,,,,
player,201810210mia,mia,GranJa00,pass_rating,,,,,,
player,201810210mia,mia,GranJa00,rush_att,0,,,,,
player,201810210mia,mia,GranJa00,rush_yds,0,,,,,
player,201810210mia,mia,GranJa00,rush_td,0,,,,,
player,201810210mia,mia,GranJa00,rush_long,0,,,,,
player,201810210mia,mia,GranJa00,targets,2,,,,,
player,201810210mia,mia,GranJa00,rec,2,,,,,
player,201810210mia,mia,GranJa00,rec_yds,32,,,,,
player,201810210mia,mia,GranJa00,rec_td,0,,,,,
player,201810210mia,mia,GranJa00,rec_long,19,,,,,
player,201810210mia,mia,GranJa00,fumbles,0,,,,,
player,201810210mia,mia,GranJa00,fumbles_lost,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_cmp,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_att,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_yds,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_td,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_int,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_sacked,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_long,0,,,,,
player,201810210mia,mia,OLeaNi00,pass_rating,,,,,,
player,201810210mia,mia,OLeaNi00,rush_att,0,,,,,
player,201810210mia,mia,OLeaNi00,rush_yds,0,,,,,
player,201810210mia,mia,OLeaNi00,rush_td,0,,,,,
player,201810210mia,mia,OLeaNi00,rush_long,0,,,,,
player,201810210mia,mia,OLeaNi00,targets,3,,,,,
player,201810210mia,mia,OLeaNi00,rec,2,,,,,
player,201810210mia,mia,OLeaNi00,rec_yds,23,,,,,
player,201810210mia,mia,OLeaNi00,rec_td,0,,,,,
player,201810210mia,mia,OLeaNi00,rec_long,14,,,,,
player,201810210mia,mia,OLeaNi00,fumbles,0,,,,,
player,201810210mia,mia,OLeaNi00,fumbles_lost,0,,,,,
player,201810210mia,mia,StilKe00,pass_cmp,0,,,,,
player,201810210mia,mia,StilKe00,pass_att,0,,,,,
player,201810210mia,mia,StilKe00,pass_yds,0,,,,,
player,201810210mia,mia,StilKe00,pass_td,0,,,,,
player,201810210mia,mia,StilKe00,pass_int,0,,,,,
player,201810210mia,mia,StilKe00,pass_sacked,0,,,,,
player,201810210mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201810210mia,mia,StilKe00,pass_long,0,,,,,
player,201810210mia,mia,StilKe00,pass_rating,,,,,,
player,201810210mia,mia,StilKe00,rush_att,0,,,,,
player,201810210mia,mia,StilKe00,rush_yds,0,,,,,
player,201810210mia,mia,StilKe00,rush_td,0,,,,,
player,201810210mia,mia,StilKe00,rush_long,0,,,,,
player,201810210mia,mia,StilKe00,targets,3,,,,,
player,201810210mia,mia,StilKe00,rec,1,,,,,
player,201810210mia,mia,StilKe00,rec_yds,5,,,,,
player,201810210mia,mia,StilKe00,rec_td,1,,,,,
player,201810210mia,mia,StilKe00,rec_long,5,,,,,
player,201810210mia,mia,StilKe00,fumbles,0,,,,,
player,201810210mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201810210mia,det,JeanRi99,def_int,0,,,,,
player,201810210mia,det,JeanRi99,def_int_yds,0,,,,,
player,201810210mia,det,JeanRi99,def_int_td,0,,,,,
player,201810210mia,det,JeanRi99,def_int_long,0,,,,,
player,201810210mia,det,JeanRi99,pass_defended,0,,,,,
player,201810210mia,det,JeanRi99,sacks,2.0,,,,,
player,201810210mia,det,JeanRi99,tackles_combined,4,,,,,
player,201810210mia,det,JeanRi99,tackles_solo,3,,,,,
player,201810210mia,det,JeanRi99,tackles_assists,1,,,,,
player,201810210mia,det,JeanRi99,tackles_loss,2,,,,,
player,201810210mia,det,JeanRi99,qb_hits,2,,,,,
player,201810210mia,det,JeanRi99,fumbles_rec,0,,,,,
player,201810210mia,det,JeanRi99,fumbles_rec_yds,0,,,,,
player,201810210mia,det,JeanRi99,fumbles_rec_td,0,,,,,
player,201810210mia,det,JeanRi99,fumbles_forced,0,,,,,
player,201810210mia,det,DaviJa01,def_int,0,,,,,
player,201810210mia,det,DaviJa01,def_int_yds,0,,,,,
player,201810210mia,det,DaviJa01,def_int_td,0,,,,,
player,201810210mia,det,DaviJa01,def_int_long,0,,,,,
player,201810210mia,det,DaviJa01,pass_defended,0,,,,,
player,201810210mia,det,DaviJa01,sacks,1.0,,,,,
player,201810210mia,det,DaviJa01,tackles_combined,7,,,,,
player,201810210mia,det,DaviJa01,tackles_solo,6,,,,,
player,201810210mia,det,DaviJa01,tackles_assists,1,,,,,
player,201810210mia,det,DaviJa01,tackles_loss,1,,,,,
player,201810210mia,det,DaviJa01,qb_hits,1,,,,,
player,201810210mia,det,DaviJa01,fumbles_rec,0,,,,,
player,201810210mia,det,DaviJa01,fumbles_rec_yds,0,,,,,
player,201810210mia,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201810210mia,det,DaviJa01,fumbles_forced,0,,,,,
player,201810210mia,det,OkwaRo01,def_int,0,,,,,
player,201810210mia,det,OkwaRo01,def_int_yds,0,,,,,
player,201810210mia,det,OkwaRo01,def_int_td,0,,,,,
player,201810210mia,det,OkwaRo01,def_int_long,0,,,,,
player,201810210mia,det,OkwaRo01,pass_defended,0,,,,,
player,201810210mia,det,OkwaRo01,sacks,1.0,,,,,
player,201810210mia,det,OkwaRo01,tackles_combined,6,,,,,
player,201810210mia,det,OkwaRo01,tackles_solo,5,,,,,
player,201810210mia,det,OkwaRo01,tackles_assists,1,,,,,
player,201810210mia,det,OkwaRo01,tackles_loss,2,,,,,
player,201810210mia,det,OkwaRo01,qb_hits,1,,,,,
player,201810210mia,det,OkwaRo01,fumbles_rec,0,,,,,
player,201810210mia,det,OkwaRo01,fumbles_rec_yds,0,,,,,
player,201810210mia,det,OkwaRo01,fumbles_rec_td,0,,,,,
player,201810210mia,det,OkwaRo01,fumbles_forced,0,,,,,
player,201810210mia,det,TaboTe00,def_int,0,,,,,
player,201810210mia,det,TaboTe00,def_int_yds,0,,,,,
player,201810210mia,det,TaboTe00,def_int_td,0,,,,,
player,201810210mia,det,TaboTe00,def_int_long,0,,,,,
player,201810210mia,det,TaboTe00,pass_defended,0,,,,,
player,201810210mia,det,TaboTe00,sacks,0.0,,,,,
player,201810210mia,det,TaboTe00,tackles_combined,7,,,,,
player,201810210mia,det,TaboTe00,tackles_solo,5,,,,,
player,201810210mia,det,TaboTe00,tackles_assists,2,,,,,
player,201810210mia,det,TaboTe00,tackles_loss,0,,,,,
player,201810210mia,det,TaboTe00,qb_hits,0,,,,,
player,201810210mia,det,TaboTe00,fumbles_rec,0,,,,,
player,201810210mia,det,TaboTe00,fumbles_rec_yds,0,,,,,
player,201810210mia,det,TaboTe00,fumbles_rec_td,0,,,,,
player,201810210mia,det,TaboTe00,fumbles_forced,0,,,,,
