game,2018,6,20181014,201810140min,crd,"Arizona Cardinals",17,min,"Minnesota Vikings",27
player,201810140min,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201810140min,crd,FitzLa00,pass_long,0,,,,,
player,201810140min,crd,FitzLa00,pass_rating,,,,,,
player,201810140min,crd,FitzLa00,rush_att,0,,,,,
player,201810140min,crd,FitzLa00,rush_yds,0,,,,,
player,201810140min,crd,FitzLa00,rush_td,0,,,,,
player,201810140min,crd,FitzLa00,rush_long,0,,,,,
player,201810140min,crd,FitzLa00,targets,8,,,,,
player,201810140min,crd,FitzLa00,rec,5,,,,,
player,201810140min,crd,FitzLa00,rec_yds,39,,,,,
player,201810140min,crd,FitzLa00,rec_td,0,,,,,
player,201810140min,crd,FitzLa00,rec_long,16,,,,,
player,201810140min,crd,FitzLa00,fumbles,0,,,,,
player,201810140min,crd,FitzLa00,fumbles_lost,0,,,,,
player,201810140min,crd,GresJe00,pass_cmp,0,,,,,
player,201810140min,crd,GresJe00,pass_att,0,,,,,
player,201810140min,crd,GresJe00,pass_yds,0,,,,,
player,201810140min,crd,GresJe00,pass_td,0,,,,,
player,201810140min,crd,GresJe00,pass_int,0,,,,,
player,201810140min,crd,GresJe00,pass_sacked,0,,,,,
player,201810140min,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201810140min,crd,GresJe00,pass_long,0,,,,,
player,201810140min,crd,GresJe00,pass_rating,,,,,,
player,201810140min,crd,GresJe00,rush_att,0,,,,,
player,201810140min,crd,GresJe00,rush_yds,0,,,,,
player,201810140min,crd,GresJe00,rush_td,0,,,,,
player,201810140min,crd,GresJe00,rush_long,0,,,,,
player,201810140min,crd,GresJe00,targets,1,,,,,
player,201810140min,crd,GresJe00,rec,1,,,,,
player,201810140min,crd,GresJe00,rec_yds,26,,,,,
player,201810140min,crd,GresJe00,rec_td,0,,,,,
player,201810140min,crd,GresJe00,rec_long,26,,,,,
player,201810140min,crd,GresJe00,fumbles,0,,,,,
player,201810140min,crd,GresJe00,fumbles_lost,0,,,,,
player,201810140min,crd,NelsJJ00,pass_cmp,0,,,,,
player,201810140min,crd,NelsJJ00,pass_att,0,,,,,
player,201810140min,crd,NelsJJ00,pass_yds,0,,,,,
player,201810140min,crd,NelsJJ00,pass_td,0,,,,,
player,201810140min,crd,NelsJJ00,pass_int,0,,,,,
player,201810140min,crd,NelsJJ00,pass_sacked,0,,,,,
player,201810140min,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201810140min,crd,NelsJJ00,pass_long,0,,,,,
player,201810140min,crd,NelsJJ00,pass_rating,,,,,,
player,201810140min,crd,NelsJJ00,rush_att,0,,,,,
player,201810140min,crd,NelsJJ00,rush_yds,0,,,,,
player,201810140min,crd,NelsJJ00,rush_td,0,,,,,
player,201810140min,crd,NelsJJ00,rush_long,0,,,,,
player,201810140min,crd,NelsJJ00,targets,2,,,,,
player,201810140min,crd,NelsJJ00,rec,1,,,,,
player,201810140min,crd,NelsJJ00,rec_yds,9,,,,,
player,201810140min,crd,NelsJJ00,rec_td,0,,,,,
player,201810140min,crd,NelsJJ00,rec_long,9,,,,,
player,201810140min,crd,NelsJJ00,fumbles,0,,,,,
player,201810140min,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201810140min,crd,WillCh05,pass_cmp,0,,,,,
player,201810140min,crd,WillCh05,pass_att,0,,,,,
player,201810140min,crd,WillCh05,pass_yds,0,,,,,
player,201810140min,crd,WillCh05,pass_td,0,,,,,
player,201810140min,crd,WillCh05,pass_int,0,,,,,
player,201810140min,crd,WillCh05,pass_sacked,0,,,,,
player,201810140min,crd,WillCh05,pass_sacked_yds,0,,,,,
player,201810140min,crd,WillCh05,pass_long,0,,,,,
player,201810140min,crd,WillCh05,pass_rating,,,,,,
player,201810140min,crd,WillCh05,rush_att,0,,,,,
player,201810140min,crd,WillCh05,rush_yds,0,,,,,
player,201810140min,crd,WillCh05,rush_td,0,,,,,
player,201810140min,crd,WillCh05,rush_long,0,,,,,
player,201810140min,crd,WillCh05,targets,2,,,,,
player,201810140min,crd,WillCh05,rec,1,,,,,
player,201810140min,crd,WillCh05,rec_yds,5,,,,,
player,201810140min,crd,WillCh05,rec_td,0,,,,,
player,201810140min,crd,WillCh05,rec_long,5,,,,,
player,201810140min,crd,WillCh05,fumbles,0,,,,,
player,201810140min,crd,WillCh05,fumbles_lost,0,,,,,
player,201810140min,min,CousKi00,pass_cmp,24,,,,,
player,201810140min,min,CousKi00,pass_att,34,,,,,
player,201810140min,min,CousKi00,pass_yds,233,,,,,
player,201810140min,min,CousKi00,pass_td,1,,,,,
player,201810140min,min,CousKi00,pass_int,1,,,,,
player,201810140min,min,CousKi00,pass_sacked,4,,,,,
player,201810140min,min,CousKi00,pass_sacked_yds,17,,,,,
player,201810140min,min,CousKi00,pass_long,17,,,,,
player,201810140min,min,CousKi00,pass_rating,87.0,,,,,
player,201810140min,min,CousKi00,rush_att,4,,,,,
player,201810140min,min,CousKi00,rush_yds,14,,,,,
player,201810140min,min,CousKi00,rush_td,1,,,,,
player,201810140min,min,CousKi00,rush_long,7,,,,,
player,201810140min,min,CousKi00,targets,1,,,,,
player,201810140min,min,CousKi00,rec,1,,,,,
player,201810140min,min,CousKi00,rec_yds,-1,,,,,
player,201810140min,min,CousKi00,rec_td,0,,,,,
player,201810140min,min,CousKi00,rec_long,-1,,,,,
player,201810140min,min,CousKi00,fumbles,1,,,,,
player,201810140min,min,CousKi00,fumbles_lost,1,,,,,
player,201810140min,min,MurrLa00,pass_cmp,0,,,,,
player,201810140min,min,MurrLa00,pass_att,0,,,,,
player,201810140min,min,MurrLa00,pass_yds,0,,,,,
player,201810140min,min,MurrLa00,pass_td,0,,,,,
player,201810140min,min,MurrLa00,pass_int,0,,,,,
player,201810140min,min,MurrLa00,pass_sacked,0,,,,,
player,201810140min,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201810140min,min,MurrLa00,pass_long,0,,,,,
player,201810140min,min,MurrLa00,pass_rating,,,,,,
player,201810140min,min,MurrLa00,rush_att,24,,,,,
player,201810140min,min,MurrLa00,rush_yds,155,,,,,
player,201810140min,min,MurrLa00,rush_td,1,,,,,
player,201810140min,min,MurrLa00,rush_long,34,,,,,
player,201810140min,min,MurrLa00,targets,2,,,,,
player,201810140min,min,MurrLa00,rec,1,,,,,
player,201810140min,min,MurrLa00,rec_yds,3,,,,,
player,201810140min,min,MurrLa00,rec_td,0,,,,,
player,201810140min,min,MurrLa00,rec_long,3,,,,,
player,201810140min,min,MurrLa00,fumbles,0,,,,,
player,201810140min,min,MurrLa00,fumbles_lost,0,,,,,
player,201810140min,min,BoonMi00,pass_cmp,0,,,,,
player,201810140min,min,BoonMi00,pass_att,0,,,,,
player,201810140min,min,BoonMi00,pass_yds,0,,,,,
player,201810140min,min,BoonMi00,pass_td,0,,,,,
player,201810140min,min,BoonMi00,pass_int,0,,,,,
player,201810140min,min,BoonMi00,pass_sacked,0,,,,,
player,201810140min,min,BoonMi00,pass_sacked_yds,0,,,,,
player,201810140min,min,BoonMi00,pass_long,0,,,,,
player,201810140min,min,BoonMi00,pass_rating,,,,,,
player,201810140min,min,BoonMi00,rush_att,1,,,,,
player,201810140min,min,BoonMi00,rush_yds,20,,,,,
player,201810140min,min,BoonMi00,rush_td,0,,,,,
player,201810140min,min,BoonMi00,rush_long,20,,,,,
player,201810140min,min,BoonMi00,targets,0,,,,,
player,201810140min,min,BoonMi00,rec,0,,,,,
player,201810140min,min,BoonMi00,rec_yds,0,,,,,
player,201810140min,min,BoonMi00,rec_td,0,,,,,
player,201810140min,min,BoonMi00,rec_long,0,,,,,
player,201810140min,min,BoonMi00,fumbles,0,,,,,
player,201810140min,min,BoonMi00,fumbles_lost,0,,,,,
player,201810140min,min,DiggSt00,pass_cmp,0,,,,,
player,201810140min,min,DiggSt00,pass_att,0,,,,,
player,201810140min,min,DiggSt00,pass_yds,0,,,,,
player,201810140min,min,DiggSt00,pass_td,0,,,,,
player,201810140min,min,DiggSt00,pass_int,0,,,,,
player,201810140min,min,DiggSt00,pass_sacked,0,,,,,
player,201810140min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201810140min,min,DiggSt00,pass_long,0,,,,,
player,201810140min,min,DiggSt00,pass_rating,,,,,,
player,201810140min,min,DiggSt00,rush_att,1,,,,,
player,201810140min,min,DiggSt00,rush_yds,9,,,,,
player,201810140min,min,DiggSt00,rush_td,0,,,,,
player,201810140min,min,DiggSt00,rush_long,9,,,,,
player,201810140min,min,DiggSt00,targets,4,,,,,
player,201810140min,min,DiggSt00,rec,3,,,,,
player,201810140min,min,DiggSt00,rec_yds,33,,,,,
player,201810140min,min,DiggSt00,rec_td,0,,,,,
player,201810140min,min,DiggSt00,rec_long,16,,,,,
player,201810140min,min,DiggSt00,fumbles,0,,,,,
player,201810140min,min,DiggSt00,fumbles_lost,0,,,,,
player,201810140min,min,HamxC.00,pass_cmp,0,,,,,
player,201810140min,min,HamxC.00,pass_att,0,,,,,
player,201810140min,min,HamxC.00,pass_yds,0,,,,,
player,201810140min,min,HamxC.00,pass_td,0,,,,,
player,201810140min,min,HamxC.00,pass_int,0,,,,,
player,201810140min,min,HamxC.00,pass_sacked,0,,,,,
player,201810140min,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201810140min,min,HamxC.00,pass_long,0,,,,,
player,201810140min,min,HamxC.00,pass_rating,,,,,,
player,201810140min,min,HamxC.00,rush_att,1,,,,,
player,201810140min,min,HamxC.00,rush_yds,1,,,,,
player,201810140min,min,HamxC.00,rush_td,0,,,,,
player,201810140min,min,HamxC.00,rush_long,1,,,,,
player,201810140min,min,HamxC.00,targets,1,,,,,
player,201810140min,min,HamxC.00,rec,0,,,,,
player,201810140min,min,HamxC.00,rec_yds,0,,,,,
player,201810140min,min,HamxC.00,rec_td,0,,,,,
player,201810140min,min,HamxC.00,rec_long,0,,,,,
player,201810140min,min,HamxC.00,fumbles,0,,,,,
player,201810140min,min,HamxC.00,fumbles_lost,0,,,,,
player,201810140min,min,ThieAd00,pass_cmp,0,,,,,
player,201810140min,min,ThieAd00,pass_att,0,,,,,
player,201810140min,min,ThieAd00,pass_yds,0,,,,,
player,201810140min,min,ThieAd00,pass_td,0,,,,,
player,201810140min,min,ThieAd00,pass_int,0,,,,,
player,201810140min,min,ThieAd00,pass_sacked,0,,,,,
player,201810140min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201810140min,min,ThieAd00,pass_long,0,,,,,
player,201810140min,min,ThieAd00,pass_rating,,,,,,
player,201810140min,min,ThieAd00,rush_att,0,,,,,
player,201810140min,min,ThieAd00,rush_yds,0,,,,,
player,201810140min,min,ThieAd00,rush_td,0,,,,,
player,201810140min,min,ThieAd00,rush_long,0,,,,,
player,201810140min,min,ThieAd00,targets,13,,,,,
player,201810140min,min,ThieAd00,rec,11,,,,,
player,201810140min,min,ThieAd00,rec_yds,123,,,,,
player,201810140min,min,ThieAd00,rec_td,1,,,,,
player,201810140min,min,ThieAd00,rec_long,17,,,,,
player,201810140min,min,ThieAd00,fumbles,0,,,,,
player,201810140min,min,ThieAd00,fumbles_lost,0,,,,,
player,201810140min,min,TreaLa00,pass_cmp,0,,,,,
player,201810140min,min,TreaLa00,pass_att,0,,,,,
player,201810140min,min,TreaLa00,pass_yds,0,,,,,
player,201810140min,min,TreaLa00,pass_td,0,,,,,
player,201810140min,min,TreaLa00,pass_int,0,,,,,
player,201810140min,min,TreaLa00,pass_sacked,0,,,,,
player,201810140min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201810140min,min,TreaLa00,pass_long,0,,,,,
player,201810140min,min,TreaLa00,pass_rating,,,,,,
player,201810140min,min,TreaLa00,rush_att,0,,,,,
player,201810140min,min,TreaLa00,rush_yds,0,,,,,
player,201810140min,min,TreaLa00,rush_td,0,,,,,
player,201810140min,min,TreaLa00,rush_long,0,,,,,
player,201810140min,min,TreaLa00,targets,4,,,,,
player,201810140min,min,TreaLa00,rec,4,,,,,
player,201810140min,min,TreaLa00,rec_yds,38,,,,,
player,201810140min,min,TreaLa00,rec_td,0,,,,,
player,201810140min,min,TreaLa00,rec_long,10,,,,,
player,201810140min,min,TreaLa00,fumbles,0,,,,,
player,201810140min,min,TreaLa00,fumbles_lost,0,,,,,
player,201810140min,min,RudoKy00,pass_cmp,0,,,,,
player,201810140min,min,RudoKy00,pass_att,0,,,,,
player,201810140min,min,RudoKy00,pass_yds,0,,,,,
player,201810140min,min,RudoKy00,pass_td,0,,,,,
player,201810140min,min,RudoKy00,pass_int,0,,,,,
player,201810140min,min,RudoKy00,pass_sacked,0,,,,,
player,201810140min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201810140min,min,RudoKy00,pass_long,0,,,,,
player,201810140min,min,RudoKy00,pass_rating,,,,,,
player,201810140min,min,RudoKy00,rush_att,0,,,,,
player,201810140min,min,RudoKy00,rush_yds,0,,,,,
player,201810140min,min,RudoKy00,rush_td,0,,,,,
player,201810140min,min,RudoKy00,rush_long,0,,,,,
player,201810140min,min,RudoKy00,targets,5,,,,,
player,201810140min,min,RudoKy00,rec,4,,,,,
player,201810140min,min,RudoKy00,rec_yds,37,,,,,
player,201810140min,min,RudoKy00,rec_td,0,,,,,
player,201810140min,min,RudoKy00,rec_long,17,,,,,
player,201810140min,min,RudoKy00,fumbles,0,,,,,
player,201810140min,min,RudoKy00,fumbles_lost,0,,,,,
player,201810140min,min,RobiAl00,pass_cmp,0,,,,,
player,201810140min,min,RobiAl00,pass_att,0,,,,,
player,201810140min,min,RobiAl00,pass_yds,0,,,,,
player,201810140min,min,RobiAl00,pass_td,0,,,,,
player,201810140min,min,RobiAl00,pass_int,0,,,,,
player,201810140min,min,RobiAl00,pass_sacked,0,,,,,
player,201810140min,min,RobiAl00,pass_sacked_yds,0,,,,,
player,201810140min,min,RobiAl00,pass_long,0,,,,,
player,201810140min,min,RobiAl00,pass_rating,,,,,,
player,201810140min,min,RobiAl00,rush_att,0,,,,,
player,201810140min,min,RobiAl00,rush_yds,0,,,,,
player,201810140min,min,RobiAl00,rush_td,0,,,,,
player,201810140min,min,RobiAl00,rush_long,0,,,,,
player,201810140min,min,RobiAl00,targets,1,,,,,
player,201810140min,min,RobiAl00,rec,0,,,,,
player,201810140min,min,RobiAl00,rec_yds,0,,,,,
player,201810140min,min,RobiAl00,rec_td,0,,,,,
player,201810140min,min,RobiAl00,rec_long,0,,,,,
player,201810140min,min,RobiAl00,fumbles,0,,,,,
player,201810140min,min,RobiAl00,fumbles_lost,0,,,,,
player,201810140min,min,ThomRo05,pass_cmp,0,,,,,
player,201810140min,min,ThomRo05,pass_att,0,,,,,
player,201810140min,min,ThomRo05,pass_yds,0,,,,,
player,201810140min,min,ThomRo05,pass_td,0,,,,,
player,201810140min,min,ThomRo05,pass_int,0,,,,,
player,201810140min,min,ThomRo05,pass_sacked,0,,,,,
player,201810140min,min,ThomRo05,pass_sacked_yds,0,,,,,
player,201810140min,min,ThomRo05,pass_long,0,,,,,
player,201810140min,min,ThomRo05,pass_rating,,,,,,
player,201810140min,min,ThomRo05,rush_att,1,,,,,
player,201810140min,min,ThomRo05,rush_yds,-4,,,,,
player,201810140min,min,ThomRo05,rush_td,0,,,,,
player,201810140min,min,ThomRo05,rush_long,-4,,,,,
player,201810140min,min,ThomRo05,targets,0,,,,,
player,201810140min,min,ThomRo05,rec,0,,,,,
player,201810140min,min,ThomRo05,rec_yds,0,,,,,
player,201810140min,min,ThomRo05,rec_td,0,,,,,
player,201810140min,min,ThomRo05,rec_long,0,,,,,
player,201810140min,min,ThomRo05,fumbles,0,,,,,
player,201810140min,min,ThomRo05,fumbles_lost,0,,,,,
player,201810140min,crd,BostTr00,def_int,1,,,,,
player,201810140min,crd,BostTr00,def_int_yds,0,,,,,
player,201810140min,crd,BostTr00,def_int_td,0,,,,,
player,201810140min,crd,BostTr00,def_int_long,0,,,,,
player,201810140min,crd,BostTr00,pass_defended,1,,,,,
player,201810140min,crd,BostTr00,sacks,0.0,,,,,
player,201810140min,crd,BostTr00,tackles_combined,4,,,,,
player,201810140min,crd,BostTr00,tackles_solo,2,,,,,
player,201810140min,crd,BostTr00,tackles_assists,2,,,,,
player,201810140min,crd,BostTr00,tackles_loss,0,,,,,
player,201810140min,crd,BostTr00,qb_hits,0,,,,,
player,201810140min,crd,BostTr00,fumbles_rec,0,,,,,
player,201810140min,crd,BostTr00,fumbles_rec_yds,0,,,,,
player,201810140min,crd,BostTr00,fumbles_rec_td,0,,,,,
player,201810140min,crd,BostTr00,fumbles_forced,0,,,,,
player,201810140min,crd,PeteCo00,def_int,0,,,,,
player,201810140min,crd,PeteCo00,def_int_yds,0,,,,,
player,201810140min,crd,PeteCo00,def_int_td,0,,,,,
player,201810140min,crd,PeteCo00,def_int_long,0,,,,,
player,201810140min,crd,PeteCo00,pass_defended,0,,,,,
player,201810140min,crd,PeteCo00,sacks,2.0,,,,,
player,201810140min,crd,PeteCo00,tackles_combined,5,,,,,
player,201810140min,crd,PeteCo00,tackles_solo,2,,,,,
player,201810140min,crd,PeteCo00,tackles_assists,3,,,,,
player,201810140min,crd,PeteCo00,tackles_loss,2,,,,,
player,201810140min,crd,PeteCo00,qb_hits,2,,,,,
player,201810140min,crd,PeteCo00,fumbles_rec,0,,,,,
player,201810140min,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201810140min,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201810140min,crd,PeteCo00,fumbles_forced,0,,,,,
player,201810140min,crd,JoneCh03,def_int,0,,,,,
player,201810140min,crd,JoneCh03,def_int_yds,0,,,,,
player,201810140min,crd,JoneCh03,def_int_td,0,,,,,
player,201810140min,crd,JoneCh03,def_int_long,0,,,,,
player,201810140min,crd,JoneCh03,pass_defended,1,,,,,
player,201810140min,crd,JoneCh03,sacks,1.5,,,,,
player,201810140min,crd,JoneCh03,tackles_combined,5,,,,,
player,201810140min,crd,JoneCh03,tackles_solo,4,,,,,
player,201810140min,crd,JoneCh03,tackles_assists,1,,,,,
player,201810140min,crd,JoneCh03,tackles_loss,1,,,,,
player,201810140min,crd,JoneCh03,qb_hits,2,,,,,
player,201810140min,crd,JoneCh03,fumbles_rec,0,,,,,
player,201810140min,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201810140min,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201810140min,crd,JoneCh03,fumbles_forced,1,,,,,
player,201810140min,crd,GoldMa00,def_int,0,,,,,
player,201810140min,crd,GoldMa00,def_int_yds,0,,,,,
player,201810140min,crd,GoldMa00,def_int_td,0,,,,,
player,201810140min,crd,GoldMa00,def_int_long,0,,,,,
player,201810140min,crd,GoldMa00,pass_defended,1,,,,,
player,201810140min,crd,GoldMa00,sacks,0.5,,,,,
player,201810140min,crd,GoldMa00,tackles_combined,3,,,,,
player,201810140min,crd,GoldMa00,tackles_solo,2,,,,,
