game,2018,15,20181216,201812160sfo,sea,"Seattle Seahawks",23,sfo,"San Francisco 49ers",26
team,201812160sfo,sea,First Downs,18,,,,,,
team,201812160sfo,sfo,First Downs,20,,,,,,
team,201812160sfo,sea,Rush-Yds-TDs,35-168-1,,,,,,
team,201812160sfo,sfo,Rush-Yds-TDs,26-94-0,,,,,,
team,201812160sfo,sea,Cmp-Att-Yd-TD-INT,23-31-237-2-0,,,,,,
team,201812160sfo,sfo,Cmp-Att-Yd-TD-INT,20-29-275-1-0,,,,,,
team,201812160sfo,sea,Sacked-Yards,3-20,,,,,,
team,201812160sfo,sfo,Sacked-Yards,3-18,,,,,,
team,201812160sfo,sea,Net Pass Yards,217,,,,,,
team,201812160sfo,sfo,Net Pass Yards,257,,,,,,
team,201812160sfo,sea,Total Yards,385,,,,,,
team,201812160sfo,sfo,Total Yards,351,,,,,,
team,201812160sfo,sea,Fumbles-Lost,1-0,,,,,,
team,201812160sfo,sfo,Fumbles-Lost,1-1,,,,,,
team,201812160sfo,sea,Turnovers,0,,,,,,
team,201812160sfo,sfo,Turnovers,1,,,,,,
team,201812160sfo,sea,Penalties-Yards,14-148,,,,,,
team,201812160sfo,sfo,Penalties-Yards,8-66,,,,,,
team,201812160sfo,sea,Third Down Conv.,9-19,,,,,,
team,201812160sfo,sfo,Third Down Conv.,3-10,,,,,,
team,201812160sfo,sea,Fourth Down Conv.,1-1,,,,,,
team,201812160sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201812160sfo,sea,Time of Possession,37:14,,,,,,
team,201812160sfo,sfo,Time of Possession,29:40,,,,,,
player,201812160sfo,sea,WilsRu00,pass_cmp,23,,,,,
player,201812160sfo,sea,WilsRu00,pass_att,31,,,,,
player,201812160sfo,sea,WilsRu00,pass_yds,237,,,,,
player,201812160sfo,sea,WilsRu00,pass_td,2,,,,,
player,201812160sfo,sea,WilsRu00,pass_int,0,,,,,
player,201812160sfo,sea,WilsRu00,pass_sacked,3,,,,,
player,201812160sfo,sea,WilsRu00,pass_sacked_yds,20,,,,,
player,201812160sfo,sea,WilsRu00,pass_long,35,,,,,
player,201812160sfo,sea,WilsRu00,pass_rating,117.3,,,,,
player,201812160sfo,sea,WilsRu00,rush_att,5,,,,,
player,201812160sfo,sea,WilsRu00,rush_yds,15,,,,,
player,201812160sfo,sea,WilsRu00,rush_td,0,,,,,
player,201812160sfo,sea,WilsRu00,rush_long,5,,,,,
player,201812160sfo,sea,WilsRu00,targets,0,,,,,
player,201812160sfo,sea,WilsRu00,rec,0,,,,,
player,201812160sfo,sea,WilsRu00,rec_yds,0,,,,,
player,201812160sfo,sea,WilsRu00,rec_td,0,,,,,
player,201812160sfo,sea,WilsRu00,rec_long,0,,,,,
player,201812160sfo,sea,WilsRu00,fumbles,1,,,,,
player,201812160sfo,sea,WilsRu00,fumbles_lost,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_cmp,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_att,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_yds,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_td,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_int,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_sacked,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_long,0,,,,,
player,201812160sfo,sea,CarsCh00,pass_rating,,,,,,
player,201812160sfo,sea,CarsCh00,rush_att,22,,,,,
