game,2018,14,20181210,201812100sea,min,"Minnesota Vikings",7,sea,"Seattle Seahawks",21
player,201812100sea,min,CookDa01,pass_att,0,,,,,
player,201812100sea,min,CookDa01,pass_yds,0,,,,,
player,201812100sea,min,CookDa01,pass_td,0,,,,,
player,201812100sea,min,CookDa01,pass_int,0,,,,,
player,201812100sea,min,CookDa01,pass_sacked,0,,,,,
player,201812100sea,min,CookDa01,pass_sacked_yds,0,,,,,
player,201812100sea,min,CookDa01,pass_long,0,,,,,
player,201812100sea,min,CookDa01,pass_rating,,,,,,
player,201812100sea,min,CookDa01,rush_att,13,,,,,
player,201812100sea,min,CookDa01,rush_yds,55,,,,,
player,201812100sea,min,CookDa01,rush_td,0,,,,,
player,201812100sea,min,CookDa01,rush_long,13,,,,,
player,201812100sea,min,CookDa01,targets,7,,,,,
player,201812100sea,min,CookDa01,rec,5,,,,,
player,201812100sea,min,CookDa01,rec_yds,28,,,,,
player,201812100sea,min,CookDa01,rec_td,1,,,,,
player,201812100sea,min,CookDa01,rec_long,17,,,,,
player,201812100sea,min,CookDa01,fumbles,0,,,,,
player,201812100sea,min,CookDa01,fumbles_lost,0,,,,,
player,201812100sea,min,ThieAd00,pass_cmp,0,,,,,
player,201812100sea,min,ThieAd00,pass_att,0,,,,,
player,201812100sea,min,ThieAd00,pass_yds,0,,,,,
player,201812100sea,min,ThieAd00,pass_td,0,,,,,
player,201812100sea,min,ThieAd00,pass_int,0,,,,,
player,201812100sea,min,ThieAd00,pass_sacked,0,,,,,
player,201812100sea,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201812100sea,min,ThieAd00,pass_long,0,,,,,
player,201812100sea,min,ThieAd00,pass_rating,,,,,,
player,201812100sea,min,ThieAd00,rush_att,1,,,,,
player,201812100sea,min,ThieAd00,rush_yds,8,,,,,
player,201812100sea,min,ThieAd00,rush_td,0,,,,,
player,201812100sea,min,ThieAd00,rush_long,8,,,,,
player,201812100sea,min,ThieAd00,targets,7,,,,,
player,201812100sea,min,ThieAd00,rec,5,,,,,
player,201812100sea,min,ThieAd00,rec_yds,70,,,,,
player,201812100sea,min,ThieAd00,rec_td,0,,,,,
player,201812100sea,min,ThieAd00,rec_long,35,,,,,
player,201812100sea,min,ThieAd00,fumbles,0,,,,,
player,201812100sea,min,ThieAd00,fumbles_lost,0,,,,,
player,201812100sea,min,DiggSt00,pass_cmp,0,,,,,
player,201812100sea,min,DiggSt00,pass_att,0,,,,,
player,201812100sea,min,DiggSt00,pass_yds,0,,,,,
player,201812100sea,min,DiggSt00,pass_td,0,,,,,
player,201812100sea,min,DiggSt00,pass_int,0,,,,,
player,201812100sea,min,DiggSt00,pass_sacked,0,,,,,
player,201812100sea,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201812100sea,min,DiggSt00,pass_long,0,,,,,
player,201812100sea,min,DiggSt00,pass_rating,,,,,,
player,201812100sea,min,DiggSt00,rush_att,1,,,,,
player,201812100sea,min,DiggSt00,rush_yds,5,,,,,
player,201812100sea,min,DiggSt00,rush_td,0,,,,,
player,201812100sea,min,DiggSt00,rush_long,5,,,,,
player,201812100sea,min,DiggSt00,targets,6,,,,,
player,201812100sea,min,DiggSt00,rec,4,,,,,
player,201812100sea,min,DiggSt00,rec_yds,76,,,,,
player,201812100sea,min,DiggSt00,rec_td,0,,,,,
player,201812100sea,min,DiggSt00,rec_long,48,,,,,
player,201812100sea,min,DiggSt00,fumbles,0,,,,,
player,201812100sea,min,DiggSt00,fumbles_lost,0,,,,,
player,201812100sea,min,MurrLa00,pass_cmp,0,,,,,
player,201812100sea,min,MurrLa00,pass_att,0,,,,,
player,201812100sea,min,MurrLa00,pass_yds,0,,,,,
player,201812100sea,min,MurrLa00,pass_td,0,,,,,
player,201812100sea,min,MurrLa00,pass_int,0,,,,,
player,201812100sea,min,MurrLa00,pass_sacked,0,,,,,
player,201812100sea,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201812100sea,min,MurrLa00,pass_long,0,,,,,
player,201812100sea,min,MurrLa00,pass_rating,,,,,,
player,201812100sea,min,MurrLa00,rush_att,3,,,,,
player,201812100sea,min,MurrLa00,rush_yds,4,,,,,
player,201812100sea,min,MurrLa00,rush_td,0,,,,,
player,201812100sea,min,MurrLa00,rush_long,2,,,,,
player,201812100sea,min,MurrLa00,targets,0,,,,,
player,201812100sea,min,MurrLa00,rec,0,,,,,
player,201812100sea,min,MurrLa00,rec_yds,0,,,,,
player,201812100sea,min,MurrLa00,rec_td,0,,,,,
player,201812100sea,min,MurrLa00,rec_long,0,,,,,
player,201812100sea,min,MurrLa00,fumbles,0,,,,,
player,201812100sea,min,MurrLa00,fumbles_lost,0,,,,,
player,201812100sea,min,TreaLa00,pass_cmp,0,,,,,
player,201812100sea,min,TreaLa00,pass_att,0,,,,,
player,201812100sea,min,TreaLa00,pass_yds,0,,,,,
player,201812100sea,min,TreaLa00,pass_td,0,,,,,
player,201812100sea,min,TreaLa00,pass_int,0,,,,,
player,201812100sea,min,TreaLa00,pass_sacked,0,,,,,
player,201812100sea,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201812100sea,min,TreaLa00,pass_long,0,,,,,
player,201812100sea,min,TreaLa00,pass_rating,,,,,,
player,201812100sea,min,TreaLa00,rush_att,0,,,,,
player,201812100sea,min,TreaLa00,rush_yds,0,,,,,
player,201812100sea,min,TreaLa00,rush_td,0,,,,,
player,201812100sea,min,TreaLa00,rush_long,0,,,,,
player,201812100sea,min,TreaLa00,targets,3,,,,,
player,201812100sea,min,TreaLa00,rec,3,,,,,
player,201812100sea,min,TreaLa00,rec_yds,16,,,,,
player,201812100sea,min,TreaLa00,rec_td,0,,,,,
player,201812100sea,min,TreaLa00,rec_long,7,,,,,
player,201812100sea,min,TreaLa00,fumbles,0,,,,,
player,201812100sea,min,TreaLa00,fumbles_lost,0,,,,,
player,201812100sea,min,ConkTy00,pass_cmp,0,,,,,
player,201812100sea,min,ConkTy00,pass_att,0,,,,,
player,201812100sea,min,ConkTy00,pass_yds,0,,,,,
player,201812100sea,min,ConkTy00,pass_td,0,,,,,
player,201812100sea,min,ConkTy00,pass_int,0,,,,,
player,201812100sea,min,ConkTy00,pass_sacked,0,,,,,
player,201812100sea,min,ConkTy00,pass_sacked_yds,0,,,,,
player,201812100sea,min,ConkTy00,pass_long,0,,,,,
player,201812100sea,min,ConkTy00,pass_rating,,,,,,
player,201812100sea,min,ConkTy00,rush_att,0,,,,,
player,201812100sea,min,ConkTy00,rush_yds,0,,,,,
player,201812100sea,min,ConkTy00,rush_td,0,,,,,
player,201812100sea,min,ConkTy00,rush_long,0,,,,,
player,201812100sea,min,ConkTy00,targets,2,,,,,
player,201812100sea,min,ConkTy00,rec,1,,,,,
player,201812100sea,min,ConkTy00,rec_yds,11,,,,,
player,201812100sea,min,ConkTy00,rec_td,0,,,,,
player,201812100sea,min,ConkTy00,rec_long,11,,,,,
player,201812100sea,min,ConkTy00,fumbles,0,,,,,
player,201812100sea,min,ConkTy00,fumbles_lost,0,,,,,
player,201812100sea,min,RudoKy00,pass_cmp,0,,,,,
player,201812100sea,min,RudoKy00,pass_att,0,,,,,
player,201812100sea,min,RudoKy00,pass_yds,0,,,,,
player,201812100sea,min,RudoKy00,pass_td,0,,,,,
player,201812100sea,min,RudoKy00,pass_int,0,,,,,
player,201812100sea,min,RudoKy00,pass_sacked,0,,,,,
player,201812100sea,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201812100sea,min,RudoKy00,pass_long,0,,,,,
player,201812100sea,min,RudoKy00,pass_rating,,,,,,
player,201812100sea,min,RudoKy00,rush_att,0,,,,,
player,201812100sea,min,RudoKy00,rush_yds,0,,,,,
player,201812100sea,min,RudoKy00,rush_td,0,,,,,
player,201812100sea,min,RudoKy00,rush_long,0,,,,,
player,201812100sea,min,RudoKy00,targets,5,,,,,
player,201812100sea,min,RudoKy00,rec,2,,,,,
player,201812100sea,min,RudoKy00,rec_yds,7,,,,,
player,201812100sea,min,RudoKy00,rec_td,0,,,,,
player,201812100sea,min,RudoKy00,rec_long,5,,,,,
player,201812100sea,min,RudoKy00,fumbles,0,,,,,
player,201812100sea,min,RudoKy00,fumbles_lost,0,,,,,
player,201812100sea,min,RobiAl00,pass_cmp,0,,,,,
player,201812100sea,min,RobiAl00,pass_att,0,,,,,
player,201812100sea,min,RobiAl00,pass_yds,0,,,,,
player,201812100sea,min,RobiAl00,pass_td,0,,,,,
player,201812100sea,min,RobiAl00,pass_int,0,,,,,
player,201812100sea,min,RobiAl00,pass_sacked,0,,,,,
player,201812100sea,min,RobiAl00,pass_sacked_yds,0,,,,,
player,201812100sea,min,RobiAl00,pass_long,0,,,,,
player,201812100sea,min,RobiAl00,pass_rating,,,,,,
player,201812100sea,min,RobiAl00,rush_att,0,,,,,
player,201812100sea,min,RobiAl00,rush_yds,0,,,,,
player,201812100sea,min,RobiAl00,rush_td,0,,,,,
player,201812100sea,min,RobiAl00,rush_long,0,,,,,
player,201812100sea,min,RobiAl00,targets,1,,,,,
player,201812100sea,min,RobiAl00,rec,0,,,,,
player,201812100sea,min,RobiAl00,rec_yds,0,,,,,
player,201812100sea,min,RobiAl00,rec_td,0,,,,,
player,201812100sea,min,RobiAl00,rec_long,0,,,,,
player,201812100sea,min,RobiAl00,fumbles,0,,,,,
player,201812100sea,min,RobiAl00,fumbles_lost,0,,,,,
player,201812100sea,sea,WilsRu00,pass_cmp,10,,,,,
player,201812100sea,sea,WilsRu00,pass_att,20,,,,,
player,201812100sea,sea,WilsRu00,pass_yds,72,,,,,
player,201812100sea,sea,WilsRu00,pass_td,0,,,,,
player,201812100sea,sea,WilsRu00,pass_int,1,,,,,
player,201812100sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201812100sea,sea,WilsRu00,pass_sacked_yds,12,,,,,
player,201812100sea,sea,WilsRu00,pass_long,14,,,,,
player,201812100sea,sea,WilsRu00,pass_rating,37.9,,,,,
player,201812100sea,sea,WilsRu00,rush_att,7,,,,,
player,201812100sea,sea,WilsRu00,rush_yds,61,,,,,
player,201812100sea,sea,WilsRu00,rush_td,0,,,,,
player,201812100sea,sea,WilsRu00,rush_long,40,,,,,
player,201812100sea,sea,WilsRu00,targets,0,,,,,
player,201812100sea,sea,WilsRu00,rec,0,,,,,
player,201812100sea,sea,WilsRu00,rec_yds,0,,,,,
player,201812100sea,sea,WilsRu00,rec_td,0,,,,,
player,201812100sea,sea,WilsRu00,rec_long,0,,,,,
player,201812100sea,sea,WilsRu00,fumbles,0,,,,,
player,201812100sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201812100sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201812100sea,sea,CarsCh00,pass_att,0,,,,,
player,201812100sea,sea,CarsCh00,pass_yds,0,,,,,
player,201812100sea,sea,CarsCh00,pass_td,0,,,,,
player,201812100sea,sea,CarsCh00,pass_int,0,,,,,
player,201812100sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201812100sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201812100sea,sea,CarsCh00,pass_long,0,,,,,
player,201812100sea,sea,CarsCh00,pass_rating,,,,,,
player,201812100sea,sea,CarsCh00,rush_att,22,,,,,
player,201812100sea,sea,CarsCh00,rush_yds,90,,,,,
player,201812100sea,sea,CarsCh00,rush_td,1,,,,,
player,201812100sea,sea,CarsCh00,rush_long,11,,,,,
player,201812100sea,sea,CarsCh00,targets,0,,,,,
player,201812100sea,sea,CarsCh00,rec,0,,,,,
player,201812100sea,sea,CarsCh00,rec_yds,0,,,,,
player,201812100sea,sea,CarsCh00,rec_td,0,,,,,
player,201812100sea,sea,CarsCh00,rec_long,0,,,,,
player,201812100sea,sea,CarsCh00,fumbles,0,,,,,
player,201812100sea,sea,CarsCh00,fumbles_lost,0,,,,,
player,201812100sea,sea,PennRa00,pass_cmp,0,,,,,
player,201812100sea,sea,PennRa00,pass_att,0,,,,,
player,201812100sea,sea,PennRa00,pass_yds,0,,,,,
player,201812100sea,sea,PennRa00,pass_td,0,,,,,
player,201812100sea,sea,PennRa00,pass_int,0,,,,,
player,201812100sea,sea,PennRa00,pass_sacked,0,,,,,
player,201812100sea,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201812100sea,sea,PennRa00,pass_long,0,,,,,
player,201812100sea,sea,PennRa00,pass_rating,,,,,,
player,201812100sea,sea,PennRa00,rush_att,8,,,,,
player,201812100sea,sea,PennRa00,rush_yds,44,,,,,
player,201812100sea,sea,PennRa00,rush_td,0,,,,,
player,201812100sea,sea,PennRa00,rush_long,17,,,,,
player,201812100sea,sea,PennRa00,targets,0,,,,,
player,201812100sea,sea,PennRa00,rec,0,,,,,
player,201812100sea,sea,PennRa00,rec_yds,0,,,,,
player,201812100sea,sea,PennRa00,rec_td,0,,,,,
player,201812100sea,sea,PennRa00,rec_long,0,,,,,
player,201812100sea,sea,PennRa00,fumbles,0,,,,,
player,201812100sea,sea,PennRa00,fumbles_lost,0,,,,,
player,201812100sea,sea,DaviMi01,pass_cmp,0,,,,,
player,201812100sea,sea,DaviMi01,pass_att,0,,,,,
player,201812100sea,sea,DaviMi01,pass_yds,0,,,,,
player,201812100sea,sea,DaviMi01,pass_td,0,,,,,
player,201812100sea,sea,DaviMi01,pass_int,0,,,,,
player,201812100sea,sea,DaviMi01,pass_sacked,0,,,,,
player,201812100sea,sea,DaviMi01,pass_sacked_yds,0,,,,,
player,201812100sea,sea,DaviMi01,pass_long,0,,,,,
player,201812100sea,sea,DaviMi01,pass_rating,,,,,,
player,201812100sea,sea,DaviMi01,rush_att,3,,,,,
player,201812100sea,sea,DaviMi01,rush_yds,22,,,,,
player,201812100sea,sea,DaviMi01,rush_td,0,,,,,
player,201812100sea,sea,DaviMi01,rush_long,13,,,,,
player,201812100sea,sea,DaviMi01,targets,1,,,,,
player,201812100sea,sea,DaviMi01,rec,1,,,,,
player,201812100sea,sea,DaviMi01,rec_yds,5,,,,,
player,201812100sea,sea,DaviMi01,rec_td,0,,,,,
player,201812100sea,sea,DaviMi01,rec_long,5,,,,,
player,201812100sea,sea,DaviMi01,fumbles,0,,,,,
player,201812100sea,sea,DaviMi01,fumbles_lost,0,,,,,
player,201812100sea,sea,VannNi00,pass_cmp,0,,,,,
player,201812100sea,sea,VannNi00,pass_att,0,,,,,
player,201812100sea,sea,VannNi00,pass_yds,0,,,,,
player,201812100sea,sea,VannNi00,pass_td,0,,,,,
player,201812100sea,sea,VannNi00,pass_int,0,,,,,
player,201812100sea,sea,VannNi00,pass_sacked,0,,,,,
player,201812100sea,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201812100sea,sea,VannNi00,pass_long,0,,,,,
player,201812100sea,sea,VannNi00,pass_rating,,,,,,
player,201812100sea,sea,VannNi00,rush_att,0,,,,,
player,201812100sea,sea,VannNi00,rush_yds,0,,,,,
player,201812100sea,sea,VannNi00,rush_td,0,,,,,
player,201812100sea,sea,VannNi00,rush_long,0,,,,,
player,201812100sea,sea,VannNi00,targets,1,,,,,
player,201812100sea,sea,VannNi00,rec,1,,,,,
player,201812100sea,sea,VannNi00,rec_yds,12,,,,,
player,201812100sea,sea,VannNi00,rec_td,0,,,,,
player,201812100sea,sea,VannNi00,rec_long,12,,,,,
player,201812100sea,sea,VannNi00,fumbles,0,,,,,
player,201812100sea,sea,VannNi00,fumbles_lost,0,,,,,
player,201812100sea,sea,FantGe00,pass_cmp,0,,,,,
player,201812100sea,sea,FantGe00,pass_att,0,,,,,
player,201812100sea,sea,FantGe00,pass_yds,0,,,,,
player,201812100sea,sea,FantGe00,pass_td,0,,,,,
player,201812100sea,sea,FantGe00,pass_int,0,,,,,
player,201812100sea,sea,FantGe00,pass_sacked,0,,,,,
player,201812100sea,sea,FantGe00,pass_sacked_yds,0,,,,,
player,201812100sea,sea,FantGe00,pass_long,0,,,,,
player,201812100sea,sea,FantGe00,pass_rating,,,,,,
player,201812100sea,sea,FantGe00,rush_att,0,,,,,
player,201812100sea,sea,FantGe00,rush_yds,0,,,,,
player,201812100sea,sea,FantGe00,rush_td,0,,,,,
player,201812100sea,sea,FantGe00,rush_long,0,,,,,
player,201812100sea,sea,FantGe00,targets,1,,,,,
player,201812100sea,sea,FantGe00,rec,1,,,,,
player,201812100sea,sea,FantGe00,rec_yds,9,,,,,
player,201812100sea,sea,FantGe00,rec_td,0,,,,,
player,201812100sea,sea,FantGe00,rec_long,9,,,,,
player,201812100sea,sea,FantGe00,fumbles,0,,,,,
player,201812100sea,sea,FantGe00,fumbles_lost,0,,,,,
player,201812100sea,sea,DickEd00,pass_cmp,0,,,,,
player,201812100sea,sea,DickEd00,pass_att,0,,,,,
player,201812100sea,sea,DickEd00,pass_yds,0,,,,,
player,201812100sea,sea,DickEd00,pass_td,0,,,,,
player,201812100sea,sea,DickEd00,pass_int,0,,,,,
player,201812100sea,sea,DickEd00,pass_sacked,0,,,,,
player,201812100sea,sea,DickEd00,pass_sacked_yds,0,,,,,
player,201812100sea,sea,DickEd00,pass_long,0,,,,,
player,201812100sea,sea,DickEd00,pass_rating,,,,,,
player,201812100sea,sea,DickEd00,rush_att,0,,,,,
player,201812100sea,sea,DickEd00,rush_yds,0,,,,,
player,201812100sea,sea,DickEd00,rush_td,0,,,,,
player,201812100sea,sea,DickEd00,rush_long,0,,,,,
player,201812100sea,sea,DickEd00,targets,1,,,,,
player,201812100sea,sea,DickEd00,rec,1,,,,,
player,201812100sea,sea,DickEd00,rec_yds,4,,,,,
player,201812100sea,sea,DickEd00,rec_td,0,,,,,
player,201812100sea,sea,DickEd00,rec_long,4,,,,,
player,201812100sea,sea,DickEd00,fumbles,0,,,,,
player,201812100sea,sea,DickEd00,fumbles_lost,0,,,,,
player,201812100sea,sea,MoorDa03,pass_cmp,0,,,,,
player,201812100sea,sea,MoorDa03,pass_att,0,,,,,
player,201812100sea,sea,MoorDa03,pass_yds,0,,,,,
player,201812100sea,sea,MoorDa03,pass_td,0,,,,,
player,201812100sea,sea,MoorDa03,pass_int,0,,,,,
player,201812100sea,sea,MoorDa03,pass_sacked,0,,,,,
player,201812100sea,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201812100sea,sea,MoorDa03,pass_long,0,,,,,
player,201812100sea,sea,MoorDa03,pass_rating,,,,,,
player,201812100sea,sea,MoorDa03,rush_att,0,,,,,
player,201812100sea,sea,MoorDa03,rush_yds,0,,,,,
player,201812100sea,sea,MoorDa03,rush_td,0,,,,,
player,201812100sea,sea,MoorDa03,rush_long,0,,,,,
player,201812100sea,sea,MoorDa03,targets,5,,,,,
player,201812100sea,sea,MoorDa03,rec,0,,,,,
player,201812100sea,sea,MoorDa03,rec_yds,0,,,,,
player,201812100sea,sea,MoorDa03,rec_td,0,,,,,
player,201812100sea,sea,MoorDa03,rec_long,0,,,,,
player,201812100sea,sea,MoorDa03,fumbles,0,,,,,
player,201812100sea,sea,MoorDa03,fumbles_lost,0,,,,,
player,201812100sea,sea,BrowJa03,pass_cmp,0,,,,,
player,201812100sea,sea,BrowJa03,pass_att,0,,,,,
player,201812100sea,sea,BrowJa03,pass_yds,0,,,,,
player,201812100sea,sea,BrowJa03,pass_td,0,,,,,
player,201812100sea,sea,BrowJa03,pass_int,0,,,,,
player,201812100sea,sea,BrowJa03,pass_sacked,0,,,,,
player,201812100sea,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201812100sea,sea,BrowJa03,pass_long,0,,,,,
player,201812100sea,sea,BrowJa03,pass_rating,,,,,,
player,201812100sea,sea,BrowJa03,rush_att,0,,,,,
player,201812100sea,sea,BrowJa03,rush_yds,0,,,,,
player,201812100sea,sea,BrowJa03,rush_td,0,,,,,
player,201812100sea,sea,BrowJa03,rush_long,0,,,,,
player,201812100sea,sea,BrowJa03,targets,1,,,,,
player,201812100sea,sea,BrowJa03,rec,1,,,,,
player,201812100sea,sea,BrowJa03,rec_yds,0,,,,,
player,201812100sea,sea,BrowJa03,rec_td,0,,,,,
player,201812100sea,sea,BrowJa03,rec_long,0,,,,,
player,201812100sea,sea,BrowJa03,fumbles,0,,,,,
player,201812100sea,sea,BrowJa03,fumbles_lost,0,,,,,
player,201812100sea,sea,LockTy00,pass_cmp,0,,,,,
player,201812100sea,sea,LockTy00,pass_att,0,,,,,
player,201812100sea,sea,LockTy00,pass_yds,0,,,,,
player,201812100sea,sea,LockTy00,pass_td,0,,,,,
player,201812100sea,sea,LockTy00,pass_int,0,,,,,
player,201812100sea,sea,LockTy00,pass_sacked,0,,,,,
player,201812100sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201812100sea,sea,LockTy00,pass_long,0,,,,,
player,201812100sea,sea,LockTy00,pass_rating,,,,,,
player,201812100sea,sea,LockTy00,rush_att,2,,,,,
player,201812100sea,sea,LockTy00,rush_yds,-3,,,,,
player,201812100sea,sea,LockTy00,rush_td,0,,,,,
player,201812100sea,sea,LockTy00,rush_long,1,,,,,
player,201812100sea,sea,LockTy00,targets,6,,,,,
player,201812100sea,sea,LockTy00,rec,5,,,,,
player,201812100sea,sea,LockTy00,rec_yds,42,,,,,
player,201812100sea,sea,LockTy00,rec_td,0,,,,,
player,201812100sea,sea,LockTy00,rec_long,14,,,,,
player,201812100sea,sea,LockTy00,fumbles,0,,,,,
player,201812100sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201812100sea,min,KendEr00,def_int,1,,,,,
player,201812100sea,min,KendEr00,def_int_yds,3,,,,,
player,201812100sea,min,KendEr00,def_int_td,0,,,,,
player,201812100sea,min,KendEr00,def_int_long,3,,,,,
player,201812100sea,min,KendEr00,pass_defended,1,,,,,
player,201812100sea,min,KendEr00,sacks,0.0,,,,,
player,201812100sea,min,KendEr00,tackles_combined,7,,,,,
player,201812100sea,min,KendEr00,tackles_solo,3,,,,,
player,201812100sea,min,KendEr00,tackles_assists,4,,,,,
player,201812100sea,min,KendEr00,tackles_loss,0,,,,,
player,201812100sea,min,KendEr00,qb_hits,0,,,,,
player,201812100sea,min,KendEr00,fumbles_rec,0,,,,,
player,201812100sea,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201812100sea,min,KendEr00,fumbles_rec_td,0,,,,,
player,201812100sea,min,KendEr00,fumbles_forced,0,,,,,
player,201812100sea,min,BarrAn00,def_int,0,,,,,
player,201812100sea,min,BarrAn00,def_int_yds,0,,,,,
player,201812100sea,min,BarrAn00,def_int_td,0,,,,,
player,201812100sea,min,BarrAn00,def_int_long,0,,,,,
player,201812100sea,min,BarrAn00,pass_defended,0,,,,,
player,201812100sea,min,BarrAn00,sacks,1.0,,,,,
player,201812100sea,min,BarrAn00,tackles_combined,6,,,,,
player,201812100sea,min,BarrAn00,tackles_solo,5,,,,,
player,201812100sea,min,BarrAn00,tackles_assists,1,,,,,
player,201812100sea,min,BarrAn00,tackles_loss,1,,,,,
player,201812100sea,min,BarrAn00,qb_hits,1,,,,,
player,201812100sea,min,BarrAn00,fumbles_rec,0,,,,,
player,201812100sea,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201812100sea,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201812100sea,min,BarrAn00,fumbles_forced,0,,,,,
player,201812100sea,min,HuntDa01,def_int,0,,,,,
player,201812100sea,min,HuntDa01,def_int_yds,0,,,,,
player,201812100sea,min,HuntDa01,def_int_td,0,,,,,
player,201812100sea,min,HuntDa01,def_int_long,0,,,,,
player,201812100sea,min,HuntDa01,pass_defended,0,,,,,
player,201812100sea,min,HuntDa01,sacks,1.0,,,,,
player,201812100sea,min,HuntDa01,tackles_combined,3,,,,,
player,201812100sea,min,HuntDa01,tackles_solo,2,,,,,
player,201812100sea,min,HuntDa01,tackles_assists,1,,,,,
player,201812100sea,min,HuntDa01,tackles_loss,1,,,,,
player,201812100sea,min,HuntDa01,qb_hits,2,,,,,
player,201812100sea,min,HuntDa01,fumbles_rec,0,,,,,
player,201812100sea,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201812100sea,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201812100sea,min,HuntDa01,fumbles_forced,0,,,,,
player,201812100sea,min,JoseLi99,def_int,0,,,,,
player,201812100sea,min,JoseLi99,def_int_yds,0,,,,,
player,201812100sea,min,JoseLi99,def_int_td,0,,,,,
player,201812100sea,min,JoseLi99,def_int_long,0,,,,,
player,201812100sea,min,JoseLi99,pass_defended,0,,,,,
player,201812100sea,min,JoseLi99,sacks,0.0,,,,,
player,201812100sea,min,JoseLi99,tackles_combined,10,,,,,
player,201812100sea,min,JoseLi99,tackles_solo,4,,,,,
player,201812100sea,min,JoseLi99,tackles_assists,6,,,,,
player,201812100sea,min,JoseLi99,tackles_loss,0,,,,,
player,201812100sea,min,JoseLi99,qb_hits,0,,,,,
player,201812100sea,min,JoseLi99,fumbles_rec,0,,,,,
player,201812100sea,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201812100sea,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201812100sea,min,JoseLi99,fumbles_forced,0,,,,,
player,201812100sea,min,GedeBe00,def_int,0,,,,,
