game,2018,8,20181028,201810280nyg,was,"Washington Redskins",20,nyg,"New York Giants",13
team,201810280nyg,was,First Downs,20,,,,,,
team,201810280nyg,nyg,First Downs,18,,,,,,
team,201810280nyg,was,Rush-Yds-TDs,33-182-1,,,,,,
team,201810280nyg,nyg,Rush-Yds-TDs,14-37-0,,,,,,
team,201810280nyg,was,Cmp-Att-Yd-TD-INT,20-32-178-1-0,,,,,,
team,201810280nyg,nyg,Cmp-Att-Yd-TD-INT,30-47-316-1-2,,,,,,
team,201810280nyg,was,Sacked-Yards,0-0,,,,,,
team,201810280nyg,nyg,Sacked-Yards,7-50,,,,,,
team,201810280nyg,was,Net Pass Yards,178,,,,,,
team,201810280nyg,nyg,Net Pass Yards,266,,,,,,
team,201810280nyg,was,Total Yards,360,,,,,,
team,201810280nyg,nyg,Total Yards,303,,,,,,
team,201810280nyg,was,Fumbles-Lost,1-1,,,,,,
team,201810280nyg,nyg,Fumbles-Lost,0-0,,,,,,
team,201810280nyg,was,Turnovers,1,,,,,,
team,201810280nyg,nyg,Turnovers,2,,,,,,
team,201810280nyg,was,Penalties-Yards,8-90,,,,,,
team,201810280nyg,nyg,Penalties-Yards,11-102,,,,,,
team,201810280nyg,was,Third Down Conv.,6-15,,,,,,
team,201810280nyg,nyg,Third Down Conv.,2-14,,,,,,
team,201810280nyg,was,Fourth Down Conv.,0-0,,,,,,
team,201810280nyg,nyg,Fourth Down Conv.,3-4,,,,,,
team,201810280nyg,was,Time of Possession,33:38,,,,,,
team,201810280nyg,nyg,Time of Possession,26:22,,,,,,
player,201810280nyg,was,SmitAl03,pass_cmp,20,,,,,
player,201810280nyg,was,SmitAl03,pass_att,32,,,,,
player,201810280nyg,was,SmitAl03,pass_yds,178,,,,,
player,201810280nyg,was,SmitAl03,pass_td,1,,,,,
player,201810280nyg,was,SmitAl03,pass_int,0,,,,,
player,201810280nyg,was,SmitAl03,pass_sacked,0,,,,,
player,201810280nyg,was,SmitAl03,pass_sacked_yds,0,,,,,
player,201810280nyg,was,SmitAl03,pass_long,25,,,,,
player,201810280nyg,was,SmitAl03,pass_rating,87.8,,,,,
player,201810280nyg,was,SmitAl03,rush_att,3,,,,,
