game,2018,6,20181014,201810140atl,tam,"Tampa Bay Buccaneers",29,atl,"Atlanta Falcons",34
team,201810140atl,tam,First Downs,30,,,,,,
team,201810140atl,atl,First Downs,26,,,,,,
team,201810140atl,tam,Rush-Yds-TDs,20-121-0,,,,,,
team,201810140atl,atl,Rush-Yds-TDs,22-70-1,,,,,,
team,201810140atl,tam,Cmp-Att-Yd-TD-INT,30-41-395-4-2,,,,,,
team,201810140atl,atl,Cmp-Att-Yd-TD-INT,31-41-355-3-0,,,,,,
team,201810140atl,tam,Sacked-Yards,2-6,,,,,,
team,201810140atl,atl,Sacked-Yards,1-8,,,,,,
team,201810140atl,tam,Net Pass Yards,389,,,,,,
team,201810140atl,atl,Net Pass Yards,347,,,,,,
team,201810140atl,tam,Total Yards,510,,,,,,
team,201810140atl,atl,Total Yards,417,,,,,,
team,201810140atl,tam,Fumbles-Lost,3-0,,,,,,
team,201810140atl,atl,Fumbles-Lost,2-0,,,,,,
team,201810140atl,tam,Turnovers,2,,,,,,
team,201810140atl,atl,Turnovers,0,,,,,,
team,201810140atl,tam,Penalties-Yards,4-20,,,,,,
team,201810140atl,atl,Penalties-Yards,5-30,,,,,,
team,201810140atl,tam,Third Down Conv.,5-8,,,,,,
team,201810140atl,atl,Third Down Conv.,8-13,,,,,,
team,201810140atl,tam,Fourth Down Conv.,0-0,,,,,,
team,201810140atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201810140atl,tam,Time of Possession,28:21,,,,,,
team,201810140atl,atl,Time of Possession,31:39,,,,,,
player,201810140atl,tam,WinsJa00,pass_cmp,30,,,,,
player,201810140atl,tam,WinsJa00,pass_att,41,,,,,
player,201810140atl,tam,WinsJa00,pass_yds,395,,,,,
player,201810140atl,tam,WinsJa00,pass_td,4,,,,,
player,201810140atl,tam,WinsJa00,pass_int,2,,,,,
player,201810140atl,tam,WinsJa00,pass_sacked,2,,,,,
player,201810140atl,tam,WinsJa00,pass_sacked_yds,6,,,,,
player,201810140atl,tam,WinsJa00,pass_long,51,,,,,
player,201810140atl,tam,WinsJa00,pass_rating,115.4,,,,,
player,201810140atl,tam,WinsJa00,rush_att,5,,,,,
player,201810140atl,tam,WinsJa00,rush_yds,29,,,,,
player,201810140atl,tam,WinsJa00,rush_td,0,,,,,
player,201810140atl,tam,WinsJa00,rush_long,11,,,,,
player,201810140atl,tam,WinsJa00,targets,0,,,,,
player,201810140atl,tam,WinsJa00,rec,0,,,,,
player,201810140atl,tam,WinsJa00,rec_yds,0,,,,,
player,201810140atl,tam,WinsJa00,rec_td,0,,,,,
player,201810140atl,tam,WinsJa00,rec_long,0,,,,,
player,201810140atl,tam,WinsJa00,fumbles,2,,,,,
player,201810140atl,tam,WinsJa00,fumbles_lost,0,,,,,
player,201810140atl,tam,BarbPe01,pass_cmp,0,,,,,
player,201810140atl,tam,BarbPe01,pass_att,0,,,,,
player,201810140atl,tam,BarbPe01,pass_yds,0,,,,,
player,201810140atl,tam,BarbPe01,pass_td,0,,,,,
player,201810140atl,tam,BarbPe01,pass_int,0,,,,,
player,201810140atl,tam,BarbPe01,pass_sacked,0,,,,,
player,201810140atl,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201810140atl,tam,BarbPe01,pass_long,0,,,,,
player,201810140atl,tam,BarbPe01,pass_rating,,,,,,
player,201810140atl,tam,BarbPe01,rush_att,13,,,,,
player,201810140atl,tam,BarbPe01,rush_yds,82,,,,,
player,201810140atl,tam,BarbPe01,rush_td,0,,,,,
player,201810140atl,tam,BarbPe01,rush_long,28,,,,,
player,201810140atl,tam,BarbPe01,targets,4,,,,,
player,201810140atl,tam,BarbPe01,rec,4,,,,,
player,201810140atl,tam,BarbPe01,rec_yds,24,,,,,
player,201810140atl,tam,BarbPe01,rec_td,1,,,,,
player,201810140atl,tam,BarbPe01,rec_long,9,,,,,
player,201810140atl,tam,BarbPe01,fumbles,0,,,,,
player,201810140atl,tam,BarbPe01,fumbles_lost,0,,,,,
player,201810140atl,tam,JackDe00,pass_cmp,0,,,,,
player,201810140atl,tam,JackDe00,pass_att,0,,,,,
player,201810140atl,tam,JackDe00,pass_yds,0,,,,,
player,201810140atl,tam,JackDe00,pass_td,0,,,,,
player,201810140atl,tam,JackDe00,pass_int,0,,,,,
player,201810140atl,tam,JackDe00,pass_sacked,0,,,,,
player,201810140atl,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201810140atl,tam,JackDe00,pass_long,0,,,,,
player,201810140atl,tam,JackDe00,pass_rating,,,,,,
player,201810140atl,tam,JackDe00,rush_att,1,,,,,
player,201810140atl,tam,JackDe00,rush_yds,7,,,,,
player,201810140atl,tam,JackDe00,rush_td,0,,,,,
player,201810140atl,tam,JackDe00,rush_long,7,,,,,
player,201810140atl,tam,JackDe00,targets,9,,,,,
player,201810140atl,tam,JackDe00,rec,4,,,,,
player,201810140atl,tam,JackDe00,rec_yds,77,,,,,
player,201810140atl,tam,JackDe00,rec_td,0,,,,,
player,201810140atl,tam,JackDe00,rec_long,21,,,,,
player,201810140atl,tam,JackDe00,fumbles,0,,,,,
player,201810140atl,tam,JackDe00,fumbles_lost,0,,,,,
player,201810140atl,tam,JoneRo01,pass_cmp,0,,,,,
player,201810140atl,tam,JoneRo01,pass_att,0,,,,,
player,201810140atl,tam,JoneRo01,pass_yds,0,,,,,
player,201810140atl,tam,JoneRo01,pass_td,0,,,,,
player,201810140atl,tam,JoneRo01,pass_int,0,,,,,
player,201810140atl,tam,JoneRo01,pass_sacked,0,,,,,
player,201810140atl,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201810140atl,tam,JoneRo01,pass_long,0,,,,,
player,201810140atl,tam,JoneRo01,pass_rating,,,,,,
player,201810140atl,tam,JoneRo01,rush_att,1,,,,,
player,201810140atl,tam,JoneRo01,rush_yds,3,,,,,
player,201810140atl,tam,JoneRo01,rush_td,0,,,,,
player,201810140atl,tam,JoneRo01,rush_long,3,,,,,
player,201810140atl,tam,JoneRo01,targets,3,,,,,
player,201810140atl,tam,JoneRo01,rec,3,,,,,
player,201810140atl,tam,JoneRo01,rec_yds,16,,,,,
player,201810140atl,tam,JoneRo01,rec_td,0,,,,,
player,201810140atl,tam,JoneRo01,rec_long,10,,,,,
player,201810140atl,tam,JoneRo01,fumbles,0,,,,,
player,201810140atl,tam,JoneRo01,fumbles_lost,0,,,,,
player,201810140atl,tam,HumpAd00,pass_cmp,0,,,,,
player,201810140atl,tam,HumpAd00,pass_att,0,,,,,
player,201810140atl,tam,HumpAd00,pass_yds,0,,,,,
player,201810140atl,tam,HumpAd00,pass_td,0,,,,,
player,201810140atl,tam,HumpAd00,pass_int,0,,,,,
player,201810140atl,tam,HumpAd00,pass_sacked,0,,,,,
player,201810140atl,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201810140atl,tam,HumpAd00,pass_long,0,,,,,
player,201810140atl,tam,HumpAd00,pass_rating,,,,,,
player,201810140atl,tam,HumpAd00,rush_att,0,,,,,
player,201810140atl,tam,HumpAd00,rush_yds,0,,,,,
