game,2018,11,20181118,201811180crd,rai,"Oakland Raiders",23,crd,"Arizona Cardinals",21
player,201811180crd,rai,LeexMa01,fumbles_rec,0,,,,,
player,201811180crd,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201811180crd,rai,LeexMa01,fumbles_forced,0,,,,,
player,201811180crd,rai,MelvRa00,def_int,0,,,,,
player,201811180crd,rai,MelvRa00,def_int_yds,0,,,,,
player,201811180crd,rai,MelvRa00,def_int_td,0,,,,,
player,201811180crd,rai,MelvRa00,def_int_long,0,,,,,
player,201811180crd,rai,MelvRa00,pass_defended,1,,,,,
player,201811180crd,rai,MelvRa00,sacks,0.0,,,,,
player,201811180crd,rai,MelvRa00,tackles_combined,3,,,,,
player,201811180crd,rai,MelvRa00,tackles_solo,3,,,,,
player,201811180crd,rai,MelvRa00,tackles_assists,0,,,,,
player,201811180crd,rai,MelvRa00,tackles_loss,0,,,,,
player,201811180crd,rai,MelvRa00,qb_hits,0,,,,,
player,201811180crd,rai,MelvRa00,fumbles_rec,0,,,,,
player,201811180crd,rai,MelvRa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,MelvRa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,MelvRa00,fumbles_forced,0,,,,,
player,201811180crd,rai,MorrNi00,def_int,0,,,,,
player,201811180crd,rai,MorrNi00,def_int_yds,0,,,,,
player,201811180crd,rai,MorrNi00,def_int_td,0,,,,,
player,201811180crd,rai,MorrNi00,def_int_long,0,,,,,
player,201811180crd,rai,MorrNi00,pass_defended,0,,,,,
player,201811180crd,rai,MorrNi00,sacks,0.0,,,,,
player,201811180crd,rai,MorrNi00,tackles_combined,3,,,,,
player,201811180crd,rai,MorrNi00,tackles_solo,1,,,,,
player,201811180crd,rai,MorrNi00,tackles_assists,2,,,,,
player,201811180crd,rai,MorrNi00,tackles_loss,1,,,,,
player,201811180crd,rai,MorrNi00,qb_hits,0,,,,,
player,201811180crd,rai,MorrNi00,fumbles_rec,0,,,,,
player,201811180crd,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,MorrNi00,fumbles_forced,0,,,,,
player,201811180crd,rai,RuckFr99,def_int,0,,,,,
player,201811180crd,rai,RuckFr99,def_int_yds,0,,,,,
player,201811180crd,rai,RuckFr99,def_int_td,0,,,,,
player,201811180crd,rai,RuckFr99,def_int_long,0,,,,,
player,201811180crd,rai,RuckFr99,pass_defended,0,,,,,
player,201811180crd,rai,RuckFr99,sacks,0.0,,,,,
player,201811180crd,rai,RuckFr99,tackles_combined,3,,,,,
player,201811180crd,rai,RuckFr99,tackles_solo,2,,,,,
player,201811180crd,rai,RuckFr99,tackles_assists,1,,,,,
player,201811180crd,rai,RuckFr99,tackles_loss,0,,,,,
player,201811180crd,rai,RuckFr99,qb_hits,0,,,,,
player,201811180crd,rai,RuckFr99,fumbles_rec,0,,,,,
player,201811180crd,rai,RuckFr99,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,RuckFr99,fumbles_rec_td,0,,,,,
player,201811180crd,rai,RuckFr99,fumbles_forced,0,,,,,
player,201811180crd,rai,CabiJa00,def_int,0,,,,,
player,201811180crd,rai,CabiJa00,def_int_yds,0,,,,,
player,201811180crd,rai,CabiJa00,def_int_td,0,,,,,
player,201811180crd,rai,CabiJa00,def_int_long,0,,,,,
player,201811180crd,rai,CabiJa00,pass_defended,0,,,,,
player,201811180crd,rai,CabiJa00,sacks,0.0,,,,,
player,201811180crd,rai,CabiJa00,tackles_combined,2,,,,,
player,201811180crd,rai,CabiJa00,tackles_solo,1,,,,,
player,201811180crd,rai,CabiJa00,tackles_assists,1,,,,,
player,201811180crd,rai,CabiJa00,tackles_loss,0,,,,,
player,201811180crd,rai,CabiJa00,qb_hits,0,,,,,
player,201811180crd,rai,CabiJa00,fumbles_rec,0,,,,,
player,201811180crd,rai,CabiJa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,CabiJa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,CabiJa00,fumbles_forced,0,,,,,
player,201811180crd,rai,HallP.00,def_int,0,,,,,
player,201811180crd,rai,HallP.00,def_int_yds,0,,,,,
player,201811180crd,rai,HallP.00,def_int_td,0,,,,,
player,201811180crd,rai,HallP.00,def_int_long,0,,,,,
player,201811180crd,rai,HallP.00,pass_defended,0,,,,,
player,201811180crd,rai,HallP.00,sacks,0.0,,,,,
player,201811180crd,rai,HallP.00,tackles_combined,2,,,,,
player,201811180crd,rai,HallP.00,tackles_solo,2,,,,,
player,201811180crd,rai,HallP.00,tackles_assists,0,,,,,
player,201811180crd,rai,HallP.00,tackles_loss,0,,,,,
player,201811180crd,rai,HallP.00,qb_hits,0,,,,,
player,201811180crd,rai,HallP.00,fumbles_rec,0,,,,,
player,201811180crd,rai,HallP.00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,HallP.00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,HallP.00,fumbles_forced,0,,,,,
player,201811180crd,rai,HallLe98,def_int,0,,,,,
player,201811180crd,rai,HallLe98,def_int_yds,0,,,,,
player,201811180crd,rai,HallLe98,def_int_td,0,,,,,
player,201811180crd,rai,HallLe98,def_int_long,0,,,,,
player,201811180crd,rai,HallLe98,pass_defended,0,,,,,
player,201811180crd,rai,HallLe98,sacks,0.0,,,,,
player,201811180crd,rai,HallLe98,tackles_combined,2,,,,,
player,201811180crd,rai,HallLe98,tackles_solo,1,,,,,
player,201811180crd,rai,HallLe98,tackles_assists,1,,,,,
player,201811180crd,rai,HallLe98,tackles_loss,0,,,,,
player,201811180crd,rai,HallLe98,qb_hits,0,,,,,
player,201811180crd,rai,HallLe98,fumbles_rec,0,,,,,
player,201811180crd,rai,HallLe98,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,HallLe98,fumbles_rec_td,0,,,,,
player,201811180crd,rai,HallLe98,fumbles_forced,0,,,,,
player,201811180crd,rai,HankJo00,def_int,0,,,,,
player,201811180crd,rai,HankJo00,def_int_yds,0,,,,,
player,201811180crd,rai,HankJo00,def_int_td,0,,,,,
player,201811180crd,rai,HankJo00,def_int_long,0,,,,,
player,201811180crd,rai,HankJo00,pass_defended,0,,,,,
player,201811180crd,rai,HankJo00,sacks,0.0,,,,,
player,201811180crd,rai,HankJo00,tackles_combined,2,,,,,
player,201811180crd,rai,HankJo00,tackles_solo,0,,,,,
player,201811180crd,rai,HankJo00,tackles_assists,2,,,,,
player,201811180crd,rai,HankJo00,tackles_loss,0,,,,,
player,201811180crd,rai,HankJo00,qb_hits,0,,,,,
player,201811180crd,rai,HankJo00,fumbles_rec,0,,,,,
player,201811180crd,rai,HankJo00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,HankJo00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,HankJo00,fumbles_forced,0,,,,,
player,201811180crd,rai,WorlDa00,def_int,0,,,,,
player,201811180crd,rai,WorlDa00,def_int_yds,0,,,,,
player,201811180crd,rai,WorlDa00,def_int_td,0,,,,,
player,201811180crd,rai,WorlDa00,def_int_long,0,,,,,
player,201811180crd,rai,WorlDa00,pass_defended,0,,,,,
player,201811180crd,rai,WorlDa00,sacks,0.0,,,,,
player,201811180crd,rai,WorlDa00,tackles_combined,2,,,,,
player,201811180crd,rai,WorlDa00,tackles_solo,2,,,,,
player,201811180crd,rai,WorlDa00,tackles_assists,0,,,,,
player,201811180crd,rai,WorlDa00,tackles_loss,1,,,,,
player,201811180crd,rai,WorlDa00,qb_hits,0,,,,,
player,201811180crd,rai,WorlDa00,fumbles_rec,0,,,,,
player,201811180crd,rai,WorlDa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,WorlDa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,WorlDa00,fumbles_forced,0,,,,,
player,201811180crd,rai,CarrDe00,def_int,0,,,,,
player,201811180crd,rai,CarrDe00,def_int_yds,0,,,,,
player,201811180crd,rai,CarrDe00,def_int_td,0,,,,,
player,201811180crd,rai,CarrDe00,def_int_long,0,,,,,
player,201811180crd,rai,CarrDe00,pass_defended,0,,,,,
player,201811180crd,rai,CarrDe00,sacks,0.0,,,,,
player,201811180crd,rai,CarrDe00,tackles_combined,1,,,,,
player,201811180crd,rai,CarrDe00,tackles_solo,0,,,,,
player,201811180crd,rai,CarrDe00,tackles_assists,1,,,,,
player,201811180crd,rai,CarrDe00,tackles_loss,0,,,,,
player,201811180crd,rai,CarrDe00,qb_hits,0,,,,,
player,201811180crd,rai,CarrDe00,fumbles_rec,0,,,,,
player,201811180crd,rai,CarrDe00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,CarrDe00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,CarrDe00,fumbles_forced,0,,,,,
player,201811180crd,rai,GilcMa00,def_int,0,,,,,
player,201811180crd,rai,GilcMa00,def_int_yds,0,,,,,
player,201811180crd,rai,GilcMa00,def_int_td,0,,,,,
player,201811180crd,rai,GilcMa00,def_int_long,0,,,,,
player,201811180crd,rai,GilcMa00,pass_defended,1,,,,,
player,201811180crd,rai,GilcMa00,sacks,0.0,,,,,
player,201811180crd,rai,GilcMa00,tackles_combined,1,,,,,
player,201811180crd,rai,GilcMa00,tackles_solo,1,,,,,
player,201811180crd,rai,GilcMa00,tackles_assists,0,,,,,
player,201811180crd,rai,GilcMa00,tackles_loss,0,,,,,
player,201811180crd,rai,GilcMa00,qb_hits,0,,,,,
player,201811180crd,rai,GilcMa00,fumbles_rec,0,,,,,
player,201811180crd,rai,GilcMa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,GilcMa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,GilcMa00,fumbles_forced,0,,,,,
player,201811180crd,rai,HarrEr00,def_int,0,,,,,
player,201811180crd,rai,HarrEr00,def_int_yds,0,,,,,
player,201811180crd,rai,HarrEr00,def_int_td,0,,,,,
player,201811180crd,rai,HarrEr00,def_int_long,0,,,,,
player,201811180crd,rai,HarrEr00,pass_defended,0,,,,,
player,201811180crd,rai,HarrEr00,sacks,0.0,,,,,
player,201811180crd,rai,HarrEr00,tackles_combined,1,,,,,
player,201811180crd,rai,HarrEr00,tackles_solo,1,,,,,
player,201811180crd,rai,HarrEr00,tackles_assists,0,,,,,
player,201811180crd,rai,HarrEr00,tackles_loss,0,,,,,
player,201811180crd,rai,HarrEr00,qb_hits,0,,,,,
player,201811180crd,rai,HarrEr00,fumbles_rec,0,,,,,
player,201811180crd,rai,HarrEr00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,HarrEr00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,HarrEr00,fumbles_forced,0,,,,,
player,201811180crd,rai,McDoCl99,def_int,0,,,,,
player,201811180crd,rai,McDoCl99,def_int_yds,0,,,,,
player,201811180crd,rai,McDoCl99,def_int_td,0,,,,,
player,201811180crd,rai,McDoCl99,def_int_long,0,,,,,
player,201811180crd,rai,McDoCl99,pass_defended,0,,,,,
player,201811180crd,rai,McDoCl99,sacks,0.0,,,,,
player,201811180crd,rai,McDoCl99,tackles_combined,1,,,,,
player,201811180crd,rai,McDoCl99,tackles_solo,0,,,,,
player,201811180crd,rai,McDoCl99,tackles_assists,1,,,,,
player,201811180crd,rai,McDoCl99,tackles_loss,0,,,,,
player,201811180crd,rai,McDoCl99,qb_hits,0,,,,,
player,201811180crd,rai,McDoCl99,fumbles_rec,0,,,,,
player,201811180crd,rai,McDoCl99,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,McDoCl99,fumbles_rec_td,0,,,,,
player,201811180crd,rai,McDoCl99,fumbles_forced,0,,,,,
player,201811180crd,rai,NelsRe99,def_int,0,,,,,
player,201811180crd,rai,NelsRe99,def_int_yds,0,,,,,
player,201811180crd,rai,NelsRe99,def_int_td,0,,,,,
player,201811180crd,rai,NelsRe99,def_int_long,0,,,,,
player,201811180crd,rai,NelsRe99,pass_defended,0,,,,,
player,201811180crd,rai,NelsRe99,sacks,0.0,,,,,
player,201811180crd,rai,NelsRe99,tackles_combined,1,,,,,
player,201811180crd,rai,NelsRe99,tackles_solo,1,,,,,
player,201811180crd,rai,NelsRe99,tackles_assists,0,,,,,
player,201811180crd,rai,NelsRe99,tackles_loss,0,,,,,
player,201811180crd,rai,NelsRe99,qb_hits,0,,,,,
player,201811180crd,rai,NelsRe99,fumbles_rec,0,,,,,
player,201811180crd,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201811180crd,rai,NelsRe99,fumbles_forced,0,,,,,
player,201811180crd,rai,NelsNi00,def_int,0,,,,,
player,201811180crd,rai,NelsNi00,def_int_yds,0,,,,,
player,201811180crd,rai,NelsNi00,def_int_td,0,,,,,
player,201811180crd,rai,NelsNi00,def_int_long,0,,,,,
player,201811180crd,rai,NelsNi00,pass_defended,0,,,,,
player,201811180crd,rai,NelsNi00,sacks,0.0,,,,,
player,201811180crd,rai,NelsNi00,tackles_combined,1,,,,,
player,201811180crd,rai,NelsNi00,tackles_solo,0,,,,,
player,201811180crd,rai,NelsNi00,tackles_assists,1,,,,,
player,201811180crd,rai,NelsNi00,tackles_loss,0,,,,,
player,201811180crd,rai,NelsNi00,qb_hits,0,,,,,
player,201811180crd,rai,NelsNi00,fumbles_rec,0,,,,,
player,201811180crd,rai,NelsNi00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,NelsNi00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,NelsNi00,fumbles_forced,0,,,,,
player,201811180crd,rai,SmitJa01,def_int,0,,,,,
player,201811180crd,rai,SmitJa01,def_int_yds,0,,,,,
player,201811180crd,rai,SmitJa01,def_int_td,0,,,,,
player,201811180crd,rai,SmitJa01,def_int_long,0,,,,,
player,201811180crd,rai,SmitJa01,pass_defended,0,,,,,
player,201811180crd,rai,SmitJa01,sacks,0.0,,,,,
player,201811180crd,rai,SmitJa01,tackles_combined,1,,,,,
player,201811180crd,rai,SmitJa01,tackles_solo,1,,,,,
player,201811180crd,rai,SmitJa01,tackles_assists,0,,,,,
player,201811180crd,rai,SmitJa01,tackles_loss,1,,,,,
player,201811180crd,rai,SmitJa01,qb_hits,0,,,,,
player,201811180crd,rai,SmitJa01,fumbles_rec,0,,,,,
player,201811180crd,rai,SmitJa01,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,SmitJa01,fumbles_rec_td,0,,,,,
player,201811180crd,rai,SmitJa01,fumbles_forced,0,,,,,
player,201811180crd,rai,WilbKy00,def_int,0,,,,,
player,201811180crd,rai,WilbKy00,def_int_yds,0,,,,,
player,201811180crd,rai,WilbKy00,def_int_td,0,,,,,
player,201811180crd,rai,WilbKy00,def_int_long,0,,,,,
player,201811180crd,rai,WilbKy00,pass_defended,0,,,,,
player,201811180crd,rai,WilbKy00,sacks,0.0,,,,,
player,201811180crd,rai,WilbKy00,tackles_combined,1,,,,,
player,201811180crd,rai,WilbKy00,tackles_solo,0,,,,,
player,201811180crd,rai,WilbKy00,tackles_assists,1,,,,,
player,201811180crd,rai,WilbKy00,tackles_loss,0,,,,,
player,201811180crd,rai,WilbKy00,qb_hits,0,,,,,
player,201811180crd,rai,WilbKy00,fumbles_rec,0,,,,,
player,201811180crd,rai,WilbKy00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,WilbKy00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,WilbKy00,fumbles_forced,0,,,,,
player,201811180crd,rai,RichJa01,def_int,0,,,,,
player,201811180crd,rai,RichJa01,def_int_yds,0,,,,,
player,201811180crd,rai,RichJa01,def_int_td,0,,,,,
player,201811180crd,rai,RichJa01,def_int_long,0,,,,,
player,201811180crd,rai,RichJa01,pass_defended,0,,,,,
player,201811180crd,rai,RichJa01,sacks,0.0,,,,,
player,201811180crd,rai,RichJa01,tackles_combined,0,,,,,
player,201811180crd,rai,RichJa01,tackles_solo,0,,,,,
player,201811180crd,rai,RichJa01,tackles_assists,0,,,,,
player,201811180crd,rai,RichJa01,tackles_loss,0,,,,,
player,201811180crd,rai,RichJa01,qb_hits,0,,,,,
player,201811180crd,rai,RichJa01,fumbles_rec,1,,,,,
player,201811180crd,rai,RichJa01,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,RichJa01,fumbles_rec_td,0,,,,,
player,201811180crd,rai,RichJa01,fumbles_forced,0,,,,,
player,201811180crd,crd,JoneCh03,def_int,0,,,,,
player,201811180crd,crd,JoneCh03,def_int_yds,0,,,,,
player,201811180crd,crd,JoneCh03,def_int_td,0,,,,,
player,201811180crd,crd,JoneCh03,def_int_long,0,,,,,
player,201811180crd,crd,JoneCh03,pass_defended,0,,,,,
player,201811180crd,crd,JoneCh03,sacks,2.0,,,,,
player,201811180crd,crd,JoneCh03,tackles_combined,3,,,,,
player,201811180crd,crd,JoneCh03,tackles_solo,3,,,,,
player,201811180crd,crd,JoneCh03,tackles_assists,0,,,,,
player,201811180crd,crd,JoneCh03,tackles_loss,1,,,,,
player,201811180crd,crd,JoneCh03,qb_hits,2,,,,,
player,201811180crd,crd,JoneCh03,fumbles_rec,0,,,,,
player,201811180crd,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201811180crd,crd,JoneCh03,fumbles_forced,0,,,,,
player,201811180crd,crd,BethAn20,def_int,0,,,,,
player,201811180crd,crd,BethAn20,def_int_yds,0,,,,,
player,201811180crd,crd,BethAn20,def_int_td,0,,,,,
player,201811180crd,crd,BethAn20,def_int_long,0,,,,,
player,201811180crd,crd,BethAn20,pass_defended,0,,,,,
player,201811180crd,crd,BethAn20,sacks,1.0,,,,,
player,201811180crd,crd,BethAn20,tackles_combined,8,,,,,
player,201811180crd,crd,BethAn20,tackles_solo,6,,,,,
player,201811180crd,crd,BethAn20,tackles_assists,2,,,,,
player,201811180crd,crd,BethAn20,tackles_loss,2,,,,,
player,201811180crd,crd,BethAn20,qb_hits,1,,,,,
player,201811180crd,crd,BethAn20,fumbles_rec,0,,,,,
player,201811180crd,crd,BethAn20,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,BethAn20,fumbles_rec_td,0,,,,,
player,201811180crd,crd,BethAn20,fumbles_forced,0,,,,,
player,201811180crd,crd,MoorZa00,def_int,0,,,,,
player,201811180crd,crd,MoorZa00,def_int_yds,0,,,,,
player,201811180crd,crd,MoorZa00,def_int_td,0,,,,,
player,201811180crd,crd,MoorZa00,def_int_long,0,,,,,
player,201811180crd,crd,MoorZa00,pass_defended,0,,,,,
player,201811180crd,crd,MoorZa00,sacks,1.0,,,,,
player,201811180crd,crd,MoorZa00,tackles_combined,1,,,,,
player,201811180crd,crd,MoorZa00,tackles_solo,1,,,,,
player,201811180crd,crd,MoorZa00,tackles_assists,0,,,,,
player,201811180crd,crd,MoorZa00,tackles_loss,1,,,,,
player,201811180crd,crd,MoorZa00,qb_hits,2,,,,,
player,201811180crd,crd,MoorZa00,fumbles_rec,0,,,,,
player,201811180crd,crd,MoorZa00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,MoorZa00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,MoorZa00,fumbles_forced,0,,,,,
player,201811180crd,crd,BenwBe00,def_int,0,,,,,
player,201811180crd,crd,BenwBe00,def_int_yds,0,,,,,
player,201811180crd,crd,BenwBe00,def_int_td,0,,,,,
player,201811180crd,crd,BenwBe00,def_int_long,0,,,,,
player,201811180crd,crd,BenwBe00,pass_defended,1,,,,,
player,201811180crd,crd,BenwBe00,sacks,0.0,,,,,
player,201811180crd,crd,BenwBe00,tackles_combined,8,,,,,
player,201811180crd,crd,BenwBe00,tackles_solo,6,,,,,
player,201811180crd,crd,BenwBe00,tackles_assists,2,,,,,
player,201811180crd,crd,BenwBe00,tackles_loss,0,,,,,
player,201811180crd,crd,BenwBe00,qb_hits,0,,,,,
player,201811180crd,crd,BenwBe00,fumbles_rec,0,,,,,
player,201811180crd,crd,BenwBe00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,BenwBe00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,BenwBe00,fumbles_forced,0,,,,,
player,201811180crd,crd,ByneJo00,def_int,0,,,,,
player,201811180crd,crd,ByneJo00,def_int_yds,0,,,,,
player,201811180crd,crd,ByneJo00,def_int_td,0,,,,,
player,201811180crd,crd,ByneJo00,def_int_long,0,,,,,
player,201811180crd,crd,ByneJo00,pass_defended,1,,,,,
player,201811180crd,crd,ByneJo00,sacks,0.0,,,,,
player,201811180crd,crd,ByneJo00,tackles_combined,8,,,,,
player,201811180crd,crd,ByneJo00,tackles_solo,6,,,,,
player,201811180crd,crd,ByneJo00,tackles_assists,2,,,,,
player,201811180crd,crd,ByneJo00,tackles_loss,1,,,,,
player,201811180crd,crd,ByneJo00,qb_hits,0,,,,,
player,201811180crd,crd,ByneJo00,fumbles_rec,0,,,,,
player,201811180crd,crd,ByneJo00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,ByneJo00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,ByneJo00,fumbles_forced,0,,,,,
player,201811180crd,crd,PeteCo00,def_int,0,,,,,
player,201811180crd,crd,PeteCo00,def_int_yds,0,,,,,
player,201811180crd,crd,PeteCo00,def_int_td,0,,,,,
player,201811180crd,crd,PeteCo00,def_int_long,0,,,,,
player,201811180crd,crd,PeteCo00,pass_defended,0,,,,,
player,201811180crd,crd,PeteCo00,sacks,0.0,,,,,
player,201811180crd,crd,PeteCo00,tackles_combined,8,,,,,
player,201811180crd,crd,PeteCo00,tackles_solo,6,,,,,
player,201811180crd,crd,PeteCo00,tackles_assists,2,,,,,
player,201811180crd,crd,PeteCo00,tackles_loss,1,,,,,
player,201811180crd,crd,PeteCo00,qb_hits,0,,,,,
player,201811180crd,crd,PeteCo00,fumbles_rec,0,,,,,
player,201811180crd,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,PeteCo00,fumbles_forced,0,,,,,
player,201811180crd,crd,BostTr00,def_int,0,,,,,
player,201811180crd,crd,BostTr00,def_int_yds,0,,,,,
player,201811180crd,crd,BostTr00,def_int_td,0,,,,,
player,201811180crd,crd,BostTr00,def_int_long,0,,,,,
player,201811180crd,crd,BostTr00,pass_defended,0,,,,,
player,201811180crd,crd,BostTr00,sacks,0.0,,,,,
player,201811180crd,crd,BostTr00,tackles_combined,7,,,,,
player,201811180crd,crd,BostTr00,tackles_solo,5,,,,,
player,201811180crd,crd,BostTr00,tackles_assists,2,,,,,
player,201811180crd,crd,BostTr00,tackles_loss,0,,,,,
player,201811180crd,crd,BostTr00,qb_hits,1,,,,,
player,201811180crd,crd,BostTr00,fumbles_rec,0,,,,,
player,201811180crd,crd,BostTr00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,BostTr00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,BostTr00,fumbles_forced,0,,,,,
player,201811180crd,crd,GuntRo00,def_int,0,,,,,
player,201811180crd,crd,GuntRo00,def_int_yds,0,,,,,
player,201811180crd,crd,GuntRo00,def_int_td,0,,,,,
player,201811180crd,crd,GuntRo00,def_int_long,0,,,,,
player,201811180crd,crd,GuntRo00,pass_defended,0,,,,,
player,201811180crd,crd,GuntRo00,sacks,0.0,,,,,
player,201811180crd,crd,GuntRo00,tackles_combined,7,,,,,
player,201811180crd,crd,GuntRo00,tackles_solo,5,,,,,
player,201811180crd,crd,GuntRo00,tackles_assists,2,,,,,
player,201811180crd,crd,GuntRo00,tackles_loss,1,,,,,
player,201811180crd,crd,GuntRo00,qb_hits,0,,,,,
player,201811180crd,crd,GuntRo00,fumbles_rec,0,,,,,
player,201811180crd,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,GuntRo00,fumbles_forced,0,,,,,
player,201811180crd,crd,GoldMa00,def_int,0,,,,,
player,201811180crd,crd,GoldMa00,def_int_yds,0,,,,,
player,201811180crd,crd,GoldMa00,def_int_td,0,,,,,
player,201811180crd,crd,GoldMa00,def_int_long,0,,,,,
player,201811180crd,crd,GoldMa00,pass_defended,0,,,,,
player,201811180crd,crd,GoldMa00,sacks,0.0,,,,,
player,201811180crd,crd,GoldMa00,tackles_combined,5,,,,,
player,201811180crd,crd,GoldMa00,tackles_solo,5,,,,,
player,201811180crd,crd,GoldMa00,tackles_assists,0,,,,,
player,201811180crd,crd,GoldMa00,tackles_loss,0,,,,,
player,201811180crd,crd,GoldMa00,qb_hits,0,,,,,
player,201811180crd,crd,GoldMa00,fumbles_rec,0,,,,,
player,201811180crd,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,GoldMa00,fumbles_forced,0,,,,,
player,201811180crd,crd,ReddHa00,def_int,0,,,,,
player,201811180crd,crd,ReddHa00,def_int_yds,0,,,,,
player,201811180crd,crd,ReddHa00,def_int_td,0,,,,,
player,201811180crd,crd,ReddHa00,def_int_long,0,,,,,
player,201811180crd,crd,ReddHa00,pass_defended,0,,,,,
player,201811180crd,crd,ReddHa00,sacks,0.0,,,,,
player,201811180crd,crd,ReddHa00,tackles_combined,3,,,,,
player,201811180crd,crd,ReddHa00,tackles_solo,0,,,,,
player,201811180crd,crd,ReddHa00,tackles_assists,3,,,,,
player,201811180crd,crd,ReddHa00,tackles_loss,0,,,,,
player,201811180crd,crd,ReddHa00,qb_hits,0,,,,,
player,201811180crd,crd,ReddHa00,fumbles_rec,0,,,,,
player,201811180crd,crd,ReddHa00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,ReddHa00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,ReddHa00,fumbles_forced,0,,,,,
player,201811180crd,crd,ColeDe00,def_int,0,,,,,
player,201811180crd,crd,ColeDe00,def_int_yds,0,,,,,
player,201811180crd,crd,ColeDe00,def_int_td,0,,,,,
player,201811180crd,crd,ColeDe00,def_int_long,0,,,,,
player,201811180crd,crd,ColeDe00,pass_defended,0,,,,,
player,201811180crd,crd,ColeDe00,sacks,0.0,,,,,
player,201811180crd,crd,ColeDe00,tackles_combined,2,,,,,
player,201811180crd,crd,ColeDe00,tackles_solo,2,,,,,
player,201811180crd,crd,ColeDe00,tackles_assists,0,,,,,
player,201811180crd,crd,ColeDe00,tackles_loss,0,,,,,
player,201811180crd,crd,ColeDe00,qb_hits,0,,,,,
player,201811180crd,crd,ColeDe00,fumbles_rec,0,,,,,
player,201811180crd,crd,ColeDe00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,ColeDe00,fumbles_rec_td,0,,,,,
player,201811180crd,crd,ColeDe00,fumbles_forced,0,,,,,
player,201811180crd,crd,PetePa00,def_int,0,,,,,
player,201811180crd,crd,PetePa00,def_int_yds,0,,,,,
player,201811180crd,crd,PetePa00,def_int_td,0,,,,,
player,201811180crd,crd,PetePa00,def_int_long,0,,,,,
player,201811180crd,crd,PetePa00,pass_defended,1,,,,,
player,201811180crd,crd,PetePa00,sacks,0.0,,,,,
player,201811180crd,crd,PetePa00,tackles_combined,2,,,,,
player,201811180crd,crd,PetePa00,tackles_solo,2,,,,,
player,201811180crd,crd,PetePa00,tackles_assists,0,,,,,
player,201811180crd,crd,PetePa00,tackles_loss,0,,,,,
player,201811180crd,crd,PetePa00,qb_hits,0,,,,,
player,201811180crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201811180crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201811180crd,crd,PetePa00,fumbles_rec_td,0,,,,,
